"LGA_CODE21","calendar_year","sex","age_group","n_births","fertility_rate"
"27070",2019,"all","0-0",3320,1.88
"27170",2019,"all","0-0",572,1.99
"27260",2019,"all","0-0",4954,2.08
"27350",2019,"all","0-0",1057,1.11
"27450",2019,"all","0-0",1875,1.87
"27630",2019,"all","0-0",47,2.06
"29399",2019,"all","0-0",6,NA
"20110",2020,"all","0-0",92,1.6
"20260",2020,"all","0-0",105,1.86
"20570",2020,"all","0-0",1225,1.69
"20660",2020,"all","0-0",1369,1.6
"20740",2020,"all","0-0",295,1.73
"20830",2020,"all","0-0",619,1.91
"20910",2020,"all","0-0",791,1.6
"21010",2020,"all","0-0",129,1.98
"21110",2020,"all","0-0",1236,1.16
"21180",2020,"all","0-0",2399,1.69
"21270",2020,"all","0-0",64,2.35
"21370",2020,"all","0-0",384,1.92
"21450",2020,"all","0-0",1726,1.95
"21610",2020,"all","0-0",5227,1.91
"21670",2020,"all","0-0",105,1.8
"21750",2020,"all","0-0",226,1.9
"21830",2020,"all","0-0",137,1.86
"21890",2020,"all","0-0",1756,1.32
"22110",2020,"all","0-0",399,1.97
"22170",2020,"all","0-0",1731,1.75
"22250",2020,"all","0-0",96,2.21
"22310",2020,"all","0-0",1553,1.37
"22410",2020,"all","0-0",186,1.96
"22490",2020,"all","0-0",276,2.05
"22620",2020,"all","0-0",1366,1.75
"22670",2020,"all","0-0",2037,1.73
"22750",2020,"all","0-0",3035,1.66
"22830",2020,"all","0-0",833,1.97
"22910",2020,"all","0-0",116,1.77
"22980",2020,"all","0-0",62,2.03
"23110",2020,"all","0-0",1186,1.72
"23190",2020,"all","0-0",215,1.9
"23270",2020,"all","0-0",3504,1.89
"23350",2020,"all","0-0",154,1.94
"23430",2020,"all","0-0",1726,1.56
"23670",2020,"all","0-0",1583,1.5
"23810",2020,"all","0-0",925,1.74
"23940",2020,"all","0-0",53,2
"24130",2020,"all","0-0",467,1.88
"24210",2020,"all","0-0",979,1.28
"24250",2020,"all","0-0",71,1.61
"24330",2020,"all","0-0",1160,1.41
"24410",2020,"all","0-0",1316,1.64
"24600",2020,"all","0-0",1213,0.68
"24650",2020,"all","0-0",2567,1.9
"24780",2020,"all","0-0",655,1.89
"24850",2020,"all","0-0",646,1.92
"24900",2020,"all","0-0",296,2.04
"24970",2020,"all","0-0",1599,1.16
"25060",2020,"all","0-0",1259,1.36
"25150",2020,"all","0-0",401,1.77
"25250",2020,"all","0-0",2276,1.4
"25340",2020,"all","0-0",1421,1.73
"25430",2020,"all","0-0",128,1.62
"25490",2020,"all","0-0",198,2.11
"25620",2020,"all","0-0",108,1.71
"25710",2020,"all","0-0",544,1.65
"25810",2020,"all","0-0",110,1.79
"25900",2020,"all","0-0",1127,1.07
"25990",2020,"all","0-0",68,1.94
"26080",2020,"all","0-0",12,1.76
"26170",2020,"all","0-0",247,1.82
"26260",2020,"all","0-0",169,2.03
"26350",2020,"all","0-0",898,0.97
"26430",2020,"all","0-0",82,1.82
"26490",2020,"all","0-0",360,1.76
"26610",2020,"all","0-0",304,2.08
"26670",2020,"all","0-0",44,1.71
"26700",2020,"all","0-0",285,1.83
"26730",2020,"all","0-0",366,1.68
"26810",2020,"all","0-0",440,1.91
"26890",2020,"all","0-0",55,2.82
"26980",2020,"all","0-0",1471,1.26
"27070",2020,"all","0-0",3146,1.75
"27170",2020,"all","0-0",510,1.91
"27260",2020,"all","0-0",4864,1.97
"27350",2020,"all","0-0",961,1.03
"27450",2020,"all","0-0",1730,1.79
"27630",2020,"all","0-0",69,2.1
"29399",2020,"all","0-0",0,NA
"20110",2021,"all","0-0",109,1.58
"20260",2021,"all","0-0",103,1.84
"20570",2021,"all","0-0",1358,1.7
"20660",2021,"all","0-0",1413,1.55
"20740",2021,"all","0-0",370,1.7
"20830",2021,"all","0-0",726,1.92
"20910",2021,"all","0-0",851,1.6
"21010",2021,"all","0-0",136,1.86
"21110",2021,"all","0-0",1228,1.15
"21180",2021,"all","0-0",2180,1.6
"21270",2021,"all","0-0",62,2.43
"21370",2021,"all","0-0",396,1.93
"21450",2021,"all","0-0",1792,1.9
"21610",2021,"all","0-0",5464,1.87
"21670",2021,"all","0-0",105,1.76
"21750",2021,"all","0-0",205,1.73
"21830",2021,"all","0-0",153,1.86
"21890",2021,"all","0-0",1693,1.27
"22110",2021,"all","0-0",412,1.84
"22170",2021,"all","0-0",1727,1.72
"22250",2021,"all","0-0",86,2.04
"22310",2021,"all","0-0",1673,1.38
"22410",2021,"all","0-0",159,1.92
"22490",2021,"all","0-0",293,2.12
"22620",2021,"all","0-0",1459,1.75
"22670",2021,"all","0-0",1946,1.63
"22750",2021,"all","0-0",3159,1.65
"22830",2021,"all","0-0",834,1.88
"22910",2021,"all","0-0",131,1.77
"22980",2021,"all","0-0",53,1.92
"23110",2021,"all","0-0",1147,1.7
"23190",2021,"all","0-0",232,1.83
"23270",2021,"all","0-0",3767,1.85
"23350",2021,"all","0-0",138,1.95
"23430",2021,"all","0-0",1667,1.55
"23670",2021,"all","0-0",1585,1.5
"23810",2021,"all","0-0",868,1.75
"23940",2021,"all","0-0",66,1.9
"24130",2021,"all","0-0",480,1.84
"24210",2021,"all","0-0",976,1.27
"24250",2021,"all","0-0",66,1.43
"24330",2021,"all","0-0",1161,1.36
"24410",2021,"all","0-0",1343,1.59
"24600",2021,"all","0-0",1255,0.66
"24650",2021,"all","0-0",2809,1.89
"24780",2021,"all","0-0",681,1.82
"24850",2021,"all","0-0",685,1.93
"24900",2021,"all","0-0",279,1.94
"24970",2021,"all","0-0",1576,1.14
"25060",2021,"all","0-0",1311,1.35
"25150",2021,"all","0-0",485,1.78
"25250",2021,"all","0-0",2314,1.35
"25340",2021,"all","0-0",1479,1.75
"25430",2021,"all","0-0",157,1.7
"25490",2021,"all","0-0",187,2.09
"25620",2021,"all","0-0",131,1.76
"25710",2021,"all","0-0",607,1.68
"25810",2021,"all","0-0",127,1.81
"25900",2021,"all","0-0",1089,1.02
"25990",2021,"all","0-0",54,1.89
"26080",2021,"all","0-0",21,NA
"26170",2021,"all","0-0",257,1.8
"26260",2021,"all","0-0",178,2.04
"26350",2021,"all","0-0",998,0.97
"26430",2021,"all","0-0",115,1.97
"26490",2021,"all","0-0",450,1.79
"26610",2021,"all","0-0",288,1.99
"26670",2021,"all","0-0",55,1.87
"26700",2021,"all","0-0",300,1.85
"26730",2021,"all","0-0",357,1.61
"26810",2021,"all","0-0",459,1.89
"26890",2021,"all","0-0",42,2.65
"26980",2021,"all","0-0",1381,1.19
"27070",2021,"all","0-0",3162,1.7
"27170",2021,"all","0-0",559,1.89
"27260",2021,"all","0-0",4823,1.88
"27350",2021,"all","0-0",964,0.98
"27450",2021,"all","0-0",1896,1.79
"27630",2021,"all","0-0",57,2.06
"29399",2021,"all","0-0",3,NA
"30250",2013,"all","0-0",30,2.94
"30300",2013,"all","0-0",75,2.74
"30370",2013,"all","0-0",235,2.6
"30410",2013,"all","0-0",40,2.29
"30450",2013,"all","0-0",6,NA
"30760",2013,"all","0-0",34,2.6
"30900",2013,"all","0-0",3,NA
"31000",2013,"all","0-0",14984,1.64
"31750",2013,"all","0-0",4,NA
"31820",2013,"all","0-0",1051,2.13
"31900",2013,"all","0-0",192,2.3
"31950",2013,"all","0-0",3,NA
"32080",2013,"all","0-0",2349,2.13
"32250",2013,"all","0-0",31,2.11
"32260",2013,"all","0-0",349,2.41
"32270",2013,"all","0-0",558,2.4
"32310",2013,"all","0-0",164,2.17
"32330",2013,"all","0-0",26,4.67
"32450",2013,"all","0-0",48,2.36
"32500",2013,"all","0-0",46,2.26
"32600",2013,"all","0-0",4,NA
"32750",2013,"all","0-0",8,NA
"32770",2013,"all","0-0",21,2.15
"32810",2013,"all","0-0",143,2.1
"33100",2013,"all","0-0",15,NA
"33200",2013,"all","0-0",25,2.79
"33220",2013,"all","0-0",1091,2.34
"33360",2013,"all","0-0",973,2.31
"33430",2013,"all","0-0",6842,1.78
"33610",2013,"all","0-0",161,2.42
"33620",2013,"all","0-0",515,2.3
"33800",2013,"all","0-0",104,2.27
"33830",2013,"all","0-0",24,2.23
"33960",2013,"all","0-0",3254,2.39
"33980",2013,"all","0-0",403,2.32
"34420",2013,"all","0-0",25,2.6
"34530",2013,"all","0-0",433,2.32
"34570",2013,"all","0-0",15,NA
"34580",2013,"all","0-0",475,2.11
"34590",2013,"all","0-0",4947,2.34
"34710",2013,"all","0-0",59,2.18
"34770",2013,"all","0-0",1794,2.26
"34800",2013,"all","0-0",13,NA
"34830",2013,"all","0-0",4,NA
"34860",2013,"all","0-0",220,2.6
"34880",2013,"all","0-0",245,2.38
"35010",2013,"all","0-0",5682,2.18
"35250",2013,"all","0-0",20,2.5
"35300",2013,"all","0-0",466,2.59
"35600",2013,"all","0-0",68,2.3
"35670",2013,"all","0-0",30,NA
"35740",2013,"all","0-0",455,1.8
"35760",2013,"all","0-0",114,2.24
"35780",2013,"all","0-0",65,3.35
"35790",2013,"all","0-0",51,3.84
"35800",2013,"all","0-0",30,2.85
"36070",2013,"all","0-0",13,NA
"36150",2013,"all","0-0",10,NA
"36250",2013,"all","0-0",1624,1.94
"36300",2013,"all","0-0",12,NA
"36370",2013,"all","0-0",1328,2.28
"36510",2013,"all","0-0",415,2.23
"36580",2013,"all","0-0",325,2.57
"36630",2013,"all","0-0",409,2.6
"36660",2013,"all","0-0",405,2.42
"36720",2013,"all","0-0",3090,1.93
"36820",2013,"all","0-0",277,2.5
"36910",2013,"all","0-0",2227,2.27
"36950",2013,"all","0-0",78,2.92
"36960",2013,"all","0-0",81,2.63
"37010",2013,"all","0-0",2888,2.04
"37300",2013,"all","0-0",88,2.6
"37310",2013,"all","0-0",512,2.61
"37340",2013,"all","0-0",442,1.92
"37400",2013,"all","0-0",13,1.95
"37550",2013,"all","0-0",37,NA
"37570",2013,"all","0-0",6,NA
"37600",2013,"all","0-0",52,2.87
"30250",2014,"all","0-0",64,3.5
"30300",2014,"all","0-0",76,2.62
"30370",2014,"all","0-0",237,2.56
"30410",2014,"all","0-0",50,2.42
"30450",2014,"all","0-0",6,NA
"30760",2014,"all","0-0",26,2.5
"30900",2014,"all","0-0",9,NA
"31000",2014,"all","0-0",14968,1.62
"31750",2014,"all","0-0",3,NA
"31820",2014,"all","0-0",1069,2.13
"31900",2014,"all","0-0",221,2.3
"31950",2014,"all","0-0",3,NA
"32080",2014,"all","0-0",2341,2.09
"32250",2014,"all","0-0",52,2.81
"32260",2014,"all","0-0",361,2.36
"32270",2014,"all","0-0",552,2.41
"32310",2014,"all","0-0",139,2.09
"32330",2014,"all","0-0",32,4.03
"32450",2014,"all","0-0",52,2.44
"32500",2014,"all","0-0",60,2.13
"32600",2014,"all","0-0",4,NA
"32750",2014,"all","0-0",3,NA
"32770",2014,"all","0-0",25,2.1
"32810",2014,"all","0-0",137,1.98
"33100",2014,"all","0-0",9,NA
"33200",2014,"all","0-0",27,2.6
"33220",2014,"all","0-0",1027,2.23
"33360",2014,"all","0-0",1061,2.33
"33430",2014,"all","0-0",6951,1.76
"33610",2014,"all","0-0",144,2.38
"33620",2014,"all","0-0",525,2.25
"33800",2014,"all","0-0",106,2.34
"33830",2014,"all","0-0",25,3.06
"33960",2014,"all","0-0",3286,2.34
"33980",2014,"all","0-0",416,2.32
"34420",2014,"all","0-0",42,3.59
"34530",2014,"all","0-0",390,2.3
"34570",2014,"all","0-0",28,NA
"34580",2014,"all","0-0",479,2.01
"34590",2014,"all","0-0",4799,2.27
"34710",2014,"all","0-0",60,2.26
"34770",2014,"all","0-0",1690,2.22
"34800",2014,"all","0-0",15,NA
"34830",2014,"all","0-0",0,NA
"34860",2014,"all","0-0",239,2.62
"34880",2014,"all","0-0",277,2.42
"35010",2014,"all","0-0",5588,2.11
"35250",2014,"all","0-0",20,1.81
"35300",2014,"all","0-0",444,2.67
"35600",2014,"all","0-0",69,2.24
"35670",2014,"all","0-0",27,NA
"35740",2014,"all","0-0",465,1.86
"35760",2014,"all","0-0",102,2.1
"35780",2014,"all","0-0",61,3.22
"35790",2014,"all","0-0",53,3.8
"35800",2014,"all","0-0",30,2.93
"36070",2014,"all","0-0",28,3.14
"36150",2014,"all","0-0",13,NA
"36250",2014,"all","0-0",1579,1.89
"36300",2014,"all","0-0",16,NA
"36370",2014,"all","0-0",1268,2.29
"36510",2014,"all","0-0",385,2.1
"36580",2014,"all","0-0",327,2.64
"36630",2014,"all","0-0",404,2.6
"36660",2014,"all","0-0",437,2.41
"36720",2014,"all","0-0",3076,1.87
"36820",2014,"all","0-0",298,2.5
"36910",2014,"all","0-0",2109,2.17
"36950",2014,"all","0-0",83,2.81
"36960",2014,"all","0-0",108,2.72
"37010",2014,"all","0-0",2883,2.03
"37300",2014,"all","0-0",85,2.65
"37310",2014,"all","0-0",504,2.59
"37340",2014,"all","0-0",428,1.87
"37400",2014,"all","0-0",15,1.77
"37550",2014,"all","0-0",22,NA
"37570",2014,"all","0-0",13,NA
"37600",2014,"all","0-0",40,2.57
"30250",2015,"all","0-0",41,3.91
"30300",2015,"all","0-0",89,2.88
"30370",2015,"all","0-0",219,2.5
"30410",2015,"all","0-0",46,2.43
"30450",2015,"all","0-0",5,NA
"30760",2015,"all","0-0",17,2.16
"30900",2015,"all","0-0",15,NA
"31000",2015,"all","0-0",14722,1.58
"31750",2015,"all","0-0",0,NA
"31820",2015,"all","0-0",999,2.07
"31900",2015,"all","0-0",223,2.33
"31950",2015,"all","0-0",5,NA
"32080",2015,"all","0-0",2299,2.05
"32250",2015,"all","0-0",36,3.07
"32260",2015,"all","0-0",332,2.23
"32270",2015,"all","0-0",493,2.39
"32310",2015,"all","0-0",146,2.17
"32330",2015,"all","0-0",40,2.96
"32450",2015,"all","0-0",70,2.6
"32500",2015,"all","0-0",58,2.14
"32600",2015,"all","0-0",6,NA
"32750",2015,"all","0-0",6,NA
"32770",2015,"all","0-0",51,2.6
"32810",2015,"all","0-0",142,1.87
"33100",2015,"all","0-0",6,NA
"33200",2015,"all","0-0",23,2.66
"33220",2015,"all","0-0",1019,2.16
"33360",2015,"all","0-0",1038,2.37
"33430",2015,"all","0-0",6818,1.74
"33610",2015,"all","0-0",174,2.43
"33620",2015,"all","0-0",487,2.12
"33800",2015,"all","0-0",100,2.29
"33830",2015,"all","0-0",17,2.95
"33960",2015,"all","0-0",3284,2.26
"33980",2015,"all","0-0",350,2.16
"34420",2015,"all","0-0",15,3.27
"34530",2015,"all","0-0",406,2.21
"34570",2015,"all","0-0",17,NA
"34580",2015,"all","0-0",442,1.91
"34590",2015,"all","0-0",4771,2.2
"34710",2015,"all","0-0",53,2.05
"34770",2015,"all","0-0",1636,2.15
"34800",2015,"all","0-0",14,NA
"34830",2015,"all","0-0",0,NA
"34860",2015,"all","0-0",213,2.5
"34880",2015,"all","0-0",240,2.35
"35010",2015,"all","0-0",5390,2.04
"35250",2015,"all","0-0",31,2.56
"35300",2015,"all","0-0",502,2.81
"35600",2015,"all","0-0",68,2.32
"35670",2015,"all","0-0",28,4.6
"35740",2015,"all","0-0",419,1.79
"35760",2015,"all","0-0",107,2.08
"35780",2015,"all","0-0",84,3.12
"35790",2015,"all","0-0",71,2.81
"35800",2015,"all","0-0",23,2.56
"36070",2015,"all","0-0",6,NA
"36150",2015,"all","0-0",16,NA
"36250",2015,"all","0-0",1609,1.86
"36300",2015,"all","0-0",12,NA
"36370",2015,"all","0-0",1223,2.25
"36510",2015,"all","0-0",420,2.06
"36580",2015,"all","0-0",317,2.56
"36630",2015,"all","0-0",401,2.5
"36660",2015,"all","0-0",406,2.36
"36720",2015,"all","0-0",3028,1.83
"36820",2015,"all","0-0",281,2.42
"36910",2015,"all","0-0",2042,2.08
"36950",2015,"all","0-0",71,2.57
"36960",2015,"all","0-0",107,2.73
"37010",2015,"all","0-0",2814,2.01
"37300",2015,"all","0-0",68,2.6
"37310",2015,"all","0-0",457,2.41
"37340",2015,"all","0-0",430,1.78
"37400",2015,"all","0-0",10,1.61
"37550",2015,"all","0-0",24,3.6
"37570",2015,"all","0-0",10,NA
"37600",2015,"all","0-0",87,2.96
"30250",2016,"all","0-0",36,4.02
"30300",2016,"all","0-0",62,2.77
"30370",2016,"all","0-0",209,2.38
"30410",2016,"all","0-0",34,2.39
"30450",2016,"all","0-0",3,NA
"30760",2016,"all","0-0",31,2.33
"30900",2016,"all","0-0",8,NA
"31000",2016,"all","0-0",15079,1.56
"31750",2016,"all","0-0",5,NA
"31820",2016,"all","0-0",929,1.98
"31900",2016,"all","0-0",164,2.27
"31950",2016,"all","0-0",8,NA
"32080",2016,"all","0-0",2155,1.98
"32250",2016,"all","0-0",27,2.98
"32260",2016,"all","0-0",361,2.23
"32270",2016,"all","0-0",497,2.33
"32310",2016,"all","0-0",134,2.08
"32330",2016,"all","0-0",37,3.24
"32450",2016,"all","0-0",52,2.6
"32500",2016,"all","0-0",51,2.24
"32600",2016,"all","0-0",3,NA
"32750",2016,"all","0-0",0,NA
"32770",2016,"all","0-0",29,2.69
"32810",2016,"all","0-0",142,1.84
"33100",2016,"all","0-0",9,NA
"33200",2016,"all","0-0",19,2.37
"33220",2016,"all","0-0",912,2.04
"33360",2016,"all","0-0",958,2.34
"33430",2016,"all","0-0",6901,1.71
"33610",2016,"all","0-0",138,2.27
"33620",2016,"all","0-0",529,2.12
"33800",2016,"all","0-0",104,2.35
"33830",2016,"all","0-0",18,2.57
"33960",2016,"all","0-0",3320,2.2
"33980",2016,"all","0-0",381,2.15
"34420",2016,"all","0-0",8,NA
"34530",2016,"all","0-0",382,2.07
"34570",2016,"all","0-0",30,NA
"34580",2016,"all","0-0",461,1.86
"34590",2016,"all","0-0",4849,2.15
"34710",2016,"all","0-0",49,2.01
"34770",2016,"all","0-0",1660,2.11
"34800",2016,"all","0-0",10,NA
"34830",2016,"all","0-0",3,NA
"34860",2016,"all","0-0",174,2.31
"34880",2016,"all","0-0",224,2.27
"35010",2016,"all","0-0",5747,2
"35250",2016,"all","0-0",15,2.27
"35300",2016,"all","0-0",388,2.71
"35600",2016,"all","0-0",66,2.32
"35670",2016,"all","0-0",28,3.93
"35740",2016,"all","0-0",416,1.75
"35760",2016,"all","0-0",94,1.95
"35780",2016,"all","0-0",106,3.6
"35790",2016,"all","0-0",45,2.68
"35800",2016,"all","0-0",21,2.33
"36070",2016,"all","0-0",18,2.82
"36150",2016,"all","0-0",14,NA
"36250",2016,"all","0-0",1592,1.83
"36300",2016,"all","0-0",13,NA
"36370",2016,"all","0-0",1182,2.16
"36510",2016,"all","0-0",385,1.98
"36580",2016,"all","0-0",280,2.38
"36630",2016,"all","0-0",367,2.42
"36660",2016,"all","0-0",391,2.35
"36720",2016,"all","0-0",3141,1.8
"36820",2016,"all","0-0",251,2.35
"36910",2016,"all","0-0",2148,2.04
"36950",2016,"all","0-0",57,2.27
"36960",2016,"all","0-0",94,2.82
"37010",2016,"all","0-0",2683,1.95
"37300",2016,"all","0-0",78,2.43
"37310",2016,"all","0-0",510,2.38
"37340",2016,"all","0-0",393,1.7
"37400",2016,"all","0-0",11,NA
"37550",2016,"all","0-0",58,4.34
"37570",2016,"all","0-0",3,NA
"37600",2016,"all","0-0",51,2.83
"30250",2017,"all","0-0",35,3.26
"30300",2017,"all","0-0",70,2.69
"30370",2017,"all","0-0",195,2.26
"30410",2017,"all","0-0",31,2.12
"30450",2017,"all","0-0",0,NA
"30760",2017,"all","0-0",20,2.27
"30900",2017,"all","0-0",12,NA
"31000",2017,"all","0-0",14613,1.6
"31750",2017,"all","0-0",0,NA
"31820",2017,"all","0-0",941,1.89
"31900",2017,"all","0-0",190,2.17
"31950",2017,"all","0-0",4,NA
"32080",2017,"all","0-0",2275,1.96
"32250",2017,"all","0-0",40,2.68
"32260",2017,"all","0-0",406,2.31
"32270",2017,"all","0-0",460,2.24
"32310",2017,"all","0-0",124,2.05
"32330",2017,"all","0-0",50,3.85
"32450",2017,"all","0-0",58,2.64
"32500",2017,"all","0-0",47,2.07
"32600",2017,"all","0-0",3,NA
"32750",2017,"all","0-0",0,NA
"32770",2017,"all","0-0",63,3.6
"32810",2017,"all","0-0",114,1.73
"33100",2017,"all","0-0",13,NA
"33200",2017,"all","0-0",24,2.18
"33220",2017,"all","0-0",986,2.02
"33360",2017,"all","0-0",885,2.23
"33430",2017,"all","0-0",6962,1.67
"33610",2017,"all","0-0",124,2.16
"33620",2017,"all","0-0",521,2.09
"33800",2017,"all","0-0",94,2.29
"33830",2017,"all","0-0",37,2.92
"33960",2017,"all","0-0",3352,2.15
"33980",2017,"all","0-0",307,1.96
"34420",2017,"all","0-0",33,2.14
"34530",2017,"all","0-0",374,2.01
"34570",2017,"all","0-0",19,NA
"34580",2017,"all","0-0",488,1.83
"34590",2017,"all","0-0",4962,2.14
"34710",2017,"all","0-0",44,1.9
"34770",2017,"all","0-0",1549,2.07
"34800",2017,"all","0-0",12,NA
"34830",2017,"all","0-0",0,NA
"34860",2017,"all","0-0",181,2.12
"34880",2017,"all","0-0",284,2.27
"35010",2017,"all","0-0",5544,1.96
"35250",2017,"all","0-0",19,2.19
"35300",2017,"all","0-0",399,2.66
"35600",2017,"all","0-0",63,2.28
"35670",2017,"all","0-0",43,4.1
"35740",2017,"all","0-0",402,1.66
"35760",2017,"all","0-0",95,1.9
"35780",2017,"all","0-0",56,3.36
"35790",2017,"all","0-0",41,2.6
"35800",2017,"all","0-0",27,2.35
"36070",2017,"all","0-0",33,3.01
"36150",2017,"all","0-0",14,NA
"36250",2017,"all","0-0",1622,1.83
"36300",2017,"all","0-0",22,NA
"36370",2017,"all","0-0",1094,2.06
"36510",2017,"all","0-0",377,1.94
"36580",2017,"all","0-0",266,2.19
"36630",2017,"all","0-0",380,2.37
"36660",2017,"all","0-0",382,2.25
"36720",2017,"all","0-0",3188,1.76
"36820",2017,"all","0-0",229,2.15
"36910",2017,"all","0-0",2062,1.99
"36950",2017,"all","0-0",72,2.12
"36960",2017,"all","0-0",98,2.69
"37010",2017,"all","0-0",2600,1.88
"37300",2017,"all","0-0",71,2.3
"37310",2017,"all","0-0",432,2.24
"37340",2017,"all","0-0",360,1.6
"37400",2017,"all","0-0",14,NA
"37550",2017,"all","0-0",12,4
"37570",2017,"all","0-0",11,NA
"37600",2017,"all","0-0",128,4.22
"30250",2018,"all","0-0",35,3.05
"30300",2018,"all","0-0",91,2.73
"30370",2018,"all","0-0",184,2.12
"30410",2018,"all","0-0",41,2.11
"30450",2018,"all","0-0",3,NA
"30760",2018,"all","0-0",22,2.5
"30900",2018,"all","0-0",9,NA
"31000",2018,"all","0-0",14714,1.5
"31750",2018,"all","0-0",4,NA
"31820",2018,"all","0-0",1012,1.89
"31900",2018,"all","0-0",177,1.99
"31950",2018,"all","0-0",4,NA
"32080",2018,"all","0-0",2153,1.91
"32250",2018,"all","0-0",26,2.39
"32260",2018,"all","0-0",371,2.38
"32270",2018,"all","0-0",480,2.27
"32310",2018,"all","0-0",120,1.97
"32330",2018,"all","0-0",31,3.5
"32450",2018,"all","0-0",44,2.19
"32500",2018,"all","0-0",55,2
"32600",2018,"all","0-0",4,NA
"32750",2018,"all","0-0",0,NA
"32770",2018,"all","0-0",48,3.5
"32810",2018,"all","0-0",106,1.55
"33100",2018,"all","0-0",12,NA
"33200",2018,"all","0-0",22,2.13
"33220",2018,"all","0-0",924,1.96
"33360",2018,"all","0-0",909,2.17
"33430",2018,"all","0-0",7051,1.65
"33610",2018,"all","0-0",173,2.16
"33620",2018,"all","0-0",502,2.09
"33800",2018,"all","0-0",89,2.2
"33830",2018,"all","0-0",25,3.09
"33960",2018,"all","0-0",3584,2.15
"33980",2018,"all","0-0",322,1.91
"34420",2018,"all","0-0",6,NA
"34530",2018,"all","0-0",402,1.99
"34570",2018,"all","0-0",7,NA
"34580",2018,"all","0-0",511,1.87
"34590",2018,"all","0-0",5141,2.14
"34710",2018,"all","0-0",43,1.82
"34770",2018,"all","0-0",1601,2.06
"34800",2018,"all","0-0",11,1.91
"34830",2018,"all","0-0",0,NA
"34860",2018,"all","0-0",181,2.02
"34880",2018,"all","0-0",239,2.24
"35010",2018,"all","0-0",5702,1.95
"35250",2018,"all","0-0",12,1.6
"35300",2018,"all","0-0",379,2.43
"35600",2018,"all","0-0",48,2.05
"35670",2018,"all","0-0",26,NA
"35740",2018,"all","0-0",396,1.62
"35760",2018,"all","0-0",104,1.88
"35780",2018,"all","0-0",114,3.7
"35790",2018,"all","0-0",28,1.89
"35800",2018,"all","0-0",21,2.4
"36070",2018,"all","0-0",4,NA
"36150",2018,"all","0-0",16,NA
"36250",2018,"all","0-0",1694,1.83
"36300",2018,"all","0-0",10,NA
"36370",2018,"all","0-0",1051,1.96
"36510",2018,"all","0-0",401,1.88
"36580",2018,"all","0-0",285,2.09
"36630",2018,"all","0-0",378,2.31
"36660",2018,"all","0-0",375,2.18
"36720",2018,"all","0-0",3239,1.74
"36820",2018,"all","0-0",255,2.07
"36910",2018,"all","0-0",2101,1.98
"36950",2018,"all","0-0",72,2.16
"36960",2018,"all","0-0",79,2.43
"37010",2018,"all","0-0",2606,1.83
"37300",2018,"all","0-0",75,2.31
"37310",2018,"all","0-0",501,2.28
"37340",2018,"all","0-0",389,1.6
"37400",2018,"all","0-0",10,1.9
"37550",2018,"all","0-0",28,3.81
"37570",2018,"all","0-0",0,NA
"37600",2018,"all","0-0",43,3.43
"30250",2019,"all","0-0",38,3.16
"30300",2019,"all","0-0",63,2.72
"30370",2019,"all","0-0",169,1.97
"30410",2019,"all","0-0",21,1.87
"30450",2019,"all","0-0",3,NA
"30760",2019,"all","0-0",18,2.04
"30900",2019,"all","0-0",7,NA
"31000",2019,"all","0-0",14657,1.45
"31750",2019,"all","0-0",4,NA
"31820",2019,"all","0-0",924,1.86
"31900",2019,"all","0-0",212,2.14
"31950",2019,"all","0-0",3,NA
"32080",2019,"all","0-0",2115,1.9
"32250",2019,"all","0-0",25,2.38
"32260",2019,"all","0-0",339,2.34
"32270",2019,"all","0-0",439,2.2
"32310",2019,"all","0-0",113,1.89
"32330",2019,"all","0-0",29,3.37
"32450",2019,"all","0-0",46,2.02
"32500",2019,"all","0-0",61,2.06
"32600",2019,"all","0-0",6,NA
"32750",2019,"all","0-0",4,NA
"32770",2019,"all","0-0",38,3.64
"32810",2019,"all","0-0",132,1.6
"33100",2019,"all","0-0",7,NA
"33200",2019,"all","0-0",19,2.27
"33220",2019,"all","0-0",921,1.95
"33360",2019,"all","0-0",857,2.13
"33430",2019,"all","0-0",6926,1.62
"33610",2019,"all","0-0",149,2.26
"33620",2019,"all","0-0",530,2.07
"33800",2019,"all","0-0",65,1.86
"33830",2019,"all","0-0",26,3.32
"33960",2019,"all","0-0",3668,2.15
"33980",2019,"all","0-0",348,1.83
"34420",2019,"all","0-0",10,1.85
"34530",2019,"all","0-0",389,1.99
"34570",2019,"all","0-0",10,NA
"34580",2019,"all","0-0",474,1.84
"34590",2019,"all","0-0",5251,2.14
"34710",2019,"all","0-0",43,1.75
"34770",2019,"all","0-0",1610,2.04
"34800",2019,"all","0-0",13,1.94
"34830",2019,"all","0-0",3,NA
"34860",2019,"all","0-0",217,2.22
"34880",2019,"all","0-0",265,2.31
"35010",2019,"all","0-0",5750,1.91
"35250",2019,"all","0-0",29,2.04
"35300",2019,"all","0-0",413,2.6
"35600",2019,"all","0-0",59,2
"35670",2019,"all","0-0",26,4.05
"35740",2019,"all","0-0",377,1.56
"35760",2019,"all","0-0",98,1.92
"35780",2019,"all","0-0",52,2.98
"35790",2019,"all","0-0",25,1.69
"35800",2019,"all","0-0",25,2.65
"36070",2019,"all","0-0",10,2.6
"36150",2019,"all","0-0",11,NA
"36250",2019,"all","0-0",1621,1.82
"36300",2019,"all","0-0",16,NA
"36370",2019,"all","0-0",1116,1.92
