"LGA_CODE21","calendar_year","sex","age_group","n_births","fertility_rate"
"18400",2020,"all","0-0",686,2.16
"18450",2020,"all","0-0",2430,1.77
"18500",2020,"all","0-0",582,1.36
"18710",2020,"all","0-0",169,1.96
"19399",2020,"all","0-0",15,2.01
"10050",2021,"all","0-0",656,1.85
"10180",2021,"all","0-0",315,1.65
"10250",2021,"all","0-0",485,1.83
"10300",2021,"all","0-0",28,2.39
"10470",2021,"all","0-0",571,1.88
"10500",2021,"all","0-0",2536,1.5
"10550",2021,"all","0-0",290,1.91
"10600",2021,"all","0-0",114,2.13
"10650",2021,"all","0-0",67,2.11
"10750",2021,"all","0-0",6079,1.97
"10800",2021,"all","0-0",72,2.57
"10850",2021,"all","0-0",96,2.25
"10900",2021,"all","0-0",709,1.78
"10950",2021,"all","0-0",55,2.84
"11150",2021,"all","0-0",41,2.71
"11200",2021,"all","0-0",26,1.99
"11250",2021,"all","0-0",216,1.99
"11300",2021,"all","0-0",341,1.01
"11350",2021,"all","0-0",390,1.5
"11400",2021,"all","0-0",164,2.23
"11450",2021,"all","0-0",2440,2.27
"11500",2021,"all","0-0",2649,2.02
"11520",2021,"all","0-0",1169,1.44
"11570",2021,"all","0-0",5161,1.94
"11600",2021,"all","0-0",47,2.5
"11650",2021,"all","0-0",4086,1.93
"11700",2021,"all","0-0",20,2.06
"11720",2021,"all","0-0",887,2.03
"11730",2021,"all","0-0",536,2.07
"11750",2021,"all","0-0",65,2.3
"11800",2021,"all","0-0",854,1.84
"12000",2021,"all","0-0",56,2.08
"12150",2021,"all","0-0",56,2.5
"12160",2021,"all","0-0",132,2.3
"12350",2021,"all","0-0",151,2.03
"12380",2021,"all","0-0",3777,1.95
"12390",2021,"all","0-0",844,2.17
"12700",2021,"all","0-0",98,2.13
"12730",2021,"all","0-0",106,2.22
"12750",2021,"all","0-0",362,2.06
"12850",2021,"all","0-0",2126,1.62
"12870",2021,"all","0-0",120,2.12
"12900",2021,"all","0-0",127,2.32
"12930",2021,"all","0-0",1656,1.42
"12950",2021,"all","0-0",72,3.01
"13010",2021,"all","0-0",73,2.05
"13310",2021,"all","0-0",356,1.99
"13340",2021,"all","0-0",114,2.12
"13450",2021,"all","0-0",399,2.11
"13550",2021,"all","0-0",229,2.67
"13660",2021,"all","0-0",60,2.37
"13800",2021,"all","0-0",936,2.04
"13850",2021,"all","0-0",31,2.32
"13910",2021,"all","0-0",218,2.14
"14000",2021,"all","0-0",1337,1.5
"14100",2021,"all","0-0",120,1.64
"14170",2021,"all","0-0",2341,1.29
"14220",2021,"all","0-0",215,2.26
"14300",2021,"all","0-0",83,2.29
"14350",2021,"all","0-0",349,2.5
"14400",2021,"all","0-0",192,1.86
"14500",2021,"all","0-0",891,1.32
"14550",2021,"all","0-0",79,2.29
"14600",2021,"all","0-0",85,2.71
"14650",2021,"all","0-0",2467,1.89
"14700",2021,"all","0-0",574,1.56
"14750",2021,"all","0-0",150,2.26
"14850",2021,"all","0-0",467,1.82
"14870",2021,"all","0-0",219,1.92
"14900",2021,"all","0-0",3475,1.99
"14920",2021,"all","0-0",78,2.22
"14950",2021,"all","0-0",36,2.65
"15050",2021,"all","0-0",1314,1.92
"15240",2021,"all","0-0",822,2.04
"15270",2021,"all","0-0",317,2.19
"15300",2021,"all","0-0",181,2.26
"15350",2021,"all","0-0",277,1.5
"15520",2021,"all","0-0",136,2.07
"15560",2021,"all","0-0",32,2.26
"15650",2021,"all","0-0",218,2.07
"15700",2021,"all","0-0",179,2.38
"15750",2021,"all","0-0",194,2.5
"15800",2021,"all","0-0",80,2.87
"15850",2021,"all","0-0",102,2.44
"15900",2021,"all","0-0",1976,1.6
"15950",2021,"all","0-0",1023,1.32
"15990",2021,"all","0-0",3196,1.74
"16100",2021,"all","0-0",71,2.14
"16150",2021,"all","0-0",677,2.13
"16200",2021,"all","0-0",202,2.35
"16260",2021,"all","0-0",3481,1.42
"16350",2021,"all","0-0",3417,2
"16380",2021,"all","0-0",837,1.91
"16400",2021,"all","0-0",709,1.9
"16490",2021,"all","0-0",930,1.94
"16550",2021,"all","0-0",1741,1.37
"16610",2021,"all","0-0",294,2.27
"16700",2021,"all","0-0",1597,1.3
"16900",2021,"all","0-0",1026,1.9
"16950",2021,"all","0-0",1224,2.15
"17000",2021,"all","0-0",323,2.1
"17040",2021,"all","0-0",188,1.58
"17080",2021,"all","0-0",169,2.21
"17100",2021,"all","0-0",554,1.27
"17150",2021,"all","0-0",2822,1.8
"17200",2021,"all","0-0",2402,0.89
"17310",2021,"all","0-0",853,2.06
"17350",2021,"all","0-0",79,2.28
"17400",2021,"all","0-0",68,2.2
"17420",2021,"all","0-0",2014,1.6
"17550",2021,"all","0-0",950,1.91
"17620",2021,"all","0-0",165,1.88
"17640",2021,"all","0-0",82,2.15
"17650",2021,"all","0-0",59,2.01
"17750",2021,"all","0-0",1010,2
"17850",2021,"all","0-0",31,2.28
"17900",2021,"all","0-0",70,2.59
"17950",2021,"all","0-0",48,2.98
"18020",2021,"all","0-0",83,2.28
"18050",2021,"all","0-0",1052,1.4
"18100",2021,"all","0-0",32,1.93
"18200",2021,"all","0-0",94,2.08
"18250",2021,"all","0-0",755,1.28
"18350",2021,"all","0-0",524,1.97
"18400",2021,"all","0-0",784,2.16
"18450",2021,"all","0-0",2600,1.75
"18500",2021,"all","0-0",673,1.38
"18710",2021,"all","0-0",156,1.86
"19399",2021,"all","0-0",17,NA
"20110",2013,"all","0-0",86,1.8
"20260",2013,"all","0-0",116,2.24
"20570",2013,"all","0-0",1357,1.99
"20660",2013,"all","0-0",1635,1.91
"20740",2013,"all","0-0",302,2.29
"20830",2013,"all","0-0",524,2.09
"20910",2013,"all","0-0",935,1.75
"21010",2013,"all","0-0",134,1.98
"21110",2013,"all","0-0",1511,1.41
"21180",2013,"all","0-0",2822,1.95
"21270",2013,"all","0-0",55,1.97
"21370",2013,"all","0-0",447,2.3
"21450",2013,"all","0-0",1351,2.28
"21610",2013,"all","0-0",4145,2.08
"21670",2013,"all","0-0",111,2.28
"21750",2013,"all","0-0",247,2.43
"21830",2013,"all","0-0",169,2.5
"21890",2013,"all","0-0",2025,1.62
"22110",2013,"all","0-0",442,2.37
"22170",2013,"all","0-0",1883,2
"22250",2013,"all","0-0",98,2.25
"22310",2013,"all","0-0",1714,1.66
"22410",2013,"all","0-0",215,2.11
"22490",2013,"all","0-0",254,2.27
"22620",2013,"all","0-0",1339,2.04
"22670",2013,"all","0-0",2263,2.03
"22750",2013,"all","0-0",2830,1.94
"22830",2013,"all","0-0",932,2.32
"22910",2013,"all","0-0",146,2.19
"22980",2013,"all","0-0",60,2.34
"23110",2013,"all","0-0",1269,2.02
"23190",2013,"all","0-0",255,2.23
"23270",2013,"all","0-0",2917,2.13
"23350",2013,"all","0-0",128,2.2
"23430",2013,"all","0-0",1941,1.8
"23670",2013,"all","0-0",1797,1.76
"23810",2013,"all","0-0",950,2.06
"23940",2013,"all","0-0",65,2.57
"24130",2013,"all","0-0",446,1.98
"24210",2013,"all","0-0",1031,1.6
"24250",2013,"all","0-0",79,2.22
"24330",2013,"all","0-0",1370,1.82
"24410",2013,"all","0-0",1485,1.88
"24600",2013,"all","0-0",999,0.91
"24650",2013,"all","0-0",2080,2.13
"24780",2013,"all","0-0",687,2.3
"24850",2013,"all","0-0",489,2.28
"24900",2013,"all","0-0",351,2.43
"24970",2013,"all","0-0",1830,1.6
"25060",2013,"all","0-0",1393,1.58
"25150",2013,"all","0-0",358,2.02
"25250",2013,"all","0-0",2282,1.63
"25340",2013,"all","0-0",1515,2.02
"25430",2013,"all","0-0",173,2.01
"25490",2013,"all","0-0",215,2.4
"25620",2013,"all","0-0",134,2.02
"25710",2013,"all","0-0",586,1.82
"25810",2013,"all","0-0",104,2.05
"25900",2013,"all","0-0",1307,1.17
"25990",2013,"all","0-0",60,2.26
"26080",2013,"all","0-0",13,1.55
"26170",2013,"all","0-0",311,2.26
"26260",2013,"all","0-0",181,2.19
"26350",2013,"all","0-0",1049,1.16
"26430",2013,"all","0-0",86,2.08
"26490",2013,"all","0-0",322,2.01
"26610",2013,"all","0-0",318,2.6
"26670",2013,"all","0-0",44,2.04
"26700",2013,"all","0-0",282,2.18
"26730",2013,"all","0-0",363,1.9
"26810",2013,"all","0-0",461,2.12
"26890",2013,"all","0-0",43,2.24
"26980",2013,"all","0-0",1752,1.69
"27070",2013,"all","0-0",2993,2
"27170",2013,"all","0-0",505,2.18
"27260",2013,"all","0-0",3895,2.27
"27350",2013,"all","0-0",1056,1.21
"27450",2013,"all","0-0",1791,1.96
"27630",2013,"all","0-0",60,2.5
"29399",2013,"all","0-0",0,NA
"20110",2014,"all","0-0",87,1.78
"20260",2014,"all","0-0",113,2.25
"20570",2014,"all","0-0",1258,1.98
"20660",2014,"all","0-0",1594,1.85
"20740",2014,"all","0-0",362,2.26
"20830",2014,"all","0-0",552,2.09
"20910",2014,"all","0-0",979,1.77
"21010",2014,"all","0-0",140,2.13
"21110",2014,"all","0-0",1455,1.36
"21180",2014,"all","0-0",2806,1.93
"21270",2014,"all","0-0",52,2.14
"21370",2014,"all","0-0",428,2.32
"21450",2014,"all","0-0",1376,2.24
"21610",2014,"all","0-0",4364,2.07
"21670",2014,"all","0-0",117,2.22
"21750",2014,"all","0-0",213,2.24
"21830",2014,"all","0-0",155,2.38
"21890",2014,"all","0-0",2055,1.6
"22110",2014,"all","0-0",441,2.29
"22170",2014,"all","0-0",1799,1.98
"22250",2014,"all","0-0",109,2.34
"22310",2014,"all","0-0",1697,1.63
"22410",2014,"all","0-0",187,2.13
"22490",2014,"all","0-0",255,2.32
"22620",2014,"all","0-0",1413,2.01
"22670",2014,"all","0-0",2338,2.03
"22750",2014,"all","0-0",2714,1.94
"22830",2014,"all","0-0",872,2.3
"22910",2014,"all","0-0",131,2.15
"22980",2014,"all","0-0",41,2.3
"23110",2014,"all","0-0",1253,1.97
"23190",2014,"all","0-0",243,2.21
"23270",2014,"all","0-0",3078,2.14
"23350",2014,"all","0-0",125,2.04
"23430",2014,"all","0-0",1793,1.75
"23670",2014,"all","0-0",1760,1.74
"23810",2014,"all","0-0",946,2.05
"23940",2014,"all","0-0",70,2.63
"24130",2014,"all","0-0",502,2
"24210",2014,"all","0-0",996,1.5
"24250",2014,"all","0-0",90,2.21
"24330",2014,"all","0-0",1346,1.8
"24410",2014,"all","0-0",1429,1.87
"24600",2014,"all","0-0",1107,0.86
"24650",2014,"all","0-0",2104,2.09
"24780",2014,"all","0-0",696,2.23
"24850",2014,"all","0-0",519,2.25
"24900",2014,"all","0-0",329,2.42
"24970",2014,"all","0-0",1907,1.6
"25060",2014,"all","0-0",1314,1.6
"25150",2014,"all","0-0",390,2.11
"25250",2014,"all","0-0",2360,1.6
"25340",2014,"all","0-0",1495,2.01
"25430",2014,"all","0-0",145,2.02
"25490",2014,"all","0-0",155,2.31
"25620",2014,"all","0-0",135,2.1
"25710",2014,"all","0-0",563,1.72
"25810",2014,"all","0-0",114,2.06
"25900",2014,"all","0-0",1276,1.15
"25990",2014,"all","0-0",69,2.22
"26080",2014,"all","0-0",16,1.67
"26170",2014,"all","0-0",309,2.31
"26260",2014,"all","0-0",159,2.16
"26350",2014,"all","0-0",1047,1.15
"26430",2014,"all","0-0",78,2.02
"26490",2014,"all","0-0",299,1.9
"26610",2014,"all","0-0",254,2.5
"26670",2014,"all","0-0",54,2
"26700",2014,"all","0-0",267,2.05
"26730",2014,"all","0-0",398,1.89
"26810",2014,"all","0-0",438,2.08
"26890",2014,"all","0-0",39,2.21
"26980",2014,"all","0-0",1891,1.67
"27070",2014,"all","0-0",3158,2.05
"27170",2014,"all","0-0",558,2.19
"27260",2014,"all","0-0",3986,2.29
"27350",2014,"all","0-0",1080,1.2
"27450",2014,"all","0-0",1728,1.93
"27630",2014,"all","0-0",50,2.09
"29399",2014,"all","0-0",3,NA
"20110",2015,"all","0-0",99,1.72
"20260",2015,"all","0-0",108,2.1
"20570",2015,"all","0-0",1288,1.93
"20660",2015,"all","0-0",1532,1.79
"20740",2015,"all","0-0",285,2.11
"20830",2015,"all","0-0",544,2.05
"20910",2015,"all","0-0",907,1.73
"21010",2015,"all","0-0",120,1.99
"21110",2015,"all","0-0",1522,1.32
"21180",2015,"all","0-0",2818,1.87
"21270",2015,"all","0-0",60,2.24
"21370",2015,"all","0-0",408,2.26
"21450",2015,"all","0-0",1420,2.12
"21610",2015,"all","0-0",4403,1.97
"21670",2015,"all","0-0",115,2.04
"21750",2015,"all","0-0",235,2.13
"21830",2015,"all","0-0",171,2.24
"21890",2015,"all","0-0",1935,1.5
"22110",2015,"all","0-0",414,2.14
"22170",2015,"all","0-0",1810,1.91
"22250",2015,"all","0-0",104,2.28
"22310",2015,"all","0-0",1706,1.56
"22410",2015,"all","0-0",203,2.11
"22490",2015,"all","0-0",241,2.19
"22620",2015,"all","0-0",1238,1.9
"22670",2015,"all","0-0",2298,1.94
"22750",2015,"all","0-0",2798,1.89
"22830",2015,"all","0-0",809,2.19
"22910",2015,"all","0-0",132,2.01
"22980",2015,"all","0-0",45,2.02
"23110",2015,"all","0-0",1264,1.91
"23190",2015,"all","0-0",248,2.16
"23270",2015,"all","0-0",2997,2.05
"23350",2015,"all","0-0",137,1.93
"23430",2015,"all","0-0",1835,1.71
"23670",2015,"all","0-0",1717,1.65
"23810",2015,"all","0-0",868,1.93
"23940",2015,"all","0-0",69,2.43
"24130",2015,"all","0-0",454,1.95
"24210",2015,"all","0-0",1066,1.45
"24250",2015,"all","0-0",79,2.2
"24330",2015,"all","0-0",1290,1.68
"24410",2015,"all","0-0",1512,1.86
"24600",2015,"all","0-0",1200,0.83
"24650",2015,"all","0-0",2143,1.99
"24780",2015,"all","0-0",664,2.09
"24850",2015,"all","0-0",488,2.04
"24900",2015,"all","0-0",305,2.31
"24970",2015,"all","0-0",1845,1.43
"25060",2015,"all","0-0",1310,1.5
"25150",2015,"all","0-0",343,1.98
"25250",2015,"all","0-0",2357,1.6
"25340",2015,"all","0-0",1481,1.89
"25430",2015,"all","0-0",146,2
"25490",2015,"all","0-0",186,2.25
"25620",2015,"all","0-0",94,1.93
"25710",2015,"all","0-0",537,1.65
"25810",2015,"all","0-0",113,1.95
"25900",2015,"all","0-0",1278,1.11
"25990",2015,"all","0-0",58,2.19
"26080",2015,"all","0-0",6,NA
"26170",2015,"all","0-0",286,2.26
"26260",2015,"all","0-0",168,2.11
"26350",2015,"all","0-0",1017,1.1
"26430",2015,"all","0-0",91,1.98
"26490",2015,"all","0-0",326,1.81
"26610",2015,"all","0-0",293,2.32
"26670",2015,"all","0-0",53,2.08
"26700",2015,"all","0-0",300,1.97
"26730",2015,"all","0-0",359,1.78
"26810",2015,"all","0-0",474,1.99
"26890",2015,"all","0-0",42,2.24
"26980",2015,"all","0-0",1735,1.58
"27070",2015,"all","0-0",3073,1.97
"27170",2015,"all","0-0",560,2.07
"27260",2015,"all","0-0",4070,2.2
"27350",2015,"all","0-0",1058,1.13
"27450",2015,"all","0-0",1743,1.86
"27630",2015,"all","0-0",59,2.09
"29399",2015,"all","0-0",3,NA
"20110",2016,"all","0-0",97,1.77
"20260",2016,"all","0-0",112,2.06
"20570",2016,"all","0-0",1367,1.91
"20660",2016,"all","0-0",1757,1.83
"20740",2016,"all","0-0",341,2.16
"20830",2016,"all","0-0",653,2.14
"20910",2016,"all","0-0",962,1.72
"21010",2016,"all","0-0",123,1.92
"21110",2016,"all","0-0",1635,1.34
"21180",2016,"all","0-0",3065,1.9
"21270",2016,"all","0-0",49,2.22
"21370",2016,"all","0-0",430,2.21
"21450",2016,"all","0-0",1639,2.14
"21610",2016,"all","0-0",5215,2.04
"21670",2016,"all","0-0",111,2
"21750",2016,"all","0-0",256,2.14
"21830",2016,"all","0-0",170,2.25
"21890",2016,"all","0-0",2142,1.5
"22110",2016,"all","0-0",494,2.2
"22170",2016,"all","0-0",2045,1.94
"22250",2016,"all","0-0",112,2.37
"22310",2016,"all","0-0",1933,1.59
"22410",2016,"all","0-0",221,2.16
"22490",2016,"all","0-0",291,2.2
"22620",2016,"all","0-0",1464,1.91
"22670",2016,"all","0-0",2680,1.99
"22750",2016,"all","0-0",2996,1.87
"22830",2016,"all","0-0",971,2.21
"22910",2016,"all","0-0",144,1.99
"22980",2016,"all","0-0",49,1.83
"23110",2016,"all","0-0",1466,1.96
"23190",2016,"all","0-0",263,2.15
"23270",2016,"all","0-0",3457,2.08
"23350",2016,"all","0-0",131,1.91
"23430",2016,"all","0-0",2054,1.72
"23670",2016,"all","0-0",1986,1.68
"23810",2016,"all","0-0",964,1.93
"23940",2016,"all","0-0",59,2.34
"24130",2016,"all","0-0",568,2.07
"24210",2016,"all","0-0",1121,1.5
"24250",2016,"all","0-0",87,2.24
"24330",2016,"all","0-0",1426,1.63
"24410",2016,"all","0-0",1621,1.87
"24600",2016,"all","0-0",1333,0.87
"24650",2016,"all","0-0",2450,2.03
"24780",2016,"all","0-0",768,2.13
"24850",2016,"all","0-0",606,2.1
"24900",2016,"all","0-0",342,2.27
"24970",2016,"all","0-0",1974,1.43
"25060",2016,"all","0-0",1548,1.5
"25150",2016,"all","0-0",397,1.99
"25250",2016,"all","0-0",2623,1.56
"25340",2016,"all","0-0",1575,1.9
"25430",2016,"all","0-0",160,1.9
"25490",2016,"all","0-0",203,2.19
"25620",2016,"all","0-0",140,1.97
"25710",2016,"all","0-0",639,1.68
"25810",2016,"all","0-0",107,1.98
"25900",2016,"all","0-0",1482,1.15
"25990",2016,"all","0-0",58,2.1
"26080",2016,"all","0-0",16,1.43
"26170",2016,"all","0-0",310,2.23
"26260",2016,"all","0-0",197,2.19
"26350",2016,"all","0-0",1135,1.09
"26430",2016,"all","0-0",88,1.94
"26490",2016,"all","0-0",360,1.84
"26610",2016,"all","0-0",326,2.34
"26670",2016,"all","0-0",67,2.38
"26700",2016,"all","0-0",299,1.98
"26730",2016,"all","0-0",440,1.89
"26810",2016,"all","0-0",510,2.04
"26890",2016,"all","0-0",40,2.21
"26980",2016,"all","0-0",1845,1.57
"27070",2016,"all","0-0",3683,2.01
"27170",2016,"all","0-0",570,2.09
"27260",2016,"all","0-0",4693,2.2
"27350",2016,"all","0-0",1175,1.14
"27450",2016,"all","0-0",1938,1.88
"27630",2016,"all","0-0",63,2.07
"29399",2016,"all","0-0",5,NA
"20110",2017,"all","0-0",118,1.91
"20260",2017,"all","0-0",124,2.1
"20570",2017,"all","0-0",1409,1.94
"20660",2017,"all","0-0",1628,1.82
"20740",2017,"all","0-0",367,2.1
"20830",2017,"all","0-0",625,2.14
"20910",2017,"all","0-0",956,1.69
"21010",2017,"all","0-0",136,1.88
"21110",2017,"all","0-0",1520,1.34
"21180",2017,"all","0-0",2964,1.91
"21270",2017,"all","0-0",51,2.2
"21370",2017,"all","0-0",397,2.14
"21450",2017,"all","0-0",1703,2.16
"21610",2017,"all","0-0",5422,2.09
"21670",2017,"all","0-0",129,2.04
"21750",2017,"all","0-0",243,2.19
"21830",2017,"all","0-0",153,2.23
"21890",2017,"all","0-0",2124,1.5
"22110",2017,"all","0-0",442,2.16
"22170",2017,"all","0-0",2074,2
"22250",2017,"all","0-0",101,2.28
"22310",2017,"all","0-0",1876,1.6
"22410",2017,"all","0-0",180,2.12
"22490",2017,"all","0-0",263,2.21
"22620",2017,"all","0-0",1490,1.89
"22670",2017,"all","0-0",2552,1.99
"22750",2017,"all","0-0",3037,1.87
"22830",2017,"all","0-0",899,2.2
"22910",2017,"all","0-0",124,1.94
"22980",2017,"all","0-0",60,2.06
"23110",2017,"all","0-0",1333,1.95
"23190",2017,"all","0-0",240,2.12
"23270",2017,"all","0-0",3629,2.08
"23350",2017,"all","0-0",135,1.89
"23430",2017,"all","0-0",1909,1.73
"23670",2017,"all","0-0",1919,1.7
"23810",2017,"all","0-0",976,1.94
"23940",2017,"all","0-0",55,2.14
"24130",2017,"all","0-0",525,2.05
"24210",2017,"all","0-0",1130,1.5
"24250",2017,"all","0-0",74,2.06
"24330",2017,"all","0-0",1438,1.62
"24410",2017,"all","0-0",1510,1.87
"24600",2017,"all","0-0",1253,0.85
"24650",2017,"all","0-0",2468,2.06
"24780",2017,"all","0-0",793,2.18
"24850",2017,"all","0-0",581,2.08
"24900",2017,"all","0-0",350,2.29
"24970",2017,"all","0-0",1938,1.41
"25060",2017,"all","0-0",1506,1.6
"25150",2017,"all","0-0",413,1.95
"25250",2017,"all","0-0",2718,1.58
"25340",2017,"all","0-0",1675,1.95
"25430",2017,"all","0-0",142,1.84
"25490",2017,"all","0-0",172,2.23
"25620",2017,"all","0-0",123,1.85
"25710",2017,"all","0-0",644,1.76
"25810",2017,"all","0-0",104,1.91
"25900",2017,"all","0-0",1338,1.17
"25990",2017,"all","0-0",56,1.93
"26080",2017,"all","0-0",17,1.5
"26170",2017,"all","0-0",282,2.13
"26260",2017,"all","0-0",193,2.32
"26350",2017,"all","0-0",1187,1.11
"26430",2017,"all","0-0",93,1.99
"26490",2017,"all","0-0",344,1.86
"26610",2017,"all","0-0",324,2.5
"26670",2017,"all","0-0",60,2.5
"26700",2017,"all","0-0",333,2.09
"26730",2017,"all","0-0",346,1.78
"26810",2017,"all","0-0",511,2.12
"26890",2017,"all","0-0",46,2.38
"26980",2017,"all","0-0",1858,1.6
"27070",2017,"all","0-0",3652,2.01
"27170",2017,"all","0-0",574,2.05
"27260",2017,"all","0-0",4824,2.19
"27350",2017,"all","0-0",1163,1.14
"27450",2017,"all","0-0",1905,1.9
"27630",2017,"all","0-0",64,2.21
"29399",2017,"all","0-0",4,NA
"20110",2018,"all","0-0",93,1.79
"20260",2018,"all","0-0",101,2.03
"20570",2018,"all","0-0",1264,1.89
"20660",2018,"all","0-0",1572,1.82
"20740",2018,"all","0-0",353,2.14
"20830",2018,"all","0-0",623,2.12
"20910",2018,"all","0-0",892,1.67
"21010",2018,"all","0-0",164,2.06
"21110",2018,"all","0-0",1392,1.29
"21180",2018,"all","0-0",2812,1.9
"21270",2018,"all","0-0",51,2.12
"21370",2018,"all","0-0",395,2.08
"21450",2018,"all","0-0",1701,2.14
"21610",2018,"all","0-0",5253,2.11
"21670",2018,"all","0-0",115,2
"21750",2018,"all","0-0",261,2.2
"21830",2018,"all","0-0",151,2.12
"21890",2018,"all","0-0",1965,1.5
"22110",2018,"all","0-0",491,2.24
"22170",2018,"all","0-0",1857,1.98
"22250",2018,"all","0-0",111,2.34
"22310",2018,"all","0-0",1664,1.56
"22410",2018,"all","0-0",175,2.01
"22490",2018,"all","0-0",248,2.19
"22620",2018,"all","0-0",1415,1.92
"22670",2018,"all","0-0",2404,1.98
"22750",2018,"all","0-0",2960,1.83
"22830",2018,"all","0-0",939,2.26
"22910",2018,"all","0-0",132,1.91
"22980",2018,"all","0-0",63,2.17
"23110",2018,"all","0-0",1282,1.91
"23190",2018,"all","0-0",256,2.1
"23270",2018,"all","0-0",3622,2.1
"23350",2018,"all","0-0",137,1.81
"23430",2018,"all","0-0",1789,1.69
"23670",2018,"all","0-0",1710,1.67
"23810",2018,"all","0-0",874,1.93
"23940",2018,"all","0-0",73,2.12
"24130",2018,"all","0-0",519,2.08
"24210",2018,"all","0-0",1019,1.45
"24250",2018,"all","0-0",80,2.01
"24330",2018,"all","0-0",1298,1.58
"24410",2018,"all","0-0",1499,1.83
"24600",2018,"all","0-0",1303,0.81
"24650",2018,"all","0-0",2472,2.05
"24780",2018,"all","0-0",730,2.2
"24850",2018,"all","0-0",586,2.09
"24900",2018,"all","0-0",322,2.31
"24970",2018,"all","0-0",1694,1.35
"25060",2018,"all","0-0",1389,1.6
"25150",2018,"all","0-0",424,2
"25250",2018,"all","0-0",2526,1.57
"25340",2018,"all","0-0",1501,1.93
"25430",2018,"all","0-0",136,1.76
"25490",2018,"all","0-0",192,2.2
"25620",2018,"all","0-0",124,1.96
"25710",2018,"all","0-0",612,1.82
"25810",2018,"all","0-0",116,1.89
"25900",2018,"all","0-0",1314,1.18
"25990",2018,"all","0-0",57,1.88
"26080",2018,"all","0-0",18,1.9
"26170",2018,"all","0-0",289,2.08
"26260",2018,"all","0-0",177,2.34
"26350",2018,"all","0-0",1035,1.1
"26430",2018,"all","0-0",95,1.98
"26490",2018,"all","0-0",391,1.9
"26610",2018,"all","0-0",307,2.44
"26670",2018,"all","0-0",42,2.29
"26700",2018,"all","0-0",292,2.03
"26730",2018,"all","0-0",399,1.81
"26810",2018,"all","0-0",475,2.1
"26890",2018,"all","0-0",53,2.59
"26980",2018,"all","0-0",1647,1.5
"27070",2018,"all","0-0",3429,2
"27170",2018,"all","0-0",578,2.02
"27260",2018,"all","0-0",4883,2.18
"27350",2018,"all","0-0",1128,1.15
"27450",2018,"all","0-0",1911,1.92
"27630",2018,"all","0-0",63,2.25
"29399",2018,"all","0-0",3,NA
"20110",2019,"all","0-0",95,1.71
"20260",2019,"all","0-0",125,2.03
"20570",2019,"all","0-0",1297,1.81
"20660",2019,"all","0-0",1513,1.7
"20740",2019,"all","0-0",297,1.95
"20830",2019,"all","0-0",653,2.01
"20910",2019,"all","0-0",846,1.6
"21010",2019,"all","0-0",125,2.04
"21110",2019,"all","0-0",1413,1.23
"21180",2019,"all","0-0",2584,1.8
"21270",2019,"all","0-0",58,2.2
"21370",2019,"all","0-0",391,1.97
"21450",2019,"all","0-0",1767,2.05
"21610",2019,"all","0-0",5324,2.03
"21670",2019,"all","0-0",107,1.95
"21750",2019,"all","0-0",206,1.99
"21830",2019,"all","0-0",141,1.96
"21890",2019,"all","0-0",1932,1.41
"22110",2019,"all","0-0",411,2.06
"22170",2019,"all","0-0",1790,1.87
"22250",2019,"all","0-0",95,2.23
"22310",2019,"all","0-0",1666,1.5
"22410",2019,"all","0-0",209,1.94
"22490",2019,"all","0-0",258,2.09
"22620",2019,"all","0-0",1398,1.84
"22670",2019,"all","0-0",2326,1.86
"22750",2019,"all","0-0",2922,1.73
"22830",2019,"all","0-0",816,2.07
"22910",2019,"all","0-0",131,1.82
"22980",2019,"all","0-0",47,2.09
"23110",2019,"all","0-0",1294,1.79
"23190",2019,"all","0-0",242,2.01
"23270",2019,"all","0-0",3667,2.01
"23350",2019,"all","0-0",167,1.9
"23430",2019,"all","0-0",1905,1.62
"23670",2019,"all","0-0",1743,1.58
"23810",2019,"all","0-0",813,1.8
"23940",2019,"all","0-0",57,2.04
"24130",2019,"all","0-0",511,1.97
"24210",2019,"all","0-0",1064,1.38
"24250",2019,"all","0-0",56,1.71
"24330",2019,"all","0-0",1346,1.6
"24410",2019,"all","0-0",1413,1.72
"24600",2019,"all","0-0",1208,0.72
"24650",2019,"all","0-0",2609,1.98
"24780",2019,"all","0-0",677,2.05
"24850",2019,"all","0-0",599,1.96
"24900",2019,"all","0-0",299,2.18
"24970",2019,"all","0-0",1659,1.26
"25060",2019,"all","0-0",1403,1.45
"25150",2019,"all","0-0",390,1.89
"25250",2019,"all","0-0",2504,1.6
"25340",2019,"all","0-0",1421,1.84
"25430",2019,"all","0-0",149,1.67
"25490",2019,"all","0-0",174,2.04
"25620",2019,"all","0-0",121,1.81
"25710",2019,"all","0-0",543,1.73
"25810",2019,"all","0-0",101,1.8
"25900",2019,"all","0-0",1222,1.11
"25990",2019,"all","0-0",59,1.85
"26080",2019,"all","0-0",16,1.93
"26170",2019,"all","0-0",267,1.92
"26260",2019,"all","0-0",164,2.16
"26350",2019,"all","0-0",1033,1.06
"26430",2019,"all","0-0",92,1.95
"26490",2019,"all","0-0",372,1.82
"26610",2019,"all","0-0",273,2.2
"26670",2019,"all","0-0",42,1.94
"26700",2019,"all","0-0",293,1.97
"26730",2019,"all","0-0",359,1.66
"26810",2019,"all","0-0",479,2.03
"26890",2019,"all","0-0",40,2.62
"26980",2019,"all","0-0",1600,1.37
