"LGA_CODE21","calendar_year","sex","age_group","n_births"
"57910",2020,"all","0-0",2981
"57980",2020,"all","0-0",191
"58050",2020,"all","0-0",2178
"58190",2020,"all","0-0",8
"58260",2020,"all","0-0",5
"58330",2020,"all","0-0",36
"58400",2020,"all","0-0",0
"58470",2020,"all","0-0",0
"58510",2020,"all","0-0",466
"58540",2020,"all","0-0",7
"58570",2020,"all","0-0",432
"58610",2020,"all","0-0",23
"58680",2020,"all","0-0",4
"58760",2020,"all","0-0",2879
"58820",2020,"all","0-0",35
"58890",2020,"all","0-0",5
"59030",2020,"all","0-0",3
"59100",2020,"all","0-0",9
"59170",2020,"all","0-0",12
"59250",2020,"all","0-0",8
"59310",2020,"all","0-0",19
"59320",2020,"all","0-0",6
"59330",2020,"all","0-0",5
"59340",2020,"all","0-0",128
"59350",2020,"all","0-0",3
"59360",2020,"all","0-0",7
"59370",2020,"all","0-0",17
"50080",2021,"all","0-0",418
"50210",2021,"all","0-0",1500
"50250",2021,"all","0-0",124
"50280",2021,"all","0-0",193
"50350",2021,"all","0-0",231
"50420",2021,"all","0-0",864
"50490",2021,"all","0-0",639
"50560",2021,"all","0-0",15
"50630",2021,"all","0-0",27
"50770",2021,"all","0-0",20
"50840",2021,"all","0-0",40
"50910",2021,"all","0-0",11
"50980",2021,"all","0-0",286
"51080",2021,"all","0-0",11
"51120",2021,"all","0-0",5
"51190",2021,"all","0-0",391
"51260",2021,"all","0-0",429
"51310",2021,"all","0-0",251
"51330",2021,"all","0-0",1065
"51400",2021,"all","0-0",239
"51470",2021,"all","0-0",11
"51540",2021,"all","0-0",80
"51610",2021,"all","0-0",13
"51680",2021,"all","0-0",53
"51710",2021,"all","0-0",15
"51750",2021,"all","0-0",81
"51820",2021,"all","0-0",1729
"51860",2021,"all","0-0",8
"51890",2021,"all","0-0",91
"51960",2021,"all","0-0",40
"52030",2021,"all","0-0",13
"52100",2021,"all","0-0",14
"52170",2021,"all","0-0",72
"52240",2021,"all","0-0",16
"52310",2021,"all","0-0",6
"52380",2021,"all","0-0",0
"52450",2021,"all","0-0",22
"52520",2021,"all","0-0",21
"52590",2021,"all","0-0",29
"52660",2021,"all","0-0",205
"52730",2021,"all","0-0",44
"52800",2021,"all","0-0",116
"52870",2021,"all","0-0",58
"52940",2021,"all","0-0",7
"53010",2021,"all","0-0",8
"53080",2021,"all","0-0",5
"53150",2021,"all","0-0",71
"53220",2021,"all","0-0",94
"53290",2021,"all","0-0",162
"53360",2021,"all","0-0",49
"53430",2021,"all","0-0",393
"53570",2021,"all","0-0",39
"53640",2021,"all","0-0",19
"53710",2021,"all","0-0",13
"53780",2021,"all","0-0",1696
"53800",2021,"all","0-0",537
"53920",2021,"all","0-0",65
"53990",2021,"all","0-0",346
"54060",2021,"all","0-0",27
"54130",2021,"all","0-0",14
"54170",2021,"all","0-0",1734
"54200",2021,"all","0-0",692
"54280",2021,"all","0-0",457
"54310",2021,"all","0-0",411
"54340",2021,"all","0-0",67
"54410",2021,"all","0-0",9
"54480",2021,"all","0-0",8
"54550",2021,"all","0-0",22
"54620",2021,"all","0-0",14
"54690",2021,"all","0-0",0
"54760",2021,"all","0-0",12
"54830",2021,"all","0-0",779
"54900",2021,"all","0-0",18
"54970",2021,"all","0-0",10
"55040",2021,"all","0-0",18
"55110",2021,"all","0-0",991
"55180",2021,"all","0-0",84
"55250",2021,"all","0-0",13
"55320",2021,"all","0-0",922
"55390",2021,"all","0-0",5
"55460",2021,"all","0-0",49
"55530",2021,"all","0-0",11
"55600",2021,"all","0-0",29
"55670",2021,"all","0-0",16
"55740",2021,"all","0-0",94
"55810",2021,"all","0-0",9
"55880",2021,"all","0-0",4
"55950",2021,"all","0-0",6
"56090",2021,"all","0-0",385
"56160",2021,"all","0-0",3
"56230",2021,"all","0-0",190
"56300",2021,"all","0-0",10
"56370",2021,"all","0-0",10
"56460",2021,"all","0-0",57
"56580",2021,"all","0-0",167
"56620",2021,"all","0-0",4
"56730",2021,"all","0-0",120
"56790",2021,"all","0-0",25
"56860",2021,"all","0-0",3
"56930",2021,"all","0-0",10
"57000",2021,"all","0-0",4
"57080",2021,"all","0-0",269
"57140",2021,"all","0-0",5
"57210",2021,"all","0-0",56
"57280",2021,"all","0-0",331
"57350",2021,"all","0-0",11
"57420",2021,"all","0-0",22
"57490",2021,"all","0-0",1887
"57630",2021,"all","0-0",0
"57700",2021,"all","0-0",574
"57770",2021,"all","0-0",8
"57840",2021,"all","0-0",438
"57910",2021,"all","0-0",3001
"57980",2021,"all","0-0",182
"58050",2021,"all","0-0",2382
"58190",2021,"all","0-0",5
"58260",2021,"all","0-0",6
"58330",2021,"all","0-0",33
"58400",2021,"all","0-0",4
"58470",2021,"all","0-0",3
"58510",2021,"all","0-0",477
"58540",2021,"all","0-0",7
"58570",2021,"all","0-0",456
"58610",2021,"all","0-0",25
"58680",2021,"all","0-0",8
"58760",2021,"all","0-0",3077
"58820",2021,"all","0-0",40
"58890",2021,"all","0-0",5
"59030",2021,"all","0-0",6
"59100",2021,"all","0-0",8
"59170",2021,"all","0-0",14
"59250",2021,"all","0-0",3
"59310",2021,"all","0-0",16
"59320",2021,"all","0-0",4
"59330",2021,"all","0-0",3
"59340",2021,"all","0-0",140
"59350",2021,"all","0-0",3
"59360",2021,"all","0-0",11
"59370",2021,"all","0-0",29
"60210",2013,"all","0-0",57
"60410",2013,"all","0-0",280
"60610",2013,"all","0-0",260
"60810",2013,"all","0-0",224
"61010",2013,"all","0-0",28
"61210",2013,"all","0-0",98
"61410",2013,"all","0-0",638
"61510",2013,"all","0-0",110
"61610",2013,"all","0-0",304
"61810",2013,"all","0-0",72
"62010",2013,"all","0-0",6
"62210",2013,"all","0-0",90
"62410",2013,"all","0-0",29
"62610",2013,"all","0-0",656
"62810",2013,"all","0-0",525
"63010",2013,"all","0-0",179
"63210",2013,"all","0-0",60
"63410",2013,"all","0-0",14
"63610",2013,"all","0-0",398
"63810",2013,"all","0-0",113
"64010",2013,"all","0-0",821
"64210",2013,"all","0-0",204
"64610",2013,"all","0-0",137
"64810",2013,"all","0-0",210
"65010",2013,"all","0-0",52
"65210",2013,"all","0-0",24
"65410",2013,"all","0-0",134
"65610",2013,"all","0-0",60
"65810",2013,"all","0-0",266
"69399",2013,"all","0-0",0
"60210",2014,"all","0-0",56
"60410",2014,"all","0-0",267
"60610",2014,"all","0-0",238
"60810",2014,"all","0-0",220
"61010",2014,"all","0-0",21
"61210",2014,"all","0-0",106
"61410",2014,"all","0-0",677
"61510",2014,"all","0-0",125
"61610",2014,"all","0-0",306
"61810",2014,"all","0-0",74
"62010",2014,"all","0-0",9
"62210",2014,"all","0-0",75
"62410",2014,"all","0-0",36
"62610",2014,"all","0-0",625
"62810",2014,"all","0-0",471
"63010",2014,"all","0-0",192
"63210",2014,"all","0-0",51
"63410",2014,"all","0-0",18
"63610",2014,"all","0-0",457
"63810",2014,"all","0-0",85
"64010",2014,"all","0-0",808
"64210",2014,"all","0-0",198
"64610",2014,"all","0-0",142
"64810",2014,"all","0-0",182
"65010",2014,"all","0-0",67
"65210",2014,"all","0-0",17
"65410",2014,"all","0-0",153
"65610",2014,"all","0-0",51
"65810",2014,"all","0-0",208
"69399",2014,"all","0-0",0
"60210",2015,"all","0-0",64
"60410",2015,"all","0-0",302
"60610",2015,"all","0-0",239
"60810",2015,"all","0-0",205
"61010",2015,"all","0-0",27
"61210",2015,"all","0-0",82
"61410",2015,"all","0-0",617
"61510",2015,"all","0-0",122
"61610",2015,"all","0-0",269
"61810",2015,"all","0-0",69
"62010",2015,"all","0-0",15
"62210",2015,"all","0-0",71
"62410",2015,"all","0-0",29
"62610",2015,"all","0-0",578
"62810",2015,"all","0-0",491
"63010",2015,"all","0-0",176
"63210",2015,"all","0-0",60
"63410",2015,"all","0-0",17
"63610",2015,"all","0-0",363
"63810",2015,"all","0-0",115
"64010",2015,"all","0-0",778
"64210",2015,"all","0-0",183
"64610",2015,"all","0-0",126
"64810",2015,"all","0-0",192
"65010",2015,"all","0-0",59
"65210",2015,"all","0-0",14
"65410",2015,"all","0-0",133
"65610",2015,"all","0-0",53
"65810",2015,"all","0-0",231
"69399",2015,"all","0-0",0
"60210",2016,"all","0-0",52
"60410",2016,"all","0-0",285
"60610",2016,"all","0-0",225
"60810",2016,"all","0-0",186
"61010",2016,"all","0-0",23
"61210",2016,"all","0-0",112
"61410",2016,"all","0-0",663
"61510",2016,"all","0-0",114
"61610",2016,"all","0-0",284
"61810",2016,"all","0-0",66
"62010",2016,"all","0-0",6
"62210",2016,"all","0-0",87
"62410",2016,"all","0-0",31
"62610",2016,"all","0-0",657
"62810",2016,"all","0-0",487
"63010",2016,"all","0-0",173
"63210",2016,"all","0-0",48
"63410",2016,"all","0-0",19
"63610",2016,"all","0-0",434
"63810",2016,"all","0-0",97
"64010",2016,"all","0-0",843
"64210",2016,"all","0-0",209
"64610",2016,"all","0-0",142
"64810",2016,"all","0-0",186
"65010",2016,"all","0-0",67
"65210",2016,"all","0-0",15
"65410",2016,"all","0-0",153
"65610",2016,"all","0-0",55
"65810",2016,"all","0-0",249
"69399",2016,"all","0-0",0
"60210",2017,"all","0-0",47
"60410",2017,"all","0-0",277
"60610",2017,"all","0-0",230
"60810",2017,"all","0-0",210
"61010",2017,"all","0-0",21
"61210",2017,"all","0-0",99
"61410",2017,"all","0-0",656
"61510",2017,"all","0-0",117
"61610",2017,"all","0-0",251
"61810",2017,"all","0-0",64
"62010",2017,"all","0-0",6
"62210",2017,"all","0-0",74
"62410",2017,"all","0-0",35
"62610",2017,"all","0-0",548
"62810",2017,"all","0-0",465
"63010",2017,"all","0-0",194
"63210",2017,"all","0-0",58
"63410",2017,"all","0-0",21
"63610",2017,"all","0-0",388
"63810",2017,"all","0-0",115
"64010",2017,"all","0-0",754
"64210",2017,"all","0-0",190
"64610",2017,"all","0-0",139
"64810",2017,"all","0-0",165
"65010",2017,"all","0-0",56
"65210",2017,"all","0-0",15
"65410",2017,"all","0-0",147
"65610",2017,"all","0-0",45
"65810",2017,"all","0-0",223
"69399",2017,"all","0-0",0
"60210",2018,"all","0-0",51
"60410",2018,"all","0-0",270
"60610",2018,"all","0-0",241
"60810",2018,"all","0-0",170
"61010",2018,"all","0-0",26
"61210",2018,"all","0-0",92
"61410",2018,"all","0-0",628
"61510",2018,"all","0-0",121
"61610",2018,"all","0-0",265
"61810",2018,"all","0-0",60
"62010",2018,"all","0-0",4
"62210",2018,"all","0-0",66
"62410",2018,"all","0-0",31
"62610",2018,"all","0-0",586
"62810",2018,"all","0-0",445
"63010",2018,"all","0-0",180
"63210",2018,"all","0-0",52
"63410",2018,"all","0-0",14
"63610",2018,"all","0-0",380
"63810",2018,"all","0-0",100
"64010",2018,"all","0-0",790
"64210",2018,"all","0-0",194
"64610",2018,"all","0-0",139
"64810",2018,"all","0-0",173
"65010",2018,"all","0-0",55
"65210",2018,"all","0-0",16
"65410",2018,"all","0-0",143
"65610",2018,"all","0-0",41
"65810",2018,"all","0-0",214
"69399",2018,"all","0-0",0
"60210",2019,"all","0-0",48
"60410",2019,"all","0-0",251
"60610",2019,"all","0-0",234
"60810",2019,"all","0-0",189
"61010",2019,"all","0-0",18
"61210",2019,"all","0-0",115
"61410",2019,"all","0-0",701
"61510",2019,"all","0-0",111
"61610",2019,"all","0-0",269
"61810",2019,"all","0-0",65
"62010",2019,"all","0-0",7
"62210",2019,"all","0-0",67
"62410",2019,"all","0-0",27
"62610",2019,"all","0-0",643
"62810",2019,"all","0-0",451
"63010",2019,"all","0-0",176
"63210",2019,"all","0-0",56
"63410",2019,"all","0-0",24
"63610",2019,"all","0-0",404
"63810",2019,"all","0-0",89
"64010",2019,"all","0-0",733
"64210",2019,"all","0-0",201
"64610",2019,"all","0-0",143
"64810",2019,"all","0-0",201
"65010",2019,"all","0-0",74
"65210",2019,"all","0-0",19
"65410",2019,"all","0-0",130
"65610",2019,"all","0-0",52
"65810",2019,"all","0-0",243
"69399",2019,"all","0-0",0
"60210",2020,"all","0-0",48
"60410",2020,"all","0-0",334
"60610",2020,"all","0-0",235
"60810",2020,"all","0-0",216
"61010",2020,"all","0-0",23
"61210",2020,"all","0-0",107
"61410",2020,"all","0-0",662
"61510",2020,"all","0-0",106
"61610",2020,"all","0-0",293
"61810",2020,"all","0-0",59
"62010",2020,"all","0-0",4
"62210",2020,"all","0-0",62
"62410",2020,"all","0-0",34
"62610",2020,"all","0-0",664
"62810",2020,"all","0-0",459
"63010",2020,"all","0-0",167
"63210",2020,"all","0-0",45
"63410",2020,"all","0-0",14
"63610",2020,"all","0-0",381
"63810",2020,"all","0-0",121
"64010",2020,"all","0-0",792
"64210",2020,"all","0-0",191
"64610",2020,"all","0-0",129
"64810",2020,"all","0-0",182
"65010",2020,"all","0-0",63
"65210",2020,"all","0-0",11
"65410",2020,"all","0-0",121
"65610",2020,"all","0-0",40
"65810",2020,"all","0-0",217
"69399",2020,"all","0-0",0
"60210",2021,"all","0-0",52
"60410",2021,"all","0-0",287
"60610",2021,"all","0-0",245
"60810",2021,"all","0-0",216
"61010",2021,"all","0-0",35
"61210",2021,"all","0-0",113
"61410",2021,"all","0-0",710
"61510",2021,"all","0-0",117
"61610",2021,"all","0-0",288
"61810",2021,"all","0-0",69
"62010",2021,"all","0-0",6
"62210",2021,"all","0-0",59
"62410",2021,"all","0-0",31
"62610",2021,"all","0-0",680
"62810",2021,"all","0-0",485
"63010",2021,"all","0-0",184
"63210",2021,"all","0-0",69
"63410",2021,"all","0-0",18
"63610",2021,"all","0-0",413
"63810",2021,"all","0-0",103
"64010",2021,"all","0-0",768
"64210",2021,"all","0-0",197
"64610",2021,"all","0-0",145
"64810",2021,"all","0-0",200
"65010",2021,"all","0-0",76
"65210",2021,"all","0-0",16
"65410",2021,"all","0-0",142
"65610",2021,"all","0-0",39
"65810",2021,"all","0-0",271
"69399",2021,"all","0-0",0
"70200",2013,"all","0-0",475
"70420",2013,"all","0-0",123
"70540",2013,"all","0-0",3
"70620",2013,"all","0-0",77
"70700",2013,"all","0-0",16
"71000",2013,"all","0-0",1353
"71150",2013,"all","0-0",0
"71300",2013,"all","0-0",165
"72200",2013,"all","0-0",193
"72300",2013,"all","0-0",295
"72330",2013,"all","0-0",93
"72800",2013,"all","0-0",748
"73600",2013,"all","0-0",114
"74050",2013,"all","0-0",36
"74550",2013,"all","0-0",61
"74560",2013,"all","0-0",5
"74660",2013,"all","0-0",138
"74680",2013,"all","0-0",63
"79399",2013,"all","0-0",95
"70200",2014,"all","0-0",423
"70420",2014,"all","0-0",173
"70540",2014,"all","0-0",5
"70620",2014,"all","0-0",87
"70700",2014,"all","0-0",16
"71000",2014,"all","0-0",1231
"71150",2014,"all","0-0",0
"71300",2014,"all","0-0",152
"72200",2014,"all","0-0",204
"72300",2014,"all","0-0",343
"72330",2014,"all","0-0",97
"72800",2014,"all","0-0",767
"73600",2014,"all","0-0",128
"74050",2014,"all","0-0",53
"74550",2014,"all","0-0",49
"74560",2014,"all","0-0",3
"74660",2014,"all","0-0",124
"74680",2014,"all","0-0",77
"79399",2014,"all","0-0",94
"70200",2015,"all","0-0",459
"70420",2015,"all","0-0",140
"70540",2015,"all","0-0",7
"70620",2015,"all","0-0",71
"70700",2015,"all","0-0",16
"71000",2015,"all","0-0",1275
"71150",2015,"all","0-0",3
"71300",2015,"all","0-0",176
"72200",2015,"all","0-0",155
"72300",2015,"all","0-0",317
"72330",2015,"all","0-0",102
"72800",2015,"all","0-0",790
"73600",2015,"all","0-0",124
"74050",2015,"all","0-0",40
"74550",2015,"all","0-0",64
"74560",2015,"all","0-0",5
"74660",2015,"all","0-0",115
"74680",2015,"all","0-0",71
"79399",2015,"all","0-0",74
"70200",2016,"all","0-0",464
"70420",2016,"all","0-0",140
"70540",2016,"all","0-0",0
"70620",2016,"all","0-0",66
"70700",2016,"all","0-0",19
"71000",2016,"all","0-0",1286
"71150",2016,"all","0-0",6
"71300",2016,"all","0-0",164
"72200",2016,"all","0-0",185
"72300",2016,"all","0-0",288
"72330",2016,"all","0-0",92
"72800",2016,"all","0-0",750
"73600",2016,"all","0-0",105
"74050",2016,"all","0-0",33
"74550",2016,"all","0-0",59
"74560",2016,"all","0-0",10
"74660",2016,"all","0-0",107
"74680",2016,"all","0-0",77
"79399",2016,"all","0-0",76
"70200",2017,"all","0-0",436
"70420",2017,"all","0-0",125
"70540",2017,"all","0-0",0
"70620",2017,"all","0-0",75
"70700",2017,"all","0-0",18
"71000",2017,"all","0-0",1252
"71150",2017,"all","0-0",3
"71300",2017,"all","0-0",170
"72200",2017,"all","0-0",175
"72300",2017,"all","0-0",265
"72330",2017,"all","0-0",111
"72800",2017,"all","0-0",812
"73600",2017,"all","0-0",108
"74050",2017,"all","0-0",44
"74550",2017,"all","0-0",48
"74560",2017,"all","0-0",5
"74660",2017,"all","0-0",86
"74680",2017,"all","0-0",55
"79399",2017,"all","0-0",94
"70200",2018,"all","0-0",512
"70420",2018,"all","0-0",242
"70540",2018,"all","0-0",3
"70620",2018,"all","0-0",147
"70700",2018,"all","0-0",17
"71000",2018,"all","0-0",1183
"71150",2018,"all","0-0",3
"71300",2018,"all","0-0",152
"72200",2018,"all","0-0",194
"72300",2018,"all","0-0",263
"72330",2018,"all","0-0",185
"72800",2018,"all","0-0",738
"73600",2018,"all","0-0",91
"74050",2018,"all","0-0",40
"74550",2018,"all","0-0",63
"74560",2018,"all","0-0",6
"74660",2018,"all","0-0",89
"74680",2018,"all","0-0",53
"79399",2018,"all","0-0",69
"70200",2019,"all","0-0",417
"70420",2019,"all","0-0",153
"70540",2019,"all","0-0",3
"70620",2019,"all","0-0",82
"70700",2019,"all","0-0",20
"71000",2019,"all","0-0",1185
"71150",2019,"all","0-0",0
"71300",2019,"all","0-0",134
"72200",2019,"all","0-0",183
"72300",2019,"all","0-0",231
"72330",2019,"all","0-0",106
"72800",2019,"all","0-0",734
"73600",2019,"all","0-0",96
"74050",2019,"all","0-0",41
"74550",2019,"all","0-0",50
"74560",2019,"all","0-0",4
"74660",2019,"all","0-0",85
"74680",2019,"all","0-0",49
"79399",2019,"all","0-0",85
"70200",2020,"all","0-0",470
"70420",2020,"all","0-0",139
"70540",2020,"all","0-0",3
"70620",2020,"all","0-0",104
"70700",2020,"all","0-0",23
"71000",2020,"all","0-0",1166
"71150",2020,"all","0-0",8
"71300",2020,"all","0-0",148
"72200",2020,"all","0-0",184
"72300",2020,"all","0-0",244
"72330",2020,"all","0-0",98
"72800",2020,"all","0-0",745
"73600",2020,"all","0-0",114
"74050",2020,"all","0-0",38
"74550",2020,"all","0-0",53
"74560",2020,"all","0-0",3
"74660",2020,"all","0-0",93
"74680",2020,"all","0-0",39
"79399",2020,"all","0-0",80
"70200",2021,"all","0-0",436
"70420",2021,"all","0-0",121
"70540",2021,"all","0-0",3
"70620",2021,"all","0-0",74
"70700",2021,"all","0-0",14
"71000",2021,"all","0-0",1255
"71150",2021,"all","0-0",3
"71300",2021,"all","0-0",154
"72200",2021,"all","0-0",183
"72300",2021,"all","0-0",264
"72330",2021,"all","0-0",91
"72800",2021,"all","0-0",775
"73600",2021,"all","0-0",75
"74050",2021,"all","0-0",32
"74550",2021,"all","0-0",54
"74560",2021,"all","0-0",4
"74660",2021,"all","0-0",99
"74680",2021,"all","0-0",53
"79399",2021,"all","0-0",94
