"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","12-13","Year 7",2008,"Reading",528.9,539.38
10102,"all","12-13","Year 7",2009,"Reading",536.8,542.16
10102,"all","12-13","Year 7",2010,"Reading",533.7,545.2
10102,"all","12-13","Year 7",2011,"Reading",524.4,539.87
10102,"all","12-13","Year 7",2012,"Reading",529.2,541.8
10102,"all","12-13","Year 7",2013,"Reading",532.5,539.38
10102,"all","12-13","Year 7",2014,"Reading",528.2,543.72
10102,"all","12-13","Year 7",2015,"Reading",523.5,543.41
10102,"all","12-13","Year 7",2016,"Reading",528.2,536.67
10102,"all","12-13","Year 7",2017,"Reading",525.4,541.3
10102,"all","12-13","Year 7",2018,"Reading",526.7,537.3
10102,"all","12-13","Year 7",2019,"Reading",532.1,542.11
10102,"all","12-13","Year 7",2021,"Reading",530,538.14
10103,"all","12-13","Year 7",2008,"Reading",549.9,539.38
10103,"all","12-13","Year 7",2009,"Reading",537.7,542.16
10103,"all","12-13","Year 7",2010,"Reading",547.1,545.2
10103,"all","12-13","Year 7",2011,"Reading",544.4,539.87
10103,"all","12-13","Year 7",2012,"Reading",540.8,541.8
10103,"all","12-13","Year 7",2013,"Reading",542.6,539.38
10103,"all","12-13","Year 7",2014,"Reading",537.1,543.72
10103,"all","12-13","Year 7",2015,"Reading",540.6,543.41
10103,"all","12-13","Year 7",2016,"Reading",531.8,536.67
10103,"all","12-13","Year 7",2017,"Reading",542.3,541.3
10103,"all","12-13","Year 7",2018,"Reading",528.9,537.3
10103,"all","12-13","Year 7",2019,"Reading",527.8,542.11
10103,"all","12-13","Year 7",2021,"Reading",536.7,538.14
10104,"all","12-13","Year 7",2008,"Reading",542.6,539.38
10104,"all","12-13","Year 7",2009,"Reading",538.6,542.16
10104,"all","12-13","Year 7",2010,"Reading",541.4,545.2
10104,"all","12-13","Year 7",2011,"Reading",537,539.87
10104,"all","12-13","Year 7",2012,"Reading",540.2,541.8
10104,"all","12-13","Year 7",2013,"Reading",533.1,539.38
10104,"all","12-13","Year 7",2014,"Reading",540.6,543.72
10104,"all","12-13","Year 7",2015,"Reading",541.4,543.41
10104,"all","12-13","Year 7",2016,"Reading",532.7,536.67
10104,"all","12-13","Year 7",2017,"Reading",528.6,541.3
10104,"all","12-13","Year 7",2018,"Reading",532.2,537.3
10104,"all","12-13","Year 7",2019,"Reading",529.7,542.11
10104,"all","12-13","Year 7",2021,"Reading",520.7,538.14
10105,"all","12-13","Year 7",2008,"Reading",528.2,539.38
10105,"all","12-13","Year 7",2009,"Reading",531.7,542.16
10105,"all","12-13","Year 7",2010,"Reading",539.4,545.2
10105,"all","12-13","Year 7",2011,"Reading",523,539.87
10105,"all","12-13","Year 7",2012,"Reading",533.9,541.8
10105,"all","12-13","Year 7",2013,"Reading",526.4,539.38
10105,"all","12-13","Year 7",2014,"Reading",529.2,543.72
10105,"all","12-13","Year 7",2015,"Reading",534.4,543.41
10105,"all","12-13","Year 7",2016,"Reading",522.8,536.67
10105,"all","12-13","Year 7",2017,"Reading",526,541.3
10105,"all","12-13","Year 7",2018,"Reading",522,537.3
10105,"all","12-13","Year 7",2019,"Reading",528.1,542.11
10105,"all","12-13","Year 7",2021,"Reading",510.7,538.14
10106,"all","12-13","Year 7",2008,"Reading",531.5,539.38
10106,"all","12-13","Year 7",2009,"Reading",528.3,542.16
10106,"all","12-13","Year 7",2010,"Reading",535.9,545.2
10106,"all","12-13","Year 7",2011,"Reading",531.2,539.87
10106,"all","12-13","Year 7",2012,"Reading",525.7,541.8
10106,"all","12-13","Year 7",2013,"Reading",528.2,539.38
10106,"all","12-13","Year 7",2014,"Reading",529,543.72
10106,"all","12-13","Year 7",2015,"Reading",529.5,543.41
10106,"all","12-13","Year 7",2016,"Reading",522.6,536.67
10106,"all","12-13","Year 7",2017,"Reading",517.6,541.3
10106,"all","12-13","Year 7",2018,"Reading",519.3,537.3
10106,"all","12-13","Year 7",2019,"Reading",526.1,542.11
10106,"all","12-13","Year 7",2021,"Reading",524.2,538.14
10201,"all","12-13","Year 7",2008,"Reading",546,539.38
10201,"all","12-13","Year 7",2009,"Reading",548.6,542.16
10201,"all","12-13","Year 7",2010,"Reading",549.8,545.2
10201,"all","12-13","Year 7",2011,"Reading",549.2,539.87
10201,"all","12-13","Year 7",2012,"Reading",551.4,541.8
10201,"all","12-13","Year 7",2013,"Reading",546.2,539.38
10201,"all","12-13","Year 7",2014,"Reading",553,543.72
10201,"all","12-13","Year 7",2015,"Reading",552.3,543.41
10201,"all","12-13","Year 7",2016,"Reading",547.2,536.67
10201,"all","12-13","Year 7",2017,"Reading",553,541.3
10201,"all","12-13","Year 7",2018,"Reading",544.3,537.3
10201,"all","12-13","Year 7",2019,"Reading",551.5,542.11
10201,"all","12-13","Year 7",2021,"Reading",547.6,538.14
10202,"all","12-13","Year 7",2008,"Reading",522.3,539.38
10202,"all","12-13","Year 7",2009,"Reading",526.8,542.16
10202,"all","12-13","Year 7",2010,"Reading",527.8,545.2
10202,"all","12-13","Year 7",2011,"Reading",526.2,539.87
10202,"all","12-13","Year 7",2012,"Reading",527.2,541.8
10202,"all","12-13","Year 7",2013,"Reading",525.1,539.38
10202,"all","12-13","Year 7",2014,"Reading",530.8,543.72
10202,"all","12-13","Year 7",2015,"Reading",529.8,543.41
10202,"all","12-13","Year 7",2016,"Reading",526.2,536.67
10202,"all","12-13","Year 7",2017,"Reading",529.1,541.3
10202,"all","12-13","Year 7",2018,"Reading",521.1,537.3
10202,"all","12-13","Year 7",2019,"Reading",523.3,542.11
10202,"all","12-13","Year 7",2021,"Reading",523.3,538.14
10301,"all","12-13","Year 7",2008,"Reading",543.4,539.38
