"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","12-13","Year 7",2011,"Writing",493.2,521.4
10102,"all","12-13","Year 7",2012,"Writing",484.6,513.29
10102,"all","12-13","Year 7",2013,"Writing",490.2,508.76
10102,"all","12-13","Year 7",2014,"Writing",482.1,504.41
10102,"all","12-13","Year 7",2015,"Writing",482.5,502.77
10102,"all","12-13","Year 7",2016,"Writing",499.4,507.77
10102,"all","12-13","Year 7",2017,"Writing",489.5,506.86
10102,"all","12-13","Year 7",2018,"Writing",483.9,502.6
10102,"all","12-13","Year 7",2019,"Writing",488.3,509.01
10102,"all","12-13","Year 7",2021,"Writing",498.8,520.4
10103,"all","12-13","Year 7",2011,"Writing",523.3,521.4
10103,"all","12-13","Year 7",2012,"Writing",499.7,513.29
10103,"all","12-13","Year 7",2013,"Writing",499.6,508.76
10103,"all","12-13","Year 7",2014,"Writing",489,504.41
10103,"all","12-13","Year 7",2015,"Writing",491.2,502.77
10103,"all","12-13","Year 7",2016,"Writing",497.8,507.77
10103,"all","12-13","Year 7",2017,"Writing",499.9,506.86
10103,"all","12-13","Year 7",2018,"Writing",489.1,502.6
10103,"all","12-13","Year 7",2019,"Writing",490.8,509.01
10103,"all","12-13","Year 7",2021,"Writing",508.9,520.4
10104,"all","12-13","Year 7",2011,"Writing",509.5,521.4
10104,"all","12-13","Year 7",2012,"Writing",498.4,513.29
10104,"all","12-13","Year 7",2013,"Writing",492,508.76
10104,"all","12-13","Year 7",2014,"Writing",487,504.41
10104,"all","12-13","Year 7",2015,"Writing",483.1,502.77
10104,"all","12-13","Year 7",2016,"Writing",488.6,507.77
10104,"all","12-13","Year 7",2017,"Writing",482.1,506.86
10104,"all","12-13","Year 7",2018,"Writing",484.9,502.6
10104,"all","12-13","Year 7",2019,"Writing",492.4,509.01
10104,"all","12-13","Year 7",2021,"Writing",497.8,520.4
10105,"all","12-13","Year 7",2011,"Writing",504.1,521.4
10105,"all","12-13","Year 7",2012,"Writing",500.4,513.29
10105,"all","12-13","Year 7",2013,"Writing",488.8,508.76
10105,"all","12-13","Year 7",2014,"Writing",482.1,504.41
10105,"all","12-13","Year 7",2015,"Writing",481,502.77
10105,"all","12-13","Year 7",2016,"Writing",486.7,507.77
10105,"all","12-13","Year 7",2017,"Writing",486.6,506.86
10105,"all","12-13","Year 7",2018,"Writing",482.2,502.6
10105,"all","12-13","Year 7",2019,"Writing",492.8,509.01
10105,"all","12-13","Year 7",2021,"Writing",491.1,520.4
10106,"all","12-13","Year 7",2011,"Writing",506.2,521.4
10106,"all","12-13","Year 7",2012,"Writing",499,513.29
10106,"all","12-13","Year 7",2013,"Writing",497.5,508.76
10106,"all","12-13","Year 7",2014,"Writing",488.6,504.41
10106,"all","12-13","Year 7",2015,"Writing",494.1,502.77
10106,"all","12-13","Year 7",2016,"Writing",486.5,507.77
10106,"all","12-13","Year 7",2017,"Writing",480.6,506.86
10106,"all","12-13","Year 7",2018,"Writing",472.1,502.6
10106,"all","12-13","Year 7",2019,"Writing",487.1,509.01
10106,"all","12-13","Year 7",2021,"Writing",494,520.4
10201,"all","12-13","Year 7",2011,"Writing",529,521.4
10201,"all","12-13","Year 7",2012,"Writing",520.5,513.29
10201,"all","12-13","Year 7",2013,"Writing",514.6,508.76
10201,"all","12-13","Year 7",2014,"Writing",513.1,504.41
10201,"all","12-13","Year 7",2015,"Writing",507.4,502.77
10201,"all","12-13","Year 7",2016,"Writing",515.5,507.77
10201,"all","12-13","Year 7",2017,"Writing",514.6,506.86
10201,"all","12-13","Year 7",2018,"Writing",502.8,502.6
10201,"all","12-13","Year 7",2019,"Writing",513.3,509.01
10201,"all","12-13","Year 7",2021,"Writing",526.5,520.4
10202,"all","12-13","Year 7",2011,"Writing",503.2,521.4
10202,"all","12-13","Year 7",2012,"Writing",497.2,513.29
10202,"all","12-13","Year 7",2013,"Writing",498.2,508.76
10202,"all","12-13","Year 7",2014,"Writing",493.2,504.41
10202,"all","12-13","Year 7",2015,"Writing",490.1,502.77
10202,"all","12-13","Year 7",2016,"Writing",498.6,507.77
10202,"all","12-13","Year 7",2017,"Writing",490.1,506.86
10202,"all","12-13","Year 7",2018,"Writing",486.2,502.6
10202,"all","12-13","Year 7",2019,"Writing",496.9,509.01
10202,"all","12-13","Year 7",2021,"Writing",505,520.4
10301,"all","12-13","Year 7",2011,"Writing",506.8,521.4
10301,"all","12-13","Year 7",2012,"Writing",505.2,513.29
10301,"all","12-13","Year 7",2013,"Writing",503,508.76
10301,"all","12-13","Year 7",2014,"Writing",496.3,504.41
10301,"all","12-13","Year 7",2015,"Writing",497.2,502.77
10301,"all","12-13","Year 7",2016,"Writing",510.4,507.77
10301,"all","12-13","Year 7",2017,"Writing",499,506.86
10301,"all","12-13","Year 7",2018,"Writing",491.9,502.6
10301,"all","12-13","Year 7",2019,"Writing",502.9,509.01
10301,"all","12-13","Year 7",2021,"Writing",513.1,520.4
10302,"all","12-13","Year 7",2011,"Writing",494.8,521.4
10302,"all","12-13","Year 7",2012,"Writing",483.4,513.29
10302,"all","12-13","Year 7",2013,"Writing",477.8,508.76
10302,"all","12-13","Year 7",2014,"Writing",481.2,504.41
10302,"all","12-13","Year 7",2015,"Writing",475.8,502.77
10302,"all","12-13","Year 7",2016,"Writing",484.1,507.77
10302,"all","12-13","Year 7",2017,"Writing",472,506.86
10302,"all","12-13","Year 7",2018,"Writing",473,502.6
10302,"all","12-13","Year 7",2019,"Writing",488.5,509.01
10302,"all","12-13","Year 7",2021,"Writing",494.2,520.4
10303,"all","12-13","Year 7",2011,"Writing",497,521.4
10303,"all","12-13","Year 7",2012,"Writing",493.7,513.29
10303,"all","12-13","Year 7",2013,"Writing",480.7,508.76
10303,"all","12-13","Year 7",2014,"Writing",474.5,504.41
10303,"all","12-13","Year 7",2015,"Writing",482.3,502.77
10303,"all","12-13","Year 7",2016,"Writing",482.9,507.77
10303,"all","12-13","Year 7",2017,"Writing",485.8,506.86
10303,"all","12-13","Year 7",2018,"Writing",466.7,502.6
10303,"all","12-13","Year 7",2019,"Writing",482.1,509.01
10303,"all","12-13","Year 7",2021,"Writing",487.4,520.4
10304,"all","12-13","Year 7",2011,"Writing",508.3,521.4
10304,"all","12-13","Year 7",2012,"Writing",505.6,513.29
10304,"all","12-13","Year 7",2013,"Writing",499.9,508.76
10304,"all","12-13","Year 7",2014,"Writing",504.9,504.41
10304,"all","12-13","Year 7",2015,"Writing",502.4,502.77
10304,"all","12-13","Year 7",2016,"Writing",503.6,507.77
10304,"all","12-13","Year 7",2017,"Writing",499,506.86
10304,"all","12-13","Year 7",2018,"Writing",493.8,502.6
10304,"all","12-13","Year 7",2019,"Writing",504.9,509.01
10304,"all","12-13","Year 7",2021,"Writing",517,520.4
10401,"all","12-13","Year 7",2011,"Writing",503.7,521.4
10401,"all","12-13","Year 7",2012,"Writing",493.1,513.29
10401,"all","12-13","Year 7",2013,"Writing",482.4,508.76
10401,"all","12-13","Year 7",2014,"Writing",477.4,504.41
10401,"all","12-13","Year 7",2015,"Writing",476.4,502.77
10401,"all","12-13","Year 7",2016,"Writing",483.9,507.77
10401,"all","12-13","Year 7",2017,"Writing",489,506.86
10401,"all","12-13","Year 7",2018,"Writing",474,502.6
10401,"all","12-13","Year 7",2019,"Writing",492,509.01
10401,"all","12-13","Year 7",2021,"Writing",499.4,520.4
10402,"all","12-13","Year 7",2011,"Writing",511.1,521.4
10402,"all","12-13","Year 7",2012,"Writing",498.8,513.29
10402,"all","12-13","Year 7",2013,"Writing",489.6,508.76
10402,"all","12-13","Year 7",2014,"Writing",491,504.41
10402,"all","12-13","Year 7",2015,"Writing",490.7,502.77
10402,"all","12-13","Year 7",2016,"Writing",505.8,507.77
10402,"all","12-13","Year 7",2017,"Writing",501.3,506.86
10402,"all","12-13","Year 7",2018,"Writing",488.6,502.6
10402,"all","12-13","Year 7",2019,"Writing",497,509.01
10402,"all","12-13","Year 7",2021,"Writing",504.9,520.4
10501,"all","12-13","Year 7",2011,"Writing",445.7,521.4
10501,"all","12-13","Year 7",2012,"Writing",439.3,513.29
10501,"all","12-13","Year 7",2013,"Writing",432.6,508.76
10501,"all","12-13","Year 7",2014,"Writing",434.5,504.41
10501,"all","12-13","Year 7",2015,"Writing",423.2,502.77
10501,"all","12-13","Year 7",2016,"Writing",441.8,507.77
10501,"all","12-13","Year 7",2017,"Writing",434.3,506.86
10501,"all","12-13","Year 7",2018,"Writing",423.7,502.6
10501,"all","12-13","Year 7",2019,"Writing",459.5,509.01
10501,"all","12-13","Year 7",2021,"Writing",461.3,520.4
