"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","10-11","Year 5",2008,"Grammar and Punctuation",509.3,503.42
10102,"all","10-11","Year 5",2009,"Grammar and Punctuation",496.5,505.86
10102,"all","10-11","Year 5",2010,"Grammar and Punctuation",499.4,508.93
10102,"all","10-11","Year 5",2011,"Grammar and Punctuation",501.5,506
10102,"all","10-11","Year 5",2012,"Grammar and Punctuation",489.5,499.77
10102,"all","10-11","Year 5",2013,"Grammar and Punctuation",495.5,504.58
10102,"all","10-11","Year 5",2014,"Grammar and Punctuation",496.7,507.45
10102,"all","10-11","Year 5",2015,"Grammar and Punctuation",491.6,503.39
10102,"all","10-11","Year 5",2016,"Grammar and Punctuation",494.9,507.57
10102,"all","10-11","Year 5",2017,"Grammar and Punctuation",489.9,500.75
10102,"all","10-11","Year 5",2018,"Grammar and Punctuation",497.4,504.4
10102,"all","10-11","Year 5",2019,"Grammar and Punctuation",483.5,499.59
10102,"all","10-11","Year 5",2021,"Grammar and Punctuation",489.7,504.5
10103,"all","10-11","Year 5",2008,"Grammar and Punctuation",493,503.42
10103,"all","10-11","Year 5",2009,"Grammar and Punctuation",496.8,505.86
10103,"all","10-11","Year 5",2010,"Grammar and Punctuation",497.1,508.93
10103,"all","10-11","Year 5",2011,"Grammar and Punctuation",498.9,506
10103,"all","10-11","Year 5",2012,"Grammar and Punctuation",484.4,499.77
10103,"all","10-11","Year 5",2013,"Grammar and Punctuation",493.5,504.58
10103,"all","10-11","Year 5",2014,"Grammar and Punctuation",485.1,507.45
10103,"all","10-11","Year 5",2015,"Grammar and Punctuation",485.7,503.39
10103,"all","10-11","Year 5",2016,"Grammar and Punctuation",490.5,507.57
10103,"all","10-11","Year 5",2017,"Grammar and Punctuation",479,500.75
10103,"all","10-11","Year 5",2018,"Grammar and Punctuation",501.5,504.4
10103,"all","10-11","Year 5",2019,"Grammar and Punctuation",483.2,499.59
10103,"all","10-11","Year 5",2021,"Grammar and Punctuation",478.8,504.5
10104,"all","10-11","Year 5",2008,"Grammar and Punctuation",488.9,503.42
10104,"all","10-11","Year 5",2009,"Grammar and Punctuation",496.2,505.86
10104,"all","10-11","Year 5",2010,"Grammar and Punctuation",496,508.93
10104,"all","10-11","Year 5",2011,"Grammar and Punctuation",486.7,506
10104,"all","10-11","Year 5",2012,"Grammar and Punctuation",483.5,499.77
10104,"all","10-11","Year 5",2013,"Grammar and Punctuation",488,504.58
10104,"all","10-11","Year 5",2014,"Grammar and Punctuation",484,507.45
10104,"all","10-11","Year 5",2015,"Grammar and Punctuation",480.8,503.39
10104,"all","10-11","Year 5",2016,"Grammar and Punctuation",493.2,507.57
10104,"all","10-11","Year 5",2017,"Grammar and Punctuation",478.9,500.75
10104,"all","10-11","Year 5",2018,"Grammar and Punctuation",480.8,504.4
10104,"all","10-11","Year 5",2019,"Grammar and Punctuation",472.4,499.59
10104,"all","10-11","Year 5",2021,"Grammar and Punctuation",474.5,504.5
10105,"all","10-11","Year 5",2008,"Grammar and Punctuation",497.8,503.42
10105,"all","10-11","Year 5",2009,"Grammar and Punctuation",489.1,505.86
10105,"all","10-11","Year 5",2010,"Grammar and Punctuation",495.8,508.93
10105,"all","10-11","Year 5",2011,"Grammar and Punctuation",485.5,506
10105,"all","10-11","Year 5",2012,"Grammar and Punctuation",473.2,499.77
10105,"all","10-11","Year 5",2013,"Grammar and Punctuation",479.2,504.58
10105,"all","10-11","Year 5",2014,"Grammar and Punctuation",483.9,507.45
10105,"all","10-11","Year 5",2015,"Grammar and Punctuation",476.5,503.39
10105,"all","10-11","Year 5",2016,"Grammar and Punctuation",490.3,507.57
10105,"all","10-11","Year 5",2017,"Grammar and Punctuation",470.9,500.75
10105,"all","10-11","Year 5",2018,"Grammar and Punctuation",472,504.4
10105,"all","10-11","Year 5",2019,"Grammar and Punctuation",460,499.59
10105,"all","10-11","Year 5",2021,"Grammar and Punctuation",473.3,504.5
10106,"all","10-11","Year 5",2008,"Grammar and Punctuation",489.3,503.42
10106,"all","10-11","Year 5",2009,"Grammar and Punctuation",497,505.86
10106,"all","10-11","Year 5",2010,"Grammar and Punctuation",502.8,508.93
10106,"all","10-11","Year 5",2011,"Grammar and Punctuation",497,506
10106,"all","10-11","Year 5",2012,"Grammar and Punctuation",478.7,499.77
10106,"all","10-11","Year 5",2013,"Grammar and Punctuation",504.3,504.58
10106,"all","10-11","Year 5",2014,"Grammar and Punctuation",498.9,507.45
10106,"all","10-11","Year 5",2015,"Grammar and Punctuation",480.7,503.39
10106,"all","10-11","Year 5",2016,"Grammar and Punctuation",496.9,507.57
10106,"all","10-11","Year 5",2017,"Grammar and Punctuation",488.9,500.75
10106,"all","10-11","Year 5",2018,"Grammar and Punctuation",484.6,504.4
10106,"all","10-11","Year 5",2019,"Grammar and Punctuation",487.9,499.59
10106,"all","10-11","Year 5",2021,"Grammar and Punctuation",473.7,504.5
10201,"all","10-11","Year 5",2008,"Grammar and Punctuation",507.3,503.42
10201,"all","10-11","Year 5",2009,"Grammar and Punctuation",515.4,505.86
10201,"all","10-11","Year 5",2010,"Grammar and Punctuation",513.1,508.93
10201,"all","10-11","Year 5",2011,"Grammar and Punctuation",511.5,506
10201,"all","10-11","Year 5",2012,"Grammar and Punctuation",506,499.77
10201,"all","10-11","Year 5",2013,"Grammar and Punctuation",509.8,504.58
10201,"all","10-11","Year 5",2014,"Grammar and Punctuation",517.4,507.45
10201,"all","10-11","Year 5",2015,"Grammar and Punctuation",510.3,503.39
10201,"all","10-11","Year 5",2016,"Grammar and Punctuation",512.8,507.57
10201,"all","10-11","Year 5",2017,"Grammar and Punctuation",508.9,500.75
10201,"all","10-11","Year 5",2018,"Grammar and Punctuation",507.1,504.4
10201,"all","10-11","Year 5",2019,"Grammar and Punctuation",508,499.59
10201,"all","10-11","Year 5",2021,"Grammar and Punctuation",508.9,504.5
10202,"all","10-11","Year 5",2008,"Grammar and Punctuation",490.6,503.42
10202,"all","10-11","Year 5",2009,"Grammar and Punctuation",492.4,505.86
10202,"all","10-11","Year 5",2010,"Grammar and Punctuation",492.7,508.93
10202,"all","10-11","Year 5",2011,"Grammar and Punctuation",492.2,506
10202,"all","10-11","Year 5",2012,"Grammar and Punctuation",488.3,499.77
10202,"all","10-11","Year 5",2013,"Grammar and Punctuation",490.1,504.58
10202,"all","10-11","Year 5",2014,"Grammar and Punctuation",491.2,507.45
10202,"all","10-11","Year 5",2015,"Grammar and Punctuation",485.4,503.39
10202,"all","10-11","Year 5",2016,"Grammar and Punctuation",490.3,507.57
10202,"all","10-11","Year 5",2017,"Grammar and Punctuation",482.6,500.75
10202,"all","10-11","Year 5",2018,"Grammar and Punctuation",488.6,504.4
10202,"all","10-11","Year 5",2019,"Grammar and Punctuation",485,499.59
10202,"all","10-11","Year 5",2021,"Grammar and Punctuation",489.5,504.5
10301,"all","10-11","Year 5",2008,"Grammar and Punctuation",494.8,503.42
10301,"all","10-11","Year 5",2009,"Grammar and Punctuation",500.1,505.86
10301,"all","10-11","Year 5",2010,"Grammar and Punctuation",498.6,508.93
10301,"all","10-11","Year 5",2011,"Grammar and Punctuation",499.4,506
10301,"all","10-11","Year 5",2012,"Grammar and Punctuation",488.4,499.77
10301,"all","10-11","Year 5",2013,"Grammar and Punctuation",500,504.58
10301,"all","10-11","Year 5",2014,"Grammar and Punctuation",500,507.45
10301,"all","10-11","Year 5",2015,"Grammar and Punctuation",486.8,503.39
10301,"all","10-11","Year 5",2016,"Grammar and Punctuation",494.5,507.57
10301,"all","10-11","Year 5",2017,"Grammar and Punctuation",481.9,500.75
10301,"all","10-11","Year 5",2018,"Grammar and Punctuation",494.8,504.4
10301,"all","10-11","Year 5",2019,"Grammar and Punctuation",487,499.59
10301,"all","10-11","Year 5",2021,"Grammar and Punctuation",495.9,504.5
10302,"all","10-11","Year 5",2008,"Grammar and Punctuation",486.3,503.42
10302,"all","10-11","Year 5",2009,"Grammar and Punctuation",481,505.86
10302,"all","10-11","Year 5",2010,"Grammar and Punctuation",482.5,508.93
10302,"all","10-11","Year 5",2011,"Grammar and Punctuation",482.7,506
10302,"all","10-11","Year 5",2012,"Grammar and Punctuation",463.7,499.77
10302,"all","10-11","Year 5",2013,"Grammar and Punctuation",479.4,504.58
10302,"all","10-11","Year 5",2014,"Grammar and Punctuation",469.7,507.45
