"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","8-9","Year 3",2008,"Grammar and Punctuation",407.5,415.64
10102,"all","8-9","Year 3",2009,"Grammar and Punctuation",420.3,424.66
10102,"all","8-9","Year 3",2010,"Grammar and Punctuation",416.3,421.62
10102,"all","8-9","Year 3",2011,"Grammar and Punctuation",415.4,426.81
10102,"all","8-9","Year 3",2012,"Grammar and Punctuation",420.9,429.29
10102,"all","8-9","Year 3",2013,"Grammar and Punctuation",427.7,432.19
10102,"all","8-9","Year 3",2014,"Grammar and Punctuation",411.4,430.4
10102,"all","8-9","Year 3",2015,"Grammar and Punctuation",422.8,434.25
10102,"all","8-9","Year 3",2016,"Grammar and Punctuation",424.4,436.39
10102,"all","8-9","Year 3",2017,"Grammar and Punctuation",419.2,437.82
10102,"all","8-9","Year 3",2018,"Grammar and Punctuation",405.8,431.35
10102,"all","8-9","Year 3",2019,"Grammar and Punctuation",423.2,441.27
10102,"all","8-9","Year 3",2021,"Grammar and Punctuation",411.5,436.1
10103,"all","8-9","Year 3",2008,"Grammar and Punctuation",405.3,415.64
10103,"all","8-9","Year 3",2009,"Grammar and Punctuation",412.9,424.66
10103,"all","8-9","Year 3",2010,"Grammar and Punctuation",413.5,421.62
10103,"all","8-9","Year 3",2011,"Grammar and Punctuation",411.8,426.81
10103,"all","8-9","Year 3",2012,"Grammar and Punctuation",403,429.29
10103,"all","8-9","Year 3",2013,"Grammar and Punctuation",424.6,432.19
10103,"all","8-9","Year 3",2014,"Grammar and Punctuation",414.6,430.4
10103,"all","8-9","Year 3",2015,"Grammar and Punctuation",409.3,434.25
10103,"all","8-9","Year 3",2016,"Grammar and Punctuation",431.4,436.39
10103,"all","8-9","Year 3",2017,"Grammar and Punctuation",410,437.82
10103,"all","8-9","Year 3",2018,"Grammar and Punctuation",418.3,431.35
10103,"all","8-9","Year 3",2019,"Grammar and Punctuation",412.1,441.27
10103,"all","8-9","Year 3",2021,"Grammar and Punctuation",395.8,436.1
