"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","12-13","Year 7",2008,"Spelling",518.9,543.72
10102,"all","12-13","Year 7",2009,"Spelling",536.3,544.83
10102,"all","12-13","Year 7",2010,"Spelling",531.9,548.88
10102,"all","12-13","Year 7",2011,"Spelling",521.5,541.34
10102,"all","12-13","Year 7",2012,"Spelling",530.6,548.67
10102,"all","12-13","Year 7",2013,"Spelling",540.2,552.14
10102,"all","12-13","Year 7",2014,"Spelling",535.1,545.75
10102,"all","12-13","Year 7",2015,"Spelling",528.2,547.31
10102,"all","12-13","Year 7",2016,"Spelling",532.5,542.6
10102,"all","12-13","Year 7",2017,"Spelling",531.9,549.01
10102,"all","12-13","Year 7",2018,"Spelling",521.7,543.39
10102,"all","12-13","Year 7",2019,"Spelling",530.8,544.83
10102,"all","12-13","Year 7",2021,"Spelling",537.3,547.96
10103,"all","12-13","Year 7",2008,"Spelling",533,543.72
10103,"all","12-13","Year 7",2009,"Spelling",524,544.83
10103,"all","12-13","Year 7",2010,"Spelling",532.8,548.88
10103,"all","12-13","Year 7",2011,"Spelling",520.8,541.34
10103,"all","12-13","Year 7",2012,"Spelling",526.5,548.67
10103,"all","12-13","Year 7",2013,"Spelling",537.9,552.14
10103,"all","12-13","Year 7",2014,"Spelling",526.7,545.75
10103,"all","12-13","Year 7",2015,"Spelling",529.2,547.31
10103,"all","12-13","Year 7",2016,"Spelling",527.6,542.6
10103,"all","12-13","Year 7",2017,"Spelling",531.5,549.01
10103,"all","12-13","Year 7",2018,"Spelling",520.4,543.39
10103,"all","12-13","Year 7",2019,"Spelling",513.4,544.83
10103,"all","12-13","Year 7",2021,"Spelling",527.2,547.96
10104,"all","12-13","Year 7",2008,"Spelling",527.5,543.72
10104,"all","12-13","Year 7",2009,"Spelling",527.1,544.83
10104,"all","12-13","Year 7",2010,"Spelling",532.8,548.88
10104,"all","12-13","Year 7",2011,"Spelling",525.5,541.34
10104,"all","12-13","Year 7",2012,"Spelling",527.8,548.67
10104,"all","12-13","Year 7",2013,"Spelling",535.4,552.14
10104,"all","12-13","Year 7",2014,"Spelling",533.7,545.75
10104,"all","12-13","Year 7",2015,"Spelling",531.7,547.31
10104,"all","12-13","Year 7",2016,"Spelling",524.6,542.6
10104,"all","12-13","Year 7",2017,"Spelling",521.2,549.01
10104,"all","12-13","Year 7",2018,"Spelling",525.2,543.39
10104,"all","12-13","Year 7",2019,"Spelling",522.2,544.83
10104,"all","12-13","Year 7",2021,"Spelling",522.2,547.96
10105,"all","12-13","Year 7",2008,"Spelling",517.1,543.72
10105,"all","12-13","Year 7",2009,"Spelling",519.6,544.83
10105,"all","12-13","Year 7",2010,"Spelling",536,548.88
10105,"all","12-13","Year 7",2011,"Spelling",515.7,541.34
10105,"all","12-13","Year 7",2012,"Spelling",529.8,548.67
10105,"all","12-13","Year 7",2013,"Spelling",532.8,552.14
10105,"all","12-13","Year 7",2014,"Spelling",525.6,545.75
10105,"all","12-13","Year 7",2015,"Spelling",528.2,547.31
10105,"all","12-13","Year 7",2016,"Spelling",518.6,542.6
