"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","10-11","Year 5",2008,"Reading",494.7,494.11
10102,"all","10-11","Year 5",2009,"Reading",499.6,502.19
10102,"all","10-11","Year 5",2010,"Reading",491,495.6
10102,"all","10-11","Year 5",2011,"Reading",497.6,495.14
10102,"all","10-11","Year 5",2012,"Reading",494.7,498.5
10102,"all","10-11","Year 5",2013,"Reading",496.2,504.94
10102,"all","10-11","Year 5",2014,"Reading",492.7,502.38
10102,"all","10-11","Year 5",2015,"Reading",495.8,498.36
10102,"all","10-11","Year 5",2016,"Reading",490.4,499.14
10102,"all","10-11","Year 5",2017,"Reading",494.2,504.96
10102,"all","10-11","Year 5",2018,"Reading",510,507.77
10102,"all","10-11","Year 5",2019,"Reading",494.7,504.86
10102,"all","10-11","Year 5",2021,"Reading",505.6,510.74
10103,"all","10-11","Year 5",2008,"Reading",488.3,494.11
10103,"all","10-11","Year 5",2009,"Reading",489.3,502.19
10103,"all","10-11","Year 5",2010,"Reading",489.8,495.6
10103,"all","10-11","Year 5",2011,"Reading",500.5,495.14
10103,"all","10-11","Year 5",2012,"Reading",497.3,498.5
10103,"all","10-11","Year 5",2013,"Reading",499.1,504.94
10103,"all","10-11","Year 5",2014,"Reading",488.9,502.38
10103,"all","10-11","Year 5",2015,"Reading",488.3,498.36
10103,"all","10-11","Year 5",2016,"Reading",484.3,499.14
10103,"all","10-11","Year 5",2017,"Reading",480.6,504.96
10103,"all","10-11","Year 5",2018,"Reading",506.6,507.77
10103,"all","10-11","Year 5",2019,"Reading",494.1,504.86
10103,"all","10-11","Year 5",2021,"Reading",494.2,510.74
10104,"all","10-11","Year 5",2008,"Reading",487.9,494.11
10104,"all","10-11","Year 5",2009,"Reading",497.5,502.19
10104,"all","10-11","Year 5",2010,"Reading",485.6,495.6
10104,"all","10-11","Year 5",2011,"Reading",488.4,495.14
10104,"all","10-11","Year 5",2012,"Reading",492.5,498.5
10104,"all","10-11","Year 5",2013,"Reading",499.1,504.94
10104,"all","10-11","Year 5",2014,"Reading",495.1,502.38
10104,"all","10-11","Year 5",2015,"Reading",480.2,498.36
10104,"all","10-11","Year 5",2016,"Reading",486,499.14
10104,"all","10-11","Year 5",2017,"Reading",487.5,504.96
10104,"all","10-11","Year 5",2018,"Reading",492.6,507.77
10104,"all","10-11","Year 5",2019,"Reading",486.8,504.86
10104,"all","10-11","Year 5",2021,"Reading",489.2,510.74
10105,"all","10-11","Year 5",2008,"Reading",488.2,494.11
10105,"all","10-11","Year 5",2009,"Reading",487.4,502.19
10105,"all","10-11","Year 5",2010,"Reading",474.9,495.6
10105,"all","10-11","Year 5",2011,"Reading",479.3,495.14
10105,"all","10-11","Year 5",2012,"Reading",481.2,498.5
10105,"all","10-11","Year 5",2013,"Reading",493.7,504.94
10105,"all","10-11","Year 5",2014,"Reading",484.1,502.38
10105,"all","10-11","Year 5",2015,"Reading",476.6,498.36
10105,"all","10-11","Year 5",2016,"Reading",479.6,499.14
10105,"all","10-11","Year 5",2017,"Reading",481.2,504.96
10105,"all","10-11","Year 5",2018,"Reading",478.7,507.77
10105,"all","10-11","Year 5",2019,"Reading",477.4,504.86
10105,"all","10-11","Year 5",2021,"Reading",489.1,510.74
10106,"all","10-11","Year 5",2008,"Reading",487.9,494.11
10106,"all","10-11","Year 5",2009,"Reading",491.8,502.19
10106,"all","10-11","Year 5",2010,"Reading",488.1,495.6
10106,"all","10-11","Year 5",2011,"Reading",493.6,495.14
10106,"all","10-11","Year 5",2012,"Reading",486.6,498.5
10106,"all","10-11","Year 5",2013,"Reading",498.1,504.94
10106,"all","10-11","Year 5",2014,"Reading",504.4,502.38
10106,"all","10-11","Year 5",2015,"Reading",480.6,498.36
10106,"all","10-11","Year 5",2016,"Reading",491.8,499.14
10106,"all","10-11","Year 5",2017,"Reading",494.8,504.96
10106,"all","10-11","Year 5",2018,"Reading",492.7,507.77
10106,"all","10-11","Year 5",2019,"Reading",501.2,504.86
10106,"all","10-11","Year 5",2021,"Reading",491.4,510.74
10201,"all","10-11","Year 5",2008,"Reading",499.3,494.11
10201,"all","10-11","Year 5",2009,"Reading",510.3,502.19
10201,"all","10-11","Year 5",2010,"Reading",498.8,495.6
10201,"all","10-11","Year 5",2011,"Reading",498.3,495.14
10201,"all","10-11","Year 5",2012,"Reading",504.6,498.5
10201,"all","10-11","Year 5",2013,"Reading",508.6,504.94
10201,"all","10-11","Year 5",2014,"Reading",512.3,502.38
10201,"all","10-11","Year 5",2015,"Reading",504.2,498.36
10201,"all","10-11","Year 5",2016,"Reading",507.3,499.14
10201,"all","10-11","Year 5",2017,"Reading",514,504.96
10201,"all","10-11","Year 5",2018,"Reading",513.6,507.77
10201,"all","10-11","Year 5",2019,"Reading",513.3,504.86
10201,"all","10-11","Year 5",2021,"Reading",517.7,510.74
10202,"all","10-11","Year 5",2008,"Reading",477.9,494.11
10202,"all","10-11","Year 5",2009,"Reading",492.1,502.19
10202,"all","10-11","Year 5",2010,"Reading",477.3,495.6
10202,"all","10-11","Year 5",2011,"Reading",482.4,495.14
10202,"all","10-11","Year 5",2012,"Reading",485.4,498.5
10202,"all","10-11","Year 5",2013,"Reading",493.3,504.94
10202,"all","10-11","Year 5",2014,"Reading",488.3,502.38
10202,"all","10-11","Year 5",2015,"Reading",481.3,498.36
10202,"all","10-11","Year 5",2016,"Reading",486.9,499.14
10202,"all","10-11","Year 5",2017,"Reading",486.2,504.96
10202,"all","10-11","Year 5",2018,"Reading",489.5,507.77
10202,"all","10-11","Year 5",2019,"Reading",493.1,504.86
10202,"all","10-11","Year 5",2021,"Reading",499.8,510.74
10301,"all","10-11","Year 5",2008,"Reading",479.6,494.11
10301,"all","10-11","Year 5",2009,"Reading",496.1,502.19
10301,"all","10-11","Year 5",2010,"Reading",484.9,495.6
10301,"all","10-11","Year 5",2011,"Reading",487.7,495.14
10301,"all","10-11","Year 5",2012,"Reading",492.7,498.5
10301,"all","10-11","Year 5",2013,"Reading",496.8,504.94
10301,"all","10-11","Year 5",2014,"Reading",502.7,502.38
10301,"all","10-11","Year 5",2015,"Reading",488.6,498.36
10301,"all","10-11","Year 5",2016,"Reading",487.6,499.14
10301,"all","10-11","Year 5",2017,"Reading",493.4,504.96
10301,"all","10-11","Year 5",2018,"Reading",500.8,507.77
10301,"all","10-11","Year 5",2019,"Reading",495.3,504.86
10301,"all","10-11","Year 5",2021,"Reading",507.3,510.74
10302,"all","10-11","Year 5",2008,"Reading",483.4,494.11
10302,"all","10-11","Year 5",2009,"Reading",482.5,502.19
10302,"all","10-11","Year 5",2010,"Reading",472.3,495.6
10302,"all","10-11","Year 5",2011,"Reading",471.7,495.14
10302,"all","10-11","Year 5",2012,"Reading",472.8,498.5
10302,"all","10-11","Year 5",2013,"Reading",483.6,504.94
10302,"all","10-11","Year 5",2014,"Reading",478.5,502.38
10302,"all","10-11","Year 5",2015,"Reading",469.5,498.36
10302,"all","10-11","Year 5",2016,"Reading",471.3,499.14
10302,"all","10-11","Year 5",2017,"Reading",482.1,504.96
10302,"all","10-11","Year 5",2018,"Reading",480.2,507.77
10302,"all","10-11","Year 5",2019,"Reading",480.6,504.86
10302,"all","10-11","Year 5",2021,"Reading",491.3,510.74
