"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","14-15","Year 9",2008,"Grammar and Punctuation",561.2,574.07
10102,"all","14-15","Year 9",2009,"Grammar and Punctuation",560,573.66
10102,"all","14-15","Year 9",2010,"Grammar and Punctuation",563,578.42
10102,"all","14-15","Year 9",2011,"Grammar and Punctuation",556.6,570.83
10102,"all","14-15","Year 9",2012,"Grammar and Punctuation",548.1,572.65
10102,"all","14-15","Year 9",2013,"Grammar and Punctuation",555.7,573.13
10102,"all","14-15","Year 9",2014,"Grammar and Punctuation",548.4,570.98
10102,"all","14-15","Year 9",2015,"Grammar and Punctuation",547.8,564.38
10102,"all","14-15","Year 9",2016,"Grammar and Punctuation",557,566.27
10102,"all","14-15","Year 9",2017,"Grammar and Punctuation",547.7,573.6
10102,"all","14-15","Year 9",2018,"Grammar and Punctuation",556.1,576.41
10102,"all","14-15","Year 9",2019,"Grammar and Punctuation",550.6,569.63
10102,"all","14-15","Year 9",2021,"Grammar and Punctuation",559.2,570.41
10103,"all","14-15","Year 9",2008,"Grammar and Punctuation",578.8,574.07
10103,"all","14-15","Year 9",2009,"Grammar and Punctuation",583.9,573.66
10103,"all","14-15","Year 9",2010,"Grammar and Punctuation",579.7,578.42
10103,"all","14-15","Year 9",2011,"Grammar and Punctuation",568.4,570.83
10103,"all","14-15","Year 9",2012,"Grammar and Punctuation",573.9,572.65
10103,"all","14-15","Year 9",2013,"Grammar and Punctuation",578,573.13
10103,"all","14-15","Year 9",2014,"Grammar and Punctuation",568.5,570.98
10103,"all","14-15","Year 9",2015,"Grammar and Punctuation",559.8,564.38
10103,"all","14-15","Year 9",2016,"Grammar and Punctuation",557.5,566.27
10103,"all","14-15","Year 9",2017,"Grammar and Punctuation",568.6,573.6
10103,"all","14-15","Year 9",2018,"Grammar and Punctuation",568.4,576.41
10103,"all","14-15","Year 9",2019,"Grammar and Punctuation",558,569.63
10103,"all","14-15","Year 9",2021,"Grammar and Punctuation",558.8,570.41
10104,"all","14-15","Year 9",2008,"Grammar and Punctuation",564.1,574.07
10104,"all","14-15","Year 9",2009,"Grammar and Punctuation",572.2,573.66
10104,"all","14-15","Year 9",2010,"Grammar and Punctuation",575.9,578.42
10104,"all","14-15","Year 9",2011,"Grammar and Punctuation",566.2,570.83
10104,"all","14-15","Year 9",2012,"Grammar and Punctuation",566.1,572.65
10104,"all","14-15","Year 9",2013,"Grammar and Punctuation",566.5,573.13
10104,"all","14-15","Year 9",2014,"Grammar and Punctuation",563.9,570.98
10104,"all","14-15","Year 9",2015,"Grammar and Punctuation",554.9,564.38
10104,"all","14-15","Year 9",2016,"Grammar and Punctuation",564.8,566.27
10104,"all","14-15","Year 9",2017,"Grammar and Punctuation",562.9,573.6
10104,"all","14-15","Year 9",2018,"Grammar and Punctuation",568.7,576.41
10104,"all","14-15","Year 9",2019,"Grammar and Punctuation",553.8,569.63
10104,"all","14-15","Year 9",2021,"Grammar and Punctuation",551.7,570.41
10105,"all","14-15","Year 9",2008,"Grammar and Punctuation",564,574.07
10105,"all","14-15","Year 9",2009,"Grammar and Punctuation",576.6,573.66
10105,"all","14-15","Year 9",2010,"Grammar and Punctuation",566.6,578.42
10105,"all","14-15","Year 9",2011,"Grammar and Punctuation",555.7,570.83
10105,"all","14-15","Year 9",2012,"Grammar and Punctuation",562.6,572.65
10105,"all","14-15","Year 9",2013,"Grammar and Punctuation",553.3,573.13
10105,"all","14-15","Year 9",2014,"Grammar and Punctuation",553.2,570.98
10105,"all","14-15","Year 9",2015,"Grammar and Punctuation",546.2,564.38
10105,"all","14-15","Year 9",2016,"Grammar and Punctuation",549.5,566.27
10105,"all","14-15","Year 9",2017,"Grammar and Punctuation",556.1,573.6
10105,"all","14-15","Year 9",2018,"Grammar and Punctuation",562,576.41
10105,"all","14-15","Year 9",2019,"Grammar and Punctuation",545.4,569.63
10105,"all","14-15","Year 9",2021,"Grammar and Punctuation",551.2,570.41
10106,"all","14-15","Year 9",2008,"Grammar and Punctuation",553.4,574.07
10106,"all","14-15","Year 9",2009,"Grammar and Punctuation",561.8,573.66
10106,"all","14-15","Year 9",2010,"Grammar and Punctuation",559,578.42
10106,"all","14-15","Year 9",2011,"Grammar and Punctuation",547.9,570.83
10106,"all","14-15","Year 9",2012,"Grammar and Punctuation",557,572.65
10106,"all","14-15","Year 9",2013,"Grammar and Punctuation",563.3,573.13
10106,"all","14-15","Year 9",2014,"Grammar and Punctuation",549.9,570.98
10106,"all","14-15","Year 9",2015,"Grammar and Punctuation",548.4,564.38
10106,"all","14-15","Year 9",2016,"Grammar and Punctuation",546.6,566.27
10106,"all","14-15","Year 9",2017,"Grammar and Punctuation",551.5,573.6
10106,"all","14-15","Year 9",2018,"Grammar and Punctuation",561.2,576.41
10106,"all","14-15","Year 9",2019,"Grammar and Punctuation",554,569.63
10106,"all","14-15","Year 9",2021,"Grammar and Punctuation",546.1,570.41
10201,"all","14-15","Year 9",2008,"Grammar and Punctuation",582.2,574.07
10201,"all","14-15","Year 9",2009,"Grammar and Punctuation",578.8,573.66
10201,"all","14-15","Year 9",2010,"Grammar and Punctuation",584,578.42
10201,"all","14-15","Year 9",2011,"Grammar and Punctuation",578.3,570.83
10201,"all","14-15","Year 9",2012,"Grammar and Punctuation",577.4,572.65
10201,"all","14-15","Year 9",2013,"Grammar and Punctuation",577.3,573.13
10201,"all","14-15","Year 9",2014,"Grammar and Punctuation",574.3,570.98
10201,"all","14-15","Year 9",2015,"Grammar and Punctuation",569,564.38
10201,"all","14-15","Year 9",2016,"Grammar and Punctuation",573.8,566.27
10201,"all","14-15","Year 9",2017,"Grammar and Punctuation",578.2,573.6
10201,"all","14-15","Year 9",2018,"Grammar and Punctuation",579.6,576.41
10201,"all","14-15","Year 9",2019,"Grammar and Punctuation",576.8,569.63
10201,"all","14-15","Year 9",2021,"Grammar and Punctuation",577.5,570.41
10202,"all","14-15","Year 9",2008,"Grammar and Punctuation",549.4,574.07
10202,"all","14-15","Year 9",2009,"Grammar and Punctuation",554.5,573.66
10202,"all","14-15","Year 9",2010,"Grammar and Punctuation",560.2,578.42
10202,"all","14-15","Year 9",2011,"Grammar and Punctuation",549.7,570.83
10202,"all","14-15","Year 9",2012,"Grammar and Punctuation",551.2,572.65
10202,"all","14-15","Year 9",2013,"Grammar and Punctuation",552.6,573.13
10202,"all","14-15","Year 9",2014,"Grammar and Punctuation",551.4,570.98
10202,"all","14-15","Year 9",2015,"Grammar and Punctuation",550.5,564.38
10202,"all","14-15","Year 9",2016,"Grammar and Punctuation",553.5,566.27
10202,"all","14-15","Year 9",2017,"Grammar and Punctuation",552.2,573.6
10202,"all","14-15","Year 9",2018,"Grammar and Punctuation",559.2,576.41
10202,"all","14-15","Year 9",2019,"Grammar and Punctuation",551.2,569.63
10202,"all","14-15","Year 9",2021,"Grammar and Punctuation",553.1,570.41
10301,"all","14-15","Year 9",2008,"Grammar and Punctuation",568.8,574.07
10301,"all","14-15","Year 9",2009,"Grammar and Punctuation",570.9,573.66
10301,"all","14-15","Year 9",2010,"Grammar and Punctuation",574.2,578.42
10301,"all","14-15","Year 9",2011,"Grammar and Punctuation",564.7,570.83
10301,"all","14-15","Year 9",2012,"Grammar and Punctuation",569.8,572.65
10301,"all","14-15","Year 9",2013,"Grammar and Punctuation",568.4,573.13
