"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","8-9","Year 3",2008,"Numeracy",408.5,408.75
10102,"all","8-9","Year 3",2009,"Numeracy",405.7,404.03
10102,"all","8-9","Year 3",2010,"Numeracy",399.6,400.61
10102,"all","8-9","Year 3",2011,"Numeracy",392.9,404.18
10102,"all","8-9","Year 3",2012,"Numeracy",394.6,402.06
10102,"all","8-9","Year 3",2013,"Numeracy",391.6,400.89
10102,"all","8-9","Year 3",2014,"Numeracy",390.7,404.72
10102,"all","8-9","Year 3",2015,"Numeracy",391.4,398.79
10102,"all","8-9","Year 3",2016,"Numeracy",389.3,403.4
10102,"all","8-9","Year 3",2017,"Numeracy",392.8,411.6
10102,"all","8-9","Year 3",2018,"Numeracy",391.6,409.69
10102,"all","8-9","Year 3",2019,"Numeracy",392.2,409.86
10102,"all","8-9","Year 3",2021,"Numeracy",392.2,407.63
10103,"all","8-9","Year 3",2008,"Numeracy",399.7,408.75
10103,"all","8-9","Year 3",2009,"Numeracy",387.6,404.03
10103,"all","8-9","Year 3",2010,"Numeracy",396.4,400.61
10103,"all","8-9","Year 3",2011,"Numeracy",397.6,404.18
10103,"all","8-9","Year 3",2012,"Numeracy",377,402.06
10103,"all","8-9","Year 3",2013,"Numeracy",390.4,400.89
10103,"all","8-9","Year 3",2014,"Numeracy",383.6,404.72
10103,"all","8-9","Year 3",2015,"Numeracy",371.2,398.79
10103,"all","8-9","Year 3",2016,"Numeracy",388.7,403.4
10103,"all","8-9","Year 3",2017,"Numeracy",386,411.6
10103,"all","8-9","Year 3",2018,"Numeracy",390.7,409.69
10103,"all","8-9","Year 3",2019,"Numeracy",383.6,409.86
10103,"all","8-9","Year 3",2021,"Numeracy",381.5,407.63
10104,"all","8-9","Year 3",2008,"Numeracy",398.8,408.75
10104,"all","8-9","Year 3",2009,"Numeracy",389,404.03
10104,"all","8-9","Year 3",2010,"Numeracy",390.5,400.61
10104,"all","8-9","Year 3",2011,"Numeracy",388.5,404.18
10104,"all","8-9","Year 3",2012,"Numeracy",386.6,402.06
10104,"all","8-9","Year 3",2013,"Numeracy",387.9,400.89
10104,"all","8-9","Year 3",2014,"Numeracy",394.9,404.72
10104,"all","8-9","Year 3",2015,"Numeracy",388.4,398.79
10104,"all","8-9","Year 3",2016,"Numeracy",383.6,403.4
10104,"all","8-9","Year 3",2017,"Numeracy",392.6,411.6
10104,"all","8-9","Year 3",2018,"Numeracy",393.2,409.69
10104,"all","8-9","Year 3",2019,"Numeracy",392.7,409.86
10104,"all","8-9","Year 3",2021,"Numeracy",388.4,407.63
10105,"all","8-9","Year 3",2008,"Numeracy",392.1,408.75
10105,"all","8-9","Year 3",2009,"Numeracy",388.3,404.03
10105,"all","8-9","Year 3",2010,"Numeracy",380,400.61
10105,"all","8-9","Year 3",2011,"Numeracy",398.6,404.18
10105,"all","8-9","Year 3",2012,"Numeracy",373.9,402.06
10105,"all","8-9","Year 3",2013,"Numeracy",377.9,400.89
10105,"all","8-9","Year 3",2014,"Numeracy",384.7,404.72
10105,"all","8-9","Year 3",2015,"Numeracy",371.8,398.79
10105,"all","8-9","Year 3",2016,"Numeracy",372.4,403.4
10105,"all","8-9","Year 3",2017,"Numeracy",376.4,411.6
10105,"all","8-9","Year 3",2018,"Numeracy",376.3,409.69
10105,"all","8-9","Year 3",2019,"Numeracy",381,409.86
10105,"all","8-9","Year 3",2021,"Numeracy",380.9,407.63
10106,"all","8-9","Year 3",2008,"Numeracy",408,408.75
10106,"all","8-9","Year 3",2009,"Numeracy",395.8,404.03
10106,"all","8-9","Year 3",2010,"Numeracy",391.1,400.61
10106,"all","8-9","Year 3",2011,"Numeracy",396,404.18
10106,"all","8-9","Year 3",2012,"Numeracy",392.9,402.06
10106,"all","8-9","Year 3",2013,"Numeracy",385.7,400.89
10106,"all","8-9","Year 3",2014,"Numeracy",402.2,404.72
10106,"all","8-9","Year 3",2015,"Numeracy",388.7,398.79
10106,"all","8-9","Year 3",2016,"Numeracy",388.2,403.4
10106,"all","8-9","Year 3",2017,"Numeracy",400.3,411.6
10106,"all","8-9","Year 3",2018,"Numeracy",399.1,409.69
10106,"all","8-9","Year 3",2019,"Numeracy",393.6,409.86
10106,"all","8-9","Year 3",2021,"Numeracy",390.8,407.63
10201,"all","8-9","Year 3",2008,"Numeracy",411.3,408.75
10201,"all","8-9","Year 3",2009,"Numeracy",407.5,404.03
10201,"all","8-9","Year 3",2010,"Numeracy",403,400.61
10201,"all","8-9","Year 3",2011,"Numeracy",409.3,404.18
10201,"all","8-9","Year 3",2012,"Numeracy",407.1,402.06
10201,"all","8-9","Year 3",2013,"Numeracy",408.6,400.89
10201,"all","8-9","Year 3",2014,"Numeracy",410.9,404.72
10201,"all","8-9","Year 3",2015,"Numeracy",399.8,398.79
10201,"all","8-9","Year 3",2016,"Numeracy",406.6,403.4
10201,"all","8-9","Year 3",2017,"Numeracy",418,411.6
10201,"all","8-9","Year 3",2018,"Numeracy",414.3,409.69
10201,"all","8-9","Year 3",2019,"Numeracy",414.9,409.86
10201,"all","8-9","Year 3",2021,"Numeracy",417,407.63
10202,"all","8-9","Year 3",2008,"Numeracy",398.6,408.75
10202,"all","8-9","Year 3",2009,"Numeracy",393.2,404.03
10202,"all","8-9","Year 3",2010,"Numeracy",394.2,400.61
10202,"all","8-9","Year 3",2011,"Numeracy",394.1,404.18
10202,"all","8-9","Year 3",2012,"Numeracy",394.4,402.06
10202,"all","8-9","Year 3",2013,"Numeracy",392.8,400.89
10202,"all","8-9","Year 3",2014,"Numeracy",395.4,404.72
10202,"all","8-9","Year 3",2015,"Numeracy",389,398.79
10202,"all","8-9","Year 3",2016,"Numeracy",385.1,403.4
10202,"all","8-9","Year 3",2017,"Numeracy",395.9,411.6
10202,"all","8-9","Year 3",2018,"Numeracy",399,409.69
10202,"all","8-9","Year 3",2019,"Numeracy",402.2,409.86
10202,"all","8-9","Year 3",2021,"Numeracy",395.2,407.63
10301,"all","8-9","Year 3",2008,"Numeracy",401.8,408.75
10301,"all","8-9","Year 3",2009,"Numeracy",398.2,404.03
10301,"all","8-9","Year 3",2010,"Numeracy",394,400.61
10301,"all","8-9","Year 3",2011,"Numeracy",391.9,404.18
10301,"all","8-9","Year 3",2012,"Numeracy",400.7,402.06
10301,"all","8-9","Year 3",2013,"Numeracy",386.6,400.89
10301,"all","8-9","Year 3",2014,"Numeracy",393.3,404.72
10301,"all","8-9","Year 3",2015,"Numeracy",388.6,398.79
10301,"all","8-9","Year 3",2016,"Numeracy",395.1,403.4
10301,"all","8-9","Year 3",2017,"Numeracy",404.1,411.6
10301,"all","8-9","Year 3",2018,"Numeracy",399,409.69
10301,"all","8-9","Year 3",2019,"Numeracy",402.3,409.86
10301,"all","8-9","Year 3",2021,"Numeracy",397.7,407.63
10302,"all","8-9","Year 3",2008,"Numeracy",387.5,408.75
10302,"all","8-9","Year 3",2009,"Numeracy",378.9,404.03
10302,"all","8-9","Year 3",2010,"Numeracy",377,400.61
10302,"all","8-9","Year 3",2011,"Numeracy",382,404.18
10302,"all","8-9","Year 3",2012,"Numeracy",368.7,402.06
10302,"all","8-9","Year 3",2013,"Numeracy",378.8,400.89
10302,"all","8-9","Year 3",2014,"Numeracy",381,404.72
10302,"all","8-9","Year 3",2015,"Numeracy",380.8,398.79
