"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","10-11","Year 5",2008,"Numeracy",476.8,486.76
10102,"all","10-11","Year 5",2009,"Numeracy",485.8,500.5
10102,"all","10-11","Year 5",2010,"Numeracy",484.2,496.6
10102,"all","10-11","Year 5",2011,"Numeracy",488.6,497.61
10102,"all","10-11","Year 5",2012,"Numeracy",484.6,495.57
10102,"all","10-11","Year 5",2013,"Numeracy",472.6,490.89
10102,"all","10-11","Year 5",2014,"Numeracy",481.1,490.6
10102,"all","10-11","Year 5",2015,"Numeracy",484.4,493.88
10102,"all","10-11","Year 5",2016,"Numeracy",484.9,494.77
10102,"all","10-11","Year 5",2017,"Numeracy",482.4,495.06
10102,"all","10-11","Year 5",2018,"Numeracy",488.7,495.84
10102,"all","10-11","Year 5",2019,"Numeracy",483,496.21
10102,"all","10-11","Year 5",2021,"Numeracy",489.7,498.99
10103,"all","10-11","Year 5",2008,"Numeracy",467.9,486.76
10103,"all","10-11","Year 5",2009,"Numeracy",488.3,500.5
10103,"all","10-11","Year 5",2010,"Numeracy",490.1,496.6
10103,"all","10-11","Year 5",2011,"Numeracy",490.9,497.61
10103,"all","10-11","Year 5",2012,"Numeracy",482.2,495.57
10103,"all","10-11","Year 5",2013,"Numeracy",473.9,490.89
10103,"all","10-11","Year 5",2014,"Numeracy",465.8,490.6
10103,"all","10-11","Year 5",2015,"Numeracy",476.1,493.88
10103,"all","10-11","Year 5",2016,"Numeracy",478.4,494.77
10103,"all","10-11","Year 5",2017,"Numeracy",468.3,495.06
10103,"all","10-11","Year 5",2018,"Numeracy",485.2,495.84
10103,"all","10-11","Year 5",2019,"Numeracy",477.6,496.21
10103,"all","10-11","Year 5",2021,"Numeracy",482.4,498.99
10104,"all","10-11","Year 5",2008,"Numeracy",471.8,486.76
10104,"all","10-11","Year 5",2009,"Numeracy",484.3,500.5
10104,"all","10-11","Year 5",2010,"Numeracy",481.8,496.6
10104,"all","10-11","Year 5",2011,"Numeracy",482.2,497.61
10104,"all","10-11","Year 5",2012,"Numeracy",485.4,495.57
10104,"all","10-11","Year 5",2013,"Numeracy",478.1,490.89
10104,"all","10-11","Year 5",2014,"Numeracy",474,490.6
10104,"all","10-11","Year 5",2015,"Numeracy",475.5,493.88
10104,"all","10-11","Year 5",2016,"Numeracy",476.9,494.77
10104,"all","10-11","Year 5",2017,"Numeracy",472.8,495.06
10104,"all","10-11","Year 5",2018,"Numeracy",476.5,495.84
10104,"all","10-11","Year 5",2019,"Numeracy",472.2,496.21
10104,"all","10-11","Year 5",2021,"Numeracy",474,498.99
10105,"all","10-11","Year 5",2008,"Numeracy",465.8,486.76
10105,"all","10-11","Year 5",2009,"Numeracy",481.6,500.5
10105,"all","10-11","Year 5",2010,"Numeracy",476.6,496.6
10105,"all","10-11","Year 5",2011,"Numeracy",475.1,497.61
10105,"all","10-11","Year 5",2012,"Numeracy",469.2,495.57
10105,"all","10-11","Year 5",2013,"Numeracy",464.2,490.89
10105,"all","10-11","Year 5",2014,"Numeracy",467.6,490.6
10105,"all","10-11","Year 5",2015,"Numeracy",467.5,493.88
10105,"all","10-11","Year 5",2016,"Numeracy",468.6,494.77
10105,"all","10-11","Year 5",2017,"Numeracy",466.1,495.06
10105,"all","10-11","Year 5",2018,"Numeracy",469.5,495.84
10105,"all","10-11","Year 5",2019,"Numeracy",467,496.21
10105,"all","10-11","Year 5",2021,"Numeracy",475.7,498.99
10106,"all","10-11","Year 5",2008,"Numeracy",476.1,486.76
10106,"all","10-11","Year 5",2009,"Numeracy",485.5,500.5
10106,"all","10-11","Year 5",2010,"Numeracy",486.7,496.6
10106,"all","10-11","Year 5",2011,"Numeracy",484.1,497.61
10106,"all","10-11","Year 5",2012,"Numeracy",479.3,495.57
10106,"all","10-11","Year 5",2013,"Numeracy",480.9,490.89
10106,"all","10-11","Year 5",2014,"Numeracy",487.4,490.6
10106,"all","10-11","Year 5",2015,"Numeracy",476.6,493.88
10106,"all","10-11","Year 5",2016,"Numeracy",480.4,494.77
10106,"all","10-11","Year 5",2017,"Numeracy",476.1,495.06
10106,"all","10-11","Year 5",2018,"Numeracy",480.7,495.84
10106,"all","10-11","Year 5",2019,"Numeracy",482.7,496.21
10106,"all","10-11","Year 5",2021,"Numeracy",478.3,498.99
10201,"all","10-11","Year 5",2008,"Numeracy",486.8,486.76
10201,"all","10-11","Year 5",2009,"Numeracy",500.5,500.5
10201,"all","10-11","Year 5",2010,"Numeracy",498.1,496.6
10201,"all","10-11","Year 5",2011,"Numeracy",498.2,497.61
10201,"all","10-11","Year 5",2012,"Numeracy",500.5,495.57
10201,"all","10-11","Year 5",2013,"Numeracy",493.2,490.89
10201,"all","10-11","Year 5",2014,"Numeracy",493.8,490.6
10201,"all","10-11","Year 5",2015,"Numeracy",497.9,493.88
10201,"all","10-11","Year 5",2016,"Numeracy",496.4,494.77
10201,"all","10-11","Year 5",2017,"Numeracy",499.9,495.06
10201,"all","10-11","Year 5",2018,"Numeracy",496.8,495.84
10201,"all","10-11","Year 5",2019,"Numeracy",500.9,496.21
10201,"all","10-11","Year 5",2021,"Numeracy",502.6,498.99
10202,"all","10-11","Year 5",2008,"Numeracy",467.8,486.76
10202,"all","10-11","Year 5",2009,"Numeracy",483.3,500.5
10202,"all","10-11","Year 5",2010,"Numeracy",480.2,496.6
10202,"all","10-11","Year 5",2011,"Numeracy",479.8,497.61
10202,"all","10-11","Year 5",2012,"Numeracy",482.9,495.57
10202,"all","10-11","Year 5",2013,"Numeracy",475.5,490.89
10202,"all","10-11","Year 5",2014,"Numeracy",475.8,490.6
10202,"all","10-11","Year 5",2015,"Numeracy",478.3,493.88
10202,"all","10-11","Year 5",2016,"Numeracy",479.4,494.77
10202,"all","10-11","Year 5",2017,"Numeracy",479.5,495.06
10202,"all","10-11","Year 5",2018,"Numeracy",479,495.84
10202,"all","10-11","Year 5",2019,"Numeracy",481.5,496.21
10202,"all","10-11","Year 5",2021,"Numeracy",486.7,498.99
10301,"all","10-11","Year 5",2008,"Numeracy",474.6,486.76
10301,"all","10-11","Year 5",2009,"Numeracy",485.5,500.5
10301,"all","10-11","Year 5",2010,"Numeracy",479.8,496.6
10301,"all","10-11","Year 5",2011,"Numeracy",484.7,497.61
10301,"all","10-11","Year 5",2012,"Numeracy",483,495.57
10301,"all","10-11","Year 5",2013,"Numeracy",481.4,490.89
10301,"all","10-11","Year 5",2014,"Numeracy",488.5,490.6
10301,"all","10-11","Year 5",2015,"Numeracy",479.1,493.88
10301,"all","10-11","Year 5",2016,"Numeracy",481.7,494.77
10301,"all","10-11","Year 5",2017,"Numeracy",486.9,495.06
10301,"all","10-11","Year 5",2018,"Numeracy",482.8,495.84
10301,"all","10-11","Year 5",2019,"Numeracy",483.4,496.21
10301,"all","10-11","Year 5",2021,"Numeracy",492,498.99
10302,"all","10-11","Year 5",2008,"Numeracy",471,486.76
10302,"all","10-11","Year 5",2009,"Numeracy",479,500.5
10302,"all","10-11","Year 5",2010,"Numeracy",471.1,496.6
10302,"all","10-11","Year 5",2011,"Numeracy",474.5,497.61
10302,"all","10-11","Year 5",2012,"Numeracy",469.3,495.57
10302,"all","10-11","Year 5",2013,"Numeracy",466.1,490.89
10302,"all","10-11","Year 5",2014,"Numeracy",464,490.6
10302,"all","10-11","Year 5",2015,"Numeracy",470.2,493.88
10302,"all","10-11","Year 5",2016,"Numeracy",470.8,494.77
10302,"all","10-11","Year 5",2017,"Numeracy",470.7,495.06
10302,"all","10-11","Year 5",2018,"Numeracy",469.1,495.84
10302,"all","10-11","Year 5",2019,"Numeracy",470.8,496.21
10302,"all","10-11","Year 5",2021,"Numeracy",478.6,498.99
10303,"all","10-11","Year 5",2008,"Numeracy",466.2,486.76
10303,"all","10-11","Year 5",2009,"Numeracy",480.7,500.5
10303,"all","10-11","Year 5",2010,"Numeracy",481.8,496.6
10303,"all","10-11","Year 5",2011,"Numeracy",474.9,497.61
10303,"all","10-11","Year 5",2012,"Numeracy",469.6,495.57
