"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","10-11","Year 5",2008,"Spelling",489.7,494.98
10102,"all","10-11","Year 5",2009,"Spelling",484.6,498.6
10102,"all","10-11","Year 5",2010,"Spelling",482.6,497.62
10102,"all","10-11","Year 5",2011,"Spelling",489.2,493.8
10102,"all","10-11","Year 5",2012,"Spelling",492.4,502.77
10102,"all","10-11","Year 5",2013,"Spelling",482.5,499.31
10102,"all","10-11","Year 5",2014,"Spelling",493.3,501.93
10102,"all","10-11","Year 5",2015,"Spelling",492.3,500.5
10102,"all","10-11","Year 5",2016,"Spelling",485,495.31
10102,"all","10-11","Year 5",2017,"Spelling",486.5,502.32
10102,"all","10-11","Year 5",2018,"Spelling",487.3,503.61
10102,"all","10-11","Year 5",2019,"Spelling",489.4,501.59
10102,"all","10-11","Year 5",2021,"Spelling",495.8,507.44
10103,"all","10-11","Year 5",2008,"Spelling",473.1,494.98
10103,"all","10-11","Year 5",2009,"Spelling",468.4,498.6
10103,"all","10-11","Year 5",2010,"Spelling",478.2,497.62
10103,"all","10-11","Year 5",2011,"Spelling",476.7,493.8
10103,"all","10-11","Year 5",2012,"Spelling",482.5,502.77
10103,"all","10-11","Year 5",2013,"Spelling",481.2,499.31
10103,"all","10-11","Year 5",2014,"Spelling",484.5,501.93
10103,"all","10-11","Year 5",2015,"Spelling",478.4,500.5
10103,"all","10-11","Year 5",2016,"Spelling",470.8,495.31
10103,"all","10-11","Year 5",2017,"Spelling",469.7,502.32
10103,"all","10-11","Year 5",2018,"Spelling",477.9,503.61
10103,"all","10-11","Year 5",2019,"Spelling",474.2,501.59
10103,"all","10-11","Year 5",2021,"Spelling",474.2,507.44
10104,"all","10-11","Year 5",2008,"Spelling",478.4,494.98
10104,"all","10-11","Year 5",2009,"Spelling",476.2,498.6
10104,"all","10-11","Year 5",2010,"Spelling",477.2,497.62
10104,"all","10-11","Year 5",2011,"Spelling",469.6,493.8
10104,"all","10-11","Year 5",2012,"Spelling",484.5,502.77
10104,"all","10-11","Year 5",2013,"Spelling",476.8,499.31
10104,"all","10-11","Year 5",2014,"Spelling",481.3,501.93
10104,"all","10-11","Year 5",2015,"Spelling",476.4,500.5
10104,"all","10-11","Year 5",2016,"Spelling",475.5,495.31
10104,"all","10-11","Year 5",2017,"Spelling",478.6,502.32
10104,"all","10-11","Year 5",2018,"Spelling",481.5,503.61
10104,"all","10-11","Year 5",2019,"Spelling",473.2,501.59
10104,"all","10-11","Year 5",2021,"Spelling",478.7,507.44
10105,"all","10-11","Year 5",2008,"Spelling",479.1,494.98
10105,"all","10-11","Year 5",2009,"Spelling",470.8,498.6
10105,"all","10-11","Year 5",2010,"Spelling",471.7,497.62
10105,"all","10-11","Year 5",2011,"Spelling",470,493.8
10105,"all","10-11","Year 5",2012,"Spelling",478.3,502.77
10105,"all","10-11","Year 5",2013,"Spelling",476.2,499.31
10105,"all","10-11","Year 5",2014,"Spelling",478.1,501.93
10105,"all","10-11","Year 5",2015,"Spelling",474.1,500.5
10105,"all","10-11","Year 5",2016,"Spelling",474.4,495.31
10105,"all","10-11","Year 5",2017,"Spelling",474,502.32
10105,"all","10-11","Year 5",2018,"Spelling",473.3,503.61
10105,"all","10-11","Year 5",2019,"Spelling",465.9,501.59
10105,"all","10-11","Year 5",2021,"Spelling",486.7,507.44
10106,"all","10-11","Year 5",2008,"Spelling",474.7,494.98
10106,"all","10-11","Year 5",2009,"Spelling",481.3,498.6
10106,"all","10-11","Year 5",2010,"Spelling",482.8,497.62
10106,"all","10-11","Year 5",2011,"Spelling",475.6,493.8
10106,"all","10-11","Year 5",2012,"Spelling",485.6,502.77
10106,"all","10-11","Year 5",2013,"Spelling",484.5,499.31
10106,"all","10-11","Year 5",2014,"Spelling",488.9,501.93
10106,"all","10-11","Year 5",2015,"Spelling",470.5,500.5
10106,"all","10-11","Year 5",2016,"Spelling",483.1,495.31
10106,"all","10-11","Year 5",2017,"Spelling",486.4,502.32
10106,"all","10-11","Year 5",2018,"Spelling",482.5,503.61
10106,"all","10-11","Year 5",2019,"Spelling",484.4,501.59
10106,"all","10-11","Year 5",2021,"Spelling",476.8,507.44
10201,"all","10-11","Year 5",2008,"Spelling",497.9,494.98
10201,"all","10-11","Year 5",2009,"Spelling",501.8,498.6
10201,"all","10-11","Year 5",2010,"Spelling",499,497.62
10201,"all","10-11","Year 5",2011,"Spelling",496.5,493.8
10201,"all","10-11","Year 5",2012,"Spelling",506.1,502.77
10201,"all","10-11","Year 5",2013,"Spelling",500.9,499.31
10201,"all","10-11","Year 5",2014,"Spelling",505.8,501.93
10201,"all","10-11","Year 5",2015,"Spelling",502.3,500.5
10201,"all","10-11","Year 5",2016,"Spelling",497.3,495.31
10201,"all","10-11","Year 5",2017,"Spelling",504.4,502.32
10201,"all","10-11","Year 5",2018,"Spelling",503.1,503.61
10201,"all","10-11","Year 5",2019,"Spelling",505.6,501.59
10201,"all","10-11","Year 5",2021,"Spelling",509.5,507.44
10202,"all","10-11","Year 5",2008,"Spelling",483.1,494.98
10202,"all","10-11","Year 5",2009,"Spelling",486.5,498.6
10202,"all","10-11","Year 5",2010,"Spelling",486.2,497.62
10202,"all","10-11","Year 5",2011,"Spelling",481.6,493.8
10202,"all","10-11","Year 5",2012,"Spelling",492.6,502.77
10202,"all","10-11","Year 5",2013,"Spelling",486.2,499.31
10202,"all","10-11","Year 5",2014,"Spelling",491.2,501.93
10202,"all","10-11","Year 5",2015,"Spelling",487.8,500.5
10202,"all","10-11","Year 5",2016,"Spelling",484.6,495.31
10202,"all","10-11","Year 5",2017,"Spelling",489.6,502.32
10202,"all","10-11","Year 5",2018,"Spelling",489.7,503.61
10202,"all","10-11","Year 5",2019,"Spelling",488.2,501.59
10202,"all","10-11","Year 5",2021,"Spelling",495.5,507.44
10301,"all","10-11","Year 5",2008,"Spelling",477.7,494.98
10301,"all","10-11","Year 5",2009,"Spelling",481.2,498.6
10301,"all","10-11","Year 5",2010,"Spelling",478.3,497.62
10301,"all","10-11","Year 5",2011,"Spelling",484.8,493.8
10301,"all","10-11","Year 5",2012,"Spelling",490.5,502.77
10301,"all","10-11","Year 5",2013,"Spelling",491.7,499.31
10301,"all","10-11","Year 5",2014,"Spelling",497.7,501.93
10301,"all","10-11","Year 5",2015,"Spelling",485.9,500.5
10301,"all","10-11","Year 5",2016,"Spelling",485.5,495.31
10301,"all","10-11","Year 5",2017,"Spelling",493.5,502.32
10301,"all","10-11","Year 5",2018,"Spelling",492.9,503.61
10301,"all","10-11","Year 5",2019,"Spelling",486,501.59
10301,"all","10-11","Year 5",2021,"Spelling",495.3,507.44
