"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","12-13","Year 7",2008,"Numeracy",529.9,547.28
10102,"all","12-13","Year 7",2009,"Numeracy",529.7,544.6
10102,"all","12-13","Year 7",2010,"Numeracy",525.9,545.99
10102,"all","12-13","Year 7",2011,"Numeracy",524.2,543.89
10102,"all","12-13","Year 7",2012,"Numeracy",514.1,538.2
10102,"all","12-13","Year 7",2013,"Numeracy",524.3,542.23
10102,"all","12-13","Year 7",2014,"Numeracy",521,544.25
10102,"all","12-13","Year 7",2015,"Numeracy",517.9,540.57
10102,"all","12-13","Year 7",2016,"Numeracy",528.6,545.05
10102,"all","12-13","Year 7",2017,"Numeracy",525.5,551.03
10102,"all","12-13","Year 7",2018,"Numeracy",526,546.07
10102,"all","12-13","Year 7",2019,"Numeracy",527.7,551.5
10102,"all","12-13","Year 7",2021,"Numeracy",533.3,549.31
10103,"all","12-13","Year 7",2008,"Numeracy",542.7,547.28
10103,"all","12-13","Year 7",2009,"Numeracy",533.3,544.6
10103,"all","12-13","Year 7",2010,"Numeracy",535.2,545.99
10103,"all","12-13","Year 7",2011,"Numeracy",539.2,543.89
10103,"all","12-13","Year 7",2012,"Numeracy",526.2,538.2
10103,"all","12-13","Year 7",2013,"Numeracy",538.2,542.23
10103,"all","12-13","Year 7",2014,"Numeracy",532,544.25
10103,"all","12-13","Year 7",2015,"Numeracy",528.6,540.57
10103,"all","12-13","Year 7",2016,"Numeracy",529.8,545.05
10103,"all","12-13","Year 7",2017,"Numeracy",540.6,551.03
10103,"all","12-13","Year 7",2018,"Numeracy",530,546.07
10103,"all","12-13","Year 7",2019,"Numeracy",526.5,551.5
10103,"all","12-13","Year 7",2021,"Numeracy",532.8,549.31
10104,"all","12-13","Year 7",2008,"Numeracy",539.7,547.28
10104,"all","12-13","Year 7",2009,"Numeracy",534.7,544.6
10104,"all","12-13","Year 7",2010,"Numeracy",533.3,545.99
10104,"all","12-13","Year 7",2011,"Numeracy",530.3,543.89
10104,"all","12-13","Year 7",2012,"Numeracy",522.8,538.2
