"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","14-15","Year 9",2011,"Writing",525.8,556.6
10102,"all","14-15","Year 9",2012,"Writing",502.7,548.41
10102,"all","14-15","Year 9",2013,"Writing",499.3,545.1
10102,"all","14-15","Year 9",2014,"Writing",486.4,538.07
10102,"all","14-15","Year 9",2015,"Writing",505.3,535.11
10102,"all","14-15","Year 9",2016,"Writing",522.2,538.71
10102,"all","14-15","Year 9",2017,"Writing",521.1,548.34
10102,"all","14-15","Year 9",2018,"Writing",518.8,539.12
10102,"all","14-15","Year 9",2019,"Writing",522,541.89
10102,"all","14-15","Year 9",2021,"Writing",520.2,547.27
10103,"all","14-15","Year 9",2011,"Writing",550.7,556.6
10103,"all","14-15","Year 9",2012,"Writing",545.8,548.41
10103,"all","14-15","Year 9",2013,"Writing",534.2,545.1
10103,"all","14-15","Year 9",2014,"Writing",533.5,538.07
10103,"all","14-15","Year 9",2015,"Writing",530.5,535.11
10103,"all","14-15","Year 9",2016,"Writing",514.7,538.71
10103,"all","14-15","Year 9",2017,"Writing",534.5,548.34
10103,"all","14-15","Year 9",2018,"Writing",533.6,539.12
10103,"all","14-15","Year 9",2019,"Writing",534,541.89
10103,"all","14-15","Year 9",2021,"Writing",535.3,547.27
10104,"all","14-15","Year 9",2011,"Writing",550.7,556.6
10104,"all","14-15","Year 9",2012,"Writing",537.4,548.41
10104,"all","14-15","Year 9",2013,"Writing",526.3,545.1
10104,"all","14-15","Year 9",2014,"Writing",517.8,538.07
10104,"all","14-15","Year 9",2015,"Writing",515,535.11
10104,"all","14-15","Year 9",2016,"Writing",532.1,538.71
10104,"all","14-15","Year 9",2017,"Writing",528,548.34
10104,"all","14-15","Year 9",2018,"Writing",516.4,539.12
10104,"all","14-15","Year 9",2019,"Writing",528.8,541.89
10104,"all","14-15","Year 9",2021,"Writing",522.1,547.27
10105,"all","14-15","Year 9",2011,"Writing",532.2,556.6
10105,"all","14-15","Year 9",2012,"Writing",543.1,548.41
10105,"all","14-15","Year 9",2013,"Writing",531.6,545.1
10105,"all","14-15","Year 9",2014,"Writing",520.4,538.07
10105,"all","14-15","Year 9",2015,"Writing",512.6,535.11
10105,"all","14-15","Year 9",2016,"Writing",527,538.71
10105,"all","14-15","Year 9",2017,"Writing",526.3,548.34
10105,"all","14-15","Year 9",2018,"Writing",516.8,539.12
10105,"all","14-15","Year 9",2019,"Writing",516.3,541.89
10105,"all","14-15","Year 9",2021,"Writing",538.1,547.27
10106,"all","14-15","Year 9",2011,"Writing",527.9,556.6
10106,"all","14-15","Year 9",2012,"Writing",534.8,548.41
10106,"all","14-15","Year 9",2013,"Writing",543,545.1
10106,"all","14-15","Year 9",2014,"Writing",503.8,538.07
10106,"all","14-15","Year 9",2015,"Writing",518.1,535.11
10106,"all","14-15","Year 9",2016,"Writing",512.6,538.71
10106,"all","14-15","Year 9",2017,"Writing",524.7,548.34
10106,"all","14-15","Year 9",2018,"Writing",508.8,539.12
10106,"all","14-15","Year 9",2019,"Writing",523.8,541.89
10106,"all","14-15","Year 9",2021,"Writing",525.7,547.27
10201,"all","14-15","Year 9",2011,"Writing",563.8,556.6
10201,"all","14-15","Year 9",2012,"Writing",555.8,548.41
10201,"all","14-15","Year 9",2013,"Writing",549.5,545.1
10201,"all","14-15","Year 9",2014,"Writing",550.3,538.07
10201,"all","14-15","Year 9",2015,"Writing",541.2,535.11
10201,"all","14-15","Year 9",2016,"Writing",549.8,538.71
10201,"all","14-15","Year 9",2017,"Writing",550.6,548.34
10201,"all","14-15","Year 9",2018,"Writing",541,539.12
10201,"all","14-15","Year 9",2019,"Writing",548.7,541.89
10201,"all","14-15","Year 9",2021,"Writing",548.1,547.27
10202,"all","14-15","Year 9",2011,"Writing",525.6,556.6
10202,"all","14-15","Year 9",2012,"Writing",519.1,548.41
10202,"all","14-15","Year 9",2013,"Writing",527.9,545.1
10202,"all","14-15","Year 9",2014,"Writing",513.3,538.07
10202,"all","14-15","Year 9",2015,"Writing",516.4,535.11
10202,"all","14-15","Year 9",2016,"Writing",527.5,538.71
10202,"all","14-15","Year 9",2017,"Writing",522.6,548.34
10202,"all","14-15","Year 9",2018,"Writing",521.4,539.12
10202,"all","14-15","Year 9",2019,"Writing",526.2,541.89
10202,"all","14-15","Year 9",2021,"Writing",530.6,547.27
10301,"all","14-15","Year 9",2011,"Writing",539.1,556.6
10301,"all","14-15","Year 9",2012,"Writing",545.7,548.41
10301,"all","14-15","Year 9",2013,"Writing",534.4,545.1
10301,"all","14-15","Year 9",2014,"Writing",521.1,538.07
10301,"all","14-15","Year 9",2015,"Writing",541.2,535.11
10301,"all","14-15","Year 9",2016,"Writing",536.3,538.71
10301,"all","14-15","Year 9",2017,"Writing",540.5,548.34
10301,"all","14-15","Year 9",2018,"Writing",543.3,539.12
10301,"all","14-15","Year 9",2019,"Writing",542.8,541.89
10301,"all","14-15","Year 9",2021,"Writing",545.9,547.27
10302,"all","14-15","Year 9",2011,"Writing",519.9,556.6
10302,"all","14-15","Year 9",2012,"Writing",523.6,548.41
10302,"all","14-15","Year 9",2013,"Writing",515.9,545.1
10302,"all","14-15","Year 9",2014,"Writing",508.9,538.07
10302,"all","14-15","Year 9",2015,"Writing",502.7,535.11
