"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara","state_avg_naplan_score_acara"
10102,"all","14-15","Year 9",2008,"Reading",575.8,581.21
10102,"all","14-15","Year 9",2009,"Reading",570.9,582.75
10102,"all","14-15","Year 9",2010,"Reading",563.3,575.43
10102,"all","14-15","Year 9",2011,"Reading",574.5,580.19
10102,"all","14-15","Year 9",2012,"Reading",562.3,575.07
10102,"all","14-15","Year 9",2013,"Reading",567.3,581.05
10102,"all","14-15","Year 9",2014,"Reading",560.4,579.91
10102,"all","14-15","Year 9",2015,"Reading",569.8,578.3
10102,"all","14-15","Year 9",2016,"Reading",567.5,578.02
10102,"all","14-15","Year 9",2017,"Reading",565.4,582.27
10102,"all","14-15","Year 9",2018,"Reading",562.7,581.75
10102,"all","14-15","Year 9",2019,"Reading",574,579.01
10102,"all","14-15","Year 9",2021,"Reading",558.7,573.78
10103,"all","14-15","Year 9",2008,"Reading",585.3,581.21
10103,"all","14-15","Year 9",2009,"Reading",588.3,582.75
10103,"all","14-15","Year 9",2010,"Reading",588.3,575.43
10103,"all","14-15","Year 9",2011,"Reading",581.5,580.19
10103,"all","14-15","Year 9",2012,"Reading",584.1,575.07
10103,"all","14-15","Year 9",2013,"Reading",585.9,581.05
10103,"all","14-15","Year 9",2014,"Reading",585,579.91
10103,"all","14-15","Year 9",2015,"Reading",583.1,578.3
10103,"all","14-15","Year 9",2016,"Reading",568.3,578.02
10103,"all","14-15","Year 9",2017,"Reading",577,582.27
10103,"all","14-15","Year 9",2018,"Reading",577.5,581.75
10103,"all","14-15","Year 9",2019,"Reading",578.8,579.01
10103,"all","14-15","Year 9",2021,"Reading",562.7,573.78
10104,"all","14-15","Year 9",2008,"Reading",580.8,581.21
10104,"all","14-15","Year 9",2009,"Reading",586.1,582.75
10104,"all","14-15","Year 9",2010,"Reading",574.6,575.43
10104,"all","14-15","Year 9",2011,"Reading",582.2,580.19
10104,"all","14-15","Year 9",2012,"Reading",571.3,575.07
10104,"all","14-15","Year 9",2013,"Reading",579.4,581.05
10104,"all","14-15","Year 9",2014,"Reading",573.5,579.91
10104,"all","14-15","Year 9",2015,"Reading",570.7,578.3
10104,"all","14-15","Year 9",2016,"Reading",578.1,578.02
10104,"all","14-15","Year 9",2017,"Reading",581.8,582.27
10104,"all","14-15","Year 9",2018,"Reading",576.7,581.75
10104,"all","14-15","Year 9",2019,"Reading",567.9,579.01
10104,"all","14-15","Year 9",2021,"Reading",557.6,573.78
10105,"all","14-15","Year 9",2008,"Reading",575.1,581.21
10105,"all","14-15","Year 9",2009,"Reading",583,582.75
10105,"all","14-15","Year 9",2010,"Reading",567.2,575.43
10105,"all","14-15","Year 9",2011,"Reading",569.3,580.19
10105,"all","14-15","Year 9",2012,"Reading",569.8,575.07
10105,"all","14-15","Year 9",2013,"Reading",569.1,581.05
10105,"all","14-15","Year 9",2014,"Reading",570.5,579.91
10105,"all","14-15","Year 9",2015,"Reading",569.6,578.3
10105,"all","14-15","Year 9",2016,"Reading",567,578.02
10105,"all","14-15","Year 9",2017,"Reading",574,582.27
10105,"all","14-15","Year 9",2018,"Reading",567.4,581.75
10105,"all","14-15","Year 9",2019,"Reading",562.2,579.01
10105,"all","14-15","Year 9",2021,"Reading",553.3,573.78
10106,"all","14-15","Year 9",2008,"Reading",573.1,581.21
10106,"all","14-15","Year 9",2009,"Reading",576.4,582.75
10106,"all","14-15","Year 9",2010,"Reading",567.5,575.43
10106,"all","14-15","Year 9",2011,"Reading",569.2,580.19
10106,"all","14-15","Year 9",2012,"Reading",566.3,575.07
10106,"all","14-15","Year 9",2013,"Reading",568.8,581.05
10106,"all","14-15","Year 9",2014,"Reading",557.8,579.91
10106,"all","14-15","Year 9",2015,"Reading",563.7,578.3
10106,"all","14-15","Year 9",2016,"Reading",560.5,578.02
10106,"all","14-15","Year 9",2017,"Reading",564,582.27
10106,"all","14-15","Year 9",2018,"Reading",566,581.75
10106,"all","14-15","Year 9",2019,"Reading",568.2,579.01
10106,"all","14-15","Year 9",2021,"Reading",559.5,573.78
10201,"all","14-15","Year 9",2008,"Reading",590.4,581.21
10201,"all","14-15","Year 9",2009,"Reading",590.7,582.75
