Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA2 (UR)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"


"SA2 (UR)",
"316031426",10867,
"316031427",19163,
"316031428",11692,
"316051434",4489,
"316051435",8734,
"316051437",6530,
"316051438",10306,
"316051543",3755,
"316051544",7340,
"316061439",8201,
"316061440",8539,
"316061441",5838,
"316061442",10140,
"316061443",6255,
"316061444",10612,
"316071545",8355,
"316071546",3766,
"316071547",10546,
"316071548",19961,
"316081549",21851,
"317011445",6961,
"317011446",13743,
"317011447",10195,
"317011448",7431,
"317011449",6413,
"317011450",13177,
"317011451",11361,
"317011452",7142,
"317011453",9596,
"317011454",5738,
"317011455",8309,
"317011456",13375,
"317011457",9754,
"317011458",13004,
"317011459",13312,
"318011460",9097,
"318011461",7916,
"318011462",8126,
"318011463",3755,
"318011464",4428,
"318011465",6454,
"318011466",2443,
"318021467",4792,
"318021468",10066,
"318021469",3284,
"318021470",7235,
"318021471",10476,
"318021472",5913,
"318021473",22405,
"318021474",7741,
"318021475",6532,
"318021476",7728,
"318021477",4036,
"318021478",5151,
"318021479",4650,
"318021480",10627,
"318021481",7818,
"318021482",15555,
"318021483",2342,
"318021484",9260,
"318021485",3625,
"318021486",6363,
"318021487",6552,
"318021488",5209,
"318021489",4300,
"318021490",9053,
"318021491",6098,
"319011492",5228,
"319011493",16595,
"319011494",4706,
"319011495",6122,
"319011496",5473,
"319011497",7217,
"319011498",8866,
"319011499",9837,
"319011500",7417,
"319011501",5613,
"319011502",10696,
"319021503",6657,
"319021504",5115,
"319021505",10288,
"319021506",9570,
"319021507",3922,
"319021508",3830,
"319021509",9679,
"319021510",8,
"319031511",6265,
"319031512",14217,
"319031513",6748,
"319031514",18567,
"319031515",3687,
"319041516",4602,
"319041517",4815,
"319041518",13950,
"319041519",5693,
"319041520",15001,
"319041521",12614,
"319051522",9570,
"319051523",3208,
"319051524",18240,
"319051525",8390,
"319051526",5477,
"397979799",152,
"399999499",12515,
"401011001",15113,
"401011002",6953,
"401021003",6830,
"401021004",17472,
"401021005",4468,
"401021006",9023,
"401021007",17367,
"401021008",6285,
"401021009",5045,
"401021010",5418,
"401031011",18517,
"401031012",9607,
"401031013",15788,
"401041014",9150,
"401041015",19720,
"401041016",21654,
"401051017",10066,
"401051018",12338,
"401051019",12953,
"401061020",6082,
"401061021",14445,
"401061022",7553,
"401071023",17582,
"401071024",20136,
"402011025",9200,
"402011026",19796,
"402011027",5633,
"402021028",18121,
"402021029",17657,
"402021030",10373,
"402021031",12913,
"402021032",12130,
"402021033",2517,
"402021034",12234,
"402021035",4219,
"402031036",23173,
"402031037",24591,
"402031038",20289,
"402041039",0,
"402041040",14834,
"402041041",14586,
"402041042",105,
"402041043",16943,
"402041044",16745,
"402041046",17609,
"402041047",17533,
"402041048",17212,
"402041171",13330,
"402041172",7736,
"402051049",10347,
"402051050",8991,
"402051051",10474,
"402051052",16429,
"402051053",18897,
"402051054",16050,
"402051055",12428,
"403011056",13830,
"403011057",19869,
"403021058",13502,
"403021059",12394,
"403021060",9275,
"403021061",15150,
"403021062",14660,
"403021063",10115,
"403021064",14965,
"403031065",4600,
"403031066",7431,
"403031067",11992,
"403031068",15600,
"403031069",15837,
"403031070",8069,
"403041071",11658,
"403041072",15381,
"403041073",9335,
"403041074",10237,
"403041075",2654,
"403041076",4313,
"403041077",10527,
"403041078",6313,
"403041079",7588,
"403041080",13614,
"403041081",0,
"403041082",24,
"403041083",5979,
"403041084",13600,
"403041085",9537,
"403041086",10152,
"403041087",22362,
"403041088",3390,
"403041089",11375,
"404011090",7768,
"404011091",14465,
"404011092",14840,
"404011093",17624,
"404011094",5868,
"404011095",16279,
"404011096",14363,
"404011097",17487,
"404021098",0,
"404021099",14485,
"404021100",14246,
"404021101",10785,
"404021102",18442,
"404021103",5,
"404031104",0,
"404031105",2702,
"404031106",12711,
"404031107",24241,
"404031108",16465,
"404031109",4965,
"405011110",6112,
"405011111",8964,
"405011112",6153,
"405011113",3166,
"405011114",6546,
"405011115",4547,
"405021116",4044,
"405021117",4896,
"405021118",4157,
"405021119",9450,
"405031120",4566,
"405031121",5395,
"405031122",14007,
"405031123",3307,
"405041124",5267,
"405041125",4834,
"405041126",4040,
"405041127",7128,
"405041128",3933,
"406011129",2556,
"406011130",6494,
"406011131",4244,
"406011132",2262,
"406011133",15686,
"406011134",3532,
"406011135",74,
"406011136",21754,
"406011137",0,
"406021138",2270,
"406021139",1766,
"406021140",2136,
"406021141",2637,
"406021142",13516,
"406021143",3891,
"407011144",11125,
"407011145",4702,
"407011146",7097,
"407011147",7364,
"407011148",14374,
"407011149",5730,
"407021150",5833,
"407021151",3721,
"407021152",5255,
"407021154",6038,
"407021155",2249,
"407021156",3118,
"407021157",6620,
"407021158",3273,
"407021173",14669,
"407021174",14011,
"407031159",6503,
"407031160",4086,
"407031161",3028,
"407031162",5364,
"407031163",1700,
"407031164",6183,
"407031165",17557,
"407031166",3644,
"407031167",4638,
"407031168",4843,
"407031169",5391,
"407031170",6608,
"497979799",8,
"499999499",2862,
"501011001",5432,
"501011002",26334,
"501011003",10283,
"501011004",8828,
"501021005",17588,
"501021007",5196,
"501021008",6744,
"501021009",8798,
"501021010",3143,
"501021011",14,
"501021012",11758,
"501021014",8956,
"501021015",6991,
"501021016",4150,
"501021251",8995,
"501021252",3007,
"501021253",12156,
"501021254",5142,
"501031017",6361,
"501031018",5871,
"501031019",5539,
"501031020",5039,
"502011021",7087,
"502011022",8785,
"502011023",9857,
"502011024",18531,
"502011025",9091,
"502011026",5816,
"502011027",17780,
"502011028",10165,
"502011029",9627,
"503011030",6611,
"503011031",8149,
"503011032",7370,
"503011033",7900,
"503011034",10396,
"503011035",18531,
"503011036",8676,
"503021037",20,
"503021038",10702,
"503021039",16516,
"503021040",8825,
"503021041",31296,
"503021042",16463,
"503021043",17848,
"504011044",15093,
"504011045",22955,
"504011046",12714,
"504011047",21712,
"504011048",7978,
"504021049",4715,
"504021050",7055,
"504021051",5315,
"504021052",11,
"504021053",12866,
"504021054",12073,
"504031055",6,
"504031056",18746,
"504031057",18093,
"504031058",5181,
"504031059",36119,
"504031060",2741,
"504031061",4186,
"504031062",10574,
"504031063",8,
"504031064",3,
"504031065",5412,
"504031066",10672,
"504031067",6885,
"504031068",9903,
"504031069",0,
"505011070",9803,
"505011071",13799,
"505011072",15272,
"505011073",13348,
"505011074",10308,
"505011075",10807,
"505011076",8638,
"505011077",13602,
"505011078",13059,
"505011079",11169,
"505011080",7843,
"505011081",8184,
"505011082",9620,
"505011083",9281,
"505021084",15361,
"505021085",20049,
"505021086",24129,
"505021087",0,
"505021088",16555,
"505021089",20303,
"505021090",17769,
"505021091",12,
"505021092",15423,
"505021093",13747,
"505021094",7522,
"505021095",11894,
"505021096",13945,
"505021097",15714,
"505031098",11976,
"505031099",23440,
"505031100",16618,
"505031101",12968,
"505031102",8759,
"505031103",25405,
"505031104",10587,
"505031105",18780,
"505031106",9,
"505031107",13263,
"505031108",25621,
"505031255",7946,
"505031256",729,
"505031257",2991,
"505031258",8862,
"506011110",19046,
"506011111",18,
"506011112",5532,
"506011113",19265,
"506011114",10479,
"506011115",7959,
"506011116",7033,
"506011117",10273,
"506021118",14324,
"506021119",16550,
"506021120",6,
"506021121",27,
"506021122",25326,
"506021123",14481,
"506031124",20062,
"506031125",9997,
"506031126",0,
"506031127",18047,
"506031128",13806,
"506031129",13485,
"506031130",25,
"506031131",18187,
"506041132",18875,
"506041133",23065,
"506041134",20285,
"506041135",19041,
"506041136",13649,
"506041137",23152,
"506051138",18666,
"506051139",12307,
"506051140",14891,
"506051141",11591,
"506061142",16108,
"506061143",6350,
"506061144",4416,
"506071145",14014,
"506071146",11453,
"506071147",16576,
"507011148",17533,
"507011150",7,
"507011151",0,
"507011152",8768,
"507011153",8145,
"507011154",10385,
"507011155",18,
"507011158",2382,
"507011159",11466,
"507011160",10106,
"507011161",14909,
"507011163",7476,
"507011259",8234,
"507011260",2596,
"507021164",7375,
"507021165",14844,
"507021166",14370,
"507021167",17,
"507031169",14015,
"507031170",7670,
"507031172",66,
"507031173",26,
"507031174",10963,
"507031261",6185,
"507041175",11037,
"507041176",3717,
"507041177",13681,
"507041178",14448,
"507041179",7743,
"507041180",10729,
"507041181",16278,
"507041182",12255,
"507041183",4872,
"507041184",5908,
"507051185",33029,
"507051186",8589,
"507051187",13779,
"507051188",15434,
"507051189",13,
"507051190",11509,
"507051191",19609,
"507051192",12452,
"507051193",10699,
"509011225",14251,
"509011226",3439,
"509011227",4831,
"509011228",5850,
"509011229",2884,
"509011230",4561,
"509011231",4214,
"509011232",3630,
"509011233",10431,
"509011234",5078,
"509011235",0,
"509021236",5474,
"509021237",4102,
"509021238",3985,
"509021239",8432,
"509021240",5088,
"509021241",4774,
"509021242",3188,
"509021243",11115,
"509021244",4442,
"509021245",5347,
"509031246",3716,
"509031247",4293,
"509031248",2575,
"509031249",4725,
"509031250",4937,
"510011262",13984,
"510011263",7703,
"510011264",3271,
"510011265",7150,
"510011266",2246,
"510021267",6663,
"510021268",4567,
"510021269",4362,
"510021270",9470,
"510031271",13026,
"510031272",15825,
"510031273",5644,
"511011274",12111,
"511011275",3864,
"511021276",5157,
"511021277",4326,
"511031278",7089,
"511031279",13933,
"511031280",8842,
"511031281",4,
"511031282",4560,
"511031283",4657,
"511031284",0,
"511041285",11790,
"511041286",7968,
"511041287",7690,
"511041288",9980,
"511041289",3569,
"511041290",3070,
"511041291",4007,
"511041292",5942,
"597979799",431,
"599999499",5950,
"601011001",7287,
"601011002",5444,
"601011003",4338,
"601021004",5935,
"601021005",7654,
"601021006",3222,
"601021007",10391,
"601021008",7283,
"601021009",4700,
"601021010",3097,
"601021011",6109,
"601021012",4207,
"601031013",3987,
"601031014",5520,
"601031015",7746,
"601031016",4151,
"601031017",11063,
"601031018",4879,
"601031019",5284,
"601031020",6602,
"601031021",3915,
"601041022",11304,
"601041023",10290,
"601041024",7710,
"601041025",0,
"601041026",3574,
"601051027",7807,
"601051028",8320,
"601051029",4658,
"601051030",6036,
"601051031",11777,
"601051032",6091,
"601051033",5876,
"601061034",7534,
"601061035",8554,
"602011036",3055,
"602011037",4224,
"602011038",5137,
"602011039",4072,
"602011040",3735,
"602011041",8988,
"602011042",5217,
"602011043",3884,
"602011044",6418,
"602011045",3627,
"602011046",6419,
"602011047",4610,
"602011048",4682,
"602011049",4561,
"602011050",3506,
"602011051",4136,
"602011052",4644,
"602021053",3760,
"602021054",5721,
"602021055",5708,
"602021056",3241,
"602021057",4024,
"602031058",3947,
"602031059",6847,
"602031060",4014,
"602031061",3629,
"602031062",5063,
"602031064",6086,
"602031099",899,
"602031100",6619,
"603011065",2056,
"603011066",3098,
"603011067",6058,
"603011068",16,
"603021069",2947,
"603021070",4233,
"603021071",3659,
"603021072",8310,
"603031073",2372,
"603031074",4371,
"604011075",3165,
"604011076",4974,
"604011077",3603,
"604011078",6328,
"604011079",5020,
"604011080",3401,
"604011081",3903,
"604011082",6852,
"604011083",4187,
"604011084",6088,
"604021085",13755,
"604021086",4712,
"604021087",4511,
"604021088",3495,
"604021089",5624,
"604021090",2908,
"604021091",6140,
"604021092",3112,
"604031093",1583,
"604031094",4036,
"604031095",3885,
"604031096",3588,
"604031097",4152,
"604031098",0,
"697979799",75,
"699999499",911,
"701011001",17,
"701011002",6467,
"701011003",11,
"701011004",3348,
"701011005",3731,
"701011006",2543,
"701011007",2745,
"701011008",4151,
"701011009",2818,
"701021010",2130,
"701021011",2369,
"701021012",1281,
"701021013",3580,
"701021014",0,
"701021015",3,
"701021016",3053,
"701021017",9,
"701021018",1756,
"701021019",4948,
"701021020",4577,
"701021021",4799,
"701021022",4550,
"701021023",2547,
"701021024",2000,
"701021025",3853,
"701021026",3280,
"701021027",2561,
"701021028",2163,
"701021029",1876,
"701021030",2438,
"701031031",6979,
"701031032",8706,
"701031033",25,
"701031034",3294,
"701031035",4521,
"701041036",3073,
"701041037",2885,
"701041038",4289,
"701041039",3285,
"701041040",2960,
"701041041",4230,
"701041042",3067,
"701041043",6676,
"701041044",3235,
"702011045",4257,
"702011046",5048,
"702011047",4386,
"702011048",4887,
"702011049",3738,
"702011050",2463,
"702011051",2439,
"702011052",4035,
"702011053",2745,
"702011054",2083,
"702021055",2539,
"702021056",2997,
"702031057",4564,
"702031058",1836,
"702031059",2475,
"702031060",2452,
"702031061",4776,
"702041062",2486,
"702041063",7438,
"702041064",3090,
"702051065",2296,
"702051066",4150,
"702051067",9780,
"702051068",2489,
"797979799",73,
"799999499",2485,
"801011001",2397,
"801011002",6651,
"801011003",6996,
"801011004",2979,
"801011005",2804,
"801011006",7199,
"801011007",5329,
"801011008",4769,
"801011009",3355,
"801011010",2027,
"801011011",3312,
"801011012",10,
"801011013",2956,
"801011014",3069,
"801011015",4623,
"801011016",7270,
"801011017",3637,
"801011018",142,
"801011019",6794,
"801011020",2703,
"801011021",2749,
"801011022",3148,
"801011023",3023,
"801011024",2931,
"801011025",2584,
"801011026",2575,
"801011111",14,
"801011112",16,
"801031031",424,
"801031032",39,
"801031113",837,
"801031114",100,
"801031115",175,
"801041034",5708,
"801041035",6730,
"801041036",5759,
"801041037",4456,
"801041038",4307,
"801041039",6420,
"801041040",6131,
"801041043",276,
"801041044",7691,
"801041045",3,
"801041046",10486,
"801041047",6862,
"801041048",5529,
"801041116",0,
"801041117",0,
"801041118",666,
"801041119",10,
"801041120",101,
"801041121",0,
"801041122",0,
"801051049",2086,
"801051050",5183,
"801051051",5500,
"801051053",4275,
"801051054",2148,
"801051055",3660,
"801051056",2996,
"801051057",5114,
"801051058",5477,
"801051060",4049,
"801051061",5865,
"801051123",0,
"801051124",3220,
"801051125",1774,
"801051126",0,
"801051127",1640,
"801051128",0,
"801061062",2874,
"801061063",1609,
"801061064",4576,
"801061066",0,
"801061067",5956,
"801061068",4,
"801061069",3169,
"801061070",2888,
"801061129",1436,
"801061130",54,
"801061131",4425,
"801071071",4967,
"801071072",3783,
"801071073",5761,
"801071074",5118,
"801071075",5059,
"801071076",2953,
"801071077",2751,
"801071078",7610,
"801071079",3055,
"801071080",1892,
"801071081",4403,
"801071082",14900,
"801071083",1426,
"801071084",5428,
"801071085",0,
"801071086",1697,
"801071087",3008,
"801071088",3799,
"801071089",22,
"801071090",7511,
"801071132",12,
"801081091",2687,
"801081092",3162,
"801081093",3000,
"801081094",2604,
"801081095",3190,
"801081096",2134,
"801081097",2627,
"801081098",3580,
"801081133",4,
"801091099",2407,
"801091100",5234,
"801091101",3224,
"801091102",3499,
"801091103",2993,
"801091104",2345,
"801091105",3089,
"801091106",3254,
"801091107",990,
"801091108",2582,
"801091109",2935,
"801091110",2206,
"801101134",10,
"801101135",1810,
"801101136",0,
"801101137",0,
"801101138",5,
"801101139",2755,
"801111140",561,
"801111141",41,
"897979799",0,
"899999499",541,
"901011001",1842,
"901021002",541,
"901031003",395,
"901041004",1748,
"997979799",4,
"999999499",54,
"Total",23401891,

"Dataset: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2021, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
