Australian Bureau of Statistics

"2011 Census - Counting Persons, Place of Usual Residence"
"SA2"
"Counting: Persons, Place of Usual Residence"

Filters:
"Default Summation","Persons, Place of Usual Residence"


"SA2",
"401021005",4278,
"401021006",9010,
"401021007",14917,
"401021008",5925,
"401021009",4415,
"401021010",5350,
"401031011",17960,
"401031012",8947,
"401031013",15288,
"401041014",9260,
"401041015",18793,
"401041016",20452,
"401051017",9768,
"401051018",12056,
"401051019",13059,
"401061020",5965,
"401061021",13986,
"401061022",7001,
"401071023",17200,
"401071024",19640,
"402011025",8774,
"402011026",17626,
"402011027",5245,
"402021028",16194,
"402021029",15558,
"402021030",9877,
"402021031",12166,
"402021032",7781,
"402021033",2404,
"402021034",12163,
"402021035",3733,
"402031036",21560,
"402031037",20795,
"402031038",18584,
"402041039",0,
"402041040",14684,
"402041041",14456,
"402041042",76,
"402041043",15315,
"402041044",16051,
"402041045",18294,
"402041046",16003,
"402041047",17147,
"402041048",15631,
"402051049",9430,
"402051050",9075,
"402051051",10363,
"402051052",15739,
"402051053",18953,
"402051054",15822,
"402051055",12155,
"403011056",13401,
"403011057",19668,
"403021058",12566,
"403021059",12257,
"403021060",9055,
"403021061",14235,
"403021062",13513,
"403021063",9562,
"403021064",13141,
"403031065",4548,
"403031066",7256,
"403031067",11228,
"403031068",15072,
"403031069",15706,
"403031070",7848,
"403041071",11875,
"403041072",14153,
"403041073",8625,
"403041074",9833,
"403041075",2628,
"403041076",4280,
"403041077",10433,
"403041078",6418,
"403041079",7511,
"403041080",13634,
"403041081",0,
"403041082",28,
"403041083",5729,
"403041084",13451,
"403041085",9151,
"403041086",9782,
"403041087",18931,
"403041088",3288,
"403041089",11074,
"404011090",7219,
"404011091",13662,
"404011092",13937,
"404011093",16631,
"404011094",5711,
"404011095",15706,
"404011096",14044,
"404011097",15319,
"404021098",0,
"404021099",14506,
"404021100",14058,
"404021101",10777,
"404021102",17257,
"404021103",9,
"404031104",0,
"404031105",2590,
"404031106",12211,
"404031107",22759,
"404031108",15783,
"404031109",4480,
"405011110",5930,
"405011111",8112,
"405011112",5677,
"405011113",3104,
"405011114",5969,
"405011115",4416,
"405021116",3925,
"405021117",4744,
"405021118",4185,
"405021119",9196,
"405031120",4559,
"405031121",5428,
"405031122",14044,
"405031123",3239,
"405041124",5072,
"405041125",4237,
"405041126",3673,
"405041127",7047,
"405041128",3974,
"406011129",2642,
"406011130",6377,
"406011131",4251,
"406011132",2254,
"406011133",15222,
"406011134",3553,
"406011135",109,
"406011136",21992,
"406011137",0,
"406021138",2439,
"406021139",1694,
"406021140",2273,
"406021141",3441,
"406021142",13657,
"406021143",4717,
"407011144",10439,
"407011145",4416,
"407011146",6453,
"407011147",6639,
"407011148",13413,
"407011149",4993,
"407021150",5394,
"407021151",3677,
"407021152",5277,
"407021153",27754,
"407021154",5693,
"407021155",2422,
"407021156",3078,
"407021157",6554,
"407021158",3223,
"407031159",6527,
"407031160",4101,
"407031161",3051,
"407031162",5232,
"407031163",1733,
"407031164",5832,
"407031165",16706,
"407031166",3396,
"407031167",4389,
"407031168",4856,
"407031169",5538,
"407031170",6327,
"497979799",5,
"499999499",3069,
"501011001",4434,
"501011002",21898,
"501011003",8385,
"501011004",7323,
"501021005",14843,
"501021006",17109,
"501021007",4689,
"501021008",6519,
"501021009",9126,
"501021010",2984,
"501021011",10,
"501021012",10240,
"501021013",9995,
"501021014",8393,
"501021015",6894,
"501021016",3582,
"501031017",5906,
"501031018",5322,
"501031019",5415,
"501031020",5030,
"502011021",5548,
"502011022",7434,
"502011023",9939,
"502011024",17146,
"502011025",8569,
"502011026",4914,
"502011027",12486,
"502011028",9275,
"502011029",7978,
"503011030",6356,
"503011031",7593,
"503011032",7400,
"503011033",7229,
"503011034",10125,
"503011035",17549,
"503011036",7887,
"503021037",34,
"503021038",10299,
"503021039",16207,
"503021040",8544,
"503021041",25506,
"503021042",15058,
"503021043",16566,
"504011044",14405,
"504011045",21210,
"504011046",12351,
"504011047",20300,
"504011048",8077,
"504021049",4023,
"504021050",7043,
"504021051",4660,
"504021052",18,
"504021053",12653,
"504021054",12016,
"504031055",0,
"504031056",19084,
"504031057",15206,
"504031058",4327,
"504031059",23399,
"504031060",2533,
"504031061",3635,
"504031062",8057,
"504031063",14,
"504031064",3,
"504031065",5188,
"504031066",9585,
"504031067",6721,
"504031068",5403,
"504031069",0,
"505011070",9595,
"505011071",13946,
"505011072",15023,
"505011073",13426,
"505011074",10417,
"505011075",10682,
"505011076",6164,
"505011077",13728,
"505011078",13220,
"505011079",11005,
"505011080",8107,
"505011081",8368,
"505011082",9541,
"505011083",9202,
"505021084",14975,
"505021085",18045,
"505021086",23114,
"505021087",0,
"505021088",15219,
"505021089",18928,
"505021090",15060,
"505021091",7,
"505021092",14273,
"505021093",13204,
"505021094",6925,
"505021095",11268,
"505021096",12602,
"505021097",14825,
"505031098",11591,
"505031099",19226,
"505031100",11333,
"505031101",11688,
"505031102",8333,
"505031103",18978,
"505031104",10520,
"505031105",17508,
"505031106",0,
"505031107",12534,
"505031108",22953,
"505031109",7441,
"506011110",16239,
"506011111",0,
"506011112",5255,
"506011113",7456,
"506011114",10020,
"506011115",7329,
"506011116",6775,
"506011117",9219,
"506021118",13288,
"506021119",14992,
"506021120",3,
"506021121",52,
"506021122",21862,
"506021123",13610,
"506031124",19557,
"506031125",10160,
"506031126",0,
"506031127",14949,
"506031128",13536,
"506031129",13157,
"506031130",17,
"506031131",17393,
"506041132",17611,
"506041133",20510,
"506041134",19170,
"506041135",14528,
"506041136",11798,
"506041137",22965,
"506051138",15936,
"506051139",11779,
"506051140",14526,
"506051141",11323,
"506061142",8156,
"506061143",5686,
"506061144",3960,
"506071145",13399,
"506071146",10975,
"506071147",16437,
"507011148",14201,
"507011149",5963,
"507011150",19,
"507011151",0,
"507011152",7523,
"507011153",7743,
"507011154",9857,
"507011155",14,
"507011156",2516,
"507011157",222,
"507011158",577,
"507011159",11042,
"507011160",9096,
"507011161",10944,
"507011162",572,
"507011163",7125,
"507021164",6932,
"507021165",13245,
"507021166",13447,
"507021167",3,
"507031168",1132,
"507031169",7832,
"507031170",7370,
"507031171",1934,
"507031172",108,
"507031173",11,
"507031174",10840,
"507041175",10625,
"507041176",3740,
"507041177",12957,
"507041178",13870,
"507041179",7543,
"507041180",11092,
"507041181",15454,
"507041182",12113,
"507041183",4766,
"507041184",6203,
"507051185",16594,
"507051186",8631,
"507051187",14106,
"507051188",14826,
"507051189",13,
"507051190",11238,
"507051191",15613,
"507051192",11982,
"507051193",11102,
"508011194",11433,
"508011195",4172,
"508021196",5347,
"508021197",3942,
"508031198",7732,
"508031199",13947,
"508031200",9159,
"508031201",0,
"508031202",5405,
"508031203",5565,
"508031204",0,
"508041205",12765,
"508041206",8415,
"508041207",3564,
"508041208",7806,
"508041209",2238,
"508051210",12340,
"508051211",7746,
"508051212",6497,
"508051213",9170,
"508051214",3568,
"508051215",4077,
"508051216",4503,
"508051217",5768,
"508061218",10001,
"508061219",7744,
"508061220",16474,
"508061221",5479,
"508061222",4392,
"508061223",6425,
"508061224",9377,
"509011225",13682,
"509011226",2995,
"509011227",4259,
"509011228",5194,
"509011229",2830,
"509011230",4598,
"509011231",4193,
"509011232",3275,
"509011233",9442,
"509011234",4882,
"509011235",0,
"509021236",4427,
"509021237",3930,
"509021238",4057,
"509021239",7871,
"509021240",5070,
"509021241",4640,
"509021242",3470,
"509021243",10557,
"509021244",4387,
"509021245",4958,
"509031246",3603,
"509031247",4584,
"509031248",2926,
"509031249",4730,
"509031250",4864,
"597979799",417,
"599999499",7299,
"601011001",7489,
"601011002",4795,
"601011003",3730,
"601021004",5831,
"601021005",7217,
"601021006",3182,
"601021007",9634,
"601021008",6716,
"601021009",4594,
"601021010",2905,
"601021011",5492,
"601021012",4076,
"601031013",3746,
"601031014",5339,
"601031015",7681,
"601031016",4144,
"601031017",10533,
"601031018",4576,
"601031019",5127,
"601031020",6332,
"601031021",3773,
"601041022",10753,
"601041023",9742,
"601041024",7085,
"601041025",0,
"601041026",3510,
"601051027",7445,
"601051028",8134,
"601051029",4402,
"601051030",5969,
"601051031",11158,
"601051032",5905,
"601051033",5800,
"601061034",7083,
"601061035",7771,
"602011036",3086,
"602011037",3814,
"602011038",5136,
"602011039",3680,
"602011040",3751,
"602011041",8575,
"602011042",4967,
"602011043",3794,
"602011044",6314,
"602011045",3975,
"602011046",6071,
"602011047",4446,
"602011048",4601,
"602011049",4639,
"602011050",3469,
"602011051",4030,
"602011052",4697,
"602021053",3727,
"602021054",5584,
"602021055",5559,
"602021056",3174,
"602021057",3959,
"602031058",3931,
"602031059",6694,
"602031060",3756,
"602031061",3618,
"602031062",4735,
"602031063",7599,
"602031064",6176,
"603011065",2170,
"603011066",3095,
"603011067",6071,
"603011068",6,
"603021069",2796,
"603021070",3887,
"603021071",3492,
"603021072",7762,
"603031073",2355,
"603031074",4165,
"604011075",3306,
"604011076",5108,
"604011077",3787,
"604011078",6304,
"604011079",4935,
"604011080",3501,
"604011081",3975,
"604011082",6717,
"604011083",4339,
"604011084",5991,
"604021085",14009,
"604021086",4913,
"604021087",4224,
"604021088",3075,
"604021089",5021,
"604021090",2824,
"604021091",6097,
"604021092",3054,
"604031093",1563,
"604031094",4038,
"604031095",3933,
"604031096",3735,
"604031097",4679,
"604031098",0,
"697979799",113,
"699999499",1072,
"701011001",450,
"701011002",4545,
"701011003",42,
"701011004",3256,
"701011005",3244,
"701011006",2864,
"701011007",1976,
"701011008",3748,
"701011009",2651,
"701021010",2124,
"701021011",2405,
"701021012",2524,
"701021013",3055,
"701021014",4,
"701021015",11,
"701021016",2851,
"701021017",9,
"701021018",1819,
"701021019",4845,
"701021020",4693,
"701021021",2074,
"701021022",4756,
"701021023",2467,
"701021024",2027,
"701021025",3655,
"701021026",3270,
"701021027",2510,
"701021028",2111,
"701021029",1777,
"701021030",2621,
"701031031",4299,
"701031032",7799,
"701031033",20,
"701031034",2851,
"701031035",3647,
"701041036",3190,
"701041037",2961,
"701041038",3665,
"701041039",3311,
"701041040",3191,
"701041041",4132,
"701041042",7,
"701041043",3744,
"701041044",3419,
"702011045",4457,
"702011046",5233,
"702011047",4505,
"702011048",5042,
"702011049",3642,
"702011050",2164,
"702011051",2304,
"702011052",3727,
"702011053",2930,
"702011054",2060,
"702021055",2660,
"702021056",3061,
"702031057",4234,
"702031058",1925,
"702031059",2305,
"702031060",2579,
"702031061",4705,
"702041062",2572,
"702041063",7511,
"702041064",3933,
"702051065",2053,
"702051066",4044,
"702051067",9210,
"702051068",2517,
"797979799",107,
"799999499",1870,
"801011001",2483,
"801011002",4436,
"801011003",6390,
"801011004",3069,
"801011005",2903,
"801011006",7111,
"801011007",5412,
"801011008",5040,
"801011009",3556,
"801011010",2121,
"801011011",3303,
"801011012",3,
"801011013",2876,
"801011014",3092,
"801011015",4814,
"801011016",7312,
"801011017",3603,
"801011018",0,
"801011019",5504,
"801011020",2556,
"801011021",2798,
"801011022",3200,
"801011023",2878,
"801011024",2814,
"801011025",2559,
"801011026",2608,
"801021027",488,
"801021028",28,
"801021029",33,
"801031030",915,
"801031031",309,
"801031032",36,
"801031033",251,
"801041034",5570,
"801041035",1493,
"801041036",1490,
"801041037",562,
"801041038",2324,
"801041039",3805,
"801041040",5616,
"801041041",35,
"801041042",0,
"801041043",334,
"801041044",4440,
"801041045",6,
"801041046",8983,
"801041047",6950,
"801041048",5681,
"801051049",1968,
"801051050",5102,
"801051051",4559,
"801051052",4932,
"801051053",2823,
"801051054",2140,
"801051055",3555,
"801051056",2913,
"801051057",4486,
"801051058",5250,
"801051059",1583,
"801051060",3594,
"801051061",5122,
"801061062",2783,
"801061063",1467,
"801061064",3901,
"801061065",4163,
"801061066",0,
"801061067",5671,
"801061068",0,
"801061069",3249,
"801061070",2922,
"801071071",5060,
"801071072",3837,
"801071073",5832,
"801071074",5237,
"801071075",5315,
"801071076",3082,
"801071077",2841,
"801071078",7767,
"801071079",3070,
"801071080",1452,
"801071081",4315,
"801071082",15448,
"801071083",1459,
"801071084",5423,
"801071085",4,
"801071086",1783,
"801071087",3133,
"801071088",4019,
"801071089",29,
"801071090",7787,
"801081091",2722,
"801081092",3241,
"801081093",3014,
"801081094",2710,
"801081095",3121,
"801081096",2085,
"801081097",2596,
"801081098",3255,
"801091099",2488,
"801091100",5175,
"801091101",3357,
"801091102",3197,
"801091103",2955,
"801091104",2351,
"801091105",2734,
"801091106",2919,
"801091107",873,
"801091108",2543,
"801091109",2084,
"801091110",2284,
"897979799",0,
"899999499",630,
"901011001",2072,
"901021002",549,
"901031003",377,
"997979799",0,
"999999499",26,
"Total",21507719,

"Dataset: Census of Population and Housing, 2011, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2021, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
