Australian Bureau of Statistics

"2011 Census - Counting Persons, Place of Usual Residence"
"SA4"
"Counting: Persons, Place of Usual Residence"

Filters:
"Default Summation","Persons, Place of Usual Residence"


"SA4",
"101",207823,
"102",312182,
"103",196740,
"104",130602,
"105",113589,
"106",243247,
"107",275983,
"108",201110,
"109",110317,
"110",176193,
"111",342605,
"112",227620,
"113",150119,
"114",137006,
"115",210411,
"116",303531,
"117",264544,
"118",249545,
"119",523610,
"120",263561,
"121",374663,
"122",237640,
"123",235804,
"124",288191,
"125",394709,
"126",162846,
"127",360166,
"128",210265,
"197",112,
"199",12917,
"201",146234,
"202",140695,
"203",250650,
"204",159294,
"205",255858,
"206",501989,
"207",340002,
"208",378214,
"209",437046,
"210",318481,
"211",479105,
"212",658018,
"213",616059,
"214",271066,
"215",147427,
"216",124893,
"217",120659,
"297",36,
"299",8307,
"301",211432,
"302",191049,
"303",314086,
"304",170353,
"305",223975,
"306",224438,
"307",122274,
"308",211343,
"309",507641,
"310",281788,
"311",290428,
"312",166813,
"313",215453,
"314",167430,
"315",82926,
"316",306909,
"317",140220,
"318",217896,
"319",273266,
"397",473,
"399",12543,
"401",277063,
"402",391644,
"403",339873,
"404",216654,
"405",106521,
"406",84619,
"407",177124,
"497",5,
"499",3069,
"501",158106,
"502",83295,
"503",156351,
"504",219898,
"505",482953,
"506",433627,
"507",352748,
"508",215050,
"509",129437,
"597",417,
"599",7299,
"601",211655,
"602",137556,
"603",35797,
"604",109153,
"697",113,
"699",1072,
"701",120586,
"702",89374,
"797",107,
"799",1870,
"801",356586,
"897",0,
"899",630,
"901",3004,
"997",0,
"999",26,
"Total",21507719,

"Dataset: Census of Population and Housing, 2011, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2021, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
