"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","8-9","Year 3",2011,"Writing",409.7
10050,"all","8-9","Year 3",2012,"Writing",399.6
10050,"all","8-9","Year 3",2013,"Writing",397.8
10050,"all","8-9","Year 3",2014,"Writing",386
10050,"all","8-9","Year 3",2015,"Writing",405.4
10050,"all","8-9","Year 3",2016,"Writing",407.1
10050,"all","8-9","Year 3",2017,"Writing",398.1
10050,"all","8-9","Year 3",2018,"Writing",391
10050,"all","8-9","Year 3",2019,"Writing",410.4
10050,"all","8-9","Year 3",2021,"Writing",413.2
10130,"all","8-9","Year 3",2011,"Writing",417.2
10130,"all","8-9","Year 3",2012,"Writing",406.2
10130,"all","8-9","Year 3",2013,"Writing",401.9
10130,"all","8-9","Year 3",2014,"Writing",380.5
10130,"all","8-9","Year 3",2015,"Writing",400.1
10130,"all","8-9","Year 3",2016,"Writing",413.2
10130,"all","8-9","Year 3",2017,"Writing",408.5
10130,"all","8-9","Year 3",2018,"Writing",392.6
10130,"all","8-9","Year 3",2019,"Writing",410.1
10130,"all","8-9","Year 3",2021,"Writing",398.5
10250,"all","8-9","Year 3",2011,"Writing",422.8
10250,"all","8-9","Year 3",2012,"Writing",414.5
10250,"all","8-9","Year 3",2013,"Writing",413
10250,"all","8-9","Year 3",2014,"Writing",401.2
10250,"all","8-9","Year 3",2015,"Writing",417.7
10250,"all","8-9","Year 3",2016,"Writing",414.6
10250,"all","8-9","Year 3",2017,"Writing",409
10250,"all","8-9","Year 3",2018,"Writing",399.5
10250,"all","8-9","Year 3",2019,"Writing",424.8
10250,"all","8-9","Year 3",2021,"Writing",429.2
10300,"all","8-9","Year 3",2011,"Writing",371.8
10300,"all","8-9","Year 3",2012,"Writing",361.1
10300,"all","8-9","Year 3",2013,"Writing",367.8
10300,"all","8-9","Year 3",2014,"Writing",366.5
10300,"all","8-9","Year 3",2015,"Writing",402.8
10300,"all","8-9","Year 3",2016,"Writing",399.2
10300,"all","8-9","Year 3",2017,"Writing",411.9
10300,"all","8-9","Year 3",2018,"Writing",377.1
10300,"all","8-9","Year 3",2019,"Writing",393.9
10300,"all","8-9","Year 3",2021,"Writing",407.3
10470,"all","8-9","Year 3",2011,"Writing",412.2
10470,"all","8-9","Year 3",2012,"Writing",413.9
10470,"all","8-9","Year 3",2013,"Writing",406.8
10470,"all","8-9","Year 3",2014,"Writing",394.6
10470,"all","8-9","Year 3",2015,"Writing",399.8
10470,"all","8-9","Year 3",2016,"Writing",415.3
10470,"all","8-9","Year 3",2017,"Writing",413
10470,"all","8-9","Year 3",2018,"Writing",401.9
10470,"all","8-9","Year 3",2019,"Writing",419.3
10470,"all","8-9","Year 3",2021,"Writing",422.9
10550,"all","8-9","Year 3",2011,"Writing",412.7
10550,"all","8-9","Year 3",2012,"Writing",406.1
10550,"all","8-9","Year 3",2013,"Writing",396.1
10550,"all","8-9","Year 3",2014,"Writing",391.5
10550,"all","8-9","Year 3",2015,"Writing",398.1
10550,"all","8-9","Year 3",2016,"Writing",404.1
10550,"all","8-9","Year 3",2017,"Writing",397.5
10550,"all","8-9","Year 3",2018,"Writing",399.8
10550,"all","8-9","Year 3",2019,"Writing",410.3
10550,"all","8-9","Year 3",2021,"Writing",409.9
10600,"all","8-9","Year 3",2011,"Writing",422.2
10600,"all","8-9","Year 3",2012,"Writing",388.8
10600,"all","8-9","Year 3",2013,"Writing",381.9
10600,"all","8-9","Year 3",2014,"Writing",365
10600,"all","8-9","Year 3",2015,"Writing",401.4
10600,"all","8-9","Year 3",2016,"Writing",403.7
10600,"all","8-9","Year 3",2017,"Writing",378.4
10600,"all","8-9","Year 3",2018,"Writing",376.9
10600,"all","8-9","Year 3",2019,"Writing",400.8
10600,"all","8-9","Year 3",2021,"Writing",413.9
10650,"all","8-9","Year 3",2011,"Writing",395.5
10650,"all","8-9","Year 3",2012,"Writing",404.2
10650,"all","8-9","Year 3",2013,"Writing",419.6
10650,"all","8-9","Year 3",2014,"Writing",389.3
10650,"all","8-9","Year 3",2015,"Writing",401.7
10650,"all","8-9","Year 3",2016,"Writing",413.9
10650,"all","8-9","Year 3",2017,"Writing",428.3
10650,"all","8-9","Year 3",2018,"Writing",415.1
10650,"all","8-9","Year 3",2019,"Writing",417.6
10650,"all","8-9","Year 3",2021,"Writing",420.5
10750,"all","8-9","Year 3",2011,"Writing",417.4
10750,"all","8-9","Year 3",2012,"Writing",416.4
10750,"all","8-9","Year 3",2013,"Writing",414.8
10750,"all","8-9","Year 3",2014,"Writing",401
10750,"all","8-9","Year 3",2015,"Writing",414
10750,"all","8-9","Year 3",2016,"Writing",419.1
10750,"all","8-9","Year 3",2017,"Writing",414.2
10750,"all","8-9","Year 3",2018,"Writing",408.5
10750,"all","8-9","Year 3",2019,"Writing",426.9
10750,"all","8-9","Year 3",2021,"Writing",431.9
10800,"all","8-9","Year 3",2011,"Writing",404.8
10800,"all","8-9","Year 3",2012,"Writing",396.9
10800,"all","8-9","Year 3",2013,"Writing",408
10800,"all","8-9","Year 3",2014,"Writing",382.2
10800,"all","8-9","Year 3",2015,"Writing",407.8
10800,"all","8-9","Year 3",2016,"Writing",409.7
10800,"all","8-9","Year 3",2017,"Writing",411.8
10800,"all","8-9","Year 3",2018,"Writing",397
10800,"all","8-9","Year 3",2019,"Writing",407.7
10800,"all","8-9","Year 3",2021,"Writing",423.1
10850,"all","8-9","Year 3",2011,"Writing",422.9
10850,"all","8-9","Year 3",2012,"Writing",432.1
10850,"all","8-9","Year 3",2013,"Writing",430.7
10850,"all","8-9","Year 3",2014,"Writing",403
10850,"all","8-9","Year 3",2015,"Writing",429
10850,"all","8-9","Year 3",2016,"Writing",429.7
10850,"all","8-9","Year 3",2017,"Writing",417.5
