"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","14-15","Year 9",2011,"Writing",546.1
10050,"all","14-15","Year 9",2012,"Writing",541.3
10050,"all","14-15","Year 9",2013,"Writing",538.2
10050,"all","14-15","Year 9",2014,"Writing",531.8
10050,"all","14-15","Year 9",2015,"Writing",526.4
10050,"all","14-15","Year 9",2016,"Writing",534.2
10050,"all","14-15","Year 9",2017,"Writing",537.7
10050,"all","14-15","Year 9",2018,"Writing",526.2
10050,"all","14-15","Year 9",2019,"Writing",531.2
10050,"all","14-15","Year 9",2021,"Writing",535.4
10130,"all","14-15","Year 9",2011,"Writing",552.2
10130,"all","14-15","Year 9",2012,"Writing",561.5
10130,"all","14-15","Year 9",2013,"Writing",537.8
10130,"all","14-15","Year 9",2014,"Writing",548.1
10130,"all","14-15","Year 9",2015,"Writing",539.9
10130,"all","14-15","Year 9",2016,"Writing",545.7
10130,"all","14-15","Year 9",2017,"Writing",562.4
10130,"all","14-15","Year 9",2018,"Writing",535.3
10130,"all","14-15","Year 9",2019,"Writing",543.5
10130,"all","14-15","Year 9",2021,"Writing",533.8
10250,"all","14-15","Year 9",2011,"Writing",559.1
10250,"all","14-15","Year 9",2012,"Writing",543.2
10250,"all","14-15","Year 9",2013,"Writing",542.2
10250,"all","14-15","Year 9",2014,"Writing",522.2
10250,"all","14-15","Year 9",2015,"Writing",522.4
10250,"all","14-15","Year 9",2016,"Writing",518.6
10250,"all","14-15","Year 9",2017,"Writing",538.5
10250,"all","14-15","Year 9",2018,"Writing",530
10250,"all","14-15","Year 9",2019,"Writing",547.4
10250,"all","14-15","Year 9",2021,"Writing",548.6
10300,"all","14-15","Year 9",2011,"Writing",590.4
10300,"all","14-15","Year 9",2012,"Writing",506.2
10300,"all","14-15","Year 9",2013,"Writing",470
10300,"all","14-15","Year 9",2014,"Writing",521.1
10300,"all","14-15","Year 9",2015,"Writing",509
10300,"all","14-15","Year 9",2016,"Writing",543.2
10300,"all","14-15","Year 9",2017,"Writing",549.2
10300,"all","14-15","Year 9",2018,"Writing",505.9
10300,"all","14-15","Year 9",2019,"Writing",506.8
10300,"all","14-15","Year 9",2021,"Writing",550.7
10470,"all","14-15","Year 9",2011,"Writing",540.7
10470,"all","14-15","Year 9",2012,"Writing",546.9
10470,"all","14-15","Year 9",2013,"Writing",539.6
10470,"all","14-15","Year 9",2014,"Writing",523
10470,"all","14-15","Year 9",2015,"Writing",544.3
10470,"all","14-15","Year 9",2016,"Writing",537.8
10470,"all","14-15","Year 9",2017,"Writing",543.1
10470,"all","14-15","Year 9",2018,"Writing",546.1
10470,"all","14-15","Year 9",2019,"Writing",543.8
10470,"all","14-15","Year 9",2021,"Writing",547.5
10550,"all","14-15","Year 9",2011,"Writing",548
10550,"all","14-15","Year 9",2012,"Writing",529.6
10550,"all","14-15","Year 9",2013,"Writing",530.7
10550,"all","14-15","Year 9",2014,"Writing",503.4
10550,"all","14-15","Year 9",2015,"Writing",516
10550,"all","14-15","Year 9",2016,"Writing",530.5
10550,"all","14-15","Year 9",2017,"Writing",522.3
10550,"all","14-15","Year 9",2018,"Writing",518.6
10550,"all","14-15","Year 9",2019,"Writing",539.6
10550,"all","14-15","Year 9",2021,"Writing",527.6
10600,"all","14-15","Year 9",2011,"Writing",521.7
10600,"all","14-15","Year 9",2012,"Writing",508.4
10600,"all","14-15","Year 9",2013,"Writing",520.3
10600,"all","14-15","Year 9",2014,"Writing",519.4
10600,"all","14-15","Year 9",2015,"Writing",494.5
10600,"all","14-15","Year 9",2016,"Writing",498.2
10600,"all","14-15","Year 9",2017,"Writing",549.3
10600,"all","14-15","Year 9",2018,"Writing",527.2
10600,"all","14-15","Year 9",2019,"Writing",508.9
10600,"all","14-15","Year 9",2021,"Writing",562.1
10650,"all","14-15","Year 9",2011,"Writing",502.7
10650,"all","14-15","Year 9",2012,"Writing",527.6
10650,"all","14-15","Year 9",2013,"Writing",515.1
10650,"all","14-15","Year 9",2014,"Writing",510
10650,"all","14-15","Year 9",2015,"Writing",523.2
10650,"all","14-15","Year 9",2016,"Writing",514.8
10650,"all","14-15","Year 9",2017,"Writing",520.5
10650,"all","14-15","Year 9",2018,"Writing",515.1
10650,"all","14-15","Year 9",2019,"Writing",520.5
10650,"all","14-15","Year 9",2021,"Writing",529.2
10750,"all","14-15","Year 9",2011,"Writing",543.5
10750,"all","14-15","Year 9",2012,"Writing",534.7
10750,"all","14-15","Year 9",2013,"Writing",535.2
10750,"all","14-15","Year 9",2014,"Writing",527.4
10750,"all","14-15","Year 9",2015,"Writing",529
10750,"all","14-15","Year 9",2016,"Writing",532.6
10750,"all","14-15","Year 9",2017,"Writing",542.3
10750,"all","14-15","Year 9",2018,"Writing",537
10750,"all","14-15","Year 9",2019,"Writing",543
10750,"all","14-15","Year 9",2021,"Writing",549.9
10800,"all","14-15","Year 9",2011,"Writing",525.5
10800,"all","14-15","Year 9",2012,"Writing",499
10800,"all","14-15","Year 9",2013,"Writing",526.3
10800,"all","14-15","Year 9",2014,"Writing",516.3
10800,"all","14-15","Year 9",2015,"Writing",521.3
10800,"all","14-15","Year 9",2016,"Writing",523.4
10800,"all","14-15","Year 9",2017,"Writing",524.5
10800,"all","14-15","Year 9",2018,"Writing",522.9
10800,"all","14-15","Year 9",2019,"Writing",522.2
10800,"all","14-15","Year 9",2021,"Writing",539.2
10850,"all","14-15","Year 9",2011,"Writing",536.1
10850,"all","14-15","Year 9",2012,"Writing",518.8
10850,"all","14-15","Year 9",2013,"Writing",506.5
10850,"all","14-15","Year 9",2014,"Writing",533
10850,"all","14-15","Year 9",2015,"Writing",541.7
10850,"all","14-15","Year 9",2016,"Writing",536.3
10850,"all","14-15","Year 9",2017,"Writing",528.4
10850,"all","14-15","Year 9",2018,"Writing",514.8
10850,"all","14-15","Year 9",2019,"Writing",548.7
10850,"all","14-15","Year 9",2021,"Writing",541.7
10900,"all","14-15","Year 9",2011,"Writing",574.4
10900,"all","14-15","Year 9",2012,"Writing",566.2
10900,"all","14-15","Year 9",2013,"Writing",560.2
10900,"all","14-15","Year 9",2014,"Writing",564.5
10900,"all","14-15","Year 9",2015,"Writing",546.2
10900,"all","14-15","Year 9",2016,"Writing",556.7
10900,"all","14-15","Year 9",2017,"Writing",558.2
10900,"all","14-15","Year 9",2018,"Writing",550.7
10900,"all","14-15","Year 9",2019,"Writing",549.1
10900,"all","14-15","Year 9",2021,"Writing",553.6
10950,"all","14-15","Year 9",2011,"Writing",505.8
10950,"all","14-15","Year 9",2012,"Writing",504
10950,"all","14-15","Year 9",2013,"Writing",520.3
10950,"all","14-15","Year 9",2014,"Writing",498.6
10950,"all","14-15","Year 9",2015,"Writing",505.2
10950,"all","14-15","Year 9",2016,"Writing",502.1
10950,"all","14-15","Year 9",2017,"Writing",470.1
10950,"all","14-15","Year 9",2018,"Writing",497.6
10950,"all","14-15","Year 9",2019,"Writing",485.7
10950,"all","14-15","Year 9",2021,"Writing",513.7
11100,"all","14-15","Year 9",2011,"Writing",529.9
11100,"all","14-15","Year 9",2012,"Writing",531.9
11100,"all","14-15","Year 9",2013,"Writing",519.1
11100,"all","14-15","Year 9",2014,"Writing",487
11100,"all","14-15","Year 9",2015,"Writing",527.8
11100,"all","14-15","Year 9",2016,"Writing",516.6
11100,"all","14-15","Year 9",2017,"Writing",492.6
11100,"all","14-15","Year 9",2018,"Writing",440
11100,"all","14-15","Year 9",2019,"Writing",495.6
11100,"all","14-15","Year 9",2021,"Writing",520.7
11150,"all","14-15","Year 9",2011,"Writing",468.2
11150,"all","14-15","Year 9",2012,"Writing",427.8
11150,"all","14-15","Year 9",2013,"Writing",435.8
11150,"all","14-15","Year 9",2014,"Writing",402.8
11150,"all","14-15","Year 9",2015,"Writing",482.8
11150,"all","14-15","Year 9",2016,"Writing",456.2
11150,"all","14-15","Year 9",2017,"Writing",414.3
11150,"all","14-15","Year 9",2018,"Writing",420.9
11150,"all","14-15","Year 9",2019,"Writing",454.2
11150,"all","14-15","Year 9",2021,"Writing",459.5
11200,"all","14-15","Year 9",2011,"Writing",393.3
11200,"all","14-15","Year 9",2012,"Writing",423.4
11200,"all","14-15","Year 9",2013,"Writing",416.3
11200,"all","14-15","Year 9",2015,"Writing",423.7
11200,"all","14-15","Year 9",2016,"Writing",504.2
11200,"all","14-15","Year 9",2017,"Writing",394.4
11200,"all","14-15","Year 9",2018,"Writing",418.4
11200,"all","14-15","Year 9",2019,"Writing",366.2
11200,"all","14-15","Year 9",2021,"Writing",466.9
11250,"all","14-15","Year 9",2011,"Writing",516.4
11250,"all","14-15","Year 9",2012,"Writing",502.3
11250,"all","14-15","Year 9",2013,"Writing",488.3
11250,"all","14-15","Year 9",2014,"Writing",477
11250,"all","14-15","Year 9",2015,"Writing",508.7
11250,"all","14-15","Year 9",2016,"Writing",490.5
11250,"all","14-15","Year 9",2017,"Writing",479.5
11250,"all","14-15","Year 9",2018,"Writing",499.5
11250,"all","14-15","Year 9",2019,"Writing",506.6
11250,"all","14-15","Year 9",2021,"Writing",510.3
11300,"all","14-15","Year 9",2011,"Writing",626.3
11300,"all","14-15","Year 9",2012,"Writing",634.6
11300,"all","14-15","Year 9",2013,"Writing",618.8
11300,"all","14-15","Year 9",2014,"Writing",607.3
11300,"all","14-15","Year 9",2015,"Writing",606.6
11300,"all","14-15","Year 9",2016,"Writing",604.6
11300,"all","14-15","Year 9",2017,"Writing",620.8
11300,"all","14-15","Year 9",2018,"Writing",606.9
11300,"all","14-15","Year 9",2019,"Writing",596.6
11300,"all","14-15","Year 9",2021,"Writing",599.2
11350,"all","14-15","Year 9",2011,"Writing",552
11350,"all","14-15","Year 9",2012,"Writing",534.6
11350,"all","14-15","Year 9",2013,"Writing",538.6
