"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","8-9","Year 3",2008,"Reading",412.6
10050,"all","8-9","Year 3",2009,"Reading",424.9
10050,"all","8-9","Year 3",2010,"Reading",420.8
10050,"all","8-9","Year 3",2011,"Reading",414
10050,"all","8-9","Year 3",2012,"Reading",412.5
10050,"all","8-9","Year 3",2013,"Reading",406.3
10050,"all","8-9","Year 3",2014,"Reading",405.6
10050,"all","8-9","Year 3",2015,"Reading",413.5
10050,"all","8-9","Year 3",2016,"Reading",412.7
10050,"all","8-9","Year 3",2017,"Reading",416.4
10050,"all","8-9","Year 3",2018,"Reading",420.3
10050,"all","8-9","Year 3",2019,"Reading",419.9
10050,"all","8-9","Year 3",2021,"Reading",425.4
10130,"all","8-9","Year 3",2008,"Reading",403.2
10130,"all","8-9","Year 3",2009,"Reading",411.2
10130,"all","8-9","Year 3",2010,"Reading",422.5
10130,"all","8-9","Year 3",2011,"Reading",413.9
10130,"all","8-9","Year 3",2012,"Reading",411.4
10130,"all","8-9","Year 3",2013,"Reading",412.5
10130,"all","8-9","Year 3",2014,"Reading",401.1
10130,"all","8-9","Year 3",2015,"Reading",406
10130,"all","8-9","Year 3",2016,"Reading",404.2
10130,"all","8-9","Year 3",2017,"Reading",420.1
10130,"all","8-9","Year 3",2018,"Reading",420
10130,"all","8-9","Year 3",2019,"Reading",407.4
10130,"all","8-9","Year 3",2021,"Reading",402.6
10250,"all","8-9","Year 3",2008,"Reading",415
10250,"all","8-9","Year 3",2009,"Reading",419.7
10250,"all","8-9","Year 3",2010,"Reading",416.1
10250,"all","8-9","Year 3",2011,"Reading",435
10250,"all","8-9","Year 3",2012,"Reading",432.4
10250,"all","8-9","Year 3",2013,"Reading",437.7
10250,"all","8-9","Year 3",2014,"Reading",429.6
10250,"all","8-9","Year 3",2015,"Reading",433.2
10250,"all","8-9","Year 3",2016,"Reading",428.9
10250,"all","8-9","Year 3",2017,"Reading",433.7
10250,"all","8-9","Year 3",2018,"Reading",436.8
10250,"all","8-9","Year 3",2019,"Reading",438.9
10250,"all","8-9","Year 3",2021,"Reading",447.4
10300,"all","8-9","Year 3",2008,"Reading",383.5
10300,"all","8-9","Year 3",2009,"Reading",337.2
10300,"all","8-9","Year 3",2010,"Reading",385.1
10300,"all","8-9","Year 3",2011,"Reading",374.2
10300,"all","8-9","Year 3",2012,"Reading",360.8
10300,"all","8-9","Year 3",2013,"Reading",377
10300,"all","8-9","Year 3",2014,"Reading",362.4
10300,"all","8-9","Year 3",2015,"Reading",389.9
10300,"all","8-9","Year 3",2016,"Reading",386.4
10300,"all","8-9","Year 3",2017,"Reading",409.4
10300,"all","8-9","Year 3",2018,"Reading",407
10300,"all","8-9","Year 3",2019,"Reading",367.6
10300,"all","8-9","Year 3",2021,"Reading",403.5
10470,"all","8-9","Year 3",2008,"Reading",413.2
10470,"all","8-9","Year 3",2009,"Reading",420.1
10470,"all","8-9","Year 3",2010,"Reading",422.6
10470,"all","8-9","Year 3",2011,"Reading",415.8
10470,"all","8-9","Year 3",2012,"Reading",426
10470,"all","8-9","Year 3",2013,"Reading",416
10470,"all","8-9","Year 3",2014,"Reading",413.5
10470,"all","8-9","Year 3",2015,"Reading",414
10470,"all","8-9","Year 3",2016,"Reading",416.7
10470,"all","8-9","Year 3",2017,"Reading",434
10470,"all","8-9","Year 3",2018,"Reading",428.7
10470,"all","8-9","Year 3",2019,"Reading",419.9
10470,"all","8-9","Year 3",2021,"Reading",431.6
10550,"all","8-9","Year 3",2008,"Reading",397.7
10550,"all","8-9","Year 3",2009,"Reading",415.2
10550,"all","8-9","Year 3",2010,"Reading",407.1
10550,"all","8-9","Year 3",2011,"Reading",404.9
10550,"all","8-9","Year 3",2012,"Reading",413.5
10550,"all","8-9","Year 3",2013,"Reading",408.6
10550,"all","8-9","Year 3",2014,"Reading",412.9
10550,"all","8-9","Year 3",2015,"Reading",409
10550,"all","8-9","Year 3",2016,"Reading",397.4
10550,"all","8-9","Year 3",2017,"Reading",411.7
10550,"all","8-9","Year 3",2018,"Reading",428.1
10550,"all","8-9","Year 3",2019,"Reading",414.3
10550,"all","8-9","Year 3",2021,"Reading",423.5
10600,"all","8-9","Year 3",2008,"Reading",412.3
10600,"all","8-9","Year 3",2009,"Reading",407.3
10600,"all","8-9","Year 3",2010,"Reading",406
10600,"all","8-9","Year 3",2011,"Reading",426.8
10600,"all","8-9","Year 3",2012,"Reading",407.7
10600,"all","8-9","Year 3",2013,"Reading",415.6
10600,"all","8-9","Year 3",2014,"Reading",408.3
10600,"all","8-9","Year 3",2015,"Reading",435.6
