"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","10-11","Year 5",2008,"Spelling",490
10050,"all","10-11","Year 5",2009,"Spelling",486.6
10050,"all","10-11","Year 5",2010,"Spelling",488.2
10050,"all","10-11","Year 5",2011,"Spelling",485.1
10050,"all","10-11","Year 5",2012,"Spelling",482.8
10050,"all","10-11","Year 5",2013,"Spelling",485.8
10050,"all","10-11","Year 5",2014,"Spelling",484.2
10050,"all","10-11","Year 5",2015,"Spelling",479.1
10050,"all","10-11","Year 5",2016,"Spelling",473.2
10050,"all","10-11","Year 5",2017,"Spelling",476.6
10050,"all","10-11","Year 5",2018,"Spelling",479.5
10050,"all","10-11","Year 5",2019,"Spelling",480.5
10050,"all","10-11","Year 5",2021,"Spelling",487.2
10130,"all","10-11","Year 5",2008,"Spelling",479.2
10130,"all","10-11","Year 5",2009,"Spelling",477.1
10130,"all","10-11","Year 5",2010,"Spelling",480.5
10130,"all","10-11","Year 5",2011,"Spelling",479.6
10130,"all","10-11","Year 5",2012,"Spelling",492.5
10130,"all","10-11","Year 5",2013,"Spelling",487.3
10130,"all","10-11","Year 5",2014,"Spelling",482.5
10130,"all","10-11","Year 5",2015,"Spelling",486.7
10130,"all","10-11","Year 5",2016,"Spelling",476.2
10130,"all","10-11","Year 5",2017,"Spelling",483.8
10130,"all","10-11","Year 5",2018,"Spelling",475.2
10130,"all","10-11","Year 5",2019,"Spelling",483.4
10130,"all","10-11","Year 5",2021,"Spelling",470.2
10250,"all","10-11","Year 5",2008,"Spelling",491.8
10250,"all","10-11","Year 5",2009,"Spelling",491.9
10250,"all","10-11","Year 5",2010,"Spelling",490.2
10250,"all","10-11","Year 5",2011,"Spelling",482.9
10250,"all","10-11","Year 5",2012,"Spelling",486.6
10250,"all","10-11","Year 5",2013,"Spelling",492.4
10250,"all","10-11","Year 5",2014,"Spelling",496.7
10250,"all","10-11","Year 5",2015,"Spelling",497.1
10250,"all","10-11","Year 5",2016,"Spelling",497.6
10250,"all","10-11","Year 5",2017,"Spelling",505.2
10250,"all","10-11","Year 5",2018,"Spelling",495.6
10250,"all","10-11","Year 5",2019,"Spelling",495.4
10250,"all","10-11","Year 5",2021,"Spelling",504.5
10300,"all","10-11","Year 5",2008,"Spelling",457.8
10300,"all","10-11","Year 5",2009,"Spelling",476.3
10300,"all","10-11","Year 5",2010,"Spelling",452.3
10300,"all","10-11","Year 5",2011,"Spelling",447.7
10300,"all","10-11","Year 5",2012,"Spelling",479.7
10300,"all","10-11","Year 5",2013,"Spelling",462.7
