"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","10-11","Year 5",2008,"Numeracy",477.2
10050,"all","10-11","Year 5",2009,"Numeracy",488
10050,"all","10-11","Year 5",2010,"Numeracy",484.8
10050,"all","10-11","Year 5",2011,"Numeracy",489.4
10050,"all","10-11","Year 5",2012,"Numeracy",481.1
10050,"all","10-11","Year 5",2013,"Numeracy",481.2
10050,"all","10-11","Year 5",2014,"Numeracy",483.7
10050,"all","10-11","Year 5",2015,"Numeracy",475.2
10050,"all","10-11","Year 5",2016,"Numeracy",474.2
10050,"all","10-11","Year 5",2017,"Numeracy",478.5
10050,"all","10-11","Year 5",2018,"Numeracy",480.1
10050,"all","10-11","Year 5",2019,"Numeracy",481.7
10050,"all","10-11","Year 5",2021,"Numeracy",488.8
10130,"all","10-11","Year 5",2008,"Numeracy",482.7
10130,"all","10-11","Year 5",2009,"Numeracy",486.6
10130,"all","10-11","Year 5",2010,"Numeracy",487.4
10130,"all","10-11","Year 5",2011,"Numeracy",485
10130,"all","10-11","Year 5",2012,"Numeracy",493.8
10130,"all","10-11","Year 5",2013,"Numeracy",476.9
10130,"all","10-11","Year 5",2014,"Numeracy",478.6
10130,"all","10-11","Year 5",2015,"Numeracy",482
10130,"all","10-11","Year 5",2016,"Numeracy",474
10130,"all","10-11","Year 5",2017,"Numeracy",476.9
10130,"all","10-11","Year 5",2018,"Numeracy",471.4
10130,"all","10-11","Year 5",2019,"Numeracy",483.7
10130,"all","10-11","Year 5",2021,"Numeracy",469.7
10250,"all","10-11","Year 5",2008,"Numeracy",493.8
10250,"all","10-11","Year 5",2009,"Numeracy",494.8
10250,"all","10-11","Year 5",2010,"Numeracy",493.2
10250,"all","10-11","Year 5",2011,"Numeracy",494.6
10250,"all","10-11","Year 5",2012,"Numeracy",490.2
10250,"all","10-11","Year 5",2013,"Numeracy",484.5
10250,"all","10-11","Year 5",2014,"Numeracy",485.1
10250,"all","10-11","Year 5",2015,"Numeracy",496.9
10250,"all","10-11","Year 5",2016,"Numeracy",501.9
10250,"all","10-11","Year 5",2017,"Numeracy",498
10250,"all","10-11","Year 5",2018,"Numeracy",496.3
10250,"all","10-11","Year 5",2019,"Numeracy",488.1
10250,"all","10-11","Year 5",2021,"Numeracy",499.8
10300,"all","10-11","Year 5",2008,"Numeracy",457.2
10300,"all","10-11","Year 5",2009,"Numeracy",467.6
10300,"all","10-11","Year 5",2010,"Numeracy",452.4
10300,"all","10-11","Year 5",2011,"Numeracy",447.1
10300,"all","10-11","Year 5",2012,"Numeracy",464.4
10300,"all","10-11","Year 5",2013,"Numeracy",446.1
10300,"all","10-11","Year 5",2014,"Numeracy",449.6
10300,"all","10-11","Year 5",2015,"Numeracy",464.5
10300,"all","10-11","Year 5",2016,"Numeracy",443.9
10300,"all","10-11","Year 5",2017,"Numeracy",490.2
10300,"all","10-11","Year 5",2018,"Numeracy",449.2
10300,"all","10-11","Year 5",2019,"Numeracy",476.7
10300,"all","10-11","Year 5",2021,"Numeracy",458.4
10470,"all","10-11","Year 5",2008,"Numeracy",477.7
10470,"all","10-11","Year 5",2009,"Numeracy",488.2
10470,"all","10-11","Year 5",2010,"Numeracy",483.4
10470,"all","10-11","Year 5",2011,"Numeracy",487.3
10470,"all","10-11","Year 5",2012,"Numeracy",485.8
10470,"all","10-11","Year 5",2013,"Numeracy",482.6
10470,"all","10-11","Year 5",2014,"Numeracy",488.9
10470,"all","10-11","Year 5",2015,"Numeracy",481.3
10470,"all","10-11","Year 5",2016,"Numeracy",482.1
10470,"all","10-11","Year 5",2017,"Numeracy",488.5
10470,"all","10-11","Year 5",2018,"Numeracy",484.7
10470,"all","10-11","Year 5",2019,"Numeracy",486.1
10470,"all","10-11","Year 5",2021,"Numeracy",494
10550,"all","10-11","Year 5",2008,"Numeracy",475.6
10550,"all","10-11","Year 5",2009,"Numeracy",488.5
10550,"all","10-11","Year 5",2010,"Numeracy",486.7
10550,"all","10-11","Year 5",2011,"Numeracy",489
10550,"all","10-11","Year 5",2012,"Numeracy",486.3
10550,"all","10-11","Year 5",2013,"Numeracy",483.4
10550,"all","10-11","Year 5",2014,"Numeracy",475
10550,"all","10-11","Year 5",2015,"Numeracy",480.2
10550,"all","10-11","Year 5",2016,"Numeracy",480.8
10550,"all","10-11","Year 5",2017,"Numeracy",472
10550,"all","10-11","Year 5",2018,"Numeracy",477
10550,"all","10-11","Year 5",2019,"Numeracy",472
10550,"all","10-11","Year 5",2021,"Numeracy",473.6
10600,"all","10-11","Year 5",2008,"Numeracy",478.6
