"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","12-13","Year 7",2008,"Numeracy",554.5
10050,"all","12-13","Year 7",2009,"Numeracy",544.8
10050,"all","12-13","Year 7",2010,"Numeracy",542.5
10050,"all","12-13","Year 7",2011,"Numeracy",540.4
10050,"all","12-13","Year 7",2012,"Numeracy",532.5
10050,"all","12-13","Year 7",2013,"Numeracy",541.6
10050,"all","12-13","Year 7",2014,"Numeracy",539.8
10050,"all","12-13","Year 7",2015,"Numeracy",534.9
10050,"all","12-13","Year 7",2016,"Numeracy",536.4
10050,"all","12-13","Year 7",2017,"Numeracy",535.2
10050,"all","12-13","Year 7",2018,"Numeracy",535
10050,"all","12-13","Year 7",2019,"Numeracy",538.8
10050,"all","12-13","Year 7",2021,"Numeracy",542.1
10130,"all","12-13","Year 7",2008,"Numeracy",545.9
10130,"all","12-13","Year 7",2009,"Numeracy",532.9
10130,"all","12-13","Year 7",2010,"Numeracy",551.2
10130,"all","12-13","Year 7",2011,"Numeracy",544.6
10130,"all","12-13","Year 7",2012,"Numeracy",540.6
10130,"all","12-13","Year 7",2013,"Numeracy",537.7
10130,"all","12-13","Year 7",2014,"Numeracy",548.4
10130,"all","12-13","Year 7",2015,"Numeracy",535.9
10130,"all","12-13","Year 7",2016,"Numeracy",543.1
10130,"all","12-13","Year 7",2017,"Numeracy",550.3
10130,"all","12-13","Year 7",2018,"Numeracy",537.2
10130,"all","12-13","Year 7",2019,"Numeracy",537.3
10130,"all","12-13","Year 7",2021,"Numeracy",534.1
10250,"all","12-13","Year 7",2008,"Numeracy",545.2
10250,"all","12-13","Year 7",2009,"Numeracy",548.1
10250,"all","12-13","Year 7",2010,"Numeracy",548.6
10250,"all","12-13","Year 7",2011,"Numeracy",543.7
10250,"all","12-13","Year 7",2012,"Numeracy",536
10250,"all","12-13","Year 7",2013,"Numeracy",540.1
10250,"all","12-13","Year 7",2014,"Numeracy",535.8
10250,"all","12-13","Year 7",2015,"Numeracy",535.3
10250,"all","12-13","Year 7",2016,"Numeracy",540.1
10250,"all","12-13","Year 7",2017,"Numeracy",553.3
10250,"all","12-13","Year 7",2018,"Numeracy",552.5
10250,"all","12-13","Year 7",2019,"Numeracy",556.1
10250,"all","12-13","Year 7",2021,"Numeracy",549.5
10300,"all","12-13","Year 7",2008,"Numeracy",522.8
10300,"all","12-13","Year 7",2009,"Numeracy",541.8
10300,"all","12-13","Year 7",2010,"Numeracy",514.2
10300,"all","12-13","Year 7",2011,"Numeracy",529.1
10300,"all","12-13","Year 7",2012,"Numeracy",523.7
10300,"all","12-13","Year 7",2013,"Numeracy",497.3
10300,"all","12-13","Year 7",2014,"Numeracy",553.8
10300,"all","12-13","Year 7",2015,"Numeracy",512.7
10300,"all","12-13","Year 7",2016,"Numeracy",526.7
10300,"all","12-13","Year 7",2017,"Numeracy",544
10300,"all","12-13","Year 7",2018,"Numeracy",536.9
10300,"all","12-13","Year 7",2019,"Numeracy",554.9
10300,"all","12-13","Year 7",2021,"Numeracy",532.2
10470,"all","12-13","Year 7",2008,"Numeracy",543.9
10470,"all","12-13","Year 7",2009,"Numeracy",539.8
10470,"all","12-13","Year 7",2010,"Numeracy",541.1
10470,"all","12-13","Year 7",2011,"Numeracy",540.5
10470,"all","12-13","Year 7",2012,"Numeracy",531.8
10470,"all","12-13","Year 7",2013,"Numeracy",538.8
10470,"all","12-13","Year 7",2014,"Numeracy",538.6
10470,"all","12-13","Year 7",2015,"Numeracy",535.3
10470,"all","12-13","Year 7",2016,"Numeracy",549.4
10470,"all","12-13","Year 7",2017,"Numeracy",547.6
10470,"all","12-13","Year 7",2018,"Numeracy",540.4
10470,"all","12-13","Year 7",2019,"Numeracy",547.5
10470,"all","12-13","Year 7",2021,"Numeracy",541.4
10550,"all","12-13","Year 7",2008,"Numeracy",547.3
10550,"all","12-13","Year 7",2009,"Numeracy",540.4
10550,"all","12-13","Year 7",2010,"Numeracy",537.5
10550,"all","12-13","Year 7",2011,"Numeracy",536.4
10550,"all","12-13","Year 7",2012,"Numeracy",522.6
10550,"all","12-13","Year 7",2013,"Numeracy",532.8
10550,"all","12-13","Year 7",2014,"Numeracy",532.4
10550,"all","12-13","Year 7",2015,"Numeracy",528.6
10550,"all","12-13","Year 7",2016,"Numeracy",526.7
10550,"all","12-13","Year 7",2017,"Numeracy",529.9
10550,"all","12-13","Year 7",2018,"Numeracy",540.3
10550,"all","12-13","Year 7",2019,"Numeracy",534.1
10550,"all","12-13","Year 7",2021,"Numeracy",521.9
10600,"all","12-13","Year 7",2008,"Numeracy",546.7
10600,"all","12-13","Year 7",2009,"Numeracy",529.9
10600,"all","12-13","Year 7",2010,"Numeracy",521
10600,"all","12-13","Year 7",2011,"Numeracy",533.9
10600,"all","12-13","Year 7",2012,"Numeracy",522.4
10600,"all","12-13","Year 7",2013,"Numeracy",525.4
10600,"all","12-13","Year 7",2014,"Numeracy",530.5
10600,"all","12-13","Year 7",2015,"Numeracy",529.1
10600,"all","12-13","Year 7",2016,"Numeracy",534.9
10600,"all","12-13","Year 7",2017,"Numeracy",540.4
10600,"all","12-13","Year 7",2018,"Numeracy",526.5
10600,"all","12-13","Year 7",2019,"Numeracy",551.2
10600,"all","12-13","Year 7",2021,"Numeracy",522.2
10650,"all","12-13","Year 7",2008,"Numeracy",520.5
10650,"all","12-13","Year 7",2009,"Numeracy",526.2
10650,"all","12-13","Year 7",2010,"Numeracy",525.3
10650,"all","12-13","Year 7",2011,"Numeracy",516.1
10650,"all","12-13","Year 7",2012,"Numeracy",514.4
10650,"all","12-13","Year 7",2013,"Numeracy",520.9
10650,"all","12-13","Year 7",2014,"Numeracy",516.6
10650,"all","12-13","Year 7",2015,"Numeracy",511.8
10650,"all","12-13","Year 7",2016,"Numeracy",514.6
10650,"all","12-13","Year 7",2017,"Numeracy",530.6
10650,"all","12-13","Year 7",2018,"Numeracy",508.7
10650,"all","12-13","Year 7",2019,"Numeracy",522.6
10650,"all","12-13","Year 7",2021,"Numeracy",537.4
10750,"all","12-13","Year 7",2008,"Numeracy",523.2
10750,"all","12-13","Year 7",2009,"Numeracy",519.4
10750,"all","12-13","Year 7",2010,"Numeracy",522
10750,"all","12-13","Year 7",2011,"Numeracy",518.7
10750,"all","12-13","Year 7",2012,"Numeracy",512
10750,"all","12-13","Year 7",2013,"Numeracy",521.8
10750,"all","12-13","Year 7",2014,"Numeracy",526.1
10750,"all","12-13","Year 7",2015,"Numeracy",523.7
10750,"all","12-13","Year 7",2016,"Numeracy",531.1
10750,"all","12-13","Year 7",2017,"Numeracy",539.3
10750,"all","12-13","Year 7",2018,"Numeracy",537.6
10750,"all","12-13","Year 7",2019,"Numeracy",542.2
10750,"all","12-13","Year 7",2021,"Numeracy",545.6
10800,"all","12-13","Year 7",2008,"Numeracy",525.8
10800,"all","12-13","Year 7",2009,"Numeracy",523
10800,"all","12-13","Year 7",2010,"Numeracy",516.7
10800,"all","12-13","Year 7",2011,"Numeracy",508.1
10800,"all","12-13","Year 7",2012,"Numeracy",499.4
10800,"all","12-13","Year 7",2013,"Numeracy",518.7
10800,"all","12-13","Year 7",2014,"Numeracy",519
10800,"all","12-13","Year 7",2015,"Numeracy",529.1
10800,"all","12-13","Year 7",2016,"Numeracy",515.5
10800,"all","12-13","Year 7",2017,"Numeracy",516.6
10800,"all","12-13","Year 7",2018,"Numeracy",536.3
10800,"all","12-13","Year 7",2019,"Numeracy",533.6
10800,"all","12-13","Year 7",2021,"Numeracy",530.5
10850,"all","12-13","Year 7",2008,"Numeracy",541.6
10850,"all","12-13","Year 7",2009,"Numeracy",537.7
10850,"all","12-13","Year 7",2010,"Numeracy",513.5
10850,"all","12-13","Year 7",2011,"Numeracy",509.7
10850,"all","12-13","Year 7",2012,"Numeracy",518.4
10850,"all","12-13","Year 7",2013,"Numeracy",512.3
10850,"all","12-13","Year 7",2014,"Numeracy",515.5
10850,"all","12-13","Year 7",2015,"Numeracy",521
10850,"all","12-13","Year 7",2016,"Numeracy",516.8
10850,"all","12-13","Year 7",2017,"Numeracy",527.5
10850,"all","12-13","Year 7",2018,"Numeracy",517.8
10850,"all","12-13","Year 7",2019,"Numeracy",532.1
10850,"all","12-13","Year 7",2021,"Numeracy",516.9
10900,"all","12-13","Year 7",2008,"Numeracy",553.6
10900,"all","12-13","Year 7",2009,"Numeracy",552.1
10900,"all","12-13","Year 7",2010,"Numeracy",553
10900,"all","12-13","Year 7",2011,"Numeracy",551.8
10900,"all","12-13","Year 7",2012,"Numeracy",546.5
10900,"all","12-13","Year 7",2013,"Numeracy",546.3
10900,"all","12-13","Year 7",2014,"Numeracy",546.8
10900,"all","12-13","Year 7",2015,"Numeracy",540.5
10900,"all","12-13","Year 7",2016,"Numeracy",550.4
10900,"all","12-13","Year 7",2017,"Numeracy",554.6
10900,"all","12-13","Year 7",2018,"Numeracy",545.6
10900,"all","12-13","Year 7",2019,"Numeracy",551.4
10900,"all","12-13","Year 7",2021,"Numeracy",556.6
10950,"all","12-13","Year 7",2008,"Numeracy",526.4
10950,"all","12-13","Year 7",2009,"Numeracy",518.4
10950,"all","12-13","Year 7",2010,"Numeracy",504.3
10950,"all","12-13","Year 7",2011,"Numeracy",509.3
10950,"all","12-13","Year 7",2012,"Numeracy",497.9
10950,"all","12-13","Year 7",2013,"Numeracy",495.4
10950,"all","12-13","Year 7",2014,"Numeracy",497.4
10950,"all","12-13","Year 7",2015,"Numeracy",496
10950,"all","12-13","Year 7",2016,"Numeracy",506
10950,"all","12-13","Year 7",2017,"Numeracy",516.9
10950,"all","12-13","Year 7",2018,"Numeracy",522.8
10950,"all","12-13","Year 7",2019,"Numeracy",500.2
10950,"all","12-13","Year 7",2021,"Numeracy",499.9
