"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","12-13","Year 7",2008,"Reading",554.9
10050,"all","12-13","Year 7",2009,"Reading",546.5
10050,"all","12-13","Year 7",2010,"Reading",551.5
10050,"all","12-13","Year 7",2011,"Reading",542.4
10050,"all","12-13","Year 7",2012,"Reading",542.9
10050,"all","12-13","Year 7",2013,"Reading",542.8
10050,"all","12-13","Year 7",2014,"Reading",546.8
10050,"all","12-13","Year 7",2015,"Reading",542.8
10050,"all","12-13","Year 7",2016,"Reading",531.5
10050,"all","12-13","Year 7",2017,"Reading",534.4
10050,"all","12-13","Year 7",2018,"Reading",533.3
10050,"all","12-13","Year 7",2019,"Reading",526
10050,"all","12-13","Year 7",2021,"Reading",532.8
10130,"all","12-13","Year 7",2008,"Reading",545.2
10130,"all","12-13","Year 7",2009,"Reading",543.9
10130,"all","12-13","Year 7",2010,"Reading",564.5
10130,"all","12-13","Year 7",2011,"Reading",546.1
10130,"all","12-13","Year 7",2012,"Reading",549.8
10130,"all","12-13","Year 7",2013,"Reading",545.9
10130,"all","12-13","Year 7",2014,"Reading",555.1
10130,"all","12-13","Year 7",2015,"Reading",545.7
10130,"all","12-13","Year 7",2016,"Reading",540.2
10130,"all","12-13","Year 7",2017,"Reading",543.5
10130,"all","12-13","Year 7",2018,"Reading",535.3
10130,"all","12-13","Year 7",2019,"Reading",538.7
10130,"all","12-13","Year 7",2021,"Reading",527.4
10250,"all","12-13","Year 7",2008,"Reading",548.7
10250,"all","12-13","Year 7",2009,"Reading",553.7
10250,"all","12-13","Year 7",2010,"Reading",554.7
10250,"all","12-13","Year 7",2011,"Reading",549.4
10250,"all","12-13","Year 7",2012,"Reading",552
10250,"all","12-13","Year 7",2013,"Reading",546.5
10250,"all","12-13","Year 7",2014,"Reading",543.3
10250,"all","12-13","Year 7",2015,"Reading",551.3
10250,"all","12-13","Year 7",2016,"Reading",542.7
10250,"all","12-13","Year 7",2017,"Reading",551.7
10250,"all","12-13","Year 7",2018,"Reading",550.2
10250,"all","12-13","Year 7",2019,"Reading",554.1
10250,"all","12-13","Year 7",2021,"Reading",536.2
10300,"all","12-13","Year 7",2008,"Reading",522.1
10300,"all","12-13","Year 7",2009,"Reading",542.2
10300,"all","12-13","Year 7",2010,"Reading",536.4
10300,"all","12-13","Year 7",2011,"Reading",515.9
10300,"all","12-13","Year 7",2012,"Reading",516.1
10300,"all","12-13","Year 7",2013,"Reading",482.1
10300,"all","12-13","Year 7",2014,"Reading",532.9
10300,"all","12-13","Year 7",2015,"Reading",510.3
10300,"all","12-13","Year 7",2016,"Reading",503.3
10300,"all","12-13","Year 7",2017,"Reading",527.3
10300,"all","12-13","Year 7",2018,"Reading",490.6
10300,"all","12-13","Year 7",2019,"Reading",534.7
10300,"all","12-13","Year 7",2021,"Reading",522.2
10470,"all","12-13","Year 7",2008,"Reading",546.3
10470,"all","12-13","Year 7",2009,"Reading",546.2
10470,"all","12-13","Year 7",2010,"Reading",543.5
10470,"all","12-13","Year 7",2011,"Reading",540.7
10470,"all","12-13","Year 7",2012,"Reading",543.3
10470,"all","12-13","Year 7",2013,"Reading",540.2
10470,"all","12-13","Year 7",2014,"Reading",545.7
10470,"all","12-13","Year 7",2015,"Reading",540.9
10470,"all","12-13","Year 7",2016,"Reading",544.6
10470,"all","12-13","Year 7",2017,"Reading",539.9
10470,"all","12-13","Year 7",2018,"Reading",534.8
10470,"all","12-13","Year 7",2019,"Reading",538.4
10470,"all","12-13","Year 7",2021,"Reading",532.5
10550,"all","12-13","Year 7",2008,"Reading",541.6
10550,"all","12-13","Year 7",2009,"Reading",543.6
10550,"all","12-13","Year 7",2010,"Reading",543.8
10550,"all","12-13","Year 7",2011,"Reading",538.6
10550,"all","12-13","Year 7",2012,"Reading",538.4
10550,"all","12-13","Year 7",2013,"Reading",535.6
10550,"all","12-13","Year 7",2014,"Reading",542.2
10550,"all","12-13","Year 7",2015,"Reading",543.2
10550,"all","12-13","Year 7",2016,"Reading",535.7
10550,"all","12-13","Year 7",2017,"Reading",531.4
10550,"all","12-13","Year 7",2018,"Reading",538.4
10550,"all","12-13","Year 7",2019,"Reading",539.9
10550,"all","12-13","Year 7",2021,"Reading",526.3
10600,"all","12-13","Year 7",2008,"Reading",549.1
10600,"all","12-13","Year 7",2009,"Reading",543.3
10600,"all","12-13","Year 7",2010,"Reading",544.7
10600,"all","12-13","Year 7",2011,"Reading",546.8
10600,"all","12-13","Year 7",2012,"Reading",542.9
10600,"all","12-13","Year 7",2013,"Reading",537.2
10600,"all","12-13","Year 7",2014,"Reading",551.3
10600,"all","12-13","Year 7",2015,"Reading",544.3
10600,"all","12-13","Year 7",2016,"Reading",535.2
10600,"all","12-13","Year 7",2017,"Reading",551.9
10600,"all","12-13","Year 7",2018,"Reading",525.4
10600,"all","12-13","Year 7",2019,"Reading",554.6
10600,"all","12-13","Year 7",2021,"Reading",531.2
10650,"all","12-13","Year 7",2008,"Reading",523.4
10650,"all","12-13","Year 7",2009,"Reading",518.5
10650,"all","12-13","Year 7",2010,"Reading",540.3
10650,"all","12-13","Year 7",2011,"Reading",517.4
10650,"all","12-13","Year 7",2012,"Reading",523
10650,"all","12-13","Year 7",2013,"Reading",531.4
10650,"all","12-13","Year 7",2014,"Reading",527.1
10650,"all","12-13","Year 7",2015,"Reading",516.4
10650,"all","12-13","Year 7",2016,"Reading",508.1
10650,"all","12-13","Year 7",2017,"Reading",525.4
10650,"all","12-13","Year 7",2018,"Reading",501.9
10650,"all","12-13","Year 7",2019,"Reading",516.1
10650,"all","12-13","Year 7",2021,"Reading",518.3
10750,"all","12-13","Year 7",2008,"Reading",517.3
10750,"all","12-13","Year 7",2009,"Reading",517.9
10750,"all","12-13","Year 7",2010,"Reading",521.8
10750,"all","12-13","Year 7",2011,"Reading",517.3
10750,"all","12-13","Year 7",2012,"Reading",518
10750,"all","12-13","Year 7",2013,"Reading",519.9
10750,"all","12-13","Year 7",2014,"Reading",526.4
10750,"all","12-13","Year 7",2015,"Reading",524.6
10750,"all","12-13","Year 7",2016,"Reading",521.1
10750,"all","12-13","Year 7",2017,"Reading",526.1
10750,"all","12-13","Year 7",2018,"Reading",527.3
10750,"all","12-13","Year 7",2019,"Reading",531.7
10750,"all","12-13","Year 7",2021,"Reading",533.3
10800,"all","12-13","Year 7",2008,"Reading",536.5
10800,"all","12-13","Year 7",2009,"Reading",525.8
10800,"all","12-13","Year 7",2010,"Reading",522.2
10800,"all","12-13","Year 7",2011,"Reading",519.3
10800,"all","12-13","Year 7",2012,"Reading",524.7
10800,"all","12-13","Year 7",2013,"Reading",530
10800,"all","12-13","Year 7",2014,"Reading",529.2
10800,"all","12-13","Year 7",2015,"Reading",526.7
10800,"all","12-13","Year 7",2016,"Reading",513.6
10800,"all","12-13","Year 7",2017,"Reading",509.5
10800,"all","12-13","Year 7",2018,"Reading",518.9
10800,"all","12-13","Year 7",2019,"Reading",514.7
10800,"all","12-13","Year 7",2021,"Reading",509.3
10850,"all","12-13","Year 7",2008,"Reading",542.6
10850,"all","12-13","Year 7",2009,"Reading",533.8
10850,"all","12-13","Year 7",2010,"Reading",520
10850,"all","12-13","Year 7",2011,"Reading",504.7
10850,"all","12-13","Year 7",2012,"Reading",530.3
10850,"all","12-13","Year 7",2013,"Reading",515.2
10850,"all","12-13","Year 7",2014,"Reading",525.3
10850,"all","12-13","Year 7",2015,"Reading",525.2
10850,"all","12-13","Year 7",2016,"Reading",509.1
10850,"all","12-13","Year 7",2017,"Reading",526.2
10850,"all","12-13","Year 7",2018,"Reading",514.8
10850,"all","12-13","Year 7",2019,"Reading",515.7
10850,"all","12-13","Year 7",2021,"Reading",505.3
10900,"all","12-13","Year 7",2008,"Reading",562.6
10900,"all","12-13","Year 7",2009,"Reading",561.5
10900,"all","12-13","Year 7",2010,"Reading",564.7
10900,"all","12-13","Year 7",2011,"Reading",559.8
10900,"all","12-13","Year 7",2012,"Reading",565
10900,"all","12-13","Year 7",2013,"Reading",561.3
10900,"all","12-13","Year 7",2014,"Reading",564.4
10900,"all","12-13","Year 7",2015,"Reading",556.1
10900,"all","12-13","Year 7",2016,"Reading",554.9
10900,"all","12-13","Year 7",2017,"Reading",565
10900,"all","12-13","Year 7",2018,"Reading",552.6
10900,"all","12-13","Year 7",2019,"Reading",557
10900,"all","12-13","Year 7",2021,"Reading",559.1
10950,"all","12-13","Year 7",2008,"Reading",520.6
10950,"all","12-13","Year 7",2009,"Reading",525
10950,"all","12-13","Year 7",2010,"Reading",512.8
10950,"all","12-13","Year 7",2011,"Reading",504.3
10950,"all","12-13","Year 7",2012,"Reading",490.5
10950,"all","12-13","Year 7",2013,"Reading",504
10950,"all","12-13","Year 7",2014,"Reading",491.9
10950,"all","12-13","Year 7",2015,"Reading",493.1
10950,"all","12-13","Year 7",2016,"Reading",481.2
10950,"all","12-13","Year 7",2017,"Reading",510
10950,"all","12-13","Year 7",2018,"Reading",512.5
10950,"all","12-13","Year 7",2019,"Reading",510.5
10950,"all","12-13","Year 7",2021,"Reading",528.2
11100,"all","12-13","Year 7",2008,"Reading",490.4
11100,"all","12-13","Year 7",2009,"Reading",489.9
11100,"all","12-13","Year 7",2010,"Reading",492.3
11100,"all","12-13","Year 7",2011,"Reading",492.8
11100,"all","12-13","Year 7",2012,"Reading",490.2
11100,"all","12-13","Year 7",2013,"Reading",498.9
11100,"all","12-13","Year 7",2014,"Reading",486.3
11100,"all","12-13","Year 7",2015,"Reading",507
11100,"all","12-13","Year 7",2016,"Reading",486.4
11100,"all","12-13","Year 7",2017,"Reading",487.3
11100,"all","12-13","Year 7",2018,"Reading",497.9
11100,"all","12-13","Year 7",2019,"Reading",504.4
11100,"all","12-13","Year 7",2021,"Reading",503.3
11150,"all","12-13","Year 7",2008,"Reading",448
11150,"all","12-13","Year 7",2009,"Reading",484
11150,"all","12-13","Year 7",2010,"Reading",480.2
11150,"all","12-13","Year 7",2011,"Reading",469.7
11150,"all","12-13","Year 7",2012,"Reading",469.2
11150,"all","12-13","Year 7",2013,"Reading",446.9
11150,"all","12-13","Year 7",2014,"Reading",475.3
11150,"all","12-13","Year 7",2015,"Reading",483.5
11150,"all","12-13","Year 7",2016,"Reading",467.5
11150,"all","12-13","Year 7",2017,"Reading",435.4
11150,"all","12-13","Year 7",2018,"Reading",452.6
11150,"all","12-13","Year 7",2019,"Reading",472.2
11150,"all","12-13","Year 7",2021,"Reading",447.4
11200,"all","12-13","Year 7",2008,"Reading",429.7
11200,"all","12-13","Year 7",2009,"Reading",427.3
11200,"all","12-13","Year 7",2010,"Reading",420
