"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","10-11","Year 5",2008,"Reading",492.4
10050,"all","10-11","Year 5",2009,"Reading",499.1
10050,"all","10-11","Year 5",2010,"Reading",493.8
10050,"all","10-11","Year 5",2011,"Reading",494
10050,"all","10-11","Year 5",2012,"Reading",489.7
10050,"all","10-11","Year 5",2013,"Reading",498.1
10050,"all","10-11","Year 5",2014,"Reading",489.2
10050,"all","10-11","Year 5",2015,"Reading",479.6
10050,"all","10-11","Year 5",2016,"Reading",485.7
10050,"all","10-11","Year 5",2017,"Reading",482.7
10050,"all","10-11","Year 5",2018,"Reading",492.6
10050,"all","10-11","Year 5",2019,"Reading",498.2
10050,"all","10-11","Year 5",2021,"Reading",496.4
10130,"all","10-11","Year 5",2008,"Reading",503.3
10130,"all","10-11","Year 5",2009,"Reading",499.4
10130,"all","10-11","Year 5",2010,"Reading",489.2
10130,"all","10-11","Year 5",2011,"Reading",495.9
10130,"all","10-11","Year 5",2012,"Reading",509.8
10130,"all","10-11","Year 5",2013,"Reading",498.9
10130,"all","10-11","Year 5",2014,"Reading",494.5
10130,"all","10-11","Year 5",2015,"Reading",497.2
10130,"all","10-11","Year 5",2016,"Reading",486.3
10130,"all","10-11","Year 5",2017,"Reading",493.8
10130,"all","10-11","Year 5",2018,"Reading",486.5
10130,"all","10-11","Year 5",2019,"Reading",498.5
10130,"all","10-11","Year 5",2021,"Reading",486
10250,"all","10-11","Year 5",2008,"Reading",506.8
10250,"all","10-11","Year 5",2009,"Reading",511.3
10250,"all","10-11","Year 5",2010,"Reading",499.4
10250,"all","10-11","Year 5",2011,"Reading",501.3
10250,"all","10-11","Year 5",2012,"Reading",491.9
10250,"all","10-11","Year 5",2013,"Reading",509.7
10250,"all","10-11","Year 5",2014,"Reading",508.3
10250,"all","10-11","Year 5",2015,"Reading",509.2
10250,"all","10-11","Year 5",2016,"Reading",511.7
10250,"all","10-11","Year 5",2017,"Reading",517.5
10250,"all","10-11","Year 5",2018,"Reading",515.2
10250,"all","10-11","Year 5",2019,"Reading",505.6
10250,"all","10-11","Year 5",2021,"Reading",517.7
10300,"all","10-11","Year 5",2008,"Reading",471.7
10300,"all","10-11","Year 5",2009,"Reading",472.5
