"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","8-9","Year 3",2008,"Grammar and Punctuation",417
10050,"all","8-9","Year 3",2009,"Grammar and Punctuation",420.3
10050,"all","8-9","Year 3",2010,"Grammar and Punctuation",418.4
10050,"all","8-9","Year 3",2011,"Grammar and Punctuation",413.2
10050,"all","8-9","Year 3",2012,"Grammar and Punctuation",415
10050,"all","8-9","Year 3",2013,"Grammar and Punctuation",419.4
10050,"all","8-9","Year 3",2014,"Grammar and Punctuation",407.6
10050,"all","8-9","Year 3",2015,"Grammar and Punctuation",409.6
10050,"all","8-9","Year 3",2016,"Grammar and Punctuation",416.3
10050,"all","8-9","Year 3",2017,"Grammar and Punctuation",414.7
10050,"all","8-9","Year 3",2018,"Grammar and Punctuation",408.3
10050,"all","8-9","Year 3",2019,"Grammar and Punctuation",421.4
10050,"all","8-9","Year 3",2021,"Grammar and Punctuation",417.8
10130,"all","8-9","Year 3",2008,"Grammar and Punctuation",405.1
10130,"all","8-9","Year 3",2009,"Grammar and Punctuation",414
10130,"all","8-9","Year 3",2010,"Grammar and Punctuation",423.8
10130,"all","8-9","Year 3",2011,"Grammar and Punctuation",422.9
10130,"all","8-9","Year 3",2012,"Grammar and Punctuation",415.7
10130,"all","8-9","Year 3",2013,"Grammar and Punctuation",423.3
10130,"all","8-9","Year 3",2014,"Grammar and Punctuation",406.7
10130,"all","8-9","Year 3",2015,"Grammar and Punctuation",416.2
10130,"all","8-9","Year 3",2016,"Grammar and Punctuation",410.5
10130,"all","8-9","Year 3",2017,"Grammar and Punctuation",422.9
10130,"all","8-9","Year 3",2018,"Grammar and Punctuation",407.2
10130,"all","8-9","Year 3",2019,"Grammar and Punctuation",408.2
10130,"all","8-9","Year 3",2021,"Grammar and Punctuation",398
10250,"all","8-9","Year 3",2008,"Grammar and Punctuation",411.6
10250,"all","8-9","Year 3",2009,"Grammar and Punctuation",426.8
10250,"all","8-9","Year 3",2010,"Grammar and Punctuation",413
10250,"all","8-9","Year 3",2011,"Grammar and Punctuation",434.6
10250,"all","8-9","Year 3",2012,"Grammar and Punctuation",436.5
10250,"all","8-9","Year 3",2013,"Grammar and Punctuation",441.3
10250,"all","8-9","Year 3",2014,"Grammar and Punctuation",430.1
10250,"all","8-9","Year 3",2015,"Grammar and Punctuation",442.1
10250,"all","8-9","Year 3",2016,"Grammar and Punctuation",430.2
10250,"all","8-9","Year 3",2017,"Grammar and Punctuation",433.6
10250,"all","8-9","Year 3",2018,"Grammar and Punctuation",429.1
10250,"all","8-9","Year 3",2019,"Grammar and Punctuation",447
10250,"all","8-9","Year 3",2021,"Grammar and Punctuation",445
10300,"all","8-9","Year 3",2008,"Grammar and Punctuation",406.1
10300,"all","8-9","Year 3",2009,"Grammar and Punctuation",371.3
10300,"all","8-9","Year 3",2010,"Grammar and Punctuation",380.2
10300,"all","8-9","Year 3",2011,"Grammar and Punctuation",390.9
10300,"all","8-9","Year 3",2012,"Grammar and Punctuation",372.4
10300,"all","8-9","Year 3",2013,"Grammar and Punctuation",388.1
10300,"all","8-9","Year 3",2014,"Grammar and Punctuation",380
10300,"all","8-9","Year 3",2015,"Grammar and Punctuation",411.1
10300,"all","8-9","Year 3",2016,"Grammar and Punctuation",409.5
10300,"all","8-9","Year 3",2017,"Grammar and Punctuation",429
10300,"all","8-9","Year 3",2018,"Grammar and Punctuation",420.3
10300,"all","8-9","Year 3",2019,"Grammar and Punctuation",379.3
10300,"all","8-9","Year 3",2021,"Grammar and Punctuation",381.5
10470,"all","8-9","Year 3",2008,"Grammar and Punctuation",404.4
10470,"all","8-9","Year 3",2009,"Grammar and Punctuation",422.3
10470,"all","8-9","Year 3",2010,"Grammar and Punctuation",417.4
10470,"all","8-9","Year 3",2011,"Grammar and Punctuation",415.4
10470,"all","8-9","Year 3",2012,"Grammar and Punctuation",427.1
10470,"all","8-9","Year 3",2013,"Grammar and Punctuation",421.9
10470,"all","8-9","Year 3",2014,"Grammar and Punctuation",419.4
10470,"all","8-9","Year 3",2015,"Grammar and Punctuation",417.6
10470,"all","8-9","Year 3",2016,"Grammar and Punctuation",428.3
10470,"all","8-9","Year 3",2017,"Grammar and Punctuation",430.4
10470,"all","8-9","Year 3",2018,"Grammar and Punctuation",419.5
10470,"all","8-9","Year 3",2019,"Grammar and Punctuation",432.3
10470,"all","8-9","Year 3",2021,"Grammar and Punctuation",422.3
10550,"all","8-9","Year 3",2008,"Grammar and Punctuation",400.8
10550,"all","8-9","Year 3",2009,"Grammar and Punctuation",417.7
10550,"all","8-9","Year 3",2010,"Grammar and Punctuation",408.5
10550,"all","8-9","Year 3",2011,"Grammar and Punctuation",408.3
10550,"all","8-9","Year 3",2012,"Grammar and Punctuation",407.5
10550,"all","8-9","Year 3",2013,"Grammar and Punctuation",408.3
10550,"all","8-9","Year 3",2014,"Grammar and Punctuation",413.2
10550,"all","8-9","Year 3",2015,"Grammar and Punctuation",403
10550,"all","8-9","Year 3",2016,"Grammar and Punctuation",401
10550,"all","8-9","Year 3",2017,"Grammar and Punctuation",406.8
10550,"all","8-9","Year 3",2018,"Grammar and Punctuation",416.8
10550,"all","8-9","Year 3",2019,"Grammar and Punctuation",418.3
10550,"all","8-9","Year 3",2021,"Grammar and Punctuation",415.7
10600,"all","8-9","Year 3",2008,"Grammar and Punctuation",408.4
10600,"all","8-9","Year 3",2009,"Grammar and Punctuation",415.9
10600,"all","8-9","Year 3",2010,"Grammar and Punctuation",401
10600,"all","8-9","Year 3",2011,"Grammar and Punctuation",418.4
10600,"all","8-9","Year 3",2012,"Grammar and Punctuation",404.2
