"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","14-15","Year 9",2008,"Spelling",583.5
10050,"all","14-15","Year 9",2009,"Spelling",581.8
10050,"all","14-15","Year 9",2010,"Spelling",585.2
10050,"all","14-15","Year 9",2011,"Spelling",580.6
10050,"all","14-15","Year 9",2012,"Spelling",577.8
10050,"all","14-15","Year 9",2013,"Spelling",576
10050,"all","14-15","Year 9",2014,"Spelling",575.8
10050,"all","14-15","Year 9",2015,"Spelling",578.7
10050,"all","14-15","Year 9",2016,"Spelling",568
10050,"all","14-15","Year 9",2017,"Spelling",576.6
10050,"all","14-15","Year 9",2018,"Spelling",565.6
10050,"all","14-15","Year 9",2019,"Spelling",561.5
10050,"all","14-15","Year 9",2021,"Spelling",559.4
10130,"all","14-15","Year 9",2008,"Spelling",575.2
10130,"all","14-15","Year 9",2009,"Spelling",575.9
10130,"all","14-15","Year 9",2010,"Spelling",577.9
10130,"all","14-15","Year 9",2011,"Spelling",570.9
10130,"all","14-15","Year 9",2012,"Spelling",583.5
10130,"all","14-15","Year 9",2013,"Spelling",574.1
10130,"all","14-15","Year 9",2014,"Spelling",576.7
10130,"all","14-15","Year 9",2015,"Spelling",576.8
10130,"all","14-15","Year 9",2016,"Spelling",577.5
10130,"all","14-15","Year 9",2017,"Spelling",574
10130,"all","14-15","Year 9",2018,"Spelling",568.3
10130,"all","14-15","Year 9",2019,"Spelling",572.1
10130,"all","14-15","Year 9",2021,"Spelling",564
10250,"all","14-15","Year 9",2008,"Spelling",578
10250,"all","14-15","Year 9",2009,"Spelling",576.3
10250,"all","14-15","Year 9",2010,"Spelling",579.2
10250,"all","14-15","Year 9",2011,"Spelling",580.2
10250,"all","14-15","Year 9",2012,"Spelling",576.9
10250,"all","14-15","Year 9",2013,"Spelling",581
10250,"all","14-15","Year 9",2014,"Spelling",581.9
10250,"all","14-15","Year 9",2015,"Spelling",579.1
10250,"all","14-15","Year 9",2016,"Spelling",566.9
10250,"all","14-15","Year 9",2017,"Spelling",583.5
10250,"all","14-15","Year 9",2018,"Spelling",576.7
10250,"all","14-15","Year 9",2019,"Spelling",583
10250,"all","14-15","Year 9",2021,"Spelling",583.7
10300,"all","14-15","Year 9",2008,"Spelling",521.7
10300,"all","14-15","Year 9",2009,"Spelling",569.3
10300,"all","14-15","Year 9",2010,"Spelling",543.5
10300,"all","14-15","Year 9",2011,"Spelling",581.9
10300,"all","14-15","Year 9",2012,"Spelling",566.4
10300,"all","14-15","Year 9",2013,"Spelling",557.4
10300,"all","14-15","Year 9",2014,"Spelling",551.5
10300,"all","14-15","Year 9",2015,"Spelling",543.2
10300,"all","14-15","Year 9",2016,"Spelling",561.4
10300,"all","14-15","Year 9",2017,"Spelling",536.5
10300,"all","14-15","Year 9",2018,"Spelling",526.1
10300,"all","14-15","Year 9",2019,"Spelling",536.1
10300,"all","14-15","Year 9",2021,"Spelling",564.8
10470,"all","14-15","Year 9",2008,"Spelling",580.7
10470,"all","14-15","Year 9",2009,"Spelling",574.8
10470,"all","14-15","Year 9",2010,"Spelling",581.5
10470,"all","14-15","Year 9",2011,"Spelling",573.5
10470,"all","14-15","Year 9",2012,"Spelling",575.8
10470,"all","14-15","Year 9",2013,"Spelling",583.5
10470,"all","14-15","Year 9",2014,"Spelling",574.3
10470,"all","14-15","Year 9",2015,"Spelling",585.2
10470,"all","14-15","Year 9",2016,"Spelling",576.7
10470,"all","14-15","Year 9",2017,"Spelling",577.4
10470,"all","14-15","Year 9",2018,"Spelling",580.8
10470,"all","14-15","Year 9",2019,"Spelling",581.5
10470,"all","14-15","Year 9",2021,"Spelling",571.3
10550,"all","14-15","Year 9",2008,"Spelling",568.1
10550,"all","14-15","Year 9",2009,"Spelling",571.1
10550,"all","14-15","Year 9",2010,"Spelling",570.2
10550,"all","14-15","Year 9",2011,"Spelling",570.5
10550,"all","14-15","Year 9",2012,"Spelling",564.5
