"LGA_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10050,"all","12-13","Year 7",2008,"Grammar and Punctuation",543.4
10050,"all","12-13","Year 7",2009,"Grammar and Punctuation",547.1
10050,"all","12-13","Year 7",2010,"Grammar and Punctuation",541
10050,"all","12-13","Year 7",2011,"Grammar and Punctuation",535.1
10050,"all","12-13","Year 7",2012,"Grammar and Punctuation",544.6
10050,"all","12-13","Year 7",2013,"Grammar and Punctuation",534.8
10050,"all","12-13","Year 7",2014,"Grammar and Punctuation",539.1
10050,"all","12-13","Year 7",2015,"Grammar and Punctuation",533.5
10050,"all","12-13","Year 7",2016,"Grammar and Punctuation",530.2
10050,"all","12-13","Year 7",2017,"Grammar and Punctuation",527.2
10050,"all","12-13","Year 7",2018,"Grammar and Punctuation",528.9
10050,"all","12-13","Year 7",2019,"Grammar and Punctuation",518.4
10050,"all","12-13","Year 7",2021,"Grammar and Punctuation",526.5
10130,"all","12-13","Year 7",2008,"Grammar and Punctuation",531.9
10130,"all","12-13","Year 7",2009,"Grammar and Punctuation",542.8
10130,"all","12-13","Year 7",2010,"Grammar and Punctuation",544.2
10130,"all","12-13","Year 7",2011,"Grammar and Punctuation",536.8
10130,"all","12-13","Year 7",2012,"Grammar and Punctuation",551.9
10130,"all","12-13","Year 7",2013,"Grammar and Punctuation",537.9
10130,"all","12-13","Year 7",2014,"Grammar and Punctuation",551.2
10130,"all","12-13","Year 7",2015,"Grammar and Punctuation",534.7
10130,"all","12-13","Year 7",2016,"Grammar and Punctuation",532.9
10130,"all","12-13","Year 7",2017,"Grammar and Punctuation",532.6
10130,"all","12-13","Year 7",2018,"Grammar and Punctuation",532.4
10130,"all","12-13","Year 7",2019,"Grammar and Punctuation",528.5
10130,"all","12-13","Year 7",2021,"Grammar and Punctuation",522.4
10250,"all","12-13","Year 7",2008,"Grammar and Punctuation",535.3
10250,"all","12-13","Year 7",2009,"Grammar and Punctuation",548.7
10250,"all","12-13","Year 7",2010,"Grammar and Punctuation",541.6
10250,"all","12-13","Year 7",2011,"Grammar and Punctuation",537.4
10250,"all","12-13","Year 7",2012,"Grammar and Punctuation",548.7
10250,"all","12-13","Year 7",2013,"Grammar and Punctuation",535.6
10250,"all","12-13","Year 7",2014,"Grammar and Punctuation",537.8
10250,"all","12-13","Year 7",2015,"Grammar and Punctuation",540.6
10250,"all","12-13","Year 7",2016,"Grammar and Punctuation",533.8
10250,"all","12-13","Year 7",2017,"Grammar and Punctuation",543.1
10250,"all","12-13","Year 7",2018,"Grammar and Punctuation",549.3
10250,"all","12-13","Year 7",2019,"Grammar and Punctuation",542.7
10250,"all","12-13","Year 7",2021,"Grammar and Punctuation",530.4
10300,"all","12-13","Year 7",2008,"Grammar and Punctuation",510.8
10300,"all","12-13","Year 7",2009,"Grammar and Punctuation",552.3
10300,"all","12-13","Year 7",2010,"Grammar and Punctuation",511
10300,"all","12-13","Year 7",2011,"Grammar and Punctuation",506.7
