"SA4_CODE16","sex","age_group","calendar_year","number_of_enrolment"
801,"male","18-24","2015",14433
801,"male","18-24","2016",15770
801,"male","18-24","2017",14983
801,"male","18-24","2018",14811
801,"male","18-24","2019",16776
801,"male","18-24","2020",15815
801,"male","18-24","2021",16161
801,"male","18-24","2022",17105
901,"female","18-24","2015",32
901,"female","18-24","2016",23
901,"female","18-24","2017",32
901,"female","18-24","2018",37
901,"female","18-24","2019",46
901,"female","18-24","2020",48
901,"female","18-24","2021",34
901,"female","18-24","2022",33
901,"male","18-24","2015",28
901,"male","18-24","2016",22
901,"male","18-24","2017",20
901,"male","18-24","2018",16
901,"male","18-24","2019",34
901,"male","18-24","2020",23
901,"male","18-24","2021",24
901,"male","18-24","2022",44
