"SA4_CODE16","sex","age_group","calendar_year","number_of_enrolment"
216,"female","18-24","2022",4395
216,"male","18-24","2008",4700
216,"male","18-24","2009",4773
216,"male","18-24","2010",4776
216,"male","18-24","2011",5011
216,"male","18-24","2012",4875
216,"male","18-24","2013",5073
216,"male","18-24","2014",5416
216,"male","18-24","2015",4433
216,"male","18-24","2016",4848
216,"male","18-24","2017",4658
216,"male","18-24","2018",4449
216,"male","18-24","2019",4660
216,"male","18-24","2020",4601
216,"male","18-24","2021",4610
216,"male","18-24","2022",4454
217,"female","18-24","2015",1176
217,"female","18-24","2016",1249
217,"female","18-24","2017",1238
217,"female","18-24","2018",1135
217,"female","18-24","2019",4456
217,"female","18-24","2020",4261
217,"female","18-24","2021",4217
217,"female","18-24","2022",4051
217,"male","18-24","2015",1271
217,"male","18-24","2016",1363
217,"male","18-24","2017",1264
217,"male","18-24","2018",1174
217,"male","18-24","2019",4595
217,"male","18-24","2020",4389
217,"male","18-24","2021",4320
217,"male","18-24","2022",4172
301,"female","18-24","2008",4264
301,"female","18-24","2009",4437
301,"female","18-24","2010",4305
301,"female","18-24","2011",4329
301,"female","18-24","2012",4097
301,"female","18-24","2013",3912
301,"female","18-24","2014",4029
301,"female","18-24","2015",7698
301,"female","18-24","2016",8129
301,"female","18-24","2017",7783
301,"female","18-24","2018",7820
301,"female","18-24","2019",8080
301,"female","18-24","2020",7894
301,"female","18-24","2021",7766
301,"female","18-24","2022",7890
301,"male","18-24","2008",4184
301,"male","18-24","2009",4311
301,"male","18-24","2010",4165
301,"male","18-24","2011",4217
301,"male","18-24","2012",4038
301,"male","18-24","2013",3767
301,"male","18-24","2014",3934
301,"male","18-24","2015",7463
301,"male","18-24","2016",7999
301,"male","18-24","2017",7726
301,"male","18-24","2018",7750
301,"male","18-24","2019",8204
301,"male","18-24","2020",8181
301,"male","18-24","2021",8256
301,"male","18-24","2022",8451
302,"female","18-24","2015",7286
302,"female","18-24","2016",7822
302,"female","18-24","2017",7560
302,"female","18-24","2018",7891
302,"female","18-24","2019",8128
302,"female","18-24","2020",7960
302,"female","18-24","2021",7857
302,"female","18-24","2022",7958
302,"male","18-24","2015",6782
302,"male","18-24","2016",7432
302,"male","18-24","2017",7247
302,"male","18-24","2018",7351
302,"male","18-24","2019",7661
302,"male","18-24","2020",7439
302,"male","18-24","2021",7448
302,"male","18-24","2022",7635
303,"female","18-24","2015",12624
303,"female","18-24","2016",13446
303,"female","18-24","2017",13045
303,"female","18-24","2018",13594
303,"female","18-24","2019",14114
303,"female","18-24","2020",13840
303,"female","18-24","2021",13665
303,"female","18-24","2022",14230
303,"male","18-24","2015",12416
303,"male","18-24","2016",13369
303,"male","18-24","2017",13120
303,"male","18-24","2018",13373
303,"male","18-24","2019",13954
303,"male","18-24","2020",13368
303,"male","18-24","2021",13394
303,"male","18-24","2022",13719
304,"female","18-24","2008",807
304,"female","18-24","2009",836
304,"female","18-24","2010",840
304,"female","18-24","2011",865
304,"female","18-24","2012",801
304,"female","18-24","2013",769
304,"female","18-24","2014",785
304,"female","18-24","2015",7779
304,"female","18-24","2016",8120
304,"female","18-24","2017",7657
304,"female","18-24","2018",7887
304,"female","18-24","2019",7974
304,"female","18-24","2020",7814
304,"female","18-24","2021",7734
304,"female","18-24","2022",8182
304,"male","18-24","2008",827
304,"male","18-24","2009",895
304,"male","18-24","2010",878
304,"male","18-24","2011",877
304,"male","18-24","2012",842
304,"male","18-24","2013",805
304,"male","18-24","2014",873
304,"male","18-24","2015",7977
304,"male","18-24","2016",8384
304,"male","18-24","2017",7978
304,"male","18-24","2018",8056
304,"male","18-24","2019",8264
304,"male","18-24","2020",8027
304,"male","18-24","2021",8062
304,"male","18-24","2022",8617
305,"female","18-24","2008",7283
305,"female","18-24","2009",7683
305,"female","18-24","2010",7617
305,"female","18-24","2011",7637
305,"female","18-24","2012",7502
305,"female","18-24","2013",7473
305,"female","18-24","2014",7907
305,"female","18-24","2015",10777
305,"female","18-24","2016",11688
305,"female","18-24","2017",11521
305,"female","18-24","2018",12481
305,"female","18-24","2019",13016
305,"female","18-24","2020",12447
305,"female","18-24","2021",13056
305,"female","18-24","2022",14276
305,"male","18-24","2008",7035
305,"male","18-24","2009",7379
305,"male","18-24","2010",7226
305,"male","18-24","2011",7287
305,"male","18-24","2012",7014
305,"male","18-24","2013",6890
305,"male","18-24","2014",7337
305,"male","18-24","2015",9365
305,"male","18-24","2016",10351
305,"male","18-24","2017",10241
305,"male","18-24","2018",10893
305,"male","18-24","2019",11470
305,"male","18-24","2020",11092
305,"male","18-24","2021",11490
305,"male","18-24","2022",12597
306,"female","18-24","2015",6350
306,"female","18-24","2016",6746
306,"female","18-24","2017",6713
306,"female","18-24","2018",6787
306,"female","18-24","2019",6735
306,"female","18-24","2020",6814
306,"female","18-24","2021",6961
306,"female","18-24","2022",7032
306,"male","18-24","2015",6100
306,"male","18-24","2016",6606
306,"male","18-24","2017",6591
306,"male","18-24","2018",6742
306,"male","18-24","2019",6647
306,"male","18-24","2020",6778
306,"male","18-24","2021",7164
306,"male","18-24","2022",7102
307,"female","18-24","2015",4075
307,"female","18-24","2016",4266
307,"female","18-24","2017",4069
307,"female","18-24","2018",4087
307,"female","18-24","2019",4087
307,"female","18-24","2020",4131
307,"female","18-24","2021",4159
307,"female","18-24","2022",4220
307,"male","18-24","2015",4133
307,"male","18-24","2016",4383
307,"male","18-24","2017",4252
307,"male","18-24","2018",4212
307,"male","18-24","2019",4246
307,"male","18-24","2020",4205
307,"male","18-24","2021",4293
307,"male","18-24","2022",4207
308,"female","18-24","2008",6506
308,"female","18-24","2009",6960
308,"female","18-24","2010",6804
308,"female","18-24","2011",6736
308,"female","18-24","2012",6722
308,"female","18-24","2013",6558
308,"female","18-24","2014",6916
308,"female","18-24","2015",5114
308,"female","18-24","2016",5387
308,"female","18-24","2017",5165
308,"female","18-24","2018",5052
308,"female","18-24","2019",7481
308,"female","18-24","2020",7486
308,"female","18-24","2021",7606
308,"female","18-24","2022",7466
308,"male","18-24","2008",6145
308,"male","18-24","2009",6504
308,"male","18-24","2010",6267
308,"male","18-24","2011",6290
308,"male","18-24","2012",6386
308,"male","18-24","2013",6205
308,"male","18-24","2014",6569
308,"male","18-24","2015",4816
308,"male","18-24","2016",5174
308,"male","18-24","2017",4967
308,"male","18-24","2018",4956
308,"male","18-24","2019",7313
308,"male","18-24","2020",7371
308,"male","18-24","2021",7609
308,"male","18-24","2022",7552
309,"female","18-24","2015",17823
309,"female","18-24","2016",19046
309,"female","18-24","2017",18544
309,"female","18-24","2018",19532
309,"female","18-24","2019",21454
309,"female","18-24","2020",21219
309,"female","18-24","2021",22222
309,"female","18-24","2022",22756
309,"male","18-24","2015",16317
309,"male","18-24","2016",17807
309,"male","18-24","2017",17560
309,"male","18-24","2018",18210
309,"male","18-24","2019",19931
309,"male","18-24","2020",19724
309,"male","18-24","2021",20692
309,"male","18-24","2022",21212
310,"female","18-24","2008",623
310,"female","18-24","2009",663
310,"female","18-24","2010",677
310,"female","18-24","2011",700
310,"female","18-24","2012",663
310,"female","18-24","2013",637
310,"female","18-24","2014",643
310,"female","18-24","2015",11295
310,"female","18-24","2016",12026
310,"female","18-24","2017",11710
310,"female","18-24","2018",12052
310,"female","18-24","2019",12452
310,"female","18-24","2020",12459
310,"female","18-24","2021",12742
310,"female","18-24","2022",13118
310,"male","18-24","2008",668
310,"male","18-24","2009",703
310,"male","18-24","2010",637
310,"male","18-24","2011",660
310,"male","18-24","2012",633
310,"male","18-24","2013",582
310,"male","18-24","2014",602
310,"male","18-24","2015",10412
310,"male","18-24","2016",11436
310,"male","18-24","2017",11274
310,"male","18-24","2018",11753
310,"male","18-24","2019",12206
310,"male","18-24","2020",12340
310,"male","18-24","2021",12715
310,"male","18-24","2022",12911
311,"female","18-24","2008",6031
311,"female","18-24","2009",6237
311,"female","18-24","2010",6128
311,"female","18-24","2011",6230
311,"female","18-24","2012",6280
311,"female","18-24","2013",6332
311,"female","18-24","2014",6775
311,"female","18-24","2015",10866
311,"female","18-24","2016",11758
311,"female","18-24","2017",11386
311,"female","18-24","2018",11736
311,"female","18-24","2019",12014
311,"female","18-24","2020",12022
311,"female","18-24","2021",12207
311,"female","18-24","2022",12478
311,"male","18-24","2008",5627
311,"male","18-24","2009",5823
311,"male","18-24","2010",5572
311,"male","18-24","2011",5691
311,"male","18-24","2012",5783
311,"male","18-24","2013",5676
311,"male","18-24","2014",6008
311,"male","18-24","2015",10280
311,"male","18-24","2016",11118
311,"male","18-24","2017",10988
311,"male","18-24","2018",11306
311,"male","18-24","2019",11705
311,"male","18-24","2020",11785
311,"male","18-24","2021",12021
311,"male","18-24","2022",12239
312,"female","18-24","2015",5350
312,"female","18-24","2016",5525
312,"female","18-24","2017",5195
312,"female","18-24","2018",5294
312,"female","18-24","2019",5334
312,"female","18-24","2020",5379
312,"female","18-24","2021",5550
312,"female","18-24","2022",5631
312,"male","18-24","2015",5047
312,"male","18-24","2016",5419
312,"male","18-24","2017",5039
312,"male","18-24","2018",5160
312,"male","18-24","2019",5287
312,"male","18-24","2020",5403
312,"male","18-24","2021",5480
312,"male","18-24","2022",5374
313,"female","18-24","2015",7358
313,"female","18-24","2016",7900
313,"female","18-24","2017",7636
313,"female","18-24","2018",7727
313,"female","18-24","2019",8238
313,"female","18-24","2020",8210
313,"female","18-24","2021",8426
313,"female","18-24","2022",8621
313,"male","18-24","2015",6800
313,"male","18-24","2016",7494
313,"male","18-24","2017",7253
313,"male","18-24","2018",7325
313,"male","18-24","2019",7923
313,"male","18-24","2020",8107
313,"male","18-24","2021",8339
313,"male","18-24","2022",8563
314,"female","18-24","2015",7214
314,"female","18-24","2016",7757
314,"female","18-24","2017",7597
314,"female","18-24","2018",7910
314,"female","18-24","2019",8133
314,"female","18-24","2020",8077
314,"female","18-24","2021",7937
314,"female","18-24","2022",8194
314,"male","18-24","2015",6775
314,"male","18-24","2016",7450
314,"male","18-24","2017",7426
314,"male","18-24","2018",7694
314,"male","18-24","2019",7929
314,"male","18-24","2020",7826
314,"male","18-24","2021",7866
314,"male","18-24","2022",8095
315,"female","18-24","2008",3803
315,"female","18-24","2009",3876
315,"female","18-24","2010",3684
315,"female","18-24","2011",3700
315,"female","18-24","2012",3555
315,"female","18-24","2013",3444
315,"female","18-24","2014",3556
315,"female","18-24","2015",2483
315,"female","18-24","2016",2600
315,"female","18-24","2017",2513
315,"female","18-24","2018",2488
315,"female","18-24","2019",2356
315,"female","18-24","2020",2529
315,"female","18-24","2021",2505
315,"female","18-24","2022",2509
315,"male","18-24","2008",3490
315,"male","18-24","2009",3553
315,"male","18-24","2010",3310
315,"male","18-24","2011",3314
315,"male","18-24","2012",3269
315,"male","18-24","2013",3154
315,"male","18-24","2014",3265
315,"male","18-24","2015",2313
315,"male","18-24","2016",2541
315,"male","18-24","2017",2375
315,"male","18-24","2018",2297
315,"male","18-24","2019",2245
315,"male","18-24","2020",2409
315,"male","18-24","2021",2387
315,"male","18-24","2022",2280
316,"female","18-24","2008",2795
316,"female","18-24","2009",2912
316,"female","18-24","2010",2937
316,"female","18-24","2011",2882
316,"female","18-24","2012",2899
316,"female","18-24","2013",2807
316,"female","18-24","2014",2910
316,"female","18-24","2015",8507
316,"female","18-24","2016",9214
316,"female","18-24","2017",9006
316,"female","18-24","2018",9484
316,"female","18-24","2019",12099
316,"female","18-24","2020",12084
316,"female","18-24","2021",12591
316,"female","18-24","2022",12879
316,"male","18-24","2008",2729
316,"male","18-24","2009",2848
316,"male","18-24","2010",2854
316,"male","18-24","2011",2879
316,"male","18-24","2012",2853
316,"male","18-24","2013",2762
316,"male","18-24","2014",2788
316,"male","18-24","2015",7943
316,"male","18-24","2016",8695
316,"male","18-24","2017",8566
316,"male","18-24","2018",8885
316,"male","18-24","2019",11451
316,"male","18-24","2020",11273
316,"male","18-24","2021",11977
316,"male","18-24","2022",12242
317,"female","18-24","2015",5684
317,"female","18-24","2016",5881
317,"female","18-24","2017",5711
317,"female","18-24","2018",5768
317,"female","18-24","2019",5772
317,"female","18-24","2020",5700
317,"female","18-24","2021",5718
317,"female","18-24","2022",5765
317,"male","18-24","2015",5372
317,"male","18-24","2016",5682
317,"male","18-24","2017",5521
317,"male","18-24","2018",5601
317,"male","18-24","2019",5608
317,"male","18-24","2020",5537
317,"male","18-24","2021",5636
317,"male","18-24","2022",5733
318,"female","18-24","2015",8750
318,"female","18-24","2016",9395
318,"female","18-24","2017",9061
318,"female","18-24","2018",9165
318,"female","18-24","2019",9128
318,"female","18-24","2020",8927
318,"female","18-24","2021",9008
318,"female","18-24","2022",9137
318,"male","18-24","2015",8520
318,"male","18-24","2016",9535
318,"male","18-24","2017",9317
318,"male","18-24","2018",9185
318,"male","18-24","2019",9065
318,"male","18-24","2020",8862
318,"male","18-24","2021",8999
318,"male","18-24","2022",8866
319,"female","18-24","2008",3219
319,"female","18-24","2009",3400
319,"female","18-24","2010",3406
319,"female","18-24","2011",3430
319,"female","18-24","2012",3436
319,"female","18-24","2013",3344
319,"female","18-24","2014",3441
319,"female","18-24","2015",7620
319,"female","18-24","2016",8204
319,"female","18-24","2017",8039
319,"female","18-24","2018",7993
319,"female","18-24","2019",7948
319,"female","18-24","2020",8154
319,"female","18-24","2021",8325
319,"female","18-24","2022",8428
319,"male","18-24","2008",3216
319,"male","18-24","2009",3460
319,"male","18-24","2010",3437
319,"male","18-24","2011",3399
319,"male","18-24","2012",3359
319,"male","18-24","2013",3188
319,"male","18-24","2014",3296
319,"male","18-24","2015",7511
319,"male","18-24","2016",8071
319,"male","18-24","2017",7927
319,"male","18-24","2018",7897
319,"male","18-24","2019",7967
319,"male","18-24","2020",8066
319,"male","18-24","2021",8260
319,"male","18-24","2022",8388
401,"female","18-24","2008",4585
401,"female","18-24","2009",4437
401,"female","18-24","2010",4540
401,"female","18-24","2011",4415
401,"female","18-24","2012",4310
401,"female","18-24","2013",4386
401,"female","18-24","2014",4625
401,"female","18-24","2015",9834
401,"female","18-24","2016",10574
401,"female","18-24","2017",9840
401,"female","18-24","2018",10107
401,"female","18-24","2019",10176
401,"female","18-24","2020",9554
401,"female","18-24","2021",9298
401,"female","18-24","2022",10767
401,"male","18-24","2008",4492
401,"male","18-24","2009",4443
401,"male","18-24","2010",4620
401,"male","18-24","2011",4515
401,"male","18-24","2012",4288
401,"male","18-24","2013",4366
401,"male","18-24","2014",4663
401,"male","18-24","2015",9908
401,"male","18-24","2016",10700
401,"male","18-24","2017",9970
401,"male","18-24","2018",10085
401,"male","18-24","2019",10198
401,"male","18-24","2020",9402
401,"male","18-24","2021",9131
401,"male","18-24","2022",10607
402,"female","18-24","2008",308
402,"female","18-24","2009",296
402,"female","18-24","2010",316
402,"female","18-24","2011",323
402,"female","18-24","2012",318
402,"female","18-24","2013",340
402,"female","18-24","2014",387
402,"female","18-24","2015",13986
402,"female","18-24","2016",15244
402,"female","18-24","2017",14522
402,"female","18-24","2018",14859
402,"female","18-24","2019",15555
402,"female","18-24","2020",14957
402,"female","18-24","2021",14611
402,"female","18-24","2022",15778
402,"male","18-24","2008",280
402,"male","18-24","2009",277
402,"male","18-24","2010",268
402,"male","18-24","2011",275
402,"male","18-24","2012",274
402,"male","18-24","2013",302
402,"male","18-24","2014",356
402,"male","18-24","2015",13977
402,"male","18-24","2016",15589
402,"male","18-24","2017",14778
402,"male","18-24","2018",14781
402,"male","18-24","2019",15650
402,"male","18-24","2020",15125
402,"male","18-24","2021",14720
402,"male","18-24","2022",16025
403,"female","18-24","2015",12923
403,"female","18-24","2016",13915
403,"female","18-24","2017",13179
403,"female","18-24","2018",13308
403,"female","18-24","2019",13335
403,"female","18-24","2020",12672
403,"female","18-24","2021",12219
403,"female","18-24","2022",13227
403,"male","18-24","2015",12727
403,"male","18-24","2016",13776
403,"male","18-24","2017",13087
403,"male","18-24","2018",13076
403,"male","18-24","2019",13166
403,"male","18-24","2020",12335
403,"male","18-24","2021",11861
403,"male","18-24","2022",13197
404,"female","18-24","2008",1813
404,"female","18-24","2009",1783
404,"female","18-24","2010",1784
404,"female","18-24","2011",1681
404,"female","18-24","2012",1624
404,"female","18-24","2013",1623
404,"female","18-24","2014",1752
404,"female","18-24","2015",7745
404,"female","18-24","2016",8489
404,"female","18-24","2017",8078
404,"female","18-24","2018",8283
404,"female","18-24","2019",8349
404,"female","18-24","2020",8007
404,"female","18-24","2021",7802
404,"female","18-24","2022",8352
404,"male","18-24","2008",1705
404,"male","18-24","2009",1646
404,"male","18-24","2010",1671
404,"male","18-24","2011",1570
404,"male","18-24","2012",1459
404,"male","18-24","2013",1507
404,"male","18-24","2014",1708
404,"male","18-24","2015",7510
404,"male","18-24","2016",8275
404,"male","18-24","2017",7905
404,"male","18-24","2018",8017
404,"male","18-24","2019",8207
404,"male","18-24","2020",7721
404,"male","18-24","2021",7541
404,"male","18-24","2022",8135
405,"female","18-24","2008",2084
405,"female","18-24","2009",2035
405,"female","18-24","2010",2032
405,"female","18-24","2011",1912
405,"female","18-24","2012",1823
405,"female","18-24","2013",1951
405,"female","18-24","2014",2027
405,"female","18-24","2015",2811
405,"female","18-24","2016",3066
405,"female","18-24","2017",2797
405,"female","18-24","2018",3000
405,"female","18-24","2019",3053
405,"female","18-24","2020",2799
405,"female","18-24","2021",2667
405,"female","18-24","2022",3124
405,"male","18-24","2008",1945
405,"male","18-24","2009",1866
405,"male","18-24","2010",1858
405,"male","18-24","2011",1781
405,"male","18-24","2012",1696
405,"male","18-24","2013",1816
405,"male","18-24","2014",2000
405,"male","18-24","2015",3075
405,"male","18-24","2016",3289
405,"male","18-24","2017",3052
405,"male","18-24","2018",3217
405,"male","18-24","2019",3258
405,"male","18-24","2020",2897
405,"male","18-24","2021",2658
405,"male","18-24","2022",3143
406,"female","18-24","2015",2410
406,"female","18-24","2016",2449
406,"female","18-24","2017",2252
406,"female","18-24","2018",2288
406,"female","18-24","2019",2163
406,"female","18-24","2020",2024
406,"female","18-24","2021",1969
406,"female","18-24","2022",2087
406,"male","18-24","2015",2377
406,"male","18-24","2016",2475
406,"male","18-24","2017",2282
406,"male","18-24","2018",2232
406,"male","18-24","2019",2147
406,"male","18-24","2020",2041
406,"male","18-24","2021",1944
406,"male","18-24","2022",2162
407,"female","18-24","2015",3728
407,"female","18-24","2016",4154
407,"female","18-24","2017",3665
407,"female","18-24","2018",3976
407,"female","18-24","2019",4951
407,"female","18-24","2020",4562
407,"female","18-24","2021",4260
407,"female","18-24","2022",5033
407,"male","18-24","2015",3889
407,"male","18-24","2016",4183
407,"male","18-24","2017",3703
407,"male","18-24","2018",3908
407,"male","18-24","2019",4807
407,"male","18-24","2020",4416
407,"male","18-24","2021",4121
407,"male","18-24","2022",5048
501,"female","18-24","2008",5559
501,"female","18-24","2009",5513
501,"female","18-24","2010",5060
501,"female","18-24","2011",4874
501,"female","18-24","2012",4589
501,"female","18-24","2013",4974
501,"female","18-24","2014",5259
501,"female","18-24","2015",3914
501,"female","18-24","2016",4198
501,"female","18-24","2017",4182
501,"female","18-24","2018",4090
501,"female","18-24","2019",5001
501,"female","18-24","2020",4898
501,"female","18-24","2021",5171
501,"female","18-24","2022",5433
501,"male","18-24","2008",5163
501,"male","18-24","2009",5180
501,"male","18-24","2010",4629
501,"male","18-24","2011",4416
501,"male","18-24","2012",4073
501,"male","18-24","2013",4582
501,"male","18-24","2014",4861
501,"male","18-24","2015",3985
501,"male","18-24","2016",4473
501,"male","18-24","2017",4388
501,"male","18-24","2018",4197
501,"male","18-24","2019",5147
501,"male","18-24","2020",5068
501,"male","18-24","2021",5387
501,"male","18-24","2022",5559
502,"female","18-24","2008",1066
502,"female","18-24","2009",1065
502,"female","18-24","2010",985
502,"female","18-24","2011",1003
502,"female","18-24","2012",965
502,"female","18-24","2013",1079
502,"female","18-24","2014",1092
502,"female","18-24","2015",2864
502,"female","18-24","2016",3204
502,"female","18-24","2017",3157
502,"female","18-24","2018",3171
502,"female","18-24","2019",3227
502,"female","18-24","2020",3205
502,"female","18-24","2021",3316
502,"female","18-24","2022",3426
502,"male","18-24","2008",1087
502,"male","18-24","2009",1098
502,"male","18-24","2010",999
502,"male","18-24","2011",979
502,"male","18-24","2012",924
502,"male","18-24","2013",1038
502,"male","18-24","2014",1076
502,"male","18-24","2015",2779
502,"male","18-24","2016",3207
502,"male","18-24","2017",3158
502,"male","18-24","2018",3098
502,"male","18-24","2019",3133
502,"male","18-24","2020",3117
502,"male","18-24","2021",3232
502,"male","18-24","2022",3375
503,"female","18-24","2015",5312
503,"female","18-24","2016",5856
503,"female","18-24","2017",5535
503,"female","18-24","2018",5560
503,"female","18-24","2019",5965
503,"female","18-24","2020",5692
503,"female","18-24","2021",6042
503,"female","18-24","2022",6479
503,"male","18-24","2015",5125
503,"male","18-24","2016",5687
503,"male","18-24","2017",5456
503,"male","18-24","2018",5360
503,"male","18-24","2019",5811
503,"male","18-24","2020",5452
503,"male","18-24","2021",5791
503,"male","18-24","2022",6078
504,"female","18-24","2015",8126
504,"female","18-24","2016",8888
504,"female","18-24","2017",8552
504,"female","18-24","2018",8567
504,"female","18-24","2019",8951
504,"female","18-24","2020",8690
504,"female","18-24","2021",9116
504,"female","18-24","2022",9229
504,"male","18-24","2015",7893
504,"male","18-24","2016",8910
504,"male","18-24","2017",8745
504,"male","18-24","2018",8614
504,"male","18-24","2019",9048
504,"male","18-24","2020",8875
504,"male","18-24","2021",9149
504,"male","18-24","2022",9457
505,"female","18-24","2008",2785
505,"female","18-24","2009",2937
505,"female","18-24","2010",2904
505,"female","18-24","2011",2935
505,"female","18-24","2012",2898
505,"female","18-24","2013",3285
505,"female","18-24","2014",3490
505,"female","18-24","2015",17686
505,"female","18-24","2016",18941
505,"female","18-24","2017",18489
505,"female","18-24","2018",18161
505,"female","18-24","2019",19493
505,"female","18-24","2020",18779
505,"female","18-24","2021",19483
505,"female","18-24","2022",19772
505,"male","18-24","2008",2764
505,"male","18-24","2009",2876
505,"male","18-24","2010",2776
505,"male","18-24","2011",2788
505,"male","18-24","2012",2694
505,"male","18-24","2013",3056
505,"male","18-24","2014",3301
505,"male","18-24","2015",17651
505,"male","18-24","2016",19125
505,"male","18-24","2017",18673
505,"male","18-24","2018",18263
505,"male","18-24","2019",19569
505,"male","18-24","2020",18916
505,"male","18-24","2021",19568
505,"male","18-24","2022",19963
506,"female","18-24","2008",5349
506,"female","18-24","2009",5342
506,"female","18-24","2010",4906
506,"female","18-24","2011",4686
506,"female","18-24","2012",4471
506,"female","18-24","2013",4913
506,"female","18-24","2014",5079
506,"female","18-24","2015",15892
506,"female","18-24","2016",17258
506,"female","18-24","2017",16896
506,"female","18-24","2018",16897
506,"female","18-24","2019",17254
506,"female","18-24","2020",16900
506,"female","18-24","2021",17806
506,"female","18-24","2022",18073
506,"male","18-24","2008",5390
506,"male","18-24","2009",5376
506,"male","18-24","2010",4950
506,"male","18-24","2011",4704
506,"male","18-24","2012",4468
506,"male","18-24","2013",4865
506,"male","18-24","2014",5073
506,"male","18-24","2015",15735
506,"male","18-24","2016",17508
506,"male","18-24","2017",17147
506,"male","18-24","2018",16759
506,"male","18-24","2019",17496
506,"male","18-24","2020",17037
506,"male","18-24","2021",17765
506,"male","18-24","2022",18191
507,"female","18-24","2015",13226
507,"female","18-24","2016",14379
507,"female","18-24","2017",14056
507,"female","18-24","2018",13813
507,"female","18-24","2019",15131
507,"female","18-24","2020",14649
507,"female","18-24","2021",15249
507,"female","18-24","2022",15693
507,"male","18-24","2015",12640
507,"male","18-24","2016",14182
507,"male","18-24","2017",13883
507,"male","18-24","2018",13616
507,"male","18-24","2019",14726
507,"male","18-24","2020",14378
507,"male","18-24","2021",14994
507,"male","18-24","2022",15305
509,"female","18-24","2015",3271
509,"female","18-24","2016",3599
509,"female","18-24","2017",3522
509,"female","18-24","2018",3291
509,"female","18-24","2019",3343
509,"female","18-24","2020",3208
509,"female","18-24","2021",3455
509,"female","18-24","2022",3508
509,"male","18-24","2015",3386
509,"male","18-24","2016",3764
509,"male","18-24","2017",3781
509,"male","18-24","2018",3516
509,"male","18-24","2019",3652
509,"male","18-24","2020",3451
509,"male","18-24","2021",3560
509,"male","18-24","2022",3635
510,"female","18-24","2019",1564
510,"female","18-24","2020",1465
510,"female","18-24","2021",1584
510,"female","18-24","2022",1663
510,"male","18-24","2019",1466
510,"male","18-24","2020",1441
510,"male","18-24","2021",1498
510,"male","18-24","2022",1547
511,"female","18-24","2019",3178
511,"female","18-24","2020",3012
511,"female","18-24","2021",3131
511,"female","18-24","2022",3207
511,"male","18-24","2019",3069
511,"male","18-24","2020",3054
511,"male","18-24","2021",3147
511,"male","18-24","2022",3187
601,"female","18-24","2015",7857
601,"female","18-24","2016",8266
601,"female","18-24","2017",7890
601,"female","18-24","2018",8156
601,"female","18-24","2019",8218
601,"female","18-24","2020",7801
601,"female","18-24","2021",8178
601,"female","18-24","2022",8273
601,"male","18-24","2015",7763
601,"male","18-24","2016",8241
601,"male","18-24","2017",7781
601,"male","18-24","2018",7986
601,"male","18-24","2019",8005
601,"male","18-24","2020",7536
601,"male","18-24","2021",7958
601,"male","18-24","2022",8222
602,"female","18-24","2015",4846
602,"female","18-24","2016",5001
602,"female","18-24","2017",4704
602,"female","18-24","2018",4722
602,"female","18-24","2019",5143
602,"female","18-24","2020",4890
602,"female","18-24","2021",4995
602,"female","18-24","2022",4910
602,"male","18-24","2015",4903
602,"male","18-24","2016",5153
602,"male","18-24","2017",4901
602,"male","18-24","2018",4920
602,"male","18-24","2019",5154
602,"male","18-24","2020",4838
602,"male","18-24","2021",4958
602,"male","18-24","2022",4957
603,"female","18-24","2015",931
603,"female","18-24","2016",953
603,"female","18-24","2017",896
603,"female","18-24","2018",981
603,"female","18-24","2019",1017
603,"female","18-24","2020",939
603,"female","18-24","2021",1014
603,"female","18-24","2022",1043
603,"male","18-24","2015",964
603,"male","18-24","2016",1026
603,"male","18-24","2017",937
603,"male","18-24","2018",991
603,"male","18-24","2019",1085
603,"male","18-24","2020",1006
603,"male","18-24","2021",1104
603,"male","18-24","2022",1139
604,"female","18-24","2015",3898
604,"female","18-24","2016",3968
604,"female","18-24","2017",3792
604,"female","18-24","2018",3841
604,"female","18-24","2019",3883
604,"female","18-24","2020",3666
604,"female","18-24","2021",3806
604,"female","18-24","2022",3740
604,"male","18-24","2015",3934
604,"male","18-24","2016",4028
604,"male","18-24","2017",3895
604,"male","18-24","2018",3847
604,"male","18-24","2019",3807
604,"male","18-24","2020",3577
604,"male","18-24","2021",3759
604,"male","18-24","2022",3704
701,"female","18-24","2015",3806
701,"female","18-24","2016",4215
701,"female","18-24","2017",4110
701,"female","18-24","2018",4045
701,"female","18-24","2019",4037
701,"female","18-24","2020",3966
701,"female","18-24","2021",4087
701,"female","18-24","2022",4116
701,"male","18-24","2015",4121
701,"male","18-24","2016",4616
701,"male","18-24","2017",4561
701,"male","18-24","2018",4450
701,"male","18-24","2019",4425
701,"male","18-24","2020",4196
701,"male","18-24","2021",4361
701,"male","18-24","2022",4386
702,"female","18-24","2015",2705
702,"female","18-24","2016",2581
702,"female","18-24","2017",2758
702,"female","18-24","2018",2607
702,"female","18-24","2019",2639
702,"female","18-24","2020",2332
702,"female","18-24","2021",2460
702,"female","18-24","2022",2492
702,"male","18-24","2015",2324
702,"male","18-24","2016",2320
702,"male","18-24","2017",2520
702,"male","18-24","2018",2346
702,"male","18-24","2019",2454
702,"male","18-24","2020",2165
702,"male","18-24","2021",2306
702,"male","18-24","2022",2367
801,"female","18-24","2015",14806
801,"female","18-24","2016",15992
801,"female","18-24","2017",15189
801,"female","18-24","2018",15419
801,"female","18-24","2019",16596
801,"female","18-24","2020",15629
801,"female","18-24","2021",15942
801,"female","18-24","2022",17052
