"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment"
30201,"male","18-24","2021",1666
30201,"male","18-24","2022",1724
30202,"female","18-24","2015",2481
30202,"female","18-24","2016",2695
30202,"female","18-24","2017",2601
30202,"female","18-24","2018",2748
30202,"female","18-24","2019",2925
30202,"female","18-24","2020",2831
30202,"female","18-24","2021",2776
30202,"female","18-24","2022",2807
30202,"male","18-24","2015",2221
30202,"male","18-24","2016",2435
30202,"male","18-24","2017",2368
30202,"male","18-24","2018",2490
30202,"male","18-24","2019",2614
30202,"male","18-24","2020",2500
30202,"male","18-24","2021",2564
30202,"male","18-24","2022",2627
30203,"female","18-24","2015",1277
30203,"female","18-24","2016",1474
30203,"female","18-24","2017",1393
30203,"female","18-24","2018",1506
30203,"female","18-24","2019",1456
30203,"female","18-24","2020",1410
30203,"female","18-24","2021",1417
30203,"female","18-24","2022",1451
30203,"male","18-24","2015",1275
30203,"male","18-24","2016",1436
30203,"male","18-24","2017",1431
30203,"male","18-24","2018",1390
30203,"male","18-24","2019",1386
30203,"male","18-24","2020",1331
30203,"male","18-24","2021",1307
30203,"male","18-24","2022",1310
30204,"female","18-24","2015",1897
30204,"female","18-24","2016",2006
30204,"female","18-24","2017",1928
30204,"female","18-24","2018",1883
30204,"female","18-24","2019",1935
30204,"female","18-24","2020",1917
30204,"female","18-24","2021",1865
30204,"female","18-24","2022",1903
30204,"male","18-24","2015",1707
30204,"male","18-24","2016",1889
30204,"male","18-24","2017",1846
30204,"male","18-24","2018",1840
30204,"male","18-24","2019",1944
30204,"male","18-24","2020",1906
30204,"male","18-24","2021",1911
30204,"male","18-24","2022",1974
30301,"female","18-24","2015",2010
30301,"female","18-24","2016",2162
30301,"female","18-24","2017",2109
30301,"female","18-24","2018",2183
30301,"female","18-24","2019",2231
30301,"female","18-24","2020",2188
30301,"female","18-24","2021",2111
30301,"female","18-24","2022",2173
30301,"male","18-24","2015",1868
30301,"male","18-24","2016",2034
30301,"male","18-24","2017",1994
30301,"male","18-24","2018",2041
30301,"male","18-24","2019",2140
30301,"male","18-24","2020",2029
30301,"male","18-24","2021",2000
30301,"male","18-24","2022",2003
30302,"female","18-24","2015",3109
30302,"female","18-24","2016",3423
30302,"female","18-24","2017",3365
30302,"female","18-24","2018",3734
30302,"female","18-24","2019",4016
30302,"female","18-24","2020",3860
30302,"female","18-24","2021",3793
30302,"female","18-24","2022",4117
30302,"male","18-24","2015",2992
30302,"male","18-24","2016",3307
30302,"male","18-24","2017",3331
30302,"male","18-24","2018",3525
30302,"male","18-24","2019",3852
30302,"male","18-24","2020",3583
30302,"male","18-24","2021",3504
30302,"male","18-24","2022",3655
30303,"female","18-24","2015",2569
30303,"female","18-24","2016",2693
30303,"female","18-24","2017",2598
30303,"female","18-24","2018",2619
30303,"female","18-24","2019",2732
30303,"female","18-24","2020",2776
30303,"female","18-24","2021",2731
30303,"female","18-24","2022",2772
30303,"male","18-24","2015",2566
30303,"male","18-24","2016",2722
30303,"male","18-24","2017",2604
30303,"male","18-24","2018",2594
30303,"male","18-24","2019",2663
30303,"male","18-24","2020",2585
30303,"male","18-24","2021",2701
30303,"male","18-24","2022",2783
30304,"female","18-24","2015",1410
30304,"female","18-24","2016",1518
30304,"female","18-24","2017",1460
30304,"female","18-24","2018",1497
30304,"female","18-24","2019",1554
30304,"female","18-24","2020",1514
30304,"female","18-24","2021",1442
30304,"female","18-24","2022",1507
30304,"male","18-24","2015",1393
30304,"male","18-24","2016",1496
30304,"male","18-24","2017",1465
30304,"male","18-24","2018",1555
30304,"male","18-24","2019",1597
30304,"male","18-24","2020",1513
30304,"male","18-24","2021",1475
30304,"male","18-24","2022",1503
30305,"female","18-24","2015",2031
30305,"female","18-24","2016",2143
30305,"female","18-24","2017",2070
30305,"female","18-24","2018",2088
30305,"female","18-24","2019",2073
30305,"female","18-24","2020",2069
30305,"female","18-24","2021",2067
30305,"female","18-24","2022",2103
30305,"male","18-24","2015",1991
30305,"male","18-24","2016",2124
30305,"male","18-24","2017",2106
30305,"male","18-24","2018",2072
30305,"male","18-24","2019",2125
30305,"male","18-24","2020",2086
30305,"male","18-24","2021",2113
30305,"male","18-24","2022",2149
30306,"female","18-24","2015",1495
30306,"female","18-24","2016",1507
30306,"female","18-24","2017",1443
30306,"female","18-24","2018",1473
30306,"female","18-24","2019",1508
30306,"female","18-24","2020",1433
30306,"female","18-24","2021",1521
30306,"female","18-24","2022",1558
30306,"male","18-24","2015",1606
30306,"male","18-24","2016",1686
30306,"male","18-24","2017",1620
30306,"male","18-24","2018",1586
30306,"male","18-24","2019",1577
30306,"male","18-24","2020",1572
30306,"male","18-24","2021",1601
30306,"male","18-24","2022",1626
30401,"female","18-24","2015",1246
30401,"female","18-24","2016",1282
30401,"female","18-24","2017",1192
30401,"female","18-24","2018",1188
30401,"female","18-24","2019",1177
30401,"female","18-24","2020",1119
30401,"female","18-24","2021",1100
30401,"female","18-24","2022",1095
30401,"male","18-24","2015",1245
30401,"male","18-24","2016",1300
30401,"male","18-24","2017",1199
30401,"male","18-24","2018",1196
30401,"male","18-24","2019",1150
30401,"male","18-24","2020",1131
30401,"male","18-24","2021",1109
30401,"male","18-24","2022",1127
30402,"female","18-24","2015",1951
30402,"female","18-24","2016",2030
30402,"female","18-24","2017",1875
30402,"female","18-24","2018",1859
30402,"female","18-24","2019",1852
30402,"female","18-24","2020",1824
30402,"female","18-24","2021",1740
30402,"female","18-24","2022",1731
30402,"male","18-24","2015",1955
30402,"male","18-24","2016",2099
30402,"male","18-24","2017",1947
30402,"male","18-24","2018",1942
30402,"male","18-24","2019",2009
30402,"male","18-24","2020",1980
30402,"male","18-24","2021",1949
30402,"male","18-24","2022",2012
30403,"female","18-24","2015",2664
30403,"female","18-24","2016",2809
30403,"female","18-24","2017",2632
30403,"female","18-24","2018",2828
30403,"female","18-24","2019",2932
30403,"female","18-24","2020",2869
30403,"female","18-24","2021",2902
30403,"female","18-24","2022",3329
30403,"male","18-24","2015",2696
30403,"male","18-24","2016",2835
30403,"male","18-24","2017",2723
30403,"male","18-24","2018",2826
30403,"male","18-24","2019",2993
30403,"male","18-24","2020",2856
30403,"male","18-24","2021",2926
30403,"male","18-24","2022",3282
30404,"female","18-24","2008",807
30404,"female","18-24","2009",836
30404,"female","18-24","2010",840
30404,"female","18-24","2011",865
30404,"female","18-24","2012",801
30404,"female","18-24","2013",769
30404,"female","18-24","2014",785
30404,"female","18-24","2015",1918
30404,"female","18-24","2016",1999
30404,"female","18-24","2017",1958
30404,"female","18-24","2018",2012
30404,"female","18-24","2019",2013
30404,"female","18-24","2020",2002
30404,"female","18-24","2021",1992
30404,"female","18-24","2022",2027
30404,"male","18-24","2008",827
30404,"male","18-24","2009",895
30404,"male","18-24","2010",878
30404,"male","18-24","2011",877
30404,"male","18-24","2012",842
30404,"male","18-24","2013",805
30404,"male","18-24","2014",873
30404,"male","18-24","2015",2081
30404,"male","18-24","2016",2150
30404,"male","18-24","2017",2109
30404,"male","18-24","2018",2092
30404,"male","18-24","2019",2112
30404,"male","18-24","2020",2060
30404,"male","18-24","2021",2078
30404,"male","18-24","2022",2196
30501,"female","18-24","2008",2746
30501,"female","18-24","2009",2958
30501,"female","18-24","2010",2958
30501,"female","18-24","2011",2964
30501,"female","18-24","2012",2897
30501,"female","18-24","2013",2937
30501,"female","18-24","2014",3107
30501,"female","18-24","2015",2364
30501,"female","18-24","2016",2660
30501,"female","18-24","2017",2551
30501,"female","18-24","2018",2906
30501,"female","18-24","2019",3205
30501,"female","18-24","2020",3055
30501,"female","18-24","2021",3359
30501,"female","18-24","2022",4124
30501,"male","18-24","2008",2677
30501,"male","18-24","2009",2814
30501,"male","18-24","2010",2730
30501,"male","18-24","2011",2696
30501,"male","18-24","2012",2595
30501,"male","18-24","2013",2607
30501,"male","18-24","2014",2782
30501,"male","18-24","2015",2081
30501,"male","18-24","2016",2400
30501,"male","18-24","2017",2378
30501,"male","18-24","2018",2588
30501,"male","18-24","2019",2806
30501,"male","18-24","2020",2666
30501,"male","18-24","2021",2990
30501,"male","18-24","2022",3485
30502,"female","18-24","2008",1922
30502,"female","18-24","2009",1994
30502,"female","18-24","2010",1988
30502,"female","18-24","2011",1990
30502,"female","18-24","2012",1983
30502,"female","18-24","2013",1913
30502,"female","18-24","2014",2071
30502,"female","18-24","2015",1628
30502,"female","18-24","2016",1745
30502,"female","18-24","2017",1706
30502,"female","18-24","2018",1794
30502,"female","18-24","2019",1817
30502,"female","18-24","2020",1801
30502,"female","18-24","2021",1862
30502,"female","18-24","2022",1958
30502,"male","18-24","2008",1804
30502,"male","18-24","2009",1870
30502,"male","18-24","2010",1859
30502,"male","18-24","2011",1907
30502,"male","18-24","2012",1869
30502,"male","18-24","2013",1832
30502,"male","18-24","2014",2052
30502,"male","18-24","2015",1464
30502,"male","18-24","2016",1600
30502,"male","18-24","2017",1585
30502,"male","18-24","2018",1585
30502,"male","18-24","2019",1718
30502,"male","18-24","2020",1671
30502,"male","18-24","2021",1689
30502,"male","18-24","2022",1806
30503,"female","18-24","2008",2615
30503,"female","18-24","2009",2731
30503,"female","18-24","2010",2671
30503,"female","18-24","2011",2683
30503,"female","18-24","2012",2622
30503,"female","18-24","2013",2623
30503,"female","18-24","2014",2729
30503,"female","18-24","2015",3833
30503,"female","18-24","2016",4224
30503,"female","18-24","2017",4251
30503,"female","18-24","2018",4615
30503,"female","18-24","2019",4784
30503,"female","18-24","2020",4523
30503,"female","18-24","2021",4652
30503,"female","18-24","2022",4810
30503,"male","18-24","2008",2554
30503,"male","18-24","2009",2695
30503,"male","18-24","2010",2637
30503,"male","18-24","2011",2684
30503,"male","18-24","2012",2550
30503,"male","18-24","2013",2451
30503,"male","18-24","2014",2503
30503,"male","18-24","2015",3122
30503,"male","18-24","2016",3502
30503,"male","18-24","2017",3487
30503,"male","18-24","2018",3829
30503,"male","18-24","2019",3975
30503,"male","18-24","2020",3851
30503,"male","18-24","2021",3919
30503,"male","18-24","2022",4210
30504,"female","18-24","2015",2952
30504,"female","18-24","2016",3059
30504,"female","18-24","2017",3013
30504,"female","18-24","2018",3166
30504,"female","18-24","2019",3210
30504,"female","18-24","2020",3068
30504,"female","18-24","2021",3183
30504,"female","18-24","2022",3384
30504,"male","18-24","2015",2698
30504,"male","18-24","2016",2849
30504,"male","18-24","2017",2791
30504,"male","18-24","2018",2891
30504,"male","18-24","2019",2971
30504,"male","18-24","2020",2904
30504,"male","18-24","2021",2892
30504,"male","18-24","2022",3096
30601,"female","18-24","2015",1489
30601,"female","18-24","2016",1608
30601,"female","18-24","2017",1572
30601,"female","18-24","2018",1560
30601,"female","18-24","2019",1609
30601,"female","18-24","2020",1614
30601,"female","18-24","2021",1662
30601,"female","18-24","2022",1671
30601,"male","18-24","2015",1484
30601,"male","18-24","2016",1596
30601,"male","18-24","2017",1579
30601,"male","18-24","2018",1613
30601,"male","18-24","2019",1612
30601,"male","18-24","2020",1612
30601,"male","18-24","2021",1682
30601,"male","18-24","2022",1660
30602,"female","18-24","2015",3000
30602,"female","18-24","2016",3134
30602,"female","18-24","2017",3147
30602,"female","18-24","2018",3228
30602,"female","18-24","2019",3148
30602,"female","18-24","2020",3165
30602,"female","18-24","2021",3234
30602,"female","18-24","2022",3265
30602,"male","18-24","2015",2871
30602,"male","18-24","2016",3070
30602,"male","18-24","2017",3019
30602,"male","18-24","2018",3096
30602,"male","18-24","2019",3003
30602,"male","18-24","2020",3026
30602,"male","18-24","2021",3244
30602,"male","18-24","2022",3207
30603,"female","18-24","2015",778
30603,"female","18-24","2016",838
30603,"female","18-24","2017",820
30603,"female","18-24","2018",802
30603,"female","18-24","2019",781
30603,"female","18-24","2020",846
30603,"female","18-24","2021",863
30603,"female","18-24","2022",813
30603,"male","18-24","2015",739
30603,"male","18-24","2016",820
30603,"male","18-24","2017",850
30603,"male","18-24","2018",851
30603,"male","18-24","2019",836
30603,"male","18-24","2020",914
30603,"male","18-24","2021",937
30603,"male","18-24","2022",902
30604,"female","18-24","2015",222
30604,"female","18-24","2016",225
30604,"female","18-24","2017",238
30604,"female","18-24","2018",284
30604,"female","18-24","2019",259
30604,"female","18-24","2020",247
30604,"female","18-24","2021",270
30604,"female","18-24","2022",298
30604,"male","18-24","2015",218
30604,"male","18-24","2016",237
30604,"male","18-24","2017",236
30604,"male","18-24","2018",257
30604,"male","18-24","2019",264
30604,"male","18-24","2020",275
30604,"male","18-24","2021",318
30604,"male","18-24","2022",326
30605,"female","18-24","2015",861
30605,"female","18-24","2016",941
30605,"female","18-24","2017",936
30605,"female","18-24","2018",913
30605,"female","18-24","2019",938
30605,"female","18-24","2020",942
30605,"female","18-24","2021",932
30605,"female","18-24","2022",985
30605,"male","18-24","2015",788
30605,"male","18-24","2016",883
30605,"male","18-24","2017",907
30605,"male","18-24","2018",925
30605,"male","18-24","2019",932
30605,"male","18-24","2020",951
30605,"male","18-24","2021",983
30605,"male","18-24","2022",1007
30701,"female","18-24","2015",1435
30701,"female","18-24","2016",1476
30701,"female","18-24","2017",1440
30701,"female","18-24","2018",1455
30701,"female","18-24","2019",1499
30701,"female","18-24","2020",1528
30701,"female","18-24","2021",1594
30701,"female","18-24","2022",1663
30701,"male","18-24","2015",1452
30701,"male","18-24","2016",1542
30701,"male","18-24","2017",1486
30701,"male","18-24","2018",1485
30701,"male","18-24","2019",1513
30701,"male","18-24","2020",1520
30701,"male","18-24","2021",1572
30701,"male","18-24","2022",1567
30702,"female","18-24","2015",1410
30702,"female","18-24","2016",1517
30702,"female","18-24","2017",1441
30702,"female","18-24","2018",1433
30702,"female","18-24","2019",1393
30702,"female","18-24","2020",1381
30702,"female","18-24","2021",1365
30702,"female","18-24","2022",1363
30702,"male","18-24","2015",1426
30702,"male","18-24","2016",1499
30702,"male","18-24","2017",1518
30702,"male","18-24","2018",1479
30702,"male","18-24","2019",1451
30702,"male","18-24","2020",1416
30702,"male","18-24","2021",1406
30702,"male","18-24","2022",1395
30703,"female","18-24","2015",1230
30703,"female","18-24","2016",1273
30703,"female","18-24","2017",1188
30703,"female","18-24","2018",1199
30703,"female","18-24","2019",1195
30703,"female","18-24","2020",1222
30703,"female","18-24","2021",1200
30703,"female","18-24","2022",1194
30703,"male","18-24","2015",1255
30703,"male","18-24","2016",1342
30703,"male","18-24","2017",1248
30703,"male","18-24","2018",1248
30703,"male","18-24","2019",1282
30703,"male","18-24","2020",1269
30703,"male","18-24","2021",1315
30703,"male","18-24","2022",1245
30801,"female","18-24","2015",948
30801,"female","18-24","2016",980
30801,"female","18-24","2017",922
30801,"female","18-24","2018",922
30801,"female","18-24","2019",929
30801,"female","18-24","2020",928
30801,"female","18-24","2021",949
30801,"female","18-24","2022",946
30801,"male","18-24","2015",941
30801,"male","18-24","2016",937
30801,"male","18-24","2017",888
30801,"male","18-24","2018",909
30801,"male","18-24","2019",918
30801,"male","18-24","2020",889
30801,"male","18-24","2021",949
30801,"male","18-24","2022",909
30803,"female","18-24","2008",6506
30803,"female","18-24","2009",6960
30803,"female","18-24","2010",6804
30803,"female","18-24","2011",6736
30803,"female","18-24","2012",6722
30803,"female","18-24","2013",6558
30803,"female","18-24","2014",6916
30803,"female","18-24","2015",4166
30803,"female","18-24","2016",4407
30803,"female","18-24","2017",4243
30803,"female","18-24","2018",4130
30803,"female","18-24","2019",4198
30803,"female","18-24","2020",4199
30803,"female","18-24","2021",4213
30803,"female","18-24","2022",4093
30803,"male","18-24","2008",6145
30803,"male","18-24","2009",6504
30803,"male","18-24","2010",6267
30803,"male","18-24","2011",6290
30803,"male","18-24","2012",6386
30803,"male","18-24","2013",6205
30803,"male","18-24","2014",6569
30803,"male","18-24","2015",3875
30803,"male","18-24","2016",4237
30803,"male","18-24","2017",4079
30803,"male","18-24","2018",4047
30803,"male","18-24","2019",4042
30803,"male","18-24","2020",4098
30803,"male","18-24","2021",4186
30803,"male","18-24","2022",4146
30804,"female","18-24","2019",446
30804,"female","18-24","2020",438
30804,"female","18-24","2021",455
30804,"female","18-24","2022",446
30804,"male","18-24","2019",415
30804,"male","18-24","2020",414
30804,"male","18-24","2021",430
30804,"male","18-24","2022",435
30805,"female","18-24","2019",1908
30805,"female","18-24","2020",1921
30805,"female","18-24","2021",1989
30805,"female","18-24","2022",1981
30805,"male","18-24","2019",1938
30805,"male","18-24","2020",1970
30805,"male","18-24","2021",2044
30805,"male","18-24","2022",2062
30901,"female","18-24","2015",2171
30901,"female","18-24","2016",2196
30901,"female","18-24","2017",2068
30901,"female","18-24","2018",2082
30901,"female","18-24","2019",2177
30901,"female","18-24","2020",2172
30901,"female","18-24","2021",2315
30901,"female","18-24","2022",2442
30901,"male","18-24","2015",1883
30901,"male","18-24","2016",1995
30901,"male","18-24","2017",1858
30901,"male","18-24","2018",1835
30901,"male","18-24","2019",1906
30901,"male","18-24","2020",1844
30901,"male","18-24","2021",1918
30901,"male","18-24","2022",1964
30902,"female","18-24","2015",1778
30902,"female","18-24","2016",1893
30902,"female","18-24","2017",1844
30902,"female","18-24","2018",1923
30902,"female","18-24","2019",1942
30902,"female","18-24","2020",1894
30902,"female","18-24","2021",2063
30902,"female","18-24","2022",2083
30902,"male","18-24","2015",1737
30902,"male","18-24","2016",1831
30902,"male","18-24","2017",1729
30902,"male","18-24","2018",1775
30902,"male","18-24","2019",1729
30902,"male","18-24","2020",1709
30902,"male","18-24","2021",1818
30902,"male","18-24","2022",1795
30903,"female","18-24","2015",1994
30903,"female","18-24","2016",2139
30903,"female","18-24","2017",2054
30903,"female","18-24","2018",2091
30903,"female","18-24","2019",2139
30903,"female","18-24","2020",2043
30903,"female","18-24","2021",2042
30903,"female","18-24","2022",2087
30903,"male","18-24","2015",1858
30903,"male","18-24","2016",2045
30903,"male","18-24","2017",2025
30903,"male","18-24","2018",2004
30903,"male","18-24","2019",2026
30903,"male","18-24","2020",1975
30903,"male","18-24","2021",2076
30903,"male","18-24","2022",2071
30904,"female","18-24","2015",453
30904,"female","18-24","2016",477
30904,"female","18-24","2017",457
30904,"female","18-24","2018",514
30904,"female","18-24","2019",548
30904,"female","18-24","2020",553
30904,"female","18-24","2021",570
30904,"female","18-24","2022",553
30904,"male","18-24","2015",438
30904,"male","18-24","2016",468
30904,"male","18-24","2017",448
30904,"male","18-24","2018",482
30904,"male","18-24","2019",505
30904,"male","18-24","2020",533
30904,"male","18-24","2021",540
30904,"male","18-24","2022",566
30905,"female","18-24","2015",1178
30905,"female","18-24","2016",1219
30905,"female","18-24","2017",1179
30905,"female","18-24","2018",1231
30905,"female","18-24","2019",1275
30905,"female","18-24","2020",1211
30905,"female","18-24","2021",1284
30905,"female","18-24","2022",1292
30905,"male","18-24","2015",1055
30905,"male","18-24","2016",1173
30905,"male","18-24","2017",1210
30905,"male","18-24","2018",1229
30905,"male","18-24","2019",1255
30905,"male","18-24","2020",1186
30905,"male","18-24","2021",1241
30905,"male","18-24","2022",1312
30906,"female","18-24","2015",2316
30906,"female","18-24","2016",2434
30906,"female","18-24","2017",2370
30906,"female","18-24","2018",2387
30906,"female","18-24","2019",2446
30906,"female","18-24","2020",2360
30906,"female","18-24","2021",2328
30906,"female","18-24","2022",2355
30906,"male","18-24","2015",2161
30906,"male","18-24","2016",2355
30906,"male","18-24","2017",2341
30906,"male","18-24","2018",2318
30906,"male","18-24","2019",2417
30906,"male","18-24","2020",2339
30906,"male","18-24","2021",2352
30906,"male","18-24","2022",2404
30907,"female","18-24","2015",3697
30907,"female","18-24","2016",4244
30907,"female","18-24","2017",4431
30907,"female","18-24","2018",4983
30907,"female","18-24","2019",5303
30907,"female","18-24","2020",5469
30907,"female","18-24","2021",5633
30907,"female","18-24","2022",5745
30907,"male","18-24","2015",3254
30907,"male","18-24","2016",3757
30907,"male","18-24","2017",4009
30907,"male","18-24","2018",4493
30907,"male","18-24","2019",4857
30907,"male","18-24","2020",4983
30907,"male","18-24","2021",5185
30907,"male","18-24","2022",5410
30908,"female","18-24","2015",1837
30908,"female","18-24","2016",1980
30908,"female","18-24","2017",1925
30908,"female","18-24","2018",2042
30908,"female","18-24","2019",2036
30908,"female","18-24","2020",1969
30908,"female","18-24","2021",2090
30908,"female","18-24","2022",2120
30908,"male","18-24","2015",1680
30908,"male","18-24","2016",1806
30908,"male","18-24","2017",1738
30908,"male","18-24","2018",1873
30908,"male","18-24","2019",1841
30908,"male","18-24","2020",1850
30908,"male","18-24","2021",1949
30908,"male","18-24","2022",1945
30909,"female","18-24","2015",1102
30909,"female","18-24","2016",1131
30909,"female","18-24","2017",1023
30909,"female","18-24","2018",1074
30909,"female","18-24","2019",2343
30909,"female","18-24","2020",2348
30909,"female","18-24","2021",2606
30909,"female","18-24","2022",2755
30909,"male","18-24","2015",1159
30909,"male","18-24","2016",1224
30909,"male","18-24","2017",1155
30909,"male","18-24","2018",1144
30909,"male","18-24","2019",2303
30909,"male","18-24","2020",2229
30909,"male","18-24","2021",2424
30909,"male","18-24","2022",2517
30910,"female","18-24","2015",1297
30910,"female","18-24","2016",1333
30910,"female","18-24","2017",1193
30910,"female","18-24","2018",1205
30910,"female","18-24","2019",1245
30910,"female","18-24","2020",1200
30910,"female","18-24","2021",1291
30910,"female","18-24","2022",1324
30910,"male","18-24","2015",1092
30910,"male","18-24","2016",1153
30910,"male","18-24","2017",1047
30910,"male","18-24","2018",1057
30910,"male","18-24","2019",1092
30910,"male","18-24","2020",1076
30910,"male","18-24","2021",1189
30910,"male","18-24","2022",1228
31001,"female","18-24","2015",2419
31001,"female","18-24","2016",2514
31001,"female","18-24","2017",2457
31001,"female","18-24","2018",2485
31001,"female","18-24","2019",2579
31001,"female","18-24","2020",2544
31001,"female","18-24","2021",2601
31001,"female","18-24","2022",2680
31001,"male","18-24","2015",2375
31001,"male","18-24","2016",2500
31001,"male","18-24","2017",2497
31001,"male","18-24","2018",2594
31001,"male","18-24","2019",2648
31001,"male","18-24","2020",2625
31001,"male","18-24","2021",2724
31001,"male","18-24","2022",2794
31002,"female","18-24","2015",1946
31002,"female","18-24","2016",2111
31002,"female","18-24","2017",1987
31002,"female","18-24","2018",2039
31002,"female","18-24","2019",2075
31002,"female","18-24","2020",2019
31002,"female","18-24","2021",2041
31002,"female","18-24","2022",2089
31002,"male","18-24","2015",1782
31002,"male","18-24","2016",1967
31002,"male","18-24","2017",1882
31002,"male","18-24","2018",1948
31002,"male","18-24","2019",2067
31002,"male","18-24","2020",2051
31002,"male","18-24","2021",2099
31002,"male","18-24","2022",2140
31003,"female","18-24","2015",4085
31003,"female","18-24","2016",4312
31003,"female","18-24","2017",4157
31003,"female","18-24","2018",4175
31003,"female","18-24","2019",4287
31003,"female","18-24","2020",4311
31003,"female","18-24","2021",4393
31003,"female","18-24","2022",4504
31003,"male","18-24","2015",3719
31003,"male","18-24","2016",4059
31003,"male","18-24","2017",3991
31003,"male","18-24","2018",4064
31003,"male","18-24","2019",4148
31003,"male","18-24","2020",4256
31003,"male","18-24","2021",4343
31003,"male","18-24","2022",4318
31004,"female","18-24","2008",623
31004,"female","18-24","2009",663
31004,"female","18-24","2010",677
31004,"female","18-24","2011",700
31004,"female","18-24","2012",663
31004,"female","18-24","2013",637
31004,"female","18-24","2014",643
31004,"female","18-24","2015",2845
31004,"female","18-24","2016",3089
31004,"female","18-24","2017",3109
31004,"female","18-24","2018",3353
31004,"female","18-24","2019",3511
31004,"female","18-24","2020",3585
31004,"female","18-24","2021",3707
31004,"female","18-24","2022",3845
31004,"male","18-24","2008",668
31004,"male","18-24","2009",703
31004,"male","18-24","2010",637
31004,"male","18-24","2011",660
31004,"male","18-24","2012",633
31004,"male","18-24","2013",582
31004,"male","18-24","2014",602
31004,"male","18-24","2015",2536
31004,"male","18-24","2016",2910
31004,"male","18-24","2017",2904
31004,"male","18-24","2018",3147
31004,"male","18-24","2019",3343
31004,"male","18-24","2020",3408
31004,"male","18-24","2021",3549
31004,"male","18-24","2022",3659
31101,"female","18-24","2008",286
31101,"female","18-24","2009",305
31101,"female","18-24","2010",307
31101,"female","18-24","2011",307
31101,"female","18-24","2012",323
31101,"female","18-24","2013",291
31101,"female","18-24","2014",307
31101,"female","18-24","2015",434
31101,"female","18-24","2016",491
31101,"female","18-24","2017",439
31101,"female","18-24","2018",477
31101,"female","18-24","2019",438
31101,"female","18-24","2020",445
31101,"female","18-24","2021",466
31101,"female","18-24","2022",434
31101,"male","18-24","2008",330
31101,"male","18-24","2009",351
31101,"male","18-24","2010",351
31101,"male","18-24","2011",357
31101,"male","18-24","2012",360
31101,"male","18-24","2013",330
31101,"male","18-24","2014",321
31101,"male","18-24","2015",357
31101,"male","18-24","2016",372
31101,"male","18-24","2017",397
31101,"male","18-24","2018",438
31101,"male","18-24","2019",452
31101,"male","18-24","2020",437
31101,"male","18-24","2021",458
31101,"male","18-24","2022",442
31102,"female","18-24","2008",2234
31102,"female","18-24","2009",2382
31102,"female","18-24","2010",2453
31102,"female","18-24","2011",2512
31102,"female","18-24","2012",2593
31102,"female","18-24","2013",2689
31102,"female","18-24","2014",2920
31102,"female","18-24","2015",1477
31102,"female","18-24","2016",1533
31102,"female","18-24","2017",1406
31102,"female","18-24","2018",1505
31102,"female","18-24","2019",1581
31102,"female","18-24","2020",1576
31102,"female","18-24","2021",1570
31102,"female","18-24","2022",1620
31102,"male","18-24","2008",2047
31102,"male","18-24","2009",2140
31102,"male","18-24","2010",2124
31102,"male","18-24","2011",2185
31102,"male","18-24","2012",2263
31102,"male","18-24","2013",2302
31102,"male","18-24","2014",2527
31102,"male","18-24","2015",1303
31102,"male","18-24","2016",1438
31102,"male","18-24","2017",1409
31102,"male","18-24","2018",1402
31102,"male","18-24","2019",1509
31102,"male","18-24","2020",1527
31102,"male","18-24","2021",1543
31102,"male","18-24","2022",1567
31103,"female","18-24","2008",2542
31103,"female","18-24","2009",2550
31103,"female","18-24","2010",2401
31103,"female","18-24","2011",2428
31103,"female","18-24","2012",2392
31103,"female","18-24","2013",2365
31103,"female","18-24","2014",2490
31103,"female","18-24","2015",2834
31103,"female","18-24","2016",3068
31103,"female","18-24","2017",3010
31103,"female","18-24","2018",3029
31103,"female","18-24","2019",3123
31103,"female","18-24","2020",3152
31103,"female","18-24","2021",3218
31103,"female","18-24","2022",3367
31103,"male","18-24","2008",2243
31103,"male","18-24","2009",2299
31103,"male","18-24","2010",2123
31103,"male","18-24","2011",2154
31103,"male","18-24","2012",2184
31103,"male","18-24","2013",2120
31103,"male","18-24","2014",2197
31103,"male","18-24","2015",2694
31103,"male","18-24","2016",2919
31103,"male","18-24","2017",2845
31103,"male","18-24","2018",2944
31103,"male","18-24","2019",3026
31103,"male","18-24","2020",3144
31103,"male","18-24","2021",3102
31103,"male","18-24","2022",3175
31104,"female","18-24","2008",791
31104,"female","18-24","2009",808
31104,"female","18-24","2010",801
31104,"female","18-24","2011",819
31104,"female","18-24","2012",808
31104,"female","18-24","2013",840
31104,"female","18-24","2014",901
31104,"female","18-24","2015",1505
31104,"female","18-24","2016",1716
31104,"female","18-24","2017",1754
31104,"female","18-24","2018",1991
31104,"female","18-24","2019",2116
31104,"female","18-24","2020",2171
31104,"female","18-24","2021",2258
31104,"female","18-24","2022",2306
31104,"male","18-24","2008",781
31104,"male","18-24","2009",791
31104,"male","18-24","2010",753
31104,"male","18-24","2011",755
31104,"male","18-24","2012",756
31104,"male","18-24","2013",749
31104,"male","18-24","2014",796
31104,"male","18-24","2015",1404
31104,"male","18-24","2016",1561
31104,"male","18-24","2017",1618
31104,"male","18-24","2018",1779
31104,"male","18-24","2019",1909
31104,"male","18-24","2020",1971
31104,"male","18-24","2021",2120
31104,"male","18-24","2022",2198
31105,"female","18-24","2008",178
31105,"female","18-24","2009",192
31105,"female","18-24","2010",166
31105,"female","18-24","2011",164
31105,"female","18-24","2012",164
