"SA4_CODE16","sex","age_group","calendar_year","number_of_enrolment","rate_of_enrolment"
205,"male","18-24",2016,9392,0.6
205,"male","18-24",2017,9062,0.6
205,"male","18-24",2018,8837,0.6
205,"male","18-24",2019,9098,0.5
205,"male","18-24",2020,8898,0.5
205,"male","18-24",2021,8876,0.5
205,"male","18-24",2022,8951,0.6
206,"female","18-24",2008,7404,0.6
206,"female","18-24",2009,7302,0.6
206,"female","18-24",2010,7297,0.6
206,"female","18-24",2011,7273,0.6
206,"female","18-24",2012,7059,0.6
206,"female","18-24",2013,7208,0.6
206,"female","18-24",2014,7526,0.6
206,"female","18-24",2015,17190,0.6
206,"female","18-24",2016,19411,0.6
206,"female","18-24",2017,18390,0.6
206,"female","18-24",2018,19580,0.6
206,"female","18-24",2019,20282,0.6
206,"female","18-24",2020,18525,0.6
206,"female","18-24",2021,18461,0.6
206,"female","18-24",2022,21627,0.6
206,"male","18-24",2008,7145,0.5
206,"male","18-24",2009,6968,0.5
206,"male","18-24",2010,7061,0.5
206,"male","18-24",2011,7245,0.5
206,"male","18-24",2012,6976,0.5
206,"male","18-24",2013,7052,0.5
206,"male","18-24",2014,7244,0.5
206,"male","18-24",2015,14441,0.5
206,"male","18-24",2016,16706,0.5
206,"male","18-24",2017,15718,0.5
206,"male","18-24",2018,16377,0.5
206,"male","18-24",2019,17299,0.5
206,"male","18-24",2020,15976,0.5
206,"male","18-24",2021,15995,0.5
206,"male","18-24",2022,18376,0.5
207,"female","18-24",2015,12563,0.5
207,"female","18-24",2016,13404,0.6
207,"female","18-24",2017,12878,0.5
207,"female","18-24",2018,13028,0.6
207,"female","18-24",2019,13980,0.6
207,"female","18-24",2020,13492,0.6
207,"female","18-24",2021,13467,0.5
207,"female","18-24",2022,14020,0.5
207,"male","18-24",2015,12638,0.6
207,"male","18-24",2016,13378,0.5
207,"male","18-24",2017,12917,0.6
207,"male","18-24",2018,12824,0.5
207,"male","18-24",2019,13961,0.5
207,"male","18-24",2020,13488,0.5
207,"male","18-24",2021,13630,0.6
207,"male","18-24",2022,14220,0.6
208,"female","18-24",2015,12368,0.5
208,"female","18-24",2016,13180,0.5
208,"female","18-24",2017,12760,0.5
208,"female","18-24",2018,13228,0.5
208,"female","18-24",2019,14332,0.5
208,"female","18-24",2020,14028,0.5
208,"female","18-24",2021,14075,0.5
208,"female","18-24",2022,14642,0.5
208,"male","18-24",2015,12428,0.6
208,"male","18-24",2016,13555,0.6
208,"male","18-24",2017,12968,0.6
208,"male","18-24",2018,13288,0.6
208,"male","18-24",2019,14632,0.6
208,"male","18-24",2020,14195,0.6
208,"male","18-24",2021,14349,0.6
208,"male","18-24",2022,14973,0.6
209,"female","18-24",2008,7085,0.6
209,"female","18-24",2009,7030,0.6
209,"female","18-24",2010,7133,0.6
209,"female","18-24",2011,7471,0.6
209,"female","18-24",2012,7372,0.6
209,"female","18-24",2013,7753,0.6
209,"female","18-24",2014,8332,0.6
209,"female","18-24",2015,15199,0.6
209,"female","18-24",2016,15991,0.6
209,"female","18-24",2017,15268,0.5
209,"female","18-24",2018,15385,0.6
209,"female","18-24",2019,18365,0.6
209,"female","18-24",2020,17767,0.6
209,"female","18-24",2021,17399,0.5
209,"female","18-24",2022,17533,0.5
209,"male","18-24",2008,6692,0.5
209,"male","18-24",2009,6648,0.5
209,"male","18-24",2010,6797,0.5
209,"male","18-24",2011,7208,0.5
209,"male","18-24",2012,6999,0.5
209,"male","18-24",2013,7360,0.5
209,"male","18-24",2014,7968,0.5
209,"male","18-24",2015,15133,0.5
209,"male","18-24",2016,15977,0.5
209,"male","18-24",2017,15505,0.6
209,"male","18-24",2018,15280,0.5
209,"male","18-24",2019,18189,0.5
209,"male","18-24",2020,17756,0.5
209,"male","18-24",2021,17525,0.6
209,"male","18-24",2022,17726,0.6
210,"female","18-24",2015,10037,0.6
210,"female","18-24",2016,10658,0.6
210,"female","18-24",2017,10378,0.5
210,"female","18-24",2018,10368,0.6
210,"female","18-24",2019,13714,0.5
210,"female","18-24",2020,13635,0.6
210,"female","18-24",2021,13632,0.6
210,"female","18-24",2022,13670,0.5
210,"male","18-24",2015,9976,0.5
210,"male","18-24",2016,10598,0.5
210,"male","18-24",2017,10467,0.6
210,"male","18-24",2018,10302,0.5
210,"male","18-24",2019,13718,0.6
210,"male","18-24",2020,13600,0.5
210,"male","18-24",2021,13548,0.5
210,"male","18-24",2022,13739,0.6
211,"female","18-24",2015,15825,0.5
211,"female","18-24",2016,16678,0.5
211,"female","18-24",2017,15846,0.5
211,"female","18-24",2018,15721,0.5
211,"female","18-24",2019,19306,0.5
211,"female","18-24",2020,18505,0.5
211,"female","18-24",2021,18028,0.5
211,"female","18-24",2022,17764,0.5
211,"male","18-24",2015,15910,0.6
211,"male","18-24",2016,17039,0.6
211,"male","18-24",2017,16475,0.6
211,"male","18-24",2018,16061,0.6
211,"male","18-24",2019,19846,0.6
211,"male","18-24",2020,19188,0.6
211,"male","18-24",2021,18756,0.6
211,"male","18-24",2022,18822,0.6
212,"female","18-24",2008,5780,0.6
212,"female","18-24",2009,5528,0.6
212,"female","18-24",2010,5392,0.6
212,"female","18-24",2011,5307,0.6
212,"female","18-24",2012,5066,0.6
212,"female","18-24",2013,5096,0.5
212,"female","18-24",2014,5176,0.5
212,"female","18-24",2015,20376,0.5
212,"female","18-24",2016,22147,0.5
212,"female","18-24",2017,21813,0.5
212,"female","18-24",2018,22123,0.5
212,"female","18-24",2019,27694,0.5
212,"female","18-24",2020,27270,0.5
212,"female","18-24",2021,27325,0.5
212,"female","18-24",2022,27730,0.5
212,"male","18-24",2008,5654,0.5
212,"male","18-24",2009,5471,0.5
212,"male","18-24",2010,5261,0.5
212,"male","18-24",2011,5302,0.5
212,"male","18-24",2012,5035,0.5
212,"male","18-24",2013,5100,0.6
212,"male","18-24",2014,5249,0.6
212,"male","18-24",2015,20588,0.6
212,"male","18-24",2016,22795,0.6
212,"male","18-24",2017,22382,0.6
212,"male","18-24",2018,22203,0.6
212,"male","18-24",2019,28331,0.6
212,"male","18-24",2020,28084,0.6
212,"male","18-24",2021,27902,0.6
212,"male","18-24",2022,28453,0.6
213,"female","18-24",2015,18946,0.6
213,"female","18-24",2016,20282,0.6
213,"female","18-24",2017,19948,0.6
213,"female","18-24",2018,19994,0.6
213,"female","18-24",2019,24917,0.6
213,"female","18-24",2020,24602,0.6
213,"female","18-24",2021,24509,0.6
213,"female","18-24",2022,25230,0.6
213,"male","18-24",2015,18492,0.5
213,"male","18-24",2016,19940,0.5
213,"male","18-24",2017,19945,0.5
213,"male","18-24",2018,19683,0.5
213,"male","18-24",2019,24561,0.5
213,"male","18-24",2020,24159,0.5
213,"male","18-24",2021,24221,0.5
213,"male","18-24",2022,24826,0.5
214,"female","18-24",2015,9774,0.6
214,"female","18-24",2016,10462,0.6
214,"female","18-24",2017,10018,0.6
214,"female","18-24",2018,9921,0.6
214,"female","18-24",2019,10388,0.5
214,"female","18-24",2020,9961,0.5
214,"female","18-24",2021,9678,0.5
214,"female","18-24",2022,9365,0.5
214,"male","18-24",2015,9370,0.5
214,"male","18-24",2016,10318,0.5
214,"male","18-24",2017,9942,0.5
214,"male","18-24",2018,9815,0.5
214,"male","18-24",2019,10429,0.6
214,"male","18-24",2020,10120,0.6
214,"male","18-24",2021,9890,0.6
214,"male","18-24",2022,9831,0.6
215,"female","18-24",2008,1604,0.6
215,"female","18-24",2009,1575,0.6
215,"female","18-24",2010,1444,0.6
215,"female","18-24",2011,1433,0.6
215,"female","18-24",2012,1349,0.5
215,"female","18-24",2013,1373,0.5
215,"female","18-24",2014,1377,0.5
215,"female","18-24",2015,3917,0.5
215,"female","18-24",2016,3989,0.5
215,"female","18-24",2017,3826,0.5
215,"female","18-24",2018,3679,0.6
215,"female","18-24",2019,4973,0.6
215,"female","18-24",2020,4968,0.6
215,"female","18-24",2021,4851,0.6
215,"female","18-24",2022,4596,0.5
215,"male","18-24",2008,1508,0.5
215,"male","18-24",2009,1479,0.5
215,"male","18-24",2010,1402,0.5
215,"male","18-24",2011,1430,0.5
215,"male","18-24",2012,1354,0.6
215,"male","18-24",2013,1377,0.6
215,"male","18-24",2014,1389,0.6
215,"male","18-24",2015,4033,0.6
215,"male","18-24",2016,4143,0.6
215,"male","18-24",2017,3889,0.6
215,"male","18-24",2018,3661,0.5
215,"male","18-24",2019,4972,0.5
215,"male","18-24",2020,4859,0.5
215,"male","18-24",2021,4742,0.5
215,"male","18-24",2022,4681,0.6
216,"female","18-24",2008,4964,0.6
216,"female","18-24",2009,5157,0.6
216,"female","18-24",2010,5166,0.6
216,"female","18-24",2011,5364,0.6
216,"female","18-24",2012,5220,0.6
216,"female","18-24",2013,5388,0.6
216,"female","18-24",2014,5601,0.6
216,"female","18-24",2015,4416,0.5
216,"female","18-24",2016,4804,0.5
216,"female","18-24",2017,4621,0.5
216,"female","18-24",2018,4554,0.6
216,"female","18-24",2019,4618,0.5
216,"female","18-24",2020,4550,0.5
216,"female","18-24",2021,4528,0.5
216,"female","18-24",2022,4395,0.5
216,"male","18-24",2008,4700,0.5
216,"male","18-24",2009,4773,0.5
216,"male","18-24",2010,4776,0.5
216,"male","18-24",2011,5011,0.5
216,"male","18-24",2012,4875,0.5
216,"male","18-24",2013,5073,0.5
216,"male","18-24",2014,5416,0.5
216,"male","18-24",2015,4433,0.6
216,"male","18-24",2016,4848,0.6
216,"male","18-24",2017,4658,0.6
216,"male","18-24",2018,4449,0.5
216,"male","18-24",2019,4660,0.6
216,"male","18-24",2020,4601,0.6
216,"male","18-24",2021,4610,0.6
216,"male","18-24",2022,4454,0.6
217,"female","18-24",2015,1176,0.5
217,"female","18-24",2016,1249,0.5
217,"female","18-24",2017,1238,0.5
217,"female","18-24",2018,1135,0.5
217,"female","18-24",2019,4456,0.5
217,"female","18-24",2020,4261,0.5
217,"female","18-24",2021,4217,0.5
217,"female","18-24",2022,4051,0.5
217,"male","18-24",2015,1271,0.6
217,"male","18-24",2016,1363,0.6
217,"male","18-24",2017,1264,0.6
217,"male","18-24",2018,1174,0.6
217,"male","18-24",2019,4595,0.6
217,"male","18-24",2020,4389,0.6
217,"male","18-24",2021,4320,0.6
217,"male","18-24",2022,4172,0.6
301,"female","18-24",2008,4264,0.6
301,"female","18-24",2009,4437,0.6
301,"female","18-24",2010,4305,0.6
301,"female","18-24",2011,4329,0.6
301,"female","18-24",2012,4097,0.6
301,"female","18-24",2013,3912,0.6
301,"female","18-24",2014,4029,0.6
301,"female","18-24",2015,7698,0.6
301,"female","18-24",2016,8129,0.6
301,"female","18-24",2017,7783,0.6
301,"female","18-24",2018,7820,0.6
301,"female","18-24",2019,8080,0.5
301,"female","18-24",2020,7894,0.5
301,"female","18-24",2021,7766,0.5
301,"female","18-24",2022,7890,0.5
301,"male","18-24",2008,4184,0.5
301,"male","18-24",2009,4311,0.5
301,"male","18-24",2010,4165,0.5
301,"male","18-24",2011,4217,0.5
301,"male","18-24",2012,4038,0.5
301,"male","18-24",2013,3767,0.5
301,"male","18-24",2014,3934,0.5
301,"male","18-24",2015,7463,0.5
301,"male","18-24",2016,7999,0.5
301,"male","18-24",2017,7726,0.5
301,"male","18-24",2018,7750,0.5
301,"male","18-24",2019,8204,0.6
301,"male","18-24",2020,8181,0.6
301,"male","18-24",2021,8256,0.6
301,"male","18-24",2022,8451,0.6
302,"female","18-24",2015,7286,0.6
302,"female","18-24",2016,7822,0.6
302,"female","18-24",2017,7560,0.6
302,"female","18-24",2018,7891,0.6
302,"female","18-24",2019,8128,0.6
302,"female","18-24",2020,7960,0.6
302,"female","18-24",2021,7857,0.6
302,"female","18-24",2022,7958,0.6
302,"male","18-24",2015,6782,0.5
302,"male","18-24",2016,7432,0.5
302,"male","18-24",2017,7247,0.5
302,"male","18-24",2018,7351,0.5
302,"male","18-24",2019,7661,0.5
302,"male","18-24",2020,7439,0.5
302,"male","18-24",2021,7448,0.5
302,"male","18-24",2022,7635,0.5
303,"female","18-24",2015,12624,0.6
303,"female","18-24",2016,13446,0.6
303,"female","18-24",2017,13045,0.5
303,"female","18-24",2018,13594,0.6
303,"female","18-24",2019,14114,0.6
303,"female","18-24",2020,13840,0.6
303,"female","18-24",2021,13665,0.6
303,"female","18-24",2022,14230,0.6
303,"male","18-24",2015,12416,0.5
303,"male","18-24",2016,13369,0.5
303,"male","18-24",2017,13120,0.6
303,"male","18-24",2018,13373,0.5
303,"male","18-24",2019,13954,0.5
303,"male","18-24",2020,13368,0.5
303,"male","18-24",2021,13394,0.5
303,"male","18-24",2022,13719,0.5
304,"female","18-24",2008,807,0.5
304,"female","18-24",2009,836,0.5
304,"female","18-24",2010,840,0.5
304,"female","18-24",2011,865,0.5
304,"female","18-24",2012,801,0.5
304,"female","18-24",2013,769,0.5
304,"female","18-24",2014,785,0.5
304,"female","18-24",2015,7779,0.5
304,"female","18-24",2016,8120,0.5
304,"female","18-24",2017,7657,0.5
304,"female","18-24",2018,7887,0.5
304,"female","18-24",2019,7974,0.5
304,"female","18-24",2020,7814,0.5
304,"female","18-24",2021,7734,0.5
304,"female","18-24",2022,8182,0.5
304,"male","18-24",2008,827,0.6
304,"male","18-24",2009,895,0.6
304,"male","18-24",2010,878,0.6
304,"male","18-24",2011,877,0.6
304,"male","18-24",2012,842,0.6
304,"male","18-24",2013,805,0.6
304,"male","18-24",2014,873,0.6
304,"male","18-24",2015,7977,0.6
304,"male","18-24",2016,8384,0.6
304,"male","18-24",2017,7978,0.6
304,"male","18-24",2018,8056,0.6
304,"male","18-24",2019,8264,0.6
304,"male","18-24",2020,8027,0.6
304,"male","18-24",2021,8062,0.6
304,"male","18-24",2022,8617,0.6
305,"female","18-24",2008,7283,0.6
305,"female","18-24",2009,7683,0.6
305,"female","18-24",2010,7617,0.6
305,"female","18-24",2011,7637,0.6
305,"female","18-24",2012,7502,0.6
305,"female","18-24",2013,7473,0.6
305,"female","18-24",2014,7907,0.6
305,"female","18-24",2015,10777,0.6
305,"female","18-24",2016,11688,0.6
305,"female","18-24",2017,11521,0.6
305,"female","18-24",2018,12481,0.6
305,"female","18-24",2019,13016,0.6
305,"female","18-24",2020,12447,0.6
305,"female","18-24",2021,13056,0.6
305,"female","18-24",2022,14276,0.6
305,"male","18-24",2008,7035,0.5
305,"male","18-24",2009,7379,0.5
305,"male","18-24",2010,7226,0.5
305,"male","18-24",2011,7287,0.5
305,"male","18-24",2012,7014,0.5
305,"male","18-24",2013,6890,0.5
305,"male","18-24",2014,7337,0.5
305,"male","18-24",2015,9365,0.5
305,"male","18-24",2016,10351,0.5
305,"male","18-24",2017,10241,0.5
305,"male","18-24",2018,10893,0.5
305,"male","18-24",2019,11470,0.5
305,"male","18-24",2020,11092,0.5
305,"male","18-24",2021,11490,0.5
305,"male","18-24",2022,12597,0.5
306,"female","18-24",2015,6350,0.6
306,"female","18-24",2016,6746,0.6
306,"female","18-24",2017,6713,0.6
306,"female","18-24",2018,6787,0.6
306,"female","18-24",2019,6735,0.6
306,"female","18-24",2020,6814,0.6
306,"female","18-24",2021,6961,0.5
306,"female","18-24",2022,7032,0.5
306,"male","18-24",2015,6100,0.5
306,"male","18-24",2016,6606,0.5
306,"male","18-24",2017,6591,0.5
306,"male","18-24",2018,6742,0.5
306,"male","18-24",2019,6647,0.5
306,"male","18-24",2020,6778,0.5
306,"male","18-24",2021,7164,0.6
306,"male","18-24",2022,7102,0.6
307,"female","18-24",2015,4075,0.5
307,"female","18-24",2016,4266,0.5
307,"female","18-24",2017,4069,0.5
307,"female","18-24",2018,4087,0.5
307,"female","18-24",2019,4087,0.5
307,"female","18-24",2020,4131,0.5
307,"female","18-24",2021,4159,0.5
307,"female","18-24",2022,4220,0.6
307,"male","18-24",2015,4133,0.6
307,"male","18-24",2016,4383,0.6
307,"male","18-24",2017,4252,0.6
307,"male","18-24",2018,4212,0.6
307,"male","18-24",2019,4246,0.6
307,"male","18-24",2020,4205,0.6
307,"male","18-24",2021,4293,0.6
307,"male","18-24",2022,4207,0.5
308,"female","18-24",2008,6506,0.6
308,"female","18-24",2009,6960,0.6
308,"female","18-24",2010,6804,0.6
308,"female","18-24",2011,6736,0.6
308,"female","18-24",2012,6722,0.6
308,"female","18-24",2013,6558,0.6
308,"female","18-24",2014,6916,0.6
308,"female","18-24",2015,5114,0.6
308,"female","18-24",2016,5387,0.6
308,"female","18-24",2017,5165,0.6
308,"female","18-24",2018,5052,0.6
308,"female","18-24",2019,7481,0.6
308,"female","18-24",2020,7486,0.6
308,"female","18-24",2021,7606,0.5
308,"female","18-24",2022,7466,0.5
308,"male","18-24",2008,6145,0.5
308,"male","18-24",2009,6504,0.5
308,"male","18-24",2010,6267,0.5
308,"male","18-24",2011,6290,0.5
308,"male","18-24",2012,6386,0.5
308,"male","18-24",2013,6205,0.5
308,"male","18-24",2014,6569,0.5
308,"male","18-24",2015,4816,0.5
308,"male","18-24",2016,5174,0.5
308,"male","18-24",2017,4967,0.5
308,"male","18-24",2018,4956,0.5
308,"male","18-24",2019,7313,0.5
308,"male","18-24",2020,7371,0.5
308,"male","18-24",2021,7609,0.6
308,"male","18-24",2022,7552,0.6
309,"female","18-24",2015,17823,0.6
309,"female","18-24",2016,19046,0.6
309,"female","18-24",2017,18544,0.6
309,"female","18-24",2018,19532,0.6
309,"female","18-24",2019,21454,0.6
309,"female","18-24",2020,21219,0.6
309,"female","18-24",2021,22222,0.6
309,"female","18-24",2022,22756,0.6
309,"male","18-24",2015,16317,0.5
309,"male","18-24",2016,17807,0.5
309,"male","18-24",2017,17560,0.5
309,"male","18-24",2018,18210,0.5
309,"male","18-24",2019,19931,0.5
309,"male","18-24",2020,19724,0.5
309,"male","18-24",2021,20692,0.5
309,"male","18-24",2022,21212,0.5
310,"female","18-24",2008,623,0.5
310,"female","18-24",2009,663,0.5
310,"female","18-24",2010,677,0.6
310,"female","18-24",2011,700,0.6
310,"female","18-24",2012,663,0.6
310,"female","18-24",2013,637,0.6
310,"female","18-24",2014,643,0.6
310,"female","18-24",2015,11295,0.6
310,"female","18-24",2016,12026,0.6
310,"female","18-24",2017,11710,0.6
310,"female","18-24",2018,12052,0.6
310,"female","18-24",2019,12452,0.6
310,"female","18-24",2020,12459,0.6
310,"female","18-24",2021,12742,0.6
310,"female","18-24",2022,13118,0.6
310,"male","18-24",2008,668,0.6
310,"male","18-24",2009,703,0.6
310,"male","18-24",2010,637,0.5
310,"male","18-24",2011,660,0.5
310,"male","18-24",2012,633,0.5
310,"male","18-24",2013,582,0.5
310,"male","18-24",2014,602,0.5
310,"male","18-24",2015,10412,0.5
310,"male","18-24",2016,11436,0.5
310,"male","18-24",2017,11274,0.5
310,"male","18-24",2018,11753,0.5
310,"male","18-24",2019,12206,0.5
310,"male","18-24",2020,12340,0.5
310,"male","18-24",2021,12715,0.5
310,"male","18-24",2022,12911,0.5
311,"female","18-24",2008,6031,0.6
311,"female","18-24",2009,6237,0.6
311,"female","18-24",2010,6128,0.6
311,"female","18-24",2011,6230,0.6
311,"female","18-24",2012,6280,0.6
311,"female","18-24",2013,6332,0.6
311,"female","18-24",2014,6775,0.6
311,"female","18-24",2015,10866,0.6
311,"female","18-24",2016,11758,0.6
311,"female","18-24",2017,11386,0.6
311,"female","18-24",2018,11736,0.6
311,"female","18-24",2019,12014,0.6
311,"female","18-24",2020,12022,0.6
311,"female","18-24",2021,12207,0.6
311,"female","18-24",2022,12478,0.6
311,"male","18-24",2008,5627,0.5
311,"male","18-24",2009,5823,0.5
311,"male","18-24",2010,5572,0.5
311,"male","18-24",2011,5691,0.5
311,"male","18-24",2012,5783,0.5
311,"male","18-24",2013,5676,0.5
311,"male","18-24",2014,6008,0.5
311,"male","18-24",2015,10280,0.5
311,"male","18-24",2016,11118,0.5
311,"male","18-24",2017,10988,0.5
311,"male","18-24",2018,11306,0.5
311,"male","18-24",2019,11705,0.5
311,"male","18-24",2020,11785,0.5
311,"male","18-24",2021,12021,0.5
311,"male","18-24",2022,12239,0.5
312,"female","18-24",2015,5350,0.6
312,"female","18-24",2016,5525,0.6
312,"female","18-24",2017,5195,0.6
312,"female","18-24",2018,5294,0.6
312,"female","18-24",2019,5334,0.6
312,"female","18-24",2020,5379,0.5
312,"female","18-24",2021,5550,0.6
312,"female","18-24",2022,5631,0.6
312,"male","18-24",2015,5047,0.5
312,"male","18-24",2016,5419,0.5
312,"male","18-24",2017,5039,0.5
312,"male","18-24",2018,5160,0.5
312,"male","18-24",2019,5287,0.5
312,"male","18-24",2020,5403,0.6
312,"male","18-24",2021,5480,0.5
312,"male","18-24",2022,5374,0.5
313,"female","18-24",2015,7358,0.6
313,"female","18-24",2016,7900,0.6
313,"female","18-24",2017,7636,0.6
313,"female","18-24",2018,7727,0.6
313,"female","18-24",2019,8238,0.6
313,"female","18-24",2020,8210,0.6
313,"female","18-24",2021,8426,0.6
313,"female","18-24",2022,8621,0.6
313,"male","18-24",2015,6800,0.5
313,"male","18-24",2016,7494,0.5
313,"male","18-24",2017,7253,0.5
313,"male","18-24",2018,7325,0.5
313,"male","18-24",2019,7923,0.5
313,"male","18-24",2020,8107,0.5
313,"male","18-24",2021,8339,0.5
313,"male","18-24",2022,8563,0.5
314,"female","18-24",2015,7214,0.6
314,"female","18-24",2016,7757,0.6
314,"female","18-24",2017,7597,0.6
314,"female","18-24",2018,7910,0.6
314,"female","18-24",2019,8133,0.6
314,"female","18-24",2020,8077,0.6
314,"female","18-24",2021,7937,0.6
314,"female","18-24",2022,8194,0.6
314,"male","18-24",2015,6775,0.5
314,"male","18-24",2016,7450,0.5
314,"male","18-24",2017,7426,0.5
314,"male","18-24",2018,7694,0.5
314,"male","18-24",2019,7929,0.5
314,"male","18-24",2020,7826,0.5
314,"male","18-24",2021,7866,0.5
314,"male","18-24",2022,8095,0.5
315,"female","18-24",2008,3803,0.6
315,"female","18-24",2009,3876,0.6
315,"female","18-24",2010,3684,0.6
315,"female","18-24",2011,3700,0.6
315,"female","18-24",2012,3555,0.6
315,"female","18-24",2013,3444,0.6
315,"female","18-24",2014,3556,0.6
315,"female","18-24",2015,2483,0.6
315,"female","18-24",2016,2600,0.6
315,"female","18-24",2017,2513,0.6
315,"female","18-24",2018,2488,0.6
315,"female","18-24",2019,2356,0.6
315,"female","18-24",2020,2529,0.6
315,"female","18-24",2021,2505,0.6
315,"female","18-24",2022,2509,0.6
315,"male","18-24",2008,3490,0.5
315,"male","18-24",2009,3553,0.5
315,"male","18-24",2010,3310,0.5
315,"male","18-24",2011,3314,0.5
315,"male","18-24",2012,3269,0.5
315,"male","18-24",2013,3154,0.5
315,"male","18-24",2014,3265,0.5
315,"male","18-24",2015,2313,0.5
315,"male","18-24",2016,2541,0.5
315,"male","18-24",2017,2375,0.5
315,"male","18-24",2018,2297,0.5
315,"male","18-24",2019,2245,0.5
315,"male","18-24",2020,2409,0.5
315,"male","18-24",2021,2387,0.5
315,"male","18-24",2022,2280,0.5
316,"female","18-24",2008,2795,0.6
316,"female","18-24",2009,2912,0.6
316,"female","18-24",2010,2937,0.6
316,"female","18-24",2011,2882,0.6
316,"female","18-24",2012,2899,0.6
316,"female","18-24",2013,2807,0.6
316,"female","18-24",2014,2910,0.6
316,"female","18-24",2015,8507,0.6
316,"female","18-24",2016,9214,0.6
316,"female","18-24",2017,9006,0.6
316,"female","18-24",2018,9484,0.6
316,"female","18-24",2019,12099,0.6
316,"female","18-24",2020,12084,0.6
316,"female","18-24",2021,12591,0.6
316,"female","18-24",2022,12879,0.6
316,"male","18-24",2008,2729,0.5
316,"male","18-24",2009,2848,0.5
316,"male","18-24",2010,2854,0.5
316,"male","18-24",2011,2879,0.5
316,"male","18-24",2012,2853,0.5
316,"male","18-24",2013,2762,0.5
316,"male","18-24",2014,2788,0.5
316,"male","18-24",2015,7943,0.5
316,"male","18-24",2016,8695,0.5
316,"male","18-24",2017,8566,0.5
316,"male","18-24",2018,8885,0.5
316,"male","18-24",2019,11451,0.5
316,"male","18-24",2020,11273,0.5
316,"male","18-24",2021,11977,0.5
316,"male","18-24",2022,12242,0.5
317,"female","18-24",2015,5684,0.6
317,"female","18-24",2016,5881,0.6
317,"female","18-24",2017,5711,0.6
317,"female","18-24",2018,5768,0.6
317,"female","18-24",2019,5772,0.6
317,"female","18-24",2020,5700,0.6
317,"female","18-24",2021,5718,0.6
317,"female","18-24",2022,5765,0.6
317,"male","18-24",2015,5372,0.5
317,"male","18-24",2016,5682,0.5
317,"male","18-24",2017,5521,0.5
317,"male","18-24",2018,5601,0.5
317,"male","18-24",2019,5608,0.5
317,"male","18-24",2020,5537,0.5
317,"male","18-24",2021,5636,0.5
317,"male","18-24",2022,5733,0.5
318,"female","18-24",2015,8750,0.6
318,"female","18-24",2016,9395,0.5
318,"female","18-24",2017,9061,0.5
318,"female","18-24",2018,9165,0.5
318,"female","18-24",2019,9128,0.6
318,"female","18-24",2020,8927,0.6
318,"female","18-24",2021,9008,0.6
318,"female","18-24",2022,9137,0.6
318,"male","18-24",2015,8520,0.5
318,"male","18-24",2016,9535,0.6
318,"male","18-24",2017,9317,0.6
318,"male","18-24",2018,9185,0.6
318,"male","18-24",2019,9065,0.5
318,"male","18-24",2020,8862,0.5
318,"male","18-24",2021,8999,0.5
318,"male","18-24",2022,8866,0.5
319,"female","18-24",2008,3219,0.6
319,"female","18-24",2009,3400,0.5
319,"female","18-24",2010,3406,0.5
319,"female","18-24",2011,3430,0.6
319,"female","18-24",2012,3436,0.6
319,"female","18-24",2013,3344,0.6
319,"female","18-24",2014,3441,0.6
319,"female","18-24",2015,7620,0.6
319,"female","18-24",2016,8204,0.6
319,"female","18-24",2017,8039,0.6
319,"female","18-24",2018,7993,0.6
319,"female","18-24",2019,7948,0.5
319,"female","18-24",2020,8154,0.6
319,"female","18-24",2021,8325,0.6
319,"female","18-24",2022,8428,0.6
319,"male","18-24",2008,3216,0.5
319,"male","18-24",2009,3460,0.6
319,"male","18-24",2010,3437,0.6
319,"male","18-24",2011,3399,0.5
319,"male","18-24",2012,3359,0.5
319,"male","18-24",2013,3188,0.5
319,"male","18-24",2014,3296,0.5
319,"male","18-24",2015,7511,0.5
319,"male","18-24",2016,8071,0.5
319,"male","18-24",2017,7927,0.5
319,"male","18-24",2018,7897,0.5
319,"male","18-24",2019,7967,0.6
319,"male","18-24",2020,8066,0.5
319,"male","18-24",2021,8260,0.5
319,"male","18-24",2022,8388,0.5
401,"female","18-24",2008,4585,0.6
401,"female","18-24",2009,4437,0.5
401,"female","18-24",2010,4540,0.5
401,"female","18-24",2011,4415,0.5
401,"female","18-24",2012,4310,0.6
401,"female","18-24",2013,4386,0.6
401,"female","18-24",2014,4625,0.5
401,"female","18-24",2015,9834,0.5
401,"female","18-24",2016,10574,0.5
401,"female","18-24",2017,9840,0.5
401,"female","18-24",2018,10107,0.6
401,"female","18-24",2019,10176,0.5
401,"female","18-24",2020,9554,0.6
401,"female","18-24",2021,9298,0.6
401,"female","18-24",2022,10767,0.6
401,"male","18-24",2008,4492,0.5
401,"male","18-24",2009,4443,0.6
401,"male","18-24",2010,4620,0.6
401,"male","18-24",2011,4515,0.6
401,"male","18-24",2012,4288,0.5
401,"male","18-24",2013,4366,0.5
401,"male","18-24",2014,4663,0.6
401,"male","18-24",2015,9908,0.6
401,"male","18-24",2016,10700,0.6
401,"male","18-24",2017,9970,0.6
401,"male","18-24",2018,10085,0.5
401,"male","18-24",2019,10198,0.6
401,"male","18-24",2020,9402,0.5
401,"male","18-24",2021,9131,0.5
401,"male","18-24",2022,10607,0.5
402,"female","18-24",2008,308,0.6
402,"female","18-24",2009,296,0.6
402,"female","18-24",2010,316,0.6
402,"female","18-24",2011,323,0.6
402,"female","18-24",2012,318,0.6
402,"female","18-24",2013,340,0.6
402,"female","18-24",2014,387,0.6
