"SA3_CODE16","sex","age_group","calendar_year","rate_of_enrolment"
10303,"female","18-24","2017",0.5
10303,"female","18-24","2018",0.5
10303,"female","18-24","2019",0.5
10303,"female","18-24","2020",0.5
10303,"female","18-24","2021",0.5
10303,"female","18-24","2022",0.5
10304,"female","18-24","2015",0.6
10304,"female","18-24","2016",0.6
10304,"female","18-24","2017",0.6
10304,"female","18-24","2018",0.6
10304,"female","18-24","2019",0.6
10304,"female","18-24","2020",0.6
10304,"female","18-24","2021",0.6
10304,"female","18-24","2022",0.5
10401,"female","18-24","2015",0.5
10401,"female","18-24","2016",0.5
10401,"female","18-24","2017",0.5
10401,"female","18-24","2018",0.5
10401,"female","18-24","2019",0.5
10401,"female","18-24","2020",0.5
10401,"female","18-24","2021",0.5
10401,"female","18-24","2022",0.6
10402,"female","18-24","2015",0.6
10402,"female","18-24","2016",0.5
10402,"female","18-24","2017",0.5
10402,"female","18-24","2018",0.5
10402,"female","18-24","2019",0.5
10402,"female","18-24","2020",0.5
10402,"female","18-24","2021",0.5
10402,"female","18-24","2022",0.5
10501,"female","18-24","2015",0.6
10501,"female","18-24","2016",0.5
10501,"female","18-24","2017",0.6
10501,"female","18-24","2018",0.5
10501,"female","18-24","2019",0.5
10501,"female","18-24","2020",0.6
10501,"female","18-24","2021",0.5
10501,"female","18-24","2022",0.5
10502,"female","18-24","2015",0.6
10502,"female","18-24","2016",0.6
10502,"female","18-24","2017",0.6
10502,"female","18-24","2018",0.5
10502,"female","18-24","2019",0.5
10502,"female","18-24","2020",0.5
10502,"female","18-24","2021",0.5
10502,"female","18-24","2022",0.5
10503,"female","18-24","2008",0.6
10503,"female","18-24","2009",0.6
10503,"female","18-24","2010",0.6
10503,"female","18-24","2011",0.6
10503,"female","18-24","2012",0.6
10503,"female","18-24","2013",0.6
10503,"female","18-24","2014",0.6
10503,"female","18-24","2015",0.6
10503,"female","18-24","2016",0.6
10503,"female","18-24","2017",0.5
10503,"female","18-24","2018",0.6
10503,"female","18-24","2019",0.6
10503,"female","18-24","2020",0.6
10503,"female","18-24","2021",0.6
10503,"female","18-24","2022",0.6
10601,"female","18-24","2008",0.5
10601,"female","18-24","2009",0.5
10601,"female","18-24","2010",0.6
10601,"female","18-24","2011",0.6
10601,"female","18-24","2012",0.6
10601,"female","18-24","2013",0.6
10601,"female","18-24","2014",0.6
10601,"female","18-24","2015",0.6
10601,"female","18-24","2016",0.5
10601,"female","18-24","2017",0.5
10601,"female","18-24","2018",0.6
10601,"female","18-24","2019",0.6
10601,"female","18-24","2020",0.6
10601,"female","18-24","2021",0.6
10601,"female","18-24","2022",0.6
10602,"female","18-24","2008",0.6
10602,"female","18-24","2009",0.5
10602,"female","18-24","2010",0.6
10602,"female","18-24","2011",0.5
10602,"female","18-24","2012",0.6
10602,"female","18-24","2013",0.6
10602,"female","18-24","2014",0.6
10602,"female","18-24","2015",0.6
10602,"female","18-24","2016",0.6
10602,"female","18-24","2017",0.6
10602,"female","18-24","2018",0.6
10602,"female","18-24","2019",0.6
10602,"female","18-24","2020",0.6
10602,"female","18-24","2021",0.5
10602,"female","18-24","2022",0.6
10603,"female","18-24","2008",0.6
10603,"female","18-24","2009",0.6
10603,"female","18-24","2010",0.5
10603,"female","18-24","2011",0.5
10603,"female","18-24","2012",0.5
10603,"female","18-24","2013",0.5
10603,"female","18-24","2014",0.5
10603,"female","18-24","2015",0.6
10603,"female","18-24","2016",0.5
10603,"female","18-24","2017",0.5
10603,"female","18-24","2018",0.5
10603,"female","18-24","2019",0.5
10603,"female","18-24","2020",0.6
10603,"female","18-24","2021",0.5
10603,"female","18-24","2022",0.5
10604,"female","18-24","2015",0.6
10604,"female","18-24","2016",0.5
10604,"female","18-24","2017",0.5
10604,"female","18-24","2018",0.5
10604,"female","18-24","2019",0.5
10604,"female","18-24","2020",0.5
10604,"female","18-24","2021",0.5
10604,"female","18-24","2022",0.5
10701,"female","18-24","2015",0.5
10701,"female","18-24","2016",0.5
10701,"female","18-24","2017",0.5
10701,"female","18-24","2018",0.5
10701,"female","18-24","2019",0.5
10701,"female","18-24","2020",0.5
10701,"female","18-24","2021",0.6
10701,"female","18-24","2022",0.5
10702,"female","18-24","2018",0
10702,"female","18-24","2019",0
10702,"female","18-24","2021",0
10702,"female","18-24","2022",0
10703,"female","18-24","2015",0.6
10703,"female","18-24","2016",0.5
10703,"female","18-24","2017",0.5
10703,"female","18-24","2018",0.5
10703,"female","18-24","2019",0.5
10703,"female","18-24","2020",0.5
10703,"female","18-24","2021",0.5
10703,"female","18-24","2022",0.5
10704,"female","18-24","2015",0.5
10704,"female","18-24","2016",0.5
10704,"female","18-24","2017",0.5
10704,"female","18-24","2018",0.5
10704,"female","18-24","2019",0.6
10704,"female","18-24","2020",0.6
10704,"female","18-24","2021",0.6
10704,"female","18-24","2022",0.6
10801,"female","18-24","2015",0.6
10801,"female","18-24","2016",0.5
10801,"female","18-24","2017",0.5
10801,"female","18-24","2018",0.5
10801,"female","18-24","2019",0.6
10801,"female","18-24","2020",0.5
10801,"female","18-24","2021",0.5
10801,"female","18-24","2022",0.5
10802,"female","18-24","2015",0.5
10802,"female","18-24","2016",0.5
10802,"female","18-24","2017",0.5
10802,"female","18-24","2018",0.5
10802,"female","18-24","2019",0.5
10802,"female","18-24","2020",0.5
10802,"female","18-24","2021",0.5
10802,"female","18-24","2022",0.5
10803,"female","18-24","2015",0.78
10803,"female","18-24","2016",0.76
10803,"female","18-24","2017",0.65
10803,"female","18-24","2018",0.6
10803,"female","18-24","2019",0.6
10803,"female","18-24","2020",0.65
10803,"female","18-24","2021",0.67
10803,"female","18-24","2022",0.6
10804,"female","18-24","2015",0.6
10804,"female","18-24","2016",0.6
10804,"female","18-24","2017",0.6
10804,"female","18-24","2018",0.6
10804,"female","18-24","2019",0.6
10804,"female","18-24","2020",0.6
10804,"female","18-24","2021",0.6
10804,"female","18-24","2022",0.6
10805,"female","18-24","2015",0.5
10805,"female","18-24","2016",0.5
10805,"female","18-24","2017",0.5
10805,"female","18-24","2018",0.5
10805,"female","18-24","2019",0.5
10805,"female","18-24","2020",0.5
10805,"female","18-24","2021",0.5
10805,"female","18-24","2022",0.5
10901,"female","18-24","2015",0.6
10901,"female","18-24","2016",0.5
10901,"female","18-24","2017",0.5
10901,"female","18-24","2018",0.6
10901,"female","18-24","2019",0.6
10901,"female","18-24","2020",0.6
10901,"female","18-24","2021",0.6
10901,"female","18-24","2022",0.6
10902,"female","18-24","2015",0.5
10902,"female","18-24","2016",0.5
10902,"female","18-24","2017",0.5
10902,"female","18-24","2018",0.5
10902,"female","18-24","2019",0.5
10902,"female","18-24","2020",0.5
10902,"female","18-24","2021",0.5
10902,"female","18-24","2022",0.6
10903,"female","18-24","2015",0.5
10903,"female","18-24","2016",0.5
10903,"female","18-24","2017",0.5
10903,"female","18-24","2018",0.5
10903,"female","18-24","2019",0.6
10903,"female","18-24","2020",0.5
10903,"female","18-24","2021",0.6
10903,"female","18-24","2022",0.6
11001,"female","18-24","2015",0.6
11001,"female","18-24","2016",0.6
11001,"female","18-24","2017",0.6
11001,"female","18-24","2018",0.6
11001,"female","18-24","2019",0.6
11001,"female","18-24","2020",0.6
11001,"female","18-24","2021",0.6
11001,"female","18-24","2022",0.6
11002,"female","18-24","2015",0.6
11002,"female","18-24","2016",0.5
11002,"female","18-24","2017",0.5
11002,"female","18-24","2018",0.5
11002,"female","18-24","2019",0.5
11002,"female","18-24","2020",0.5
11002,"female","18-24","2021",0.5
11002,"female","18-24","2022",0.6
11003,"female","18-24","2015",0.5
11003,"female","18-24","2016",0.5
11003,"female","18-24","2017",0.5
11003,"female","18-24","2018",0.5
11003,"female","18-24","2019",0.5
11003,"female","18-24","2020",0.5
11003,"female","18-24","2021",0.5
11003,"female","18-24","2022",0.5
11004,"female","18-24","2008",0.6
11004,"female","18-24","2009",0.6
11004,"female","18-24","2010",0.6
11004,"female","18-24","2011",0.6
11004,"female","18-24","2012",0.5
11004,"female","18-24","2013",0.6
11004,"female","18-24","2014",0.6
11004,"female","18-24","2015",0.6
11004,"female","18-24","2016",0.6
11004,"female","18-24","2017",0.5
11004,"female","18-24","2018",0.5
11004,"female","18-24","2019",0.5
11004,"female","18-24","2020",0.5
11004,"female","18-24","2021",0.5
11004,"female","18-24","2022",0.5
11101,"female","18-24","2008",0.5
11101,"female","18-24","2009",0.5
11101,"female","18-24","2010",0.6
11101,"female","18-24","2011",0.6
11101,"female","18-24","2012",0.6
11101,"female","18-24","2013",0.6
11101,"female","18-24","2014",0.6
11101,"female","18-24","2015",0.6
11101,"female","18-24","2016",0.5
11101,"female","18-24","2017",0.5
11101,"female","18-24","2018",0.5
11101,"female","18-24","2019",0.5
11101,"female","18-24","2020",0.5
11101,"female","18-24","2021",0.5
11101,"female","18-24","2022",0.5
11102,"female","18-24","2008",0.5
11102,"female","18-24","2009",0.5
11102,"female","18-24","2010",0.5
11102,"female","18-24","2011",0.5
11102,"female","18-24","2012",0.5
11102,"female","18-24","2013",0.5
11102,"female","18-24","2014",0.5
11102,"female","18-24","2015",0.6
11102,"female","18-24","2016",0.5
11102,"female","18-24","2017",0.5
11102,"female","18-24","2018",0.5
11102,"female","18-24","2019",0.5
11102,"female","18-24","2020",0.5
11102,"female","18-24","2021",0.5
11102,"female","18-24","2022",0.5
11103,"female","18-24","2008",0.6
11103,"female","18-24","2009",0.6
11103,"female","18-24","2010",0.6
11103,"female","18-24","2011",0.6
11103,"female","18-24","2012",0.5
11103,"female","18-24","2013",0.6
11103,"female","18-24","2014",0.6
11103,"female","18-24","2015",0.6
11103,"female","18-24","2016",0.5
11103,"female","18-24","2017",0.5
11103,"female","18-24","2018",0.6
11103,"female","18-24","2019",0.5
11103,"female","18-24","2020",0.6
11103,"female","18-24","2021",0.6
11103,"female","18-24","2022",0.6
11201,"female","18-24","2015",0.6
11201,"female","18-24","2016",0.5
11201,"female","18-24","2017",0.5
11201,"female","18-24","2018",0.6
11201,"female","18-24","2019",0.5
11201,"female","18-24","2020",0.5
11201,"female","18-24","2021",0.6
11201,"female","18-24","2022",0.6
11202,"female","18-24","2015",0.6
11202,"female","18-24","2016",0.6
11202,"female","18-24","2017",0.5
11202,"female","18-24","2018",0.6
11202,"female","18-24","2019",0.6
11202,"female","18-24","2020",0.5
11202,"female","18-24","2021",0.5
11202,"female","18-24","2022",0.6
11203,"female","18-24","2015",0.6
11203,"female","18-24","2016",0.5
11203,"female","18-24","2017",0.5
11203,"female","18-24","2018",0.6
11203,"female","18-24","2019",0.5
11203,"female","18-24","2020",0.5
11203,"female","18-24","2021",0.6
11203,"female","18-24","2022",0.6
11301,"female","18-24","2015",0.6
11301,"female","18-24","2016",0.5
11301,"female","18-24","2017",0.5
11301,"female","18-24","2018",0.5
11301,"female","18-24","2019",0.5
11301,"female","18-24","2020",0.5
11301,"female","18-24","2021",0.5
11301,"female","18-24","2022",0.5
11302,"female","18-24","2015",0.6
11302,"female","18-24","2016",0.6
11302,"female","18-24","2017",0.6
11302,"female","18-24","2018",0.6
11302,"female","18-24","2019",0.6
11302,"female","18-24","2020",0.5
11302,"female","18-24","2021",0.5
11302,"female","18-24","2022",0.5
11303,"female","18-24","2015",0.6
11303,"female","18-24","2016",0.6
11303,"female","18-24","2017",0.6
11303,"female","18-24","2018",0.6
11303,"female","18-24","2019",0.6
11303,"female","18-24","2020",0.6
11303,"female","18-24","2021",0.6
11303,"female","18-24","2022",0.6
11401,"female","18-24","2015",0.5
11401,"female","18-24","2016",0.5
11401,"female","18-24","2017",0.5
11401,"female","18-24","2018",0.5
11401,"female","18-24","2019",0.5
11401,"female","18-24","2020",0.5
11401,"female","18-24","2021",0.5
11401,"female","18-24","2022",0.5
11402,"female","18-24","2015",0.5
11402,"female","18-24","2016",0.5
11402,"female","18-24","2017",0.5
11402,"female","18-24","2018",0.5
11402,"female","18-24","2019",0.5
11402,"female","18-24","2020",0.5
11402,"female","18-24","2021",0.5
11402,"female","18-24","2022",0.5
11501,"female","18-24","2015",0.5
11501,"female","18-24","2016",0.5
11501,"female","18-24","2017",0.5
11501,"female","18-24","2018",0.5
11501,"female","18-24","2019",0.5
11501,"female","18-24","2020",0.5
11501,"female","18-24","2021",0.5
11501,"female","18-24","2022",0.5
11502,"female","18-24","2015",0.5
11502,"female","18-24","2016",0.5
11502,"female","18-24","2017",0.5
11502,"female","18-24","2018",0.5
11502,"female","18-24","2019",0.5
11502,"female","18-24","2020",0.5
11502,"female","18-24","2021",0.5
11502,"female","18-24","2022",0.5
11503,"female","18-24","2015",0.5
11503,"female","18-24","2016",0.5
11503,"female","18-24","2017",0.5
11503,"female","18-24","2018",0.6
11503,"female","18-24","2019",0.5
11503,"female","18-24","2020",0.5
11503,"female","18-24","2021",0.5
11503,"female","18-24","2022",0.5
11504,"female","18-24","2008",0.5
11504,"female","18-24","2009",0.5
11504,"female","18-24","2010",0.5
11504,"female","18-24","2011",0.6
11504,"female","18-24","2012",0.6
11504,"female","18-24","2013",0.6
11504,"female","18-24","2014",0.6
11504,"female","18-24","2015",0.6
11504,"female","18-24","2016",0.5
11504,"female","18-24","2017",0.5
11504,"female","18-24","2018",0.5
11504,"female","18-24","2019",0.5
11504,"female","18-24","2020",0.5
11504,"female","18-24","2021",0.5
11504,"female","18-24","2022",0.5
11601,"female","18-24","2008",0.5
11601,"female","18-24","2009",0.5
11601,"female","18-24","2010",0.6
11601,"female","18-24","2011",0.6
11601,"female","18-24","2012",0.6
11601,"female","18-24","2013",0.6
11601,"female","18-24","2014",0.6
11601,"female","18-24","2015",0.6
11601,"female","18-24","2016",0.6
11601,"female","18-24","2017",0.5
11601,"female","18-24","2018",0.5
11601,"female","18-24","2019",0.5
11601,"female","18-24","2020",0.5
11601,"female","18-24","2021",0.5
11601,"female","18-24","2022",0.5
11602,"female","18-24","2008",0.5
11602,"female","18-24","2009",0.6
11602,"female","18-24","2010",0.6
11602,"female","18-24","2011",0.6
11602,"female","18-24","2012",0.5
11602,"female","18-24","2013",0.6
11602,"female","18-24","2014",0.5
11602,"female","18-24","2015",0.6
11602,"female","18-24","2016",0.5
11602,"female","18-24","2017",0.5
11602,"female","18-24","2018",0.5
11602,"female","18-24","2019",0.5
11602,"female","18-24","2020",0.5
11602,"female","18-24","2021",0.5
11602,"female","18-24","2022",0.5
11603,"female","18-24","2008",0.6
11603,"female","18-24","2009",0.6
11603,"female","18-24","2010",0.5
11603,"female","18-24","2011",0.6
11603,"female","18-24","2012",0.6
11603,"female","18-24","2013",0.6
11603,"female","18-24","2014",0.6
11603,"female","18-24","2015",0.6
11603,"female","18-24","2016",0.6
11603,"female","18-24","2017",0.6
11603,"female","18-24","2018",0.5
11603,"female","18-24","2019",0.5
11603,"female","18-24","2020",0.5
11603,"female","18-24","2021",0.5
11603,"female","18-24","2022",0.5
11701,"female","18-24","2015",0.6
11701,"female","18-24","2016",0.6
11701,"female","18-24","2017",0.6
11701,"female","18-24","2018",0.5
11701,"female","18-24","2019",0.5
11701,"female","18-24","2020",0.5
11701,"female","18-24","2021",0.5
11701,"female","18-24","2022",0.5
11702,"female","18-24","2015",0.55
11702,"female","18-24","2016",0.6
11702,"female","18-24","2017",0.6
11702,"female","18-24","2018",0.6
11702,"female","18-24","2019",0.6
11702,"female","18-24","2020",0.6
11702,"female","18-24","2021",0.6
11702,"female","18-24","2022",0.6
11703,"female","18-24","2015",0.6
11703,"female","18-24","2016",0.6
11703,"female","18-24","2017",0.6
11703,"female","18-24","2018",0.6
11703,"female","18-24","2019",0.6
11703,"female","18-24","2020",0.6
11703,"female","18-24","2021",0.6
11703,"female","18-24","2022",0.6
11801,"female","18-24","2015",0.6
11801,"female","18-24","2016",0.6
11801,"female","18-24","2017",0.6
11801,"female","18-24","2018",0.6
11801,"female","18-24","2019",0.6
11801,"female","18-24","2020",0.6
11801,"female","18-24","2021",0.6
11801,"female","18-24","2022",0.6
11802,"female","18-24","2015",0.6
11802,"female","18-24","2016",0.6
11802,"female","18-24","2017",0.6
11802,"female","18-24","2018",0.6
11802,"female","18-24","2019",0.6
11802,"female","18-24","2020",0.5
11802,"female","18-24","2021",0.6
11802,"female","18-24","2022",0.6
11901,"female","18-24","2015",0.6
11901,"female","18-24","2016",0.6
11901,"female","18-24","2017",0.5
11901,"female","18-24","2018",0.5
11901,"female","18-24","2019",0.5
11901,"female","18-24","2020",0.5
11901,"female","18-24","2021",0.5
11901,"female","18-24","2022",0.5
11902,"female","18-24","2015",0.6
11902,"female","18-24","2016",0.6
11902,"female","18-24","2017",0.5
11902,"female","18-24","2018",0.5
11902,"female","18-24","2019",0.5
11902,"female","18-24","2020",0.5
11902,"female","18-24","2021",0.6
11902,"female","18-24","2022",0.5
11903,"female","18-24","2015",0.5
11903,"female","18-24","2016",0.5
11903,"female","18-24","2017",0.5
11903,"female","18-24","2018",0.5
11903,"female","18-24","2019",0.5
11903,"female","18-24","2020",0.5
11903,"female","18-24","2021",0.5
11903,"female","18-24","2022",0.5
11904,"female","18-24","2015",0.6
11904,"female","18-24","2016",0.6
11904,"female","18-24","2017",0.5
11904,"female","18-24","2018",0.5
11904,"female","18-24","2019",0.5
11904,"female","18-24","2020",0.5
11904,"female","18-24","2021",0.5
11904,"female","18-24","2022",0.5
12001,"female","18-24","2015",0.6
12001,"female","18-24","2016",0.6
12001,"female","18-24","2017",0.6
12001,"female","18-24","2018",0.6
12001,"female","18-24","2019",0.6
12001,"female","18-24","2020",0.5
12001,"female","18-24","2021",0.5
12001,"female","18-24","2022",0.5
12002,"female","18-24","2015",0.6
12002,"female","18-24","2016",0.6
12002,"female","18-24","2017",0.6
12002,"female","18-24","2018",0.6
12002,"female","18-24","2019",0.6
12002,"female","18-24","2020",0.6
12002,"female","18-24","2021",0.6
12002,"female","18-24","2022",0.6
12003,"female","18-24","2015",0.6
12003,"female","18-24","2016",0.6
12003,"female","18-24","2017",0.6
12003,"female","18-24","2018",0.6
12003,"female","18-24","2019",0.6
12003,"female","18-24","2020",0.6
12003,"female","18-24","2021",0.6
12003,"female","18-24","2022",0.6
12101,"female","18-24","2008",0.5
12101,"female","18-24","2009",0.5
12101,"female","18-24","2010",0.6
12101,"female","18-24","2011",0.6
12101,"female","18-24","2012",0.5
12101,"female","18-24","2013",0.5
12101,"female","18-24","2014",0.6
12101,"female","18-24","2015",0.6
12101,"female","18-24","2016",0.5
12101,"female","18-24","2017",0.5
12101,"female","18-24","2018",0.5
12101,"female","18-24","2019",0.5
12101,"female","18-24","2020",0.5
12101,"female","18-24","2021",0.5
12101,"female","18-24","2022",0.5
12102,"female","18-24","2008",0.5
12102,"female","18-24","2009",0.5
12102,"female","18-24","2010",0.5
12102,"female","18-24","2011",0.5
12102,"female","18-24","2012",0.5
12102,"female","18-24","2013",0.5
12102,"female","18-24","2014",0.6
12102,"female","18-24","2015",0.5
12102,"female","18-24","2016",0.5
12102,"female","18-24","2017",0.5
12102,"female","18-24","2018",0.5
12102,"female","18-24","2019",0.5
12102,"female","18-24","2020",0.5
12102,"female","18-24","2021",0.5
12102,"female","18-24","2022",0.5
12103,"female","18-24","2008",0.6
12103,"female","18-24","2009",0.5
12103,"female","18-24","2010",0.6
12103,"female","18-24","2011",0.5
12103,"female","18-24","2012",0.5
12103,"female","18-24","2013",0.6
12103,"female","18-24","2014",0.6
12103,"female","18-24","2015",0.6
12103,"female","18-24","2016",0.5
12103,"female","18-24","2017",0.5
12103,"female","18-24","2018",0.5
12103,"female","18-24","2019",0.5
12103,"female","18-24","2020",0.5
12103,"female","18-24","2021",0.5
12103,"female","18-24","2022",0.5
12104,"female","18-24","2008",0.6
12104,"female","18-24","2009",0.6
12104,"female","18-24","2010",0.6
12104,"female","18-24","2011",0.6
12104,"female","18-24","2012",0.6
12104,"female","18-24","2013",0.6
12104,"female","18-24","2014",0.6
12104,"female","18-24","2015",0.6
12104,"female","18-24","2016",0.6
12104,"female","18-24","2017",0.6
12104,"female","18-24","2018",0.6
12104,"female","18-24","2019",0.6
12104,"female","18-24","2020",0.6
12104,"female","18-24","2021",0.6
12104,"female","18-24","2022",0.6
12201,"female","18-24","2008",0.6
12201,"female","18-24","2009",0.6
12201,"female","18-24","2010",0.5
12201,"female","18-24","2011",0.6
12201,"female","18-24","2012",0.5
12201,"female","18-24","2013",0.5
12201,"female","18-24","2014",0.6
12201,"female","18-24","2015",0.5
12201,"female","18-24","2016",0.6
12201,"female","18-24","2017",0.6
12201,"female","18-24","2018",0.6
12201,"female","18-24","2019",0.6
12201,"female","18-24","2020",0.6
12201,"female","18-24","2021",0.5
12201,"female","18-24","2022",0.6
12202,"female","18-24","2008",0.6
12202,"female","18-24","2009",0.6
12202,"female","18-24","2010",0.6
12202,"female","18-24","2011",0.6
12202,"female","18-24","2012",0.6
12202,"female","18-24","2013",0.6
12202,"female","18-24","2014",0.5
12202,"female","18-24","2015",0.5
12202,"female","18-24","2016",0.5
12202,"female","18-24","2017",0.5
12202,"female","18-24","2018",0.5
12202,"female","18-24","2019",0.5
12202,"female","18-24","2020",0.5
12202,"female","18-24","2021",0.5
12202,"female","18-24","2022",0.5
12203,"female","18-24","2008",0.5
12203,"female","18-24","2009",0.5
12203,"female","18-24","2010",0.5
12203,"female","18-24","2011",0.5
12203,"female","18-24","2012",0.5
12203,"female","18-24","2013",0.6
12203,"female","18-24","2014",0.5
12203,"female","18-24","2015",0.5
12203,"female","18-24","2016",0.5
12203,"female","18-24","2017",0.5
12203,"female","18-24","2018",0.5
12203,"female","18-24","2019",0.5
12203,"female","18-24","2020",0.5
12203,"female","18-24","2021",0.5
12203,"female","18-24","2022",0.5
12301,"female","18-24","2015",0.6
12301,"female","18-24","2016",0.6
12301,"female","18-24","2017",0.6
12301,"female","18-24","2018",0.6
12301,"female","18-24","2019",0.6
12301,"female","18-24","2020",0.6
12301,"female","18-24","2021",0.6
12301,"female","18-24","2022",0.6
12302,"female","18-24","2015",0.6
12302,"female","18-24","2016",0.5
12302,"female","18-24","2017",0.5
12302,"female","18-24","2018",0.6
12302,"female","18-24","2019",0.5
12302,"female","18-24","2020",0.5
12302,"female","18-24","2021",0.5
12302,"female","18-24","2022",0.5
12303,"female","18-24","2015",0.6
12303,"female","18-24","2016",0.5
12303,"female","18-24","2017",0.5
12303,"female","18-24","2018",0.5
12303,"female","18-24","2019",0.5
12303,"female","18-24","2020",0.5
12303,"female","18-24","2021",0.5
12303,"female","18-24","2022",0.5
12401,"female","18-24","2015",0.5
12401,"female","18-24","2016",0.5
12401,"female","18-24","2017",0.5
12401,"female","18-24","2018",0.5
12401,"female","18-24","2019",0.5
12401,"female","18-24","2020",0.5
12401,"female","18-24","2021",0.5
12401,"female","18-24","2022",0.5
12402,"female","18-24","2021",0
12403,"female","18-24","2015",0.6
12403,"female","18-24","2016",0.6
12403,"female","18-24","2017",0.6
12403,"female","18-24","2018",0.5
12403,"female","18-24","2019",0.5
12403,"female","18-24","2020",0.5
12403,"female","18-24","2021",0.5
12403,"female","18-24","2022",0.6
12404,"female","18-24","2015",0.6
12404,"female","18-24","2016",0.5
12404,"female","18-24","2017",0.5
12404,"female","18-24","2018",0.5
12404,"female","18-24","2019",0.5
12404,"female","18-24","2020",0.5
12404,"female","18-24","2021",0.5
12404,"female","18-24","2022",0.5
12405,"female","18-24","2015",0.5
12405,"female","18-24","2016",0.5
12405,"female","18-24","2017",0.6
12405,"female","18-24","2018",0.6
12405,"female","18-24","2019",0.6
12405,"female","18-24","2020",0.5
12405,"female","18-24","2021",0.5
12405,"female","18-24","2022",0.6
12501,"female","18-24","2015",0.6
12501,"female","18-24","2016",0.6
12501,"female","18-24","2017",0.6
12501,"female","18-24","2018",0.6
12501,"female","18-24","2019",0.6
12501,"female","18-24","2020",0.6
12501,"female","18-24","2021",0.6
12501,"female","18-24","2022",0.6
12502,"female","18-24","2015",0.5
12502,"female","18-24","2016",0.5
12502,"female","18-24","2017",0.5
12502,"female","18-24","2018",0.5
12502,"female","18-24","2019",0.5
12502,"female","18-24","2020",0.5
12502,"female","18-24","2021",0.5
12502,"female","18-24","2022",0.5
12503,"female","18-24","2015",0.6
12503,"female","18-24","2016",0.6
12503,"female","18-24","2017",0.6
12503,"female","18-24","2018",0.6
12503,"female","18-24","2019",0.5
12503,"female","18-24","2020",0.6
12503,"female","18-24","2021",0.5
12503,"female","18-24","2022",0.6
12504,"female","18-24","2015",0.6
12504,"female","18-24","2016",0.6
12504,"female","18-24","2017",0.5
12504,"female","18-24","2018",0.6
12504,"female","18-24","2019",0.6
12504,"female","18-24","2020",0.6
12504,"female","18-24","2021",0.6
12504,"female","18-24","2022",0.6
12601,"female","18-24","2015",0.6
12601,"female","18-24","2016",0.6
12601,"female","18-24","2017",0.6
12601,"female","18-24","2018",0.5
12601,"female","18-24","2019",0.5
