"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment","rate_of_enrolment"
12404,"female","18-24",2018,1611,0.5
12404,"female","18-24",2019,1608,0.5
12404,"female","18-24",2020,1513,0.5
12404,"female","18-24",2021,1390,0.5
12404,"female","18-24",2022,1390,0.5
12404,"male","18-24",2015,1391,0.5
12404,"male","18-24",2016,1681,0.6
12404,"male","18-24",2017,1691,0.6
12404,"male","18-24",2018,1657,0.6
12404,"male","18-24",2019,1699,0.6
12404,"male","18-24",2020,1550,0.6
12404,"male","18-24",2021,1444,0.6
12404,"male","18-24",2022,1432,0.6
12405,"female","18-24",2015,1164,0.5
12405,"female","18-24",2016,1268,0.5
12405,"female","18-24",2017,1273,0.6
12405,"female","18-24",2018,1229,0.6
12405,"female","18-24",2019,2346,0.6
12405,"female","18-24",2020,2125,0.5
12405,"female","18-24",2021,1990,0.5
12405,"female","18-24",2022,2083,0.6
12405,"male","18-24",2015,1198,0.6
12405,"male","18-24",2016,1330,0.6
12405,"male","18-24",2017,1257,0.5
12405,"male","18-24",2018,1186,0.5
12405,"male","18-24",2019,2291,0.5
12405,"male","18-24",2020,2132,0.6
12405,"male","18-24",2021,2007,0.6
12405,"male","18-24",2022,2014,0.5
12501,"female","18-24",2015,304,0.6
12501,"female","18-24",2016,371,0.6
12501,"female","18-24",2017,372,0.6
12501,"female","18-24",2018,404,0.6
12501,"female","18-24",2019,2565,0.6
12501,"female","18-24",2020,2458,0.6
12501,"female","18-24",2021,2487,0.6
12501,"female","18-24",2022,2533,0.6
12501,"male","18-24",2015,251,0.5
12501,"male","18-24",2016,315,0.5
12501,"male","18-24",2017,327,0.5
12501,"male","18-24",2018,346,0.5
12501,"male","18-24",2019,2563,0.5
12501,"male","18-24",2020,2398,0.5
12501,"male","18-24",2021,2401,0.5
12501,"male","18-24",2022,2425,0.5
12502,"female","18-24",2015,2146,0.5
12502,"female","18-24",2016,2378,0.5
12502,"female","18-24",2017,2367,0.5
12502,"female","18-24",2018,2402,0.5
12502,"female","18-24",2019,2467,0.5
12502,"female","18-24",2020,2321,0.5
12502,"female","18-24",2021,2221,0.5
12502,"female","18-24",2022,2272,0.5
12502,"male","18-24",2015,2243,0.6
12502,"male","18-24",2016,2529,0.6
12502,"male","18-24",2017,2585,0.6
12502,"male","18-24",2018,2609,0.6
12502,"male","18-24",2019,2702,0.6
12502,"male","18-24",2020,2573,0.6
12502,"male","18-24",2021,2532,0.6
12502,"male","18-24",2022,2546,0.6
12503,"female","18-24",2015,5118,0.6
12503,"female","18-24",2016,5503,0.6
12503,"female","18-24",2017,5690,0.6
12503,"female","18-24",2018,5573,0.6
12503,"female","18-24",2019,5536,0.5
12503,"female","18-24",2020,5325,0.6
12503,"female","18-24",2021,5237,0.5
12503,"female","18-24",2022,5467,0.6
12503,"male","18-24",2015,4763,0.5
12503,"male","18-24",2016,5402,0.5
12503,"male","18-24",2017,5653,0.5
12503,"male","18-24",2018,5486,0.5
12503,"male","18-24",2019,5542,0.6
12503,"male","18-24",2020,5257,0.5
12503,"male","18-24",2021,5277,0.6
12503,"male","18-24",2022,5390,0.5
12504,"female","18-24",2015,2624,0.6
12504,"female","18-24",2016,2774,0.6
12504,"female","18-24",2017,2708,0.5
12504,"female","18-24",2018,2693,0.6
12504,"female","18-24",2019,3520,0.6
12504,"female","18-24",2020,3308,0.6
12504,"female","18-24",2021,3375,0.6
12504,"female","18-24",2022,3648,0.6
12504,"male","18-24",2015,2407,0.5
12504,"male","18-24",2016,2718,0.5
12504,"male","18-24",2017,2708,0.5
12504,"male","18-24",2018,2665,0.5
12504,"male","18-24",2019,3508,0.5
12504,"male","18-24",2020,3270,0.5
12504,"male","18-24",2021,3216,0.5
12504,"male","18-24",2022,3470,0.5
12601,"female","18-24",2015,1900,0.6
12601,"female","18-24",2016,2034,0.6
12601,"female","18-24",2017,1938,0.6
12601,"female","18-24",2018,1903,0.5
12601,"female","18-24",2019,1993,0.5
12601,"female","18-24",2020,1875,0.5
12601,"female","18-24",2021,1758,0.5
12601,"female","18-24",2022,1876,0.6
12601,"male","18-24",2015,1809,0.5
12601,"male","18-24",2016,1920,0.5
12601,"male","18-24",2017,1917,0.5
12601,"male","18-24",2018,1962,0.6
12601,"male","18-24",2019,2087,0.6
12601,"male","18-24",2020,2012,0.6
12601,"male","18-24",2021,1856,0.6
12601,"male","18-24",2022,1834,0.5
12602,"female","18-24",2008,165,0.5
12602,"female","18-24",2009,188,0.6
12602,"female","18-24",2010,200,0.56
12602,"female","18-24",2011,195,0.6
12602,"female","18-24",2012,187,0.55
12602,"female","18-24",2013,174,0.6
12602,"female","18-24",2014,165,0.6
12602,"female","18-24",2015,2950,0.5
12602,"female","18-24",2016,3192,0.5
12602,"female","18-24",2017,3074,0.5
12602,"female","18-24",2018,3099,0.5
12602,"female","18-24",2019,4217,0.5
12602,"female","18-24",2020,3963,0.5
12602,"female","18-24",2021,3921,0.5
12602,"female","18-24",2022,4319,0.5
12602,"male","18-24",2008,172,0.6
12602,"male","18-24",2009,170,0.5
12602,"male","18-24",2010,159,0.44
12602,"male","18-24",2011,169,0.5
12602,"male","18-24",2012,153,0.45
12602,"male","18-24",2013,147,0.5
12602,"male","18-24",2014,140,0.5
12602,"male","18-24",2015,3036,0.6
12602,"male","18-24",2016,3492,0.6
12602,"male","18-24",2017,3411,0.6
12602,"male","18-24",2018,3391,0.6
12602,"male","18-24",2019,4671,0.6
12602,"male","18-24",2020,4297,0.6
12602,"male","18-24",2021,4294,0.6
12602,"male","18-24",2022,4626,0.6
12701,"female","18-24",2008,263,0.5
12701,"female","18-24",2009,285,0.5
12701,"female","18-24",2010,287,0.5
12701,"female","18-24",2011,303,0.5
12701,"female","18-24",2012,279,0.5
12701,"female","18-24",2013,264,0.5
12701,"female","18-24",2014,251,0.5
12701,"female","18-24",2015,1438,0.6
12701,"female","18-24",2016,1748,0.6
12701,"female","18-24",2017,1897,0.6
12701,"female","18-24",2018,2044,0.6
12701,"female","18-24",2019,5082,0.5
12701,"female","18-24",2020,5059,0.6
12701,"female","18-24",2021,5064,0.5
12701,"female","18-24",2022,5452,0.6
12701,"male","18-24",2008,298,0.6
12701,"male","18-24",2009,306,0.6
12701,"male","18-24",2010,301,0.6
12701,"male","18-24",2011,309,0.6
12701,"male","18-24",2012,308,0.6
12701,"male","18-24",2013,292,0.6
12701,"male","18-24",2014,292,0.6
12701,"male","18-24",2015,1361,0.5
12701,"male","18-24",2016,1746,0.5
12701,"male","18-24",2017,1896,0.5
12701,"male","18-24",2018,2016,0.5
12701,"male","18-24",2019,5115,0.6
12701,"male","18-24",2020,5024,0.5
12701,"male","18-24",2021,5085,0.6
12701,"male","18-24",2022,5403,0.5
12702,"female","18-24",2008,1608,0.6
12702,"female","18-24",2009,1615,0.5
12702,"female","18-24",2010,1621,0.6
12702,"female","18-24",2011,1641,0.6
12702,"female","18-24",2012,1560,0.6
12702,"female","18-24",2013,1548,0.6
12702,"female","18-24",2014,1551,0.6
12702,"female","18-24",2015,6884,0.5
12702,"female","18-24",2016,7374,0.5
12702,"female","18-24",2017,7228,0.5
12702,"female","18-24",2018,6889,0.5
12702,"female","18-24",2019,7000,0.5
12702,"female","18-24",2020,6434,0.5
12702,"female","18-24",2021,6166,0.5
12702,"female","18-24",2022,6510,0.5
12702,"male","18-24",2008,1601,0.5
12702,"male","18-24",2009,1633,0.6
12702,"male","18-24",2010,1608,0.5
12702,"male","18-24",2011,1572,0.5
12702,"male","18-24",2012,1529,0.5
12702,"male","18-24",2013,1492,0.5
12702,"male","18-24",2014,1484,0.5
12702,"male","18-24",2015,7012,0.6
12702,"male","18-24",2016,7755,0.6
12702,"male","18-24",2017,7748,0.6
12702,"male","18-24",2018,7292,0.6
12702,"male","18-24",2019,7486,0.6
12702,"male","18-24",2020,6878,0.6
12702,"male","18-24",2021,6559,0.6
12702,"male","18-24",2022,6801,0.6
12703,"female","18-24",2008,556,0.5
12703,"female","18-24",2009,552,0.5
12703,"female","18-24",2010,557,0.5
12703,"female","18-24",2011,536,0.5
12703,"female","18-24",2012,503,0.5
12703,"female","18-24",2013,501,0.5
12703,"female","18-24",2014,497,0.5
12703,"female","18-24",2015,1949,0.6
12703,"female","18-24",2016,2196,0.6
12703,"female","18-24",2017,2198,0.5
12703,"female","18-24",2018,2198,0.5
12703,"female","18-24",2019,4721,0.5
12703,"female","18-24",2020,4584,0.6
12703,"female","18-24",2021,4626,0.6
12703,"female","18-24",2022,4876,0.6
12703,"male","18-24",2008,573,0.6
12703,"male","18-24",2009,580,0.6
12703,"male","18-24",2010,569,0.6
12703,"male","18-24",2011,587,0.6
12703,"male","18-24",2012,546,0.6
12703,"male","18-24",2013,539,0.6
12703,"male","18-24",2014,539,0.6
12703,"male","18-24",2015,1797,0.5
12703,"male","18-24",2016,2146,0.5
12703,"male","18-24",2017,2265,0.6
12703,"male","18-24",2018,2214,0.6
12703,"male","18-24",2019,4734,0.6
12703,"male","18-24",2020,4559,0.5
12703,"male","18-24",2021,4501,0.5
12703,"male","18-24",2022,4875,0.5
12801,"female","18-24",2008,1025,0.5
12801,"female","18-24",2009,1053,0.5
12801,"female","18-24",2010,999,0.5
12801,"female","18-24",2011,1012,0.5
12801,"female","18-24",2012,976,0.6
12801,"female","18-24",2013,937,0.5
12801,"female","18-24",2014,953,0.5
12801,"female","18-24",2015,1810,0.6
12801,"female","18-24",2016,1997,0.6
12801,"female","18-24",2017,1921,0.6
12801,"female","18-24",2018,1884,0.6
12801,"female","18-24",2019,4215,0.5
12801,"female","18-24",2020,3999,0.6
12801,"female","18-24",2021,3861,0.5
12801,"female","18-24",2022,4136,0.5
12801,"male","18-24",2008,1081,0.6
12801,"male","18-24",2009,1097,0.6
12801,"male","18-24",2010,1029,0.6
12801,"male","18-24",2011,1043,0.6
12801,"male","18-24",2012,965,0.5
12801,"male","18-24",2013,937,0.5
12801,"male","18-24",2014,968,0.6
12801,"male","18-24",2015,1639,0.5
12801,"male","18-24",2016,1882,0.5
12801,"male","18-24",2017,1864,0.5
12801,"male","18-24",2018,1852,0.5
12801,"male","18-24",2019,4252,0.6
12801,"male","18-24",2020,3988,0.5
12801,"male","18-24",2021,3877,0.6
12801,"male","18-24",2022,4268,0.6
12802,"female","18-24",2008,938,0.6
12802,"female","18-24",2009,926,0.6
12802,"female","18-24",2010,858,0.6
12802,"female","18-24",2011,830,0.6
12802,"female","18-24",2012,764,0.6
12802,"female","18-24",2013,793,0.6
12802,"female","18-24",2014,804,0.6
12802,"female","18-24",2015,3078,0.5
12802,"female","18-24",2016,3327,0.5
12802,"female","18-24",2017,3178,0.5
12802,"female","18-24",2018,3115,0.5
12802,"female","18-24",2019,4348,0.5
12802,"female","18-24",2020,3937,0.5
12802,"female","18-24",2021,3793,0.5
12802,"female","18-24",2022,4192,0.5
12802,"male","18-24",2008,781,0.5
12802,"male","18-24",2009,791,0.5
12802,"male","18-24",2010,717,0.5
12802,"male","18-24",2011,743,0.5
12802,"male","18-24",2012,718,0.5
12802,"male","18-24",2013,714,0.5
12802,"male","18-24",2014,755,0.5
12802,"male","18-24",2015,3143,0.6
12802,"male","18-24",2016,3484,0.6
12802,"male","18-24",2017,3386,0.6
12802,"male","18-24",2018,3264,0.6
12802,"male","18-24",2019,4534,0.6
12802,"male","18-24",2020,4126,0.6
12802,"male","18-24",2021,4006,0.6
12802,"male","18-24",2022,4403,0.6
19797,"female","18-24",2018,3,1
19797,"female","18-24",2022,0,0
19797,"male","18-24",2018,0,0
19797,"male","18-24",2022,0,0
20101,"female","18-24",2008,1016,0.5
20101,"female","18-24",2009,1030,0.5
20101,"female","18-24",2010,1020,0.5
20101,"female","18-24",2011,1006,0.5
20101,"female","18-24",2012,1038,0.6
20101,"female","18-24",2013,997,0.5
20101,"female","18-24",2014,971,0.5
20101,"female","18-24",2015,4301,0.6
20101,"female","18-24",2016,4562,0.6
20101,"female","18-24",2017,4347,0.6
20101,"female","18-24",2018,4395,0.6
20101,"female","18-24",2019,4545,0.6
20101,"female","18-24",2020,4401,0.6
20101,"female","18-24",2021,4351,0.6
20101,"female","18-24",2022,4320,0.6
20101,"male","18-24",2008,1081,0.6
20101,"male","18-24",2009,1092,0.6
20101,"male","18-24",2010,1104,0.6
20101,"male","18-24",2011,1064,0.6
20101,"male","18-24",2012,1021,0.5
20101,"male","18-24",2013,1019,0.6
20101,"male","18-24",2014,1061,0.6
20101,"male","18-24",2015,4220,0.5
20101,"male","18-24",2016,4417,0.5
20101,"male","18-24",2017,4313,0.5
20101,"male","18-24",2018,4211,0.5
20101,"male","18-24",2019,4346,0.5
20101,"male","18-24",2020,4256,0.5
20101,"male","18-24",2021,4192,0.5
20101,"male","18-24",2022,4154,0.5
20102,"female","18-24",2008,992,0.5
20102,"female","18-24",2009,1012,0.5
20102,"female","18-24",2010,1060,0.5
20102,"female","18-24",2011,1058,0.5
20102,"female","18-24",2012,1027,0.5
20102,"female","18-24",2013,1071,0.5
20102,"female","18-24",2014,1051,0.5
20102,"female","18-24",2015,820,0.5
20102,"female","18-24",2016,828,0.5
20102,"female","18-24",2017,817,0.5
20102,"female","18-24",2018,802,0.5
20102,"female","18-24",2019,829,0.5
20102,"female","18-24",2020,796,0.5
20102,"female","18-24",2021,789,0.5
20102,"female","18-24",2022,753,0.5
20102,"male","18-24",2008,998,0.6
20102,"male","18-24",2009,1022,0.6
20102,"male","18-24",2010,1092,0.6
20102,"male","18-24",2011,1138,0.6
20102,"male","18-24",2012,1091,0.6
20102,"male","18-24",2013,1112,0.6
20102,"male","18-24",2014,1152,0.6
20102,"male","18-24",2015,848,0.6
20102,"male","18-24",2016,887,0.6
20102,"male","18-24",2017,870,0.6
20102,"male","18-24",2018,819,0.6
20102,"male","18-24",2019,841,0.6
20102,"male","18-24",2020,823,0.6
20102,"male","18-24",2021,805,0.6
20102,"male","18-24",2022,814,0.6
20103,"female","18-24",2008,421,0.5
20103,"female","18-24",2009,434,0.5
20103,"female","18-24",2010,419,0.5
20103,"female","18-24",2011,433,0.5
20103,"female","18-24",2012,398,0.5
20103,"female","18-24",2013,397,0.5
20103,"female","18-24",2014,423,0.5
20103,"female","18-24",2015,710,0.5
20103,"female","18-24",2016,803,0.5
20103,"female","18-24",2017,775,0.6
20103,"female","18-24",2018,765,0.6
20103,"female","18-24",2019,758,0.5
20103,"female","18-24",2020,778,0.5
20103,"female","18-24",2021,744,0.5
20103,"female","18-24",2022,740,0.5
20103,"male","18-24",2008,463,0.6
20103,"male","18-24",2009,476,0.6
20103,"male","18-24",2010,459,0.6
20103,"male","18-24",2011,471,0.6
20103,"male","18-24",2012,453,0.6
20103,"male","18-24",2013,438,0.6
20103,"male","18-24",2014,427,0.6
20103,"male","18-24",2015,785,0.6
20103,"male","18-24",2016,812,0.6
20103,"male","18-24",2017,773,0.5
20103,"male","18-24",2018,746,0.5
20103,"male","18-24",2019,772,0.6
20103,"male","18-24",2020,801,0.6
20103,"male","18-24",2021,763,0.6
20103,"male","18-24",2022,766,0.6
20201,"female","18-24",2008,321,0.5
20201,"female","18-24",2009,320,0.5
20201,"female","18-24",2010,339,0.5
20201,"female","18-24",2011,344,0.5
20201,"female","18-24",2012,341,0.5
20201,"female","18-24",2013,349,0.5
20201,"female","18-24",2014,321,0.5
20201,"female","18-24",2015,4011,0.6
20201,"female","18-24",2016,4274,0.6
20201,"female","18-24",2017,4081,0.6
20201,"female","18-24",2018,4052,0.6
20201,"female","18-24",2019,4037,0.6
20201,"female","18-24",2020,3854,0.6
20201,"female","18-24",2021,3899,0.6
20201,"female","18-24",2022,3822,0.6
20201,"male","18-24",2008,372,0.6
20201,"male","18-24",2009,360,0.6
20201,"male","18-24",2010,365,0.6
20201,"male","18-24",2011,372,0.6
20201,"male","18-24",2012,385,0.6
20201,"male","18-24",2013,378,0.6
20201,"male","18-24",2014,356,0.6
20201,"male","18-24",2015,3690,0.5
20201,"male","18-24",2016,4076,0.5
20201,"male","18-24",2017,3831,0.5
20201,"male","18-24",2018,3743,0.5
20201,"male","18-24",2019,3904,0.5
20201,"male","18-24",2020,3818,0.5
20201,"male","18-24",2021,3778,0.5
20201,"male","18-24",2022,3683,0.5
20202,"female","18-24",2015,1367,0.5
20202,"female","18-24",2016,1438,0.5
20202,"female","18-24",2017,1320,0.5
20202,"female","18-24",2018,1355,0.5
20202,"female","18-24",2019,1382,0.5
20202,"female","18-24",2020,1383,0.5
20202,"female","18-24",2021,1354,0.5
20202,"female","18-24",2022,1310,0.5
20202,"male","18-24",2015,1391,0.6
20202,"male","18-24",2016,1488,0.6
20202,"male","18-24",2017,1379,0.6
20202,"male","18-24",2018,1404,0.6
20202,"male","18-24",2019,1485,0.6
20202,"male","18-24",2020,1473,0.6
20202,"male","18-24",2021,1470,0.6
20202,"male","18-24",2022,1446,0.6
20203,"female","18-24",2015,307,0.5
20203,"female","18-24",2016,340,0.5
20203,"female","18-24",2017,334,0.5
20203,"female","18-24",2018,322,0.5
20203,"female","18-24",2019,373,0.5
20203,"female","18-24",2020,371,0.6
20203,"female","18-24",2021,349,0.6
20203,"female","18-24",2022,354,0.5
20203,"male","18-24",2015,352,0.6
20203,"male","18-24",2016,356,0.6
20203,"male","18-24",2017,342,0.6
20203,"male","18-24",2018,328,0.6
20203,"male","18-24",2019,377,0.6
20203,"male","18-24",2020,334,0.5
20203,"male","18-24",2021,344,0.5
20203,"male","18-24",2022,360,0.6
20301,"female","18-24",2015,591,0.5
20301,"female","18-24",2016,634,0.5
20301,"female","18-24",2017,587,0.5
20301,"female","18-24",2018,614,0.5
20301,"female","18-24",2019,679,0.5
20301,"female","18-24",2020,677,0.5
20301,"female","18-24",2021,720,0.5
20301,"female","18-24",2022,752,0.5
20301,"male","18-24",2015,644,0.6
20301,"male","18-24",2016,704,0.6
20301,"male","18-24",2017,661,0.6
20301,"male","18-24",2018,682,0.6
20301,"male","18-24",2019,769,0.6
20301,"male","18-24",2020,732,0.6
20301,"male","18-24",2021,756,0.6
20301,"male","18-24",2022,824,0.6
20302,"female","18-24",2015,7153,0.6
20302,"female","18-24",2016,7810,0.6
20302,"female","18-24",2017,7651,0.6
20302,"female","18-24",2018,7755,0.6
20302,"female","18-24",2019,7857,0.6
20302,"female","18-24",2020,7642,0.6
20302,"female","18-24",2021,7665,0.6
20302,"female","18-24",2022,7767,0.6
20302,"male","18-24",2015,6896,0.5
20302,"male","18-24",2016,7563,0.5
20302,"male","18-24",2017,7358,0.5
20302,"male","18-24",2018,7252,0.5
20302,"male","18-24",2019,7561,0.5
20302,"male","18-24",2020,7430,0.5
20302,"male","18-24",2021,7418,0.5
20302,"male","18-24",2022,7620,0.5
20303,"female","18-24",2015,2048,0.5
20303,"female","18-24",2016,2232,0.5
20303,"female","18-24",2017,2216,0.5
20303,"female","18-24",2018,2292,0.5
20303,"female","18-24",2019,2495,0.5
20303,"female","18-24",2020,2491,0.5
20303,"female","18-24",2021,2688,0.5
20303,"female","18-24",2022,2702,0.5
20303,"male","18-24",2015,2167,0.6
20303,"male","18-24",2016,2352,0.6
20303,"male","18-24",2017,2282,0.6
20303,"male","18-24",2018,2341,0.6
20303,"male","18-24",2019,2531,0.6
20303,"male","18-24",2020,2555,0.6
20303,"male","18-24",2021,2690,0.6
20303,"male","18-24",2022,2731,0.6
20401,"female","18-24",2015,1521,0.5
20401,"female","18-24",2016,1677,0.5
20401,"female","18-24",2017,1663,0.5
20401,"female","18-24",2018,1636,0.6
20401,"female","18-24",2019,1732,0.6
20401,"female","18-24",2020,1675,0.6
20401,"female","18-24",2021,1636,0.5
20401,"female","18-24",2022,1694,0.5
20401,"male","18-24",2015,1522,0.6
20401,"male","18-24",2016,1694,0.6
20401,"male","18-24",2017,1670,0.6
20401,"male","18-24",2018,1590,0.5
20401,"male","18-24",2019,1713,0.5
20401,"male","18-24",2020,1662,0.5
20401,"male","18-24",2021,1710,0.6
20401,"male","18-24",2022,1707,0.6
20402,"female","18-24",2015,1649,0.6
20402,"female","18-24",2016,1657,0.6
20402,"female","18-24",2017,1520,0.5
20402,"female","18-24",2018,1494,0.6
20402,"female","18-24",2019,1515,0.5
20402,"female","18-24",2020,1514,0.6
20402,"female","18-24",2021,1538,0.6
20402,"female","18-24",2022,1464,0.6
20402,"male","18-24",2015,1551,0.5
20402,"male","18-24",2016,1643,0.5
20402,"male","18-24",2017,1562,0.6
20402,"male","18-24",2018,1450,0.5
20402,"male","18-24",2019,1528,0.6
20402,"male","18-24",2020,1462,0.5
20402,"male","18-24",2021,1440,0.5
20402,"male","18-24",2022,1390,0.5
20403,"female","18-24",2015,2331,0.5
20403,"female","18-24",2016,2426,0.5
20403,"female","18-24",2017,2380,0.5
20403,"female","18-24",2018,2381,0.5
20403,"female","18-24",2019,2497,0.6
20403,"female","18-24",2020,2395,0.6
20403,"female","18-24",2021,2335,0.6
20403,"female","18-24",2022,2316,0.5
20403,"male","18-24",2015,2490,0.6
20403,"male","18-24",2016,2672,0.6
20403,"male","18-24",2017,2520,0.6
20403,"male","18-24",2018,2412,0.6
20403,"male","18-24",2019,2481,0.5
20403,"male","18-24",2020,2379,0.5
20403,"male","18-24",2021,2327,0.5
20403,"male","18-24",2022,2383,0.6
20501,"female","18-24",2015,1726,0.6
20501,"female","18-24",2016,1843,0.6
20501,"female","18-24",2017,1790,0.6
20501,"female","18-24",2018,1821,0.6
20501,"female","18-24",2019,1954,0.6
20501,"female","18-24",2020,1924,0.6
20501,"female","18-24",2021,1932,0.6
20501,"female","18-24",2022,1913,0.6
20501,"male","18-24",2015,1647,0.5
20501,"male","18-24",2016,1820,0.5
20501,"male","18-24",2017,1765,0.5
20501,"male","18-24",2018,1752,0.5
20501,"male","18-24",2019,1857,0.5
20501,"male","18-24",2020,1807,0.5
20501,"male","18-24",2021,1826,0.5
20501,"male","18-24",2022,1850,0.5
20502,"female","18-24",2015,1241,0.5
20502,"female","18-24",2016,1275,0.5
20502,"female","18-24",2017,1193,0.5
20502,"female","18-24",2018,1133,0.5
20502,"female","18-24",2019,1225,0.5
20502,"female","18-24",2020,1160,0.5
20502,"female","18-24",2021,1187,0.5
20502,"female","18-24",2022,1210,0.6
20502,"male","18-24",2015,1250,0.6
20502,"male","18-24",2016,1307,0.6
20502,"male","18-24",2017,1247,0.6
20502,"male","18-24",2018,1209,0.6
20502,"male","18-24",2019,1243,0.6
20502,"male","18-24",2020,1220,0.6
20502,"male","18-24",2021,1213,0.6
20502,"male","18-24",2022,1193,0.5
20503,"female","18-24",2015,1755,0.6
20503,"female","18-24",2016,1828,0.6
20503,"female","18-24",2017,1730,0.5
20503,"female","18-24",2018,1681,0.5
20503,"female","18-24",2019,1758,0.5
20503,"female","18-24",2020,1768,0.5
20503,"female","18-24",2021,1877,0.6
20503,"female","18-24",2022,1906,0.5
20503,"male","18-24",2015,1741,0.5
20503,"male","18-24",2016,1819,0.5
20503,"male","18-24",2017,1751,0.6
20503,"male","18-24",2018,1719,0.6
20503,"male","18-24",2019,1784,0.6
20503,"male","18-24",2020,1782,0.6
20503,"male","18-24",2021,1871,0.5
20503,"male","18-24",2022,1987,0.6
20504,"female","18-24",2015,2795,0.6
20504,"female","18-24",2016,3025,0.6
20504,"female","18-24",2017,2828,0.6
20504,"female","18-24",2018,2768,0.6
20504,"female","18-24",2019,2768,0.6
20504,"female","18-24",2020,2675,0.6
20504,"female","18-24",2021,2611,0.6
20504,"female","18-24",2022,2558,0.6
20504,"male","18-24",2015,2684,0.5
20504,"male","18-24",2016,2933,0.5
20504,"male","18-24",2017,2818,0.5
20504,"male","18-24",2018,2730,0.5
20504,"male","18-24",2019,2699,0.5
20504,"male","18-24",2020,2638,0.5
20504,"male","18-24",2021,2553,0.5
20504,"male","18-24",2022,2502,0.5
20505,"female","18-24",2008,823,0.6
20505,"female","18-24",2009,816,0.6
20505,"female","18-24",2010,830,0.55
20505,"female","18-24",2011,865,0.55
20505,"female","18-24",2012,837,0.56
20505,"female","18-24",2013,818,0.6
20505,"female","18-24",2014,800,0.6
20505,"female","18-24",2015,1351,0.5
20505,"female","18-24",2016,1377,0.5
20505,"female","18-24",2017,1333,0.5
20505,"female","18-24",2018,1288,0.5
20505,"female","18-24",2019,1423,0.5
20505,"female","18-24",2020,1396,0.5
20505,"female","18-24",2021,1389,0.5
20505,"female","18-24",2022,1351,0.5
20505,"male","18-24",2008,690,0.5
20505,"male","18-24",2009,721,0.5
20505,"male","18-24",2010,673,0.45
20505,"male","18-24",2011,695,0.45
20505,"male","18-24",2012,669,0.44
20505,"male","18-24",2013,705,0.5
20505,"male","18-24",2014,716,0.5
20505,"male","18-24",2015,1461,0.6
20505,"male","18-24",2016,1513,0.6
20505,"male","18-24",2017,1481,0.6
20505,"male","18-24",2018,1427,0.6
20505,"male","18-24",2019,1515,0.6
20505,"male","18-24",2020,1451,0.6
20505,"male","18-24",2021,1413,0.6
20505,"male","18-24",2022,1419,0.6
20601,"female","18-24",2008,1251,0.6
20601,"female","18-24",2009,1209,0.6
20601,"female","18-24",2010,1206,0.6
20601,"female","18-24",2011,1146,0.5
20601,"female","18-24",2012,1111,0.6
20601,"female","18-24",2013,1179,0.6
20601,"female","18-24",2014,1164,0.6
20601,"female","18-24",2015,3185,0.6
20601,"female","18-24",2016,3417,0.6
20601,"female","18-24",2017,3259,0.6
20601,"female","18-24",2018,3530,0.6
20601,"female","18-24",2019,3693,0.6
20601,"female","18-24",2020,3400,0.6
20601,"female","18-24",2021,3249,0.6
20601,"female","18-24",2022,3444,0.6
20601,"male","18-24",2008,1154,0.5
20601,"male","18-24",2009,1103,0.5
20601,"male","18-24",2010,1135,0.5
20601,"male","18-24",2011,1160,0.6
20601,"male","18-24",2012,1088,0.5
20601,"male","18-24",2013,1064,0.5
20601,"male","18-24",2014,1070,0.5
20601,"male","18-24",2015,2627,0.5
20601,"male","18-24",2016,2947,0.5
20601,"male","18-24",2017,2802,0.5
20601,"male","18-24",2018,2970,0.5
20601,"male","18-24",2019,3107,0.5
20601,"male","18-24",2020,2879,0.5
20601,"male","18-24",2021,2776,0.5
20601,"male","18-24",2022,2987,0.5
20602,"female","18-24",2008,1094,0.6
20602,"female","18-24",2009,1076,0.6
20602,"female","18-24",2010,1085,0.6
20602,"female","18-24",2011,1086,0.5
20602,"female","18-24",2012,1071,0.5
20602,"female","18-24",2013,1160,0.6
20602,"female","18-24",2014,1254,0.6
20602,"female","18-24",2015,1579,0.6
20602,"female","18-24",2016,1909,0.6
20602,"female","18-24",2017,1799,0.6
20602,"female","18-24",2018,1878,0.6
20602,"female","18-24",2019,1879,0.6
20602,"female","18-24",2020,1786,0.6
20602,"female","18-24",2021,1695,0.6
20602,"female","18-24",2022,1775,0.6
20602,"male","18-24",2008,1077,0.5
20602,"male","18-24",2009,1067,0.5
20602,"male","18-24",2010,1084,0.5
20602,"male","18-24",2011,1145,0.6
20602,"male","18-24",2012,1097,0.6
20602,"male","18-24",2013,1143,0.5
20602,"male","18-24",2014,1182,0.5
20602,"male","18-24",2015,1323,0.5
20602,"male","18-24",2016,1619,0.5
20602,"male","18-24",2017,1493,0.5
20602,"male","18-24",2018,1587,0.5
20602,"male","18-24",2019,1642,0.5
20602,"male","18-24",2020,1557,0.5
20602,"male","18-24",2021,1553,0.5
20602,"male","18-24",2022,1611,0.5
20603,"female","18-24",2008,1223,0.6
20603,"female","18-24",2009,1194,0.5
20603,"female","18-24",2010,1239,0.5
20603,"female","18-24",2011,1320,0.6
20603,"female","18-24",2012,1266,0.6
20603,"female","18-24",2013,1324,0.5
20603,"female","18-24",2014,1444,0.6
20603,"female","18-24",2015,2363,0.6
20603,"female","18-24",2016,2592,0.6
20603,"female","18-24",2017,2499,0.6
20603,"female","18-24",2018,2645,0.6
20603,"female","18-24",2019,2759,0.6
