"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment","rate_of_enrolment"
30102,"female","18-24",2015,2598,0.5
30102,"female","18-24",2016,2783,0.5
30102,"female","18-24",2017,2656,0.5
30102,"female","18-24",2018,2695,0.5
30102,"female","18-24",2019,2979,0.5
30102,"female","18-24",2020,2993,0.5
30102,"female","18-24",2021,3033,0.5
30102,"female","18-24",2022,3072,0.5
30102,"male","18-24",2008,1038,0.6
30102,"male","18-24",2009,1075,0.5
30102,"male","18-24",2010,1039,0.5
30102,"male","18-24",2011,1050,0.5
30102,"male","18-24",2012,984,0.5
30102,"male","18-24",2013,928,0.5
30102,"male","18-24",2014,975,0.5
30102,"male","18-24",2015,2610,0.6
30102,"male","18-24",2016,2783,0.5
30102,"male","18-24",2017,2711,0.6
30102,"male","18-24",2018,2722,0.6
30102,"male","18-24",2019,3044,0.6
30102,"male","18-24",2020,3076,0.6
30102,"male","18-24",2021,3166,0.6
30102,"male","18-24",2022,3196,0.6
30103,"female","18-24",2008,1580,0.6
30103,"female","18-24",2009,1614,0.6
30103,"female","18-24",2010,1563,0.6
30103,"female","18-24",2011,1591,0.6
30103,"female","18-24",2012,1576,0.6
30103,"female","18-24",2013,1509,0.6
30103,"female","18-24",2014,1530,0.6
30103,"female","18-24",2015,2198,0.6
30103,"female","18-24",2016,2349,0.6
30103,"female","18-24",2017,2310,0.6
30103,"female","18-24",2018,2327,0.6
30103,"female","18-24",2019,2342,0.5
30103,"female","18-24",2020,2286,0.5
30103,"female","18-24",2021,2267,0.5
30103,"female","18-24",2022,2308,0.5
30103,"male","18-24",2008,1547,0.5
30103,"male","18-24",2009,1587,0.5
30103,"male","18-24",2010,1525,0.5
30103,"male","18-24",2011,1554,0.5
30103,"male","18-24",2012,1532,0.5
30103,"male","18-24",2013,1428,0.5
30103,"male","18-24",2014,1433,0.5
30103,"male","18-24",2015,2053,0.5
30103,"male","18-24",2016,2281,0.5
30103,"male","18-24",2017,2245,0.5
30103,"male","18-24",2018,2315,0.5
30103,"male","18-24",2019,2411,0.6
30103,"male","18-24",2020,2349,0.6
30103,"male","18-24",2021,2373,0.6
30103,"male","18-24",2022,2445,0.6
30201,"female","18-24",2015,1631,0.6
30201,"female","18-24",2016,1647,0.5
30201,"female","18-24",2017,1638,0.6
30201,"female","18-24",2018,1754,0.6
30201,"female","18-24",2019,1812,0.6
30201,"female","18-24",2020,1802,0.6
30201,"female","18-24",2021,1799,0.6
30201,"female","18-24",2022,1797,0.6
30201,"male","18-24",2015,1579,0.5
30201,"male","18-24",2016,1672,0.6
30201,"male","18-24",2017,1602,0.5
30201,"male","18-24",2018,1631,0.5
30201,"male","18-24",2019,1717,0.5
30201,"male","18-24",2020,1702,0.5
30201,"male","18-24",2021,1666,0.5
30201,"male","18-24",2022,1724,0.5
30202,"female","18-24",2015,2481,0.6
30202,"female","18-24",2016,2695,0.6
30202,"female","18-24",2017,2601,0.6
30202,"female","18-24",2018,2748,0.6
30202,"female","18-24",2019,2925,0.6
30202,"female","18-24",2020,2831,0.6
30202,"female","18-24",2021,2776,0.6
30202,"female","18-24",2022,2807,0.6
30202,"male","18-24",2015,2221,0.5
30202,"male","18-24",2016,2435,0.5
30202,"male","18-24",2017,2368,0.5
30202,"male","18-24",2018,2490,0.5
30202,"male","18-24",2019,2614,0.5
30202,"male","18-24",2020,2500,0.5
30202,"male","18-24",2021,2564,0.5
30202,"male","18-24",2022,2627,0.5
30203,"female","18-24",2015,1277,0.6
30203,"female","18-24",2016,1474,0.6
30203,"female","18-24",2017,1393,0.5
30203,"female","18-24",2018,1506,0.6
30203,"female","18-24",2019,1456,0.6
30203,"female","18-24",2020,1410,0.6
30203,"female","18-24",2021,1417,0.6
30203,"female","18-24",2022,1451,0.6
30203,"male","18-24",2015,1275,0.5
30203,"male","18-24",2016,1436,0.5
30203,"male","18-24",2017,1431,0.6
30203,"male","18-24",2018,1390,0.5
30203,"male","18-24",2019,1386,0.5
30203,"male","18-24",2020,1331,0.5
30203,"male","18-24",2021,1307,0.5
30203,"male","18-24",2022,1310,0.5
30204,"female","18-24",2015,1897,0.6
30204,"female","18-24",2016,2006,0.6
30204,"female","18-24",2017,1928,0.6
30204,"female","18-24",2018,1883,0.6
30204,"female","18-24",2019,1935,0.5
30204,"female","18-24",2020,1917,0.6
30204,"female","18-24",2021,1865,0.5
30204,"female","18-24",2022,1903,0.5
30204,"male","18-24",2015,1707,0.5
30204,"male","18-24",2016,1889,0.5
30204,"male","18-24",2017,1846,0.5
30204,"male","18-24",2018,1840,0.5
30204,"male","18-24",2019,1944,0.6
30204,"male","18-24",2020,1906,0.5
30204,"male","18-24",2021,1911,0.6
30204,"male","18-24",2022,1974,0.6
30301,"female","18-24",2015,2010,0.6
30301,"female","18-24",2016,2162,0.6
30301,"female","18-24",2017,2109,0.6
30301,"female","18-24",2018,2183,0.6
30301,"female","18-24",2019,2231,0.6
30301,"female","18-24",2020,2188,0.6
30301,"female","18-24",2021,2111,0.6
30301,"female","18-24",2022,2173,0.6
30301,"male","18-24",2015,1868,0.5
30301,"male","18-24",2016,2034,0.5
30301,"male","18-24",2017,1994,0.5
30301,"male","18-24",2018,2041,0.5
30301,"male","18-24",2019,2140,0.5
30301,"male","18-24",2020,2029,0.5
30301,"male","18-24",2021,2000,0.5
30301,"male","18-24",2022,2003,0.5
30302,"female","18-24",2015,3109,0.6
30302,"female","18-24",2016,3423,0.6
30302,"female","18-24",2017,3365,0.6
30302,"female","18-24",2018,3734,0.6
30302,"female","18-24",2019,4016,0.6
30302,"female","18-24",2020,3860,0.6
30302,"female","18-24",2021,3793,0.6
30302,"female","18-24",2022,4117,0.6
30302,"male","18-24",2015,2992,0.5
30302,"male","18-24",2016,3307,0.5
30302,"male","18-24",2017,3331,0.5
30302,"male","18-24",2018,3525,0.5
30302,"male","18-24",2019,3852,0.5
30302,"male","18-24",2020,3583,0.5
30302,"male","18-24",2021,3504,0.5
30302,"male","18-24",2022,3655,0.5
30303,"female","18-24",2015,2569,0.6
30303,"female","18-24",2016,2693,0.5
30303,"female","18-24",2017,2598,0.5
30303,"female","18-24",2018,2619,0.6
30303,"female","18-24",2019,2732,0.6
30303,"female","18-24",2020,2776,0.6
30303,"female","18-24",2021,2731,0.6
30303,"female","18-24",2022,2772,0.5
30303,"male","18-24",2015,2566,0.5
30303,"male","18-24",2016,2722,0.6
30303,"male","18-24",2017,2604,0.6
30303,"male","18-24",2018,2594,0.5
30303,"male","18-24",2019,2663,0.5
30303,"male","18-24",2020,2585,0.5
30303,"male","18-24",2021,2701,0.5
30303,"male","18-24",2022,2783,0.6
30304,"female","18-24",2015,1410,0.6
30304,"female","18-24",2016,1518,0.6
30304,"female","18-24",2017,1460,0.5
30304,"female","18-24",2018,1497,0.5
30304,"female","18-24",2019,1554,0.5
30304,"female","18-24",2020,1514,0.6
30304,"female","18-24",2021,1442,0.5
30304,"female","18-24",2022,1507,0.6
30304,"male","18-24",2015,1393,0.5
30304,"male","18-24",2016,1496,0.5
30304,"male","18-24",2017,1465,0.6
30304,"male","18-24",2018,1555,0.6
30304,"male","18-24",2019,1597,0.6
30304,"male","18-24",2020,1513,0.5
30304,"male","18-24",2021,1475,0.6
30304,"male","18-24",2022,1503,0.5
30305,"female","18-24",2015,2031,0.6
30305,"female","18-24",2016,2143,0.6
30305,"female","18-24",2017,2070,0.5
30305,"female","18-24",2018,2088,0.6
30305,"female","18-24",2019,2073,0.5
30305,"female","18-24",2020,2069,0.5
30305,"female","18-24",2021,2067,0.5
30305,"female","18-24",2022,2103,0.5
30305,"male","18-24",2015,1991,0.5
30305,"male","18-24",2016,2124,0.5
30305,"male","18-24",2017,2106,0.6
30305,"male","18-24",2018,2072,0.5
30305,"male","18-24",2019,2125,0.6
30305,"male","18-24",2020,2086,0.6
30305,"male","18-24",2021,2113,0.6
30305,"male","18-24",2022,2149,0.6
30306,"female","18-24",2015,1495,0.5
30306,"female","18-24",2016,1507,0.5
30306,"female","18-24",2017,1443,0.5
30306,"female","18-24",2018,1473,0.5
30306,"female","18-24",2019,1508,0.5
30306,"female","18-24",2020,1433,0.5
30306,"female","18-24",2021,1521,0.5
30306,"female","18-24",2022,1558,0.5
30306,"male","18-24",2015,1606,0.6
30306,"male","18-24",2016,1686,0.6
30306,"male","18-24",2017,1620,0.6
30306,"male","18-24",2018,1586,0.6
30306,"male","18-24",2019,1577,0.6
30306,"male","18-24",2020,1572,0.6
30306,"male","18-24",2021,1601,0.6
30306,"male","18-24",2022,1626,0.6
30401,"female","18-24",2015,1246,0.6
30401,"female","18-24",2016,1282,0.5
30401,"female","18-24",2017,1192,0.5
30401,"female","18-24",2018,1188,0.5
30401,"female","18-24",2019,1177,0.6
30401,"female","18-24",2020,1119,0.5
30401,"female","18-24",2021,1100,0.5
30401,"female","18-24",2022,1095,0.5
30401,"male","18-24",2015,1245,0.5
30401,"male","18-24",2016,1300,0.6
30401,"male","18-24",2017,1199,0.6
30401,"male","18-24",2018,1196,0.6
30401,"male","18-24",2019,1150,0.5
30401,"male","18-24",2020,1131,0.6
30401,"male","18-24",2021,1109,0.6
30401,"male","18-24",2022,1127,0.6
30402,"female","18-24",2015,1951,0.5
30402,"female","18-24",2016,2030,0.5
30402,"female","18-24",2017,1875,0.5
30402,"female","18-24",2018,1859,0.5
30402,"female","18-24",2019,1852,0.5
30402,"female","18-24",2020,1824,0.5
30402,"female","18-24",2021,1740,0.5
30402,"female","18-24",2022,1731,0.5
30402,"male","18-24",2015,1955,0.6
30402,"male","18-24",2016,2099,0.6
30402,"male","18-24",2017,1947,0.6
30402,"male","18-24",2018,1942,0.6
30402,"male","18-24",2019,2009,0.6
30402,"male","18-24",2020,1980,0.6
30402,"male","18-24",2021,1949,0.6
30402,"male","18-24",2022,2012,0.6
30403,"female","18-24",2015,2664,0.5
30403,"female","18-24",2016,2809,0.5
30403,"female","18-24",2017,2632,0.5
30403,"female","18-24",2018,2828,0.6
30403,"female","18-24",2019,2932,0.5
30403,"female","18-24",2020,2869,0.6
30403,"female","18-24",2021,2902,0.5
30403,"female","18-24",2022,3329,0.6
30403,"male","18-24",2015,2696,0.6
30403,"male","18-24",2016,2835,0.6
30403,"male","18-24",2017,2723,0.6
30403,"male","18-24",2018,2826,0.5
30403,"male","18-24",2019,2993,0.6
30403,"male","18-24",2020,2856,0.5
30403,"male","18-24",2021,2926,0.6
30403,"male","18-24",2022,3282,0.5
30404,"female","18-24",2008,807,0.5
30404,"female","18-24",2009,836,0.5
30404,"female","18-24",2010,840,0.5
30404,"female","18-24",2011,865,0.5
30404,"female","18-24",2012,801,0.5
30404,"female","18-24",2013,769,0.5
30404,"female","18-24",2014,785,0.5
30404,"female","18-24",2015,1918,0.5
30404,"female","18-24",2016,1999,0.5
30404,"female","18-24",2017,1958,0.5
30404,"female","18-24",2018,2012,0.5
30404,"female","18-24",2019,2013,0.5
30404,"female","18-24",2020,2002,0.5
30404,"female","18-24",2021,1992,0.5
30404,"female","18-24",2022,2027,0.5
30404,"male","18-24",2008,827,0.6
30404,"male","18-24",2009,895,0.6
30404,"male","18-24",2010,878,0.6
30404,"male","18-24",2011,877,0.6
30404,"male","18-24",2012,842,0.6
30404,"male","18-24",2013,805,0.6
30404,"male","18-24",2014,873,0.6
30404,"male","18-24",2015,2081,0.6
30404,"male","18-24",2016,2150,0.6
30404,"male","18-24",2017,2109,0.6
30404,"male","18-24",2018,2092,0.6
30404,"male","18-24",2019,2112,0.6
30404,"male","18-24",2020,2060,0.6
30404,"male","18-24",2021,2078,0.6
30404,"male","18-24",2022,2196,0.6
30501,"female","18-24",2008,2746,0.6
30501,"female","18-24",2009,2958,0.6
30501,"female","18-24",2010,2958,0.6
30501,"female","18-24",2011,2964,0.6
30501,"female","18-24",2012,2897,0.6
30501,"female","18-24",2013,2937,0.6
30501,"female","18-24",2014,3107,0.6
30501,"female","18-24",2015,2364,0.6
30501,"female","18-24",2016,2660,0.6
30501,"female","18-24",2017,2551,0.6
30501,"female","18-24",2018,2906,0.6
30501,"female","18-24",2019,3205,0.6
30501,"female","18-24",2020,3055,0.6
30501,"female","18-24",2021,3359,0.6
30501,"female","18-24",2022,4124,0.6
30501,"male","18-24",2008,2677,0.5
30501,"male","18-24",2009,2814,0.5
30501,"male","18-24",2010,2730,0.5
30501,"male","18-24",2011,2696,0.5
30501,"male","18-24",2012,2595,0.5
30501,"male","18-24",2013,2607,0.5
30501,"male","18-24",2014,2782,0.5
30501,"male","18-24",2015,2081,0.5
30501,"male","18-24",2016,2400,0.5
30501,"male","18-24",2017,2378,0.5
30501,"male","18-24",2018,2588,0.5
30501,"male","18-24",2019,2806,0.5
30501,"male","18-24",2020,2666,0.5
30501,"male","18-24",2021,2990,0.5
30501,"male","18-24",2022,3485,0.5
30502,"female","18-24",2008,1922,0.6
30502,"female","18-24",2009,1994,0.6
30502,"female","18-24",2010,1988,0.6
30502,"female","18-24",2011,1990,0.6
30502,"female","18-24",2012,1983,0.6
30502,"female","18-24",2013,1913,0.6
30502,"female","18-24",2014,2071,0.6
30502,"female","18-24",2015,1628,0.6
30502,"female","18-24",2016,1745,0.6
30502,"female","18-24",2017,1706,0.6
30502,"female","18-24",2018,1794,0.6
30502,"female","18-24",2019,1817,0.6
30502,"female","18-24",2020,1801,0.6
30502,"female","18-24",2021,1862,0.6
30502,"female","18-24",2022,1958,0.6
30502,"male","18-24",2008,1804,0.5
30502,"male","18-24",2009,1870,0.5
30502,"male","18-24",2010,1859,0.5
30502,"male","18-24",2011,1907,0.5
30502,"male","18-24",2012,1869,0.5
30502,"male","18-24",2013,1832,0.5
30502,"male","18-24",2014,2052,0.5
30502,"male","18-24",2015,1464,0.5
30502,"male","18-24",2016,1600,0.5
30502,"male","18-24",2017,1585,0.5
30502,"male","18-24",2018,1585,0.5
30502,"male","18-24",2019,1718,0.5
30502,"male","18-24",2020,1671,0.5
30502,"male","18-24",2021,1689,0.5
30502,"male","18-24",2022,1806,0.5
30503,"female","18-24",2008,2615,0.6
30503,"female","18-24",2009,2731,0.6
30503,"female","18-24",2010,2671,0.6
30503,"female","18-24",2011,2683,0.5
30503,"female","18-24",2012,2622,0.6
30503,"female","18-24",2013,2623,0.6
30503,"female","18-24",2014,2729,0.6
30503,"female","18-24",2015,3833,0.55
30503,"female","18-24",2016,4224,0.6
30503,"female","18-24",2017,4251,0.6
30503,"female","18-24",2018,4615,0.6
30503,"female","18-24",2019,4784,0.6
30503,"female","18-24",2020,4523,0.6
30503,"female","18-24",2021,4652,0.6
30503,"female","18-24",2022,4810,0.6
30503,"male","18-24",2008,2554,0.5
30503,"male","18-24",2009,2695,0.5
30503,"male","18-24",2010,2637,0.5
30503,"male","18-24",2011,2684,0.6
30503,"male","18-24",2012,2550,0.5
30503,"male","18-24",2013,2451,0.5
30503,"male","18-24",2014,2503,0.5
30503,"male","18-24",2015,3122,0.45
30503,"male","18-24",2016,3502,0.5
30503,"male","18-24",2017,3487,0.5
30503,"male","18-24",2018,3829,0.5
30503,"male","18-24",2019,3975,0.5
30503,"male","18-24",2020,3851,0.5
30503,"male","18-24",2021,3919,0.5
30503,"male","18-24",2022,4210,0.5
30504,"female","18-24",2015,2952,0.6
30504,"female","18-24",2016,3059,0.6
30504,"female","18-24",2017,3013,0.6
30504,"female","18-24",2018,3166,0.6
30504,"female","18-24",2019,3210,0.6
30504,"female","18-24",2020,3068,0.6
30504,"female","18-24",2021,3183,0.6
30504,"female","18-24",2022,3384,0.6
30504,"male","18-24",2015,2698,0.5
30504,"male","18-24",2016,2849,0.5
30504,"male","18-24",2017,2791,0.5
30504,"male","18-24",2018,2891,0.5
30504,"male","18-24",2019,2971,0.5
30504,"male","18-24",2020,2904,0.5
30504,"male","18-24",2021,2892,0.5
30504,"male","18-24",2022,3096,0.5
30601,"female","18-24",2015,1489,0.6
30601,"female","18-24",2016,1608,0.6
30601,"female","18-24",2017,1572,0.5
30601,"female","18-24",2018,1560,0.5
30601,"female","18-24",2019,1609,0.5
30601,"female","18-24",2020,1614,0.6
30601,"female","18-24",2021,1662,0.5
30601,"female","18-24",2022,1671,0.6
30601,"male","18-24",2015,1484,0.5
30601,"male","18-24",2016,1596,0.5
30601,"male","18-24",2017,1579,0.6
30601,"male","18-24",2018,1613,0.6
30601,"male","18-24",2019,1612,0.6
30601,"male","18-24",2020,1612,0.5
30601,"male","18-24",2021,1682,0.6
30601,"male","18-24",2022,1660,0.5
30602,"female","18-24",2015,3000,0.6
30602,"female","18-24",2016,3134,0.6
30602,"female","18-24",2017,3147,0.6
30602,"female","18-24",2018,3228,0.6
30602,"female","18-24",2019,3148,0.6
30602,"female","18-24",2020,3165,0.6
30602,"female","18-24",2021,3234,0.5
30602,"female","18-24",2022,3265,0.6
30602,"male","18-24",2015,2871,0.5
30602,"male","18-24",2016,3070,0.5
30602,"male","18-24",2017,3019,0.5
30602,"male","18-24",2018,3096,0.5
30602,"male","18-24",2019,3003,0.5
30602,"male","18-24",2020,3026,0.5
30602,"male","18-24",2021,3244,0.6
30602,"male","18-24",2022,3207,0.5
30603,"female","18-24",2015,778,0.6
30603,"female","18-24",2016,838,0.6
30603,"female","18-24",2017,820,0.5
30603,"female","18-24",2018,802,0.5
30603,"female","18-24",2019,781,0.5
30603,"female","18-24",2020,846,0.5
30603,"female","18-24",2021,863,0.5
30603,"female","18-24",2022,813,0.5
30603,"male","18-24",2015,739,0.5
30603,"male","18-24",2016,820,0.5
30603,"male","18-24",2017,850,0.6
30603,"male","18-24",2018,851,0.6
30603,"male","18-24",2019,836,0.6
30603,"male","18-24",2020,914,0.6
30603,"male","18-24",2021,937,0.6
30603,"male","18-24",2022,902,0.6
30604,"female","18-24",2015,222,0.6
30604,"female","18-24",2016,225,0.5
30604,"female","18-24",2017,238,0.6
30604,"female","18-24",2018,284,0.6
30604,"female","18-24",2019,259,0.5
30604,"female","18-24",2020,247,0.5
30604,"female","18-24",2021,270,0.5
30604,"female","18-24",2022,298,0.5
30604,"male","18-24",2015,218,0.5
30604,"male","18-24",2016,237,0.6
30604,"male","18-24",2017,236,0.5
30604,"male","18-24",2018,257,0.5
30604,"male","18-24",2019,264,0.6
30604,"male","18-24",2020,275,0.6
30604,"male","18-24",2021,318,0.6
30604,"male","18-24",2022,326,0.6
30605,"female","18-24",2015,861,0.6
30605,"female","18-24",2016,941,0.6
30605,"female","18-24",2017,936,0.6
30605,"female","18-24",2018,913,0.5
30605,"female","18-24",2019,938,0.6
30605,"female","18-24",2020,942,0.5
30605,"female","18-24",2021,932,0.5
30605,"female","18-24",2022,985,0.5
30605,"male","18-24",2015,788,0.5
30605,"male","18-24",2016,883,0.5
30605,"male","18-24",2017,907,0.5
30605,"male","18-24",2018,925,0.6
30605,"male","18-24",2019,932,0.5
30605,"male","18-24",2020,951,0.6
30605,"male","18-24",2021,983,0.6
30605,"male","18-24",2022,1007,0.6
30701,"female","18-24",2015,1435,0.5
30701,"female","18-24",2016,1476,0.5
30701,"female","18-24",2017,1440,0.5
30701,"female","18-24",2018,1455,0.5
30701,"female","18-24",2019,1499,0.5
30701,"female","18-24",2020,1528,0.6
30701,"female","18-24",2021,1594,0.6
30701,"female","18-24",2022,1663,0.6
30701,"male","18-24",2015,1452,0.6
30701,"male","18-24",2016,1542,0.6
30701,"male","18-24",2017,1486,0.6
30701,"male","18-24",2018,1485,0.6
30701,"male","18-24",2019,1513,0.6
30701,"male","18-24",2020,1520,0.5
30701,"male","18-24",2021,1572,0.5
30701,"male","18-24",2022,1567,0.5
30702,"female","18-24",2015,1410,0.5
30702,"female","18-24",2016,1517,0.6
30702,"female","18-24",2017,1441,0.5
30702,"female","18-24",2018,1433,0.5
30702,"female","18-24",2019,1393,0.5
30702,"female","18-24",2020,1381,0.5
30702,"female","18-24",2021,1365,0.5
30702,"female","18-24",2022,1363,0.5
30702,"male","18-24",2015,1426,0.6
30702,"male","18-24",2016,1499,0.5
30702,"male","18-24",2017,1518,0.6
30702,"male","18-24",2018,1479,0.6
30702,"male","18-24",2019,1451,0.6
30702,"male","18-24",2020,1416,0.6
30702,"male","18-24",2021,1406,0.6
30702,"male","18-24",2022,1395,0.6
30703,"female","18-24",2015,1230,0.5
30703,"female","18-24",2016,1273,0.5
30703,"female","18-24",2017,1188,0.5
30703,"female","18-24",2018,1199,0.5
30703,"female","18-24",2019,1195,0.5
30703,"female","18-24",2020,1222,0.5
30703,"female","18-24",2021,1200,0.5
30703,"female","18-24",2022,1194,0.5
30703,"male","18-24",2015,1255,0.6
30703,"male","18-24",2016,1342,0.6
30703,"male","18-24",2017,1248,0.6
30703,"male","18-24",2018,1248,0.6
30703,"male","18-24",2019,1282,0.6
30703,"male","18-24",2020,1269,0.6
30703,"male","18-24",2021,1315,0.6
30703,"male","18-24",2022,1245,0.6
30801,"female","18-24",2015,948,0.6
30801,"female","18-24",2016,980,0.6
30801,"female","18-24",2017,922,0.6
30801,"female","18-24",2018,922,0.6
30801,"female","18-24",2019,929,0.6
30801,"female","18-24",2020,928,0.6
30801,"female","18-24",2021,949,0.5
30801,"female","18-24",2022,946,0.6
30801,"male","18-24",2015,941,0.5
30801,"male","18-24",2016,937,0.5
30801,"male","18-24",2017,888,0.5
30801,"male","18-24",2018,909,0.5
30801,"male","18-24",2019,918,0.5
30801,"male","18-24",2020,889,0.5
30801,"male","18-24",2021,949,0.5
30801,"male","18-24",2022,909,0.5
30803,"female","18-24",2008,6506,0.6
30803,"female","18-24",2009,6960,0.6
30803,"female","18-24",2010,6804,0.6
30803,"female","18-24",2011,6736,0.6
30803,"female","18-24",2012,6722,0.6
30803,"female","18-24",2013,6558,0.6
30803,"female","18-24",2014,6916,0.6
30803,"female","18-24",2015,4166,0.6
30803,"female","18-24",2016,4407,0.6
30803,"female","18-24",2017,4243,0.6
30803,"female","18-24",2018,4130,0.6
30803,"female","18-24",2019,4198,0.6
30803,"female","18-24",2020,4199,0.6
30803,"female","18-24",2021,4213,0.6
30803,"female","18-24",2022,4093,0.5
30803,"male","18-24",2008,6145,0.5
30803,"male","18-24",2009,6504,0.5
30803,"male","18-24",2010,6267,0.5
30803,"male","18-24",2011,6290,0.5
30803,"male","18-24",2012,6386,0.5
30803,"male","18-24",2013,6205,0.5
30803,"male","18-24",2014,6569,0.5
30803,"male","18-24",2015,3875,0.5
30803,"male","18-24",2016,4237,0.5
30803,"male","18-24",2017,4079,0.5
30803,"male","18-24",2018,4047,0.5
30803,"male","18-24",2019,4042,0.5
30803,"male","18-24",2020,4098,0.5
30803,"male","18-24",2021,4186,0.5
30803,"male","18-24",2022,4146,0.6
30804,"female","18-24",2019,446,0.6
30804,"female","18-24",2020,438,0.6
30804,"female","18-24",2021,455,0.6
30804,"female","18-24",2022,446,0.6
30804,"male","18-24",2019,415,0.5
30804,"male","18-24",2020,414,0.5
30804,"male","18-24",2021,430,0.5
30804,"male","18-24",2022,435,0.5
30805,"female","18-24",2019,1908,0.5
30805,"female","18-24",2020,1921,0.5
30805,"female","18-24",2021,1989,0.5
30805,"female","18-24",2022,1981,0.5
30805,"male","18-24",2019,1938,0.6
30805,"male","18-24",2020,1970,0.6
30805,"male","18-24",2021,2044,0.6
30805,"male","18-24",2022,2062,0.6
30901,"female","18-24",2015,2171,0.6
30901,"female","18-24",2016,2196,0.6
30901,"female","18-24",2017,2068,0.6
30901,"female","18-24",2018,2082,0.6
30901,"female","18-24",2019,2177,0.6
30901,"female","18-24",2020,2172,0.6
30901,"female","18-24",2021,2315,0.6
30901,"female","18-24",2022,2442,0.55
30901,"male","18-24",2015,1883,0.5
30901,"male","18-24",2016,1995,0.5
30901,"male","18-24",2017,1858,0.5
30901,"male","18-24",2018,1835,0.5
30901,"male","18-24",2019,1906,0.5
30901,"male","18-24",2020,1844,0.5
30901,"male","18-24",2021,1918,0.5
30901,"male","18-24",2022,1964,0.45
30902,"female","18-24",2015,1778,0.6
30902,"female","18-24",2016,1893,0.6
30902,"female","18-24",2017,1844,0.6
30902,"female","18-24",2018,1923,0.6
30902,"female","18-24",2019,1942,0.6
30902,"female","18-24",2020,1894,0.6
30902,"female","18-24",2021,2063,0.6
30902,"female","18-24",2022,2083,0.6
30902,"male","18-24",2015,1737,0.5
30902,"male","18-24",2016,1831,0.5
30902,"male","18-24",2017,1729,0.5
30902,"male","18-24",2018,1775,0.5
30902,"male","18-24",2019,1729,0.5
30902,"male","18-24",2020,1709,0.5
30902,"male","18-24",2021,1818,0.5
30902,"male","18-24",2022,1795,0.5
30903,"female","18-24",2015,1994,0.6
30903,"female","18-24",2016,2139,0.6
30903,"female","18-24",2017,2054,0.6
30903,"female","18-24",2018,2091,0.6
30903,"female","18-24",2019,2139,0.6
30903,"female","18-24",2020,2043,0.6
30903,"female","18-24",2021,2042,0.5
30903,"female","18-24",2022,2087,0.6
30903,"male","18-24",2015,1858,0.5
30903,"male","18-24",2016,2045,0.5
30903,"male","18-24",2017,2025,0.5
30903,"male","18-24",2018,2004,0.5
30903,"male","18-24",2019,2026,0.5
30903,"male","18-24",2020,1975,0.5
30903,"male","18-24",2021,2076,0.6
30903,"male","18-24",2022,2071,0.5
30904,"female","18-24",2015,453,0.6
30904,"female","18-24",2016,477,0.6
30904,"female","18-24",2017,457,0.6
30904,"female","18-24",2018,514,0.6
30904,"female","18-24",2019,548,0.6
30904,"female","18-24",2020,553,0.6
30904,"female","18-24",2021,570,0.6
30904,"female","18-24",2022,553,0.5
30904,"male","18-24",2015,438,0.5
30904,"male","18-24",2016,468,0.5
30904,"male","18-24",2017,448,0.5
30904,"male","18-24",2018,482,0.5
30904,"male","18-24",2019,505,0.5
30904,"male","18-24",2020,533,0.5
30904,"male","18-24",2021,540,0.5
30904,"male","18-24",2022,566,0.6
30905,"female","18-24",2015,1178,0.6
30905,"female","18-24",2016,1219,0.6
30905,"female","18-24",2017,1179,0.5
30905,"female","18-24",2018,1231,0.6
30905,"female","18-24",2019,1275,0.6
30905,"female","18-24",2020,1211,0.6
30905,"female","18-24",2021,1284,0.6
30905,"female","18-24",2022,1292,0.5
30905,"male","18-24",2015,1055,0.5
30905,"male","18-24",2016,1173,0.5
30905,"male","18-24",2017,1210,0.6
30905,"male","18-24",2018,1229,0.5
30905,"male","18-24",2019,1255,0.5
30905,"male","18-24",2020,1186,0.5
30905,"male","18-24",2021,1241,0.5
30905,"male","18-24",2022,1312,0.6
30906,"female","18-24",2015,2316,0.6
30906,"female","18-24",2016,2434,0.6
30906,"female","18-24",2017,2370,0.6
30906,"female","18-24",2018,2387,0.6
30906,"female","18-24",2019,2446,0.6
30906,"female","18-24",2020,2360,0.6
30906,"female","18-24",2021,2328,0.5
30906,"female","18-24",2022,2355,0.5
30906,"male","18-24",2015,2161,0.5
30906,"male","18-24",2016,2355,0.5
30906,"male","18-24",2017,2341,0.5
30906,"male","18-24",2018,2318,0.5
30906,"male","18-24",2019,2417,0.5
30906,"male","18-24",2020,2339,0.5
30906,"male","18-24",2021,2352,0.6
30906,"male","18-24",2022,2404,0.6
30907,"female","18-24",2015,3697,0.6
30907,"female","18-24",2016,4244,0.6
30907,"female","18-24",2017,4431,0.6
30907,"female","18-24",2018,4983,0.6
30907,"female","18-24",2019,5303,0.6
30907,"female","18-24",2020,5469,0.6
30907,"female","18-24",2021,5633,0.6
30907,"female","18-24",2022,5745,0.6
30907,"male","18-24",2015,3254,0.5
30907,"male","18-24",2016,3757,0.5
30907,"male","18-24",2017,4009,0.5
30907,"male","18-24",2018,4493,0.5
30907,"male","18-24",2019,4857,0.5
30907,"male","18-24",2020,4983,0.5
30907,"male","18-24",2021,5185,0.5
30907,"male","18-24",2022,5410,0.5
30908,"female","18-24",2015,1837,0.6
30908,"female","18-24",2016,1980,0.6
30908,"female","18-24",2017,1925,0.6
30908,"female","18-24",2018,2042,0.6
