"SA4_CODE16","sex","age_group","year_range","rolling_average_fatally_injured_in_road_accident"
"504","all","0-16","2014-2018","0.6"
"504","all","0-16","2015-2019","0.4"
"504","all","0-16","2016-2020","0.6"
"504","all","0-16","2017-2021","0.8"
"504","all","0-16","2018-2022","0.8"
"505","all","0-16","2008-2012","0"
"505","all","0-16","2009-2013","0"
"505","all","0-16","2010-2014","0"
"505","all","0-16","2011-2015","0.2"
"505","all","0-16","2012-2016","0.8"
"505","all","0-16","2013-2017","0.8"
"505","all","0-16","2014-2018","0.8"
"505","all","0-16","2015-2019","0.8"
"505","all","0-16","2016-2020","0.6"
"505","all","0-16","2017-2021","0"
"505","all","0-16","2018-2022","0"
"506","all","0-16","2008-2012","0"
"506","all","0-16","2009-2013","0"
"506","all","0-16","2010-2014","0"
"506","all","0-16","2011-2015","1"
"506","all","0-16","2012-2016","1"
"506","all","0-16","2013-2017","1.2"
"506","all","0-16","2014-2018","1.4"
"506","all","0-16","2015-2019","1.6"
"506","all","0-16","2016-2020","0.6"
"506","all","0-16","2017-2021","1"
"506","all","0-16","2018-2022","0.8"
"507","all","0-16","2008-2012","0"
"507","all","0-16","2009-2013","0"
"507","all","0-16","2010-2014","0.2"
"507","all","0-16","2011-2015","0.2"
"507","all","0-16","2012-2016","0.4"
"507","all","0-16","2013-2017","0.6"
"507","all","0-16","2014-2018","1"
"507","all","0-16","2015-2019","0.8"
"507","all","0-16","2016-2020","0.8"
"507","all","0-16","2017-2021","0.6"
"507","all","0-16","2018-2022","0.4"
"509","all","0-16","2008-2012","0"
"509","all","0-16","2009-2013","0"
"509","all","0-16","2010-2014","0.6"
"509","all","0-16","2011-2015","0.6"
"509","all","0-16","2012-2016","1.2"
"509","all","0-16","2013-2017","1.4"
"509","all","0-16","2014-2018","1.8"
"509","all","0-16","2015-2019","1.4"
"509","all","0-16","2016-2020","1.4"
"509","all","0-16","2017-2021","1.4"
"509","all","0-16","2018-2022","1.2"
"510","all","0-16","2008-2012","0"
"510","all","0-16","2009-2013","0"
"510","all","0-16","2010-2014","0"
"510","all","0-16","2011-2015","0.6"
"510","all","0-16","2012-2016","1"
"510","all","0-16","2013-2017","1.2"
"510","all","0-16","2014-2018","1.2"
"510","all","0-16","2015-2019","1.4"
"510","all","0-16","2016-2020","1"
"510","all","0-16","2017-2021","0.6"
"510","all","0-16","2018-2022","0.4"
"511","all","0-16","2008-2012","0"
"511","all","0-16","2009-2013","0"
"511","all","0-16","2010-2014","0.4"
"511","all","0-16","2011-2015","0.8"
"511","all","0-16","2012-2016","1.2"
"511","all","0-16","2013-2017","2"
"511","all","0-16","2014-2018","2.4"
"511","all","0-16","2015-2019","2"
"511","all","0-16","2016-2020","2"
"511","all","0-16","2017-2021","1.6"
"511","all","0-16","2018-2022","0.8"
"601","all","0-16","2008-2012","0"
"601","all","0-16","2009-2013","0"
"601","all","0-16","2010-2014","0.2"
"601","all","0-16","2011-2015","0.2"
"601","all","0-16","2012-2016","0.4"
"601","all","0-16","2013-2017","0.6"
"601","all","0-16","2014-2018","0.6"
"601","all","0-16","2015-2019","0.4"
"601","all","0-16","2016-2020","0.8"
"601","all","0-16","2017-2021","0.8"
"601","all","0-16","2018-2022","0.8"
"602","all","0-16","2008-2012","0"
"602","all","0-16","2009-2013","0"
"602","all","0-16","2010-2014","0.2"
"602","all","0-16","2011-2015","0.2"
"602","all","0-16","2012-2016","0.2"
"602","all","0-16","2013-2017","0.6"
"602","all","0-16","2014-2018","0.6"
"602","all","0-16","2015-2019","0.4"
"602","all","0-16","2016-2020","0.6"
"602","all","0-16","2017-2021","0.8"
"602","all","0-16","2018-2022","0.4"
"604","all","0-16","2008-2012","0"
"604","all","0-16","2009-2013","0"
"604","all","0-16","2010-2014","0.4"
"604","all","0-16","2011-2015","0.4"
"604","all","0-16","2012-2016","1"
"604","all","0-16","2013-2017","1"
"604","all","0-16","2014-2018","1"
"604","all","0-16","2015-2019","0.6"
"604","all","0-16","2016-2020","0.6"
"604","all","0-16","2017-2021","0"
"604","all","0-16","2018-2022","0.6"
"701","all","0-16","2008-2012","0"
"701","all","0-16","2009-2013","0"
"701","all","0-16","2010-2014","0"
"701","all","0-16","2011-2015","0"
"701","all","0-16","2012-2016","0"
"701","all","0-16","2013-2017","0.2"
"701","all","0-16","2014-2018","0.4"
"701","all","0-16","2015-2019","0.6"
"701","all","0-16","2016-2020","0.6"
"701","all","0-16","2017-2021","0.8"
"701","all","0-16","2018-2022","0.6"
"702","all","0-16","2008-2012","0"
"702","all","0-16","2009-2013","0"
"702","all","0-16","2010-2014","0"
"702","all","0-16","2011-2015","0.2"
"702","all","0-16","2012-2016","1"
"702","all","0-16","2013-2017","1"
"702","all","0-16","2014-2018","1.2"
"702","all","0-16","2015-2019","1.6"
"702","all","0-16","2016-2020","1.8"
"702","all","0-16","2017-2021","1.4"
"702","all","0-16","2018-2022","2"
"801","all","0-16","2008-2012","0"
"801","all","0-16","2009-2013","0"
"801","all","0-16","2010-2014","0"
"801","all","0-16","2011-2015","0.2"
"801","all","0-16","2012-2016","0.2"
"801","all","0-16","2013-2017","0.2"
"801","all","0-16","2014-2018","0.6"
"801","all","0-16","2015-2019","0.6"
"801","all","0-16","2016-2020","0.4"
"801","all","0-16","2017-2021","0.4"
"801","all","0-16","2018-2022","0.6"
