"SA4_CODE16","sex","age_group","year_range","type_of_road_user","rolling_average_fatally_injured_in_road_accident"
"503","all","17-25","2011-2020","other","3"
"503","all","17-25","2012-2021","driver","2"
"503","all","17-25","2012-2021","passenger","1"
"503","all","17-25","2012-2021","other","3"
"503","all","17-25","2013-2022","driver","2"
"503","all","17-25","2013-2022","passenger","1"
"503","all","17-25","2013-2022","other","3"
"504","all","17-25","2008-2017","driver","2"
"504","all","17-25","2008-2017","passenger","1"
"504","all","17-25","2008-2017","other","3"
"504","all","17-25","2009-2018","driver","2"
"504","all","17-25","2009-2018","passenger","1"
"504","all","17-25","2009-2018","other","4"
"504","all","17-25","2010-2019","driver","4"
"504","all","17-25","2010-2019","passenger","1"
"504","all","17-25","2010-2019","other","4"
"504","all","17-25","2011-2020","driver","5"
"504","all","17-25","2011-2020","passenger","3"
"504","all","17-25","2011-2020","other","4"
"504","all","17-25","2012-2021","driver","6"
"504","all","17-25","2012-2021","passenger","3"
"504","all","17-25","2012-2021","other","4"
"504","all","17-25","2013-2022","driver","6"
"504","all","17-25","2013-2022","passenger","3"
"504","all","17-25","2013-2022","other","4"
"505","all","17-25","2008-2017","driver","7"
"505","all","17-25","2008-2017","passenger","1"
"505","all","17-25","2008-2017","other","11"
"505","all","17-25","2009-2018","driver","9"
"505","all","17-25","2009-2018","passenger","1"
"505","all","17-25","2009-2018","other","13"
"505","all","17-25","2010-2019","driver","10"
"505","all","17-25","2010-2019","passenger","3"
"505","all","17-25","2010-2019","other","13"
"505","all","17-25","2011-2020","driver","10"
"505","all","17-25","2011-2020","passenger","3"
"505","all","17-25","2011-2020","other","13"
"505","all","17-25","2012-2021","driver","10"
"505","all","17-25","2012-2021","passenger","3"
"505","all","17-25","2012-2021","other","16"
"505","all","17-25","2013-2022","driver","10"
"505","all","17-25","2013-2022","passenger","3"
"505","all","17-25","2013-2022","other","16"
"506","all","17-25","2008-2017","driver","7"
"506","all","17-25","2008-2017","passenger","1"
"506","all","17-25","2008-2017","other","7"
"506","all","17-25","2009-2018","driver","8"
"506","all","17-25","2009-2018","passenger","1"
"506","all","17-25","2009-2018","other","8"
"506","all","17-25","2010-2019","driver","9"
"506","all","17-25","2010-2019","passenger","2"
"506","all","17-25","2010-2019","other","10"
"506","all","17-25","2011-2020","driver","12"
"506","all","17-25","2011-2020","passenger","2"
"506","all","17-25","2011-2020","other","10"
"506","all","17-25","2012-2021","driver","15"
"506","all","17-25","2012-2021","passenger","5"
"506","all","17-25","2012-2021","other","12"
"506","all","17-25","2013-2022","driver","15"
"506","all","17-25","2013-2022","passenger","5"
"506","all","17-25","2013-2022","other","12"
"507","all","17-25","2008-2017","driver","0"
"507","all","17-25","2008-2017","passenger","6"
"507","all","17-25","2008-2017","other","3"
"507","all","17-25","2009-2018","driver","1"
"507","all","17-25","2009-2018","passenger","6"
"507","all","17-25","2009-2018","other","4"
"507","all","17-25","2010-2019","driver","1"
"507","all","17-25","2010-2019","passenger","6"
"507","all","17-25","2010-2019","other","5"
"507","all","17-25","2011-2020","driver","1"
"507","all","17-25","2011-2020","passenger","7"
"507","all","17-25","2011-2020","other","6"
"507","all","17-25","2012-2021","driver","2"
"507","all","17-25","2012-2021","passenger","7"
"507","all","17-25","2012-2021","other","7"
"507","all","17-25","2013-2022","driver","2"
"507","all","17-25","2013-2022","passenger","7"
"507","all","17-25","2013-2022","other","7"
"509","all","17-25","2008-2017","driver","17"
"509","all","17-25","2008-2017","passenger","9"
"509","all","17-25","2008-2017","other","1"
"509","all","17-25","2009-2018","driver","20"
"509","all","17-25","2009-2018","passenger","12"
"509","all","17-25","2009-2018","other","1"
"509","all","17-25","2010-2019","driver","24"
"509","all","17-25","2010-2019","passenger","14"
"509","all","17-25","2010-2019","other","2"
"509","all","17-25","2011-2020","driver","28"
"509","all","17-25","2011-2020","passenger","15"
"509","all","17-25","2011-2020","other","2"
"509","all","17-25","2012-2021","driver","34"
"509","all","17-25","2012-2021","passenger","17"
"509","all","17-25","2012-2021","other","2"
"509","all","17-25","2013-2022","driver","34"
"509","all","17-25","2013-2022","passenger","17"
"509","all","17-25","2013-2022","other","2"
"510","all","17-25","2008-2017","driver","3"
"510","all","17-25","2008-2017","passenger","5"
"510","all","17-25","2008-2017","other","1"
"510","all","17-25","2009-2018","driver","3"
"510","all","17-25","2009-2018","passenger","6"
"510","all","17-25","2009-2018","other","1"
"510","all","17-25","2010-2019","driver","3"
"510","all","17-25","2010-2019","passenger","6"
"510","all","17-25","2010-2019","other","2"
"510","all","17-25","2011-2020","driver","3"
"510","all","17-25","2011-2020","passenger","6"
"510","all","17-25","2011-2020","other","4"
"510","all","17-25","2012-2021","driver","4"
"510","all","17-25","2012-2021","passenger","6"
"510","all","17-25","2012-2021","other","4"
"510","all","17-25","2013-2022","driver","4"
"510","all","17-25","2013-2022","passenger","6"
"510","all","17-25","2013-2022","other","4"
"511","all","17-25","2008-2017","driver","6"
"511","all","17-25","2008-2017","passenger","9"
"511","all","17-25","2008-2017","other","1"
"511","all","17-25","2009-2018","driver","8"
"511","all","17-25","2009-2018","passenger","9"
"511","all","17-25","2009-2018","other","2"
"511","all","17-25","2010-2019","driver","12"
"511","all","17-25","2010-2019","passenger","9"
"511","all","17-25","2010-2019","other","4"
"511","all","17-25","2011-2020","driver","15"
"511","all","17-25","2011-2020","passenger","9"
"511","all","17-25","2011-2020","other","5"
"511","all","17-25","2012-2021","driver","19"
"511","all","17-25","2012-2021","passenger","9"
"511","all","17-25","2012-2021","other","7"
"511","all","17-25","2013-2022","driver","19"
"511","all","17-25","2013-2022","passenger","9"
"511","all","17-25","2013-2022","other","7"
"601","all","17-25","2008-2017","driver","3"
"601","all","17-25","2008-2017","passenger","2"
"601","all","17-25","2008-2017","other","6"
"601","all","17-25","2009-2018","driver","3"
"601","all","17-25","2009-2018","passenger","2"
"601","all","17-25","2009-2018","other","8"
"601","all","17-25","2010-2019","driver","3"
"601","all","17-25","2010-2019","passenger","2"
"601","all","17-25","2010-2019","other","9"
"601","all","17-25","2011-2020","driver","4"
"601","all","17-25","2011-2020","passenger","3"
"601","all","17-25","2011-2020","other","9"
"601","all","17-25","2012-2021","driver","5"
"601","all","17-25","2012-2021","passenger","3"
"601","all","17-25","2012-2021","other","9"
"601","all","17-25","2013-2022","driver","5"
"601","all","17-25","2013-2022","passenger","4"
"601","all","17-25","2013-2022","other","9"
"602","all","17-25","2008-2017","driver","3"
"602","all","17-25","2008-2017","passenger","0"
"602","all","17-25","2008-2017","other","2"
"602","all","17-25","2009-2018","driver","5"
"602","all","17-25","2009-2018","passenger","1"
"602","all","17-25","2009-2018","other","3"
"602","all","17-25","2010-2019","driver","6"
"602","all","17-25","2010-2019","passenger","2"
"602","all","17-25","2010-2019","other","4"
"602","all","17-25","2011-2020","driver","6"
"602","all","17-25","2011-2020","passenger","2"
"602","all","17-25","2011-2020","other","4"
"602","all","17-25","2012-2021","driver","7"
"602","all","17-25","2012-2021","passenger","2"
"602","all","17-25","2012-2021","other","5"
"602","all","17-25","2013-2022","driver","8"
"602","all","17-25","2013-2022","passenger","2"
"602","all","17-25","2013-2022","other","6"
"603","all","17-25","2008-2017","driver","1"
"603","all","17-25","2008-2017","passenger","1"
"603","all","17-25","2008-2017","other","1"
"603","all","17-25","2009-2018","driver","2"
"603","all","17-25","2009-2018","passenger","3"
"603","all","17-25","2009-2018","other","1"
"603","all","17-25","2010-2019","driver","4"
"603","all","17-25","2010-2019","passenger","3"
"603","all","17-25","2010-2019","other","1"
"603","all","17-25","2011-2020","driver","4"
"603","all","17-25","2011-2020","passenger","3"
"603","all","17-25","2011-2020","other","1"
"603","all","17-25","2012-2021","driver","5"
"603","all","17-25","2012-2021","passenger","4"
"603","all","17-25","2012-2021","other","1"
"603","all","17-25","2013-2022","driver","7"
"603","all","17-25","2013-2022","passenger","6"
"603","all","17-25","2013-2022","other","1"
"604","all","17-25","2008-2017","driver","2"
"604","all","17-25","2008-2017","passenger","0"
"604","all","17-25","2008-2017","other","2"
"604","all","17-25","2009-2018","driver","2"
"604","all","17-25","2009-2018","passenger","0"
"604","all","17-25","2009-2018","other","4"
"604","all","17-25","2010-2019","driver","2"
"604","all","17-25","2010-2019","passenger","0"
"604","all","17-25","2010-2019","other","5"
"604","all","17-25","2011-2020","driver","3"
"604","all","17-25","2011-2020","passenger","1"
"604","all","17-25","2011-2020","other","5"
"604","all","17-25","2012-2021","driver","5"
"604","all","17-25","2012-2021","passenger","1"
"604","all","17-25","2012-2021","other","5"
"604","all","17-25","2013-2022","driver","6"
"604","all","17-25","2013-2022","passenger","1"
"604","all","17-25","2013-2022","other","5"
"701","all","17-25","2008-2017","driver","6"
"701","all","17-25","2008-2017","passenger","5"
"701","all","17-25","2008-2017","other","3"
"701","all","17-25","2009-2018","driver","6"
"701","all","17-25","2009-2018","passenger","5"
"701","all","17-25","2009-2018","other","3"
"701","all","17-25","2010-2019","driver","8"
"701","all","17-25","2010-2019","passenger","6"
"701","all","17-25","2010-2019","other","3"
"701","all","17-25","2011-2020","driver","10"
"701","all","17-25","2011-2020","passenger","6"
"701","all","17-25","2011-2020","other","3"
"701","all","17-25","2012-2021","driver","10"
"701","all","17-25","2012-2021","passenger","6"
"701","all","17-25","2012-2021","other","4"
"701","all","17-25","2013-2022","driver","11"
"701","all","17-25","2013-2022","passenger","7"
"701","all","17-25","2013-2022","other","5"
"702","all","17-25","2008-2017","driver","7"
"702","all","17-25","2008-2017","passenger","3"
"702","all","17-25","2008-2017","other","2"
"702","all","17-25","2009-2018","driver","9"
"702","all","17-25","2009-2018","passenger","5"
"702","all","17-25","2009-2018","other","5"
"702","all","17-25","2010-2019","driver","9"
"702","all","17-25","2010-2019","passenger","7"
"702","all","17-25","2010-2019","other","6"
"702","all","17-25","2011-2020","driver","11"
"702","all","17-25","2011-2020","passenger","12"
"702","all","17-25","2011-2020","other","6"
"702","all","17-25","2012-2021","driver","11"
"702","all","17-25","2012-2021","passenger","12"
"702","all","17-25","2012-2021","other","6"
"702","all","17-25","2013-2022","driver","15"
"702","all","17-25","2013-2022","passenger","15"
"702","all","17-25","2013-2022","other","10"
"801","all","17-25","2008-2017","driver","5"
"801","all","17-25","2008-2017","passenger","0"
"801","all","17-25","2008-2017","other","4"
"801","all","17-25","2009-2018","driver","5"
"801","all","17-25","2009-2018","passenger","1"
"801","all","17-25","2009-2018","other","4"
"801","all","17-25","2010-2019","driver","5"
"801","all","17-25","2010-2019","passenger","1"
"801","all","17-25","2010-2019","other","4"
"801","all","17-25","2011-2020","driver","6"
"801","all","17-25","2011-2020","passenger","1"
"801","all","17-25","2011-2020","other","4"
"801","all","17-25","2012-2021","driver","8"
"801","all","17-25","2012-2021","passenger","2"
"801","all","17-25","2012-2021","other","4"
"801","all","17-25","2013-2022","driver","12"
"801","all","17-25","2013-2022","passenger","3"
"801","all","17-25","2013-2022","other","5"
