"SA4_CODE16","sex","age_group","year_range","type_of_road_user","rolling_average_fatally_injured_in_road_accident"
"120","all","17-25","2018-2022","other","1"
"121","all","17-25","2008-2012","driver","0"
"121","all","17-25","2008-2012","passenger","0"
"121","all","17-25","2008-2012","other","0"
"121","all","17-25","2009-2013","driver","0"
"121","all","17-25","2009-2013","passenger","0"
"121","all","17-25","2009-2013","other","0"
"121","all","17-25","2010-2014","driver","0"
"121","all","17-25","2010-2014","passenger","0"
"121","all","17-25","2010-2014","other","0"
"121","all","17-25","2011-2015","driver","0"
"121","all","17-25","2011-2015","passenger","0"
"121","all","17-25","2011-2015","other","0"
"121","all","17-25","2012-2016","driver","0"
"121","all","17-25","2012-2016","passenger","0"
"121","all","17-25","2012-2016","other","0"
"121","all","17-25","2013-2017","driver","0"
"121","all","17-25","2013-2017","passenger","0"
"121","all","17-25","2013-2017","other","2"
"121","all","17-25","2014-2018","driver","1"
"121","all","17-25","2014-2018","passenger","0"
"121","all","17-25","2014-2018","other","4"
"121","all","17-25","2015-2019","driver","1"
"121","all","17-25","2015-2019","passenger","0"
"121","all","17-25","2015-2019","other","5"
"121","all","17-25","2016-2020","driver","2"
"121","all","17-25","2016-2020","passenger","0"
"121","all","17-25","2016-2020","other","5"
"121","all","17-25","2017-2021","driver","2"
"121","all","17-25","2017-2021","passenger","0"
"121","all","17-25","2017-2021","other","5"
"121","all","17-25","2018-2022","driver","2"
"121","all","17-25","2018-2022","passenger","1"
"121","all","17-25","2018-2022","other","3"
"122","all","17-25","2008-2012","driver","0"
"122","all","17-25","2008-2012","passenger","0"
"122","all","17-25","2008-2012","other","0"
"122","all","17-25","2009-2013","driver","0"
"122","all","17-25","2009-2013","passenger","0"
"122","all","17-25","2009-2013","other","0"
"122","all","17-25","2010-2014","driver","0"
"122","all","17-25","2010-2014","passenger","0"
"122","all","17-25","2010-2014","other","0"
"122","all","17-25","2011-2015","driver","0"
"122","all","17-25","2011-2015","passenger","0"
"122","all","17-25","2011-2015","other","0"
"122","all","17-25","2012-2016","driver","2"
"122","all","17-25","2012-2016","passenger","0"
"122","all","17-25","2012-2016","other","0"
"122","all","17-25","2013-2017","driver","2"
"122","all","17-25","2013-2017","passenger","0"
"122","all","17-25","2013-2017","other","0"
"122","all","17-25","2014-2018","driver","2"
"122","all","17-25","2014-2018","passenger","0"
"122","all","17-25","2014-2018","other","0"
"122","all","17-25","2015-2019","driver","2"
"122","all","17-25","2015-2019","passenger","0"
"122","all","17-25","2015-2019","other","0"
"122","all","17-25","2016-2020","driver","2"
"122","all","17-25","2016-2020","passenger","1"
"122","all","17-25","2016-2020","other","0"
"122","all","17-25","2017-2021","driver","0"
"122","all","17-25","2017-2021","passenger","1"
"122","all","17-25","2017-2021","other","0"
"122","all","17-25","2018-2022","driver","0"
"122","all","17-25","2018-2022","passenger","1"
"122","all","17-25","2018-2022","other","0"
"123","all","17-25","2008-2012","driver","0"
"123","all","17-25","2008-2012","passenger","0"
"123","all","17-25","2008-2012","other","0"
"123","all","17-25","2009-2013","driver","0"
"123","all","17-25","2009-2013","passenger","0"
"123","all","17-25","2009-2013","other","0"
"123","all","17-25","2010-2014","driver","0"
"123","all","17-25","2010-2014","passenger","0"
"123","all","17-25","2010-2014","other","0"
"123","all","17-25","2011-2015","driver","0"
"123","all","17-25","2011-2015","passenger","1"
"123","all","17-25","2011-2015","other","0"
"123","all","17-25","2012-2016","driver","1"
"123","all","17-25","2012-2016","passenger","1"
"123","all","17-25","2012-2016","other","0"
"123","all","17-25","2013-2017","driver","1"
"123","all","17-25","2013-2017","passenger","1"
"123","all","17-25","2013-2017","other","1"
"123","all","17-25","2014-2018","driver","3"
"123","all","17-25","2014-2018","passenger","2"
"123","all","17-25","2014-2018","other","1"
"123","all","17-25","2015-2019","driver","3"
"123","all","17-25","2015-2019","passenger","2"
"123","all","17-25","2015-2019","other","1"
"123","all","17-25","2016-2020","driver","4"
"123","all","17-25","2016-2020","passenger","2"
"123","all","17-25","2016-2020","other","2"
"123","all","17-25","2017-2021","driver","3"
"123","all","17-25","2017-2021","passenger","2"
"123","all","17-25","2017-2021","other","4"
"123","all","17-25","2018-2022","driver","3"
"123","all","17-25","2018-2022","passenger","2"
"123","all","17-25","2018-2022","other","4"
"124","all","17-25","2008-2012","driver","0"
"124","all","17-25","2008-2012","passenger","0"
"124","all","17-25","2008-2012","other","0"
"124","all","17-25","2009-2013","driver","0"
"124","all","17-25","2009-2013","passenger","0"
"124","all","17-25","2009-2013","other","0"
"124","all","17-25","2010-2014","driver","0"
"124","all","17-25","2010-2014","passenger","0"
"124","all","17-25","2010-2014","other","0"
"124","all","17-25","2011-2015","driver","0"
"124","all","17-25","2011-2015","passenger","1"
"124","all","17-25","2011-2015","other","0"
"124","all","17-25","2012-2016","driver","1"
"124","all","17-25","2012-2016","passenger","1"
"124","all","17-25","2012-2016","other","0"
"124","all","17-25","2013-2017","driver","2"
"124","all","17-25","2013-2017","passenger","2"
"124","all","17-25","2013-2017","other","0"
"124","all","17-25","2014-2018","driver","4"
"124","all","17-25","2014-2018","passenger","4"
"124","all","17-25","2014-2018","other","1"
"124","all","17-25","2015-2019","driver","6"
"124","all","17-25","2015-2019","passenger","4"
"124","all","17-25","2015-2019","other","1"
"124","all","17-25","2016-2020","driver","6"
"124","all","17-25","2016-2020","passenger","3"
"124","all","17-25","2016-2020","other","1"
"124","all","17-25","2017-2021","driver","6"
"124","all","17-25","2017-2021","passenger","3"
"124","all","17-25","2017-2021","other","2"
"124","all","17-25","2018-2022","driver","7"
"124","all","17-25","2018-2022","passenger","3"
"124","all","17-25","2018-2022","other","3"
"125","all","17-25","2008-2012","driver","0"
"125","all","17-25","2008-2012","passenger","0"
"125","all","17-25","2008-2012","other","0"
"125","all","17-25","2009-2013","driver","0"
"125","all","17-25","2009-2013","passenger","0"
"125","all","17-25","2009-2013","other","0"
"125","all","17-25","2010-2014","driver","0"
"125","all","17-25","2010-2014","passenger","0"
"125","all","17-25","2010-2014","other","0"
"125","all","17-25","2011-2015","driver","0"
"125","all","17-25","2011-2015","passenger","0"
"125","all","17-25","2011-2015","other","1"
"125","all","17-25","2012-2016","driver","1"
"125","all","17-25","2012-2016","passenger","0"
"125","all","17-25","2012-2016","other","8"
"125","all","17-25","2013-2017","driver","1"
"125","all","17-25","2013-2017","passenger","0"
"125","all","17-25","2013-2017","other","8"
"125","all","17-25","2014-2018","driver","1"
"125","all","17-25","2014-2018","passenger","0"
"125","all","17-25","2014-2018","other","9"
"125","all","17-25","2015-2019","driver","1"
"125","all","17-25","2015-2019","passenger","1"
"125","all","17-25","2015-2019","other","10"
"125","all","17-25","2016-2020","driver","3"
"125","all","17-25","2016-2020","passenger","1"
"125","all","17-25","2016-2020","other","10"
"125","all","17-25","2017-2021","driver","3"
"125","all","17-25","2017-2021","passenger","1"
"125","all","17-25","2017-2021","other","3"
"125","all","17-25","2018-2022","driver","3"
"125","all","17-25","2018-2022","passenger","1"
"125","all","17-25","2018-2022","other","4"
"126","all","17-25","2008-2012","driver","0"
"126","all","17-25","2008-2012","passenger","0"
"126","all","17-25","2008-2012","other","0"
"126","all","17-25","2009-2013","driver","0"
"126","all","17-25","2009-2013","passenger","0"
"126","all","17-25","2009-2013","other","0"
"126","all","17-25","2010-2014","driver","0"
"126","all","17-25","2010-2014","passenger","0"
"126","all","17-25","2010-2014","other","0"
"126","all","17-25","2011-2015","driver","0"
"126","all","17-25","2011-2015","passenger","0"
"126","all","17-25","2011-2015","other","0"
"126","all","17-25","2012-2016","driver","0"
"126","all","17-25","2012-2016","passenger","0"
"126","all","17-25","2012-2016","other","0"
"126","all","17-25","2013-2017","driver","1"
"126","all","17-25","2013-2017","passenger","0"
"126","all","17-25","2013-2017","other","1"
"126","all","17-25","2014-2018","driver","1"
"126","all","17-25","2014-2018","passenger","0"
"126","all","17-25","2014-2018","other","1"
"126","all","17-25","2015-2019","driver","1"
"126","all","17-25","2015-2019","passenger","1"
"126","all","17-25","2015-2019","other","1"
"126","all","17-25","2016-2020","driver","1"
"126","all","17-25","2016-2020","passenger","1"
"126","all","17-25","2016-2020","other","1"
"126","all","17-25","2017-2021","driver","2"
"126","all","17-25","2017-2021","passenger","2"
"126","all","17-25","2017-2021","other","1"
"126","all","17-25","2018-2022","driver","1"
"126","all","17-25","2018-2022","passenger","2"
"126","all","17-25","2018-2022","other","0"
"127","all","17-25","2008-2012","driver","0"
"127","all","17-25","2008-2012","passenger","0"
"127","all","17-25","2008-2012","other","0"
"127","all","17-25","2009-2013","driver","0"
"127","all","17-25","2009-2013","passenger","0"
"127","all","17-25","2009-2013","other","0"
"127","all","17-25","2010-2014","driver","0"
"127","all","17-25","2010-2014","passenger","0"
"127","all","17-25","2010-2014","other","0"
"127","all","17-25","2011-2015","driver","1"
"127","all","17-25","2011-2015","passenger","0"
"127","all","17-25","2011-2015","other","1"
"127","all","17-25","2012-2016","driver","3"
"127","all","17-25","2012-2016","passenger","0"
"127","all","17-25","2012-2016","other","1"
"127","all","17-25","2013-2017","driver","4"
"127","all","17-25","2013-2017","passenger","0"
"127","all","17-25","2013-2017","other","5"
"127","all","17-25","2014-2018","driver","4"
"127","all","17-25","2014-2018","passenger","0"
"127","all","17-25","2014-2018","other","7"
"127","all","17-25","2015-2019","driver","4"
"127","all","17-25","2015-2019","passenger","0"
"127","all","17-25","2015-2019","other","11"
"127","all","17-25","2016-2020","driver","4"
"127","all","17-25","2016-2020","passenger","1"
"127","all","17-25","2016-2020","other","11"
"127","all","17-25","2017-2021","driver","4"
"127","all","17-25","2017-2021","passenger","1"
"127","all","17-25","2017-2021","other","13"
"127","all","17-25","2018-2022","driver","3"
"127","all","17-25","2018-2022","passenger","2"
"127","all","17-25","2018-2022","other","11"
"128","all","17-25","2008-2012","driver","0"
"128","all","17-25","2008-2012","passenger","0"
"128","all","17-25","2008-2012","other","0"
"128","all","17-25","2009-2013","driver","0"
"128","all","17-25","2009-2013","passenger","0"
"128","all","17-25","2009-2013","other","0"
"128","all","17-25","2010-2014","driver","0"
"128","all","17-25","2010-2014","passenger","0"
"128","all","17-25","2010-2014","other","0"
"128","all","17-25","2011-2015","driver","2"
"128","all","17-25","2011-2015","passenger","0"
"128","all","17-25","2011-2015","other","0"
"128","all","17-25","2012-2016","driver","2"
"128","all","17-25","2012-2016","passenger","0"
"128","all","17-25","2012-2016","other","1"
"128","all","17-25","2013-2017","driver","4"
"128","all","17-25","2013-2017","passenger","0"
"128","all","17-25","2013-2017","other","2"
"128","all","17-25","2014-2018","driver","4"
"128","all","17-25","2014-2018","passenger","0"
"128","all","17-25","2014-2018","other","2"
"128","all","17-25","2015-2019","driver","4"
"128","all","17-25","2015-2019","passenger","0"
"128","all","17-25","2015-2019","other","2"
"128","all","17-25","2016-2020","driver","3"
"128","all","17-25","2016-2020","passenger","1"
"128","all","17-25","2016-2020","other","2"
"128","all","17-25","2017-2021","driver","3"
"128","all","17-25","2017-2021","passenger","1"
"128","all","17-25","2017-2021","other","1"
"128","all","17-25","2018-2022","driver","2"
"128","all","17-25","2018-2022","passenger","2"
"128","all","17-25","2018-2022","other","1"
"201","all","17-25","2008-2012","driver","0"
"201","all","17-25","2008-2012","passenger","0"
"201","all","17-25","2008-2012","other","0"
"201","all","17-25","2009-2013","driver","0"
"201","all","17-25","2009-2013","passenger","0"
"201","all","17-25","2009-2013","other","0"
"201","all","17-25","2010-2014","driver","0"
"201","all","17-25","2010-2014","passenger","0"
"201","all","17-25","2010-2014","other","0"
"201","all","17-25","2011-2015","driver","1"
"201","all","17-25","2011-2015","passenger","0"
"201","all","17-25","2011-2015","other","1"
"201","all","17-25","2012-2016","driver","1"
"201","all","17-25","2012-2016","passenger","0"
"201","all","17-25","2012-2016","other","1"
"201","all","17-25","2013-2017","driver","4"
"201","all","17-25","2013-2017","passenger","2"
"201","all","17-25","2013-2017","other","1"
"201","all","17-25","2014-2018","driver","5"
"201","all","17-25","2014-2018","passenger","3"
"201","all","17-25","2014-2018","other","1"
"201","all","17-25","2015-2019","driver","6"
"201","all","17-25","2015-2019","passenger","5"
"201","all","17-25","2015-2019","other","2"
"201","all","17-25","2016-2020","driver","6"
"201","all","17-25","2016-2020","passenger","5"
"201","all","17-25","2016-2020","other","1"
"201","all","17-25","2017-2021","driver","7"
"201","all","17-25","2017-2021","passenger","5"
"201","all","17-25","2017-2021","other","1"
"201","all","17-25","2018-2022","driver","4"
"201","all","17-25","2018-2022","passenger","4"
"201","all","17-25","2018-2022","other","1"
"202","all","17-25","2008-2012","driver","0"
"202","all","17-25","2008-2012","passenger","0"
"202","all","17-25","2008-2012","other","0"
"202","all","17-25","2009-2013","driver","0"
"202","all","17-25","2009-2013","passenger","0"
"202","all","17-25","2009-2013","other","0"
"202","all","17-25","2010-2014","driver","0"
"202","all","17-25","2010-2014","passenger","0"
"202","all","17-25","2010-2014","other","0"
"202","all","17-25","2011-2015","driver","3"
"202","all","17-25","2011-2015","passenger","0"
"202","all","17-25","2011-2015","other","0"
"202","all","17-25","2012-2016","driver","3"
"202","all","17-25","2012-2016","passenger","0"
"202","all","17-25","2012-2016","other","0"
"202","all","17-25","2013-2017","driver","4"
"202","all","17-25","2013-2017","passenger","0"
"202","all","17-25","2013-2017","other","1"
"202","all","17-25","2014-2018","driver","5"
"202","all","17-25","2014-2018","passenger","1"
"202","all","17-25","2014-2018","other","1"
"202","all","17-25","2015-2019","driver","8"
"202","all","17-25","2015-2019","passenger","1"
"202","all","17-25","2015-2019","other","2"
"202","all","17-25","2016-2020","driver","6"
"202","all","17-25","2016-2020","passenger","1"
"202","all","17-25","2016-2020","other","2"
"202","all","17-25","2017-2021","driver","7"
"202","all","17-25","2017-2021","passenger","1"
"202","all","17-25","2017-2021","other","2"
"202","all","17-25","2018-2022","driver","8"
"202","all","17-25","2018-2022","passenger","1"
"202","all","17-25","2018-2022","other","3"
"203","all","17-25","2008-2012","driver","0"
"203","all","17-25","2008-2012","passenger","0"
"203","all","17-25","2008-2012","other","0"
"203","all","17-25","2009-2013","driver","0"
"203","all","17-25","2009-2013","passenger","0"
"203","all","17-25","2009-2013","other","0"
"203","all","17-25","2010-2014","driver","0"
"203","all","17-25","2010-2014","passenger","0"
"203","all","17-25","2010-2014","other","0"
"203","all","17-25","2011-2015","driver","3"
"203","all","17-25","2011-2015","passenger","2"
"203","all","17-25","2011-2015","other","0"
"203","all","17-25","2012-2016","driver","3"
"203","all","17-25","2012-2016","passenger","2"
"203","all","17-25","2012-2016","other","0"
"203","all","17-25","2013-2017","driver","5"
"203","all","17-25","2013-2017","passenger","2"
"203","all","17-25","2013-2017","other","1"
"203","all","17-25","2014-2018","driver","5"
"203","all","17-25","2014-2018","passenger","2"
"203","all","17-25","2014-2018","other","1"
"203","all","17-25","2015-2019","driver","7"
"203","all","17-25","2015-2019","passenger","2"
"203","all","17-25","2015-2019","other","2"
"203","all","17-25","2016-2020","driver","4"
"203","all","17-25","2016-2020","passenger","0"
"203","all","17-25","2016-2020","other","2"
"203","all","17-25","2017-2021","driver","4"
"203","all","17-25","2017-2021","passenger","0"
"203","all","17-25","2017-2021","other","2"
"203","all","17-25","2018-2022","driver","2"
"203","all","17-25","2018-2022","passenger","0"
"203","all","17-25","2018-2022","other","1"
"204","all","17-25","2008-2012","driver","0"
"204","all","17-25","2008-2012","passenger","0"
"204","all","17-25","2008-2012","other","0"
"204","all","17-25","2009-2013","driver","0"
"204","all","17-25","2009-2013","passenger","0"
"204","all","17-25","2009-2013","other","0"
"204","all","17-25","2010-2014","driver","0"
"204","all","17-25","2010-2014","passenger","0"
"204","all","17-25","2010-2014","other","0"
"204","all","17-25","2011-2015","driver","3"
"204","all","17-25","2011-2015","passenger","2"
"204","all","17-25","2011-2015","other","0"
"204","all","17-25","2012-2016","driver","3"
"204","all","17-25","2012-2016","passenger","2"
"204","all","17-25","2012-2016","other","0"
"204","all","17-25","2013-2017","driver","8"
"204","all","17-25","2013-2017","passenger","3"
"204","all","17-25","2013-2017","other","0"
"204","all","17-25","2014-2018","driver","9"
"204","all","17-25","2014-2018","passenger","3"
"204","all","17-25","2014-2018","other","0"
"204","all","17-25","2015-2019","driver","11"
"204","all","17-25","2015-2019","passenger","3"
"204","all","17-25","2015-2019","other","1"
"204","all","17-25","2016-2020","driver","8"
"204","all","17-25","2016-2020","passenger","1"
"204","all","17-25","2016-2020","other","1"
"204","all","17-25","2017-2021","driver","10"
"204","all","17-25","2017-2021","passenger","1"
"204","all","17-25","2017-2021","other","2"
"204","all","17-25","2018-2022","driver","7"
"204","all","17-25","2018-2022","passenger","0"
"204","all","17-25","2018-2022","other","3"
"205","all","17-25","2008-2012","driver","0"
"205","all","17-25","2008-2012","passenger","0"
"205","all","17-25","2008-2012","other","0"
"205","all","17-25","2009-2013","driver","0"
"205","all","17-25","2009-2013","passenger","0"
"205","all","17-25","2009-2013","other","0"
"205","all","17-25","2010-2014","driver","0"
"205","all","17-25","2010-2014","passenger","0"
"205","all","17-25","2010-2014","other","0"
"205","all","17-25","2011-2015","driver","3"
"205","all","17-25","2011-2015","passenger","1"
"205","all","17-25","2011-2015","other","0"
"205","all","17-25","2012-2016","driver","3"
"205","all","17-25","2012-2016","passenger","1"
"205","all","17-25","2012-2016","other","0"
"205","all","17-25","2013-2017","driver","10"
"205","all","17-25","2013-2017","passenger","2"
"205","all","17-25","2013-2017","other","0"
"205","all","17-25","2014-2018","driver","11"
"205","all","17-25","2014-2018","passenger","2"
"205","all","17-25","2014-2018","other","0"
"205","all","17-25","2015-2019","driver","14"
"205","all","17-25","2015-2019","passenger","5"
"205","all","17-25","2015-2019","other","1"
"205","all","17-25","2016-2020","driver","14"
"205","all","17-25","2016-2020","passenger","5"
"205","all","17-25","2016-2020","other","1"
"205","all","17-25","2017-2021","driver","19"
"205","all","17-25","2017-2021","passenger","6"
"205","all","17-25","2017-2021","other","1"
"205","all","17-25","2018-2022","driver","16"
"205","all","17-25","2018-2022","passenger","7"
"205","all","17-25","2018-2022","other","1"
"206","all","17-25","2008-2012","driver","0"
"206","all","17-25","2008-2012","passenger","0"
"206","all","17-25","2008-2012","other","0"
"206","all","17-25","2009-2013","driver","0"
"206","all","17-25","2009-2013","passenger","0"
"206","all","17-25","2009-2013","other","0"
"206","all","17-25","2010-2014","driver","0"
"206","all","17-25","2010-2014","passenger","0"
"206","all","17-25","2010-2014","other","0"
"206","all","17-25","2011-2015","driver","0"
"206","all","17-25","2011-2015","passenger","0"
"206","all","17-25","2011-2015","other","1"
"206","all","17-25","2012-2016","driver","0"
"206","all","17-25","2012-2016","passenger","0"
"206","all","17-25","2012-2016","other","1"
"206","all","17-25","2013-2017","driver","0"
"206","all","17-25","2013-2017","passenger","0"
"206","all","17-25","2013-2017","other","1"
"206","all","17-25","2014-2018","driver","2"
"206","all","17-25","2014-2018","passenger","1"
"206","all","17-25","2014-2018","other","1"
"206","all","17-25","2015-2019","driver","2"
"206","all","17-25","2015-2019","passenger","1"
"206","all","17-25","2015-2019","other","2"
"206","all","17-25","2016-2020","driver","3"
"206","all","17-25","2016-2020","passenger","1"
"206","all","17-25","2016-2020","other","3"
"206","all","17-25","2017-2021","driver","3"
"206","all","17-25","2017-2021","passenger","1"
"206","all","17-25","2017-2021","other","4"
"206","all","17-25","2018-2022","driver","3"
"206","all","17-25","2018-2022","passenger","1"
"206","all","17-25","2018-2022","other","4"
"207","all","17-25","2008-2012","driver","0"
"207","all","17-25","2008-2012","passenger","0"
"207","all","17-25","2008-2012","other","0"
"207","all","17-25","2009-2013","driver","0"
"207","all","17-25","2009-2013","passenger","0"
"207","all","17-25","2009-2013","other","0"
"207","all","17-25","2010-2014","driver","0"
"207","all","17-25","2010-2014","passenger","0"
"207","all","17-25","2010-2014","other","0"
"207","all","17-25","2011-2015","driver","0"
"207","all","17-25","2011-2015","passenger","0"
"207","all","17-25","2011-2015","other","0"
"207","all","17-25","2012-2016","driver","0"
"207","all","17-25","2012-2016","passenger","0"
"207","all","17-25","2012-2016","other","0"
"207","all","17-25","2013-2017","driver","0"
"207","all","17-25","2013-2017","passenger","0"
"207","all","17-25","2013-2017","other","0"
"207","all","17-25","2014-2018","driver","0"
"207","all","17-25","2014-2018","passenger","0"
"207","all","17-25","2014-2018","other","0"
"207","all","17-25","2015-2019","driver","0"
"207","all","17-25","2015-2019","passenger","0"
"207","all","17-25","2015-2019","other","0"
"207","all","17-25","2016-2020","driver","0"
"207","all","17-25","2016-2020","passenger","0"
"207","all","17-25","2016-2020","other","1"
"207","all","17-25","2017-2021","driver","0"
"207","all","17-25","2017-2021","passenger","1"
"207","all","17-25","2017-2021","other","1"
"207","all","17-25","2018-2022","driver","0"
"207","all","17-25","2018-2022","passenger","1"
"207","all","17-25","2018-2022","other","1"
"208","all","17-25","2008-2012","driver","0"
"208","all","17-25","2008-2012","passenger","0"
"208","all","17-25","2008-2012","other","0"
"208","all","17-25","2009-2013","driver","0"
"208","all","17-25","2009-2013","passenger","0"
"208","all","17-25","2009-2013","other","0"
"208","all","17-25","2010-2014","driver","0"
"208","all","17-25","2010-2014","passenger","0"
"208","all","17-25","2010-2014","other","0"
"208","all","17-25","2011-2015","driver","0"
"208","all","17-25","2011-2015","passenger","0"
"208","all","17-25","2011-2015","other","1"
"208","all","17-25","2012-2016","driver","0"
"208","all","17-25","2012-2016","passenger","0"
"208","all","17-25","2012-2016","other","1"
"208","all","17-25","2013-2017","driver","1"
"208","all","17-25","2013-2017","passenger","0"
"208","all","17-25","2013-2017","other","2"
"208","all","17-25","2014-2018","driver","2"
"208","all","17-25","2014-2018","passenger","0"
"208","all","17-25","2014-2018","other","2"
"208","all","17-25","2015-2019","driver","2"
"208","all","17-25","2015-2019","passenger","0"
"208","all","17-25","2015-2019","other","2"
"208","all","17-25","2016-2020","driver","2"
"208","all","17-25","2016-2020","passenger","0"
"208","all","17-25","2016-2020","other","1"
"208","all","17-25","2017-2021","driver","2"
"208","all","17-25","2017-2021","passenger","0"
"208","all","17-25","2017-2021","other","1"
"208","all","17-25","2018-2022","driver","1"
"208","all","17-25","2018-2022","passenger","0"
"208","all","17-25","2018-2022","other","0"
"209","all","17-25","2008-2012","driver","0"
"209","all","17-25","2008-2012","passenger","0"
"209","all","17-25","2008-2012","other","0"
"209","all","17-25","2009-2013","driver","0"
"209","all","17-25","2009-2013","passenger","0"
"209","all","17-25","2009-2013","other","0"
"209","all","17-25","2010-2014","driver","0"
"209","all","17-25","2010-2014","passenger","0"
"209","all","17-25","2010-2014","other","0"
"209","all","17-25","2011-2015","driver","0"
"209","all","17-25","2011-2015","passenger","0"
"209","all","17-25","2011-2015","other","1"
"209","all","17-25","2012-2016","driver","0"
"209","all","17-25","2012-2016","passenger","0"
"209","all","17-25","2012-2016","other","1"
"209","all","17-25","2013-2017","driver","0"
"209","all","17-25","2013-2017","passenger","1"
"209","all","17-25","2013-2017","other","2"
"209","all","17-25","2014-2018","driver","1"
"209","all","17-25","2014-2018","passenger","1"
"209","all","17-25","2014-2018","other","2"
"209","all","17-25","2015-2019","driver","1"
"209","all","17-25","2015-2019","passenger","1"
"209","all","17-25","2015-2019","other","2"
"209","all","17-25","2016-2020","driver","2"
"209","all","17-25","2016-2020","passenger","1"
"209","all","17-25","2016-2020","other","3"
"209","all","17-25","2017-2021","driver","4"
"209","all","17-25","2017-2021","passenger","2"
"209","all","17-25","2017-2021","other","3"
"209","all","17-25","2018-2022","driver","6"
"209","all","17-25","2018-2022","passenger","1"
"209","all","17-25","2018-2022","other","3"
"210","all","17-25","2008-2012","driver","0"
"210","all","17-25","2008-2012","passenger","0"
"210","all","17-25","2008-2012","other","0"
"210","all","17-25","2009-2013","driver","0"
"210","all","17-25","2009-2013","passenger","0"
"210","all","17-25","2009-2013","other","0"
"210","all","17-25","2010-2014","driver","0"
"210","all","17-25","2010-2014","passenger","0"
"210","all","17-25","2010-2014","other","0"
"210","all","17-25","2011-2015","driver","2"
"210","all","17-25","2011-2015","passenger","0"
"210","all","17-25","2011-2015","other","0"
"210","all","17-25","2012-2016","driver","2"
"210","all","17-25","2012-2016","passenger","0"
"210","all","17-25","2012-2016","other","0"
"210","all","17-25","2013-2017","driver","3"
"210","all","17-25","2013-2017","passenger","0"
"210","all","17-25","2013-2017","other","0"
"210","all","17-25","2014-2018","driver","5"
"210","all","17-25","2014-2018","passenger","1"
"210","all","17-25","2014-2018","other","2"
"210","all","17-25","2015-2019","driver","8"
"210","all","17-25","2015-2019","passenger","2"
"210","all","17-25","2015-2019","other","3"
"210","all","17-25","2016-2020","driver","6"
"210","all","17-25","2016-2020","passenger","2"
"210","all","17-25","2016-2020","other","3"
"210","all","17-25","2017-2021","driver","9"
"210","all","17-25","2017-2021","passenger","3"
"210","all","17-25","2017-2021","other","4"
"210","all","17-25","2018-2022","driver","8"
"210","all","17-25","2018-2022","passenger","3"
"210","all","17-25","2018-2022","other","7"
"211","all","17-25","2008-2012","driver","0"
"211","all","17-25","2008-2012","passenger","0"
"211","all","17-25","2008-2012","other","0"
"211","all","17-25","2009-2013","driver","0"
"211","all","17-25","2009-2013","passenger","0"
"211","all","17-25","2009-2013","other","0"
"211","all","17-25","2010-2014","driver","0"
"211","all","17-25","2010-2014","passenger","0"
"211","all","17-25","2010-2014","other","0"
"211","all","17-25","2011-2015","driver","1"
"211","all","17-25","2011-2015","passenger","1"
"211","all","17-25","2011-2015","other","0"
"211","all","17-25","2012-2016","driver","1"
"211","all","17-25","2012-2016","passenger","1"
"211","all","17-25","2012-2016","other","0"
"211","all","17-25","2013-2017","driver","1"
"211","all","17-25","2013-2017","passenger","3"
"211","all","17-25","2013-2017","other","0"
"211","all","17-25","2014-2018","driver","1"
"211","all","17-25","2014-2018","passenger","3"
"211","all","17-25","2014-2018","other","1"
"211","all","17-25","2015-2019","driver","2"
"211","all","17-25","2015-2019","passenger","4"
"211","all","17-25","2015-2019","other","1"
"211","all","17-25","2016-2020","driver","3"
"211","all","17-25","2016-2020","passenger","3"
"211","all","17-25","2016-2020","other","2"
"211","all","17-25","2017-2021","driver","3"
"211","all","17-25","2017-2021","passenger","3"
"211","all","17-25","2017-2021","other","2"
"211","all","17-25","2018-2022","driver","5"
"211","all","17-25","2018-2022","passenger","1"
"211","all","17-25","2018-2022","other","4"
"212","all","17-25","2008-2012","driver","0"
"212","all","17-25","2008-2012","passenger","0"
"212","all","17-25","2008-2012","other","0"
"212","all","17-25","2009-2013","driver","0"
"212","all","17-25","2009-2013","passenger","0"
"212","all","17-25","2009-2013","other","0"
"212","all","17-25","2010-2014","driver","0"
"212","all","17-25","2010-2014","passenger","0"
"212","all","17-25","2010-2014","other","0"
"212","all","17-25","2011-2015","driver","2"
"212","all","17-25","2011-2015","passenger","2"
"212","all","17-25","2011-2015","other","0"
"212","all","17-25","2012-2016","driver","2"
"212","all","17-25","2012-2016","passenger","2"
"212","all","17-25","2012-2016","other","0"
"212","all","17-25","2013-2017","driver","3"
"212","all","17-25","2013-2017","passenger","2"
"212","all","17-25","2013-2017","other","1"
"212","all","17-25","2014-2018","driver","4"
"212","all","17-25","2014-2018","passenger","2"
"212","all","17-25","2014-2018","other","4"
"212","all","17-25","2015-2019","driver","7"
"212","all","17-25","2015-2019","passenger","5"
"212","all","17-25","2015-2019","other","7"
"212","all","17-25","2016-2020","driver","5"
"212","all","17-25","2016-2020","passenger","3"
"212","all","17-25","2016-2020","other","8"
"212","all","17-25","2017-2021","driver","8"
"212","all","17-25","2017-2021","passenger","3"
"212","all","17-25","2017-2021","other","11"
"212","all","17-25","2018-2022","driver","7"
"212","all","17-25","2018-2022","passenger","3"
"212","all","17-25","2018-2022","other","12"
"213","all","17-25","2008-2012","driver","0"
"213","all","17-25","2008-2012","passenger","0"
"213","all","17-25","2008-2012","other","0"
