"SA4_CODE16","sex","age_group","year_range","type_of_road_user","rolling_average_fatally_injured_in_road_accident"
"213","all","17-25","2009-2013","driver","0"
"213","all","17-25","2009-2013","passenger","0"
"213","all","17-25","2009-2013","other","0"
"213","all","17-25","2010-2014","driver","0"
"213","all","17-25","2010-2014","passenger","0"
"213","all","17-25","2010-2014","other","0"
"213","all","17-25","2011-2015","driver","4"
"213","all","17-25","2011-2015","passenger","1"
"213","all","17-25","2011-2015","other","1"
"213","all","17-25","2012-2016","driver","4"
"213","all","17-25","2012-2016","passenger","1"
"213","all","17-25","2012-2016","other","1"
"213","all","17-25","2013-2017","driver","6"
"213","all","17-25","2013-2017","passenger","2"
"213","all","17-25","2013-2017","other","2"
"213","all","17-25","2014-2018","driver","6"
"213","all","17-25","2014-2018","passenger","2"
"213","all","17-25","2014-2018","other","3"
"213","all","17-25","2015-2019","driver","6"
"213","all","17-25","2015-2019","passenger","2"
"213","all","17-25","2015-2019","other","5"
"213","all","17-25","2016-2020","driver","3"
"213","all","17-25","2016-2020","passenger","1"
"213","all","17-25","2016-2020","other","4"
"213","all","17-25","2017-2021","driver","4"
"213","all","17-25","2017-2021","passenger","2"
"213","all","17-25","2017-2021","other","4"
"213","all","17-25","2018-2022","driver","2"
"213","all","17-25","2018-2022","passenger","2"
"213","all","17-25","2018-2022","other","6"
"214","all","17-25","2008-2012","driver","0"
"214","all","17-25","2008-2012","passenger","0"
"214","all","17-25","2008-2012","other","0"
"214","all","17-25","2009-2013","driver","0"
"214","all","17-25","2009-2013","passenger","0"
"214","all","17-25","2009-2013","other","0"
"214","all","17-25","2010-2014","driver","0"
"214","all","17-25","2010-2014","passenger","0"
"214","all","17-25","2010-2014","other","0"
"214","all","17-25","2011-2015","driver","2"
"214","all","17-25","2011-2015","passenger","0"
"214","all","17-25","2011-2015","other","1"
"214","all","17-25","2012-2016","driver","2"
"214","all","17-25","2012-2016","passenger","0"
"214","all","17-25","2012-2016","other","1"
"214","all","17-25","2013-2017","driver","3"
"214","all","17-25","2013-2017","passenger","1"
"214","all","17-25","2013-2017","other","1"
"214","all","17-25","2014-2018","driver","4"
"214","all","17-25","2014-2018","passenger","2"
"214","all","17-25","2014-2018","other","2"
"214","all","17-25","2015-2019","driver","5"
"214","all","17-25","2015-2019","passenger","5"
"214","all","17-25","2015-2019","other","2"
"214","all","17-25","2016-2020","driver","3"
"214","all","17-25","2016-2020","passenger","6"
"214","all","17-25","2016-2020","other","2"
"214","all","17-25","2017-2021","driver","5"
"214","all","17-25","2017-2021","passenger","6"
"214","all","17-25","2017-2021","other","2"
"214","all","17-25","2018-2022","driver","4"
"214","all","17-25","2018-2022","passenger","5"
"214","all","17-25","2018-2022","other","2"
"215","all","17-25","2008-2012","driver","0"
"215","all","17-25","2008-2012","passenger","0"
"215","all","17-25","2008-2012","other","0"
"215","all","17-25","2009-2013","driver","0"
"215","all","17-25","2009-2013","passenger","0"
"215","all","17-25","2009-2013","other","0"
"215","all","17-25","2010-2014","driver","0"
"215","all","17-25","2010-2014","passenger","0"
"215","all","17-25","2010-2014","other","0"
"215","all","17-25","2011-2015","driver","2"
"215","all","17-25","2011-2015","passenger","1"
"215","all","17-25","2011-2015","other","0"
"215","all","17-25","2012-2016","driver","2"
"215","all","17-25","2012-2016","passenger","1"
"215","all","17-25","2012-2016","other","0"
"215","all","17-25","2013-2017","driver","4"
"215","all","17-25","2013-2017","passenger","1"
"215","all","17-25","2013-2017","other","2"
"215","all","17-25","2014-2018","driver","4"
"215","all","17-25","2014-2018","passenger","3"
"215","all","17-25","2014-2018","other","2"
"215","all","17-25","2015-2019","driver","5"
"215","all","17-25","2015-2019","passenger","5"
"215","all","17-25","2015-2019","other","3"
"215","all","17-25","2016-2020","driver","7"
"215","all","17-25","2016-2020","passenger","5"
"215","all","17-25","2016-2020","other","5"
"215","all","17-25","2017-2021","driver","8"
"215","all","17-25","2017-2021","passenger","5"
"215","all","17-25","2017-2021","other","6"
"215","all","17-25","2018-2022","driver","9"
"215","all","17-25","2018-2022","passenger","5"
"215","all","17-25","2018-2022","other","4"
"216","all","17-25","2008-2012","driver","0"
"216","all","17-25","2008-2012","passenger","0"
"216","all","17-25","2008-2012","other","0"
"216","all","17-25","2009-2013","driver","0"
"216","all","17-25","2009-2013","passenger","0"
"216","all","17-25","2009-2013","other","0"
"216","all","17-25","2010-2014","driver","0"
"216","all","17-25","2010-2014","passenger","0"
"216","all","17-25","2010-2014","other","0"
"216","all","17-25","2011-2015","driver","1"
"216","all","17-25","2011-2015","passenger","1"
"216","all","17-25","2011-2015","other","1"
"216","all","17-25","2012-2016","driver","1"
"216","all","17-25","2012-2016","passenger","1"
"216","all","17-25","2012-2016","other","1"
"216","all","17-25","2013-2017","driver","5"
"216","all","17-25","2013-2017","passenger","1"
"216","all","17-25","2013-2017","other","1"
"216","all","17-25","2014-2018","driver","5"
"216","all","17-25","2014-2018","passenger","1"
"216","all","17-25","2014-2018","other","1"
"216","all","17-25","2015-2019","driver","5"
"216","all","17-25","2015-2019","passenger","2"
"216","all","17-25","2015-2019","other","3"
"216","all","17-25","2016-2020","driver","7"
"216","all","17-25","2016-2020","passenger","3"
"216","all","17-25","2016-2020","other","2"
"216","all","17-25","2017-2021","driver","8"
"216","all","17-25","2017-2021","passenger","3"
"216","all","17-25","2017-2021","other","2"
"216","all","17-25","2018-2022","driver","6"
"216","all","17-25","2018-2022","passenger","5"
"216","all","17-25","2018-2022","other","2"
"217","all","17-25","2008-2012","driver","0"
"217","all","17-25","2008-2012","passenger","0"
"217","all","17-25","2008-2012","other","0"
"217","all","17-25","2009-2013","driver","0"
"217","all","17-25","2009-2013","passenger","0"
"217","all","17-25","2009-2013","other","0"
"217","all","17-25","2010-2014","driver","0"
"217","all","17-25","2010-2014","passenger","0"
"217","all","17-25","2010-2014","other","0"
"217","all","17-25","2011-2015","driver","0"
"217","all","17-25","2011-2015","passenger","2"
"217","all","17-25","2011-2015","other","1"
"217","all","17-25","2012-2016","driver","0"
"217","all","17-25","2012-2016","passenger","2"
"217","all","17-25","2012-2016","other","1"
"217","all","17-25","2013-2017","driver","1"
"217","all","17-25","2013-2017","passenger","2"
"217","all","17-25","2013-2017","other","1"
"217","all","17-25","2014-2018","driver","3"
"217","all","17-25","2014-2018","passenger","2"
"217","all","17-25","2014-2018","other","1"
"217","all","17-25","2015-2019","driver","3"
"217","all","17-25","2015-2019","passenger","2"
"217","all","17-25","2015-2019","other","3"
"217","all","17-25","2016-2020","driver","4"
"217","all","17-25","2016-2020","passenger","0"
"217","all","17-25","2016-2020","other","2"
"217","all","17-25","2017-2021","driver","6"
"217","all","17-25","2017-2021","passenger","1"
"217","all","17-25","2017-2021","other","2"
"217","all","17-25","2018-2022","driver","7"
"217","all","17-25","2018-2022","passenger","3"
"217","all","17-25","2018-2022","other","3"
"301","all","17-25","2008-2012","driver","0"
"301","all","17-25","2008-2012","passenger","0"
"301","all","17-25","2008-2012","other","0"
"301","all","17-25","2009-2013","driver","0"
"301","all","17-25","2009-2013","passenger","0"
"301","all","17-25","2009-2013","other","0"
"301","all","17-25","2010-2014","driver","0"
"301","all","17-25","2010-2014","passenger","0"
"301","all","17-25","2010-2014","other","0"
"301","all","17-25","2011-2015","driver","0"
"301","all","17-25","2011-2015","passenger","0"
"301","all","17-25","2011-2015","other","0"
"301","all","17-25","2012-2016","driver","0"
"301","all","17-25","2012-2016","passenger","0"
"301","all","17-25","2012-2016","other","0"
"301","all","17-25","2013-2017","driver","0"
"301","all","17-25","2013-2017","passenger","0"
"301","all","17-25","2013-2017","other","0"
"301","all","17-25","2014-2018","driver","1"
"301","all","17-25","2014-2018","passenger","1"
"301","all","17-25","2014-2018","other","0"
"301","all","17-25","2015-2019","driver","1"
"301","all","17-25","2015-2019","passenger","1"
"301","all","17-25","2015-2019","other","0"
"301","all","17-25","2016-2020","driver","1"
"301","all","17-25","2016-2020","passenger","1"
"301","all","17-25","2016-2020","other","1"
"301","all","17-25","2017-2021","driver","2"
"301","all","17-25","2017-2021","passenger","1"
"301","all","17-25","2017-2021","other","1"
"301","all","17-25","2018-2022","driver","3"
"301","all","17-25","2018-2022","passenger","1"
"301","all","17-25","2018-2022","other","1"
"302","all","17-25","2008-2012","driver","0"
"302","all","17-25","2008-2012","passenger","0"
"302","all","17-25","2008-2012","other","0"
"302","all","17-25","2009-2013","driver","0"
"302","all","17-25","2009-2013","passenger","0"
"302","all","17-25","2009-2013","other","0"
"302","all","17-25","2010-2014","driver","0"
"302","all","17-25","2010-2014","passenger","0"
"302","all","17-25","2010-2014","other","0"
"302","all","17-25","2011-2015","driver","0"
"302","all","17-25","2011-2015","passenger","0"
"302","all","17-25","2011-2015","other","0"
"302","all","17-25","2012-2016","driver","0"
"302","all","17-25","2012-2016","passenger","0"
"302","all","17-25","2012-2016","other","0"
"302","all","17-25","2013-2017","driver","0"
"302","all","17-25","2013-2017","passenger","0"
"302","all","17-25","2013-2017","other","0"
"302","all","17-25","2014-2018","driver","0"
"302","all","17-25","2014-2018","passenger","0"
"302","all","17-25","2014-2018","other","1"
"302","all","17-25","2015-2019","driver","1"
"302","all","17-25","2015-2019","passenger","0"
"302","all","17-25","2015-2019","other","1"
"302","all","17-25","2016-2020","driver","1"
"302","all","17-25","2016-2020","passenger","0"
"302","all","17-25","2016-2020","other","1"
"302","all","17-25","2017-2021","driver","1"
"302","all","17-25","2017-2021","passenger","0"
"302","all","17-25","2017-2021","other","1"
"302","all","17-25","2018-2022","driver","1"
"302","all","17-25","2018-2022","passenger","0"
"302","all","17-25","2018-2022","other","2"
"303","all","17-25","2008-2012","driver","0"
"303","all","17-25","2008-2012","passenger","0"
"303","all","17-25","2008-2012","other","0"
"303","all","17-25","2009-2013","driver","0"
"303","all","17-25","2009-2013","passenger","0"
"303","all","17-25","2009-2013","other","0"
"303","all","17-25","2010-2014","driver","0"
"303","all","17-25","2010-2014","passenger","0"
"303","all","17-25","2010-2014","other","0"
"303","all","17-25","2011-2015","driver","0"
"303","all","17-25","2011-2015","passenger","0"
"303","all","17-25","2011-2015","other","0"
"303","all","17-25","2012-2016","driver","0"
"303","all","17-25","2012-2016","passenger","0"
"303","all","17-25","2012-2016","other","0"
"303","all","17-25","2013-2017","driver","0"
"303","all","17-25","2013-2017","passenger","0"
"303","all","17-25","2013-2017","other","0"
"303","all","17-25","2014-2018","driver","1"
"303","all","17-25","2014-2018","passenger","1"
"303","all","17-25","2014-2018","other","0"
"303","all","17-25","2015-2019","driver","1"
"303","all","17-25","2015-2019","passenger","1"
"303","all","17-25","2015-2019","other","1"
"303","all","17-25","2016-2020","driver","1"
"303","all","17-25","2016-2020","passenger","2"
"303","all","17-25","2016-2020","other","1"
"303","all","17-25","2017-2021","driver","2"
"303","all","17-25","2017-2021","passenger","2"
"303","all","17-25","2017-2021","other","3"
"303","all","17-25","2018-2022","driver","2"
"303","all","17-25","2018-2022","passenger","2"
"303","all","17-25","2018-2022","other","4"
"304","all","17-25","2008-2012","driver","0"
"304","all","17-25","2008-2012","passenger","0"
"304","all","17-25","2008-2012","other","0"
"304","all","17-25","2009-2013","driver","0"
"304","all","17-25","2009-2013","passenger","0"
"304","all","17-25","2009-2013","other","0"
"304","all","17-25","2010-2014","driver","0"
"304","all","17-25","2010-2014","passenger","0"
"304","all","17-25","2010-2014","other","0"
"304","all","17-25","2011-2015","driver","0"
"304","all","17-25","2011-2015","passenger","0"
"304","all","17-25","2011-2015","other","0"
"304","all","17-25","2012-2016","driver","0"
"304","all","17-25","2012-2016","passenger","0"
"304","all","17-25","2012-2016","other","0"
"304","all","17-25","2013-2017","driver","0"
"304","all","17-25","2013-2017","passenger","0"
"304","all","17-25","2013-2017","other","0"
"304","all","17-25","2014-2018","driver","0"
"304","all","17-25","2014-2018","passenger","0"
"304","all","17-25","2014-2018","other","0"
"304","all","17-25","2015-2019","driver","0"
"304","all","17-25","2015-2019","passenger","0"
"304","all","17-25","2015-2019","other","0"
"304","all","17-25","2016-2020","driver","0"
"304","all","17-25","2016-2020","passenger","0"
"304","all","17-25","2016-2020","other","0"
"304","all","17-25","2017-2021","driver","0"
"304","all","17-25","2017-2021","passenger","0"
"304","all","17-25","2017-2021","other","0"
"304","all","17-25","2018-2022","driver","0"
"304","all","17-25","2018-2022","passenger","1"
"304","all","17-25","2018-2022","other","0"
"305","all","17-25","2008-2012","driver","0"
"305","all","17-25","2008-2012","passenger","0"
"305","all","17-25","2008-2012","other","0"
"305","all","17-25","2009-2013","driver","0"
"305","all","17-25","2009-2013","passenger","0"
"305","all","17-25","2009-2013","other","0"
"305","all","17-25","2010-2014","driver","0"
"305","all","17-25","2010-2014","passenger","0"
"305","all","17-25","2010-2014","other","0"
"305","all","17-25","2011-2015","driver","0"
"305","all","17-25","2011-2015","passenger","0"
"305","all","17-25","2011-2015","other","0"
"305","all","17-25","2012-2016","driver","0"
"305","all","17-25","2012-2016","passenger","0"
"305","all","17-25","2012-2016","other","0"
"305","all","17-25","2013-2017","driver","0"
"305","all","17-25","2013-2017","passenger","0"
"305","all","17-25","2013-2017","other","0"
"305","all","17-25","2014-2018","driver","0"
"305","all","17-25","2014-2018","passenger","0"
"305","all","17-25","2014-2018","other","0"
"305","all","17-25","2015-2019","driver","1"
"305","all","17-25","2015-2019","passenger","0"
"305","all","17-25","2015-2019","other","0"
"305","all","17-25","2016-2020","driver","1"
"305","all","17-25","2016-2020","passenger","0"
"305","all","17-25","2016-2020","other","1"
"305","all","17-25","2017-2021","driver","1"
"305","all","17-25","2017-2021","passenger","0"
"305","all","17-25","2017-2021","other","1"
"305","all","17-25","2018-2022","driver","1"
"305","all","17-25","2018-2022","passenger","0"
"305","all","17-25","2018-2022","other","1"
"306","all","17-25","2008-2012","driver","0"
"306","all","17-25","2008-2012","passenger","0"
"306","all","17-25","2008-2012","other","0"
"306","all","17-25","2009-2013","driver","0"
"306","all","17-25","2009-2013","passenger","0"
"306","all","17-25","2009-2013","other","0"
"306","all","17-25","2010-2014","driver","0"
"306","all","17-25","2010-2014","passenger","0"
"306","all","17-25","2010-2014","other","0"
"306","all","17-25","2011-2015","driver","0"
"306","all","17-25","2011-2015","passenger","0"
"306","all","17-25","2011-2015","other","0"
"306","all","17-25","2012-2016","driver","0"
"306","all","17-25","2012-2016","passenger","0"
"306","all","17-25","2012-2016","other","0"
"306","all","17-25","2013-2017","driver","0"
"306","all","17-25","2013-2017","passenger","0"
"306","all","17-25","2013-2017","other","0"
"306","all","17-25","2014-2018","driver","2"
"306","all","17-25","2014-2018","passenger","0"
"306","all","17-25","2014-2018","other","1"
"306","all","17-25","2015-2019","driver","5"
"306","all","17-25","2015-2019","passenger","3"
"306","all","17-25","2015-2019","other","3"
"306","all","17-25","2016-2020","driver","8"
"306","all","17-25","2016-2020","passenger","3"
"306","all","17-25","2016-2020","other","5"
"306","all","17-25","2017-2021","driver","9"
"306","all","17-25","2017-2021","passenger","4"
"306","all","17-25","2017-2021","other","7"
"306","all","17-25","2018-2022","driver","16"
"306","all","17-25","2018-2022","passenger","4"
"306","all","17-25","2018-2022","other","8"
"307","all","17-25","2008-2012","driver","0"
"307","all","17-25","2008-2012","passenger","0"
"307","all","17-25","2008-2012","other","0"
"307","all","17-25","2009-2013","driver","0"
"307","all","17-25","2009-2013","passenger","0"
"307","all","17-25","2009-2013","other","0"
"307","all","17-25","2010-2014","driver","0"
"307","all","17-25","2010-2014","passenger","0"
"307","all","17-25","2010-2014","other","0"
"307","all","17-25","2011-2015","driver","0"
"307","all","17-25","2011-2015","passenger","0"
"307","all","17-25","2011-2015","other","0"
"307","all","17-25","2012-2016","driver","0"
"307","all","17-25","2012-2016","passenger","0"
"307","all","17-25","2012-2016","other","0"
"307","all","17-25","2013-2017","driver","0"
"307","all","17-25","2013-2017","passenger","0"
"307","all","17-25","2013-2017","other","0"
"307","all","17-25","2014-2018","driver","3"
"307","all","17-25","2014-2018","passenger","2"
"307","all","17-25","2014-2018","other","1"
"307","all","17-25","2015-2019","driver","10"
"307","all","17-25","2015-2019","passenger","4"
"307","all","17-25","2015-2019","other","1"
"307","all","17-25","2016-2020","driver","13"
"307","all","17-25","2016-2020","passenger","4"
"307","all","17-25","2016-2020","other","1"
"307","all","17-25","2017-2021","driver","16"
"307","all","17-25","2017-2021","passenger","5"
"307","all","17-25","2017-2021","other","2"
"307","all","17-25","2018-2022","driver","21"
"307","all","17-25","2018-2022","passenger","6"
"307","all","17-25","2018-2022","other","3"
"308","all","17-25","2008-2012","driver","0"
"308","all","17-25","2008-2012","passenger","0"
"308","all","17-25","2008-2012","other","0"
"308","all","17-25","2009-2013","driver","0"
"308","all","17-25","2009-2013","passenger","0"
"308","all","17-25","2009-2013","other","0"
"308","all","17-25","2010-2014","driver","0"
"308","all","17-25","2010-2014","passenger","0"
"308","all","17-25","2010-2014","other","0"
"308","all","17-25","2011-2015","driver","0"
"308","all","17-25","2011-2015","passenger","0"
"308","all","17-25","2011-2015","other","0"
"308","all","17-25","2012-2016","driver","0"
"308","all","17-25","2012-2016","passenger","0"
"308","all","17-25","2012-2016","other","0"
"308","all","17-25","2013-2017","driver","0"
"308","all","17-25","2013-2017","passenger","0"
"308","all","17-25","2013-2017","other","0"
"308","all","17-25","2014-2018","driver","3"
"308","all","17-25","2014-2018","passenger","0"
"308","all","17-25","2014-2018","other","1"
"308","all","17-25","2015-2019","driver","7"
"308","all","17-25","2015-2019","passenger","1"
"308","all","17-25","2015-2019","other","1"
"308","all","17-25","2016-2020","driver","10"
"308","all","17-25","2016-2020","passenger","3"
"308","all","17-25","2016-2020","other","1"
"308","all","17-25","2017-2021","driver","11"
"308","all","17-25","2017-2021","passenger","3"
"308","all","17-25","2017-2021","other","2"
"308","all","17-25","2018-2022","driver","12"
"308","all","17-25","2018-2022","passenger","5"
"308","all","17-25","2018-2022","other","2"
"309","all","17-25","2008-2012","driver","0"
"309","all","17-25","2008-2012","passenger","0"
"309","all","17-25","2008-2012","other","0"
"309","all","17-25","2009-2013","driver","0"
"309","all","17-25","2009-2013","passenger","0"
"309","all","17-25","2009-2013","other","0"
"309","all","17-25","2010-2014","driver","0"
"309","all","17-25","2010-2014","passenger","0"
"309","all","17-25","2010-2014","other","0"
"309","all","17-25","2011-2015","driver","0"
"309","all","17-25","2011-2015","passenger","0"
"309","all","17-25","2011-2015","other","0"
"309","all","17-25","2012-2016","driver","0"
"309","all","17-25","2012-2016","passenger","0"
"309","all","17-25","2012-2016","other","0"
"309","all","17-25","2013-2017","driver","0"
"309","all","17-25","2013-2017","passenger","0"
"309","all","17-25","2013-2017","other","0"
"309","all","17-25","2014-2018","driver","4"
"309","all","17-25","2014-2018","passenger","0"
"309","all","17-25","2014-2018","other","1"
"309","all","17-25","2015-2019","driver","5"
"309","all","17-25","2015-2019","passenger","0"
"309","all","17-25","2015-2019","other","2"
"309","all","17-25","2016-2020","driver","7"
"309","all","17-25","2016-2020","passenger","4"
"309","all","17-25","2016-2020","other","2"
"309","all","17-25","2017-2021","driver","7"
"309","all","17-25","2017-2021","passenger","4"
"309","all","17-25","2017-2021","other","6"
"309","all","17-25","2018-2022","driver","9"
"309","all","17-25","2018-2022","passenger","4"
"309","all","17-25","2018-2022","other","6"
"310","all","17-25","2008-2012","driver","0"
"310","all","17-25","2008-2012","passenger","0"
"310","all","17-25","2008-2012","other","0"
"310","all","17-25","2009-2013","driver","0"
"310","all","17-25","2009-2013","passenger","0"
"310","all","17-25","2009-2013","other","0"
"310","all","17-25","2010-2014","driver","0"
"310","all","17-25","2010-2014","passenger","0"
"310","all","17-25","2010-2014","other","0"
"310","all","17-25","2011-2015","driver","0"
"310","all","17-25","2011-2015","passenger","0"
"310","all","17-25","2011-2015","other","0"
"310","all","17-25","2012-2016","driver","0"
"310","all","17-25","2012-2016","passenger","0"
"310","all","17-25","2012-2016","other","0"
"310","all","17-25","2013-2017","driver","0"
"310","all","17-25","2013-2017","passenger","0"
"310","all","17-25","2013-2017","other","0"
"310","all","17-25","2014-2018","driver","1"
"310","all","17-25","2014-2018","passenger","0"
"310","all","17-25","2014-2018","other","1"
"310","all","17-25","2015-2019","driver","4"
"310","all","17-25","2015-2019","passenger","0"
"310","all","17-25","2015-2019","other","1"
"310","all","17-25","2016-2020","driver","4"
"310","all","17-25","2016-2020","passenger","0"
"310","all","17-25","2016-2020","other","1"
"310","all","17-25","2017-2021","driver","5"
"310","all","17-25","2017-2021","passenger","1"
"310","all","17-25","2017-2021","other","1"
"310","all","17-25","2018-2022","driver","7"
"310","all","17-25","2018-2022","passenger","1"
"310","all","17-25","2018-2022","other","2"
"311","all","17-25","2008-2012","driver","0"
"311","all","17-25","2008-2012","passenger","0"
"311","all","17-25","2008-2012","other","0"
"311","all","17-25","2009-2013","driver","0"
"311","all","17-25","2009-2013","passenger","0"
"311","all","17-25","2009-2013","other","0"
"311","all","17-25","2010-2014","driver","0"
"311","all","17-25","2010-2014","passenger","0"
"311","all","17-25","2010-2014","other","0"
"311","all","17-25","2011-2015","driver","0"
"311","all","17-25","2011-2015","passenger","0"
"311","all","17-25","2011-2015","other","0"
"311","all","17-25","2012-2016","driver","0"
"311","all","17-25","2012-2016","passenger","0"
"311","all","17-25","2012-2016","other","0"
"311","all","17-25","2013-2017","driver","0"
"311","all","17-25","2013-2017","passenger","0"
"311","all","17-25","2013-2017","other","0"
"311","all","17-25","2014-2018","driver","0"
"311","all","17-25","2014-2018","passenger","0"
"311","all","17-25","2014-2018","other","1"
"311","all","17-25","2015-2019","driver","2"
"311","all","17-25","2015-2019","passenger","0"
"311","all","17-25","2015-2019","other","1"
"311","all","17-25","2016-2020","driver","4"
"311","all","17-25","2016-2020","passenger","1"
"311","all","17-25","2016-2020","other","2"
"311","all","17-25","2017-2021","driver","7"
"311","all","17-25","2017-2021","passenger","1"
"311","all","17-25","2017-2021","other","3"
"311","all","17-25","2018-2022","driver","8"
"311","all","17-25","2018-2022","passenger","2"
"311","all","17-25","2018-2022","other","3"
"312","all","17-25","2008-2012","driver","0"
"312","all","17-25","2008-2012","passenger","0"
"312","all","17-25","2008-2012","other","0"
"312","all","17-25","2009-2013","driver","0"
"312","all","17-25","2009-2013","passenger","0"
"312","all","17-25","2009-2013","other","0"
"312","all","17-25","2010-2014","driver","0"
"312","all","17-25","2010-2014","passenger","0"
"312","all","17-25","2010-2014","other","0"
"312","all","17-25","2011-2015","driver","0"
"312","all","17-25","2011-2015","passenger","0"
"312","all","17-25","2011-2015","other","0"
"312","all","17-25","2012-2016","driver","0"
"312","all","17-25","2012-2016","passenger","0"
"312","all","17-25","2012-2016","other","0"
"312","all","17-25","2013-2017","driver","0"
"312","all","17-25","2013-2017","passenger","0"
"312","all","17-25","2013-2017","other","0"
"312","all","17-25","2014-2018","driver","2"
"312","all","17-25","2014-2018","passenger","0"
"312","all","17-25","2014-2018","other","0"
"312","all","17-25","2015-2019","driver","3"
"312","all","17-25","2015-2019","passenger","0"
"312","all","17-25","2015-2019","other","0"
"312","all","17-25","2016-2020","driver","4"
"312","all","17-25","2016-2020","passenger","0"
"312","all","17-25","2016-2020","other","0"
"312","all","17-25","2017-2021","driver","5"
"312","all","17-25","2017-2021","passenger","2"
"312","all","17-25","2017-2021","other","0"
"312","all","17-25","2018-2022","driver","7"
"312","all","17-25","2018-2022","passenger","2"
"312","all","17-25","2018-2022","other","4"
"313","all","17-25","2008-2012","driver","0"
"313","all","17-25","2008-2012","passenger","0"
"313","all","17-25","2008-2012","other","0"
"313","all","17-25","2009-2013","driver","0"
"313","all","17-25","2009-2013","passenger","0"
"313","all","17-25","2009-2013","other","0"
"313","all","17-25","2010-2014","driver","0"
"313","all","17-25","2010-2014","passenger","0"
"313","all","17-25","2010-2014","other","0"
"313","all","17-25","2011-2015","driver","0"
"313","all","17-25","2011-2015","passenger","0"
"313","all","17-25","2011-2015","other","0"
"313","all","17-25","2012-2016","driver","0"
"313","all","17-25","2012-2016","passenger","0"
"313","all","17-25","2012-2016","other","0"
"313","all","17-25","2013-2017","driver","0"
"313","all","17-25","2013-2017","passenger","0"
"313","all","17-25","2013-2017","other","0"
"313","all","17-25","2014-2018","driver","1"
"313","all","17-25","2014-2018","passenger","0"
"313","all","17-25","2014-2018","other","1"
"313","all","17-25","2015-2019","driver","2"
"313","all","17-25","2015-2019","passenger","0"
"313","all","17-25","2015-2019","other","2"
"313","all","17-25","2016-2020","driver","3"
"313","all","17-25","2016-2020","passenger","0"
"313","all","17-25","2016-2020","other","2"
"313","all","17-25","2017-2021","driver","6"
"313","all","17-25","2017-2021","passenger","3"
"313","all","17-25","2017-2021","other","3"
"313","all","17-25","2018-2022","driver","6"
"313","all","17-25","2018-2022","passenger","4"
"313","all","17-25","2018-2022","other","4"
"314","all","17-25","2008-2012","driver","0"
"314","all","17-25","2008-2012","passenger","0"
"314","all","17-25","2008-2012","other","0"
"314","all","17-25","2009-2013","driver","0"
"314","all","17-25","2009-2013","passenger","0"
"314","all","17-25","2009-2013","other","0"
"314","all","17-25","2010-2014","driver","0"
"314","all","17-25","2010-2014","passenger","0"
"314","all","17-25","2010-2014","other","0"
"314","all","17-25","2011-2015","driver","0"
"314","all","17-25","2011-2015","passenger","0"
"314","all","17-25","2011-2015","other","0"
"314","all","17-25","2012-2016","driver","0"
"314","all","17-25","2012-2016","passenger","0"
"314","all","17-25","2012-2016","other","0"
"314","all","17-25","2013-2017","driver","0"
"314","all","17-25","2013-2017","passenger","0"
"314","all","17-25","2013-2017","other","0"
"314","all","17-25","2014-2018","driver","1"
"314","all","17-25","2014-2018","passenger","1"
"314","all","17-25","2014-2018","other","0"
"314","all","17-25","2015-2019","driver","3"
"314","all","17-25","2015-2019","passenger","1"
"314","all","17-25","2015-2019","other","2"
"314","all","17-25","2016-2020","driver","4"
"314","all","17-25","2016-2020","passenger","2"
"314","all","17-25","2016-2020","other","2"
"314","all","17-25","2017-2021","driver","4"
"314","all","17-25","2017-2021","passenger","2"
"314","all","17-25","2017-2021","other","2"
"314","all","17-25","2018-2022","driver","5"
"314","all","17-25","2018-2022","passenger","2"
"314","all","17-25","2018-2022","other","2"
"315","all","17-25","2008-2012","driver","0"
"315","all","17-25","2008-2012","passenger","0"
"315","all","17-25","2008-2012","other","0"
"315","all","17-25","2009-2013","driver","0"
"315","all","17-25","2009-2013","passenger","0"
"315","all","17-25","2009-2013","other","0"
"315","all","17-25","2010-2014","driver","0"
"315","all","17-25","2010-2014","passenger","0"
"315","all","17-25","2010-2014","other","0"
"315","all","17-25","2011-2015","driver","0"
"315","all","17-25","2011-2015","passenger","0"
"315","all","17-25","2011-2015","other","0"
"315","all","17-25","2012-2016","driver","0"
"315","all","17-25","2012-2016","passenger","0"
"315","all","17-25","2012-2016","other","0"
"315","all","17-25","2013-2017","driver","0"
"315","all","17-25","2013-2017","passenger","0"
"315","all","17-25","2013-2017","other","0"
"315","all","17-25","2014-2018","driver","1"
"315","all","17-25","2014-2018","passenger","0"
"315","all","17-25","2014-2018","other","2"
"315","all","17-25","2015-2019","driver","3"
"315","all","17-25","2015-2019","passenger","1"
"315","all","17-25","2015-2019","other","2"
"315","all","17-25","2016-2020","driver","4"
"315","all","17-25","2016-2020","passenger","2"
"315","all","17-25","2016-2020","other","4"
"315","all","17-25","2017-2021","driver","5"
"315","all","17-25","2017-2021","passenger","2"
"315","all","17-25","2017-2021","other","4"
"315","all","17-25","2018-2022","driver","5"
"315","all","17-25","2018-2022","passenger","3"
"315","all","17-25","2018-2022","other","4"
"316","all","17-25","2008-2012","driver","0"
"316","all","17-25","2008-2012","passenger","0"
"316","all","17-25","2008-2012","other","0"
"316","all","17-25","2009-2013","driver","0"
"316","all","17-25","2009-2013","passenger","0"
"316","all","17-25","2009-2013","other","0"
"316","all","17-25","2010-2014","driver","0"
