"SA2_NAME","3_yr_olds_preschool_attendance_2014","4_yr_olds_preschool_attendance_2014","5_yr_olds_preschool_attendance_2014","3_yr_olds_preschool_attendance_2015","4_yr_olds_preschool_attendance_2015","5_yr_olds_preschool_attendanc_2015","6_yr_olds_preschool_attendance_2015","3_yr_olds_preschool_attendance_2016","4_yr_olds_preschool_attendance_2016","5_yr_olds_preschool_attendance_2016","6_yr_olds_preschool_attendance_2016","3_yr_olds_preschool_attendance_2017","4_yr_olds_preschool_attendance_2017","5_yr_olds_preschool_attendance_2017","6_yr_olds_preschool_attendance_2017","3_yr_olds_preschool_attendance_2018","4_yr_olds_preschool_attendance_2018","5_yr_olds_preschool_attendance_2018","6_yr_olds_preschool_attendance_2018","3_yr_olds_preschool_attendance_2019","4_yr_olds_preschool_attendance_2019","5_yr_olds_preschool_attendance_2019","6_yr_olds_preschool_attendance_2019","3_yr_olds_preschool_attendance_2020","4_yr_olds_preschool_attendance_2020","5_yr_olds_preschool_attendance_2020","6_yr_olds_preschool_attendance_2020","3_yr_olds_preschool_attendance_2021","4_yr_olds_preschool_attendance_2021","5_yr_olds_preschool_attendance_2021","6_yr_olds_preschool_attendance_2021"
"Statistical area level 2 (SA2) of child",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canning Vale Commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,25,0,0,0,25,0,0,0,20,0,0
"Cannington - Queens Park",0,205,7,0,221,5,0,0,219,3,0,0,243,7,0,0,59,0,0,0,71,0,0,0,78,3,0,0,89,0,0
"Parkwood - Ferndale - Lynwood",0,198,9,0,178,0,0,0,163,3,0,0,161,0,0,0,186,0,0,0,188,0,0,0,212,0,0,0,227,0,0
"Riverton - Shelley - Rossmoyne",0,161,0,0,170,0,0,0,149,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Welshpool",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willetton",0,241,3,0,267,3,0,0,220,0,0,0,241,0,0,0,50,0,0,0,72,0,0,0,66,0,0,0,68,0,0
"Beckenham - Kenwick - Langford",0,256,9,0,272,5,0,0,329,0,0,0,274,3,0,0,167,0,0,0,133,0,0,0,160,0,0,0,89,0,0
"Canning Vale - East",0,333,5,0,349,0,0,0,341,4,0,0,400,3,0,0,105,0,0,0,106,4,0,0,79,0,0,0,104,3,0
"Gosnells",0,281,12,0,314,5,0,0,323,3,0,0,283,0,0,0,157,5,0,0,188,0,0,0,193,0,0,0,209,0,0
"Huntingdale - Southern River",0,314,3,0,313,5,0,0,371,0,0,0,343,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maddington - Orange Grove - Martin",0,189,10,0,148,0,0,0,189,0,0,0,193,4,0,0,150,0,0,0,128,5,0,0,156,0,0,0,150,0,0
"Thornlie",0,275,5,0,290,3,0,0,294,4,0,0,299,6,0,0,168,4,0,0,137,3,0,0,184,0,0,0,148,0,0
"Forrestfield - Wattle Grove",0,271,12,0,314,0,0,0,267,9,0,0,288,5,0,0,210,0,0,0,194,0,0,0,231,0,0,0,185,3,0
"High Wycombe",0,156,5,0,165,0,0,0,159,0,0,0,154,4,0,0,164,0,0,0,144,0,0,0,159,4,0,0,183,0,0
"Kalamunda - Maida Vale - Gooseberry Hill",0,173,9,0,155,0,0,0,174,0,0,0,158,3,0,0,145,0,0,0,133,0,0,0,139,0,0,0,134,0,0
"Lesmurdie - Bickley - Carmel",0,115,9,0,119,0,0,0,209,5,0,0,148,5,0,0,104,3,0,0,115,0,0,0,114,3,0,0,124,0,0
"Byford",0,189,12,0,275,8,0,0,329,3,0,0,357,5,0,0,110,0,0,0,115,3,0,0,73,0,0,0,101,5,0
"Mundijong",0,63,0,0,60,5,0,0,82,0,0,0,98,0,0,0,128,0,0,0,138,0,0,0,147,0,0,0,142,0,0
"Serpentine - Jarrahdale",0,44,0,0,59,0,0,0,51,0,0,0,43,0,0,0,187,0,0,0,167,0,0,0,168,0,0,0,162,0,0
"Como",0,114,0,0,132,0,0,0,122,3,0,0,108,0,0,0,111,0,0,0,124,0,0,0,145,0,0,0,121,0,0
"Manning - Waterford",0,109,0,0,105,0,0,0,126,0,0,0,102,0,0,0,73,0,0,0,70,0,0,0,83,0,0,0,75,0,0
"South Perth - Kensington",0,149,0,0,152,5,0,0,185,8,0,0,167,6,0,0,121,0,0,0,134,0,0,0,152,0,0,0,117,3,0
"Banjup",0,342,0,0,315,3,0,0,341,0,0,0,331,7,0,0,105,0,0,0,103,0,0,0,121,0,0,0,119,5,0
"Beeliar",0,138,3,0,118,0,0,0,125,0,0,0,121,4,0,0,103,0,0,0,98,0,0,0,94,0,0,0,104,0,0
"Bibra Industrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,190,5,0,0,197,0,0,0,176,0,0
"Bibra Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,4,0,0,313,4,0,0,321,3,0,0,324,4,0
"Coogee",0,115,0,0,121,3,0,0,99,0,0,0,128,0,0,0,249,0,0,0,309,3,0,0,233,0,0,0,261,0,0
"Coolbellup",0,100,7,0,99,7,0,0,94,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hamilton Hill",0,109,7,0,134,9,0,0,110,4,0,0,137,0,0,0,193,4,0,0,174,3,0,0,186,0,0,0,213,0,0
"Henderson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,4,0,0,331,5,0,0,319,6,0,0,318,7,0
"Jandakot",0,23,0,0,32,0,0,0,19,0,0,0,19,0,0,0,244,0,0,0,235,3,0,0,270,0,0,0,259,4,0
"Jandakot Airport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"North Coogee",0,12,0,0,18,0,0,0,21,0,0,0,23,5,0,0,149,3,0,0,181,5,0,0,179,3,0,0,166,7,0
"South Lake - Cockburn Central",0,137,5,0,144,0,0,0,146,0,0,0,133,0,0,0,154,0,0,0,150,3,0,0,123,0,0,0,144,0,0
"Spearwood",0,86,0,0,110,5,0,0,106,4,0,0,103,0,0,0,93,4,0,0,81,0,0,0,89,0,0,0,83,0,0
"Success - Hammond Park",0,265,3,0,292,0,0,0,299,0,0,0,317,5,0,0,117,0,0,0,108,0,0,0,126,0,0,0,103,0,0
"Wattleup",0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,164,0,0,0,150,7,0,0,168,0,0,0,155,4,0
"Yangebup",0,101,8,0,118,0,0,0,99,0,0,0,112,0,0,0,169,5,0,0,191,3,0,0,206,0,0,0,162,7,0
"East Fremantle",0,78,5,0,67,0,0,0,92,0,0,0,76,0,0,0,154,0,0,0,141,0,0,0,161,0,0,0,143,6,0
"Fremantle",0,129,0,0,104,0,0,0,141,4,0,0,130,4,0,0,392,5,0,0,363,10,0,0,346,8,0,0,341,9,0
"Fremantle - South",0,142,9,0,133,10,0,0,167,4,0,0,180,4,0,0,307,3,0,0,368,3,0,0,347,0,0,0,330,3,0
"O'Connor (WA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,202,4,0,0,226,3,0,0,213,11,0
"Anketell - Wandi",0,18,0,0,28,0,0,0,37,0,0,0,43,0,0,0,118,0,0,0,124,0,0,0,118,0,0,0,135,0,0
"Bertram - Wellard (West)",0,230,7,0,259,0,0,0,295,3,0,0,326,3,0,0,485,4,0,0,480,3,0,0,527,3,0,0,473,5,0
"Calista",0,126,3,0,102,0,0,0,138,3,0,0,144,0,0,0,116,0,0,0,131,3,0,0,146,3,0,0,114,0,0
"Casuarina - Wellard (East)",0,14,0,0,18,0,0,0,26,0,0,0,35,0,0,0,232,5,0,0,226,0,0,0,249,3,0,0,225,5,0
"Hope Valley - Postans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kwinana Industrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,212,7,0,0,205,5,0,0,177,7,0
"Parmelia - Orelia",0,147,5,0,174,5,0,0,161,0,0,0,149,5,0,0,400,5,0,0,429,6,0,0,397,3,0,0,427,3,0
"Applecross - Ardross",0,110,0,0,121,0,0,0,116,0,0,0,137,0,0,0,236,3,0,0,247,9,0,0,300,5,0,0,299,5,0
"Bateman",0,37,0,0,34,0,0,0,43,0,0,0,31,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,3,0,0
"Bicton - Palmyra",0,164,3,0,168,3,0,0,184,0,0,0,169,3,0,0,54,5,0,0,61,0,0,0,58,9,0,0,65,3,0
"Booragoon",0,146,5,0,160,0,0,0,160,0,0,0,170,4,0,0,178,0,0,0,198,3,0,0,188,5,0,0,196,9,0
"Bull Creek",0,97,0,0,98,0,0,0,138,0,0,0,153,0,0,0,353,7,0,0,356,7,0,0,333,9,0,0,364,9,0
"Leeming",0,131,0,0,140,0,0,0,110,5,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Melville",0,222,7,0,196,4,0,0,213,0,0,0,177,3,0,0,130,0,0,0,101,0,0,0,118,0,0,0,115,0,0
"Murdoch - Kardinya",0,88,0,0,92,0,0,0,90,0,0,0,105,0,0,0,501,0,0,0,556,4,0,0,655,3,0,0,660,7,0
"Willagee",0,63,0,0,78,5,0,0,75,0,0,0,61,0,0,0,126,0,0,0,123,6,0,0,135,0,0,0,105,5,0
"Winthrop",0,68,0,0,66,0,0,0,60,0,0,0,70,0,0,0,82,0,0,0,101,0,0,0,105,4,0,0,102,0,0
"Baldivis",0,526,4,0,613,6,0,0,653,8,0,0,677,3,0,0,82,0,0,0,81,0,0,0,68,0,0,0,71,0,0
"Cooloongup",0,126,4,0,115,0,0,0,114,0,0,0,100,0,0,0,206,6,0,0,237,11,0,0,215,5,0,0,185,7,0
"Port Kennedy",0,223,3,0,206,0,0,0,249,0,0,0,208,3,0,0,145,0,0,0,161,0,0,0,163,3,0,0,158,0,0
"Rockingham",0,148,0,0,177,3,0,0,162,0,0,0,171,0,0,0,203,0,0,0,192,0,0,0,174,4,0,0,195,5,0
"Rockingham Lakes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Safety Bay - Shoalwater",0,118,4,0,128,0,0,0,138,0,0,0,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Singleton - Golden Bay - Secret Harbour",0,302,6,0,334,6,0,0,380,4,0,0,349,3,0,0,292,0,0,0,296,0,0,0,300,0,0,0,274,3,0
"Waikiki",0,185,3,0,203,0,0,0,184,0,0,0,186,0,0,0,240,0,0,0,209,3,0,0,243,3,0,0,174,7,0
"Warnbro",0,164,5,0,138,5,0,0,160,0,0,0,185,0,0,0,146,0,0,0,190,0,0,0,178,8,0,0,170,7,0
"Esperance",0,225,5,0,165,0,0,0,167,4,0,0,186,0,0,0,92,0,0,0,115,0,0,0,100,0,0,0,110,0,0
"Esperance Region",0,0,0,0,38,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnarvon",0,0,0,0,79,0,0,0,72,0,0,0,79,0,0,0,275,0,0,0,256,9,0,0,255,5,0,0,297,5,0
"Exmouth",0,0,0,0,40,0,0,0,54,0,0,0,51,0,0,0,170,0,0,0,177,0,0,0,161,0,0,0,188,4,0
"Boulder",0,134,4,0,133,0,0,0,120,0,0,0,109,0,0,0,145,0,0,0,143,3,0,0,145,0,0,0,138,0,0
"Kalgoorlie",0,262,7,0,227,0,0,0,234,5,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kalgoorlie - North",0,184,0,0,182,3,0,0,154,0,0,0,176,0,0,0,220,0,0,0,227,7,0,0,212,0,0,0,216,3,0
"Kalgoorlie Airport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,5,0,0,280,8,0,0,258,7,0,0,316,3,0
"Kambalda - Coolgardie - Norseman",0,0,0,0,53,0,0,0,69,0,0,0,60,0,0,0,378,5,0,0,343,7,0,0,352,3,0,0,341,0,0
"Leinster - Leonora",0,48,8,0,31,0,0,0,37,0,0,0,33,0,0,0,273,3,0,0,269,7,0,0,279,3,0,0,279,6,0
"Trafalgar (WA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,3,0,0,344,5,0,0,367,3,0,0,370,8,0
"Broome",0,337,11,0,293,12,0,0,287,3,0,0,269,8,0,0,193,3,0,0,210,3,0,0,210,7,0,0,216,4,0
"Derby - West Kimberley",0,169,4,0,139,0,0,0,130,7,0,0,128,5,0,0,320,3,0,0,306,8,0,0,299,5,0,0,314,4,0
"Halls Creek",0,0,0,0,36,14,0,0,58,5,0,0,69,4,0,0,285,9,0,0,309,12,0,0,315,5,0,0,304,7,0
"Kununurra",0,0,0,0,106,4,0,0,120,3,0,0,139,5,0,0,190,0,0,0,137,0,0,0,145,0,0,0,160,0,0
"Roebuck",0,18,0,0,18,4,0,0,15,0,0,0,10,0,0,0,132,0,0,0,140,0,0,0,134,4,0,0,118,0,0
"Geraldton",0,137,5,0,151,0,0,0,141,0,0,0,123,0,0,0,163,0,0,0,167,5,0,0,164,4,0,0,146,5,0
"Geraldton - East",0,150,0,0,140,0,0,0,115,0,0,0,139,0,0,0,369,8,0,0,351,16,0,0,417,8,0,0,415,12,0
"Geraldton - North",0,118,10,0,142,0,0,0,125,0,0,0,125,0,0,0,105,5,0,0,111,0,0,0,137,0,0,0,112,4,0
"Geraldton - South",0,193,0,0,150,4,0,0,164,0,0,0,157,0,0,0,31,0,0,0,49,0,0,0,45,0,0,0,40,0,0
"Irwin",0,39,0,0,54,0,0,0,52,0,0,0,32,0,0,0,136,0,0,0,126,4,0,0,142,0,0,0,121,4,0
"Meekatharra",0,0,0,0,49,3,0,0,37,0,0,0,42,0,0,0,107,0,0,0,115,8,0,0,111,3,0,0,116,3,0
"Morawa",0,58,0,0,55,0,0,0,50,0,0,0,48,0,0,0,186,3,0,0,158,8,0,0,174,4,0,0,217,0,0
"Northampton - Mullewa - Greenough",0,81,0,0,77,0,0,0,65,0,0,0,65,4,0,0,363,0,0,0,396,6,0,0,344,0,0,0,351,5,0
"Ashburton (WA)",0,181,0,0,142,9,0,0,136,5,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"East Pilbara",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Karratha",0,334,14,0,331,3,0,0,306,3,0,0,317,11,0,0,115,3,0,0,154,3,0,0,121,3,0,0,128,0,0
"Newman",0,136,0,0,99,0,0,0,81,0,0,0,90,0,0,0,96,6,0,0,71,7,0,0,96,7,0,0,87,0,0
"Port Hedland",0,105,0,0,73,11,0,0,103,3,0,0,87,3,0,0,111,0,0,0,115,0,0,0,98,3,0,0,117,3,0
"Roebourne",0,0,0,0,91,4,0,0,114,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Hedland",0,186,6,0,194,0,0,0,193,0,0,0,209,0,0,0,15,0,0,0,19,0,0,0,25,0,0,0,36,0,0
"Albany",0,188,0,0,138,3,0,0,177,4,0,0,182,7,0,0,178,0,0,0,179,4,0,0,151,0,0,0,131,5,0
"Albany Region",0,0,0,0,28,0,0,0,43,0,0,0,40,0,0,0,109,0,0,0,106,0,0,0,106,4,0,0,126,7,0
"Bayonet Head - Lower King",0,79,0,0,57,0,0,0,55,0,0,0,57,0,0,0,325,0,0,0,299,3,0,0,305,7,0,0,324,3,0
"Denmark",0,57,9,0,62,3,0,0,58,7,0,0,83,10,0,0,115,0,0,0,127,0,0,0,115,0,0,0,138,0,0
"Gnowangerup",0,0,0,0,60,0,0,0,39,5,0,0,51,0,0,0,147,5,0,0,156,0,0,0,154,0,0,0,147,0,0
"Katanning",0,102,0,0,67,0,0,0,79,0,0,0,59,0,0,0,26,0,0,0,22,0,0,0,17,0,0,0,14,0,0
"Kojonup",0,83,0,0,82,0,0,0,74,5,0,0,65,0,0,0,78,0,0,0,76,0,0,0,82,3,0,0,78,0,0
"Little Grove - Elleker",0,28,0,0,24,0,0,0,22,0,0,0,24,0,0,0,132,3,0,0,126,0,0,0,138,0,0,0,145,3,0
"McKail - Willyung",0,153,3,0,130,0,0,0,145,0,0,0,160,0,0,0,193,4,0,0,162,3,0,0,174,4,0,0,183,0,0
"Plantagenet",0,64,0,0,55,0,0,0,65,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stirling Range National Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,332,12,0,0,385,3,0,0,349,6,0
"Chittering",0,75,0,0,65,0,0,0,68,0,0,0,78,0,0,0,118,0,0,0,118,5,0,0,127,3,0,0,105,3,0
"Cunderdin",0,59,0,0,59,0,0,0,51,0,0,0,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dowerin",0,87,0,0,55,0,0,0,74,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gingin - Dandaragan",0,99,0,0,98,0,0,0,90,4,0,0,103,0,0,0,138,3,0,0,138,0,0,0,155,0,0,0,162,3,0
"Merredin",0,57,0,0,81,3,0,0,70,0,0,0,70,3,0,0,105,0,0,0,101,0,0,0,137,5,0,0,164,0,0
"Moora",0,73,5,0,103,0,0,0,63,0,0,0,95,0,0,0,146,0,0,0,120,5,0,0,124,0,0,0,137,4,0
"Mukinbudin",0,30,0,0,34,0,0,0,41,0,0,0,41,0,0,0,49,0,0,0,42,0,0,0,52,0,0,0,45,0,0
"Northam",0,171,3,0,151,3,0,0,165,0,0,0,134,0,0,0,149,3,0,0,185,4,0,0,188,0,0,0,154,4,0
"Toodyay",0,49,3,0,39,0,0,0,48,0,0,0,43,0,0,0,141,0,0,0,148,0,0,0,167,3,0,0,149,5,0
"York - Beverley",0,63,3,0,75,0,0,0,62,0,0,0,48,5,0,0,99,3,0,0,78,0,0,0,84,0,0,0,98,0,0
"Brookton",0,0,0,0,47,0,0,0,47,0,0,0,53,0,0,0,88,0,0,0,115,0,0,0,122,0,0,0,129,0,0
"Kulin",0,0,0,0,85,0,0,0,70,0,0,0,72,4,0,0,197,5,0,0,208,7,0,0,199,0,0,0,192,0,0
"Murray",0,65,7,0,35,0,0,0,39,0,0,0,47,4,0,0,95,0,0,0,89,0,0,0,97,0,0,0,112,3,0
"Narrogin",0,143,0,0,70,0,0,0,82,0,0,0,58,0,0,0,71,0,0,0,71,3,0,0,79,3,0,0,45,0,0
"Wagin",0,126,0,0,82,0,0,0,69,0,0,0,73,0,0,0,73,0,0,0,46,0,0,0,64,0,0,0,59,0,0
"Migratory - Offshore - Shipping (WA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,3,0,0,736,3,0,0,793,3,0,0,746,3,0
"599999919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,93,0,0,0,88,0,0,0,92,0,0
"599999989",0,1835,48,0,1346,47,0,0,0,0,0,0,0,0,0,0,186,0,0,0,190,0,0,0,165,0,0,0,175,0,0
"No usual address (WA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,3,0,0,162,3,0,0,128,5,0,0,138,0,0
"Bridgewater - Gagebrook",0,79,84,0,84,70,0,0,85,67,0,0,95,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brighton - Pontville",0,45,52,0,52,47,0,0,67,37,0,0,57,30,0,0,129,0,0,0,118,4,0,0,150,0,0,0,103,6,0
"Old Beach - Otago",0,33,28,0,37,29,0,0,45,22,0,0,48,22,0,0,360,0,0,0,311,7,0,0,327,0,0,0,333,5,0
"Bellerive - Rosny",0,36,28,0,46,28,0,0,62,30,0,0,46,25,0,0,185,0,0,0,170,0,0,0,155,3,0,0,149,0,0
"Cambridge",0,53,58,0,78,50,0,0,117,40,0,0,79,42,0,0,133,3,0,0,130,0,0,0,145,0,0,0,157,6,0
"Geilston Bay - Risdon",0,26,16,0,27,18,0,0,31,17,0,0,23,16,0,0,147,7,0,0,147,0,0,0,182,7,0,0,128,3,0
"Howrah - Tranmere",0,71,58,0,103,56,0,0,120,46,0,0,119,49,0,0,40,0,0,0,29,0,0,0,48,0,0,0,44,0,0
"Lindisfarne - Rose Bay",0,40,32,0,62,38,0,0,62,23,0,0,64,26,0,0,61,0,0,0,53,0,0,0,51,0,0,0,53,0,0
"Mornington - Warrane",0,26,34,0,46,41,0,0,49,35,0,0,43,26,0,0,61,7,0,0,68,5,0,0,65,9,0,0,76,4,0
"Risdon Vale",0,17,25,0,31,24,0,0,35,14,0,0,27,17,0,0,57,0,0,0,33,0,0,0,53,0,0,0,37,0,0
"Rokeby",0,51,42,0,60,46,0,0,72,53,0,0,74,38,0,0,63,0,0,0,52,5,0,0,60,0,0,0,57,0,0
"South Arm",0,32,36,0,42,28,0,0,42,18,0,0,52,18,0,0,59,0,0,0,48,4,0,0,58,0,0,0,50,5,0
"Austins Ferry - Granton",0,33,22,0,37,36,0,0,40,26,0,0,41,20,0,0,30,0,0,0,26,0,0,0,33,0,0,0,22,0,0
"Berriedale - Chigwell",0,42,32,0,47,41,0,0,56,30,0,0,60,39,0,0,180,0,0,0,150,7,0,0,138,3,0,0,167,0,0
"Claremont (Tas.)",0,59,53,0,68,52,0,0,68,54,0,0,73,49,0,0,60,0,0,0,63,0,0,0,49,0,0,0,55,4,0
"Derwent Park - Lutana",0,27,22,0,40,28,0,0,37,29,0,0,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenorchy",0,65,76,0,97,64,0,0,90,71,0,0,89,61,0,0,57,3,0,0,59,4,0,0,56,0,0,0,70,4,0
"Montrose - Rosetta",0,33,19,0,32,27,0,0,41,21,0,0,50,25,0,0,53,0,0,0,42,0,0,0,34,0,0,0,40,0,0
"Moonah",0,37,27,0,44,26,0,0,48,22,0,0,50,20,0,0,61,0,0,0,44,0,0,0,49,5,0,0,46,0,0
"New Norfolk",0,59,57,0,70,41,0,0,45,50,0,0,67,45,0,0,83,0,0,0,84,0,0,0,76,0,0,0,94,8,0
"West Moonah",0,26,25,0,35,25,0,0,32,17,0,0,38,33,0,0,71,0,0,0,59,3,0,0,59,0,0,0,71,0,0
"Kingston - Huntingfield",0,82,78,0,125,78,0,0,133,64,0,0,124,67,0,0,57,0,0,0,59,0,0,0,54,3,0,0,63,0,0
"Kingston Beach - Blackmans Bay",0,68,78,0,104,63,0,0,115,62,0,0,80,59,0,0,32,0,0,0,33,0,0,0,26,0,0,0,31,0,0
"Margate - Snug",0,65,71,0,89,59,0,0,91,51,0,0,86,57,0,0,166,0,0,0,144,7,0,0,144,3,0,0,125,0,0
"Mount Wellington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,43,0,0,0,29,0,0,0,39,0,0
"Taroona - Bonnet Hill",0,13,24,0,23,29,0,0,37,14,0,0,35,17,0,0,56,0,0,0,53,3,0,0,39,0,0,0,47,3,0
"Hobart",0,25,26,0,34,22,0,0,40,20,0,0,48,15,0,0,46,0,0,0,44,0,0,0,55,0,0,0,39,3,0
"Lenah Valley - Mount Stuart",0,51,55,0,90,39,0,0,89,54,0,0,99,32,0,0,53,0,0,0,66,3,0,0,62,0,0,0,69,0,0
"Mount Nelson - Dynnyrne",0,21,22,0,37,24,0,0,62,14,0,0,42,26,0,0,26,0,0,0,32,0,0,0,27,0,0,0,37,0,0
"New Town",0,28,26,0,53,30,0,0,55,35,0,0,62,17,0,0,67,0,0,0,60,0,0,0,44,0,0,0,58,0,0
"Sandy Bay",0,53,48,0,68,42,0,0,80,39,0,0,98,34,0,0,60,0,0,0,51,0,0,0,48,0,0,0,54,0,0
"South Hobart - Fern Tree",0,45,41,0,62,24,0,0,58,27,0,0,54,26,0,0,263,5,0,0,240,9,0,0,278,5,0,0,227,3,0
"West Hobart",0,48,28,0,58,31,0,0,46,28,0,0,58,21,0,0,136,4,0,0,118,0,0,0,120,4,0,0,122,0,0
"Dodges Ferry - Lewisham",0,52,39,0,46,50,0,0,62,43,0,0,65,35,0,0,63,0,0,0,61,4,0,0,68,0,0,0,52,0,0
"Sorell - Richmond",0,57,48,0,81,47,0,0,78,46,0,0,79,60,0,0,140,0,0,0,129,0,0,0,125,0,0,0,107,0,0
"Invermay",0,21,15,0,29,16,0,0,20,13,0,0,19,9,0,0,13,0,0,0,7,0,0,0,13,0,0,0,32,0,0
"Kings Meadows - Punchbowl",0,23,29,0,31,28,0,0,43,28,0,0,41,23,0,0,0,0,0,0,15,0,0,0,17,0,0,0,0,0,0
"Launceston",0,39,41,0,42,35,0,0,42,27,0,0,39,19,0,0,130,3,0,0,91,3,0,0,109,0,0,0,109,3,0
"Legana",0,20,27,0,29,24,0,0,41,26,0,0,39,23,0,0,83,0,0,0,82,6,0,0,71,3,0,0,80,0,0
"Mowbray",0,21,25,0,35,20,0,0,26,21,0,0,31,22,0,0,209,0,0,0,216,0,0,0,200,3,0,0,195,5,0
"Newnham - Mayfield",0,71,56,0,67,64,0,0,87,45,0,0,93,56,0,0,157,0,0,0,141,5,0,0,148,5,0,0,138,4,0
"Newstead",0,53,36,0,53,30,0,0,43,39,0,0,50,21,0,0,337,8,0,0,368,14,0,0,321,11,0,0,341,11,0
"Norwood (Tas.)",0,26,17,0,37,24,0,0,30,14,0,0,27,17,0,0,87,0,0,0,70,5,0,0,94,0,0,0,92,3,0
"Prospect Vale - Blackstone",0,41,31,0,47,32,0,0,64,33,0,0,56,31,0,0,167,3,0,0,166,0,0,0,145,0,0,0,172,0,0
"Ravenswood",0,19,32,0,33,28,0,0,38,31,0,0,44,24,0,0,45,0,0,0,33,0,0,0,49,0,0,0,49,3,0
"Riverside",0,40,38,0,47,35,0,0,65,30,0,0,53,33,0,0,58,0,0,0,62,0,0,0,61,0,0,0,74,3,0
"South Launceston",0,34,37,0,33,20,0,0,35,33,0,0,56,26,0,0,59,0,0,0,51,0,0,0,54,0,0,0,43,0,0
"Summerhill - Prospect",0,32,30,0,36,30,0,0,37,28,0,0,45,18,0,0,105,0,0,0,112,5,0,0,110,0,0,0,116,0,0
"Trevallyn",0,26,29,0,32,33,0,0,51,34,0,0,58,20,0,0,241,0,0,0,218,0,0,0,224,0,0,0,215,0,0
"Waverley - St Leonards",0,31,22,0,35,23,0,0,43,27,0,0,44,21,0,0,145,0,0,0,161,0,0,0,162,0,0,0,163,0,0
"West Launceston",0,32,24,0,34,29,0,0,34,24,0,0,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Youngtown - Relbia",0,36,30,0,49,29,0,0,35,28,0,0,29,22,0,0,65,0,0,0,72,0,0,0,46,0,0,0,55,0,0
"Beauty Point - Beaconsfield",0,26,23,0,42,21,0,0,27,16,0,0,22,11,0,0,35,0,0,0,38,5,0,0,34,0,0,0,40,0,0
"Deloraine",0,43,29,0,39,34,0,0,30,33,0,0,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grindelwald - Lanena",0,37,36,0,43,34,0,0,43,29,0,0,40,20,0,0,134,0,0,0,130,0,0,0,141,0,0,0,127,0,0
"Hadspen - Carrick",0,17,15,0,33,28,0,0,24,17,0,0,31,11,0,0,110,5,0,0,119,0,0,0,89,7,0,0,101,0,0
