SA1_MAINCODE_2011,SA1_UID_2011,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
11703132926,9366,17200,Sydney,1,Good,Good,0
11703132927,9367,17200,Sydney,1,Good,Good,0
11703132928,9368,17200,Sydney,1,Good,Good,0
11703133001,9369,17200,Sydney,1,Good,Good,0
11703133002,9370,17200,Sydney,1,Good,Good,0
11703133003,9371,17200,Sydney,1,Good,Good,0
11703133004,9372,17200,Sydney,1,Good,Good,0
11703133005,9373,17200,Sydney,1,Good,Good,0
11703133006,9374,17200,Sydney,1,Good,Good,0
11703133007,9375,17200,Sydney,1,Good,Good,0
11703133008,9376,17200,Sydney,1,Good,Good,0
11703133009,9377,17200,Sydney,1,Good,Good,0
11703133010,9378,17200,Sydney,1,Good,Good,0
11703133011,9379,17200,Sydney,1,Good,Good,0
11703133012,9380,17200,Sydney,1,Good,Good,0
11703133013,9381,17200,Sydney,1,Good,Good,0
11703133014,9382,17200,Sydney,1,Good,Good,0
11703133015,9383,17200,Sydney,1,Good,Good,0
11703133016,9384,17200,Sydney,1,Good,Good,0
11703133017,9385,17200,Sydney,1,Good,Good,0
11703133018,9386,17200,Sydney,1,Good,Good,0
11703133019,9387,17200,Sydney,1,Good,Good,0
11703133020,9388,17200,Sydney,1,Good,Good,0
11703133021,9389,17200,Sydney,1,Good,Good,0
11703133022,9390,17200,Sydney,1,Good,Good,0
11703133023,9391,17200,Sydney,1,Good,Good,0
11703133024,9392,17200,Sydney,1,Good,Good,0
11703133025,9393,17200,Sydney,1,Good,Good,0
11703133026,9394,17200,Sydney,1,Good,Good,0
11703133027,9395,17200,Sydney,1,Good,Good,0
11703133028,9396,17200,Sydney,1,Good,Good,0
11703133029,9397,17200,Sydney,1,Good,Good,0
11703133030,9398,17200,Sydney,1,Good,Good,0
11703133031,9399,17200,Sydney,1,Good,Good,0
11703133032,9400,17200,Sydney,1,Good,Good,0
11703133101,9401,17200,Sydney,1,Good,Good,0
11703133102,9402,17200,Sydney,1,Good,Good,0
11703133103,9403,17200,Sydney,1,Good,Good,0
11703133104,9404,17200,Sydney,1,Good,Good,0
11703133105,9405,17200,Sydney,1,Good,Good,0
11703133106,9406,17200,Sydney,1,Good,Good,0
11703133107,9407,17200,Sydney,1,Good,Good,0
11703133108,9408,17200,Sydney,1,Good,Good,0
11703133109,9409,17200,Sydney,1,Good,Good,0
11703133110,9410,17200,Sydney,1,Good,Good,0
11703133111,9411,17200,Sydney,1,Good,Good,0
11703133112,9412,17200,Sydney,1,Good,Good,0
11703133113,9413,17200,Sydney,1,Good,Good,0
11703133114,9414,17200,Sydney,1,Good,Good,0
11703133115,9415,17200,Sydney,1,Good,Good,0
11703133116,9416,17200,Sydney,1,Good,Good,0
11703133117,9417,17200,Sydney,1,Good,Good,0
11703133118,9418,17200,Sydney,1,Good,Good,0
11703133119,9419,17200,Sydney,1,Good,Good,0
11703133120,9420,17200,Sydney,1,Good,Good,0
11703133121,9421,17200,Sydney,1,Good,Good,0
11703133122,9422,17200,Sydney,1,Good,Good,0
11703133123,9423,17200,Sydney,1,Good,Good,0
11703133124,9424,17200,Sydney,1,Good,Good,0
11703133125,9425,17200,Sydney,1,Good,Good,0
11703133126,9426,17200,Sydney,1,Good,Good,0
11703133127,9427,17200,Sydney,1,Good,Good,0
11703133128,9428,17200,Sydney,1,Good,Good,0
11703133129,9429,17200,Sydney,1,Good,Good,0
11703133130,9430,17200,Sydney,1,Good,Good,0
11703133131,9431,17200,Sydney,1,Good,Good,0
11703133132,9432,17200,Sydney,1,Good,Good,0
11703133133,9433,17200,Sydney,1,Good,Good,0
11703133134,9434,17200,Sydney,1,Good,Good,0
11703133135,9435,17200,Sydney,1,Good,Good,0
11703133136,9436,17200,Sydney,1,Good,Good,0
11703133137,9437,17200,Sydney,1,Good,Good,0
11703133138,9438,17200,Sydney,1,Good,Good,0
11703133139,9439,17200,Sydney,1,Good,Good,0
11703133140,9440,17200,Sydney,1,Good,Good,0
11703133141,9441,17200,Sydney,1,Good,Good,0
11703133142,9442,17200,Sydney,1,Good,Good,0
11703133201,9443,17200,Sydney,1,Good,Good,0
11703133202,9444,17200,Sydney,1,Good,Good,0
11703133203,9445,17200,Sydney,1,Good,Good,0
11703133204,9446,17200,Sydney,1,Good,Good,0
11703133205,9447,17200,Sydney,1,Good,Good,0
11703133206,9448,14170,Inner West,1,Good,Good,0
11703133207,9449,14170,Inner West,1,Good,Good,0
11703133208,9450,14170,Inner West,1,Good,Good,0
11703133209,9451,17200,Sydney,1,Good,Good,0
11703133210,9452,17200,Sydney,1,Good,Good,0
11703133211,9453,17200,Sydney,1,Good,Good,0
11703133212,9454,17200,Sydney,1,Good,Good,0
11703133213,9455,17200,Sydney,1,Good,Good,0
11703133214,9456,17200,Sydney,1,Good,Good,0
11703133215,9457,17200,Sydney,1,Good,Good,0
11703133216,9458,17200,Sydney,1,Good,Good,0
11703133217,9459,17200,Sydney,1,Good,Good,0
11703133218,9460,14170,Inner West,1,Good,Good,0
11703133219,9461,14170,Inner West,1,Good,Good,0
11703133220,9462,14170,Inner West,1,Good,Good,0
11703133221,9463,14170,Inner West,1,Good,Good,0
11703133222,9464,14170,Inner West,1,Good,Good,0
11703133223,9465,17200,Sydney,1,Good,Good,0
11703133224,9466,14170,Inner West,1,Good,Good,0
11703133225,9467,14170,Inner West,1,Good,Good,0
11703133226,9468,14170,Inner West,1,Good,Good,0
11703133227,9469,14170,Inner West,1,Good,Good,0
11703133228,9470,14170,Inner West,1,Good,Good,0
11703133229,9471,14170,Inner West,1,Good,Good,0
11703133230,9472,17200,Sydney,1,Good,Good,0
11703133231,9473,14170,Inner West,1,Good,Good,0
11703133232,9474,17200,Sydney,1,Good,Good,0
11703133233,9475,14170,Inner West,1,Good,Good,0
11703133234,9476,14170,Inner West,1,Good,Good,0
11703133235,9477,14170,Inner West,1,Good,Good,0
11703133236,9478,14170,Inner West,1,Good,Good,0
11703133237,9479,14170,Inner West,1,Good,Good,0
11703133238,9480,14170,Inner West,1,Good,Good,0
11703133239,9481,14170,Inner West,1,Good,Good,0
11703133240,9482,17200,Sydney,1,Good,Good,0
11703133241,9483,14170,Inner West,1,Good,Good,0
11703133242,9484,14170,Inner West,1,Good,Good,0
11703133243,9485,17200,Sydney,1,Good,Good,0
11703133244,9486,14170,Inner West,1,Good,Good,0
11703133245,9487,17200,Sydney,1,Good,Good,0
11703133246,9488,17200,Sydney,1,Good,Good,0
11703133247,9489,17200,Sydney,1,Good,Good,0
11703133248,9490,17200,Sydney,1,Good,Good,0
11703133249,9491,17200,Sydney,1,Good,Good,0
11703133250,9492,17200,Sydney,1,Good,Good,0
11703133251,9493,17200,Sydney,1,Good,Good,0
11703133252,9494,17200,Sydney,1,Good,Good,0
11703133301,9495,17200,Sydney,1,Good,Good,0
11703133302,9496,17200,Sydney,1,Good,Good,0
11703133303,9497,17200,Sydney,1,Good,Good,0
11703133304,9498,17200,Sydney,1,Good,Good,0
11703133305,9499,17200,Sydney,1,Good,Good,0
11703133306,9500,17200,Sydney,1,Good,Good,0
11703133307,9501,17200,Sydney,1,Good,Good,0
11703133308,9502,17200,Sydney,1,Good,Good,0
11703133309,9503,17200,Sydney,1,Good,Good,0
11703133310,9504,17200,Sydney,1,Good,Good,0
11703133311,9505,17200,Sydney,1,Good,Good,0
11703133312,9506,17200,Sydney,1,Good,Good,0
11703133313,9507,17200,Sydney,1,Good,Good,0
11703133314,9508,17200,Sydney,1,Good,Good,0
11703133315,9509,17200,Sydney,1,Good,Good,0
11703133316,9510,17200,Sydney,1,Good,Good,0
11703133317,9511,17200,Sydney,1,Good,Good,0
11703133318,9512,17200,Sydney,1,Good,Good,0
11703133319,9513,17200,Sydney,1,Good,Good,0
11703133320,9514,17200,Sydney,1,Good,Good,0
11703133321,9515,17200,Sydney,1,Good,Good,0
11703133322,9516,17200,Sydney,1,Good,Good,0
11703133323,9517,17200,Sydney,1,Good,Good,0
11703133324,9518,17200,Sydney,1,Good,Good,0
11703133325,9519,17200,Sydney,1,Good,Good,0
11703133326,9520,17200,Sydney,1,Good,Good,0
11703133327,9521,17200,Sydney,1,Good,Good,0
11703133328,9522,17200,Sydney,1,Good,Good,0
11703133329,9523,17200,Sydney,1,Good,Good,0
11703133330,9524,17200,Sydney,1,Good,Good,0
11703133331,9525,17200,Sydney,1,Good,Good,0
11703133332,9526,17200,Sydney,1,Good,Good,0
11703133333,9527,17200,Sydney,1,Good,Good,0
11703133334,9528,17200,Sydney,1,Good,Good,0
11703133335,9529,17200,Sydney,1,Good,Good,0
11703133336,9530,17200,Sydney,1,Good,Good,0
11703133337,9531,17200,Sydney,1,Good,Good,0
11703133338,9532,17200,Sydney,1,Good,Good,0
11703133339,9533,17200,Sydney,1,Good,Good,0
11703133340,9534,17200,Sydney,1,Good,Good,0
11703133341,9535,17200,Sydney,1,Good,Good,0
11703133342,9536,17200,Sydney,1,Good,Good,0
11703133343,9537,17200,Sydney,1,Good,Good,0
11703133344,9538,17200,Sydney,1,Good,Good,0
11703133345,9539,17200,Sydney,1,Good,Good,0
11703133346,9540,17200,Sydney,1,Good,Good,0
11703133347,9541,17200,Sydney,1,Good,Good,0
11703133348,9542,17200,Sydney,1,Good,Good,0
11703133349,9543,17200,Sydney,1,Good,Good,0
11703133401,9544,17200,Sydney,1,Good,Good,0
11703133402,9545,17200,Sydney,1,Good,Good,0
11703133403,9546,17200,Sydney,1,Good,Good,0
11703133404,9547,17200,Sydney,1,Good,Good,0
11703133405,9548,17200,Sydney,1,Good,Good,0
11703133406,9549,17200,Sydney,1,Good,Good,0
11703133407,9550,17200,Sydney,1,Good,Good,0
11703133408,9551,17200,Sydney,1,Good,Good,0
11703133409,9552,17200,Sydney,1,Good,Good,0
11703133410,9553,17200,Sydney,1,Good,Good,0
11703133411,9554,17200,Sydney,1,Good,Good,0
11703133412,9555,17200,Sydney,1,Good,Good,0
11703133413,9556,17200,Sydney,1,Good,Good,0
11703133414,9557,17200,Sydney,1,Good,Good,0
11703133415,9558,17200,Sydney,1,Good,Good,0
11703133416,9559,17200,Sydney,1,Good,Good,0
11703133417,9560,17200,Sydney,1,Good,Good,0
11703133418,9561,17200,Sydney,1,Good,Good,0
11703133419,9562,17200,Sydney,1,Good,Good,0
11703133420,9563,17200,Sydney,1,Good,Good,0
11703133421,9564,17200,Sydney,1,Good,Good,0
11703133422,9565,17200,Sydney,1,Good,Good,0
11703133423,9566,17200,Sydney,1,Good,Good,0
11703133424,9567,17200,Sydney,1,Good,Good,0
11703133425,9568,17200,Sydney,1,Good,Good,0
11703133426,9569,17200,Sydney,1,Good,Good,0
11703133427,9570,17200,Sydney,1,Good,Good,0
11703133428,9571,17200,Sydney,1,Good,Good,0
11703133429,9572,17200,Sydney,1,Good,Good,0
11703133430,9573,17200,Sydney,1,Good,Good,0
11703133431,9574,17200,Sydney,1,Good,Good,0
11703133432,9575,17200,Sydney,1,Good,Good,0
11703133433,9576,17200,Sydney,1,Good,Good,0
11703133434,9577,17200,Sydney,1,Good,Good,0
11703133435,9578,17200,Sydney,1,Good,Good,0
11703133436,9579,17200,Sydney,1,Good,Good,0
11703133437,9580,17200,Sydney,1,Good,Good,0
11703133438,9581,17200,Sydney,1,Good,Good,0
11703133439,9582,17200,Sydney,1,Good,Good,0
11703133501,9583,17200,Sydney,1,Good,Good,0
11703133502,9584,17200,Sydney,1,Good,Good,0
11703133503,9585,17200,Sydney,1,Good,Good,0
11703133504,9586,17200,Sydney,1,Good,Good,0
11703133505,9587,17200,Sydney,1,Good,Good,0
11703133506,9588,17200,Sydney,1,Good,Good,0
11703133507,9589,17200,Sydney,1,Good,Good,0
11703133508,9590,17200,Sydney,1,Good,Good,0
11703133509,9591,17200,Sydney,1,Good,Good,0
11703133510,9592,17200,Sydney,1,Good,Good,0
11703133511,9593,17200,Sydney,1,Good,Good,0
11703133512,9594,17200,Sydney,1,Good,Good,0
11703133513,9595,17200,Sydney,1,Good,Good,0
11703133514,9596,17200,Sydney,1,Good,Good,0
11703133515,9597,17200,Sydney,1,Good,Good,0
11703133516,9598,17200,Sydney,1,Good,Good,0
11703133517,9599,17200,Sydney,1,Good,Good,0
11703133518,9600,17200,Sydney,1,Good,Good,0
11703133519,9601,17200,Sydney,1,Good,Good,0
11703133520,9602,17200,Sydney,1,Good,Good,0
11703133521,9603,17200,Sydney,1,Good,Good,0
11703133522,9604,17200,Sydney,1,Good,Good,0
11703133523,9605,17200,Sydney,1,Good,Good,0
11703133524,9606,17200,Sydney,1,Good,Good,0
11703133525,9607,17200,Sydney,1,Good,Good,0
11703133526,9608,17200,Sydney,1,Good,Good,0
11703133527,9609,17200,Sydney,1,Good,Good,0
11703133528,9610,17200,Sydney,1,Good,Good,0
11703133529,9611,17200,Sydney,1,Good,Good,0
11703133530,9612,17200,Sydney,1,Good,Good,0
11703133531,9613,17200,Sydney,1,Good,Good,0
11703133532,9614,17200,Sydney,1,Good,Good,0
11703133533,9615,17200,Sydney,1,Good,Good,0
11703133534,9616,17200,Sydney,1,Good,Good,0
11703133535,9617,17200,Sydney,1,Good,Good,0
11703133536,9618,17200,Sydney,1,Good,Good,0
11703133537,9619,17200,Sydney,1,Good,Good,0
11703133538,9620,17200,Sydney,1,Good,Good,0
11703133539,9621,17200,Sydney,1,Good,Good,0
11703133540,9622,17200,Sydney,1,Good,Good,0
11703133541,9623,17200,Sydney,1,Good,Good,0
11703133542,9624,17200,Sydney,1,Good,Good,0
11703133601,9625,17200,Sydney,1,Good,Good,0
11703133602,9626,17200,Sydney,1,Good,Good,0
11703133603,9627,17200,Sydney,1,Good,Good,0
11703133604,9628,17200,Sydney,1,Good,Good,0
11703133605,9629,17200,Sydney,1,Good,Good,0
11703133606,9630,17200,Sydney,1,Good,Good,0
11703133607,9631,17200,Sydney,1,Good,Good,0
11703133608,9632,17200,Sydney,1,Good,Good,0
11703133609,9633,17200,Sydney,1,Good,Good,0
11703133610,9634,17200,Sydney,1,Good,Good,0
11703133611,9635,17200,Sydney,1,Good,Good,0
11703133612,9636,17200,Sydney,1,Good,Good,0
11703133613,9637,17200,Sydney,1,Good,Good,0
11703133614,9638,17200,Sydney,1,Good,Good,0
11703133615,9639,17200,Sydney,1,Good,Good,0
11703133616,9640,17200,Sydney,1,Good,Good,0
11703133617,9641,17200,Sydney,1,Good,Good,0
11703133618,9642,17200,Sydney,1,Good,Good,0
11703133619,9643,17200,Sydney,1,Good,Good,0
11703133620,9644,17200,Sydney,1,Good,Good,0
11703133621,9645,17200,Sydney,1,Good,Good,0
11703133622,9646,17200,Sydney,1,Good,Good,0
11703133623,9647,17200,Sydney,1,Good,Good,0
11703133624,9648,17200,Sydney,1,Good,Good,0
11703133625,9649,17200,Sydney,1,Good,Good,0
11703133626,9650,17200,Sydney,1,Good,Good,0
11703133627,9651,17200,Sydney,1,Good,Good,0
11703133628,9652,17200,Sydney,1,Good,Good,0
11703133629,9653,17200,Sydney,1,Good,Good,0
11703133630,9654,17200,Sydney,1,Good,Good,0
11703133631,9655,17200,Sydney,1,Good,Good,0
11703133632,9656,17200,Sydney,1,Good,Good,0
11703133633,9657,17200,Sydney,1,Good,Good,0
11703133634,9658,17200,Sydney,1,Good,Good,0
11703133635,9659,17200,Sydney,1,Good,Good,0
11703133636,9660,17200,Sydney,1,Good,Good,0
11703133701,9661,17200,Sydney,1,Good,Good,0
11703133702,9662,17200,Sydney,1,Good,Good,0
11703133703,9663,17200,Sydney,1,Good,Good,0
11703133704,9664,17200,Sydney,1,Good,Good,0
11703133705,9665,17200,Sydney,1,Good,Good,0
11703133706,9666,17200,Sydney,1,Good,Good,0
11703133707,9667,17200,Sydney,1,Good,Good,0
11703133708,9668,17200,Sydney,1,Good,Good,0
11703133709,9669,17200,Sydney,1,Good,Good,0
11703133710,9670,17200,Sydney,1,Good,Good,0
11703133711,9671,17200,Sydney,1,Good,Good,0
11703133712,9672,17200,Sydney,1,Good,Good,0
11703133713,9673,17200,Sydney,1,Good,Good,0
11703133714,9674,17200,Sydney,1,Good,Good,0
11703133715,9675,17200,Sydney,1,Good,Good,0
11703133716,9676,17200,Sydney,1,Good,Good,0
11703133717,9677,17200,Sydney,1,Good,Good,0
11703133718,9678,17200,Sydney,1,Good,Good,0
11703133719,9679,17200,Sydney,1,Good,Good,0
11703133720,9680,17200,Sydney,1,Good,Good,0
11703133721,9681,17200,Sydney,1,Good,Good,0
11703133722,9682,17200,Sydney,1,Good,Good,0
11703133723,9683,17200,Sydney,1,Good,Good,0
11703133724,9684,17200,Sydney,1,Good,Good,0
11703133725,9685,17200,Sydney,1,Good,Good,0
11703133726,9686,17200,Sydney,1,Good,Good,0
11703133727,9687,17200,Sydney,1,Good,Good,0
11703133728,9688,17200,Sydney,1,Good,Good,0
11703133729,9689,17200,Sydney,1,Good,Good,0
11703133730,9690,17200,Sydney,1,Good,Good,0
11703133731,9691,19399,Unincorporated NSW,1,Good,Good,0
11703133732,9692,19399,Unincorporated NSW,1,Good,Good,0
11703133733,9693,17200,Sydney,1,Good,Good,0
11703133734,9694,17200,Sydney,1,Good,Good,0
11703133735,9695,17200,Sydney,1,Good,Good,0
11703133736,9696,17200,Sydney,1,Good,Good,0
11703133737,9697,17200,Sydney,1,Good,Good,0
11703133738,9698,17200,Sydney,1,Good,Good,0
11703133739,9699,17200,Sydney,1,Good,Good,0
11703133740,9700,17200,Sydney,1,Good,Good,0
11703133741,9701,17200,Sydney,1,Good,Good,0
11703133742,9702,17200,Sydney,1,Good,Good,0
11703133743,9703,17200,Sydney,1,Good,Good,0
11703133744,9704,17200,Sydney,1,Good,Good,0
11703133745,9705,17200,Sydney,1,Good,Good,0
11703133746,9706,17200,Sydney,1,Good,Good,0
11703133747,9707,17200,Sydney,1,Good,Good,0
11703133748,9708,17200,Sydney,1,Good,Good,0
11703133749,9709,17200,Sydney,1,Good,Good,0
11703133750,9710,17200,Sydney,1,Good,Good,0
11703133751,9711,17200,Sydney,1,Good,Good,0
11703133752,9712,17200,Sydney,1,Good,Good,0
11703133801,9713,17200,Sydney,1,Good,Good,0
11703133802,9714,17200,Sydney,1,Good,Good,0
11703133803,9715,17200,Sydney,1,Good,Good,0
11703133804,9716,17200,Sydney,1,Good,Good,0
11703133805,9717,17200,Sydney,1,Good,Good,0
11703133806,9718,17200,Sydney,1,Good,Good,0
11703133807,9719,17200,Sydney,1,Good,Good,0
11703133808,9720,17200,Sydney,1,Good,Good,0
11703133809,9721,17200,Sydney,1,Good,Good,0
11703133810,9722,17200,Sydney,1,Good,Good,0
11703133811,9723,17200,Sydney,1,Good,Good,0
11703133812,9724,17200,Sydney,1,Good,Good,0
11703133813,9725,17200,Sydney,1,Good,Good,0
11703133814,9726,17200,Sydney,1,Good,Good,0
11703133815,9727,17200,Sydney,1,Good,Good,0
11703133816,9728,17200,Sydney,1,Good,Good,0
11703133817,9729,17200,Sydney,1,Good,Good,0
11703133818,9730,17200,Sydney,1,Good,Good,0
11703133819,9731,17200,Sydney,1,Good,Good,0
11703133820,9732,17200,Sydney,1,Good,Good,0
11703133821,9733,17200,Sydney,1,Good,Good,0
11703133822,9734,17200,Sydney,1,Good,Good,0
11703133823,9735,17200,Sydney,1,Good,Good,0
11703133824,9736,17200,Sydney,1,Good,Good,0
11703133825,9737,17200,Sydney,1,Good,Good,0
11703133826,9738,17200,Sydney,1,Good,Good,0
11703133827,9739,17200,Sydney,1,Good,Good,0
11703133828,9740,17200,Sydney,1,Good,Good,0
11703133829,9741,17200,Sydney,1,Good,Good,0
11703133830,9742,17200,Sydney,1,Good,Good,0
11703133831,9743,17200,Sydney,1,Good,Good,0
11703133832,9744,17200,Sydney,1,Good,Good,0
11703133833,9745,17200,Sydney,1,Good,Good,0
11703133834,9746,17200,Sydney,1,Good,Good,0
11703133835,9747,17200,Sydney,1,Good,Good,0
11703133836,9748,17200,Sydney,1,Good,Good,0
11703133837,9749,17200,Sydney,1,Good,Good,0
11703133838,9750,17200,Sydney,1,Good,Good,0
11703133839,9751,17200,Sydney,1,Good,Good,0
11703133840,9752,17200,Sydney,1,Good,Good,0
11703133841,9753,17200,Sydney,1,Good,Good,0
11801133901,9754,18050,Waverley,1,Good,Good,0
11801133902,9755,18050,Waverley,1,Good,Good,0
11801133903,9756,18050,Waverley,1,Good,Good,0
11801133904,9757,18050,Waverley,1,Good,Good,0
11801133905,9758,18050,Waverley,1,Good,Good,0
11801133906,9759,18050,Waverley,1,Good,Good,0
11801133907,9760,18050,Waverley,1,Good,Good,0
11801133908,9761,18050,Waverley,1,Good,Good,0
11801133909,9762,18050,Waverley,1,Good,Good,0
11801133910,9763,18050,Waverley,1,Good,Good,0
11801133911,9764,18050,Waverley,1,Good,Good,0
11801133912,9765,18050,Waverley,1,Good,Good,0
11801133913,9766,18050,Waverley,1,Good,Good,0
11801133914,9767,18050,Waverley,1,Good,Good,0
11801133915,9768,18050,Waverley,1,Good,Good,0
11801133916,9769,18050,Waverley,1,Good,Good,0
11801133917,9770,18050,Waverley,1,Good,Good,0
11801133918,9771,18050,Waverley,1,Good,Good,0
11801133919,9772,18050,Waverley,1,Good,Good,0
11801133920,9773,18050,Waverley,1,Good,Good,0
11801133921,9774,18050,Waverley,1,Good,Good,0
11801133922,9775,18050,Waverley,1,Good,Good,0
11801133923,9776,18050,Waverley,1,Good,Good,0
11801133924,9777,18050,Waverley,1,Good,Good,0
11801133925,9778,18050,Waverley,1,Good,Good,0
11801133926,9779,18050,Waverley,1,Good,Good,0
11801133927,9780,18050,Waverley,1,Good,Good,0
11801133928,9781,18050,Waverley,1,Good,Good,0
11801133929,9782,18050,Waverley,1,Good,Good,0
11801133930,9783,18050,Waverley,1,Good,Good,0
11801133931,9784,18050,Waverley,1,Good,Good,0
11801133932,9785,18050,Waverley,1,Good,Good,0
11801133933,9786,18050,Waverley,1,Good,Good,0
11801133934,9787,18050,Waverley,1,Good,Good,0
11801133935,9788,18050,Waverley,1,Good,Good,0
11801133936,9789,18050,Waverley,1,Good,Good,0
11801133937,9790,18050,Waverley,1,Good,Good,0
11801133938,9791,18050,Waverley,1,Good,Good,0
11801133939,9792,18050,Waverley,1,Good,Good,0
11801133940,9793,18050,Waverley,1,Good,Good,0
11801133941,9794,18050,Waverley,1,Good,Good,0
11801133942,9795,18050,Waverley,1,Good,Good,0
11801133943,9796,18050,Waverley,1,Good,Good,0
11801133944,9797,18050,Waverley,1,Good,Good,0
11801133945,9798,18050,Waverley,1,Good,Good,0
11801133946,9799,18050,Waverley,1,Good,Good,0
11801133947,9800,18050,Waverley,1,Good,Good,0
11801134001,9801,18050,Waverley,1,Good,Good,0
11801134002,9802,18050,Waverley,1,Good,Good,0
11801134003,9803,18050,Waverley,1,Good,Good,0
11801134004,9804,18050,Waverley,1,Good,Good,0
11801134005,9805,18050,Waverley,1,Good,Good,0
11801134006,9806,18050,Waverley,1,Good,Good,0
11801134007,9807,18050,Waverley,1,Good,Good,0
11801134008,9808,18050,Waverley,1,Good,Good,0
11801134009,9809,18050,Waverley,1,Good,Good,0
11801134010,9810,18050,Waverley,1,Good,Good,0
11801134011,9811,18050,Waverley,1,Good,Good,0
11801134012,9812,18050,Waverley,1,Good,Good,0
11801134013,9813,18050,Waverley,1,Good,Good,0
11801134014,9814,18050,Waverley,1,Good,Good,0
11801134015,9815,18050,Waverley,1,Good,Good,0
11801134016,9816,18050,Waverley,1,Good,Good,0
11801134017,9817,18050,Waverley,1,Good,Good,0
11801134018,9818,18050,Waverley,1,Good,Good,0
11801134019,9819,18050,Waverley,1,Good,Good,0
11801134020,9820,18050,Waverley,1,Good,Good,0
11801134021,9821,18050,Waverley,1,Good,Good,0
11801134022,9822,18050,Waverley,1,Good,Good,0
11801134023,9823,18050,Waverley,1,Good,Good,0
11801134024,9824,18050,Waverley,1,Good,Good,0
11801134025,9825,18050,Waverley,1,Good,Good,0
11801134026,9826,18050,Waverley,1,Good,Good,0
11801134027,9827,18050,Waverley,1,Good,Good,0
11801134028,9828,18050,Waverley,1,Good,Good,0
11801134029,9829,18050,Waverley,1,Good,Good,0
11801134030,9830,18050,Waverley,1,Good,Good,0
11801134031,9831,18050,Waverley,1,Good,Good,0
11801134032,9832,18050,Waverley,1,Good,Good,0
11801134033,9833,18050,Waverley,1,Good,Good,0
11801134034,9834,18050,Waverley,1,Good,Good,0
11801134035,9835,18050,Waverley,1,Good,Good,0
11801134036,9836,18050,Waverley,1,Good,Good,0
11801134037,9837,18050,Waverley,1,Good,Good,0
11801134038,9838,18050,Waverley,1,Good,Good,0
11801134039,9839,18050,Waverley,1,Good,Good,0
11801134040,9840,18050,Waverley,1,Good,Good,0
11801134041,9841,18050,Waverley,1,Good,Good,0
11801134042,9842,18050,Waverley,1,Good,Good,0
11801134043,9843,18050,Waverley,1,Good,Good,0
11801134044,9844,18050,Waverley,1,Good,Good,0
11801134045,9845,18050,Waverley,1,Good,Good,0
11801134046,9846,18050,Waverley,1,Good,Good,0
11801134047,9847,18050,Waverley,1,Good,Good,0
11801134101,9848,18050,Waverley,1,Good,Good,0
11801134102,9849,18050,Waverley,1,Good,Good,0
11801134103,9850,18050,Waverley,1,Good,Good,0
11801134104,9851,18050,Waverley,1,Good,Good,0
11801134105,9852,18050,Waverley,1,Good,Good,0
11801134106,9853,18050,Waverley,1,Good,Good,0
11801134107,9854,18050,Waverley,1,Good,Good,0
11801134108,9855,18050,Waverley,1,Good,Good,0
11801134109,9856,18050,Waverley,1,Good,Good,0
11801134110,9857,18050,Waverley,1,Good,Good,0
11801134111,9858,18050,Waverley,1,Good,Good,0
11801134112,9859,18050,Waverley,1,Good,Good,0
11801134113,9860,18050,Waverley,1,Good,Good,0
11801134114,9861,18050,Waverley,1,Good,Good,0
11801134115,9862,18050,Waverley,1,Good,Good,0
11801134116,9863,18050,Waverley,1,Good,Good,0
11801134117,9864,18050,Waverley,1,Good,Good,0
11801134118,9865,18050,Waverley,1,Good,Good,0
11801134119,9866,18050,Waverley,1,Good,Good,0
11801134120,9867,18050,Waverley,1,Good,Good,0
11801134121,9868,18050,Waverley,1,Good,Good,0
11801134122,9869,18050,Waverley,1,Good,Good,0
11801134123,9870,18050,Waverley,1,Good,Good,0
11801134124,9871,18050,Waverley,1,Good,Good,0
11801134125,9872,18050,Waverley,1,Good,Good,0
11801134126,9873,18050,Waverley,1,Good,Good,0
11801134127,9874,18050,Waverley,1,Good,Good,0
11801134128,9875,18050,Waverley,1,Good,Good,0
11801134129,9876,18050,Waverley,1,Good,Good,0
11801134130,9877,18050,Waverley,1,Good,Good,0
11801134131,9878,18050,Waverley,1,Good,Good,0
11801134132,9879,18050,Waverley,1,Good,Good,0
11801134133,9880,18050,Waverley,1,Good,Good,0
11801134134,9881,18050,Waverley,1,Good,Good,0
11801134135,9882,18050,Waverley,1,Good,Good,0
11801134136,9883,18050,Waverley,1,Good,Good,0
11801134137,9884,18050,Waverley,1,Good,Good,0
11801134138,9885,18050,Waverley,1,Good,Good,0
11801134139,9886,18050,Waverley,1,Good,Good,0
11801134201,9887,16550,Randwick,1,Good,Good,0
11801134301,9888,18500,Woollahra,1,Good,Good,0
11801134302,9889,18500,Woollahra,1,Good,Good,0
11801134303,9890,18500,Woollahra,1,Good,Good,0
11801134304,9891,18500,Woollahra,1,Good,Good,0
11801134305,9892,18500,Woollahra,1,Good,Good,0
11801134306,9893,18500,Woollahra,1,Good,Good,0
11801134307,9894,18500,Woollahra,1,Good,Good,0
11801134308,9895,18500,Woollahra,1,Good,Good,0
11801134309,9896,18500,Woollahra,1,Good,Good,0
11801134310,9897,18500,Woollahra,1,Good,Good,0
11801134311,9898,18500,Woollahra,1,Good,Good,0
