SA1_MAINCODE_2011,SA1_UID_2011,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
40203103608,43228,45890,Port Adelaide Enfield,1,Good,Good,0
40203103609,43229,45890,Port Adelaide Enfield,1,Good,Good,0
40203103610,43230,45890,Port Adelaide Enfield,1,Good,Good,0
40203103611,43231,45890,Port Adelaide Enfield,1,Good,Good,0
40203103612,43232,45890,Port Adelaide Enfield,1,Good,Good,0
40203103613,43233,45890,Port Adelaide Enfield,1,Good,Good,0
40203103614,43234,45890,Port Adelaide Enfield,1,Good,Good,0
40203103615,43235,45890,Port Adelaide Enfield,1,Good,Good,0
40203103616,43236,45890,Port Adelaide Enfield,1,Good,Good,0
40203103617,43237,45890,Port Adelaide Enfield,1,Good,Good,0
40203103618,43238,45890,Port Adelaide Enfield,1,Good,Good,0
40203103619,43239,45890,Port Adelaide Enfield,1,Good,Good,0
40203103620,43240,45890,Port Adelaide Enfield,1,Good,Good,0
40203103621,43241,45890,Port Adelaide Enfield,1,Good,Good,0
40203103622,43242,45890,Port Adelaide Enfield,1,Good,Good,0
40203103623,43243,45890,Port Adelaide Enfield,1,Good,Good,0
40203103624,43244,45890,Port Adelaide Enfield,1,Good,Good,0
40203103625,43245,45890,Port Adelaide Enfield,1,Good,Good,0
40203103626,43246,45890,Port Adelaide Enfield,1,Good,Good,0
40203103627,43247,45890,Port Adelaide Enfield,1,Good,Good,0
40203103628,43248,45890,Port Adelaide Enfield,1,Good,Good,0
40203103629,43249,45890,Port Adelaide Enfield,1,Good,Good,0
40203103630,43250,45890,Port Adelaide Enfield,1,Good,Good,0
40203103631,43251,45890,Port Adelaide Enfield,1,Good,Good,0
40203103632,43252,45890,Port Adelaide Enfield,1,Good,Good,0
40203103633,43253,45890,Port Adelaide Enfield,1,Good,Good,0
40203103634,43254,45890,Port Adelaide Enfield,1,Good,Good,0
40203103635,43255,45890,Port Adelaide Enfield,1,Good,Good,0
40203103636,43256,45890,Port Adelaide Enfield,1,Good,Good,0
40203103637,43257,45890,Port Adelaide Enfield,1,Good,Good,0
40203103638,43258,45890,Port Adelaide Enfield,1,Good,Good,0
40203103639,43259,45890,Port Adelaide Enfield,1,Good,Good,0
40203103640,43260,45890,Port Adelaide Enfield,1,Good,Good,0
40203103641,43261,45890,Port Adelaide Enfield,1,Good,Good,0
40203103642,43262,45890,Port Adelaide Enfield,1,Good,Good,0
40203103643,43263,45890,Port Adelaide Enfield,1,Good,Good,0
40203103644,43264,45890,Port Adelaide Enfield,1,Good,Good,0
40203103645,43265,45890,Port Adelaide Enfield,1,Good,Good,0
40203103646,43266,45890,Port Adelaide Enfield,1,Good,Good,0
40203103647,43267,45890,Port Adelaide Enfield,1,Good,Good,0
40203103648,43268,45890,Port Adelaide Enfield,1,Good,Good,0
40203103649,43269,45890,Port Adelaide Enfield,1,Good,Good,0
40203103650,43270,45890,Port Adelaide Enfield,1,Good,Good,0
40203103651,43271,45890,Port Adelaide Enfield,1,Good,Good,0
40203103701,43272,47140,Salisbury,1,Good,Good,0
40203103702,43273,45890,Port Adelaide Enfield,1,Good,Good,0
40203103703,43274,45890,Port Adelaide Enfield,1,Good,Good,0
40203103704,43275,45890,Port Adelaide Enfield,1,Good,Good,0
40203103705,43276,47140,Salisbury,1,Good,Good,0
40203103706,43277,47140,Salisbury,1,Good,Good,0
40203103707,43278,47700,Tea Tree Gully,1,Good,Good,0
40203103708,43279,47700,Tea Tree Gully,1,Good,Good,0
40203103709,43280,47700,Tea Tree Gully,1,Good,Good,0
40203103710,43281,45890,Port Adelaide Enfield,1,Good,Good,0
40203103711,43282,47700,Tea Tree Gully,1,Good,Good,0
40203103712,43283,45890,Port Adelaide Enfield,1,Good,Good,0
40203103713,43284,45890,Port Adelaide Enfield,1,Good,Good,0
40203103714,43285,45890,Port Adelaide Enfield,1,Good,Good,0
40203103715,43286,45890,Port Adelaide Enfield,1,Good,Good,0
40203103716,43287,45890,Port Adelaide Enfield,1,Good,Good,0
40203103717,43288,45890,Port Adelaide Enfield,1,Good,Good,0
40203103718,43289,45890,Port Adelaide Enfield,1,Good,Good,0
40203103719,43290,45890,Port Adelaide Enfield,1,Good,Good,0
40203103720,43291,45890,Port Adelaide Enfield,1,Good,Good,0
40203103721,43292,45890,Port Adelaide Enfield,1,Good,Good,0
40203103722,43293,45890,Port Adelaide Enfield,1,Good,Good,0
40203103723,43294,47140,Salisbury,1,Good,Good,0
40203103724,43295,45890,Port Adelaide Enfield,1,Good,Good,0
40203103725,43296,45890,Port Adelaide Enfield,1,Good,Good,0
40203103726,43297,47700,Tea Tree Gully,1,Good,Good,0
40203103727,43298,47700,Tea Tree Gully,1,Good,Good,0
40203103728,43299,47700,Tea Tree Gully,1,Good,Good,0
40203103729,43300,45890,Port Adelaide Enfield,1,Good,Good,0
40203103730,43301,45890,Port Adelaide Enfield,1,Good,Good,0
40203103731,43302,45890,Port Adelaide Enfield,1,Good,Good,0
40203103732,43303,47140,Salisbury,1,Good,Good,0
40203103733,43304,47140,Salisbury,1,Good,Good,0
40203103734,43305,45890,Port Adelaide Enfield,1,Good,Good,0
40203103735,43306,45890,Port Adelaide Enfield,1,Good,Good,0
40203103736,43307,45890,Port Adelaide Enfield,1,Good,Good,0
40203103737,43308,45890,Port Adelaide Enfield,1,Good,Good,0
40203103738,43309,45890,Port Adelaide Enfield,1,Good,Good,0
40203103739,43310,45890,Port Adelaide Enfield,1,Good,Good,0
40203103740,43311,45890,Port Adelaide Enfield,1,Good,Good,0
40203103741,43312,45890,Port Adelaide Enfield,1,Good,Good,0
40203103742,43313,45890,Port Adelaide Enfield,1,Good,Good,0
40203103743,43314,45890,Port Adelaide Enfield,1,Good,Good,0
40203103744,43315,45890,Port Adelaide Enfield,1,Good,Good,0
40203103745,43316,45890,Port Adelaide Enfield,1,Good,Good,0
40203103746,43317,45890,Port Adelaide Enfield,1,Good,Good,0
40203103747,43318,45890,Port Adelaide Enfield,1,Good,Good,0
40203103748,43319,47140,Salisbury,1,Good,Good,0
40203103749,43320,45890,Port Adelaide Enfield,1,Good,Good,0
40203103750,43321,45890,Port Adelaide Enfield,1,Good,Good,0
40203103801,43322,45890,Port Adelaide Enfield,1,Good,Good,0
40203103802,43323,45890,Port Adelaide Enfield,1,Good,Good,0
40203103803,43324,45890,Port Adelaide Enfield,1,Good,Good,0
40203103804,43325,45890,Port Adelaide Enfield,1,Good,Good,0
40203103805,43326,45890,Port Adelaide Enfield,1,Good,Good,0
40203103806,43327,45890,Port Adelaide Enfield,1,Good,Good,0
40203103807,43328,45890,Port Adelaide Enfield,1,Good,Good,0
40203103808,43329,45890,Port Adelaide Enfield,1,Good,Good,0
40203103809,43330,45890,Port Adelaide Enfield,1,Good,Good,0
40203103810,43331,45890,Port Adelaide Enfield,1,Good,Good,0
40203103811,43332,45890,Port Adelaide Enfield,1,Good,Good,0
40203103812,43333,45890,Port Adelaide Enfield,1,Good,Good,0
40203103813,43334,45890,Port Adelaide Enfield,1,Good,Good,0
40203103814,43335,45890,Port Adelaide Enfield,1,Good,Good,0
40203103815,43336,45890,Port Adelaide Enfield,1,Good,Good,0
40203103816,43337,45890,Port Adelaide Enfield,1,Good,Good,0
40203103817,43338,45890,Port Adelaide Enfield,1,Good,Good,0
40203103818,43339,45890,Port Adelaide Enfield,1,Good,Good,0
40203103819,43340,45890,Port Adelaide Enfield,1,Good,Good,0
40203103820,43341,45890,Port Adelaide Enfield,1,Good,Good,0
40203103821,43342,45890,Port Adelaide Enfield,1,Good,Good,0
40203103822,43343,45890,Port Adelaide Enfield,1,Good,Good,0
40203103823,43344,45890,Port Adelaide Enfield,1,Good,Good,0
40203103824,43345,45890,Port Adelaide Enfield,1,Good,Good,0
40203103825,43346,45890,Port Adelaide Enfield,1,Good,Good,0
40203103826,43347,45890,Port Adelaide Enfield,1,Good,Good,0
40203103827,43348,45890,Port Adelaide Enfield,1,Good,Good,0
40203103828,43349,45890,Port Adelaide Enfield,1,Good,Good,0
40203103829,43350,45890,Port Adelaide Enfield,1,Good,Good,0
40203103830,43351,45890,Port Adelaide Enfield,1,Good,Good,0
40203103831,43352,45890,Port Adelaide Enfield,1,Good,Good,0
40203103832,43353,45890,Port Adelaide Enfield,1,Good,Good,0
40203103833,43354,45890,Port Adelaide Enfield,1,Good,Good,0
40203103834,43355,45890,Port Adelaide Enfield,1,Good,Good,0
40203103835,43356,45890,Port Adelaide Enfield,1,Good,Good,0
40203103836,43357,45890,Port Adelaide Enfield,1,Good,Good,0
40203103837,43358,45890,Port Adelaide Enfield,1,Good,Good,0
40203103838,43359,45890,Port Adelaide Enfield,1,Good,Good,0
40203103839,43360,45890,Port Adelaide Enfield,1,Good,Good,0
40204103901,43361,47140,Salisbury,1,Good,Good,0
40204104001,43362,47140,Salisbury,1,Good,Good,0
40204104002,43363,47140,Salisbury,1,Good,Good,0
40204104003,43364,47140,Salisbury,1,Good,Good,0
40204104004,43365,47140,Salisbury,1,Good,Good,0
40204104005,43366,47140,Salisbury,1,Good,Good,0
40204104006,43367,47140,Salisbury,1,Good,Good,0
40204104007,43368,47140,Salisbury,1,Good,Good,0
40204104008,43369,47140,Salisbury,1,Good,Good,0
40204104009,43370,47140,Salisbury,1,Good,Good,0
40204104010,43371,47140,Salisbury,1,Good,Good,0
40204104011,43372,47140,Salisbury,1,Good,Good,0
40204104012,43373,47140,Salisbury,1,Good,Good,0
40204104013,43374,47140,Salisbury,1,Good,Good,0
40204104014,43375,47140,Salisbury,1,Good,Good,0
40204104015,43376,47140,Salisbury,1,Good,Good,0
40204104016,43377,47140,Salisbury,1,Good,Good,0
40204104017,43378,47140,Salisbury,1,Good,Good,0
40204104018,43379,47140,Salisbury,1,Good,Good,0
40204104019,43380,47140,Salisbury,1,Good,Good,0
40204104020,43381,47140,Salisbury,1,Good,Good,0
40204104021,43382,47140,Salisbury,1,Good,Good,0
40204104022,43383,47140,Salisbury,1,Good,Good,0
40204104023,43384,47140,Salisbury,1,Good,Good,0
40204104024,43385,47140,Salisbury,1,Good,Good,0
40204104025,43386,47140,Salisbury,1,Good,Good,0
40204104026,43387,47140,Salisbury,1,Good,Good,0
40204104027,43388,47140,Salisbury,1,Good,Good,0
40204104028,43389,47140,Salisbury,1,Good,Good,0
40204104029,43390,47140,Salisbury,1,Good,Good,0
40204104030,43391,47140,Salisbury,1,Good,Good,0
40204104031,43392,47140,Salisbury,1,Good,Good,0
40204104032,43393,47140,Salisbury,1,Good,Good,0
40204104033,43394,47140,Salisbury,1,Good,Good,0
40204104034,43395,47140,Salisbury,1,Good,Good,0
40204104035,43396,47140,Salisbury,1,Good,Good,0
40204104036,43397,47140,Salisbury,1,Good,Good,0
40204104037,43398,47140,Salisbury,1,Good,Good,0
40204104101,43399,47140,Salisbury,1,Good,Good,0
40204104102,43400,47140,Salisbury,1,Good,Good,0
40204104103,43401,47140,Salisbury,1,Good,Good,0
40204104104,43402,47140,Salisbury,1,Good,Good,0
40204104105,43403,47140,Salisbury,1,Good,Good,0
40204104106,43404,47140,Salisbury,1,Good,Good,0
40204104107,43405,47140,Salisbury,1,Good,Good,0
40204104108,43406,47140,Salisbury,1,Good,Good,0
40204104109,43407,47140,Salisbury,1,Good,Good,0
40204104110,43408,47140,Salisbury,1,Good,Good,0
40204104111,43409,47140,Salisbury,1,Good,Good,0
40204104112,43410,47700,Tea Tree Gully,1,Good,Good,0
40204104113,43411,47700,Tea Tree Gully,1,Good,Good,0
40204104114,43412,47700,Tea Tree Gully,1,Good,Good,0
40204104115,43413,47140,Salisbury,1,Good,Good,0
40204104116,43414,47140,Salisbury,1,Good,Good,0
40204104117,43415,47140,Salisbury,1,Good,Good,0
40204104118,43416,47140,Salisbury,1,Good,Good,0
40204104119,43417,47140,Salisbury,1,Good,Good,0
40204104120,43418,47140,Salisbury,1,Good,Good,0
40204104121,43419,47140,Salisbury,1,Good,Good,0
40204104122,43420,47140,Salisbury,0.8824992,Good,Good,0
40204104122,43420,47700,Tea Tree Gully,0.1175008,Good,Good,0
40204104123,43421,47140,Salisbury,1,Good,Good,0
40204104124,43422,47140,Salisbury,1,Good,Good,0
40204104125,43423,47140,Salisbury,1,Good,Good,0
40204104126,43424,47140,Salisbury,1,Good,Good,0
40204104127,43425,47140,Salisbury,1,Good,Good,0
40204104128,43426,47140,Salisbury,1,Good,Good,0
40204104129,43427,47140,Salisbury,1,Good,Good,0
40204104130,43428,47140,Salisbury,1,Good,Good,0
40204104131,43429,47140,Salisbury,1,Good,Good,0
40204104132,43430,47140,Salisbury,1,Good,Good,0
40204104133,43431,47140,Salisbury,1,Good,Good,0
40204104134,43432,47140,Salisbury,1,Good,Good,0
40204104135,43433,47140,Salisbury,1,Good,Good,0
40204104136,43434,47140,Salisbury,1,Good,Good,0
40204104137,43435,47140,Salisbury,1,Good,Good,0
40204104138,43436,47140,Salisbury,1,Good,Good,0
40204104201,43437,47140,Salisbury,1,Good,Good,0
40204104301,43438,47140,Salisbury,1,Good,Good,0
40204104302,43439,47140,Salisbury,1,Good,Good,0
40204104303,43440,47140,Salisbury,1,Good,Good,0
40204104304,43441,47140,Salisbury,1,Good,Good,0
40204104305,43442,47140,Salisbury,1,Good,Good,0
40204104306,43443,47140,Salisbury,1,Good,Good,0
40204104307,43444,47140,Salisbury,1,Good,Good,0
40204104308,43445,47140,Salisbury,1,Good,Good,0
40204104309,43446,47140,Salisbury,1,Good,Good,0
40204104310,43447,47140,Salisbury,1,Good,Good,0
40204104311,43448,47140,Salisbury,1,Good,Good,0
40204104312,43449,47140,Salisbury,1,Good,Good,0
40204104313,43450,47140,Salisbury,1,Good,Good,0
40204104314,43451,47140,Salisbury,1,Good,Good,0
40204104315,43452,47140,Salisbury,1,Good,Good,0
40204104316,43453,47140,Salisbury,1,Good,Good,0
40204104317,43454,47140,Salisbury,1,Good,Good,0
40204104318,43455,47140,Salisbury,1,Good,Good,0
40204104319,43456,47140,Salisbury,1,Good,Good,0
40204104320,43457,47140,Salisbury,1,Good,Good,0
40204104321,43458,47140,Salisbury,1,Good,Good,0
40204104322,43459,47140,Salisbury,1,Good,Good,0
40204104323,43460,47140,Salisbury,1,Good,Good,0
40204104324,43461,47140,Salisbury,1,Good,Good,0
40204104325,43462,47140,Salisbury,1,Good,Good,0
40204104326,43463,47140,Salisbury,1,Good,Good,0
40204104327,43464,47140,Salisbury,1,Good,Good,0
40204104328,43465,47140,Salisbury,1,Good,Good,0
40204104329,43466,47140,Salisbury,1,Good,Good,0
40204104330,43467,47140,Salisbury,1,Good,Good,0
40204104331,43468,47140,Salisbury,1,Good,Good,0
40204104332,43469,47140,Salisbury,1,Good,Good,0
40204104333,43470,47140,Salisbury,1,Good,Good,0
40204104334,43471,47140,Salisbury,1,Good,Good,0
40204104335,43472,47140,Salisbury,1,Good,Good,0
40204104336,43473,47140,Salisbury,1,Good,Good,0
40204104337,43474,47140,Salisbury,1,Good,Good,0
40204104401,43475,47140,Salisbury,1,Good,Good,0
40204104402,43476,47140,Salisbury,1,Good,Good,0
40204104403,43477,47140,Salisbury,1,Good,Good,0
40204104404,43478,47140,Salisbury,1,Good,Good,0
40204104405,43479,47140,Salisbury,1,Good,Good,0
40204104406,43480,47140,Salisbury,1,Good,Good,0
40204104407,43481,47140,Salisbury,1,Good,Good,0
40204104408,43482,47140,Salisbury,1,Good,Good,0
40204104409,43483,47140,Salisbury,1,Good,Good,0
40204104410,43484,47140,Salisbury,1,Good,Good,0
40204104411,43485,47140,Salisbury,1,Good,Good,0
40204104412,43486,47140,Salisbury,1,Good,Good,0
40204104413,43487,47140,Salisbury,1,Good,Good,0
40204104414,43488,47140,Salisbury,1,Good,Good,0
40204104415,43489,47140,Salisbury,1,Good,Good,0
40204104416,43490,47140,Salisbury,1,Good,Good,0
40204104417,43491,47140,Salisbury,1,Good,Good,0
40204104418,43492,47140,Salisbury,1,Good,Good,0
40204104419,43493,47140,Salisbury,1,Good,Good,0
40204104420,43494,47140,Salisbury,1,Good,Good,0
40204104421,43495,47140,Salisbury,1,Good,Good,0
40204104422,43496,47140,Salisbury,1,Good,Good,0
40204104423,43497,47140,Salisbury,1,Good,Good,0
40204104424,43498,47140,Salisbury,1,Good,Good,0
40204104425,43499,47140,Salisbury,1,Good,Good,0
40204104426,43500,47140,Salisbury,1,Good,Good,0
40204104427,43501,47140,Salisbury,1,Good,Good,0
40204104428,43502,47140,Salisbury,1,Good,Good,0
40204104429,43503,47140,Salisbury,1,Good,Good,0
40204104430,43504,47140,Salisbury,1,Good,Good,0
40204104431,43505,47140,Salisbury,1,Good,Good,0
40204104432,43506,47140,Salisbury,1,Good,Good,0
40204104433,43507,47140,Salisbury,1,Good,Good,0
40204104434,43508,47140,Salisbury,1,Good,Good,0
40204104435,43509,47140,Salisbury,1,Good,Good,0
40204104436,43510,47140,Salisbury,1,Good,Good,0
40204104437,43511,47140,Salisbury,1,Good,Good,0
40204104438,43512,47140,Salisbury,1,Good,Good,0
40204104501,43513,47140,Salisbury,1,Good,Good,0
40204104502,43514,47140,Salisbury,1,Good,Good,0
40204104503,43515,47140,Salisbury,1,Good,Good,0
40204104504,43516,47140,Salisbury,1,Good,Good,0
40204104505,43517,47140,Salisbury,1,Good,Good,0
40204104506,43518,47140,Salisbury,1,Good,Good,0
40204104507,43519,47140,Salisbury,1,Good,Good,0
40204104508,43520,47140,Salisbury,1,Good,Good,0
40204104509,43521,47140,Salisbury,1,Good,Good,0
40204104510,43522,47140,Salisbury,1,Good,Good,0
40204104511,43523,47140,Salisbury,1,Good,Good,0
40204104512,43524,47140,Salisbury,1,Good,Good,0
40204104513,43525,47140,Salisbury,1,Good,Good,0
40204104514,43526,47140,Salisbury,1,Good,Good,0
40204104515,43527,47140,Salisbury,1,Good,Good,0
40204104516,43528,47140,Salisbury,1,Good,Good,0
40204104517,43529,47140,Salisbury,1,Good,Good,0
40204104518,43530,47140,Salisbury,1,Good,Good,0
40204104519,43531,47140,Salisbury,1,Good,Good,0
40204104520,43532,47140,Salisbury,1,Good,Good,0
40204104521,43533,47140,Salisbury,1,Good,Good,0
40204104522,43534,47140,Salisbury,1,Good,Good,0
40204104523,43535,47140,Salisbury,1,Good,Good,0
40204104524,43536,47140,Salisbury,1,Good,Good,0
40204104525,43537,47140,Salisbury,1,Good,Good,0
40204104526,43538,47140,Salisbury,1,Good,Good,0
40204104527,43539,47140,Salisbury,1,Good,Good,0
40204104528,43540,47140,Salisbury,1,Good,Good,0
40204104529,43541,47140,Salisbury,1,Good,Good,0
40204104530,43542,47140,Salisbury,1,Good,Good,0
40204104531,43543,47140,Salisbury,1,Good,Good,0
40204104532,43544,47140,Salisbury,1,Good,Good,0
40204104533,43545,47140,Salisbury,1,Good,Good,0
40204104534,43546,47140,Salisbury,1,Good,Good,0
40204104535,43547,47140,Salisbury,1,Good,Good,0
40204104536,43548,47140,Salisbury,1,Good,Good,0
40204104537,43549,47140,Salisbury,1,Good,Good,0
40204104601,43550,47140,Salisbury,1,Good,Good,0
40204104602,43551,47140,Salisbury,1,Good,Good,0
40204104603,43552,47140,Salisbury,1,Good,Good,0
40204104604,43553,47140,Salisbury,1,Good,Good,0
40204104605,43554,47140,Salisbury,1,Good,Good,0
40204104606,43555,47140,Salisbury,1,Good,Good,0
40204104607,43556,47140,Salisbury,1,Good,Good,0
40204104608,43557,47140,Salisbury,1,Good,Good,0
40204104609,43558,47140,Salisbury,1,Good,Good,0
40204104610,43559,47140,Salisbury,1,Good,Good,0
40204104611,43560,47140,Salisbury,1,Good,Good,0
40204104612,43561,47140,Salisbury,1,Good,Good,0
40204104613,43562,47140,Salisbury,1,Good,Good,0
40204104614,43563,47140,Salisbury,1,Good,Good,0
40204104615,43564,47140,Salisbury,1,Good,Good,0
40204104616,43565,47140,Salisbury,1,Good,Good,0
40204104617,43566,47140,Salisbury,1,Good,Good,0
40204104618,43567,47140,Salisbury,1,Good,Good,0
40204104619,43568,47140,Salisbury,1,Good,Good,0
40204104620,43569,47140,Salisbury,1,Good,Good,0
40204104621,43570,47140,Salisbury,1,Good,Good,0
40204104622,43571,47140,Salisbury,1,Good,Good,0
40204104623,43572,47140,Salisbury,1,Good,Good,0
40204104624,43573,47140,Salisbury,1,Good,Good,0
40204104625,43574,47140,Salisbury,1,Good,Good,0
40204104626,43575,47140,Salisbury,1,Good,Good,0
40204104627,43576,47140,Salisbury,1,Good,Good,0
40204104628,43577,47140,Salisbury,1,Good,Good,0
40204104629,43578,47140,Salisbury,1,Good,Good,0
40204104630,43579,47140,Salisbury,1,Good,Good,0
40204104631,43580,47140,Salisbury,1,Good,Good,0
40204104632,43581,47140,Salisbury,1,Good,Good,0
40204104633,43582,47140,Salisbury,1,Good,Good,0
40204104634,43583,47140,Salisbury,1,Good,Good,0
40204104701,43584,47140,Salisbury,1,Good,Good,0
40204104702,43585,47140,Salisbury,1,Good,Good,0
40204104703,43586,47140,Salisbury,1,Good,Good,0
40204104704,43587,47140,Salisbury,1,Good,Good,0
40204104705,43588,47700,Tea Tree Gully,1,Good,Good,0
40204104706,43589,47140,Salisbury,1,Good,Good,0
40204104707,43590,47140,Salisbury,1,Good,Good,0
40204104708,43591,47140,Salisbury,1,Good,Good,0
40204104709,43592,47140,Salisbury,1,Good,Good,0
40204104710,43593,47140,Salisbury,1,Good,Good,0
40204104711,43594,47140,Salisbury,1,Good,Good,0
40204104712,43595,47140,Salisbury,1,Good,Good,0
40204104713,43596,47140,Salisbury,1,Good,Good,0
40204104714,43597,47140,Salisbury,1,Good,Good,0
40204104715,43598,47140,Salisbury,1,Good,Good,0
40204104716,43599,47140,Salisbury,0.625,Good,Good,0
40204104716,43599,47700,Tea Tree Gully,0.375,Good,Good,0
40204104717,43600,47140,Salisbury,1,Good,Good,0
40204104718,43601,47140,Salisbury,1,Good,Good,0
40204104719,43602,47140,Salisbury,1,Good,Good,0
40204104720,43603,47140,Salisbury,1,Good,Good,0
40204104721,43604,47140,Salisbury,1,Good,Good,0
40204104722,43605,47140,Salisbury,1,Good,Good,0
40204104723,43606,47140,Salisbury,1,Good,Good,0
40204104724,43607,47140,Salisbury,1,Good,Good,0
40204104725,43608,47140,Salisbury,1,Good,Good,0
40204104726,43609,47140,Salisbury,1,Good,Good,0
40204104727,43610,47140,Salisbury,1,Good,Good,0
40204104728,43611,47140,Salisbury,1,Good,Good,0
40204104729,43612,47140,Salisbury,1,Good,Good,0
40204104730,43613,47140,Salisbury,1,Good,Good,0
40204104731,43614,47140,Salisbury,1,Good,Good,0
40204104732,43615,47140,Salisbury,1,Good,Good,0
40204104733,43616,47140,Salisbury,1,Good,Good,0
40204104734,43617,47140,Salisbury,1,Good,Good,0
40204104735,43618,47140,Salisbury,1,Good,Good,0
40204104736,43619,47140,Salisbury,1,Good,Good,0
40204104737,43620,47140,Salisbury,1,Good,Good,0
40204104738,43621,47140,Salisbury,1,Good,Good,0
40204104739,43622,47140,Salisbury,1,Good,Good,0
40204104740,43623,47140,Salisbury,1,Good,Good,0
40204104741,43624,47140,Salisbury,1,Good,Good,0
40204104742,43625,47140,Salisbury,1,Good,Good,0
40204104743,43626,47140,Salisbury,1,Good,Good,0
40204104744,43627,47700,Tea Tree Gully,1,Good,Good,0
40204104801,43628,47140,Salisbury,1,Good,Good,0
40204104802,43629,47140,Salisbury,1,Good,Good,0
40204104803,43630,47140,Salisbury,1,Good,Good,0
40204104804,43631,47140,Salisbury,1,Good,Good,0
40204104805,43632,47140,Salisbury,1,Good,Good,0
40204104806,43633,47140,Salisbury,1,Good,Good,0
40204104807,43634,47140,Salisbury,1,Good,Good,0
40204104808,43635,47140,Salisbury,1,Good,Good,0
40204104809,43636,47140,Salisbury,1,Good,Good,0
40204104810,43637,47140,Salisbury,1,Good,Good,0
40204104811,43638,47140,Salisbury,1,Good,Good,0
40204104812,43639,47140,Salisbury,1,Good,Good,0
40204104813,43640,47140,Salisbury,1,Good,Good,0
40204104814,43641,47140,Salisbury,1,Good,Good,0
40204104815,43642,47140,Salisbury,1,Good,Good,0
40204104816,43643,47140,Salisbury,1,Good,Good,0
40204104817,43644,47140,Salisbury,1,Good,Good,0
40204104818,43645,47140,Salisbury,1,Good,Good,0
40204104819,43646,47140,Salisbury,1,Good,Good,0
40204104820,43647,47140,Salisbury,1,Good,Good,0
40204104821,43648,47140,Salisbury,1,Good,Good,0
40204104822,43649,47140,Salisbury,1,Good,Good,0
40204104823,43650,47140,Salisbury,1,Good,Good,0
40204104824,43651,47140,Salisbury,1,Good,Good,0
40204104825,43652,47140,Salisbury,1,Good,Good,0
40204104826,43653,47140,Salisbury,1,Good,Good,0
40204104827,43654,47140,Salisbury,1,Good,Good,0
40204104828,43655,47140,Salisbury,1,Good,Good,0
40204104829,43656,47140,Salisbury,1,Good,Good,0
40204104830,43657,47140,Salisbury,1,Good,Good,0
40204104831,43658,47140,Salisbury,1,Good,Good,0
40204104832,43659,47140,Salisbury,1,Good,Good,0
40204104833,43660,47140,Salisbury,1,Good,Good,0
40204104834,43661,47140,Salisbury,1,Good,Good,0
40205104901,43662,47700,Tea Tree Gully,1,Good,Good,0
40205104902,43663,47700,Tea Tree Gully,1,Good,Good,0
40205104903,43664,47700,Tea Tree Gully,1,Good,Good,0
40205104904,43665,47700,Tea Tree Gully,1,Good,Good,0
40205104905,43666,47700,Tea Tree Gully,1,Good,Good,0
40205104906,43667,47700,Tea Tree Gully,1,Good,Good,0
40205104907,43668,47700,Tea Tree Gully,1,Good,Good,0
40205104908,43669,47700,Tea Tree Gully,1,Good,Good,0
40205104909,43670,47700,Tea Tree Gully,1,Good,Good,0
40205104910,43671,47700,Tea Tree Gully,1,Good,Good,0
40205104911,43672,47700,Tea Tree Gully,1,Good,Good,0
40205104912,43673,47700,Tea Tree Gully,1,Good,Good,0
40205104913,43674,47700,Tea Tree Gully,1,Good,Good,0
40205104914,43675,47700,Tea Tree Gully,1,Good,Good,0
40205104915,43676,47700,Tea Tree Gully,1,Good,Good,0
40205104916,43677,47700,Tea Tree Gully,1,Good,Good,0
40205104917,43678,47700,Tea Tree Gully,1,Good,Good,0
40205104918,43679,47700,Tea Tree Gully,1,Good,Good,0
40205104919,43680,47700,Tea Tree Gully,1,Good,Good,0
40205104920,43681,47700,Tea Tree Gully,1,Good,Good,0
40205104921,43682,47700,Tea Tree Gully,1,Good,Good,0
40205104922,43683,47700,Tea Tree Gully,1,Good,Good,0
40205104923,43684,47700,Tea Tree Gully,1,Good,Good,0
40205104924,43685,47700,Tea Tree Gully,1,Good,Good,0
40205104925,43686,47700,Tea Tree Gully,1,Good,Good,0
40205105001,43687,47700,Tea Tree Gully,1,Good,Good,0
40205105002,43688,47700,Tea Tree Gully,1,Good,Good,0
40205105003,43689,47700,Tea Tree Gully,1,Good,Good,0
40205105004,43690,47700,Tea Tree Gully,1,Good,Good,0
40205105005,43691,47700,Tea Tree Gully,1,Good,Good,0
40205105006,43692,47700,Tea Tree Gully,1,Good,Good,0
40205105007,43693,47700,Tea Tree Gully,1,Good,Good,0
40205105008,43694,47700,Tea Tree Gully,1,Good,Good,0
40205105009,43695,47700,Tea Tree Gully,1,Good,Good,0
40205105010,43696,47700,Tea Tree Gully,1,Good,Good,0
40205105011,43697,47700,Tea Tree Gully,1,Good,Good,0
40205105012,43698,47700,Tea Tree Gully,1,Good,Good,0
40205105013,43699,47700,Tea Tree Gully,1,Good,Good,0
40205105014,43700,47700,Tea Tree Gully,1,Good,Good,0
40205105015,43701,47700,Tea Tree Gully,1,Good,Good,0
40205105016,43702,47700,Tea Tree Gully,1,Good,Good,0
40205105017,43703,47700,Tea Tree Gully,1,Good,Good,0
