DZN_CODE_2011,DZN_NAME_2011,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
112975862,Dural - Kenthurst - Wisemans Ferry,112975862,1,Good,Good,0
112975863,Dural - Kenthurst - Wisemans Ferry,112975863,1,Good,Good,0
112975864,Dural - Kenthurst - Wisemans Ferry,112975864,1,Good,Good,0
112975865,Dural - Kenthurst - Wisemans Ferry,112975865,1,Good,Good,0
112975866,Dural - Kenthurst - Wisemans Ferry,112975866,1,Good,Good,0
112975867,Dural - Kenthurst - Wisemans Ferry,112975867,1,Good,Good,0
112975868,Dural - Kenthurst - Wisemans Ferry,112975868,1,Good,Good,0
112975869,Dural - Kenthurst - Wisemans Ferry,112975869,1,Good,Good,0
112985882,Galston - Laughtondale,112985882,1,Good,Good,0
112985883,Galston - Laughtondale,112985883,1,Good,Good,0
112995784,Bilpin - Colo - St Albans,112995784,1,Good,Good,0
112995785,Bilpin - Colo - St Albans,112995785,1,Good,Good,0
113005798,Kurrajong Heights - Ebenezer,113005798,1,Good,Good,0
113005799,Kurrajong Heights - Ebenezer,113005799,1,Good,Good,0
113005800,Kurrajong Heights - Ebenezer,113005800,1,Good,Good,0
113005801,Kurrajong Heights - Ebenezer,113005801,1,Good,Good,0
113005802,Kurrajong Heights - Ebenezer,113005802,1,Good,Good,0
113005803,Kurrajong Heights - Ebenezer,113005803,1,Good,Good,0
113005804,Kurrajong Heights - Ebenezer,113005804,1,Good,Good,0
113015817,Pitt Town - McGraths Hill,113015817,1,Good,Good,0
113015818,Pitt Town - McGraths Hill,113015818,1,Good,Good,0
113015819,Pitt Town - McGraths Hill,113015819,1,Good,Good,0
113015820,Pitt Town - McGraths Hill,113015820,1,Good,Good,0
113015821,Pitt Town - McGraths Hill,113015823,0.9473684,Good,Good,0
113015821,Pitt Town - McGraths Hill,116230001,0.0526316,Good,Good,0
113015822,Pitt Town - McGraths Hill,113015822,1,Good,Good,0
113025835,Rouse Hill - Beaumont Hills,116250002,0.25,Poor,Good,0
113025835,Rouse Hill - Beaumont Hills,116250004,0.3333333,Poor,Good,0
113025835,Rouse Hill - Beaumont Hills,116250005,0.0208333,Poor,Good,0
113025835,Rouse Hill - Beaumont Hills,116250007,0.3958333,Poor,Good,0
113025836,Rouse Hill - Beaumont Hills,116250003,0.55,Poor,Good,0
113025836,Rouse Hill - Beaumont Hills,116250006,0.45,Poor,Good,0
113025837,Rouse Hill - Beaumont Hills,116240003,1,Good,Good,0
113025838,Rouse Hill - Beaumont Hills,116240002,0.5945946,Poor,Good,0
113025838,Rouse Hill - Beaumont Hills,116250005,0.4054054,Poor,Good,0
113025839,Rouse Hill - Beaumont Hills,116250008,0.975,Good,Good,0
113025839,Rouse Hill - Beaumont Hills,116320002,0.025,Poor,Good,0
113025840,Rouse Hill - Beaumont Hills,116240001,1,Good,Good,0
113025841,Rouse Hill - Beaumont Hills,116250001,1,Good,Good,0
113025842,Rouse Hill - Beaumont Hills,116230002,1,Good,Good,0
113025843,Rouse Hill - Beaumont Hills,116230003,1,Good,Good,0
113025844,Rouse Hill - Beaumont Hills,116230001,1,Good,Good,0
113035700,Blacktown (East) - Kings Park,113035700,1,Good,Good,0
113035701,Blacktown (East) - Kings Park,113035701,1,Good,Good,0
113035702,Blacktown (East) - Kings Park,113035702,1,Good,Good,0
113035703,Blacktown (East) - Kings Park,113035711,0.5,Poor,Good,0
113035703,Blacktown (East) - Kings Park,113035712,0.5,Poor,Good,0
113035704,Blacktown (East) - Kings Park,113035704,1,Good,Good,0
113035705,Blacktown (East) - Kings Park,113035705,1,Good,Good,0
113035706,Blacktown (East) - Kings Park,113035706,1,Good,Good,0
113035707,Blacktown (East) - Kings Park,113035707,1,Good,Good,0
113035708,Blacktown (East) - Kings Park,113035708,1,Good,Good,0
113035709,Blacktown (East) - Kings Park,113035707,0.0277778,Good,Good,0
113035709,Blacktown (East) - Kings Park,113035709,0.9722222,Good,Good,0
113035710,Blacktown (East) - Kings Park,113035710,1,Good,Good,0
113045683,Blacktown (North) - Marayong,113045683,1,Good,Good,0
113045684,Blacktown (North) - Marayong,113045684,1,Good,Good,0
113045685,Blacktown (North) - Marayong,113045685,1,Good,Good,0
113045686,Blacktown (North) - Marayong,113045686,1,Good,Good,0
113045687,Blacktown (North) - Marayong,113045687,1,Good,Good,0
113055723,Blacktown (South),115600001,1,Good,Good,0
113055724,Blacktown (South),115600003,1,Good,Good,0
113055725,Blacktown (South),115610002,1,Good,Good,0
113055726,Blacktown (South),115600004,0.8108108,Acceptable,Good,0
113055726,Blacktown (South),115610005,0.1891892,Poor,Good,0
113055727,Blacktown (South),115610004,1,Good,Good,0
113055728,Blacktown (South),115600002,1,Good,Good,0
113055729,Blacktown (South),115610001,1,Good,Good,0
113055730,Blacktown (South),115610003,1,Good,Good,0
113065666,Doonside - Woodcroft,113065666,1,Good,Good,0
113065667,Doonside - Woodcroft,113065667,0.9787234,Good,Good,0
113065667,Doonside - Woodcroft,113195632,0.0212766,Good,Good,0
113065668,Doonside - Woodcroft,113065668,0.9787234,Good,Good,0
113065668,Doonside - Woodcroft,113195636,0.0212766,Acceptable,Good,0
113065669,Doonside - Woodcroft,113065669,1,Good,Good,0
113065670,Doonside - Woodcroft,113065670,1,Good,Good,0
113075743,Lalor Park - Kings Langley,113075752,0.54,Poor,Good,0
113075743,Lalor Park - Kings Langley,113075753,0.44,Poor,Good,0
113075743,Lalor Park - Kings Langley,114943625,0.02,Good,Good,0
113075744,Lalor Park - Kings Langley,113070001,0.6666667,Poor,Good,0
113075744,Lalor Park - Kings Langley,113070002,0.3333333,Poor,Good,0
113075745,Lalor Park - Kings Langley,113075745,1,Good,Good,0
113075746,Lalor Park - Kings Langley,113075746,1,Good,Good,0
113075747,Lalor Park - Kings Langley,113075747,1,Good,Good,0
113075748,Lalor Park - Kings Langley,113075748,1,Good,Good,0
113075749,Lalor Park - Kings Langley,113075749,1,Good,Good,0
113075750,Lalor Park - Kings Langley,113075750,1,Good,Good,0
113075751,Lalor Park - Kings Langley,113075751,1,Good,Good,0
113085764,Seven Hills - Toongabbie,116260001,0.8709677,Acceptable,Good,0
113085764,Seven Hills - Toongabbie,117150001,0.1290323,Good,Good,0
113085765,Seven Hills - Toongabbie,116260002,1,Good,Good,0
113085766,Seven Hills - Toongabbie,116270001,1,Good,Good,0
113085767,Seven Hills - Toongabbie,116260003,1,Good,Good,0
113085768,Seven Hills - Toongabbie,116260004,1,Good,Good,0
113085769,Seven Hills - Toongabbie,116270002,1,Good,Good,0
113085770,Seven Hills - Toongabbie,116260005,1,Good,Good,0
113085771,Seven Hills - Toongabbie,116260006,1,Good,Good,0
113095528,Glenwood,113095528,1,Good,Good,0
113095529,Glenwood,113095529,1,Good,Good,0
113095530,Glenwood,113095530,1,Poor,Good,0
113095531,Glenwood,113095531,1,Good,Good,0
113105510,Parklea - Kellyville Ridge,116330003,1,Good,Good,0
113105511,Parklea - Kellyville Ridge,116330004,1,Good,Good,0
113105512,Parklea - Kellyville Ridge,116280002,0.1521739,Poor,Good,0
113105512,Parklea - Kellyville Ridge,116280003,0.4347826,Poor,Good,0
113105512,Parklea - Kellyville Ridge,116280004,0.1521739,Poor,Good,0
113105512,Parklea - Kellyville Ridge,116280005,0.1086957,Poor,Good,0
113105512,Parklea - Kellyville Ridge,116280006,0.1521739,Poor,Good,0
113105513,Parklea - Kellyville Ridge,116330005,1,Good,Good,0
113105514,Parklea - Kellyville Ridge,116220001,0.0238095,Good,Good,0
113105514,Parklea - Kellyville Ridge,116280002,0.1428571,Poor,Good,0
113105514,Parklea - Kellyville Ridge,116330001,0.4047619,Poor,Good,0
113105514,Parklea - Kellyville Ridge,116330002,0.4285714,Poor,Good,0
113105515,Parklea - Kellyville Ridge,116280001,0.625,Poor,Good,0
113105515,Parklea - Kellyville Ridge,116330001,0.375,Poor,Good,0
113115488,Quakers Hill - Acacia Gardens,115620001,1,Acceptable,Good,0
113115489,Quakers Hill - Acacia Gardens,115630007,1,Good,Good,0
113115490,Quakers Hill - Acacia Gardens,115630005,1,Good,Good,0
113115491,Quakers Hill - Acacia Gardens,115620001,0.2,Acceptable,Good,0
113115491,Quakers Hill - Acacia Gardens,115630009,0.8,Acceptable,Good,0
113115492,Quakers Hill - Acacia Gardens,115630008,1,Good,Good,0
113115493,Quakers Hill - Acacia Gardens,115630001,1,Good,Good,0
113115494,Quakers Hill - Acacia Gardens,115630006,1,Good,Good,0
113115495,Quakers Hill - Acacia Gardens,115630003,1,Good,Good,0
113115496,Quakers Hill - Acacia Gardens,115630002,1,Good,Good,0
113115497,Quakers Hill - Acacia Gardens,115630004,1,Good,Good,0
113125464,Riverstone - Marsden Park,116300001,0.1521739,Poor,Good,0
113125464,Riverstone - Marsden Park,116310001,0.8478261,Acceptable,Good,0
113125465,Riverstone - Marsden Park,116290001,0.7435897,Poor,Good,0
113125465,Riverstone - Marsden Park,116290002,0.2564103,Poor,Good,0
113125466,Riverstone - Marsden Park,116290003,1,Good,Good,0
113125467,Riverstone - Marsden Park,116320003,1,Good,Good,0
113125468,Riverstone - Marsden Park,116300002,0.4146341,Poor,Good,0
113125468,Riverstone - Marsden Park,116310002,0.5853659,Poor,Good,0
113125469,Riverstone - Marsden Park,116300005,1,Good,Good,0
113125470,Riverstone - Marsden Park,116300003,0.3513514,Poor,Good,0
113125470,Riverstone - Marsden Park,116320001,0.6486486,Poor,Good,0
113125471,Riverstone - Marsden Park,116250008,0.0227273,Good,Good,0
113125471,Riverstone - Marsden Park,116300004,0.4318182,Poor,Good,0
113125471,Riverstone - Marsden Park,116320002,0.5454545,Poor,Good,0
113125472,Riverstone - Marsden Park,116300006,1,Good,Good,0
113125473,Riverstone - Marsden Park,116300007,1,Good,Good,0
113125474,Riverstone - Marsden Park,116300008,1,Good,Good,0
113125475,Riverstone - Marsden Park,116300009,1,Good,Good,0
113135560,Bidwill - Hebersham - Emerton,113135560,1,Good,Good,0
113135561,Bidwill - Hebersham - Emerton,113135561,1,Good,Good,0
113135562,Bidwill - Hebersham - Emerton,113135562,1,Good,Good,0
113135563,Bidwill - Hebersham - Emerton,113135563,1,Good,Good,0
113135564,Bidwill - Hebersham - Emerton,113135564,1,Good,Good,0
113145613,Glendenning Dean Park,113145613,1,Good,Good,0
113145614,Glendenning Dean Park,113145614,1,Good,Good,0
113145615,Glendenning Dean Park,113145615,1,Good,Good,0
113145616,Glendenning Dean Park,113145616,1,Good,Good,0
113155597,Hassall Grove - Plumpton,113155597,1,Good,Good,0
113155598,Hassall Grove - Plumpton,113155598,1,Good,Good,0
113155599,Hassall Grove - Plumpton,113155599,1,Good,Good,0
113155600,Hassall Grove - Plumpton,113155600,1,Good,Good,0
113165544,Lethbridge Park - Tregear,113165544,1,Good,Good,0
113165545,Lethbridge Park - Tregear,113165545,1,Good,Good,0
113165546,Lethbridge Park - Tregear,113165546,0.974359,Good,Good,0
113165546,Lethbridge Park - Tregear,115810006,0.025641,Good,Good,0
113165547,Lethbridge Park - Tregear,113165547,1,Good,Good,0
113175577,Mount Druitt - Whalan,113175577,1,Good,Good,0
113175578,Mount Druitt - Whalan,113175578,1,Good,Good,0
113175579,Mount Druitt - Whalan,113175579,1,Good,Good,0
113175580,Mount Druitt - Whalan,113175580,1,Good,Good,0
113175581,Mount Druitt - Whalan,113175581,1,Good,Good,0
113175582,Mount Druitt - Whalan,113175582,1,Good,Good,0
113175583,Mount Druitt - Whalan,113175583,1,Good,Good,0
113175584,Mount Druitt - Whalan,113175584,1,Good,Good,0
113185650,Prospect Reservoir,113185650,0.9473684,Good,Good,0
113185650,Prospect Reservoir,117150001,0.0526316,Good,Good,0
113185651,Prospect Reservoir,113185651,1,Good,Good,0
113185652,Prospect Reservoir,113185652,1,Good,Good,0
113185653,Prospect Reservoir,113185653,1,Good,Good,0
113195629,Rooty Hill - Minchinbury,113195629,1,Good,Good,0
113195630,Rooty Hill - Minchinbury,113195630,1,Good,Good,0
113195631,Rooty Hill - Minchinbury,113195631,1,Good,Good,0
113195632,Rooty Hill - Minchinbury,113065666,0.0238095,Good,Good,0
113195632,Rooty Hill - Minchinbury,113195632,0.9761905,Good,Good,0
113195633,Rooty Hill - Minchinbury,113195633,1,Good,Good,0
113195634,Rooty Hill - Minchinbury,113195634,1,Good,Good,0
113195635,Rooty Hill - Minchinbury,113195635,1,Good,Good,0
113195636,Rooty Hill - Minchinbury,113065668,0.125,Good,Good,0
113195636,Rooty Hill - Minchinbury,113195636,0.875,Acceptable,Good,0
113195637,Rooty Hill - Minchinbury,113195637,1,Good,Good,0
113201519,Banksmeadow,113201519,1,Good,Good,0
113201520,Banksmeadow,113201520,1,Good,Good,0
113201521,Banksmeadow,113201521,1,Good,Good,0
113211485,Botany,113211485,1,Good,Good,0
113211486,Botany,113211486,1,Good,Good,0
113211487,Botany,113211487,1,Good,Good,0
113211488,Botany,113211488,1,Good,Good,0
113221466,Mascot - Eastlakes,116340001,0.7826087,Acceptable,Good,0
113221466,Mascot - Eastlakes,116350001,0.2173913,Poor,Good,0
113221467,Mascot - Eastlakes,116350005,0.8,Acceptable,Good,0
113221467,Mascot - Eastlakes,116350006,0.2,Poor,Good,0
113221468,Mascot - Eastlakes,116350002,0.45,Poor,Good,0
113221468,Mascot - Eastlakes,116350003,0.3,Poor,Good,0
113221468,Mascot - Eastlakes,116350004,0.25,Poor,Good,0
113221469,Mascot - Eastlakes,116350007,1,Good,Good,0
113221470,Mascot - Eastlakes,116340002,1,Good,Good,0
113221471,Mascot - Eastlakes,116340003,1,Good,Good,0
113221472,Mascot - Eastlakes,116340004,1,Good,Good,0
113231501,Pagewood - Hillsdale - Daceyville,113231501,1,Good,Good,0
113231502,Pagewood - Hillsdale - Daceyville,113231502,1,Good,Good,0
113231503,Pagewood - Hillsdale - Daceyville,113231503,1,Good,Good,0
113231504,Pagewood - Hillsdale - Daceyville,113231504,1,Good,Good,0
113231505,Pagewood - Hillsdale - Daceyville,113231505,1,Good,Good,0
113231506,Pagewood - Hillsdale - Daceyville,113231506,1,Good,Good,0
113241534,Port Botany Industrial,113241534,1,Good,Good,0
113241535,Port Botany Industrial,113241535,1,Good,Good,0
113241536,Port Botany Industrial,113241536,1,Good,Good,0
113251452,Sydney Airport,113251452,0.6326531,Poor,Good,0
113251452,Sydney Airport,113251454,0.3673469,Poor,Good,0
113251453,Sydney Airport,113251452,0.122449,Poor,Good,0
113251453,Sydney Airport,113251453,0.6734694,Poor,Good,0
113251453,Sydney Airport,113251454,0.2040816,Poor,Good,0
113261407,Marrickville,116370006,1,Good,Good,0
113261408,Marrickville,116370007,1,Good,Good,0
113261409,Marrickville,116370008,1,Good,Good,0
113261410,Marrickville,116370002,0.75,Acceptable,Good,0
113261410,Marrickville,116370003,0.25,Poor,Good,0
113261411,Marrickville,116360002,0.3333333,Poor,Good,0
113261411,Marrickville,116370005,0.6666667,Poor,Good,0
113261412,Marrickville,116370009,1,Good,Good,0
113261413,Marrickville,116370001,0.6666667,Poor,Good,0
113261413,Marrickville,116370004,0.3333333,Poor,Good,0
113261414,Marrickville,116360003,1,Good,Good,0
113261415,Marrickville,116370010,1,Good,Good,0
113261416,Marrickville,116360001,1,Good,Good,0
113261417,Marrickville,116360004,1,Good,Good,0
113261418,Marrickville,116360005,1,Good,Good,0
113261419,Marrickville,116360006,1,Good,Good,0
113261420,Marrickville,116360007,1,Good,Good,0
113271385,Petersham - Stanmore,113271385,1,Good,Good,0
113271386,Petersham - Stanmore,113271386,1,Good,Good,0
113271387,Petersham - Stanmore,113271387,1,Good,Good,0
113271388,Petersham - Stanmore,113271388,1,Good,Good,0
113271389,Petersham - Stanmore,113271389,1,Good,Good,0
113271390,Petersham - Stanmore,113271390,1,Good,Good,0
113271391,Petersham - Stanmore,113271391,1,Good,Good,0
113271392,Petersham - Stanmore,113271392,1,Good,Good,0
113271393,Petersham - Stanmore,113271393,1,Good,Good,0
113271394,Petersham - Stanmore,113271394,1,Good,Good,0
113281433,Sydenham - Tempe - St Peters,113281433,1,Good,Good,0
113281434,Sydenham - Tempe - St Peters,113281434,1,Good,Good,0
113281435,Sydenham - Tempe - St Peters,113281435,1,Good,Good,0
113281436,Sydenham - Tempe - St Peters,113281436,1,Good,Good,0
113281437,Sydenham - Tempe - St Peters,113281437,1,Good,Good,0
113281438,Sydenham - Tempe - St Peters,113281438,1,Good,Good,0
113281439,Sydenham - Tempe - St Peters,113281439,1,Good,Good,0
113291202,Darlinghurst,113291202,1,Good,Good,0
113291203,Darlinghurst,113291203,1,Good,Good,0
113291204,Darlinghurst,113291204,1,Good,Good,0
113291205,Darlinghurst,113291205,1,Good,Good,0
113291206,Darlinghurst,113291206,1,Good,Good,0
113291207,Darlinghurst,113291207,1,Good,Good,0
113291208,Darlinghurst,113291208,1,Good,Good,0
113291209,Darlinghurst,113291209,1,Good,Good,0
113291210,Darlinghurst,113291210,1,Good,Good,0
113291211,Darlinghurst,113291211,1,Good,Good,0
113301328,Erskineville - Alexandria,113301342,0.25,Poor,Good,0
113301328,Erskineville - Alexandria,113301343,0.75,Acceptable,Good,0
113301329,Erskineville - Alexandria,113301329,1,Good,Good,0
113301330,Erskineville - Alexandria,113301330,1,Good,Good,0
113301331,Erskineville - Alexandria,113301331,1,Good,Good,0
113301332,Erskineville - Alexandria,113301332,1,Good,Good,0
113301333,Erskineville - Alexandria,113301333,1,Good,Good,0
113301334,Erskineville - Alexandria,113301334,1,Good,Good,0
113301335,Erskineville - Alexandria,113301335,1,Good,Good,0
113301336,Erskineville - Alexandria,113301336,1,Good,Good,0
113301337,Erskineville - Alexandria,113301337,1,Good,Good,0
113301338,Erskineville - Alexandria,113301338,1,Good,Good,0
113301339,Erskineville - Alexandria,113301339,1,Good,Good,0
113301340,Erskineville - Alexandria,113301340,1,Good,Good,0
113301341,Erskineville - Alexandria,113301341,1,Good,Good,0
113311281,Glebe - Forest Lodge,113311281,1,Good,Good,0
113311282,Glebe - Forest Lodge,113311282,1,Good,Good,0
113311283,Glebe - Forest Lodge,113311283,1,Good,Good,0
113311284,Glebe - Forest Lodge,113311284,1,Good,Good,0
113311285,Glebe - Forest Lodge,113311285,1,Good,Good,0
113311286,Glebe - Forest Lodge,113311286,1,Good,Good,0
113311287,Glebe - Forest Lodge,113311287,1,Good,Good,0
113321300,Newtown - Camperdown - Darlington,116400003,1,Good,Good,0
113321301,Newtown - Camperdown - Darlington,116400004,1,Good,Good,0
113321302,Newtown - Camperdown - Darlington,116400005,1,Good,Good,0
113321303,Newtown - Camperdown - Darlington,116400006,1,Good,Good,0
113321304,Newtown - Camperdown - Darlington,116380001,0.1111111,Poor,Good,0
113321304,Newtown - Camperdown - Darlington,116400001,0.8888889,Acceptable,Good,0
113321305,Newtown - Camperdown - Darlington,116400007,1,Good,Good,0
113321306,Newtown - Camperdown - Darlington,116400002,1,Acceptable,Good,0
113321307,Newtown - Camperdown - Darlington,116400008,1,Good,Good,0
113321308,Newtown - Camperdown - Darlington,116380001,1,Poor,Good,0
113321309,Newtown - Camperdown - Darlington,116380002,0.6666667,Poor,Good,0
113321309,Newtown - Camperdown - Darlington,116400002,0.3333333,Acceptable,Good,0
113321310,Newtown - Camperdown - Darlington,116380003,1,Good,Good,0
113321311,Newtown - Camperdown - Darlington,116380004,1,Good,Good,0
113321312,Newtown - Camperdown - Darlington,116380005,1,Good,Good,0
113321313,Newtown - Camperdown - Darlington,116380006,1,Good,Good,0
113321314,Newtown - Camperdown - Darlington,116380007,1,Good,Good,0
113321315,Newtown - Camperdown - Darlington,116380008,1,Good,Good,0
113331179,Potts Point - Woolloomooloo,113331179,1,Good,Good,0
113331180,Potts Point - Woolloomooloo,113331180,1,Good,Good,0
113331181,Potts Point - Woolloomooloo,113331181,1,Good,Good,0
113331182,Potts Point - Woolloomooloo,113331182,1,Good,Good,0
113331183,Potts Point - Woolloomooloo,113331183,1,Good,Good,0
113331184,Potts Point - Woolloomooloo,113331184,1,Good,Good,0
113331185,Potts Point - Woolloomooloo,113331185,1,Good,Good,0
113331186,Potts Point - Woolloomooloo,113331186,1,Good,Good,0
113331187,Potts Point - Woolloomooloo,113331187,1,Good,Good,0
113331188,Potts Point - Woolloomooloo,113331188,1,Good,Good,0
113331189,Potts Point - Woolloomooloo,113331189,1,Good,Good,0
113341157,Pyrmont - Ultimo,116460002,1,Good,Good,0
113341158,Pyrmont - Ultimo,116460003,1,Good,Good,0
113341159,Pyrmont - Ultimo,116460004,1,Good,Good,0
113341160,Pyrmont - Ultimo,116460001,1,Good,Good,0
113341161,Pyrmont - Ultimo,116410001,1,Good,Good,0
113341162,Pyrmont - Ultimo,116410002,1,Good,Good,0
113341163,Pyrmont - Ultimo,116410003,1,Good,Good,0
113341164,Pyrmont - Ultimo,116410004,1,Good,Good,0
113341165,Pyrmont - Ultimo,116410005,1,Good,Good,0
113341166,Pyrmont - Ultimo,116410006,1,Good,Good,0
113351251,Redfern - Chippendale,116420002,0.889049813,Good,Good,0
113351251,Redfern - Chippendale,116420003,0.110968421,Good,Good,0
113351252,Redfern - Chippendale,116420004,1,Good,Good,0
113351253,Redfern - Chippendale,116420005,1,Good,Good,0
113351254,Redfern - Chippendale,116420006,1,Good,Good,0
113351255,Redfern - Chippendale,116420007,1,Good,Good,0
113351256,Redfern - Chippendale,116420001,1,Good,Good,0
113351257,Redfern - Chippendale,116420008,1,Good,Good,0
113351258,Redfern - Chippendale,116420009,1,Good,Good,0
113351259,Redfern - Chippendale,116420010,1,Good,Good,0
113351260,Redfern - Chippendale,116420001,1,Good,Good,0
113351261,Redfern - Chippendale,116420011,1,Good,Good,0
113351262,Redfern - Chippendale,116420012,1,Good,Good,0
113351263,Redfern - Chippendale,116420013,1,Good,Good,0
113351264,Redfern - Chippendale,116390003,1,Good,Good,0
113351265,Redfern - Chippendale,116390001,1,Good,Good,0
113351266,Redfern - Chippendale,116390002,1,Good,Good,0
113351267,Redfern - Chippendale,116390004,1,Good,Good,0
113351268,Redfern - Chippendale,116390005,1,Good,Good,0
113361224,Surry Hills,113361224,1,Good,Good,0
113361225,Surry Hills,113361225,1,Good,Good,0
113361226,Surry Hills,113361226,1,Good,Good,0
113361227,Surry Hills,113361227,1,Good,Good,0
113361228,Surry Hills,113361228,1,Good,Good,0
113361229,Surry Hills,113361229,1,Good,Good,0
113361230,Surry Hills,113361230,1,Good,Good,0
113361231,Surry Hills,113361231,1,Good,Good,0
113361232,Surry Hills,113361232,1,Good,Good,0
113361233,Surry Hills,113361233,1,Good,Good,0
113361234,Surry Hills,113361234,1,Good,Good,0
113361235,Surry Hills,113361235,1,Good,Good,0
113361236,Surry Hills,113361236,1,Good,Good,0
113361237,Surry Hills,113361237,1,Good,Good,0
113361238,Surry Hills,113361238,1,Good,Good,0
113371001,Sydney - Haymarket - The Rocks,116440003,1,Good,Good,0
113371002,Sydney - Haymarket - The Rocks,116440004,1,Good,Good,0
113371003,Sydney - Haymarket - The Rocks,116440005,1,Good,Good,0
113371004,Sydney - Haymarket - The Rocks,116440006,1,Good,Good,0
113371005,Sydney - Haymarket - The Rocks,116440007,1,Good,Good,0
113371006,Sydney - Haymarket - The Rocks,116440008,1,Good,Good,0
113371007,Sydney - Haymarket - The Rocks,116440009,1,Good,Good,0
113371008,Sydney - Haymarket - The Rocks,116440010,1,Good,Good,0
113371009,Sydney - Haymarket - The Rocks,116440011,1,Good,Good,0
113371010,Sydney - Haymarket - The Rocks,116440012,1,Good,Good,0
113371011,Sydney - Haymarket - The Rocks,116440013,1,Good,Good,0
113371012,Sydney - Haymarket - The Rocks,116440014,1,Good,Good,0
113371013,Sydney - Haymarket - The Rocks,116440015,1,Good,Good,0
113371014,Sydney - Haymarket - The Rocks,116440016,1,Good,Good,0
113371015,Sydney - Haymarket - The Rocks,116440017,1,Good,Good,0
113371016,Sydney - Haymarket - The Rocks,116440018,1,Good,Good,0
113371017,Sydney - Haymarket - The Rocks,116440019,1,Good,Good,0
113371018,Sydney - Haymarket - The Rocks,116440020,1,Good,Good,0
113371019,Sydney - Haymarket - The Rocks,116440021,1,Good,Good,0
113371020,Sydney - Haymarket - The Rocks,116440022,1,Good,Good,0
113371021,Sydney - Haymarket - The Rocks,116440023,1,Good,Good,0
113371022,Sydney - Haymarket - The Rocks,116440002,1,Good,Good,0
113371023,Sydney - Haymarket - The Rocks,116440002,1,Good,Good,0
113371024,Sydney - Haymarket - The Rocks,116440024,1,Good,Good,0
113371025,Sydney - Haymarket - The Rocks,116440025,1,Good,Good,0
113371026,Sydney - Haymarket - The Rocks,116440026,1,Good,Good,0
113371027,Sydney - Haymarket - The Rocks,116440027,1,Good,Good,0
113371028,Sydney - Haymarket - The Rocks,116440028,1,Good,Good,0
113371029,Sydney - Haymarket - The Rocks,116440029,1,Good,Good,0
113371030,Sydney - Haymarket - The Rocks,116440030,1,Good,Good,0
113371031,Sydney - Haymarket - The Rocks,116440031,1,Good,Good,0
113371032,Sydney - Haymarket - The Rocks,116440032,1,Good,Good,0
113371033,Sydney - Haymarket - The Rocks,116440033,1,Good,Good,0
113371034,Sydney - Haymarket - The Rocks,116440034,1,Good,Good,0
113371035,Sydney - Haymarket - The Rocks,116440035,1,Good,Good,0
113371036,Sydney - Haymarket - The Rocks,116440036,1,Good,Good,0
113371037,Sydney - Haymarket - The Rocks,116440037,1,Good,Good,0
113371038,Sydney - Haymarket - The Rocks,116440038,1,Good,Good,0
113371039,Sydney - Haymarket - The Rocks,116440039,1,Good,Good,0
113371040,Sydney - Haymarket - The Rocks,116440040,1,Good,Good,0
113371041,Sydney - Haymarket - The Rocks,116440041,1,Good,Good,0
113371042,Sydney - Haymarket - The Rocks,116440042,1,Good,Good,0
113371043,Sydney - Haymarket - The Rocks,116440043,1,Good,Good,0
113371044,Sydney - Haymarket - The Rocks,116440044,1,Good,Good,0
113371045,Sydney - Haymarket - The Rocks,116440045,1,Good,Good,0
113371046,Sydney - Haymarket - The Rocks,116440046,1,Good,Good,0
113371047,Sydney - Haymarket - The Rocks,116440047,1,Good,Good,0
113371048,Sydney - Haymarket - The Rocks,116440048,1,Good,Good,0
113371049,Sydney - Haymarket - The Rocks,116440049,1,Good,Good,0
113371050,Sydney - Haymarket - The Rocks,116440050,1,Good,Good,0
113371051,Sydney - Haymarket - The Rocks,116440051,1,Good,Good,0
113371052,Sydney - Haymarket - The Rocks,116440052,1,Good,Good,0
113371053,Sydney - Haymarket - The Rocks,116440053,1,Good,Good,0
113371054,Sydney - Haymarket - The Rocks,116440054,1,Good,Good,0
113371055,Sydney - Haymarket - The Rocks,116440055,1,Good,Good,0
113371056,Sydney - Haymarket - The Rocks,116440056,1,Good,Good,0
113371057,Sydney - Haymarket - The Rocks,116440057,1,Good,Good,0
113371058,Sydney - Haymarket - The Rocks,116440058,1,Good,Good,0
113371059,Sydney - Haymarket - The Rocks,116440059,1,Good,Good,0
113371060,Sydney - Haymarket - The Rocks,116440060,1,Good,Good,0
113371061,Sydney - Haymarket - The Rocks,116440061,1,Good,Good,0
113371062,Sydney - Haymarket - The Rocks,116440062,1,Good,Good,0
113371063,Sydney - Haymarket - The Rocks,116440063,1,Good,Good,0
113371064,Sydney - Haymarket - The Rocks,116440064,1,Good,Good,0
113371065,Sydney - Haymarket - The Rocks,116440065,1,Good,Good,0
113371066,Sydney - Haymarket - The Rocks,116440066,1,Good,Good,0
113371067,Sydney - Haymarket - The Rocks,116440067,1,Good,Good,0
113371068,Sydney - Haymarket - The Rocks,116440068,1,Good,Good,0
113371069,Sydney - Haymarket - The Rocks,116440069,1,Good,Good,0
113371070,Sydney - Haymarket - The Rocks,116440070,1,Good,Good,0
113371071,Sydney - Haymarket - The Rocks,116440071,1,Good,Good,0
