DZN_CODE_2011,DZN_NAME_2011,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
110018063,Goulburn,115390004,0.5581395,Poor,Good,0
110018063,Goulburn,115390005,0.4418605,Poor,Good,0
110018064,Goulburn,115390003,1,Good,Good,0
110018065,Goulburn,115390002,1,Good,Good,0
110028068,Goulburn Region,115400004,1,Good,Good,0
110028069,Goulburn Region,115400005,1,Good,Good,0
110028070,Goulburn Region,115400006,1,Good,Good,0
110028071,Goulburn Region,115400002,1,Good,Good,0
110028072,Goulburn Region,115400007,1,Good,Good,0
110028073,Goulburn Region,115400001,1,Good,Good,0
110028074,Goulburn Region,115400003,1,Good,Good,0
110038049,Yass,115410001,1,Good,Good,0
110038050,Yass,115410002,1,Good,Good,0
110048053,Yass Region,115420008,1,Good,Good,0
110048054,Yass Region,115420002,1,Good,Good,0
110048055,Yass Region,115420004,1,Good,Good,0
110048056,Yass Region,115420003,1,Good,Good,0
110048057,Yass Region,115420005,1,Good,Good,0
110048058,Yass Region,115420001,1,Good,Good,0
110048059,Yass Region,115420006,1,Good,Good,0
110048060,Yass Region,115420007,1,Good,Good,0
110058039,Young,115430002,1,Good,Good,0
110058040,Young,115430001,1,Good,Good,0
110068043,Young Region,115440004,1,Good,Good,0
110068044,Young Region,115440003,1,Good,Good,0
110068045,Young Region,115440002,1,Good,Good,0
110068046,Young Region,115440001,1,Good,Good,0
110078098,Braidwood,110078098,1,Good,Good,0
110078099,Braidwood,110078099,1,Good,Good,0
110078100,Braidwood,110078100,1,Good,Good,0
110088084,Karabar,110088084,1,Good,Good,0
110098077,Queanbeyan,110090001,0.3958333,Poor,Good,0
110098077,Queanbeyan,110090002,0.3541667,Poor,Good,0
110098077,Queanbeyan,110090003,0.25,Poor,Good,0
110108087,Queanbeyan - East,110108087,1,Good,Good,0
110118090,Queanbeyan Region,116100001,0.0408163,Poor,Good,0
110118090,Queanbeyan Region,116110003,0.9591837,Good,Good,0
110118091,Queanbeyan Region,116110002,1,Good,Good,0
110118092,Queanbeyan Region,116110001,1,Good,Good,0
110118093,Queanbeyan Region,116110004,1,Good,Good,0
110118094,Queanbeyan Region,116110005,1,Good,Good,0
110118095,Queanbeyan Region,116110006,0.9903121,Good,Good,0
110118095,Queanbeyan Region,810891340,0.0096879,Good,Good,1
110128080,Queanbeyan West - Jerrabomberra,110120002,1,Good,Good,0
110128081,Queanbeyan West - Jerrabomberra,110120001,1,Good,Good,0
110138120,Bombala,110138120,1,Good,Good,0
110138121,Bombala,110138121,1,Good,Good,0
110138122,Bombala,110138122,1,Good,Good,0
110138123,Bombala,110138123,1,Good,Good,0
110148117,Cooma,110148117,1,Good,Good,0
110158112,Cooma Region,110158116,1,Good,Good,0
110158113,Cooma Region,110158115,1,Good,Good,0
110158114,Cooma Region,110158114,1,Good,Good,0
110168103,Jindabyne - Berridale,110168103,1,Good,Good,0
110168104,Jindabyne - Berridale,110168104,1,Good,Good,0
110168105,Jindabyne - Berridale,110168105,1,Good,Good,0
110168106,Jindabyne - Berridale,110168106,1,Good,Good,0
110168107,Jindabyne - Berridale,110168107,1,Good,Good,0
110168108,Jindabyne - Berridale,110168108,1,Good,Good,0
110168109,Jindabyne - Berridale,110168109,1,Good,Good,0
110178126,Batemans Bay,110178126,1,Good,Good,0
110188129,Batemans Bay - South,110188129,1,Good,Good,0
110198157,Bega - Tathra,110198157,1,Good,Good,0
110198158,Bega - Tathra,110198158,1,Good,Good,0
110198159,Bega - Tathra,110198159,1,Good,Good,0
110208162,Bega-Eden Hinterland,110208162,1,Good,Good,0
110208163,Bega-Eden Hinterland,110208163,1,Good,Good,0
110208164,Bega-Eden Hinterland,110208164,1,Good,Good,0
110208165,Bega-Eden Hinterland,110208165,1,Good,Good,0
110208166,Bega-Eden Hinterland,110208166,1,Good,Good,0
110208167,Bega-Eden Hinterland,110200001,1,Good,Good,0
110208168,Bega-Eden Hinterland,110200001,1,Good,Good,0
110218132,Broulee - Tomakin,110218132,1,Good,Good,0
110228147,Deua - Wadbilliga,110228147,1,Good,Good,0
110238175,Eden,110238175,1,Good,Good,0
110248141,Eurobodalla Hinterland,110248141,1,Good,Good,0
110248142,Eurobodalla Hinterland,110248142,1,Good,Good,0
110248143,Eurobodalla Hinterland,110248143,1,Good,Good,0
110248144,Eurobodalla Hinterland,110248144,1,Good,Good,0
110258171,Merimbula - Tura Beach,110258171,1,Good,Good,0
110258172,Merimbula - Tura Beach,110258172,1,Good,Good,0
110268135,Moruya - Tuross Head,110268135,1,Good,Good,0
110268136,Moruya - Tuross Head,110268136,1,Good,Good,0
110268137,Moruya - Tuross Head,110268137,1,Good,Good,0
110268138,Moruya - Tuross Head,110268138,1,Good,Good,0
110278150,Narooma - Bermagui,110278150,1,Good,Good,0
110278151,Narooma - Bermagui,110278151,1,Good,Good,0
110278152,Narooma - Bermagui,110278152,1,Good,Good,0
110278153,Narooma - Bermagui,110278153,1,Good,Good,0
110278154,Narooma - Bermagui,110278154,1,Good,Good,0
110286283,Avoca Beach - Copacabana,110286283,1,Good,Good,0
110286284,Avoca Beach - Copacabana,110286284,1,Good,Good,0
110296249,Box Head - MacMasters Beach,110296249,1,Good,Good,0
110296250,Box Head - MacMasters Beach,110296250,1,Good,Good,0
110296251,Box Head - MacMasters Beach,110296251,1,Good,Good,0
110296252,Box Head - MacMasters Beach,110296252,1,Good,Good,0
110296253,Box Head - MacMasters Beach,110296253,1,Good,Good,0
110306039,Calga - Kulnura,110306039,1,Good,Good,0
110306040,Calga - Kulnura,110306040,1,Good,Good,0
110306041,Calga - Kulnura,110306041,1,Good,Good,0
110306042,Calga - Kulnura,110306042,1,Good,Good,0
110306043,Calga - Kulnura,110300001,1,Good,Good,0
110306044,Calga - Kulnura,110306044,1,Good,Good,0
110306045,Calga - Kulnura,110300001,1,Good,Good,0
110316200,Erina - Green Point,110316200,1,Good,Good,0
110316201,Erina - Green Point,110316201,1,Good,Good,0
110316202,Erina - Green Point,110316201,0.0217391,Good,Good,0
110316202,Erina - Green Point,110316202,0.9347826,Good,Good,0
110316202,Erina - Green Point,110316203,0.0434783,Good,Good,0
110316203,Erina - Green Point,110316203,1,Good,Good,0
110316204,Erina - Green Point,110316204,1,Good,Good,0
110316205,Erina - Green Point,110316205,1,Good,Good,0
110316206,Erina - Green Point,110316206,1,Good,Good,0
110326131,Gosford - Springfield,110320001,0.55,Poor,Good,0
110326131,Gosford - Springfield,110320002,0.45,Poor,Good,0
110326132,Gosford - Springfield,110326132,0.974359,Good,Good,0
110326132,Gosford - Springfield,110326138,0.025641,Good,Good,0
110326133,Gosford - Springfield,110326133,1,Good,Good,0
110326134,Gosford - Springfield,110326134,1,Good,Good,0
110326135,Gosford - Springfield,110326135,1,Good,Good,0
110326136,Gosford - Springfield,110326136,1,Good,Good,0
110326137,Gosford - Springfield,110326137,1,Good,Good,0
110326138,Gosford - Springfield,110326138,1,Good,Good,0
110336058,Kariong,110336058,1,Good,Good,0
110336059,Kariong,110336059,1,Good,Good,0
110346234,Kincumber - Picketts Valley,110346234,1,Good,Good,0
110346235,Kincumber - Picketts Valley,110346235,1,Good,Good,0
110346236,Kincumber - Picketts Valley,110346236,0.9230769,Good,Good,0
110346236,Kincumber - Picketts Valley,110396271,0.0769231,Good,Good,0
110356072,Narara,110350001,0.5813953,Poor,Good,0
110356072,Narara,110350002,0.3023256,Poor,Good,0
110356072,Narara,110350003,0.1162791,Poor,Good,0
110366085,Niagara Park - Lisarow,110366085,1,Good,Good,0
110366086,Niagara Park - Lisarow,110366086,1,Good,Good,0
110366087,Niagara Park - Lisarow,110366087,1,Good,Good,0
110366088,Niagara Park - Lisarow,110366088,1,Good,Good,0
110376116,Point Clare - Koolewong,110376116,1,Good,Good,0
110376117,Point Clare - Koolewong,110376117,1,Good,Good,0
110376118,Point Clare - Koolewong,110376118,1,Good,Good,0
110386186,Saratoga - Davistown,110386186,1,Good,Good,0
110386187,Saratoga - Davistown,110386187,1,Good,Good,0
110396266,Terrigal - North Avoca,110396266,1,Good,Good,0
110396267,Terrigal - North Avoca,110396267,1,Good,Good,0
110396268,Terrigal - North Avoca,110396271,1,Good,Good,0
110396269,Terrigal - North Avoca,110396269,1,Good,Good,0
110396270,Terrigal - North Avoca,110396270,1,Good,Good,0
110406167,Umina - Booker Bay - Patonga,110406167,1,Good,Good,0
110406168,Umina - Booker Bay - Patonga,110406168,1,Good,Good,0
110406169,Umina - Booker Bay - Patonga,110406169,1,Good,Good,0
110406170,Umina - Booker Bay - Patonga,110406170,1,Good,Good,0
110406171,Umina - Booker Bay - Patonga,110406171,1,Good,Good,0
110406172,Umina - Booker Bay - Patonga,110406172,1,Good,Good,0
110406173,Umina - Booker Bay - Patonga,110406173,1,Good,Good,0
110416219,Wamberal - Forresters Beach,110416219,1,Good,Good,0
110416220,Wamberal - Forresters Beach,110416220,1,Good,Good,0
110416221,Wamberal - Forresters Beach,110416221,1,Good,Good,0
110426151,Woy Woy - Blackwall,110426151,1,Good,Good,0
110426152,Woy Woy - Blackwall,110426152,1,Good,Good,0
110426153,Woy Woy - Blackwall,110426153,1,Good,Good,0
110426154,Woy Woy - Blackwall,110426154,1,Good,Good,0
110436101,Wyoming,110436101,1,Good,Good,0
110436102,Wyoming,110436102,1,Good,Good,0
110436103,Wyoming,110436103,1,Good,Good,0
110446472,Bateau Bay - Killarney Vale,110446472,1,Good,Good,0
110446473,Bateau Bay - Killarney Vale,110446473,1,Good,Good,0
110446474,Bateau Bay - Killarney Vale,110446474,1,Good,Good,0
110446475,Bateau Bay - Killarney Vale,110446475,1,Good,Good,0
110446476,Bateau Bay - Killarney Vale,110446476,1,Good,Good,0
110446477,Bateau Bay - Killarney Vale,110446477,1,Good,Good,0
110446478,Bateau Bay - Killarney Vale,110446478,1,Good,Good,0
110446479,Bateau Bay - Killarney Vale,110446479,1,Good,Good,0
110456411,Blue Haven - San Remo,110450001,0.8857143,Acceptable,Good,0
110456411,Blue Haven - San Remo,110450002,0.1142857,Poor,Good,0
110456412,Blue Haven - San Remo,110456412,1,Good,Good,0
110466457,Budgewoi - Buff Point - Halekulani,110466457,1,Good,Good,0
110466458,Budgewoi - Buff Point - Halekulani,110466458,1,Good,Good,0
110466459,Budgewoi - Buff Point - Halekulani,110466459,1,Good,Good,0
110476425,Chittaway Bay - Tumbi Umbi,110476425,1,Good,Good,0
110476426,Chittaway Bay - Tumbi Umbi,110476426,1,Good,Good,0
110476427,Chittaway Bay - Tumbi Umbi,110476427,1,Good,Good,0
110476428,Chittaway Bay - Tumbi Umbi,110476428,1,Good,Good,0
110476429,Chittaway Bay - Tumbi Umbi,110476429,0.9736842,Good,Good,0
110476429,Chittaway Bay - Tumbi Umbi,110550001,0.0263158,Good,Good,0
110486393,Gorokan - Kanwal - Charmhaven,110486393,1,Good,Good,0
110486394,Gorokan - Kanwal - Charmhaven,110486394,1,Good,Good,0
110486395,Gorokan - Kanwal - Charmhaven,110486395,1,Good,Good,0
110486396,Gorokan - Kanwal - Charmhaven,110486396,1,Good,Good,0
110486397,Gorokan - Kanwal - Charmhaven,110486397,1,Good,Good,0
110486398,Gorokan - Kanwal - Charmhaven,110486398,1,Good,Good,0
110496297,Jilliby - Yarramalong,110496297,1,Good,Good,0
110496298,Jilliby - Yarramalong,110496298,1,Good,Good,0
110506442,Lake Munmorah - Mannering Park,110506442,1,Good,Good,0
110506443,Lake Munmorah - Mannering Park,110506443,1,Good,Good,0
110506444,Lake Munmorah - Mannering Park,110506444,1,Good,Good,0
110516311,Ourimbah - Fountaindale,110516311,1,Good,Good,0
110516312,Ourimbah - Fountaindale,110516312,1,Good,Good,0
110516313,Ourimbah - Fountaindale,110516313,1,Good,Good,0
110516314,Ourimbah - Fountaindale,110516314,1,Good,Good,0
110526380,Summerland Point - Gwandalan,110526380,1,Good,Good,0
110536492,The Entrance,110536492,1,Good,Good,0
110536493,The Entrance,110536493,1,Good,Good,0
110536494,The Entrance,110536494,1,Good,Good,0
110536495,The Entrance,110536495,1,Good,Good,0
110536496,The Entrance,110536496,1,Good,Good,0
110546509,Toukley - Norah Head,110546509,1,Good,Good,0
110546510,Toukley - Norah Head,110546510,1,Good,Good,0
110546511,Toukley - Norah Head,110546511,1,Good,Good,0
110556343,Tuggerah - Kangy Angy,110556343,1,Good,Good,0
110556344,Tuggerah - Kangy Angy,110556344,1,Good,Good,0
110556345,Tuggerah - Kangy Angy,110556345,1,Good,Good,0
110556346,Tuggerah - Kangy Angy,110550001,1,Good,Good,0
110556347,Tuggerah - Kangy Angy,110550001,1,Good,Good,0
110556348,Tuggerah - Kangy Angy,110556348,1,Good,Good,0
110566361,Warnervale - Wadalba,110566361,1,Good,Good,0
110566362,Warnervale - Wadalba,110566362,1,Good,Good,0
110566363,Warnervale - Wadalba,110566363,1,Good,Good,0
110566364,Warnervale - Wadalba,110560001,0.3809524,Poor,Good,0
110566364,Warnervale - Wadalba,110560002,0.3809524,Poor,Good,0
110566364,Warnervale - Wadalba,110560003,0.2380952,Poor,Good,0
110566365,Warnervale - Wadalba,110566365,1,Good,Good,0
110566366,Warnervale - Wadalba,110566366,1,Good,Good,0
110566367,Warnervale - Wadalba,110566367,1,Good,Good,0
110576327,Wyong,110576327,1,Good,Good,0
110576328,Wyong,110576328,1,Good,Good,0
110576329,Wyong,110576329,1,Good,Good,0
110576330,Wyong,110576330,1,Good,Good,0
110588281,Bathurst,116130002,1,Poor,Good,0
110588282,Bathurst,116120001,0.8235294,Acceptable,Good,0
110588282,Bathurst,116130001,0.1764706,Poor,Good,0
110588283,Bathurst,116120002,0.3333333,Poor,Good,0
110588283,Bathurst,116120003,0.3333333,Poor,Good,0
110588283,Bathurst,116120004,0.1666667,Poor,Good,0
110588283,Bathurst,116130002,0.1666667,Poor,Good,0
110598286,Bathurst - East,110590001,0.4897959,Poor,Good,0
110598286,Bathurst - East,110590002,0.5102041,Poor,Good,0
110608289,Bathurst Region,110608289,1,Good,Good,0
110608290,Bathurst Region,110608290,1,Good,Good,0
110608291,Bathurst Region,110608291,1,Good,Good,0
110608292,Bathurst Region,110608292,1,Good,Good,0
110618295,Oberon,110618295,1,Good,Good,0
110618296,Oberon,110618296,0.9555556,Good,Good,0
110618296,Oberon,110618297,0.0444444,Acceptable,Good,0
110618297,Oberon,110618297,1,Acceptable,Good,0
110628178,Condobolin,110628178,1,Good,Good,0
110628179,Condobolin,110628179,1,Good,Good,0
110628180,Condobolin,110628180,1,Good,Good,0
110628181,Condobolin,110628181,1,Good,Good,0
110628182,Condobolin,110628182,1,Good,Good,0
110638211,Cowra,110638211,1,Good,Good,0
110648214,Cowra Region,110648214,1,Good,Good,0
110648215,Cowra Region,110648215,1,Good,Good,0
110648216,Cowra Region,110648216,1,Good,Good,0
110648217,Cowra Region,110648217,1,Good,Good,0
110648218,Cowra Region,110648218,1,Good,Good,0
110648219,Cowra Region,110648219,1,Good,Good,0
110658201,Forbes,110658201,1,Good,Good,0
110658202,Forbes,110658202,1,Good,Good,0
110658203,Forbes,110658203,1,Good,Good,0
110668206,Grenfell,110668206,1,Good,Good,0
110668207,Grenfell,110668207,1,Good,Good,0
110668208,Grenfell,110668208,1,Good,Good,0
110678197,Parkes (NSW),110678197,1,Good,Good,0
110678198,Parkes (NSW),110678198,1,Good,Good,0
110688185,Parkes Region,110688185,1,Good,Good,0
110688186,Parkes Region,110688186,1,Good,Good,0
110688187,Parkes Region,110688187,1,Good,Good,0
110688188,Parkes Region,110688188,1,Good,Good,0
110698191,West Wyalong,110698191,1,Good,Good,0
110698192,West Wyalong,110698192,1,Good,Good,0
110698193,West Wyalong,110698193,1,Good,Good,0
110698194,West Wyalong,110698194,1,Good,Good,0
110708276,Lithgow,110708276,1,Good,Good,0
110708277,Lithgow,110708277,1,Good,Good,0
110708278,Lithgow,110708278,1,Good,Good,0
110718265,Lithgow Region,110718265,1,Good,Good,0
110718266,Lithgow Region,110718266,1,Good,Good,0
110718267,Lithgow Region,110718267,1,Good,Good,0
110718268,Lithgow Region,110718268,1,Good,Good,0
110718269,Lithgow Region,110718269,1,Good,Good,0
110718270,Lithgow Region,110718270,1,Good,Good,0
110728251,Mudgee,110720001,0.6388889,Poor,Good,0
110728251,Mudgee,110720002,0.3611111,Poor,Good,0
110738261,Mudgee Region - East,110738261,1,Good,Good,0
110738262,Mudgee Region - East,110738262,1,Good,Good,0
110748254,Mudgee Region - West,110748254,1,Good,Good,0
110748255,Mudgee Region - West,110748255,0.9736842,Good,Good,0
110748255,Mudgee Region - West,110748257,0.0263158,Good,Good,0
110748256,Mudgee Region - West,110748256,1,Good,Good,0
110748257,Mudgee Region - West,110748257,1,Good,Good,0
110748258,Mudgee Region - West,110748258,1,Good,Good,0
110758273,Wollangambe - Wollemi,110758273,1,Good,Good,0
110768245,Blayney,110768245,1,Good,Good,0
110768246,Blayney,110768246,1,Good,Good,0
110768247,Blayney,110768247,1,Good,Good,0
110768248,Blayney,110768248,1,Good,Good,0
110778239,Orange,110778243,0.2439024,Poor,Good,0
110778239,Orange,110778244,0.3414634,Poor,Good,0
110778239,Orange,110778245,0.097561,Poor,Good,0
110778239,Orange,110778246,0.3170732,Poor,Good,0
110778240,Orange,110778240,1,Good,Good,0
110778241,Orange,110778241,1,Good,Good,0
110778242,Orange,110778242,1,Good,Good,0
110788233,Orange - North,110788233,0.972973,Good,Good,0
110788233,Orange - North,110788234,0.027027,Good,Good,0
110788234,Orange - North,110788234,0.9761905,Good,Good,0
110788234,Orange - North,110788236,0.0238095,Acceptable,Good,0
110788235,Orange - North,110788235,0.8,Acceptable,Good,0
110788235,Orange - North,110788236,0.2,Acceptable,Good,0
110788236,Orange - North,110788236,1,Acceptable,Good,0
110798222,Orange Region,110790001,1,Good,Good,0
110798223,Orange Region,110790001,1,Good,Good,0
110798224,Orange Region,110798224,1,Good,Good,0
110798225,Orange Region,110798225,1,Good,Good,0
110798226,Orange Region,110798226,1,Good,Good,0
110798227,Orange Region,110798227,1,Good,Good,0
110798228,Orange Region,110798228,1,Good,Good,0
110798229,Orange Region,110798229,1,Good,Good,0
110798230,Orange Region,110798230,1,Good,Good,0
110808417,Grafton,110808417,1,Good,Good,0
110808418,Grafton,110808418,1,Good,Good,0
110808419,Grafton,110808421,0.1891892,Poor,Good,0
110808419,Grafton,110808422,0.2972973,Poor,Good,0
110808419,Grafton,110808423,0.5135135,Poor,Good,0
110808420,Grafton,110808420,1,Good,Good,0
110818404,Grafton Region,110818404,1,Good,Good,0
110818405,Grafton Region,110818405,1,Good,Good,0
110818406,Grafton Region,110818406,1,Good,Good,0
110818407,Grafton Region,110818407,1,Good,Good,0
110818408,Grafton Region,110818408,1,Good,Good,0
110818409,Grafton Region,110818409,1,Good,Good,0
110818410,Grafton Region,110818410,1,Good,Good,0
110818411,Grafton Region,110818411,1,Good,Good,0
110818412,Grafton Region,110818412,1,Good,Good,0
110818413,Grafton Region,110818413,1,Good,Good,0
110818414,Grafton Region,110818414,1,Good,Good,0
110828423,Maclean - Yamba - Iluka,110828423,1,Good,Good,0
110828424,Maclean - Yamba - Iluka,110828424,1,Good,Good,0
110828425,Maclean - Yamba - Iluka,110828425,1,Good,Good,0
110828426,Maclean - Yamba - Iluka,110828426,1,Good,Good,0
110828427,Maclean - Yamba - Iluka,110828427,1,Good,Good,0
110838435,Bellingen,110838435,1,Good,Good,0
110838436,Bellingen,110838436,1,Good,Good,0
110838437,Bellingen,110838437,1,Good,Good,0
110848459,Coffs Harbour - North,110848459,1,Good,Good,0
110848460,Coffs Harbour - North,110848460,1,Good,Good,0
110848461,Coffs Harbour - North,110848461,1,Good,Good,0
110858473,Coffs Harbour - South,110858473,1,Good,Good,0
110858474,Coffs Harbour - South,110858474,1,Good,Good,0
110858475,Coffs Harbour - South,110858475,1,Good,Good,0
110858476,Coffs Harbour - South,110858476,1,Good,Good,0
110868440,Coramba - Nana Glen - Bucca,110868440,1,Good,Good,0
110868441,Coramba - Nana Glen - Bucca,110868441,1,Good,Good,0
110878430,Dorrigo,110878430,1,Good,Good,0
110878431,Dorrigo,110878431,1,Good,Good,0
110878432,Dorrigo,110878432,1,Good,Good,0
110888464,Korora - Emerald Beach,110888464,1,Good,Good,0
110888465,Korora - Emerald Beach,110888465,1,Good,Good,0
110888466,Korora - Emerald Beach,110888466,1,Good,Good,0
110898451,Sawtell - Boambee,110898451,1,Good,Good,0
110898452,Sawtell - Boambee,110898452,1,Good,Good,0
110898453,Sawtell - Boambee,110898453,1,Good,Good,0
110898454,Sawtell - Boambee,110898454,1,Good,Good,0
110898455,Sawtell - Boambee,110898455,1,Good,Good,0
110898456,Sawtell - Boambee,110898456,1,Good,Good,0
110908469,Urunga,110908469,1,Good,Good,0
110908470,Urunga,110908470,1,Good,Good,0
110918444,Woolgoolga - Arrawarra,110918444,1,Good,Good,0
110918445,Woolgoolga - Arrawarra,110918445,1,Good,Good,0
110918446,Woolgoolga - Arrawarra,110918446,1,Good,Good,0
110918447,Woolgoolga - Arrawarra,110918447,1,Good,Good,0
110918448,Woolgoolga - Arrawarra,110918448,1,Good,Good,0
110928694,Bourke - Brewarrina,110928694,1,Good,Good,0
110928695,Bourke - Brewarrina,110928695,1,Good,Good,0
110928696,Bourke - Brewarrina,110920002,1,Good,Good,0
110928697,Bourke - Brewarrina,110920001,0.9677419,Good,Good,0
110928697,Bourke - Brewarrina,110920002,0.0322581,Good,Good,0
110938700,Cobar,110938700,1,Good,Good,0
110938701,Cobar,110938700,0.025641,Good,Good,0
110938701,Cobar,110938701,0.974359,Good,Good,0
110948711,Coonamble,110948711,1,Good,Good,0
110948712,Coonamble,110948712,1,Good,Good,0
110958715,Nyngan - Warren,110958715,1,Good,Good,0
110958716,Nyngan - Warren,110958716,1,Good,Good,0
110968704,Walgett - Lightning Ridge,110968704,1,Good,Good,0
110968705,Walgett - Lightning Ridge,110968705,1,Good,Good,0
110968706,Walgett - Lightning Ridge,110968706,1,Good,Good,0
110968707,Walgett - Lightning Ridge,110968707,1,Good,Good,0
110968708,Walgett - Lightning Ridge,110968708,1,Good,Good,0
110978691,Broken Hill,110970001,0.5454545,Poor,Good,0
110978691,Broken Hill,110970002,0.4545455,Poor,Good,0
110988688,Far West,110988688,1,Good,Good,0
110998746,Coonabarabran,110998746,1,Good,Good,0
110998747,Coonabarabran,110998747,1,Good,Good,0
110998748,Coonabarabran,110998748,1,Good,Good,0
110998749,Coonabarabran,110998749,1,Good,Good,0
110998750,Coonabarabran,110998750,1,Good,Good,0
110998751,Coonabarabran,110998751,1,Good,Good,0
111008742,Dubbo - East,111008742,1,Good,Good,0
111008743,Dubbo - East,111008743,1,Good,Good,0
111018733,Dubbo - South,111010002,0.1363636,Poor,Good,0
111018733,Dubbo - South,111010003,0.5681818,Poor,Good,0
111018733,Dubbo - South,111010004,0.2954545,Poor,Good,0
111018734,Dubbo - South,111010001,0.969697,Good,Good,0
111018734,Dubbo - South,111010004,0.030303,Poor,Good,0
111028729,Dubbo - West,111028729,1,Good,Good,0
111028730,Dubbo - West,111028730,1,Good,Good,0
111038737,Dubbo Region,111038737,1,Good,Good,0
111038738,Dubbo Region,111038738,1,Good,Good,0
111038739,Dubbo Region,111038739,1,Good,Good,0
111048724,Gilgandra,111048724,1,Good,Good,0
111048725,Gilgandra,111048725,1,Good,Good,0
111048726,Gilgandra,111048726,1,Good,Good,0
111058719,Narromine,111050001,1,Good,Good,0
111058720,Narromine,111058720,1,Good,Good,0
111058721,Narromine,111050002,1,Good,Good,0
111068754,Wellington,111068754,1,Good,Good,0
111068755,Wellington,111068755,1,Good,Good,0
111068756,Wellington,111060001,1,Good,Good,0
111068757,Wellington,111068757,1,Good,Good,0
111068758,Wellington,111060002,1,Good,Good,0
111077020,Branxton - Greta - Pokolbin,111077020,1,Good,Good,0
111077021,Branxton - Greta - Pokolbin,111077021,1,Good,Good,0
111077022,Branxton - Greta - Pokolbin,111077022,1,Good,Good,0
111077023,Branxton - Greta - Pokolbin,111077023,1,Good,Good,0
111077024,Branxton - Greta - Pokolbin,111077023,0.1538462,Good,Good,0
111077024,Branxton - Greta - Pokolbin,111077024,0.8461538,Acceptable,Good,0
111087054,Cessnock,111080001,0.9142857,Good,Good,0
111087054,Cessnock,111087055,0.0857143,Good,Good,0
111087055,Cessnock,111087055,1,Good,Good,0
111087056,Cessnock,111080001,1,Good,Good,0
111087057,Cessnock,111087057,1,Good,Good,0
111087058,Cessnock,111087058,0.875,Acceptable,Good,0
111087058,Cessnock,111087062,0.125,Acceptable,Good,0
111087059,Cessnock,111080002,0.2820513,Poor,Good,0
111087059,Cessnock,111087061,0.7179487,Good,Good,0
111087060,Cessnock,111087060,1,Good,Good,0
111087061,Cessnock,111087061,1,Good,Good,0
111087062,Cessnock,111087062,1,Acceptable,Good,0
111097037,Cessnock Region,111097037,1,Good,Good,0
111097038,Cessnock Region,111097038,1,Good,Good,0
111097039,Cessnock Region,111097039,1,Good,Good,0
111097040,Cessnock Region,111097040,1,Good,Good,0
111097041,Cessnock Region,111097041,1,Good,Good,0
111108028,Dungog,111108028,1,Good,Good,0
111108029,Dungog,111108029,1,Good,Good,0
111108030,Dungog,111108030,1,Good,Good,0
111108031,Dungog,111108031,1,Good,Good,0
111108032,Dungog,111108032,1,Good,Good,0
111117075,Kurri Kurri - Abermain,111117075,1,Good,Good,0
111117076,Kurri Kurri - Abermain,111117076,1,Good,Good,0
111117077,Kurri Kurri - Abermain,111117077,1,Good,Good,0
111117078,Kurri Kurri - Abermain,111117078,1,Good,Good,0
111117079,Kurri Kurri - Abermain,111110001,1,Poor,Good,0
111117080,Kurri Kurri - Abermain,111110001,0.03125,Poor,Good,0
111117080,Kurri Kurri - Abermain,111117080,0.96875,Good,Good,0
111117081,Kurri Kurri - Abermain,111110001,0.025,Poor,Good,0
111117081,Kurri Kurri - Abermain,111117081,0.975,Good,Good,0
111117082,Kurri Kurri - Abermain,111117082,1,Good,Good,0
111128024,Singleton,111128024,1,Good,Good,0
111128025,Singleton,111128025,1,Good,Good,0
111138020,Singleton Region,111138020,1,Good,Good,0
111138021,Singleton Region,111138021,1,Good,Good,0
111147129,Maitland,111147129,1,Good,Good,0
111147130,Maitland,111147130,1,Good,Good,0
111147131,Maitland,111147131,1,Good,Good,0
111157144,Maitland - East,116140001,1,Good,Good,0
111157145,Maitland - East,116140002,1,Good,Good,0
111157146,Maitland - East,116140003,1,Good,Good,0
111157147,Maitland - East,116140004,1,Good,Good,0
111157148,Maitland - East,116170001,0.6470588,Poor,Good,0
111157148,Maitland - East,116180002,0.3529412,Poor,Good,0
111157149,Maitland - East,116140005,1,Good,Good,0
111157150,Maitland - East,116140006,1,Good,Good,0
111157151,Maitland - East,116140007,1,Good,Good,0
111157152,Maitland - East,116170002,1,Good,Good,0
111157153,Maitland - East,116170003,1,Good,Good,0
111157154,Maitland - East,116170004,1,Good,Good,0
111167115,Maitland - North,111167115,1,Good,Good,0
111167116,Maitland - North,111167116,1,Good,Good,0
111177095,Maitland - West,116150001,0.5681818,Poor,Good,0
111177095,Maitland - West,116160001,0.4318182,Poor,Good,0
111177096,Maitland - West,116160002,1,Good,Good,0
111177097,Maitland - West,116160003,1,Good,Good,0
111177098,Maitland - West,116150002,1,Good,Good,0
111177099,Maitland - West,116150003,1,Good,Good,0
111177100,Maitland - West,116150004,1,Good,Good,0
111177101,Maitland - West,116150005,1,Good,Good,0
111177102,Maitland - West,116150006,1,Good,Good,0
111187167,Thornton - Millers Forest,116180003,1,Good,Good,0
111187168,Thornton - Millers Forest,116180004,1,Good,Good,0
111187169,Thornton - Millers Forest,116180001,0.9393939,Good,Good,0
