"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","14-15","Year 9",2008,"Grammar and Punctuation",561.2
10102,"all","14-15","Year 9",2009,"Grammar and Punctuation",560
10102,"all","14-15","Year 9",2010,"Grammar and Punctuation",563
10102,"all","14-15","Year 9",2011,"Grammar and Punctuation",556.6
10102,"all","14-15","Year 9",2012,"Grammar and Punctuation",548.1
10102,"all","14-15","Year 9",2013,"Grammar and Punctuation",555.7
10102,"all","14-15","Year 9",2014,"Grammar and Punctuation",548.4
10102,"all","14-15","Year 9",2015,"Grammar and Punctuation",547.8
10102,"all","14-15","Year 9",2016,"Grammar and Punctuation",557
10102,"all","14-15","Year 9",2017,"Grammar and Punctuation",547.7
10102,"all","14-15","Year 9",2018,"Grammar and Punctuation",556.1
10102,"all","14-15","Year 9",2019,"Grammar and Punctuation",550.6
10102,"all","14-15","Year 9",2021,"Grammar and Punctuation",559.2
10103,"all","14-15","Year 9",2008,"Grammar and Punctuation",578.8
10103,"all","14-15","Year 9",2009,"Grammar and Punctuation",583.9
10103,"all","14-15","Year 9",2010,"Grammar and Punctuation",579.7
10103,"all","14-15","Year 9",2011,"Grammar and Punctuation",568.4
10103,"all","14-15","Year 9",2012,"Grammar and Punctuation",573.9
10103,"all","14-15","Year 9",2013,"Grammar and Punctuation",578
10103,"all","14-15","Year 9",2014,"Grammar and Punctuation",568.5
10103,"all","14-15","Year 9",2015,"Grammar and Punctuation",559.8
10103,"all","14-15","Year 9",2016,"Grammar and Punctuation",557.5
10103,"all","14-15","Year 9",2017,"Grammar and Punctuation",568.6
10103,"all","14-15","Year 9",2018,"Grammar and Punctuation",568.4
10103,"all","14-15","Year 9",2019,"Grammar and Punctuation",558
10103,"all","14-15","Year 9",2021,"Grammar and Punctuation",558.8
10104,"all","14-15","Year 9",2008,"Grammar and Punctuation",564.1
10104,"all","14-15","Year 9",2009,"Grammar and Punctuation",572.2
10104,"all","14-15","Year 9",2010,"Grammar and Punctuation",575.9
10104,"all","14-15","Year 9",2011,"Grammar and Punctuation",566.2
10104,"all","14-15","Year 9",2012,"Grammar and Punctuation",566.1
10104,"all","14-15","Year 9",2013,"Grammar and Punctuation",566.5
10104,"all","14-15","Year 9",2014,"Grammar and Punctuation",563.9
10104,"all","14-15","Year 9",2015,"Grammar and Punctuation",554.9
10104,"all","14-15","Year 9",2016,"Grammar and Punctuation",564.8
10104,"all","14-15","Year 9",2017,"Grammar and Punctuation",562.9
10104,"all","14-15","Year 9",2018,"Grammar and Punctuation",568.7
10104,"all","14-15","Year 9",2019,"Grammar and Punctuation",553.8
10104,"all","14-15","Year 9",2021,"Grammar and Punctuation",551.7
10105,"all","14-15","Year 9",2008,"Grammar and Punctuation",564
10105,"all","14-15","Year 9",2009,"Grammar and Punctuation",576.6
10105,"all","14-15","Year 9",2010,"Grammar and Punctuation",566.6
10105,"all","14-15","Year 9",2011,"Grammar and Punctuation",555.7
10105,"all","14-15","Year 9",2012,"Grammar and Punctuation",562.6
10105,"all","14-15","Year 9",2013,"Grammar and Punctuation",553.3
10105,"all","14-15","Year 9",2014,"Grammar and Punctuation",553.2
10105,"all","14-15","Year 9",2015,"Grammar and Punctuation",546.2
10105,"all","14-15","Year 9",2016,"Grammar and Punctuation",549.5
10105,"all","14-15","Year 9",2017,"Grammar and Punctuation",556.1
10105,"all","14-15","Year 9",2018,"Grammar and Punctuation",562
10105,"all","14-15","Year 9",2019,"Grammar and Punctuation",545.4
10105,"all","14-15","Year 9",2021,"Grammar and Punctuation",551.2
10106,"all","14-15","Year 9",2008,"Grammar and Punctuation",553.4
10106,"all","14-15","Year 9",2009,"Grammar and Punctuation",561.8
10106,"all","14-15","Year 9",2010,"Grammar and Punctuation",559
10106,"all","14-15","Year 9",2011,"Grammar and Punctuation",547.9
10106,"all","14-15","Year 9",2012,"Grammar and Punctuation",557
10106,"all","14-15","Year 9",2013,"Grammar and Punctuation",563.3
10106,"all","14-15","Year 9",2014,"Grammar and Punctuation",549.9
10106,"all","14-15","Year 9",2015,"Grammar and Punctuation",548.4
10106,"all","14-15","Year 9",2016,"Grammar and Punctuation",546.6
10106,"all","14-15","Year 9",2017,"Grammar and Punctuation",551.5
10106,"all","14-15","Year 9",2018,"Grammar and Punctuation",561.2
10106,"all","14-15","Year 9",2019,"Grammar and Punctuation",554
10106,"all","14-15","Year 9",2021,"Grammar and Punctuation",546.1
10201,"all","14-15","Year 9",2008,"Grammar and Punctuation",582.2
10201,"all","14-15","Year 9",2009,"Grammar and Punctuation",578.8
10201,"all","14-15","Year 9",2010,"Grammar and Punctuation",584
10201,"all","14-15","Year 9",2011,"Grammar and Punctuation",578.3
10201,"all","14-15","Year 9",2012,"Grammar and Punctuation",577.4
10201,"all","14-15","Year 9",2013,"Grammar and Punctuation",577.3
10201,"all","14-15","Year 9",2014,"Grammar and Punctuation",574.3
10201,"all","14-15","Year 9",2015,"Grammar and Punctuation",569
10201,"all","14-15","Year 9",2016,"Grammar and Punctuation",573.8
10201,"all","14-15","Year 9",2017,"Grammar and Punctuation",578.2
10201,"all","14-15","Year 9",2018,"Grammar and Punctuation",579.6
10201,"all","14-15","Year 9",2019,"Grammar and Punctuation",576.8
10201,"all","14-15","Year 9",2021,"Grammar and Punctuation",577.5
10202,"all","14-15","Year 9",2008,"Grammar and Punctuation",549.4
10202,"all","14-15","Year 9",2009,"Grammar and Punctuation",554.5
10202,"all","14-15","Year 9",2010,"Grammar and Punctuation",560.2
10202,"all","14-15","Year 9",2011,"Grammar and Punctuation",549.7
10202,"all","14-15","Year 9",2012,"Grammar and Punctuation",551.2
10202,"all","14-15","Year 9",2013,"Grammar and Punctuation",552.6
10202,"all","14-15","Year 9",2014,"Grammar and Punctuation",551.4
10202,"all","14-15","Year 9",2015,"Grammar and Punctuation",550.5
10202,"all","14-15","Year 9",2016,"Grammar and Punctuation",553.5
10202,"all","14-15","Year 9",2017,"Grammar and Punctuation",552.2
10202,"all","14-15","Year 9",2018,"Grammar and Punctuation",559.2
10202,"all","14-15","Year 9",2019,"Grammar and Punctuation",551.2
10202,"all","14-15","Year 9",2021,"Grammar and Punctuation",553.1
10301,"all","14-15","Year 9",2008,"Grammar and Punctuation",568.8
10301,"all","14-15","Year 9",2009,"Grammar and Punctuation",570.9
10301,"all","14-15","Year 9",2010,"Grammar and Punctuation",574.2
10301,"all","14-15","Year 9",2011,"Grammar and Punctuation",564.7
10301,"all","14-15","Year 9",2012,"Grammar and Punctuation",569.8
10301,"all","14-15","Year 9",2013,"Grammar and Punctuation",568.4
10301,"all","14-15","Year 9",2014,"Grammar and Punctuation",568.4
10301,"all","14-15","Year 9",2015,"Grammar and Punctuation",562.7
10301,"all","14-15","Year 9",2016,"Grammar and Punctuation",562.7
10301,"all","14-15","Year 9",2017,"Grammar and Punctuation",564.2
10301,"all","14-15","Year 9",2018,"Grammar and Punctuation",578.9
10301,"all","14-15","Year 9",2019,"Grammar and Punctuation",563.5
10301,"all","14-15","Year 9",2021,"Grammar and Punctuation",561.2
10302,"all","14-15","Year 9",2008,"Grammar and Punctuation",551.9
10302,"all","14-15","Year 9",2009,"Grammar and Punctuation",556.2
10302,"all","14-15","Year 9",2010,"Grammar and Punctuation",551.3
10302,"all","14-15","Year 9",2011,"Grammar and Punctuation",544.3
10302,"all","14-15","Year 9",2012,"Grammar and Punctuation",551.9
10302,"all","14-15","Year 9",2013,"Grammar and Punctuation",547.2
10302,"all","14-15","Year 9",2014,"Grammar and Punctuation",542.9
10302,"all","14-15","Year 9",2015,"Grammar and Punctuation",539.9
10302,"all","14-15","Year 9",2016,"Grammar and Punctuation",546.2
10302,"all","14-15","Year 9",2017,"Grammar and Punctuation",543.7
10302,"all","14-15","Year 9",2018,"Grammar and Punctuation",552.9
10302,"all","14-15","Year 9",2019,"Grammar and Punctuation",545.7
10302,"all","14-15","Year 9",2021,"Grammar and Punctuation",542.4
10303,"all","14-15","Year 9",2008,"Grammar and Punctuation",554.2
10303,"all","14-15","Year 9",2009,"Grammar and Punctuation",559.9
10303,"all","14-15","Year 9",2010,"Grammar and Punctuation",559.8
10303,"all","14-15","Year 9",2011,"Grammar and Punctuation",556.8
10303,"all","14-15","Year 9",2012,"Grammar and Punctuation",553.5
10303,"all","14-15","Year 9",2013,"Grammar and Punctuation",554.2
10303,"all","14-15","Year 9",2014,"Grammar and Punctuation",552.7
10303,"all","14-15","Year 9",2015,"Grammar and Punctuation",546.5
10303,"all","14-15","Year 9",2016,"Grammar and Punctuation",541.9
10303,"all","14-15","Year 9",2017,"Grammar and Punctuation",550.9
10303,"all","14-15","Year 9",2018,"Grammar and Punctuation",551.9
10303,"all","14-15","Year 9",2019,"Grammar and Punctuation",558.6
10303,"all","14-15","Year 9",2021,"Grammar and Punctuation",540.7
10304,"all","14-15","Year 9",2008,"Grammar and Punctuation",576.3
10304,"all","14-15","Year 9",2009,"Grammar and Punctuation",572.9
10304,"all","14-15","Year 9",2010,"Grammar and Punctuation",572.7
10304,"all","14-15","Year 9",2011,"Grammar and Punctuation",565.9
10304,"all","14-15","Year 9",2012,"Grammar and Punctuation",567.4
10304,"all","14-15","Year 9",2013,"Grammar and Punctuation",563.9
10304,"all","14-15","Year 9",2014,"Grammar and Punctuation",570.4
10304,"all","14-15","Year 9",2015,"Grammar and Punctuation",559.7
10304,"all","14-15","Year 9",2016,"Grammar and Punctuation",565.5
10304,"all","14-15","Year 9",2017,"Grammar and Punctuation",568.8
10304,"all","14-15","Year 9",2018,"Grammar and Punctuation",571.7
10304,"all","14-15","Year 9",2019,"Grammar and Punctuation",565.3
