"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","8-9","Year 3",2008,"Numeracy",408.5
10102,"all","8-9","Year 3",2009,"Numeracy",405.7
10102,"all","8-9","Year 3",2010,"Numeracy",399.6
10102,"all","8-9","Year 3",2011,"Numeracy",392.9
10102,"all","8-9","Year 3",2012,"Numeracy",394.6
10102,"all","8-9","Year 3",2013,"Numeracy",391.6
10102,"all","8-9","Year 3",2014,"Numeracy",390.7
10102,"all","8-9","Year 3",2015,"Numeracy",391.4
10102,"all","8-9","Year 3",2016,"Numeracy",389.3
10102,"all","8-9","Year 3",2017,"Numeracy",392.8
10102,"all","8-9","Year 3",2018,"Numeracy",391.6
10102,"all","8-9","Year 3",2019,"Numeracy",392.2
10102,"all","8-9","Year 3",2021,"Numeracy",392.2
10103,"all","8-9","Year 3",2008,"Numeracy",399.7
10103,"all","8-9","Year 3",2009,"Numeracy",387.6
10103,"all","8-9","Year 3",2010,"Numeracy",396.4
10103,"all","8-9","Year 3",2011,"Numeracy",397.6
10103,"all","8-9","Year 3",2012,"Numeracy",377
10103,"all","8-9","Year 3",2013,"Numeracy",390.4
10103,"all","8-9","Year 3",2014,"Numeracy",383.6
10103,"all","8-9","Year 3",2015,"Numeracy",371.2
10103,"all","8-9","Year 3",2016,"Numeracy",388.7
10103,"all","8-9","Year 3",2017,"Numeracy",386
10103,"all","8-9","Year 3",2018,"Numeracy",390.7
10103,"all","8-9","Year 3",2019,"Numeracy",383.6
10103,"all","8-9","Year 3",2021,"Numeracy",381.5
10104,"all","8-9","Year 3",2008,"Numeracy",398.8
10104,"all","8-9","Year 3",2009,"Numeracy",389
10104,"all","8-9","Year 3",2010,"Numeracy",390.5
10104,"all","8-9","Year 3",2011,"Numeracy",388.5
10104,"all","8-9","Year 3",2012,"Numeracy",386.6
10104,"all","8-9","Year 3",2013,"Numeracy",387.9
10104,"all","8-9","Year 3",2014,"Numeracy",394.9
10104,"all","8-9","Year 3",2015,"Numeracy",388.4
10104,"all","8-9","Year 3",2016,"Numeracy",383.6
10104,"all","8-9","Year 3",2017,"Numeracy",392.6
10104,"all","8-9","Year 3",2018,"Numeracy",393.2
10104,"all","8-9","Year 3",2019,"Numeracy",392.7
10104,"all","8-9","Year 3",2021,"Numeracy",388.4
10105,"all","8-9","Year 3",2008,"Numeracy",392.1
10105,"all","8-9","Year 3",2009,"Numeracy",388.3
10105,"all","8-9","Year 3",2010,"Numeracy",380
10105,"all","8-9","Year 3",2011,"Numeracy",398.6
10105,"all","8-9","Year 3",2012,"Numeracy",373.9
10105,"all","8-9","Year 3",2013,"Numeracy",377.9
10105,"all","8-9","Year 3",2014,"Numeracy",384.7
10105,"all","8-9","Year 3",2015,"Numeracy",371.8
10105,"all","8-9","Year 3",2016,"Numeracy",372.4
10105,"all","8-9","Year 3",2017,"Numeracy",376.4
10105,"all","8-9","Year 3",2018,"Numeracy",376.3
10105,"all","8-9","Year 3",2019,"Numeracy",381
10105,"all","8-9","Year 3",2021,"Numeracy",380.9
10106,"all","8-9","Year 3",2008,"Numeracy",408
10106,"all","8-9","Year 3",2009,"Numeracy",395.8
10106,"all","8-9","Year 3",2010,"Numeracy",391.1
10106,"all","8-9","Year 3",2011,"Numeracy",396
10106,"all","8-9","Year 3",2012,"Numeracy",392.9
10106,"all","8-9","Year 3",2013,"Numeracy",385.7
10106,"all","8-9","Year 3",2014,"Numeracy",402.2
10106,"all","8-9","Year 3",2015,"Numeracy",388.7
10106,"all","8-9","Year 3",2016,"Numeracy",388.2
10106,"all","8-9","Year 3",2017,"Numeracy",400.3
10106,"all","8-9","Year 3",2018,"Numeracy",399.1
10106,"all","8-9","Year 3",2019,"Numeracy",393.6
10106,"all","8-9","Year 3",2021,"Numeracy",390.8
10201,"all","8-9","Year 3",2008,"Numeracy",411.3
10201,"all","8-9","Year 3",2009,"Numeracy",407.5
10201,"all","8-9","Year 3",2010,"Numeracy",403
10201,"all","8-9","Year 3",2011,"Numeracy",409.3
10201,"all","8-9","Year 3",2012,"Numeracy",407.1
10201,"all","8-9","Year 3",2013,"Numeracy",408.6
10201,"all","8-9","Year 3",2014,"Numeracy",410.9
10201,"all","8-9","Year 3",2015,"Numeracy",399.8
10201,"all","8-9","Year 3",2016,"Numeracy",406.6
10201,"all","8-9","Year 3",2017,"Numeracy",418
10201,"all","8-9","Year 3",2018,"Numeracy",414.3
10201,"all","8-9","Year 3",2019,"Numeracy",414.9
10201,"all","8-9","Year 3",2021,"Numeracy",417
10202,"all","8-9","Year 3",2008,"Numeracy",398.6
10202,"all","8-9","Year 3",2009,"Numeracy",393.2
10202,"all","8-9","Year 3",2010,"Numeracy",394.2
10202,"all","8-9","Year 3",2011,"Numeracy",394.1
10202,"all","8-9","Year 3",2012,"Numeracy",394.4
10202,"all","8-9","Year 3",2013,"Numeracy",392.8
10202,"all","8-9","Year 3",2014,"Numeracy",395.4
10202,"all","8-9","Year 3",2015,"Numeracy",389
10202,"all","8-9","Year 3",2016,"Numeracy",385.1
10202,"all","8-9","Year 3",2017,"Numeracy",395.9
10202,"all","8-9","Year 3",2018,"Numeracy",399
10202,"all","8-9","Year 3",2019,"Numeracy",402.2
10202,"all","8-9","Year 3",2021,"Numeracy",395.2
10301,"all","8-9","Year 3",2008,"Numeracy",401.8
10301,"all","8-9","Year 3",2009,"Numeracy",398.2
10301,"all","8-9","Year 3",2010,"Numeracy",394
10301,"all","8-9","Year 3",2011,"Numeracy",391.9
10301,"all","8-9","Year 3",2012,"Numeracy",400.7
10301,"all","8-9","Year 3",2013,"Numeracy",386.6
10301,"all","8-9","Year 3",2014,"Numeracy",393.3
10301,"all","8-9","Year 3",2015,"Numeracy",388.6
10301,"all","8-9","Year 3",2016,"Numeracy",395.1
10301,"all","8-9","Year 3",2017,"Numeracy",404.1
10301,"all","8-9","Year 3",2018,"Numeracy",399
10301,"all","8-9","Year 3",2019,"Numeracy",402.3
10301,"all","8-9","Year 3",2021,"Numeracy",397.7
10302,"all","8-9","Year 3",2008,"Numeracy",387.5
10302,"all","8-9","Year 3",2009,"Numeracy",378.9
10302,"all","8-9","Year 3",2010,"Numeracy",377
10302,"all","8-9","Year 3",2011,"Numeracy",382
10302,"all","8-9","Year 3",2012,"Numeracy",368.7
10302,"all","8-9","Year 3",2013,"Numeracy",378.8
10302,"all","8-9","Year 3",2014,"Numeracy",381
10302,"all","8-9","Year 3",2015,"Numeracy",380.8
10302,"all","8-9","Year 3",2016,"Numeracy",379.8
10302,"all","8-9","Year 3",2017,"Numeracy",388.5
10302,"all","8-9","Year 3",2018,"Numeracy",388.6
10302,"all","8-9","Year 3",2019,"Numeracy",387.4
10302,"all","8-9","Year 3",2021,"Numeracy",382.8
10303,"all","8-9","Year 3",2008,"Numeracy",391.6
10303,"all","8-9","Year 3",2009,"Numeracy",384.9
10303,"all","8-9","Year 3",2010,"Numeracy",379.9
10303,"all","8-9","Year 3",2011,"Numeracy",392
10303,"all","8-9","Year 3",2012,"Numeracy",370.5
10303,"all","8-9","Year 3",2013,"Numeracy",385.3
10303,"all","8-9","Year 3",2014,"Numeracy",388.2
10303,"all","8-9","Year 3",2015,"Numeracy",376.2
10303,"all","8-9","Year 3",2016,"Numeracy",380.6
10303,"all","8-9","Year 3",2017,"Numeracy",389.7
10303,"all","8-9","Year 3",2018,"Numeracy",385.2
10303,"all","8-9","Year 3",2019,"Numeracy",381.7
10303,"all","8-9","Year 3",2021,"Numeracy",384.6
10304,"all","8-9","Year 3",2008,"Numeracy",395.9
10304,"all","8-9","Year 3",2009,"Numeracy",384.7
10304,"all","8-9","Year 3",2010,"Numeracy",387.9
10304,"all","8-9","Year 3",2011,"Numeracy",398.5
10304,"all","8-9","Year 3",2012,"Numeracy",392.4
10304,"all","8-9","Year 3",2013,"Numeracy",392.5
10304,"all","8-9","Year 3",2014,"Numeracy",402.2
10304,"all","8-9","Year 3",2015,"Numeracy",392.6
10304,"all","8-9","Year 3",2016,"Numeracy",392.2
10304,"all","8-9","Year 3",2017,"Numeracy",405
10304,"all","8-9","Year 3",2018,"Numeracy",405.5
10304,"all","8-9","Year 3",2019,"Numeracy",405.1
10304,"all","8-9","Year 3",2021,"Numeracy",404.5
10401,"all","8-9","Year 3",2008,"Numeracy",388.4
10401,"all","8-9","Year 3",2009,"Numeracy",382.5
10401,"all","8-9","Year 3",2010,"Numeracy",379.2
10401,"all","8-9","Year 3",2011,"Numeracy",387.5
10401,"all","8-9","Year 3",2012,"Numeracy",382.1
10401,"all","8-9","Year 3",2013,"Numeracy",386.1
10401,"all","8-9","Year 3",2014,"Numeracy",392.6
10401,"all","8-9","Year 3",2015,"Numeracy",383.9
10401,"all","8-9","Year 3",2016,"Numeracy",385.5
10401,"all","8-9","Year 3",2017,"Numeracy",388.9
10401,"all","8-9","Year 3",2018,"Numeracy",401.2
10401,"all","8-9","Year 3",2019,"Numeracy",390.5
10401,"all","8-9","Year 3",2021,"Numeracy",386.2
10402,"all","8-9","Year 3",2008,"Numeracy",399.9
10402,"all","8-9","Year 3",2009,"Numeracy",384.8
10402,"all","8-9","Year 3",2010,"Numeracy",388.3
10402,"all","8-9","Year 3",2011,"Numeracy",389.5
10402,"all","8-9","Year 3",2012,"Numeracy",392.4
10402,"all","8-9","Year 3",2013,"Numeracy",394.2
10402,"all","8-9","Year 3",2014,"Numeracy",395.3
10402,"all","8-9","Year 3",2015,"Numeracy",386.9
10402,"all","8-9","Year 3",2016,"Numeracy",392.5
10402,"all","8-9","Year 3",2017,"Numeracy",397.7
10402,"all","8-9","Year 3",2018,"Numeracy",398.9
10402,"all","8-9","Year 3",2019,"Numeracy",396.5
10402,"all","8-9","Year 3",2021,"Numeracy",397.5
10501,"all","8-9","Year 3",2008,"Numeracy",369.7
10501,"all","8-9","Year 3",2009,"Numeracy",356.8
10501,"all","8-9","Year 3",2010,"Numeracy",363.4
10501,"all","8-9","Year 3",2011,"Numeracy",369.3
10501,"all","8-9","Year 3",2012,"Numeracy",351.1
10501,"all","8-9","Year 3",2013,"Numeracy",356.6
10501,"all","8-9","Year 3",2014,"Numeracy",356.7
10501,"all","8-9","Year 3",2015,"Numeracy",364.9
10501,"all","8-9","Year 3",2016,"Numeracy",365.9
10501,"all","8-9","Year 3",2017,"Numeracy",366.2
10501,"all","8-9","Year 3",2018,"Numeracy",372.1
10501,"all","8-9","Year 3",2019,"Numeracy",366.8
10501,"all","8-9","Year 3",2021,"Numeracy",357.9
10502,"all","8-9","Year 3",2008,"Numeracy",378
10502,"all","8-9","Year 3",2009,"Numeracy",371.2
10502,"all","8-9","Year 3",2010,"Numeracy",364.6
10502,"all","8-9","Year 3",2011,"Numeracy",359.6
10502,"all","8-9","Year 3",2012,"Numeracy",384.8
10502,"all","8-9","Year 3",2013,"Numeracy",367.1
10502,"all","8-9","Year 3",2014,"Numeracy",366.3
10502,"all","8-9","Year 3",2015,"Numeracy",354.8
10502,"all","8-9","Year 3",2016,"Numeracy",356.6
10502,"all","8-9","Year 3",2017,"Numeracy",381.9
10502,"all","8-9","Year 3",2018,"Numeracy",371.4
10502,"all","8-9","Year 3",2019,"Numeracy",383.8
10502,"all","8-9","Year 3",2021,"Numeracy",360.8
10503,"all","8-9","Year 3",2008,"Numeracy",387
10503,"all","8-9","Year 3",2009,"Numeracy",384.4
10503,"all","8-9","Year 3",2010,"Numeracy",377.3
10503,"all","8-9","Year 3",2011,"Numeracy",379.8
10503,"all","8-9","Year 3",2012,"Numeracy",376.5
10503,"all","8-9","Year 3",2013,"Numeracy",381.6
10503,"all","8-9","Year 3",2014,"Numeracy",381.5
10503,"all","8-9","Year 3",2015,"Numeracy",376.8
10503,"all","8-9","Year 3",2016,"Numeracy",383.5
10503,"all","8-9","Year 3",2017,"Numeracy",396.2
10503,"all","8-9","Year 3",2018,"Numeracy",386.2
10503,"all","8-9","Year 3",2019,"Numeracy",382.9
10503,"all","8-9","Year 3",2021,"Numeracy",380.6
10601,"all","8-9","Year 3",2008,"Numeracy",384.7
10601,"all","8-9","Year 3",2009,"Numeracy",388.5
10601,"all","8-9","Year 3",2010,"Numeracy",377
10601,"all","8-9","Year 3",2011,"Numeracy",376.6
10601,"all","8-9","Year 3",2012,"Numeracy",375.4
10601,"all","8-9","Year 3",2013,"Numeracy",382
10601,"all","8-9","Year 3",2014,"Numeracy",381.1
10601,"all","8-9","Year 3",2015,"Numeracy",375.1
10601,"all","8-9","Year 3",2016,"Numeracy",377.6
10601,"all","8-9","Year 3",2017,"Numeracy",380.6
10601,"all","8-9","Year 3",2018,"Numeracy",386.5
10601,"all","8-9","Year 3",2019,"Numeracy",386.4
10601,"all","8-9","Year 3",2021,"Numeracy",386.4
10602,"all","8-9","Year 3",2008,"Numeracy",387.2
10602,"all","8-9","Year 3",2009,"Numeracy",385.5
10602,"all","8-9","Year 3",2010,"Numeracy",388.4
10602,"all","8-9","Year 3",2011,"Numeracy",392.8
10602,"all","8-9","Year 3",2012,"Numeracy",384
10602,"all","8-9","Year 3",2013,"Numeracy",384.3
10602,"all","8-9","Year 3",2014,"Numeracy",391.5
10602,"all","8-9","Year 3",2015,"Numeracy",377.4
10602,"all","8-9","Year 3",2016,"Numeracy",383.2
10602,"all","8-9","Year 3",2017,"Numeracy",395.5
10602,"all","8-9","Year 3",2018,"Numeracy",393.5
10602,"all","8-9","Year 3",2019,"Numeracy",394.9
10602,"all","8-9","Year 3",2021,"Numeracy",393.3
10603,"all","8-9","Year 3",2008,"Numeracy",394.1
10603,"all","8-9","Year 3",2009,"Numeracy",391.8
10603,"all","8-9","Year 3",2010,"Numeracy",384.7
10603,"all","8-9","Year 3",2011,"Numeracy",390
10603,"all","8-9","Year 3",2012,"Numeracy",391.1
10603,"all","8-9","Year 3",2013,"Numeracy",386.5
10603,"all","8-9","Year 3",2014,"Numeracy",397.7
10603,"all","8-9","Year 3",2015,"Numeracy",384.9
10603,"all","8-9","Year 3",2016,"Numeracy",391.4
10603,"all","8-9","Year 3",2017,"Numeracy",395.9
10603,"all","8-9","Year 3",2018,"Numeracy",396.6
10603,"all","8-9","Year 3",2019,"Numeracy",397.7
10603,"all","8-9","Year 3",2021,"Numeracy",392.2
10604,"all","8-9","Year 3",2008,"Numeracy",402.7
10604,"all","8-9","Year 3",2009,"Numeracy",398.4
10604,"all","8-9","Year 3",2010,"Numeracy",388.7
10604,"all","8-9","Year 3",2011,"Numeracy",394.9
10604,"all","8-9","Year 3",2012,"Numeracy",382.7
10604,"all","8-9","Year 3",2013,"Numeracy",382.4
10604,"all","8-9","Year 3",2014,"Numeracy",381.1
10604,"all","8-9","Year 3",2015,"Numeracy",381.3
10604,"all","8-9","Year 3",2016,"Numeracy",388
10604,"all","8-9","Year 3",2017,"Numeracy",394.3
10604,"all","8-9","Year 3",2018,"Numeracy",385.8
10604,"all","8-9","Year 3",2019,"Numeracy",382.8
10604,"all","8-9","Year 3",2021,"Numeracy",377
10701,"all","8-9","Year 3",2008,"Numeracy",391.7
10701,"all","8-9","Year 3",2009,"Numeracy",390.5
10701,"all","8-9","Year 3",2010,"Numeracy",387.9
10701,"all","8-9","Year 3",2011,"Numeracy",391.1
10701,"all","8-9","Year 3",2012,"Numeracy",388.8
10701,"all","8-9","Year 3",2013,"Numeracy",387.7
