"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","14-15","Year 9",2008,"Numeracy",576.6
10102,"all","14-15","Year 9",2009,"Numeracy",568.9
10102,"all","14-15","Year 9",2010,"Numeracy",571.6
10102,"all","14-15","Year 9",2011,"Numeracy",569.5
10102,"all","14-15","Year 9",2012,"Numeracy",559.3
10102,"all","14-15","Year 9",2013,"Numeracy",564.9
10102,"all","14-15","Year 9",2014,"Numeracy",566.3
10102,"all","14-15","Year 9",2015,"Numeracy",571.9
10102,"all","14-15","Year 9",2016,"Numeracy",567.7
10102,"all","14-15","Year 9",2017,"Numeracy",567.5
10102,"all","14-15","Year 9",2018,"Numeracy",569.1
10102,"all","14-15","Year 9",2019,"Numeracy",576
10102,"all","14-15","Year 9",2021,"Numeracy",568.8
10103,"all","14-15","Year 9",2008,"Numeracy",579
10103,"all","14-15","Year 9",2009,"Numeracy",596.5
10103,"all","14-15","Year 9",2010,"Numeracy",582.5
10103,"all","14-15","Year 9",2011,"Numeracy",577.4
10103,"all","14-15","Year 9",2012,"Numeracy",580.9
10103,"all","14-15","Year 9",2013,"Numeracy",579.9
10103,"all","14-15","Year 9",2014,"Numeracy",581.1
10103,"all","14-15","Year 9",2015,"Numeracy",581.2
10103,"all","14-15","Year 9",2016,"Numeracy",569.7
10103,"all","14-15","Year 9",2017,"Numeracy",581
10103,"all","14-15","Year 9",2018,"Numeracy",575.1
10103,"all","14-15","Year 9",2019,"Numeracy",578.9
10103,"all","14-15","Year 9",2021,"Numeracy",571
10104,"all","14-15","Year 9",2008,"Numeracy",575
10104,"all","14-15","Year 9",2009,"Numeracy",583.7
10104,"all","14-15","Year 9",2010,"Numeracy",580.4
10104,"all","14-15","Year 9",2011,"Numeracy",577.2
10104,"all","14-15","Year 9",2012,"Numeracy",571.2
10104,"all","14-15","Year 9",2013,"Numeracy",571.8
10104,"all","14-15","Year 9",2014,"Numeracy",575.7
10104,"all","14-15","Year 9",2015,"Numeracy",576.5
10104,"all","14-15","Year 9",2016,"Numeracy",576.1
10104,"all","14-15","Year 9",2017,"Numeracy",582.2
10104,"all","14-15","Year 9",2018,"Numeracy",584.9
10104,"all","14-15","Year 9",2019,"Numeracy",575.4
10104,"all","14-15","Year 9",2021,"Numeracy",573.1
10105,"all","14-15","Year 9",2008,"Numeracy",568.1
10105,"all","14-15","Year 9",2009,"Numeracy",579.6
10105,"all","14-15","Year 9",2010,"Numeracy",568.9
10105,"all","14-15","Year 9",2011,"Numeracy",559
10105,"all","14-15","Year 9",2012,"Numeracy",568.7
10105,"all","14-15","Year 9",2013,"Numeracy",558.9
10105,"all","14-15","Year 9",2014,"Numeracy",570.7
10105,"all","14-15","Year 9",2015,"Numeracy",572.5
10105,"all","14-15","Year 9",2016,"Numeracy",566.9
10105,"all","14-15","Year 9",2017,"Numeracy",575.4
10105,"all","14-15","Year 9",2018,"Numeracy",573.5
10105,"all","14-15","Year 9",2019,"Numeracy",564.6
10105,"all","14-15","Year 9",2021,"Numeracy",564.5
10106,"all","14-15","Year 9",2008,"Numeracy",568.5
10106,"all","14-15","Year 9",2009,"Numeracy",573.8
10106,"all","14-15","Year 9",2010,"Numeracy",570.4
10106,"all","14-15","Year 9",2011,"Numeracy",564.5
10106,"all","14-15","Year 9",2012,"Numeracy",571.4
10106,"all","14-15","Year 9",2013,"Numeracy",562.5
10106,"all","14-15","Year 9",2014,"Numeracy",563.1
10106,"all","14-15","Year 9",2015,"Numeracy",565.9
10106,"all","14-15","Year 9",2016,"Numeracy",561
10106,"all","14-15","Year 9",2017,"Numeracy",569.8
10106,"all","14-15","Year 9",2018,"Numeracy",571.8
10106,"all","14-15","Year 9",2019,"Numeracy",570.3
10106,"all","14-15","Year 9",2021,"Numeracy",566.1
10201,"all","14-15","Year 9",2008,"Numeracy",595.2
10201,"all","14-15","Year 9",2009,"Numeracy",596.1
10201,"all","14-15","Year 9",2010,"Numeracy",590.4
10201,"all","14-15","Year 9",2011,"Numeracy",589
10201,"all","14-15","Year 9",2012,"Numeracy",586.6
