"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","12-13","Year 7",2008,"Reading",528.9
10102,"all","12-13","Year 7",2009,"Reading",536.8
10102,"all","12-13","Year 7",2010,"Reading",533.7
10102,"all","12-13","Year 7",2011,"Reading",524.4
10102,"all","12-13","Year 7",2012,"Reading",529.2
10102,"all","12-13","Year 7",2013,"Reading",532.5
10102,"all","12-13","Year 7",2014,"Reading",528.2
10102,"all","12-13","Year 7",2015,"Reading",523.5
10102,"all","12-13","Year 7",2016,"Reading",528.2
10102,"all","12-13","Year 7",2017,"Reading",525.4
10102,"all","12-13","Year 7",2018,"Reading",526.7
10102,"all","12-13","Year 7",2019,"Reading",532.1
10102,"all","12-13","Year 7",2021,"Reading",530
10103,"all","12-13","Year 7",2008,"Reading",549.9
10103,"all","12-13","Year 7",2009,"Reading",537.7
10103,"all","12-13","Year 7",2010,"Reading",547.1
10103,"all","12-13","Year 7",2011,"Reading",544.4
10103,"all","12-13","Year 7",2012,"Reading",540.8
10103,"all","12-13","Year 7",2013,"Reading",542.6
10103,"all","12-13","Year 7",2014,"Reading",537.1
10103,"all","12-13","Year 7",2015,"Reading",540.6
10103,"all","12-13","Year 7",2016,"Reading",531.8
10103,"all","12-13","Year 7",2017,"Reading",542.3
10103,"all","12-13","Year 7",2018,"Reading",528.9
10103,"all","12-13","Year 7",2019,"Reading",527.8
10103,"all","12-13","Year 7",2021,"Reading",536.7
10104,"all","12-13","Year 7",2008,"Reading",542.6
10104,"all","12-13","Year 7",2009,"Reading",538.6
10104,"all","12-13","Year 7",2010,"Reading",541.4
10104,"all","12-13","Year 7",2011,"Reading",537
10104,"all","12-13","Year 7",2012,"Reading",540.2
10104,"all","12-13","Year 7",2013,"Reading",533.1
10104,"all","12-13","Year 7",2014,"Reading",540.6
10104,"all","12-13","Year 7",2015,"Reading",541.4
10104,"all","12-13","Year 7",2016,"Reading",532.7
10104,"all","12-13","Year 7",2017,"Reading",528.6
10104,"all","12-13","Year 7",2018,"Reading",532.2
10104,"all","12-13","Year 7",2019,"Reading",529.7
10104,"all","12-13","Year 7",2021,"Reading",520.7
10105,"all","12-13","Year 7",2008,"Reading",528.2
10105,"all","12-13","Year 7",2009,"Reading",531.7
10105,"all","12-13","Year 7",2010,"Reading",539.4
10105,"all","12-13","Year 7",2011,"Reading",523
10105,"all","12-13","Year 7",2012,"Reading",533.9
