"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","10-11","Year 5",2008,"Spelling",489.7
10102,"all","10-11","Year 5",2009,"Spelling",484.6
10102,"all","10-11","Year 5",2010,"Spelling",482.6
10102,"all","10-11","Year 5",2011,"Spelling",489.2
10102,"all","10-11","Year 5",2012,"Spelling",492.4
10102,"all","10-11","Year 5",2013,"Spelling",482.5
10102,"all","10-11","Year 5",2014,"Spelling",493.3
10102,"all","10-11","Year 5",2015,"Spelling",492.3
10102,"all","10-11","Year 5",2016,"Spelling",485
10102,"all","10-11","Year 5",2017,"Spelling",486.5
10102,"all","10-11","Year 5",2018,"Spelling",487.3
10102,"all","10-11","Year 5",2019,"Spelling",489.4
10102,"all","10-11","Year 5",2021,"Spelling",495.8
10103,"all","10-11","Year 5",2008,"Spelling",473.1
10103,"all","10-11","Year 5",2009,"Spelling",468.4
10103,"all","10-11","Year 5",2010,"Spelling",478.2
10103,"all","10-11","Year 5",2011,"Spelling",476.7
10103,"all","10-11","Year 5",2012,"Spelling",482.5
10103,"all","10-11","Year 5",2013,"Spelling",481.2
10103,"all","10-11","Year 5",2014,"Spelling",484.5
10103,"all","10-11","Year 5",2015,"Spelling",478.4
10103,"all","10-11","Year 5",2016,"Spelling",470.8
10103,"all","10-11","Year 5",2017,"Spelling",469.7
10103,"all","10-11","Year 5",2018,"Spelling",477.9
10103,"all","10-11","Year 5",2019,"Spelling",474.2
10103,"all","10-11","Year 5",2021,"Spelling",474.2
10104,"all","10-11","Year 5",2008,"Spelling",478.4
10104,"all","10-11","Year 5",2009,"Spelling",476.2
10104,"all","10-11","Year 5",2010,"Spelling",477.2
10104,"all","10-11","Year 5",2011,"Spelling",469.6
10104,"all","10-11","Year 5",2012,"Spelling",484.5
10104,"all","10-11","Year 5",2013,"Spelling",476.8
10104,"all","10-11","Year 5",2014,"Spelling",481.3
10104,"all","10-11","Year 5",2015,"Spelling",476.4
10104,"all","10-11","Year 5",2016,"Spelling",475.5
10104,"all","10-11","Year 5",2017,"Spelling",478.6
10104,"all","10-11","Year 5",2018,"Spelling",481.5
10104,"all","10-11","Year 5",2019,"Spelling",473.2
10104,"all","10-11","Year 5",2021,"Spelling",478.7
10105,"all","10-11","Year 5",2008,"Spelling",479.1
10105,"all","10-11","Year 5",2009,"Spelling",470.8
10105,"all","10-11","Year 5",2010,"Spelling",471.7
10105,"all","10-11","Year 5",2011,"Spelling",470
10105,"all","10-11","Year 5",2012,"Spelling",478.3
10105,"all","10-11","Year 5",2013,"Spelling",476.2
10105,"all","10-11","Year 5",2014,"Spelling",478.1
10105,"all","10-11","Year 5",2015,"Spelling",474.1
10105,"all","10-11","Year 5",2016,"Spelling",474.4
10105,"all","10-11","Year 5",2017,"Spelling",474
10105,"all","10-11","Year 5",2018,"Spelling",473.3
10105,"all","10-11","Year 5",2019,"Spelling",465.9
10105,"all","10-11","Year 5",2021,"Spelling",486.7
10106,"all","10-11","Year 5",2008,"Spelling",474.7
10106,"all","10-11","Year 5",2009,"Spelling",481.3
10106,"all","10-11","Year 5",2010,"Spelling",482.8
10106,"all","10-11","Year 5",2011,"Spelling",475.6
10106,"all","10-11","Year 5",2012,"Spelling",485.6
10106,"all","10-11","Year 5",2013,"Spelling",484.5
10106,"all","10-11","Year 5",2014,"Spelling",488.9
10106,"all","10-11","Year 5",2015,"Spelling",470.5
10106,"all","10-11","Year 5",2016,"Spelling",483.1
10106,"all","10-11","Year 5",2017,"Spelling",486.4
10106,"all","10-11","Year 5",2018,"Spelling",482.5
10106,"all","10-11","Year 5",2019,"Spelling",484.4
