"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","14-15","Year 9",2008,"Reading",575.8
10102,"all","14-15","Year 9",2009,"Reading",570.9
10102,"all","14-15","Year 9",2010,"Reading",563.3
10102,"all","14-15","Year 9",2011,"Reading",574.5
10102,"all","14-15","Year 9",2012,"Reading",562.3
10102,"all","14-15","Year 9",2013,"Reading",567.3
10102,"all","14-15","Year 9",2014,"Reading",560.4
10102,"all","14-15","Year 9",2015,"Reading",569.8
10102,"all","14-15","Year 9",2016,"Reading",567.5
10102,"all","14-15","Year 9",2017,"Reading",565.4
10102,"all","14-15","Year 9",2018,"Reading",562.7
10102,"all","14-15","Year 9",2019,"Reading",574
10102,"all","14-15","Year 9",2021,"Reading",558.7
10103,"all","14-15","Year 9",2008,"Reading",585.3
10103,"all","14-15","Year 9",2009,"Reading",588.3
10103,"all","14-15","Year 9",2010,"Reading",588.3
10103,"all","14-15","Year 9",2011,"Reading",581.5
10103,"all","14-15","Year 9",2012,"Reading",584.1
10103,"all","14-15","Year 9",2013,"Reading",585.9
10103,"all","14-15","Year 9",2014,"Reading",585
10103,"all","14-15","Year 9",2015,"Reading",583.1
10103,"all","14-15","Year 9",2016,"Reading",568.3
10103,"all","14-15","Year 9",2017,"Reading",577
10103,"all","14-15","Year 9",2018,"Reading",577.5
10103,"all","14-15","Year 9",2019,"Reading",578.8
10103,"all","14-15","Year 9",2021,"Reading",562.7
10104,"all","14-15","Year 9",2008,"Reading",580.8
10104,"all","14-15","Year 9",2009,"Reading",586.1
10104,"all","14-15","Year 9",2010,"Reading",574.6
10104,"all","14-15","Year 9",2011,"Reading",582.2
10104,"all","14-15","Year 9",2012,"Reading",571.3
10104,"all","14-15","Year 9",2013,"Reading",579.4
10104,"all","14-15","Year 9",2014,"Reading",573.5
10104,"all","14-15","Year 9",2015,"Reading",570.7
10104,"all","14-15","Year 9",2016,"Reading",578.1
10104,"all","14-15","Year 9",2017,"Reading",581.8
10104,"all","14-15","Year 9",2018,"Reading",576.7
10104,"all","14-15","Year 9",2019,"Reading",567.9
10104,"all","14-15","Year 9",2021,"Reading",557.6
10105,"all","14-15","Year 9",2008,"Reading",575.1
10105,"all","14-15","Year 9",2009,"Reading",583
10105,"all","14-15","Year 9",2010,"Reading",567.2
10105,"all","14-15","Year 9",2011,"Reading",569.3
10105,"all","14-15","Year 9",2012,"Reading",569.8
10105,"all","14-15","Year 9",2013,"Reading",569.1
10105,"all","14-15","Year 9",2014,"Reading",570.5
10105,"all","14-15","Year 9",2015,"Reading",569.6
10105,"all","14-15","Year 9",2016,"Reading",567
10105,"all","14-15","Year 9",2017,"Reading",574
10105,"all","14-15","Year 9",2018,"Reading",567.4
10105,"all","14-15","Year 9",2019,"Reading",562.2
10105,"all","14-15","Year 9",2021,"Reading",553.3
10106,"all","14-15","Year 9",2008,"Reading",573.1
10106,"all","14-15","Year 9",2009,"Reading",576.4
10106,"all","14-15","Year 9",2010,"Reading",567.5
10106,"all","14-15","Year 9",2011,"Reading",569.2
10106,"all","14-15","Year 9",2012,"Reading",566.3
10106,"all","14-15","Year 9",2013,"Reading",568.8
10106,"all","14-15","Year 9",2014,"Reading",557.8
10106,"all","14-15","Year 9",2015,"Reading",563.7
10106,"all","14-15","Year 9",2016,"Reading",560.5
10106,"all","14-15","Year 9",2017,"Reading",564
10106,"all","14-15","Year 9",2018,"Reading",566
10106,"all","14-15","Year 9",2019,"Reading",568.2
10106,"all","14-15","Year 9",2021,"Reading",559.5
10201,"all","14-15","Year 9",2008,"Reading",590.4
10201,"all","14-15","Year 9",2009,"Reading",590.7
10201,"all","14-15","Year 9",2010,"Reading",580.9
10201,"all","14-15","Year 9",2011,"Reading",586.6
10201,"all","14-15","Year 9",2012,"Reading",580.5
10201,"all","14-15","Year 9",2013,"Reading",585.9
10201,"all","14-15","Year 9",2014,"Reading",585.9
10201,"all","14-15","Year 9",2015,"Reading",582.4
10201,"all","14-15","Year 9",2016,"Reading",587.4
10201,"all","14-15","Year 9",2017,"Reading",589.8
10201,"all","14-15","Year 9",2018,"Reading",586.4
10201,"all","14-15","Year 9",2019,"Reading",584.8
10201,"all","14-15","Year 9",2021,"Reading",578.6
10202,"all","14-15","Year 9",2008,"Reading",561.6
10202,"all","14-15","Year 9",2009,"Reading",568
10202,"all","14-15","Year 9",2010,"Reading",560.4
10202,"all","14-15","Year 9",2011,"Reading",559.9
10202,"all","14-15","Year 9",2012,"Reading",557.6
10202,"all","14-15","Year 9",2013,"Reading",568.4
10202,"all","14-15","Year 9",2014,"Reading",561.8
10202,"all","14-15","Year 9",2015,"Reading",564
10202,"all","14-15","Year 9",2016,"Reading",566.9
10202,"all","14-15","Year 9",2017,"Reading",566.2
10202,"all","14-15","Year 9",2018,"Reading",569.8
10202,"all","14-15","Year 9",2019,"Reading",559.6
10202,"all","14-15","Year 9",2021,"Reading",556.4
10301,"all","14-15","Year 9",2008,"Reading",580.2
10301,"all","14-15","Year 9",2009,"Reading",584
10301,"all","14-15","Year 9",2010,"Reading",578.4
10301,"all","14-15","Year 9",2011,"Reading",580.3
10301,"all","14-15","Year 9",2012,"Reading",574.6
10301,"all","14-15","Year 9",2013,"Reading",579.4
10301,"all","14-15","Year 9",2014,"Reading",576.2
10301,"all","14-15","Year 9",2015,"Reading",577.5
10301,"all","14-15","Year 9",2016,"Reading",578.1
10301,"all","14-15","Year 9",2017,"Reading",576.2
10301,"all","14-15","Year 9",2018,"Reading",587.5
10301,"all","14-15","Year 9",2019,"Reading",577.3
10301,"all","14-15","Year 9",2021,"Reading",563.1
10302,"all","14-15","Year 9",2008,"Reading",563.4
10302,"all","14-15","Year 9",2009,"Reading",568
