"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","8-9","Year 3",2008,"Reading",414.8
10102,"all","8-9","Year 3",2009,"Reading",427.5
10102,"all","8-9","Year 3",2010,"Reading",421.5
10102,"all","8-9","Year 3",2011,"Reading",412.9
10102,"all","8-9","Year 3",2012,"Reading",420.1
10102,"all","8-9","Year 3",2013,"Reading",422.3
10102,"all","8-9","Year 3",2014,"Reading",410.5
10102,"all","8-9","Year 3",2015,"Reading",420.2
10102,"all","8-9","Year 3",2016,"Reading",415.9
10102,"all","8-9","Year 3",2017,"Reading",417.6
10102,"all","8-9","Year 3",2018,"Reading",413.2
10102,"all","8-9","Year 3",2019,"Reading",420.3
10102,"all","8-9","Year 3",2021,"Reading",423.6
10103,"all","8-9","Year 3",2008,"Reading",408.2
10103,"all","8-9","Year 3",2009,"Reading",413.8
10103,"all","8-9","Year 3",2010,"Reading",421.6
10103,"all","8-9","Year 3",2011,"Reading",419
10103,"all","8-9","Year 3",2012,"Reading",408.1
10103,"all","8-9","Year 3",2013,"Reading",423.7
10103,"all","8-9","Year 3",2014,"Reading",409.4
10103,"all","8-9","Year 3",2015,"Reading",400.7
10103,"all","8-9","Year 3",2016,"Reading",421.5
10103,"all","8-9","Year 3",2017,"Reading",406.1
10103,"all","8-9","Year 3",2018,"Reading",427.2
10103,"all","8-9","Year 3",2019,"Reading",414.2
10103,"all","8-9","Year 3",2021,"Reading",406.8
10104,"all","8-9","Year 3",2008,"Reading",396.4
10104,"all","8-9","Year 3",2009,"Reading",405.8
10104,"all","8-9","Year 3",2010,"Reading",407.2
10104,"all","8-9","Year 3",2011,"Reading",400.6
10104,"all","8-9","Year 3",2012,"Reading",412.9
10104,"all","8-9","Year 3",2013,"Reading",406.5
10104,"all","8-9","Year 3",2014,"Reading",409.6
10104,"all","8-9","Year 3",2015,"Reading",408
10104,"all","8-9","Year 3",2016,"Reading",404.4
10104,"all","8-9","Year 3",2017,"Reading",416
10104,"all","8-9","Year 3",2018,"Reading",418.9
10104,"all","8-9","Year 3",2019,"Reading",410.4
10104,"all","8-9","Year 3",2021,"Reading",418
10105,"all","8-9","Year 3",2008,"Reading",392.4
10105,"all","8-9","Year 3",2009,"Reading",411.9
10105,"all","8-9","Year 3",2010,"Reading",398.7
10105,"all","8-9","Year 3",2011,"Reading",404.8
10105,"all","8-9","Year 3",2012,"Reading",394.3
10105,"all","8-9","Year 3",2013,"Reading",400.8
10105,"all","8-9","Year 3",2014,"Reading",402
10105,"all","8-9","Year 3",2015,"Reading",397.2
10105,"all","8-9","Year 3",2016,"Reading",396.2
10105,"all","8-9","Year 3",2017,"Reading",396.3
10105,"all","8-9","Year 3",2018,"Reading",399
10105,"all","8-9","Year 3",2019,"Reading",403
10105,"all","8-9","Year 3",2021,"Reading",405.9
10106,"all","8-9","Year 3",2008,"Reading",402.6
10106,"all","8-9","Year 3",2009,"Reading",412.7
10106,"all","8-9","Year 3",2010,"Reading",412.3
10106,"all","8-9","Year 3",2011,"Reading",413.6
10106,"all","8-9","Year 3",2012,"Reading",413.6
10106,"all","8-9","Year 3",2013,"Reading",406
10106,"all","8-9","Year 3",2014,"Reading",411.4
10106,"all","8-9","Year 3",2015,"Reading",424.4
10106,"all","8-9","Year 3",2016,"Reading",407.3
10106,"all","8-9","Year 3",2017,"Reading",422.2
10106,"all","8-9","Year 3",2018,"Reading",419.4
10106,"all","8-9","Year 3",2019,"Reading",409.9
10106,"all","8-9","Year 3",2021,"Reading",418.2
10201,"all","8-9","Year 3",2008,"Reading",417.1
10201,"all","8-9","Year 3",2009,"Reading",425.1
10201,"all","8-9","Year 3",2010,"Reading",426.2
10201,"all","8-9","Year 3",2011,"Reading",425.9
10201,"all","8-9","Year 3",2012,"Reading",433.3
10201,"all","8-9","Year 3",2013,"Reading",429.4
10201,"all","8-9","Year 3",2014,"Reading",427.7
10201,"all","8-9","Year 3",2015,"Reading",431
10201,"all","8-9","Year 3",2016,"Reading",431.6
10201,"all","8-9","Year 3",2017,"Reading",436.3
10201,"all","8-9","Year 3",2018,"Reading",441
10201,"all","8-9","Year 3",2019,"Reading",443
10201,"all","8-9","Year 3",2021,"Reading",450.8
10202,"all","8-9","Year 3",2008,"Reading",401.6
10202,"all","8-9","Year 3",2009,"Reading",409.2
10202,"all","8-9","Year 3",2010,"Reading",411.6
10202,"all","8-9","Year 3",2011,"Reading",409.6
10202,"all","8-9","Year 3",2012,"Reading",410.8
10202,"all","8-9","Year 3",2013,"Reading",411.5
10202,"all","8-9","Year 3",2014,"Reading",407.9
10202,"all","8-9","Year 3",2015,"Reading",413.9
10202,"all","8-9","Year 3",2016,"Reading",406.5
10202,"all","8-9","Year 3",2017,"Reading",416.5
10202,"all","8-9","Year 3",2018,"Reading",421
10202,"all","8-9","Year 3",2019,"Reading",422.6
10202,"all","8-9","Year 3",2021,"Reading",417.3
10301,"all","8-9","Year 3",2008,"Reading",408.3
10301,"all","8-9","Year 3",2009,"Reading",419.3
10301,"all","8-9","Year 3",2010,"Reading",419
10301,"all","8-9","Year 3",2011,"Reading",413.9
10301,"all","8-9","Year 3",2012,"Reading",423.2
10301,"all","8-9","Year 3",2013,"Reading",412.3
10301,"all","8-9","Year 3",2014,"Reading",411.8
10301,"all","8-9","Year 3",2015,"Reading",412.4
10301,"all","8-9","Year 3",2016,"Reading",413.7
10301,"all","8-9","Year 3",2017,"Reading",431.1
10301,"all","8-9","Year 3",2018,"Reading",425.3
10301,"all","8-9","Year 3",2019,"Reading",418.6
10301,"all","8-9","Year 3",2021,"Reading",431.2
10302,"all","8-9","Year 3",2008,"Reading",388
10302,"all","8-9","Year 3",2009,"Reading",397.9
10302,"all","8-9","Year 3",2010,"Reading",394.5
10302,"all","8-9","Year 3",2011,"Reading",392.8
10302,"all","8-9","Year 3",2012,"Reading",391.3
10302,"all","8-9","Year 3",2013,"Reading",396.1
10302,"all","8-9","Year 3",2014,"Reading",390.3
10302,"all","8-9","Year 3",2015,"Reading",404.3
10302,"all","8-9","Year 3",2016,"Reading",399.2
10302,"all","8-9","Year 3",2017,"Reading",402.1
10302,"all","8-9","Year 3",2018,"Reading",398.5
10302,"all","8-9","Year 3",2019,"Reading",403.4
10302,"all","8-9","Year 3",2021,"Reading",408.7
10303,"all","8-9","Year 3",2008,"Reading",392.6
10303,"all","8-9","Year 3",2009,"Reading",407.4
10303,"all","8-9","Year 3",2010,"Reading",397.4
10303,"all","8-9","Year 3",2011,"Reading",405.1
10303,"all","8-9","Year 3",2012,"Reading",389.8
10303,"all","8-9","Year 3",2013,"Reading",408.3
10303,"all","8-9","Year 3",2014,"Reading",399.9
10303,"all","8-9","Year 3",2015,"Reading",403.3
10303,"all","8-9","Year 3",2016,"Reading",405.6
10303,"all","8-9","Year 3",2017,"Reading",406.5
10303,"all","8-9","Year 3",2018,"Reading",408.9
10303,"all","8-9","Year 3",2019,"Reading",406.8
10303,"all","8-9","Year 3",2021,"Reading",414.3
10304,"all","8-9","Year 3",2008,"Reading",400.1
10304,"all","8-9","Year 3",2009,"Reading",406.3
10304,"all","8-9","Year 3",2010,"Reading",412
10304,"all","8-9","Year 3",2011,"Reading",422.5
10304,"all","8-9","Year 3",2012,"Reading",416.9
10304,"all","8-9","Year 3",2013,"Reading",417.6
10304,"all","8-9","Year 3",2014,"Reading",415.2
10304,"all","8-9","Year 3",2015,"Reading",415.2
10304,"all","8-9","Year 3",2016,"Reading",415.6
10304,"all","8-9","Year 3",2017,"Reading",426.6
10304,"all","8-9","Year 3",2018,"Reading",424.1
10304,"all","8-9","Year 3",2019,"Reading",420.8
10304,"all","8-9","Year 3",2021,"Reading",433.2
10401,"all","8-9","Year 3",2008,"Reading",392.7
10401,"all","8-9","Year 3",2009,"Reading",403.7
10401,"all","8-9","Year 3",2010,"Reading",401
10401,"all","8-9","Year 3",2011,"Reading",397.7
10401,"all","8-9","Year 3",2012,"Reading",400.9
10401,"all","8-9","Year 3",2013,"Reading",406.9
10401,"all","8-9","Year 3",2014,"Reading",406.5
