"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","10-11","Year 5",2008,"Numeracy",476.8
10102,"all","10-11","Year 5",2009,"Numeracy",485.8
10102,"all","10-11","Year 5",2010,"Numeracy",484.2
10102,"all","10-11","Year 5",2011,"Numeracy",488.6
10102,"all","10-11","Year 5",2012,"Numeracy",484.6
10102,"all","10-11","Year 5",2013,"Numeracy",472.6
10102,"all","10-11","Year 5",2014,"Numeracy",481.1
10102,"all","10-11","Year 5",2015,"Numeracy",484.4
10102,"all","10-11","Year 5",2016,"Numeracy",484.9
10102,"all","10-11","Year 5",2017,"Numeracy",482.4
10102,"all","10-11","Year 5",2018,"Numeracy",488.7
10102,"all","10-11","Year 5",2019,"Numeracy",483
10102,"all","10-11","Year 5",2021,"Numeracy",489.7
10103,"all","10-11","Year 5",2008,"Numeracy",467.9
10103,"all","10-11","Year 5",2009,"Numeracy",488.3
10103,"all","10-11","Year 5",2010,"Numeracy",490.1
10103,"all","10-11","Year 5",2011,"Numeracy",490.9
10103,"all","10-11","Year 5",2012,"Numeracy",482.2
10103,"all","10-11","Year 5",2013,"Numeracy",473.9
10103,"all","10-11","Year 5",2014,"Numeracy",465.8
10103,"all","10-11","Year 5",2015,"Numeracy",476.1
10103,"all","10-11","Year 5",2016,"Numeracy",478.4
10103,"all","10-11","Year 5",2017,"Numeracy",468.3
10103,"all","10-11","Year 5",2018,"Numeracy",485.2
10103,"all","10-11","Year 5",2019,"Numeracy",477.6
10103,"all","10-11","Year 5",2021,"Numeracy",482.4
10104,"all","10-11","Year 5",2008,"Numeracy",471.8
10104,"all","10-11","Year 5",2009,"Numeracy",484.3
10104,"all","10-11","Year 5",2010,"Numeracy",481.8
10104,"all","10-11","Year 5",2011,"Numeracy",482.2
10104,"all","10-11","Year 5",2012,"Numeracy",485.4
10104,"all","10-11","Year 5",2013,"Numeracy",478.1
10104,"all","10-11","Year 5",2014,"Numeracy",474
10104,"all","10-11","Year 5",2015,"Numeracy",475.5
10104,"all","10-11","Year 5",2016,"Numeracy",476.9
10104,"all","10-11","Year 5",2017,"Numeracy",472.8
10104,"all","10-11","Year 5",2018,"Numeracy",476.5
10104,"all","10-11","Year 5",2019,"Numeracy",472.2
10104,"all","10-11","Year 5",2021,"Numeracy",474
10105,"all","10-11","Year 5",2008,"Numeracy",465.8
10105,"all","10-11","Year 5",2009,"Numeracy",481.6
10105,"all","10-11","Year 5",2010,"Numeracy",476.6
10105,"all","10-11","Year 5",2011,"Numeracy",475.1
10105,"all","10-11","Year 5",2012,"Numeracy",469.2
10105,"all","10-11","Year 5",2013,"Numeracy",464.2
10105,"all","10-11","Year 5",2014,"Numeracy",467.6
10105,"all","10-11","Year 5",2015,"Numeracy",467.5
10105,"all","10-11","Year 5",2016,"Numeracy",468.6
10105,"all","10-11","Year 5",2017,"Numeracy",466.1
10105,"all","10-11","Year 5",2018,"Numeracy",469.5
10105,"all","10-11","Year 5",2019,"Numeracy",467
10105,"all","10-11","Year 5",2021,"Numeracy",475.7
10106,"all","10-11","Year 5",2008,"Numeracy",476.1
10106,"all","10-11","Year 5",2009,"Numeracy",485.5
10106,"all","10-11","Year 5",2010,"Numeracy",486.7
10106,"all","10-11","Year 5",2011,"Numeracy",484.1
10106,"all","10-11","Year 5",2012,"Numeracy",479.3
10106,"all","10-11","Year 5",2013,"Numeracy",480.9
10106,"all","10-11","Year 5",2014,"Numeracy",487.4
10106,"all","10-11","Year 5",2015,"Numeracy",476.6
10106,"all","10-11","Year 5",2016,"Numeracy",480.4
10106,"all","10-11","Year 5",2017,"Numeracy",476.1
10106,"all","10-11","Year 5",2018,"Numeracy",480.7
10106,"all","10-11","Year 5",2019,"Numeracy",482.7
10106,"all","10-11","Year 5",2021,"Numeracy",478.3
10201,"all","10-11","Year 5",2008,"Numeracy",486.8
10201,"all","10-11","Year 5",2009,"Numeracy",500.5
10201,"all","10-11","Year 5",2010,"Numeracy",498.1
10201,"all","10-11","Year 5",2011,"Numeracy",498.2
10201,"all","10-11","Year 5",2012,"Numeracy",500.5
10201,"all","10-11","Year 5",2013,"Numeracy",493.2
10201,"all","10-11","Year 5",2014,"Numeracy",493.8
10201,"all","10-11","Year 5",2015,"Numeracy",497.9
10201,"all","10-11","Year 5",2016,"Numeracy",496.4
10201,"all","10-11","Year 5",2017,"Numeracy",499.9
10201,"all","10-11","Year 5",2018,"Numeracy",496.8
10201,"all","10-11","Year 5",2019,"Numeracy",500.9
10201,"all","10-11","Year 5",2021,"Numeracy",502.6
10202,"all","10-11","Year 5",2008,"Numeracy",467.8
10202,"all","10-11","Year 5",2009,"Numeracy",483.3
10202,"all","10-11","Year 5",2010,"Numeracy",480.2
10202,"all","10-11","Year 5",2011,"Numeracy",479.8
10202,"all","10-11","Year 5",2012,"Numeracy",482.9
