"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","14-15","Year 9",2008,"Spelling",572.2
10102,"all","14-15","Year 9",2009,"Spelling",564.4
10102,"all","14-15","Year 9",2010,"Spelling",558.3
10102,"all","14-15","Year 9",2011,"Spelling",566.8
10102,"all","14-15","Year 9",2012,"Spelling",560
10102,"all","14-15","Year 9",2013,"Spelling",567.6
10102,"all","14-15","Year 9",2014,"Spelling",564.9
10102,"all","14-15","Year 9",2015,"Spelling",567.2
10102,"all","14-15","Year 9",2016,"Spelling",570.9
10102,"all","14-15","Year 9",2017,"Spelling",562.2
10102,"all","14-15","Year 9",2018,"Spelling",567
10102,"all","14-15","Year 9",2019,"Spelling",570.9
10102,"all","14-15","Year 9",2021,"Spelling",567.9
10103,"all","14-15","Year 9",2008,"Spelling",570.1
10103,"all","14-15","Year 9",2009,"Spelling",569.5
10103,"all","14-15","Year 9",2010,"Spelling",567.1
10103,"all","14-15","Year 9",2011,"Spelling",559.1
10103,"all","14-15","Year 9",2012,"Spelling",566
10103,"all","14-15","Year 9",2013,"Spelling",570.7
10103,"all","14-15","Year 9",2014,"Spelling",568.7
10103,"all","14-15","Year 9",2015,"Spelling",571.9
10103,"all","14-15","Year 9",2016,"Spelling",557.2
10103,"all","14-15","Year 9",2017,"Spelling",560.3
10103,"all","14-15","Year 9",2018,"Spelling",567.8
10103,"all","14-15","Year 9",2019,"Spelling",565.4
10103,"all","14-15","Year 9",2021,"Spelling",556.7
10104,"all","14-15","Year 9",2008,"Spelling",568.5
10104,"all","14-15","Year 9",2009,"Spelling",567.9
10104,"all","14-15","Year 9",2010,"Spelling",570
10104,"all","14-15","Year 9",2011,"Spelling",568.9
10104,"all","14-15","Year 9",2012,"Spelling",565.7
10104,"all","14-15","Year 9",2013,"Spelling",574.1
10104,"all","14-15","Year 9",2014,"Spelling",565.7
10104,"all","14-15","Year 9",2015,"Spelling",569.1
10104,"all","14-15","Year 9",2016,"Spelling",570.6
10104,"all","14-15","Year 9",2017,"Spelling",573.4
10104,"all","14-15","Year 9",2018,"Spelling",565
10104,"all","14-15","Year 9",2019,"Spelling",556.3
10104,"all","14-15","Year 9",2021,"Spelling",554.5
10105,"all","14-15","Year 9",2008,"Spelling",571
10105,"all","14-15","Year 9",2009,"Spelling",571.2
10105,"all","14-15","Year 9",2010,"Spelling",559.3
10105,"all","14-15","Year 9",2011,"Spelling",555.1
10105,"all","14-15","Year 9",2012,"Spelling",564.1
10105,"all","14-15","Year 9",2013,"Spelling",565
10105,"all","14-15","Year 9",2014,"Spelling",565
10105,"all","14-15","Year 9",2015,"Spelling",561.3
10105,"all","14-15","Year 9",2016,"Spelling",559.8
10105,"all","14-15","Year 9",2017,"Spelling",565.3
10105,"all","14-15","Year 9",2018,"Spelling",560.4
10105,"all","14-15","Year 9",2019,"Spelling",561.5
10105,"all","14-15","Year 9",2021,"Spelling",556.9
10106,"all","14-15","Year 9",2008,"Spelling",562.3
10106,"all","14-15","Year 9",2009,"Spelling",562.1
10106,"all","14-15","Year 9",2010,"Spelling",553.1
10106,"all","14-15","Year 9",2011,"Spelling",553
10106,"all","14-15","Year 9",2012,"Spelling",562
10106,"all","14-15","Year 9",2013,"Spelling",571.9
10106,"all","14-15","Year 9",2014,"Spelling",553.2
10106,"all","14-15","Year 9",2015,"Spelling",564.2
10106,"all","14-15","Year 9",2016,"Spelling",550.3
10106,"all","14-15","Year 9",2017,"Spelling",562.5
10106,"all","14-15","Year 9",2018,"Spelling",558.3
10106,"all","14-15","Year 9",2019,"Spelling",560.6
10106,"all","14-15","Year 9",2021,"Spelling",554.5
10201,"all","14-15","Year 9",2008,"Spelling",588.6
10201,"all","14-15","Year 9",2009,"Spelling",584.4
10201,"all","14-15","Year 9",2010,"Spelling",585.5
10201,"all","14-15","Year 9",2011,"Spelling",585.6
10201,"all","14-15","Year 9",2012,"Spelling",582.8
10201,"all","14-15","Year 9",2013,"Spelling",590.1
10201,"all","14-15","Year 9",2014,"Spelling",586.5
10201,"all","14-15","Year 9",2015,"Spelling",589.7
10201,"all","14-15","Year 9",2016,"Spelling",586.2
10201,"all","14-15","Year 9",2017,"Spelling",588.4
10201,"all","14-15","Year 9",2018,"Spelling",585.5
10201,"all","14-15","Year 9",2019,"Spelling",586.2
10201,"all","14-15","Year 9",2021,"Spelling",585.4
10202,"all","14-15","Year 9",2008,"Spelling",565.5
10202,"all","14-15","Year 9",2009,"Spelling",561.1
10202,"all","14-15","Year 9",2010,"Spelling",565.3
10202,"all","14-15","Year 9",2011,"Spelling",562.9
10202,"all","14-15","Year 9",2012,"Spelling",562.3
10202,"all","14-15","Year 9",2013,"Spelling",573
10202,"all","14-15","Year 9",2014,"Spelling",566.1
10202,"all","14-15","Year 9",2015,"Spelling",571.6
10202,"all","14-15","Year 9",2016,"Spelling",568.5
10202,"all","14-15","Year 9",2017,"Spelling",568.3
10202,"all","14-15","Year 9",2018,"Spelling",569.2
10202,"all","14-15","Year 9",2019,"Spelling",565.6
10202,"all","14-15","Year 9",2021,"Spelling",565.4
10301,"all","14-15","Year 9",2008,"Spelling",578.1
10301,"all","14-15","Year 9",2009,"Spelling",573.2
10301,"all","14-15","Year 9",2010,"Spelling",578.8
10301,"all","14-15","Year 9",2011,"Spelling",571.4
10301,"all","14-15","Year 9",2012,"Spelling",573.3
10301,"all","14-15","Year 9",2013,"Spelling",579.7
10301,"all","14-15","Year 9",2014,"Spelling",571.8
10301,"all","14-15","Year 9",2015,"Spelling",583.3
10301,"all","14-15","Year 9",2016,"Spelling",575.2
10301,"all","14-15","Year 9",2017,"Spelling",576.1
10301,"all","14-15","Year 9",2018,"Spelling",579.3
10301,"all","14-15","Year 9",2019,"Spelling",579.2
10301,"all","14-15","Year 9",2021,"Spelling",568.9
10302,"all","14-15","Year 9",2008,"Spelling",560
10302,"all","14-15","Year 9",2009,"Spelling",555
10302,"all","14-15","Year 9",2010,"Spelling",554.1
10302,"all","14-15","Year 9",2011,"Spelling",559.1
10302,"all","14-15","Year 9",2012,"Spelling",559
10302,"all","14-15","Year 9",2013,"Spelling",565.5
10302,"all","14-15","Year 9",2014,"Spelling",554.2
10302,"all","14-15","Year 9",2015,"Spelling",558.8
10302,"all","14-15","Year 9",2016,"Spelling",557.1
10302,"all","14-15","Year 9",2017,"Spelling",561.7
10302,"all","14-15","Year 9",2018,"Spelling",555.7
10302,"all","14-15","Year 9",2019,"Spelling",558.1
10302,"all","14-15","Year 9",2021,"Spelling",556.5
10303,"all","14-15","Year 9",2008,"Spelling",561.8
10303,"all","14-15","Year 9",2009,"Spelling",565.6
10303,"all","14-15","Year 9",2010,"Spelling",561.4
10303,"all","14-15","Year 9",2011,"Spelling",559.9
10303,"all","14-15","Year 9",2012,"Spelling",550.9
10303,"all","14-15","Year 9",2013,"Spelling",566.7
10303,"all","14-15","Year 9",2014,"Spelling",559.6
10303,"all","14-15","Year 9",2015,"Spelling",562.1
10303,"all","14-15","Year 9",2016,"Spelling",548.9
10303,"all","14-15","Year 9",2017,"Spelling",555.2
10303,"all","14-15","Year 9",2018,"Spelling",553.3
10303,"all","14-15","Year 9",2019,"Spelling",567.7
