"SA3_CODE16","sex","age_group","student_grade_level","calendar_year","domain","naplan_score_acara"
10102,"all","12-13","Year 7",2008,"Grammar and Punctuation",520.5
10102,"all","12-13","Year 7",2009,"Grammar and Punctuation",532.9
10102,"all","12-13","Year 7",2010,"Grammar and Punctuation",517.3
10102,"all","12-13","Year 7",2011,"Grammar and Punctuation",514.2
10102,"all","12-13","Year 7",2012,"Grammar and Punctuation",530.9
10102,"all","12-13","Year 7",2013,"Grammar and Punctuation",517
10102,"all","12-13","Year 7",2014,"Grammar and Punctuation",526.5
10102,"all","12-13","Year 7",2015,"Grammar and Punctuation",510
10102,"all","12-13","Year 7",2016,"Grammar and Punctuation",528.9
10102,"all","12-13","Year 7",2017,"Grammar and Punctuation",516.3
10102,"all","12-13","Year 7",2018,"Grammar and Punctuation",519.3
10102,"all","12-13","Year 7",2019,"Grammar and Punctuation",521.5
10102,"all","12-13","Year 7",2021,"Grammar and Punctuation",514.7
10103,"all","12-13","Year 7",2008,"Grammar and Punctuation",538.9
10103,"all","12-13","Year 7",2009,"Grammar and Punctuation",534.6
10103,"all","12-13","Year 7",2010,"Grammar and Punctuation",533.7
10103,"all","12-13","Year 7",2011,"Grammar and Punctuation",536.9
10103,"all","12-13","Year 7",2012,"Grammar and Punctuation",542.1
10103,"all","12-13","Year 7",2013,"Grammar and Punctuation",532.9
10103,"all","12-13","Year 7",2014,"Grammar and Punctuation",541.1
10103,"all","12-13","Year 7",2015,"Grammar and Punctuation",534
10103,"all","12-13","Year 7",2016,"Grammar and Punctuation",525.5
10103,"all","12-13","Year 7",2017,"Grammar and Punctuation",526.9
10103,"all","12-13","Year 7",2018,"Grammar and Punctuation",531.6
10103,"all","12-13","Year 7",2019,"Grammar and Punctuation",514.6
10103,"all","12-13","Year 7",2021,"Grammar and Punctuation",528.3
10104,"all","12-13","Year 7",2008,"Grammar and Punctuation",530.3
10104,"all","12-13","Year 7",2009,"Grammar and Punctuation",530.6
10104,"all","12-13","Year 7",2010,"Grammar and Punctuation",528.7
10104,"all","12-13","Year 7",2011,"Grammar and Punctuation",526.9
10104,"all","12-13","Year 7",2012,"Grammar and Punctuation",538.7
10104,"all","12-13","Year 7",2013,"Grammar and Punctuation",520.4
10104,"all","12-13","Year 7",2014,"Grammar and Punctuation",536.4
10104,"all","12-13","Year 7",2015,"Grammar and Punctuation",528.5
10104,"all","12-13","Year 7",2016,"Grammar and Punctuation",522.6
10104,"all","12-13","Year 7",2017,"Grammar and Punctuation",515.7
10104,"all","12-13","Year 7",2018,"Grammar and Punctuation",527.9
10104,"all","12-13","Year 7",2019,"Grammar and Punctuation",519.9
10104,"all","12-13","Year 7",2021,"Grammar and Punctuation",506.4
10105,"all","12-13","Year 7",2008,"Grammar and Punctuation",518.7
10105,"all","12-13","Year 7",2009,"Grammar and Punctuation",525.9
10105,"all","12-13","Year 7",2010,"Grammar and Punctuation",525.1
10105,"all","12-13","Year 7",2011,"Grammar and Punctuation",518
10105,"all","12-13","Year 7",2012,"Grammar and Punctuation",535.3
10105,"all","12-13","Year 7",2013,"Grammar and Punctuation",513
10105,"all","12-13","Year 7",2014,"Grammar and Punctuation",522.6
10105,"all","12-13","Year 7",2015,"Grammar and Punctuation",521.9
10105,"all","12-13","Year 7",2016,"Grammar and Punctuation",514.7
10105,"all","12-13","Year 7",2017,"Grammar and Punctuation",518.9
10105,"all","12-13","Year 7",2018,"Grammar and Punctuation",523
10105,"all","12-13","Year 7",2019,"Grammar and Punctuation",514.7
10105,"all","12-13","Year 7",2021,"Grammar and Punctuation",502.1
10106,"all","12-13","Year 7",2008,"Grammar and Punctuation",514.6
10106,"all","12-13","Year 7",2009,"Grammar and Punctuation",523.8
10106,"all","12-13","Year 7",2010,"Grammar and Punctuation",521.7
10106,"all","12-13","Year 7",2011,"Grammar and Punctuation",520.7
10106,"all","12-13","Year 7",2012,"Grammar and Punctuation",526.6
10106,"all","12-13","Year 7",2013,"Grammar and Punctuation",521.8
10106,"all","12-13","Year 7",2014,"Grammar and Punctuation",527.3
10106,"all","12-13","Year 7",2015,"Grammar and Punctuation",520.1
10106,"all","12-13","Year 7",2016,"Grammar and Punctuation",521.6
10106,"all","12-13","Year 7",2017,"Grammar and Punctuation",510.4
10106,"all","12-13","Year 7",2018,"Grammar and Punctuation",529.5
10106,"all","12-13","Year 7",2019,"Grammar and Punctuation",514.7
10106,"all","12-13","Year 7",2021,"Grammar and Punctuation",513.7
10201,"all","12-13","Year 7",2008,"Grammar and Punctuation",541.2
10201,"all","12-13","Year 7",2009,"Grammar and Punctuation",544.2
10201,"all","12-13","Year 7",2010,"Grammar and Punctuation",536.3
10201,"all","12-13","Year 7",2011,"Grammar and Punctuation",540.3
10201,"all","12-13","Year 7",2012,"Grammar and Punctuation",554.2
10201,"all","12-13","Year 7",2013,"Grammar and Punctuation",541.5
10201,"all","12-13","Year 7",2014,"Grammar and Punctuation",552.2
10201,"all","12-13","Year 7",2015,"Grammar and Punctuation",546.8
10201,"all","12-13","Year 7",2016,"Grammar and Punctuation",544.3
10201,"all","12-13","Year 7",2017,"Grammar and Punctuation",547.2
10201,"all","12-13","Year 7",2018,"Grammar and Punctuation",547.5
10201,"all","12-13","Year 7",2019,"Grammar and Punctuation",547
10201,"all","12-13","Year 7",2021,"Grammar and Punctuation",543.1
10202,"all","12-13","Year 7",2008,"Grammar and Punctuation",514.7
10202,"all","12-13","Year 7",2009,"Grammar and Punctuation",519
10202,"all","12-13","Year 7",2010,"Grammar and Punctuation",518
10202,"all","12-13","Year 7",2011,"Grammar and Punctuation",520.3
10202,"all","12-13","Year 7",2012,"Grammar and Punctuation",530.7
10202,"all","12-13","Year 7",2013,"Grammar and Punctuation",518.9
10202,"all","12-13","Year 7",2014,"Grammar and Punctuation",530.7
10202,"all","12-13","Year 7",2015,"Grammar and Punctuation",519.1
10202,"all","12-13","Year 7",2016,"Grammar and Punctuation",523
10202,"all","12-13","Year 7",2017,"Grammar and Punctuation",520.7
10202,"all","12-13","Year 7",2018,"Grammar and Punctuation",522.5
10202,"all","12-13","Year 7",2019,"Grammar and Punctuation",520
10202,"all","12-13","Year 7",2021,"Grammar and Punctuation",514.7
10301,"all","12-13","Year 7",2008,"Grammar and Punctuation",531.2
10301,"all","12-13","Year 7",2009,"Grammar and Punctuation",536.6
10301,"all","12-13","Year 7",2010,"Grammar and Punctuation",524.5
10301,"all","12-13","Year 7",2011,"Grammar and Punctuation",529.6
10301,"all","12-13","Year 7",2012,"Grammar and Punctuation",541.6
10301,"all","12-13","Year 7",2013,"Grammar and Punctuation",528.9
10301,"all","12-13","Year 7",2014,"Grammar and Punctuation",535
10301,"all","12-13","Year 7",2015,"Grammar and Punctuation",530.4
10301,"all","12-13","Year 7",2016,"Grammar and Punctuation",535.9
10301,"all","12-13","Year 7",2017,"Grammar and Punctuation",526.1
10301,"all","12-13","Year 7",2018,"Grammar and Punctuation",530.9
10301,"all","12-13","Year 7",2019,"Grammar and Punctuation",525.3
10301,"all","12-13","Year 7",2021,"Grammar and Punctuation",523.1
10302,"all","12-13","Year 7",2008,"Grammar and Punctuation",509.5
10302,"all","12-13","Year 7",2009,"Grammar and Punctuation",516.9
10302,"all","12-13","Year 7",2010,"Grammar and Punctuation",517.2
10302,"all","12-13","Year 7",2011,"Grammar and Punctuation",512
10302,"all","12-13","Year 7",2012,"Grammar and Punctuation",523.3
10302,"all","12-13","Year 7",2013,"Grammar and Punctuation",507.4
10302,"all","12-13","Year 7",2014,"Grammar and Punctuation",518.6
10302,"all","12-13","Year 7",2015,"Grammar and Punctuation",503.7
10302,"all","12-13","Year 7",2016,"Grammar and Punctuation",507
10302,"all","12-13","Year 7",2017,"Grammar and Punctuation",501.6
10302,"all","12-13","Year 7",2018,"Grammar and Punctuation",516.5
10302,"all","12-13","Year 7",2019,"Grammar and Punctuation",507.1
10302,"all","12-13","Year 7",2021,"Grammar and Punctuation",502.2
10303,"all","12-13","Year 7",2008,"Grammar and Punctuation",522.6
10303,"all","12-13","Year 7",2009,"Grammar and Punctuation",524.2
10303,"all","12-13","Year 7",2010,"Grammar and Punctuation",515.2
10303,"all","12-13","Year 7",2011,"Grammar and Punctuation",520.1
10303,"all","12-13","Year 7",2012,"Grammar and Punctuation",524.4
10303,"all","12-13","Year 7",2013,"Grammar and Punctuation",516.1
10303,"all","12-13","Year 7",2014,"Grammar and Punctuation",514.7
10303,"all","12-13","Year 7",2015,"Grammar and Punctuation",513.4
10303,"all","12-13","Year 7",2016,"Grammar and Punctuation",503.2
10303,"all","12-13","Year 7",2017,"Grammar and Punctuation",524
10303,"all","12-13","Year 7",2018,"Grammar and Punctuation",516.1
10303,"all","12-13","Year 7",2019,"Grammar and Punctuation",515.8
10303,"all","12-13","Year 7",2021,"Grammar and Punctuation",507.5
10304,"all","12-13","Year 7",2008,"Grammar and Punctuation",529.7
10304,"all","12-13","Year 7",2009,"Grammar and Punctuation",539.5
10304,"all","12-13","Year 7",2010,"Grammar and Punctuation",528.2
10304,"all","12-13","Year 7",2011,"Grammar and Punctuation",529.5
10304,"all","12-13","Year 7",2012,"Grammar and Punctuation",542.4
10304,"all","12-13","Year 7",2013,"Grammar and Punctuation",520.9
10304,"all","12-13","Year 7",2014,"Grammar and Punctuation",535.4
10304,"all","12-13","Year 7",2015,"Grammar and Punctuation",533
10304,"all","12-13","Year 7",2016,"Grammar and Punctuation",532.7
10304,"all","12-13","Year 7",2017,"Grammar and Punctuation",530.8
10304,"all","12-13","Year 7",2018,"Grammar and Punctuation",538.3
10304,"all","12-13","Year 7",2019,"Grammar and Punctuation",535.1
10304,"all","12-13","Year 7",2021,"Grammar and Punctuation",524
10401,"all","12-13","Year 7",2008,"Grammar and Punctuation",522.5
10401,"all","12-13","Year 7",2009,"Grammar and Punctuation",523
10401,"all","12-13","Year 7",2010,"Grammar and Punctuation",519.5
10401,"all","12-13","Year 7",2011,"Grammar and Punctuation",514.7
10401,"all","12-13","Year 7",2012,"Grammar and Punctuation",529.8
10401,"all","12-13","Year 7",2013,"Grammar and Punctuation",511.4
10401,"all","12-13","Year 7",2014,"Grammar and Punctuation",519.2
10401,"all","12-13","Year 7",2015,"Grammar and Punctuation",515.9
10401,"all","12-13","Year 7",2016,"Grammar and Punctuation",514.9
10401,"all","12-13","Year 7",2017,"Grammar and Punctuation",518.8
10401,"all","12-13","Year 7",2018,"Grammar and Punctuation",520.8
10401,"all","12-13","Year 7",2019,"Grammar and Punctuation",518.3
10401,"all","12-13","Year 7",2021,"Grammar and Punctuation",509.9
10402,"all","12-13","Year 7",2008,"Grammar and Punctuation",531.2
10402,"all","12-13","Year 7",2009,"Grammar and Punctuation",537.2
10402,"all","12-13","Year 7",2010,"Grammar and Punctuation",532.6
10402,"all","12-13","Year 7",2011,"Grammar and Punctuation",526
10402,"all","12-13","Year 7",2012,"Grammar and Punctuation",542.2
10402,"all","12-13","Year 7",2013,"Grammar and Punctuation",520.9
10402,"all","12-13","Year 7",2014,"Grammar and Punctuation",531.6
10402,"all","12-13","Year 7",2015,"Grammar and Punctuation",529.5
10402,"all","12-13","Year 7",2016,"Grammar and Punctuation",530.3
10402,"all","12-13","Year 7",2017,"Grammar and Punctuation",530
10402,"all","12-13","Year 7",2018,"Grammar and Punctuation",530.5
10402,"all","12-13","Year 7",2019,"Grammar and Punctuation",526
10402,"all","12-13","Year 7",2021,"Grammar and Punctuation",515.2
10501,"all","12-13","Year 7",2008,"Grammar and Punctuation",471.3
10501,"all","12-13","Year 7",2009,"Grammar and Punctuation",475.6
10501,"all","12-13","Year 7",2010,"Grammar and Punctuation",467.7
10501,"all","12-13","Year 7",2011,"Grammar and Punctuation",464.9
10501,"all","12-13","Year 7",2012,"Grammar and Punctuation",482.7
10501,"all","12-13","Year 7",2013,"Grammar and Punctuation",461.9
10501,"all","12-13","Year 7",2014,"Grammar and Punctuation",474.7
10501,"all","12-13","Year 7",2015,"Grammar and Punctuation",465
10501,"all","12-13","Year 7",2016,"Grammar and Punctuation",471.8
10501,"all","12-13","Year 7",2017,"Grammar and Punctuation",464.9
10501,"all","12-13","Year 7",2018,"Grammar and Punctuation",464.5
10501,"all","12-13","Year 7",2019,"Grammar and Punctuation",473.3
10501,"all","12-13","Year 7",2021,"Grammar and Punctuation",467.4
10502,"all","12-13","Year 7",2008,"Grammar and Punctuation",499.8
10502,"all","12-13","Year 7",2009,"Grammar and Punctuation",513
10502,"all","12-13","Year 7",2010,"Grammar and Punctuation",506.2
10502,"all","12-13","Year 7",2011,"Grammar and Punctuation",496.7
10502,"all","12-13","Year 7",2012,"Grammar and Punctuation",510.2
10502,"all","12-13","Year 7",2013,"Grammar and Punctuation",494.4
10502,"all","12-13","Year 7",2014,"Grammar and Punctuation",513.3
