"POSTCODE","POSTCODE","PHN_CODE_2017","PHN_NAME_2017","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"3803","3803","PHN203","South Eastern Melbourne","1","Good","Good",0
"3804","3804","PHN202","Eastern Melbourne","0.0516263","Good","Good",0
"3804","3804","PHN203","South Eastern Melbourne","0.9483737","Good","Good",0
"3805","3805","PHN203","South Eastern Melbourne","1","Good","Good",0
"3806","3806","PHN203","South Eastern Melbourne","1","Good","Good",0
"3807","3807","PHN203","South Eastern Melbourne","1","Good","Good",0
"3808","3808","PHN203","South Eastern Melbourne","1","Good","Good",0
"3809","3809","PHN203","South Eastern Melbourne","1","Good","Good",0
"3810","3810","PHN203","South Eastern Melbourne","1","Good","Good",0
"3812","3812","PHN203","South Eastern Melbourne","1","Good","Good",0
"3813","3813","PHN203","South Eastern Melbourne","1","Good","Good",0
"3814","3814","PHN203","South Eastern Melbourne","1","Good","Good",0
"3815","3815","PHN203","South Eastern Melbourne","1","Good","Good",0
"3816","3816","PHN203","South Eastern Melbourne","0.038961","Good","Good",0
"3816","3816","PHN204","Gippsland","0.961039","Good","Good",0
"3818","3818","PHN204","Gippsland","1","Good","Good",0
"3820","3820","PHN204","Gippsland","1","Good","Good",0
"3821","3821","PHN204","Gippsland","1","Good","Good",0
"3822","3822","PHN204","Gippsland","1","Good","Good",0
"3823","3823","PHN204","Gippsland","1","Good","Good",0
"3824","3824","PHN204","Gippsland","1","Good","Good",0
"3825","3825","PHN204","Gippsland","1","Good","Good",0
"3831","3831","PHN204","Gippsland","1","Good","Good",0
"3832","3832","PHN204","Gippsland","1","Good","Good",0
"3833","3833","PHN204","Gippsland","0.9999715","Good","Good",0
"3833","3833","PHN205","Murray","2.85e-5","Good","Good",1
"3835","3835","PHN204","Gippsland","1","Good","Good",0
"3840","3840","PHN204","Gippsland","1","Good","Good",0
"3842","3842","PHN204","Gippsland","1","Good","Good",0
"3844","3844","PHN204","Gippsland","1","Good","Good",0
"3847","3847","PHN204","Gippsland","1","Good","Good",0
"3850","3850","PHN204","Gippsland","1","Good","Good",0
"3851","3851","PHN204","Gippsland","1","Good","Good",0
"3852","3852","PHN204","Gippsland","1","Good","Good",0
"3854","3854","PHN204","Gippsland","1","Good","Good",0
"3856","3856","PHN204","Gippsland","1","Good","Good",0
"3857","3857","PHN204","Gippsland","1","Good","Good",0
"3858","3858","PHN204","Gippsland","0.9999872","Good","Good",0
"3858","3858","PHN205","Murray","1.28e-5","Good","Good",1
"3859","3859","PHN204","Gippsland","1","Good","Good",0
"3860","3860","PHN204","Gippsland","1","Good","Good",0
"3862","3862","PHN204","Gippsland","0.9999887","Good","Good",0
"3862","3862","PHN205","Murray","1.13e-5","Good","Good",1
"3864","3864","PHN204","Gippsland","1","Good","Good",0
"3865","3865","PHN204","Gippsland","1","Good","Good",0
"3869","3869","PHN204","Gippsland","1","Good","Good",0
"3870","3870","PHN204","Gippsland","1","Good","Good",0
"3871","3871","PHN204","Gippsland","1","Good","Good",0
"3873","3873","PHN204","Gippsland","1","Good","Good",0
"3874","3874","PHN204","Gippsland","1","Good","Good",0
"3875","3875","PHN204","Gippsland","1","Good","Good",0
"3878","3878","PHN204","Gippsland","1","Good","Good",0
"3880","3880","PHN204","Gippsland","1","Good","Good",0
"3882","3882","PHN204","Gippsland","1","Good","Good",0
"3885","3885","PHN204","Gippsland","1","Good","Good",0
"3886","3886","PHN204","Gippsland","1","Good","Good",0
"3887","3887","PHN204","Gippsland","1","Good","Good",0
"3888","3888","PHN204","Gippsland","1","Good","Good",0
"3889","3889","PHN204","Gippsland","1","Good","Good",0
"3890","3890","PHN204","Gippsland","1","Good","Good",0
"3891","3891","PHN204","Gippsland","1","Good","Good",0
"3892","3892","PHN204","Gippsland","1","Good","Good",0
"3893","3893","PHN204","Gippsland","1","Good","Good",0
"3895","3895","PHN204","Gippsland","1","Good","Good",0
"3896","3896","PHN204","Gippsland","1","Good","Good",0
"3898","3898","PHN204","Gippsland","0.8116277","Good","Good",0
"3898","3898","PHN205","Murray","0.1883723","Good","Good",0
"3900","3900","PHN110","Murrumbidgee","1.46e-5","Good","Good",1
"3900","3900","PHN204","Gippsland","0.9999854","Good","Good",0
"3902","3902","PHN204","Gippsland","1","Good","Good",0
"3903","3903","PHN204","Gippsland","1","Good","Good",0
"3904","3904","PHN204","Gippsland","1","Good","Good",0
"3909","3909","PHN204","Gippsland","1","Good","Good",0
"3910","3910","PHN203","South Eastern Melbourne","1","Good","Good",0
"3911","3911","PHN203","South Eastern Melbourne","1","Good","Good",0
"3912","3912","PHN203","South Eastern Melbourne","1","Good","Good",0
"3913","3913","PHN203","South Eastern Melbourne","1","Good","Good",0
"3915","3915","PHN203","South Eastern Melbourne","1","Good","Good",0
"3916","3916","PHN203","South Eastern Melbourne","1","Good","Good",0
"3918","3918","PHN203","South Eastern Melbourne","1","Good","Good",0
"3919","3919","PHN203","South Eastern Melbourne","1","Good","Good",0
"3920","3920","PHN203","South Eastern Melbourne","1","Good","Good",0
"3921","3921","PHN204","Gippsland","1","Good","Good",0
"3922","3922","PHN204","Gippsland","1","Good","Good",0
"3923","3923","PHN204","Gippsland","1","Good","Good",0
"3925","3925","PHN204","Gippsland","1","Good","Good",0
"3926","3926","PHN203","South Eastern Melbourne","1","Good","Good",0
"3927","3927","PHN203","South Eastern Melbourne","1","Good","Good",0
"3928","3928","PHN203","South Eastern Melbourne","1","Good","Good",0
"3929","3929","PHN203","South Eastern Melbourne","1","Good","Good",0
"3930","3930","PHN203","South Eastern Melbourne","1","Good","Good",0
"3931","3931","PHN203","South Eastern Melbourne","1","Good","Good",0
"3933","3933","PHN203","South Eastern Melbourne","1","Good","Good",0
"3934","3934","PHN203","South Eastern Melbourne","1","Good","Good",0
"3936","3936","PHN203","South Eastern Melbourne","1","Good","Good",0
"3937","3937","PHN203","South Eastern Melbourne","1","Good","Good",0
"3938","3938","PHN203","South Eastern Melbourne","1","Good","Good",0
"3939","3939","PHN203","South Eastern Melbourne","1","Good","Good",0
"3940","3940","PHN203","South Eastern Melbourne","1","Good","Good",0
"3941","3941","PHN203","South Eastern Melbourne","1","Good","Good",0
"3942","3942","PHN203","South Eastern Melbourne","1","Good","Good",0
"3943","3943","PHN203","South Eastern Melbourne","1","Good","Good",0
"3944","3944","PHN203","South Eastern Melbourne","1","Good","Good",0
"3945","3945","PHN204","Gippsland","1","Good","Good",0
"3946","3946","PHN204","Gippsland","1","Good","Good",0
"3950","3950","PHN204","Gippsland","1","Good","Good",0
"3951","3951","PHN204","Gippsland","1","Good","Good",0
"3953","3953","PHN204","Gippsland","1","Good","Good",0
"3954","3954","PHN204","Gippsland","1","Good","Good",0
"3956","3956","PHN204","Gippsland","1","Good","Good",0
"3957","3957","PHN204","Gippsland","1","Good","Good",0
"3958","3958","PHN204","Gippsland","1","Good","Good",0
"3959","3959","PHN204","Gippsland","1","Good","Good",0
"3960","3960","PHN204","Gippsland","1","Good","Good",0
"3962","3962","PHN204","Gippsland","1","Good","Good",0
"3964","3964","PHN204","Gippsland","1","Good","Good",0
"3965","3965","PHN204","Gippsland","1","Good","Good",0
"3966","3966","PHN204","Gippsland","1","Good","Good",0
"3967","3967","PHN204","Gippsland","1","Good","Good",0
"3971","3971","","","2.4e-6","Poor","Good",4
"3971","3971","PHN204","Gippsland","0.9999976","Good","Good",0
"3975","3975","PHN203","South Eastern Melbourne","1","Good","Good",0
"3976","3976","PHN203","South Eastern Melbourne","1","Good","Good",0
"3977","3977","PHN203","South Eastern Melbourne","1","Good","Good",0
"3978","3978","PHN203","South Eastern Melbourne","1","Good","Good",0
"3979","3979","PHN204","Gippsland","1","Good","Good",0
"3980","3980","PHN203","South Eastern Melbourne","1","Good","Good",0
"3981","3981","PHN203","South Eastern Melbourne","0.9863281","Good","Good",0
"3981","3981","PHN204","Gippsland","0.0136719","Good","Good",0
"3984","3984","PHN203","South Eastern Melbourne","0.3892163","Good","Good",0
"3984","3984","PHN204","Gippsland","0.6107837","Good","Good",0
"3987","3987","PHN203","South Eastern Melbourne","0.0344856","Good","Good",0
"3987","3987","PHN204","Gippsland","0.9655144","Good","Good",0
"3988","3988","PHN204","Gippsland","1","Good","Good",0
"3990","3990","PHN204","Gippsland","1","Good","Good",0
"3991","3991","PHN204","Gippsland","1","Good","Good",0
"3992","3992","PHN204","Gippsland","1","Good","Good",0
"3995","3995","PHN204","Gippsland","1","Good","Good",0
"3996","3996","PHN204","Gippsland","1","Good","Good",0
"4000","4000","PHN301","Brisbane North","1","Good","Good",0
"4005","4005","PHN301","Brisbane North","1","Good","Good",0
"4006","4006","PHN301","Brisbane North","1","Good","Good",0
"4007","4007","","","6e-7","Poor","Good",4
"4007","4007","PHN301","Brisbane North","0.9999994","Good","Good",0
"4008","4008","PHN301","Brisbane North","1","Good","Good",0
"4009","4009","PHN301","Brisbane North","1","Good","Good",0
"4010","4010","PHN301","Brisbane North","1","Good","Good",0
"4011","4011","PHN301","Brisbane North","1","Good","Good",0
"4012","4012","PHN301","Brisbane North","1","Good","Good",0
"4013","4013","PHN301","Brisbane North","1","Good","Good",0
"4014","4014","PHN301","Brisbane North","1","Good","Good",0
"4017","4017","PHN301","Brisbane North","1","Good","Good",0
"4018","4018","PHN301","Brisbane North","1","Good","Good",0
"4019","4019","PHN301","Brisbane North","1","Good","Good",0
"4020","4020","PHN301","Brisbane North","1","Good","Good",0
"4021","4021","PHN301","Brisbane North","1","Good","Good",0
"4022","4022","PHN301","Brisbane North","1","Good","Good",0
"4025","4025","PHN302","Brisbane South","1","Good","Good",0
"4030","4030","PHN301","Brisbane North","1","Good","Good",0
"4031","4031","PHN301","Brisbane North","1","Good","Good",0
"4032","4032","PHN301","Brisbane North","1","Good","Good",0
"4034","4034","PHN301","Brisbane North","1","Good","Good",0
"4035","4035","PHN301","Brisbane North","1","Good","Good",0
"4036","4036","PHN301","Brisbane North","1","Good","Good",0
"4037","4037","PHN301","Brisbane North","1","Good","Good",0
"4051","4051","PHN301","Brisbane North","1","Good","Good",0
"4053","4053","PHN301","Brisbane North","1","Good","Good",0
"4054","4054","PHN301","Brisbane North","1","Good","Good",0
"4055","4055","PHN301","Brisbane North","1","Good","Good",0
"4059","4059","PHN301","Brisbane North","1","Good","Good",0
"4060","4060","PHN301","Brisbane North","1","Good","Good",0
"4061","4061","PHN301","Brisbane North","1","Good","Good",0
"4064","4064","PHN301","Brisbane North","1","Good","Good",0
"4065","4065","PHN301","Brisbane North","1","Good","Good",0
"4066","4066","PHN301","Brisbane North","1","Good","Good",0
"4067","4067","PHN301","Brisbane North","1","Good","Good",0
"4068","4068","PHN301","Brisbane North","0.8726926","Good","Good",0
"4068","4068","PHN302","Brisbane South","0.1273074","Good","Good",0
"4069","4069","PHN301","Brisbane North","1","Good","Good",0
"4070","4070","PHN301","Brisbane North","1","Good","Good",0
"4073","4073","PHN302","Brisbane South","1","Good","Good",0
"4074","4074","PHN302","Brisbane South","1","Good","Good",0
"4075","4075","PHN302","Brisbane South","1","Good","Good",0
"4076","4076","PHN302","Brisbane South","1","Good","Good",0
"4077","4077","PHN302","Brisbane South","1","Good","Good",0
"4078","4078","PHN302","Brisbane South","0.9999997","Good","Good",0
"4078","4078","PHN304","Darling Downs and West Moreton","3e-7","Good","Good",1
"4101","4101","PHN302","Brisbane South","1","Good","Good",0
"4102","4102","PHN302","Brisbane South","1","Good","Good",0
"4103","4103","PHN302","Brisbane South","1","Good","Good",0
"4104","4104","PHN302","Brisbane South","1","Good","Good",0
"4105","4105","PHN302","Brisbane South","1","Good","Good",0
"4106","4106","PHN302","Brisbane South","1","Good","Good",0
"4107","4107","PHN302","Brisbane South","1","Good","Good",0
"4108","4108","PHN302","Brisbane South","1","Good","Good",0
"4109","4109","PHN302","Brisbane South","1","Good","Good",0
"4110","4110","PHN302","Brisbane South","1","Good","Good",0
"4111","4111","PHN302","Brisbane South","1","Good","Good",0
"4112","4112","PHN302","Brisbane South","1","Good","Good",0
"4113","4113","PHN302","Brisbane South","1","Good","Good",0
"4114","4114","PHN302","Brisbane South","1","Good","Good",0
"4115","4115","PHN302","Brisbane South","1","Good","Good",0
"4116","4116","PHN302","Brisbane South","1","Good","Good",0
"4117","4117","PHN302","Brisbane South","1","Good","Good",0
"4118","4118","PHN302","Brisbane South","1","Good","Good",0
"4119","4119","PHN302","Brisbane South","1","Good","Good",0
"4120","4120","PHN302","Brisbane South","1","Good","Good",0
"4121","4121","PHN302","Brisbane South","1","Good","Good",0
"4122","4122","PHN302","Brisbane South","1","Good","Good",0
"4123","4123","PHN302","Brisbane South","1","Good","Good",0
"4124","4124","PHN302","Brisbane South","0.9999999","Good","Good",0
"4124","4124","PHN304","Darling Downs and West Moreton","1e-7","Good","Good",1
"4125","4125","PHN302","Brisbane South","1","Good","Good",0
"4127","4127","PHN302","Brisbane South","1","Good","Good",0
"4128","4128","PHN302","Brisbane South","1","Good","Good",0
"4129","4129","PHN302","Brisbane South","1","Good","Good",0
"4130","4130","PHN302","Brisbane South","1","Good","Good",0
"4131","4131","PHN302","Brisbane South","1","Good","Good",0
"4132","4132","PHN302","Brisbane South","1","Good","Good",0
"4133","4133","PHN302","Brisbane South","1","Good","Good",0
"4151","4151","PHN302","Brisbane South","1","Good","Good",0
"4152","4152","PHN302","Brisbane South","1","Good","Good",0
"4153","4153","PHN302","Brisbane South","1","Good","Good",0
"4154","4154","PHN302","Brisbane South","1","Good","Good",0
"4155","4155","PHN302","Brisbane South","1","Good","Good",0
"4156","4156","PHN302","Brisbane South","1","Good","Good",0
"4157","4157","PHN302","Brisbane South","1","Good","Good",0
"4158","4158","PHN302","Brisbane South","1","Good","Good",0
"4159","4159","PHN302","Brisbane South","1","Good","Good",0
"4160","4160","PHN302","Brisbane South","1","Good","Good",0
"4161","4161","PHN302","Brisbane South","1","Good","Good",0
"4163","4163","PHN302","Brisbane South","1","Good","Good",0
"4164","4164","PHN302","Brisbane South","1","Good","Good",0
"4165","4165","PHN302","Brisbane South","1","Good","Good",0
"4169","4169","PHN302","Brisbane South","1","Good","Good",0
"4170","4170","PHN302","Brisbane South","1","Good","Good",0
"4171","4171","PHN302","Brisbane South","1","Good","Good",0
"4172","4172","PHN302","Brisbane South","1","Good","Good",0
"4173","4173","PHN302","Brisbane South","1","Good","Good",0
"4174","4174","PHN302","Brisbane South","1","Good","Good",0
"4178","4178","","","0.0022862","Poor","Good",4
"4178","4178","PHN302","Brisbane South","0.9977138","Good","Good",0
"4179","4179","PHN302","Brisbane South","1","Good","Good",0
"4183","4183","PHN302","Brisbane South","0.9999985","Good","Good",0
"4183","4183","PHN303","Gold Coast","1.5e-6","Good","Good",1
"4184","4184","PHN302","Brisbane South","1","Good","Good",0
"4205","4205","PHN302","Brisbane South","1","Good","Good",0
"4207","4207","PHN302","Brisbane South","0.9408732","Good","Good",0
"4207","4207","PHN303","Gold Coast","0.0591268","Good","Good",0
"4208","4208","PHN303","Gold Coast","1","Good","Good",0
"4209","4209","PHN303","Gold Coast","1","Good","Good",0
"4210","4210","PHN303","Gold Coast","1","Good","Good",0
"4211","4211","PHN303","Gold Coast","1","Good","Good",0
"4212","4212","PHN303","Gold Coast","1","Good","Good",0
"4213","4213","PHN303","Gold Coast","1","Good","Good",0
"4214","4214","PHN303","Gold Coast","1","Good","Good",0
"4215","4215","PHN303","Gold Coast","1","Good","Good",0
"4216","4216","PHN303","Gold Coast","1","Good","Good",0
"4217","4217","PHN303","Gold Coast","1","Good","Good",0
"4218","4218","PHN303","Gold Coast","1","Good","Good",0
"4220","4220","PHN303","Gold Coast","1","Good","Good",0
"4221","4221","PHN303","Gold Coast","1","Good","Good",0
"4223","4223","PHN303","Gold Coast","1","Good","Good",0
"4224","4224","PHN303","Gold Coast","1","Good","Good",0
"4225","4225","PHN303","Gold Coast","1","Good","Good",0
"4226","4226","PHN303","Gold Coast","1","Good","Good",0
"4227","4227","PHN303","Gold Coast","1","Good","Good",0
"4228","4228","PHN303","Gold Coast","1","Good","Good",0
"4270","4270","PHN302","Brisbane South","0.3155515","Good","Good",0
"4270","4270","PHN303","Gold Coast","0.6844485","Good","Good",0
"4272","4272","PHN303","Gold Coast","1","Good","Good",0
"4275","4275","PHN302","Brisbane South","0.0707129","Good","Good",0
"4275","4275","PHN303","Gold Coast","0.9292871","Good","Good",0
"4280","4280","PHN302","Brisbane South","1","Good","Good",0
"4285","4285","PHN302","Brisbane South","0.9993565","Good","Good",0
"4285","4285","PHN303","Gold Coast","0.0006435","Good","Good",1
"4287","4287","PHN302","Brisbane South","1","Good","Good",0
"4300","4300","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4301","4301","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4303","4303","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4304","4304","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4305","4305","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4306","4306","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4307","4307","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4309","4309","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4310","4310","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4311","4311","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4312","4312","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4313","4313","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4314","4314","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4340","4340","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4341","4341","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4342","4342","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4343","4343","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4344","4344","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4346","4346","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4347","4347","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4350","4350","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4352","4352","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4353","4353","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4354","4354","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4355","4355","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4356","4356","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4357","4357","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4358","4358","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4359","4359","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4360","4360","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4361","4361","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4362","4362","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4363","4363","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4364","4364","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4365","4365","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4370","4370","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4371","4371","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4372","4372","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4373","4373","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4374","4374","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4375","4375","PHN108","Hunter New England and Central Coast","0.0905266","Good","Good",0
"4375","4375","PHN304","Darling Downs and West Moreton","0.9094734","Good","Good",0
"4376","4376","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4377","4377","PHN108","Hunter New England and Central Coast","0.1424365","Good","Good",0
"4377","4377","PHN304","Darling Downs and West Moreton","0.8575635","Good","Good",0
"4378","4378","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4380","4380","PHN108","Hunter New England and Central Coast","0.0148964","Good","Good",0
"4380","4380","PHN304","Darling Downs and West Moreton","0.9851036","Good","Good",0
"4381","4381","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4382","4382","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4383","4383","PHN108","Hunter New England and Central Coast","0.2768879","Good","Good",0
"4383","4383","PHN304","Darling Downs and West Moreton","0.7231121","Good","Good",0
"4384","4384","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4385","4385","PHN108","Hunter New England and Central Coast","0.0557799","Good","Good",0
"4385","4385","PHN304","Darling Downs and West Moreton","0.9442201","Good","Good",0
"4387","4387","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4388","4388","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4390","4390","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4400","4400","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4401","4401","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4402","4402","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4403","4403","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4404","4404","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4405","4405","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4406","4406","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4407","4407","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4408","4408","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4410","4410","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4411","4411","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4412","4412","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4413","4413","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4415","4415","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4416","4416","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4417","4417","PHN305","Western Queensland","1","Good","Good",0
"4418","4418","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4419","4419","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4420","4420","PHN304","Darling Downs and West Moreton","0.7450451","Good","Good",0
"4420","4420","PHN306","Central Queensland, Wide Bay, Sunshine Coast","0.2549549","Good","Good",0
"4421","4421","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4422","4422","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4423","4423","PHN304","Darling Downs and West Moreton","0.463801","Good","Good",0
"4423","4423","PHN305","Western Queensland","0.536199","Good","Good",0
"4424","4424","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4425","4425","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4426","4426","PHN304","Darling Downs and West Moreton","0.0001428","Good","Good",1
"4426","4426","PHN305","Western Queensland","0.9998572","Good","Good",0
"4427","4427","PHN304","Darling Downs and West Moreton","0.0796511","Good","Good",0
"4427","4427","PHN305","Western Queensland","0.9203489","Good","Good",0
"4428","4428","PHN304","Darling Downs and West Moreton","0.0427862","Good","Good",0
"4428","4428","PHN305","Western Queensland","0.9572138","Good","Good",0
"4454","4454","PHN305","Western Queensland","0.7711083","Good","Good",0
"4454","4454","PHN306","Central Queensland, Wide Bay, Sunshine Coast","0.2288917","Good","Good",0
"4455","4455","PHN305","Western Queensland","1","Good","Good",0
"4461","4461","PHN305","Western Queensland","1","Good","Good",0
"4462","4462","PHN305","Western Queensland","1","Good","Good",0
"4465","4465","PHN305","Western Queensland","1","Good","Good",0
"4467","4467","PHN305","Western Queensland","1","Good","Good",0
"4468","4468","PHN305","Western Queensland","1","Good","Good",0
"4470","4470","PHN305","Western Queensland","1","Good","Good",0
"4472","4472","PHN305","Western Queensland","1","Good","Good",0
"4474","4474","PHN305","Western Queensland","1","Good","Good",0
"4477","4477","PHN305","Western Queensland","0.9999953","Good","Good",0
"4477","4477","PHN306","Central Queensland, Wide Bay, Sunshine Coast","4.7e-6","Good","Good",1
"4478","4478","PHN305","Western Queensland","1","Good","Good",0
"4479","4479","PHN305","Western Queensland","1","Good","Good",0
"4480","4480","PHN305","Western Queensland","1","Good","Good",0
"4481","4481","PHN305","Western Queensland","1","Good","Good",0
"4482","4482","PHN305","Western Queensland","1","Good","Good",0
"4486","4486","PHN305","Western Queensland","1","Good","Good",0
"4487","4487","PHN305","Western Queensland","1","Good","Good",0
"4488","4488","PHN305","Western Queensland","1","Good","Good",0
"4489","4489","PHN305","Western Queensland","1","Good","Good",0
"4490","4490","PHN305","Western Queensland","1","Good","Good",0
"4491","4491","PHN305","Western Queensland","1","Good","Good",0
"4492","4492","PHN305","Western Queensland","1","Good","Good",0
"4493","4493","PHN305","Western Queensland","1","Good","Good",0
"4494","4494","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4496","4496","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4497","4497","PHN304","Darling Downs and West Moreton","0.2595545","Good","Good",0
"4497","4497","PHN305","Western Queensland","0.7404455","Good","Good",0
"4498","4498","PHN304","Darling Downs and West Moreton","1","Good","Good",0
"4500","4500","PHN301","Brisbane North","1","Good","Good",0
"4501","4501","PHN301","Brisbane North","1","Good","Good",0
"4502","4502","PHN301","Brisbane North","1","Good","Good",0
"4503","4503","PHN301","Brisbane North","1","Good","Good",0
"4504","4504","PHN301","Brisbane North","1","Good","Good",0
"4505","4505","PHN301","Brisbane North","1","Good","Good",0
"4506","4506","PHN301","Brisbane North","1","Good","Good",0
"4507","4507","PHN301","Brisbane North","1","Good","Good",0
"4508","4508","PHN301","Brisbane North","1","Good","Good",0
"4509","4509","PHN301","Brisbane North","1","Good","Good",0
"4510","4510","PHN301","Brisbane North","1","Good","Good",0
"4511","4511","PHN301","Brisbane North","1","Good","Good",0
"4512","4512","PHN301","Brisbane North","1","Good","Good",0
"4514","4514","PHN301","Brisbane North","1","Good","Good",0
"4515","4515","PHN301","Brisbane North","0.9964775","Good","Good",0
"4515","4515","PHN304","Darling Downs and West Moreton","0.0035225","Good","Good",1
"4516","4516","PHN301","Brisbane North","1","Good","Good",0
"4517","4517","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4518","4518","PHN301","Brisbane North","0.0","Good","Good",1
"4518","4518","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1.0","Good","Good",0
"4519","4519","","","0.0","Poor","Good",4
"4519","4519","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1.0","Good","Good",0
"4520","4520","PHN301","Brisbane North","1","Good","Good",0
"4521","4521","PHN301","Brisbane North","1","Good","Good",0
"4550","4550","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4551","4551","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4552","4552","PHN301","Brisbane North","0.0149522","Good","Good",0
"4552","4552","PHN306","Central Queensland, Wide Bay, Sunshine Coast","0.9850478","Good","Good",0
"4553","4553","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4554","4554","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4555","4555","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4556","4556","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4557","4557","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4558","4558","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4559","4559","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4560","4560","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4561","4561","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
"4562","4562","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",0
