"POSTCODE","POSTCODE","PHN_CODE_2017","PHN_NAME_2017","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"","","","","1","Poor","Good",3
"","","PHN101","Central and Eastern Sydney","1","Good","Good",3
"","","PHN102","Northern Sydney","1","Good","Good",3
"","","PHN103","Western Sydney","1","Good","Good",3
"","","PHN106","South Eastern NSW","1","Good","Good",3
"","","PHN108","Hunter New England and Central Coast","1","Good","Good",3
"","","PHN109","North Coast","1","Good","Good",3
"","","PHN110","Murrumbidgee","1","Good","Good",3
"","","PHN201","North Western Melbourne","1","Good","Good",3
"","","PHN203","South Eastern Melbourne","1","Good","Good",3
"","","PHN204","Gippsland","1","Good","Good",3
"","","PHN205","Murray","1","Good","Good",3
"","","PHN206","Western Victoria","1","Good","Good",3
"","","PHN301","Brisbane North","1","Good","Good",3
"","","PHN302","Brisbane South","1","Good","Good",3
"","","PHN303","Gold Coast","1","Good","Good",3
"","","PHN306","Central Queensland, Wide Bay, Sunshine Coast","1","Good","Good",3
"","","PHN402","Country SA","1","Good","Good",3
"","","PHN501","Perth North","1","Good","Good",3
"","","PHN502","Perth South","1","Good","Good",3
"","","PHN503","Country WA","1","Good","Good",3
"","","PHN601","Tasmania","1","Good","Good",3
"","","PHN701","Northern Territory","1","Good","Good",3
"","","PHN801","Australian Capital Territory","1","Good","Good",3
"0800","0800","PHN701","Northern Territory","1","Good","Good",0
"0810","0810","PHN701","Northern Territory","1","Good","Good",0
"0812","0812","PHN701","Northern Territory","1","Good","Good",0
"0820","0820","PHN701","Northern Territory","1","Good","Good",0
"0822","0822","","","0.0007874","Poor","Good",4
"0822","0822","PHN701","Northern Territory","0.9992126","Good","Good",0
"0828","0828","PHN701","Northern Territory","1","Good","Good",0
"0829","0829","PHN701","Northern Territory","1","Good","Good",0
"0830","0830","PHN701","Northern Territory","1","Good","Good",0
"0832","0832","PHN701","Northern Territory","1","Good","Good",0
"0834","0834","PHN701","Northern Territory","1","Good","Good",0
"0835","0835","PHN701","Northern Territory","1","Good","Good",0
"0836","0836","PHN701","Northern Territory","1","Good","Good",0
"0837","0837","PHN701","Northern Territory","1","Good","Good",0
"0838","0838","PHN701","Northern Territory","1","Good","Good",0
"0839","0839","PHN701","Northern Territory","1","Good","Good",0
"0840","0840","PHN701","Northern Territory","1","Good","Good",0
"0841","0841","PHN701","Northern Territory","1","Good","Good",0
"0845","0845","PHN701","Northern Territory","1","Good","Good",0
"0846","0846","PHN701","Northern Territory","1","Good","Good",0
"0847","0847","PHN701","Northern Territory","1","Good","Good",0
"0850","0850","PHN701","Northern Territory","1","Good","Good",0
"0852","0852","","","1.2e-6","Poor","Good",4
"0852","0852","PHN701","Northern Territory","0.9999988","Good","Good",0
"0853","0853","PHN701","Northern Territory","1","Good","Good",0
"0854","0854","PHN701","Northern Territory","1","Good","Good",0
"0860","0860","PHN701","Northern Territory","1","Good","Good",0
"0862","0862","PHN701","Northern Territory","1","Good","Good",0
"0870","0870","PHN701","Northern Territory","1","Good","Good",0
"0872","0872","PHN402","Country SA","0.1598963","Good","Good",0
"0872","0872","PHN503","Country WA","0.0758188","Good","Good",0
"0872","0872","PHN701","Northern Territory","0.7642849","Good","Good",0
"0873","0873","PHN701","Northern Territory","1","Good","Good",0
"0874","0874","PHN701","Northern Territory","1","Good","Good",0
"0875","0875","PHN701","Northern Territory","1","Good","Good",0
"0880","0880","PHN701","Northern Territory","1","Good","Good",0
"0885","0885","PHN701","Northern Territory","1","Good","Good",0
"0886","0886","PHN701","Northern Territory","1","Good","Good",0
"2000","2000","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2007","2007","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2008","2008","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2009","2009","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2010","2010","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2011","2011","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2015","2015","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2016","2016","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2017","2017","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2018","2018","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2019","2019","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2020","2020","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2021","2021","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2022","2022","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2023","2023","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2024","2024","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2025","2025","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2026","2026","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2027","2027","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2028","2028","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2029","2029","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2030","2030","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2031","2031","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2032","2032","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2033","2033","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2034","2034","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2035","2035","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2036","2036","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2037","2037","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2038","2038","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2039","2039","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2040","2040","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2041","2041","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2042","2042","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2043","2043","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2044","2044","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2045","2045","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2046","2046","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2047","2047","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2048","2048","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2049","2049","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2050","2050","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2060","2060","PHN102","Northern Sydney","1","Good","Good",0
"2061","2061","PHN102","Northern Sydney","1","Good","Good",0
"2062","2062","PHN102","Northern Sydney","1","Good","Good",0
"2063","2063","PHN102","Northern Sydney","1","Good","Good",0
"2064","2064","PHN102","Northern Sydney","1","Good","Good",0
"2065","2065","PHN102","Northern Sydney","1","Good","Good",0
"2066","2066","PHN102","Northern Sydney","1","Good","Good",0
"2067","2067","PHN102","Northern Sydney","1","Good","Good",0
"2068","2068","PHN102","Northern Sydney","1","Good","Good",0
"2069","2069","PHN102","Northern Sydney","1","Good","Good",0
"2070","2070","PHN102","Northern Sydney","1","Good","Good",0
"2071","2071","PHN102","Northern Sydney","1","Good","Good",0
"2072","2072","PHN102","Northern Sydney","1","Good","Good",0
"2073","2073","PHN102","Northern Sydney","1","Good","Good",0
"2074","2074","PHN102","Northern Sydney","1","Good","Good",0
"2075","2075","PHN102","Northern Sydney","1","Good","Good",0
"2076","2076","PHN102","Northern Sydney","1","Good","Good",0
"2077","2077","PHN102","Northern Sydney","1","Good","Good",0
"2079","2079","PHN102","Northern Sydney","1","Good","Good",0
"2080","2080","PHN102","Northern Sydney","1","Good","Good",0
"2081","2081","PHN102","Northern Sydney","1","Good","Good",0
"2082","2082","PHN102","Northern Sydney","1","Good","Good",0
"2083","2083","PHN102","Northern Sydney","0.6571806","Good","Good",0
"2083","2083","PHN108","Hunter New England and Central Coast","0.3428194","Good","Good",0
"2084","2084","PHN102","Northern Sydney","1","Good","Good",0
"2085","2085","PHN102","Northern Sydney","1","Good","Good",0
"2086","2086","PHN102","Northern Sydney","1","Good","Good",0
"2087","2087","PHN102","Northern Sydney","1","Good","Good",0
"2088","2088","PHN102","Northern Sydney","1","Good","Good",0
"2089","2089","PHN102","Northern Sydney","1","Good","Good",0
"2090","2090","PHN102","Northern Sydney","1","Good","Good",0
"2092","2092","PHN102","Northern Sydney","1","Good","Good",0
"2093","2093","PHN102","Northern Sydney","1","Good","Good",0
"2094","2094","PHN102","Northern Sydney","1","Good","Good",0
"2095","2095","PHN102","Northern Sydney","1","Good","Good",0
"2096","2096","PHN102","Northern Sydney","1","Good","Good",0
"2097","2097","PHN102","Northern Sydney","1","Good","Good",0
"2099","2099","PHN102","Northern Sydney","1","Good","Good",0
"2100","2100","PHN102","Northern Sydney","1","Good","Good",0
"2101","2101","PHN102","Northern Sydney","1","Good","Good",0
"2102","2102","PHN102","Northern Sydney","1","Good","Good",0
"2103","2103","PHN102","Northern Sydney","1","Good","Good",0
"2104","2104","PHN102","Northern Sydney","1","Good","Good",0
"2105","2105","PHN102","Northern Sydney","1","Good","Good",0
"2106","2106","PHN102","Northern Sydney","1","Good","Good",0
"2107","2107","PHN102","Northern Sydney","1","Good","Good",0
"2108","2108","PHN102","Northern Sydney","1","Good","Good",0
"2110","2110","PHN102","Northern Sydney","1","Good","Good",0
"2111","2111","PHN102","Northern Sydney","1","Good","Good",0
"2112","2112","PHN102","Northern Sydney","1","Good","Good",0
"2113","2113","PHN102","Northern Sydney","1","Good","Good",0
"2114","2114","PHN102","Northern Sydney","0.9805212","Good","Good",0
"2114","2114","PHN103","Western Sydney","0.0194788","Good","Good",0
"2115","2115","PHN103","Western Sydney","1","Good","Good",0
"2116","2116","PHN103","Western Sydney","1","Good","Good",0
"2117","2117","PHN103","Western Sydney","1","Good","Good",0
"2118","2118","PHN102","Northern Sydney","0.1725378","Good","Good",0
"2118","2118","PHN103","Western Sydney","0.8274622","Good","Good",0
"2119","2119","PHN102","Northern Sydney","1","Good","Good",0
"2120","2120","PHN102","Northern Sydney","1","Good","Good",0
"2121","2121","PHN102","Northern Sydney","0.7066364","Good","Good",0
"2121","2121","PHN103","Western Sydney","0.2933636","Good","Good",0
"2122","2122","PHN102","Northern Sydney","0.8785737","Good","Good",0
"2122","2122","PHN103","Western Sydney","0.1214263","Good","Good",0
"2125","2125","PHN102","Northern Sydney","0.2467032","Good","Good",0
"2125","2125","PHN103","Western Sydney","0.7532968","Good","Good",0
"2126","2126","PHN102","Northern Sydney","1","Good","Good",0
"2127","2127","PHN101","Central and Eastern Sydney","1.3e-6","Good","Good",1
"2127","2127","PHN103","Western Sydney","0.9999987","Good","Good",0
"2128","2128","PHN103","Western Sydney","1","Good","Good",0
"2130","2130","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2131","2131","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2132","2132","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2133","2133","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2134","2134","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2135","2135","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2136","2136","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2137","2137","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2138","2138","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2140","2140","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2141","2141","PHN103","Western Sydney","1","Good","Good",0
"2142","2142","PHN103","Western Sydney","1","Good","Good",0
"2143","2143","PHN103","Western Sydney","0.4398974","Good","Good",0
"2143","2143","PHN105","South Western Sydney","0.5601026","Good","Good",0
"2144","2144","PHN103","Western Sydney","1","Good","Good",0
"2145","2145","PHN103","Western Sydney","1","Good","Good",0
"2146","2146","PHN103","Western Sydney","1","Good","Good",0
"2147","2147","PHN103","Western Sydney","1","Good","Good",0
"2148","2148","PHN103","Western Sydney","1","Good","Good",0
"2150","2150","PHN103","Western Sydney","1","Good","Good",0
"2151","2151","PHN103","Western Sydney","1","Good","Good",0
"2152","2152","PHN103","Western Sydney","1","Good","Good",0
"2153","2153","PHN103","Western Sydney","1","Good","Good",0
"2154","2154","PHN102","Northern Sydney","0.1414322","Good","Good",0
"2154","2154","PHN103","Western Sydney","0.8585678","Good","Good",0
"2155","2155","PHN103","Western Sydney","1","Good","Good",0
"2156","2156","PHN102","Northern Sydney","0.0267404","Good","Good",0
"2156","2156","PHN103","Western Sydney","0.9732596","Good","Good",0
"2157","2157","PHN102","Northern Sydney","0.4268325","Good","Good",0
"2157","2157","PHN103","Western Sydney","0.5731675","Good","Good",0
"2158","2158","PHN102","Northern Sydney","0.6277151","Good","Good",0
"2158","2158","PHN103","Western Sydney","0.3722849","Good","Good",0
"2159","2159","PHN102","Northern Sydney","1","Good","Good",0
"2160","2160","PHN103","Western Sydney","1","Good","Good",0
"2161","2161","PHN103","Western Sydney","0.8686545","Good","Good",0
"2161","2161","PHN105","South Western Sydney","0.1313455","Good","Good",0
"2162","2162","PHN103","Western Sydney","0.0403388","Good","Good",0
"2162","2162","PHN105","South Western Sydney","0.9596612","Good","Good",0
"2163","2163","PHN105","South Western Sydney","1","Good","Good",0
"2164","2164","PHN103","Western Sydney","0.0807688","Good","Good",0
"2164","2164","PHN105","South Western Sydney","0.9192312","Good","Good",0
"2165","2165","PHN103","Western Sydney","0.0034588","Good","Good",1
"2165","2165","PHN105","South Western Sydney","0.9965412","Good","Good",0
"2166","2166","PHN105","South Western Sydney","1","Good","Good",0
"2167","2167","PHN105","South Western Sydney","1","Good","Good",0
"2168","2168","PHN105","South Western Sydney","1","Good","Good",0
"2170","2170","PHN105","South Western Sydney","1","Good","Good",0
"2171","2171","PHN105","South Western Sydney","1","Good","Good",0
"2172","2172","PHN101","Central and Eastern Sydney","0.207625","Good","Good",0
"2172","2172","PHN105","South Western Sydney","0.792375","Good","Good",0
"2173","2173","PHN101","Central and Eastern Sydney","1.7e-6","Good","Good",1
"2173","2173","PHN105","South Western Sydney","0.9999983","Good","Good",0
"2174","2174","PHN105","South Western Sydney","1","Good","Good",0
"2175","2175","PHN105","South Western Sydney","1","Good","Good",0
"2176","2176","PHN105","South Western Sydney","1","Good","Good",0
"2177","2177","PHN105","South Western Sydney","1","Good","Good",0
"2178","2178","PHN104","Nepean Blue Mountains","0.4149937","Good","Good",0
"2178","2178","PHN105","South Western Sydney","0.5850063","Good","Good",0
"2179","2179","PHN105","South Western Sydney","1","Good","Good",0
"2190","2190","PHN101","Central and Eastern Sydney","0.0598763","Good","Good",0
"2190","2190","PHN105","South Western Sydney","0.9401237","Good","Good",0
"2191","2191","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2192","2192","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2193","2193","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2194","2194","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2195","2195","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2196","2196","PHN101","Central and Eastern Sydney","0.7319418","Good","Good",0
"2196","2196","PHN105","South Western Sydney","0.2680582","Good","Good",0
"2197","2197","PHN105","South Western Sydney","1","Good","Good",0
"2198","2198","PHN105","South Western Sydney","1","Good","Good",0
"2199","2199","PHN105","South Western Sydney","1","Good","Good",0
"2200","2200","PHN105","South Western Sydney","1","Good","Good",0
"2203","2203","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2204","2204","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2205","2205","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2206","2206","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2207","2207","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2208","2208","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2209","2209","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2210","2210","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2211","2211","PHN105","South Western Sydney","1","Good","Good",0
"2212","2212","PHN105","South Western Sydney","1","Good","Good",0
"2213","2213","PHN105","South Western Sydney","1","Good","Good",0
"2214","2214","PHN105","South Western Sydney","1","Good","Good",0
"2216","2216","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2217","2217","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2218","2218","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2219","2219","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2220","2220","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2221","2221","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2222","2222","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2223","2223","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2224","2224","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2225","2225","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2226","2226","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2227","2227","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2228","2228","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2229","2229","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2230","2230","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2231","2231","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2232","2232","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2233","2233","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2234","2234","PHN101","Central and Eastern Sydney","1","Good","Good",0
"2250","2250","PHN104","Nepean Blue Mountains","8.46e-5","Good","Good",1
"2250","2250","PHN108","Hunter New England and Central Coast","0.9999154","Good","Good",0
"2251","2251","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2256","2256","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2257","2257","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2258","2258","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2259","2259","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2260","2260","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2261","2261","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2262","2262","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2263","2263","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2264","2264","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2265","2265","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2267","2267","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2278","2278","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2280","2280","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2281","2281","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2282","2282","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2283","2283","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2284","2284","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2285","2285","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2286","2286","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2287","2287","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2289","2289","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2290","2290","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2291","2291","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2292","2292","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2293","2293","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2294","2294","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2295","2295","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2296","2296","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2297","2297","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2298","2298","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2299","2299","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2300","2300","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2302","2302","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2303","2303","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2304","2304","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2305","2305","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2306","2306","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2307","2307","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2308","2308","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2311","2311","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2312","2312","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2315","2315","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2316","2316","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2317","2317","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2318","2318","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2319","2319","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2320","2320","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2321","2321","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2322","2322","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2323","2323","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2324","2324","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2325","2325","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2326","2326","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2327","2327","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2328","2328","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2329","2329","PHN107","Western NSW","0.0188987","Good","Good",0
"2329","2329","PHN108","Hunter New England and Central Coast","0.9811013","Good","Good",0
"2330","2330","PHN104","Nepean Blue Mountains","1.1e-6","Good","Good",1
"2330","2330","PHN108","Hunter New England and Central Coast","0.9999989","Good","Good",0
"2331","2331","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2333","2333","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2334","2334","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2335","2335","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2336","2336","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2337","2337","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2338","2338","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2339","2339","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2340","2340","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2341","2341","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2342","2342","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2343","2343","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2344","2344","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2345","2345","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2346","2346","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2347","2347","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2350","2350","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2352","2352","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2353","2353","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2354","2354","PHN108","Hunter New England and Central Coast","0.999996","Good","Good",0
"2354","2354","PHN109","North Coast","4e-6","Good","Good",1
"2355","2355","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2356","2356","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2357","2357","PHN107","Western NSW","1","Good","Good",0
"2358","2358","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2359","2359","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2360","2360","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2361","2361","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2365","2365","PHN108","Hunter New England and Central Coast","0.9999973","Good","Good",0
"2365","2365","PHN109","North Coast","2.7e-6","Good","Good",1
"2369","2369","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2370","2370","PHN108","Hunter New England and Central Coast","0.9976798","Good","Good",0
"2370","2370","PHN109","North Coast","0.0023202","Good","Good",1
"2371","2371","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2372","2372","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2379","2379","PHN107","Western NSW","0.4197303","Good","Good",0
"2379","2379","PHN108","Hunter New England and Central Coast","0.5802697","Good","Good",0
"2380","2380","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2381","2381","PHN107","Western NSW","0.0780329","Good","Good",0
"2381","2381","PHN108","Hunter New England and Central Coast","0.9219671","Good","Good",0
"2382","2382","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2386","2386","PHN107","Western NSW","0.758292","Good","Good",0
"2386","2386","PHN108","Hunter New England and Central Coast","0.241708","Good","Good",0
"2387","2387","PHN107","Western NSW","0.7717011","Good","Good",0
"2387","2387","PHN108","Hunter New England and Central Coast","0.2282989","Good","Good",0
"2388","2388","PHN107","Western NSW","0.0145729","Good","Good",0
"2388","2388","PHN108","Hunter New England and Central Coast","0.9854271","Good","Good",0
"2390","2390","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2395","2395","PHN107","Western NSW","1","Good","Good",0
"2396","2396","PHN107","Western NSW","1","Good","Good",0
"2397","2397","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2398","2398","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2399","2399","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2400","2400","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2401","2401","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2402","2402","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2403","2403","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2404","2404","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2405","2405","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2406","2406","PHN108","Hunter New England and Central Coast","0.8228566","Good","Good",0
"2406","2406","PHN304","Darling Downs and West Moreton","0.0128663","Good","Good",0
"2406","2406","PHN305","Western Queensland","0.1642771","Good","Good",0
"2408","2408","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2409","2409","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2410","2410","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2411","2411","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2415","2415","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2420","2420","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2421","2421","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2422","2422","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2423","2423","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2424","2424","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2425","2425","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2426","2426","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2427","2427","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2428","2428","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2429","2429","PHN108","Hunter New England and Central Coast","0.9528483","Good","Good",0
"2429","2429","PHN109","North Coast","0.0471517","Good","Good",0
"2430","2430","PHN108","Hunter New England and Central Coast","1","Good","Good",0
"2431","2431","PHN109","North Coast","1","Good","Good",0
"2439","2439","PHN109","North Coast","1","Good","Good",0
"2440","2440","PHN108","Hunter New England and Central Coast","0.0026784","Good","Good",1
"2440","2440","PHN109","North Coast","0.9973216","Good","Good",0
"2441","2441","PHN109","North Coast","1","Good","Good",0
"2443","2443","PHN108","Hunter New England and Central Coast","0.1675129","Good","Good",0
"2443","2443","PHN109","North Coast","0.8324871","Good","Good",0
"2444","2444","PHN109","North Coast","1","Good","Good",0
"2445","2445","PHN109","North Coast","1","Good","Good",0
