"SA1_CODE_2021","SA1_NAME_2021","Region","Region_Nam","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"12003168033","","J","Eastern NSW","1","Good","Good",3
"12003168034","","J","Eastern NSW","1","Good","Good",3
"12003168035","","J","Eastern NSW","1","Good","Good",3
"12003168036","","J","Eastern NSW","1","Good","Good",3
"12003168101","","J","Eastern NSW","1","Good","Good",3
"12003168102","","J","Eastern NSW","1","Good","Good",3
"12003168103","","J","Eastern NSW","1","Good","Good",3
"12003168104","","J","Eastern NSW","1","Good","Good",3
"12003168105","","J","Eastern NSW","1","Good","Good",3
"12003168106","","J","Eastern NSW","1","Good","Good",3
"12003168107","","J","Eastern NSW","1","Good","Good",3
"12003168108","","J","Eastern NSW","1","Good","Good",3
"12003168109","","J","Eastern NSW","1","Good","Good",3
"12003168110","","J","Eastern NSW","1","Good","Good",3
"12003168111","","J","Eastern NSW","1","Good","Good",3
"12003168112","","J","Eastern NSW","1","Good","Good",3
"12003168113","","J","Eastern NSW","1","Good","Good",3
"12003168114","","J","Eastern NSW","1","Good","Good",3
"12003168115","","J","Eastern NSW","1","Good","Good",3
"12003168116","","J","Eastern NSW","1","Good","Good",3
"12003168117","","J","Eastern NSW","1","Good","Good",3
"12003168118","","J","Eastern NSW","1","Good","Good",3
"12003168119","","J","Eastern NSW","1","Good","Good",3
"12003168120","","J","Eastern NSW","1","Good","Good",3
"12003168121","","J","Eastern NSW","1","Good","Good",3
"12101139901","","J","Eastern NSW","1","Good","Good",3
"12101139902","","J","Eastern NSW","1","Good","Good",3
"12101139903","","J","Eastern NSW","1","Good","Good",3
"12101139904","","J","Eastern NSW","1","Good","Good",3
"12101139905","","J","Eastern NSW","1","Good","Good",3
"12101139906","","J","Eastern NSW","1","Good","Good",3
"12101139907","","J","Eastern NSW","1","Good","Good",3
"12101139908","","J","Eastern NSW","1","Good","Good",3
"12101139909","","J","Eastern NSW","1","Good","Good",3
"12101139910","","J","Eastern NSW","1","Good","Good",3
"12101139911","","J","Eastern NSW","1","Good","Good",3
"12101139912","","J","Eastern NSW","1","Good","Good",3
"12101139913","","J","Eastern NSW","1","Good","Good",3
"12101139914","","J","Eastern NSW","1","Good","Good",3
"12101139915","","J","Eastern NSW","1","Good","Good",3
"12101139916","","J","Eastern NSW","1","Good","Good",3
"12101139917","","J","Eastern NSW","1","Good","Good",3
"12101139919","","J","Eastern NSW","1","Good","Good",3
"12101139920","","J","Eastern NSW","1","Good","Good",3
"12101139921","","J","Eastern NSW","1","Good","Good",3
"12101139922","","J","Eastern NSW","1","Good","Good",3
"12101139923","","J","Eastern NSW","1","Good","Good",3
"12101139924","","J","Eastern NSW","1","Good","Good",3
"12101139925","","J","Eastern NSW","1","Good","Good",3
"12101139926","","J","Eastern NSW","1","Good","Good",3
"12101139927","","J","Eastern NSW","1","Good","Good",3
"12101139928","","J","Eastern NSW","1","Good","Good",3
"12101139929","","J","Eastern NSW","1","Good","Good",3
"12101139930","","J","Eastern NSW","1","Good","Good",3
"12101139931","","J","Eastern NSW","1","Good","Good",3
"12101139933","","J","Eastern NSW","1","Good","Good",3
"12101139934","","J","Eastern NSW","1","Good","Good",3
"12101139935","","J","Eastern NSW","1","Good","Good",3
"12101139936","","J","Eastern NSW","1","Good","Good",3
"12101139937","","J","Eastern NSW","1","Good","Good",3
"12101139939","","J","Eastern NSW","1","Good","Good",3
"12101139940","","J","Eastern NSW","1","Good","Good",3
"12101139941","","J","Eastern NSW","1","Good","Good",3
"12101139942","","J","Eastern NSW","1","Good","Good",3
"12101139943","","J","Eastern NSW","1","Good","Good",3
"12101139944","","J","Eastern NSW","1","Good","Good",3
"12101139945","","J","Eastern NSW","1","Good","Good",3
"12101139946","","J","Eastern NSW","1","Good","Good",3
"12101139947","","J","Eastern NSW","1","Good","Good",3
"12101139948","","J","Eastern NSW","1","Good","Good",3
"12101139949","","J","Eastern NSW","1","Good","Good",3
"12101139950","","J","Eastern NSW","1","Good","Good",3
"12101139951","","J","Eastern NSW","1","Good","Good",3
"12101140102","","J","Eastern NSW","1","Good","Good",3
"12101140103","","J","Eastern NSW","1","Good","Good",3
"12101140104","","J","Eastern NSW","1","Good","Good",3
"12101140105","","J","Eastern NSW","1","Good","Good",3
"12101140106","","J","Eastern NSW","1","Good","Good",3
"12101140107","","J","Eastern NSW","1","Good","Good",3
"12101140108","","J","Eastern NSW","1","Good","Good",3
"12101140109","","J","Eastern NSW","1","Good","Good",3
"12101140111","","J","Eastern NSW","1","Good","Good",3
"12101140112","","J","Eastern NSW","1","Good","Good",3
"12101140114","","J","Eastern NSW","1","Good","Good",3
"12101140115","","J","Eastern NSW","1","Good","Good",3
"12101140116","","J","Eastern NSW","1","Good","Good",3
"12101140118","","J","Eastern NSW","1","Good","Good",3
"12101140120","","J","Eastern NSW","1","Good","Good",3
"12101140122","","J","Eastern NSW","1","Good","Good",3
"12101140124","","J","Eastern NSW","1","Good","Good",3
"12101140125","","J","Eastern NSW","1","Good","Good",3
"12101140126","","J","Eastern NSW","1","Good","Good",3
"12101140127","","J","Eastern NSW","1","Good","Good",3
"12101140128","","J","Eastern NSW","1","Good","Good",3
"12101140129","","J","Eastern NSW","1","Good","Good",3
"12101140130","","J","Eastern NSW","1","Good","Good",3
"12101140131","","J","Eastern NSW","1","Good","Good",3
"12101140132","","J","Eastern NSW","1","Good","Good",3
"12101140133","","J","Eastern NSW","1","Good","Good",3
"12101140134","","J","Eastern NSW","1","Good","Good",3
"12101140135","","J","Eastern NSW","1","Good","Good",3
"12101140136","","J","Eastern NSW","1","Good","Good",3
"12101168201","","J","Eastern NSW","1","Good","Good",3
"12101168202","","J","Eastern NSW","1","Good","Good",3
"12101168203","","J","Eastern NSW","1","Good","Good",3
"12101168204","","J","Eastern NSW","1","Good","Good",3
"12101168205","","J","Eastern NSW","1","Good","Good",3
"12101168206","","J","Eastern NSW","1","Good","Good",3
"12101168207","","J","Eastern NSW","1","Good","Good",3
"12101168208","","J","Eastern NSW","1","Good","Good",3
"12101168209","","J","Eastern NSW","1","Good","Good",3
"12101168210","","J","Eastern NSW","1","Good","Good",3
"12101168211","","J","Eastern NSW","1","Good","Good",3
"12101168212","","J","Eastern NSW","1","Good","Good",3
"12101168213","","J","Eastern NSW","1","Good","Good",3
"12101168214","","J","Eastern NSW","1","Good","Good",3
"12101168215","","J","Eastern NSW","1","Good","Good",3
"12101168216","","J","Eastern NSW","1","Good","Good",3
"12101168217","","J","Eastern NSW","1","Good","Good",3
"12101168218","","J","Eastern NSW","1","Good","Good",3
"12101168219","","J","Eastern NSW","1","Good","Good",3
"12101168220","","J","Eastern NSW","1","Good","Good",3
"12101168221","","J","Eastern NSW","1","Good","Good",3
"12101168222","","J","Eastern NSW","1","Good","Good",3
"12101168301","","J","Eastern NSW","1","Good","Good",3
"12101168302","","J","Eastern NSW","1","Good","Good",3
"12101168303","","J","Eastern NSW","1","Good","Good",3
"12101168304","","J","Eastern NSW","1","Good","Good",3
"12101168305","","J","Eastern NSW","1","Good","Good",3
"12101168306","","J","Eastern NSW","1","Good","Good",3
"12101168307","","J","Eastern NSW","1","Good","Good",3
"12101168308","","J","Eastern NSW","1","Good","Good",3
"12101168309","","J","Eastern NSW","1","Good","Good",3
"12101168310","","J","Eastern NSW","1","Good","Good",3
"12101168311","","J","Eastern NSW","1","Good","Good",3
"12101168312","","J","Eastern NSW","1","Good","Good",3
"12101168313","","J","Eastern NSW","1","Good","Good",3
"12101168314","","J","Eastern NSW","1","Good","Good",3
"12101168315","","J","Eastern NSW","1","Good","Good",3
"12101168316","","J","Eastern NSW","1","Good","Good",3
"12101168317","","J","Eastern NSW","1","Good","Good",3
"12101168318","","J","Eastern NSW","1","Good","Good",3
"12101168319","","J","Eastern NSW","1","Good","Good",3
"12101168320","","J","Eastern NSW","1","Good","Good",3
"12101168321","","J","Eastern NSW","1","Good","Good",3
"12101168322","","J","Eastern NSW","1","Good","Good",3
"12101168323","","J","Eastern NSW","1","Good","Good",3
"12101168324","","J","Eastern NSW","1","Good","Good",3
"12101168325","","J","Eastern NSW","1","Good","Good",3
"12101168326","","J","Eastern NSW","1","Good","Good",3
"12101168327","","J","Eastern NSW","1","Good","Good",3
"12101168328","","J","Eastern NSW","1","Good","Good",3
"12101168329","","J","Eastern NSW","1","Good","Good",3
"12101168330","","J","Eastern NSW","1","Good","Good",3
"12101168331","","J","Eastern NSW","1","Good","Good",3
"12101168332","","J","Eastern NSW","1","Good","Good",3
"12101168333","","J","Eastern NSW","1","Good","Good",3
"12101168334","","J","Eastern NSW","1","Good","Good",3
"12101168401","","J","Eastern NSW","1","Good","Good",3
"12101168402","","J","Eastern NSW","1","Good","Good",3
"12101168403","","J","Eastern NSW","1","Good","Good",3
"12101168404","","J","Eastern NSW","1","Good","Good",3
"12101168405","","J","Eastern NSW","1","Good","Good",3
"12101168406","","J","Eastern NSW","1","Good","Good",3
"12101168407","","J","Eastern NSW","1","Good","Good",3
"12101168408","","J","Eastern NSW","1","Good","Good",3
"12101168409","","J","Eastern NSW","1","Good","Good",3
"12101168410","","J","Eastern NSW","1","Good","Good",3
"12101168411","","J","Eastern NSW","1","Good","Good",3
"12101168412","","J","Eastern NSW","1","Good","Good",3
"12101168413","","J","Eastern NSW","1","Good","Good",3
"12101168414","","J","Eastern NSW","1","Good","Good",3
"12101168415","","J","Eastern NSW","1","Good","Good",3
"12101168416","","J","Eastern NSW","1","Good","Good",3
"12101168417","","J","Eastern NSW","1","Good","Good",3
"12101168418","","J","Eastern NSW","1","Good","Good",3
"12101168419","","J","Eastern NSW","1","Good","Good",3
"12101168420","","J","Eastern NSW","1","Good","Good",3
"12101168421","","J","Eastern NSW","1","Good","Good",3
"12101168422","","J","Eastern NSW","1","Good","Good",3
"12101168423","","J","Eastern NSW","1","Good","Good",3
"12101168424","","J","Eastern NSW","1","Good","Good",3
"12101168425","","J","Eastern NSW","1","Good","Good",3
"12101168426","","J","Eastern NSW","1","Good","Good",3
"12101168427","","J","Eastern NSW","1","Good","Good",3
"12101168428","","J","Eastern NSW","1","Good","Good",3
"12101168429","","J","Eastern NSW","1","Good","Good",3
"12101168430","","J","Eastern NSW","1","Good","Good",3
"12101168431","","J","Eastern NSW","1","Good","Good",3
"12101168432","","J","Eastern NSW","1","Good","Good",3
"12101168433","","J","Eastern NSW","1","Good","Good",3
"12101168434","","J","Eastern NSW","1","Good","Good",3
"12101168435","","J","Eastern NSW","1","Good","Good",3
"12101168436","","J","Eastern NSW","1","Good","Good",3
"12101168437","","J","Eastern NSW","1","Good","Good",3
"12101168438","","J","Eastern NSW","1","Good","Good",3
"12101168439","","J","Eastern NSW","1","Good","Good",3
"12101168440","","J","Eastern NSW","1","Good","Good",3
"12101168441","","J","Eastern NSW","1","Good","Good",3
"12101168442","","J","Eastern NSW","1","Good","Good",3
"12101168443","","J","Eastern NSW","1","Good","Good",3
"12101168444","","J","Eastern NSW","1","Good","Good",3
"12101168445","","J","Eastern NSW","1","Good","Good",3
"12101168501","","J","Eastern NSW","1","Good","Good",3
"12101168502","","J","Eastern NSW","1","Good","Good",3
"12101168503","","J","Eastern NSW","1","Good","Good",3
"12101168504","","J","Eastern NSW","1","Good","Good",3
"12101168505","","J","Eastern NSW","1","Good","Good",3
"12101168506","","J","Eastern NSW","1","Good","Good",3
"12101168507","","J","Eastern NSW","1","Good","Good",3
"12101168508","","J","Eastern NSW","1","Good","Good",3
"12101168509","","J","Eastern NSW","1","Good","Good",3
"12101168510","","J","Eastern NSW","1","Good","Good",3
"12101168511","","J","Eastern NSW","1","Good","Good",3
"12101168512","","J","Eastern NSW","1","Good","Good",3
"12101168513","","J","Eastern NSW","1","Good","Good",3
"12101168514","","J","Eastern NSW","1","Good","Good",3
"12101168515","","J","Eastern NSW","1","Good","Good",3
"12101168516","","J","Eastern NSW","1","Good","Good",3
"12101168517","","J","Eastern NSW","1","Good","Good",3
"12101168518","","J","Eastern NSW","1","Good","Good",3
"12101168519","","J","Eastern NSW","1","Good","Good",3
"12101168520","","J","Eastern NSW","1","Good","Good",3
"12101168521","","J","Eastern NSW","1","Good","Good",3
"12101168522","","J","Eastern NSW","1","Good","Good",3
"12101168523","","J","Eastern NSW","1","Good","Good",3
"12101168524","","J","Eastern NSW","1","Good","Good",3
"12101168525","","J","Eastern NSW","1","Good","Good",3
"12101168526","","J","Eastern NSW","1","Good","Good",3
"12101168527","","J","Eastern NSW","1","Good","Good",3
"12101168528","","J","Eastern NSW","1","Good","Good",3
"12101168529","","J","Eastern NSW","1","Good","Good",3
"12101168601","","J","Eastern NSW","1","Good","Good",3
"12101168602","","J","Eastern NSW","1","Good","Good",3
"12101168603","","J","Eastern NSW","1","Good","Good",3
"12101168604","","J","Eastern NSW","1","Good","Good",3
"12101168605","","J","Eastern NSW","1","Good","Good",3
"12101168606","","J","Eastern NSW","1","Good","Good",3
"12101168607","","J","Eastern NSW","1","Good","Good",3
"12101168608","","J","Eastern NSW","1","Good","Good",3
"12101168609","","J","Eastern NSW","1","Good","Good",3
"12101168610","","J","Eastern NSW","1","Good","Good",3
"12101168611","","J","Eastern NSW","1","Good","Good",3
"12101168612","","J","Eastern NSW","1","Good","Good",3
"12101168613","","J","Eastern NSW","1","Good","Good",3
"12101168614","","J","Eastern NSW","1","Good","Good",3
"12101168615","","J","Eastern NSW","1","Good","Good",3
"12101168616","","J","Eastern NSW","1","Good","Good",3
"12101168617","","J","Eastern NSW","1","Good","Good",3
"12101168618","","J","Eastern NSW","1","Good","Good",3
"12101168619","","J","Eastern NSW","1","Good","Good",3
"12101168620","","J","Eastern NSW","1","Good","Good",3
"12101168621","","J","Eastern NSW","1","Good","Good",3
"12101168622","","J","Eastern NSW","1","Good","Good",3
"12101168623","","J","Eastern NSW","1","Good","Good",3
"12101168624","","J","Eastern NSW","1","Good","Good",3
"12101168625","","J","Eastern NSW","1","Good","Good",3
"12101168626","","J","Eastern NSW","1","Good","Good",3
"12101168627","","J","Eastern NSW","1","Good","Good",3
"12101168628","","J","Eastern NSW","1","Good","Good",3
"12101168629","","J","Eastern NSW","1","Good","Good",3
"12101168630","","J","Eastern NSW","1","Good","Good",3
"12101168631","","J","Eastern NSW","1","Good","Good",3
"12101168632","","J","Eastern NSW","1","Good","Good",3
"12101168633","","J","Eastern NSW","1","Good","Good",3
"12101168634","","J","Eastern NSW","1","Good","Good",3
"12101168635","","J","Eastern NSW","1","Good","Good",3
"12101168636","","J","Eastern NSW","1","Good","Good",3
"12101168701","","J","Eastern NSW","1","Good","Good",3
"12101168702","","J","Eastern NSW","1","Good","Good",3
"12101168703","","J","Eastern NSW","1","Good","Good",3
"12101168704","","J","Eastern NSW","1","Good","Good",3
"12101168705","","J","Eastern NSW","1","Good","Good",3
"12101168706","","J","Eastern NSW","1","Good","Good",3
"12101168707","","J","Eastern NSW","1","Good","Good",3
"12101168708","","J","Eastern NSW","1","Good","Good",3
"12101168709","","J","Eastern NSW","1","Good","Good",3
"12101168710","","J","Eastern NSW","1","Good","Good",3
"12101168711","","J","Eastern NSW","1","Good","Good",3
"12101168712","","J","Eastern NSW","1","Good","Good",3
"12101168713","","J","Eastern NSW","1","Good","Good",3
"12101168714","","J","Eastern NSW","1","Good","Good",3
"12101168715","","J","Eastern NSW","1","Good","Good",3
"12101168716","","J","Eastern NSW","1","Good","Good",3
"12101168717","","J","Eastern NSW","1","Good","Good",3
"12101168718","","J","Eastern NSW","1","Good","Good",3
"12101168719","","J","Eastern NSW","1","Good","Good",3
"12101168720","","J","Eastern NSW","1","Good","Good",3
"12101168721","","J","Eastern NSW","1","Good","Good",3
"12101168722","","J","Eastern NSW","1","Good","Good",3
"12101168723","","J","Eastern NSW","1","Good","Good",3
"12101168724","","J","Eastern NSW","1","Good","Good",3
"12101168725","","J","Eastern NSW","1","Good","Good",3
"12101168726","","J","Eastern NSW","1","Good","Good",3
"12101168727","","J","Eastern NSW","1","Good","Good",3
"12101168728","","J","Eastern NSW","1","Good","Good",3
"12101168729","","J","Eastern NSW","1","Good","Good",3
"12101168730","","J","Eastern NSW","1","Good","Good",3
"12102140301","","J","Eastern NSW","1","Good","Good",3
"12102140302","","J","Eastern NSW","1","Good","Good",3
"12102140303","","J","Eastern NSW","1","Good","Good",3
"12102140304","","J","Eastern NSW","1","Good","Good",3
"12102140305","","J","Eastern NSW","1","Good","Good",3
"12102140306","","J","Eastern NSW","1","Good","Good",3
"12102140307","","J","Eastern NSW","1","Good","Good",3
"12102140310","","J","Eastern NSW","1","Good","Good",3
"12102140311","","J","Eastern NSW","1","Good","Good",3
"12102140315","","J","Eastern NSW","1","Good","Good",3
"12102140316","","J","Eastern NSW","1","Good","Good",3
"12102140317","","J","Eastern NSW","1","Good","Good",3
"12102140319","","J","Eastern NSW","1","Good","Good",3
"12102140320","","J","Eastern NSW","1","Good","Good",3
"12102140321","","J","Eastern NSW","1","Good","Good",3
"12102140322","","J","Eastern NSW","1","Good","Good",3
"12102140323","","J","Eastern NSW","1","Good","Good",3
"12102140324","","J","Eastern NSW","1","Good","Good",3
"12102140325","","J","Eastern NSW","1","Good","Good",3
"12102140326","","J","Eastern NSW","1","Good","Good",3
"12102140327","","J","Eastern NSW","1","Good","Good",3
"12102140328","","J","Eastern NSW","1","Good","Good",3
"12102140330","","J","Eastern NSW","1","Good","Good",3
"12102140331","","J","Eastern NSW","1","Good","Good",3
"12102140333","","J","Eastern NSW","1","Good","Good",3
"12102140334","","J","Eastern NSW","1","Good","Good",3
"12102140335","","J","Eastern NSW","1","Good","Good",3
"12102140336","","J","Eastern NSW","1","Good","Good",3
"12102140337","","J","Eastern NSW","1","Good","Good",3
"12102140338","","J","Eastern NSW","1","Good","Good",3
"12102140339","","J","Eastern NSW","1","Good","Good",3
"12102140340","","J","Eastern NSW","1","Good","Good",3
"12102140341","","J","Eastern NSW","1","Good","Good",3
"12102140342","","J","Eastern NSW","1","Good","Good",3
"12102140343","","J","Eastern NSW","1","Good","Good",3
"12102140344","","J","Eastern NSW","1","Good","Good",3
"12102140345","","J","Eastern NSW","1","Good","Good",3
"12102140346","","J","Eastern NSW","1","Good","Good",3
"12102140347","","J","Eastern NSW","1","Good","Good",3
"12102140348","","J","Eastern NSW","1","Good","Good",3
"12102140349","","J","Eastern NSW","1","Good","Good",3
"12102140350","","J","Eastern NSW","1","Good","Good",3
"12102140351","","J","Eastern NSW","1","Good","Good",3
"12102140352","","J","Eastern NSW","1","Good","Good",3
"12102140353","","J","Eastern NSW","1","Good","Good",3
"12102140354","","J","Eastern NSW","1","Good","Good",3
"12102140355","","J","Eastern NSW","1","Good","Good",3
"12102140356","","J","Eastern NSW","1","Good","Good",3
"12102140357","","J","Eastern NSW","1","Good","Good",3
"12102140358","","J","Eastern NSW","1","Good","Good",3
"12102140359","","J","Eastern NSW","1","Good","Good",3
"12102140360","","J","Eastern NSW","1","Good","Good",3
"12102140361","","J","Eastern NSW","1","Good","Good",3
"12102140362","","J","Eastern NSW","1","Good","Good",3
"12102140363","","J","Eastern NSW","1","Good","Good",3
"12102140364","","J","Eastern NSW","1","Good","Good",3
"12102140365","","J","Eastern NSW","1","Good","Good",3
"12102140366","","J","Eastern NSW","1","Good","Good",3
"12102140367","","J","Eastern NSW","1","Good","Good",3
"12102140368","","J","Eastern NSW","1","Good","Good",3
"12102140369","","J","Eastern NSW","1","Good","Good",3
"12102140370","","J","Eastern NSW","1","Good","Good",3
"12102140371","","J","Eastern NSW","1","Good","Good",3
"12102140372","","J","Eastern NSW","1","Good","Good",3
"12102140401","","J","Eastern NSW","1","Good","Good",3
"12102140402","","J","Eastern NSW","1","Good","Good",3
"12102140403","","J","Eastern NSW","1","Good","Good",3
"12102140404","","J","Eastern NSW","1","Good","Good",3
"12102140405","","J","Eastern NSW","1","Good","Good",3
"12102140406","","J","Eastern NSW","1","Good","Good",3
"12102140407","","J","Eastern NSW","1","Good","Good",3
"12102140408","","J","Eastern NSW","1","Good","Good",3
"12102140409","","J","Eastern NSW","1","Good","Good",3
"12102140410","","J","Eastern NSW","1","Good","Good",3
"12102140411","","J","Eastern NSW","1","Good","Good",3
"12102140412","","J","Eastern NSW","1","Good","Good",3
"12102140413","","J","Eastern NSW","1","Good","Good",3
"12102140414","","J","Eastern NSW","1","Good","Good",3
"12102140415","","J","Eastern NSW","1","Good","Good",3
"12102140416","","J","Eastern NSW","1","Good","Good",3
"12102140417","","J","Eastern NSW","1","Good","Good",3
"12102140418","","J","Eastern NSW","1","Good","Good",3
"12102140419","","J","Eastern NSW","1","Good","Good",3
"12102140420","","J","Eastern NSW","1","Good","Good",3
"12102140421","","J","Eastern NSW","1","Good","Good",3
"12102140422","","J","Eastern NSW","1","Good","Good",3
"12102140423","","J","Eastern NSW","1","Good","Good",3
"12102140424","","J","Eastern NSW","1","Good","Good",3
"12102140425","","J","Eastern NSW","1","Good","Good",3
"12102140426","","J","Eastern NSW","1","Good","Good",3
"12102140427","","J","Eastern NSW","1","Good","Good",3
"12102140428","","J","Eastern NSW","1","Good","Good",3
"12102140429","","J","Eastern NSW","1","Good","Good",3
"12102140430","","J","Eastern NSW","1","Good","Good",3
"12102140431","","J","Eastern NSW","1","Good","Good",3
"12102140432","","J","Eastern NSW","1","Good","Good",3
"12102140601","","J","Eastern NSW","1","Good","Good",3
"12102140602","","J","Eastern NSW","1","Good","Good",3
"12102140603","","J","Eastern NSW","1","Good","Good",3
"12102140604","","J","Eastern NSW","1","Good","Good",3
"12102140605","","J","Eastern NSW","1","Good","Good",3
"12102140606","","J","Eastern NSW","1","Good","Good",3
"12102140607","","J","Eastern NSW","1","Good","Good",3
"12102140608","","J","Eastern NSW","1","Good","Good",3
"12102140609","","J","Eastern NSW","1","Good","Good",3
"12102140610","","J","Eastern NSW","1","Good","Good",3
"12102140611","","J","Eastern NSW","1","Good","Good",3
"12102140612","","J","Eastern NSW","1","Good","Good",3
"12102140613","","J","Eastern NSW","1","Good","Good",3
"12102140614","","J","Eastern NSW","1","Good","Good",3
"12102140615","","J","Eastern NSW","1","Good","Good",3
"12102140616","","J","Eastern NSW","1","Good","Good",3
"12102140617","","J","Eastern NSW","1","Good","Good",3
"12102140618","","J","Eastern NSW","1","Good","Good",3
"12102140619","","J","Eastern NSW","1","Good","Good",3
"12102140620","","J","Eastern NSW","1","Good","Good",3
"12102140621","","J","Eastern NSW","1","Good","Good",3
"12102140622","","J","Eastern NSW","1","Good","Good",3
"12102140623","","J","Eastern NSW","1","Good","Good",3
"12102140624","","J","Eastern NSW","1","Good","Good",3
"12102140625","","J","Eastern NSW","1","Good","Good",3
"12102140626","","J","Eastern NSW","1","Good","Good",3
"12102140627","","J","Eastern NSW","1","Good","Good",3
"12102140628","","J","Eastern NSW","1","Good","Good",3
"12102140629","","J","Eastern NSW","1","Good","Good",3
"12102140630","","J","Eastern NSW","1","Good","Good",3
"12102140631","","J","Eastern NSW","1","Good","Good",3
"12102140632","","J","Eastern NSW","1","Good","Good",3
"12102140633","","J","Eastern NSW","1","Good","Good",3
"12102140634","","J","Eastern NSW","1","Good","Good",3
"12102140635","","J","Eastern NSW","1","Good","Good",3
"12102140636","","J","Eastern NSW","1","Good","Good",3
"12102140637","","J","Eastern NSW","1","Good","Good",3
"12102140638","","J","Eastern NSW","1","Good","Good",3
"12102140639","","J","Eastern NSW","1","Good","Good",3
"12102140640","","J","Eastern NSW","1","Good","Good",3
"12102140641","","J","Eastern NSW","1","Good","Good",3
"12102140642","","J","Eastern NSW","1","Good","Good",3
"12102140643","","J","Eastern NSW","1","Good","Good",3
"12102140644","","J","Eastern NSW","1","Good","Good",3
"12102140645","","J","Eastern NSW","1","Good","Good",3
"12102140646","","J","Eastern NSW","1","Good","Good",3
"12102140647","","J","Eastern NSW","1","Good","Good",3
"12102140648","","J","Eastern NSW","1","Good","Good",3
"12102157701","","J","Eastern NSW","1","Good","Good",3
"12102157703","","J","Eastern NSW","1","Good","Good",3
"12102157704","","J","Eastern NSW","1","Good","Good",3
"12102157705","","J","Eastern NSW","1","Good","Good",3
"12102157706","","J","Eastern NSW","1","Good","Good",3
"12102157707","","J","Eastern NSW","1","Good","Good",3
"12102157708","","J","Eastern NSW","1","Good","Good",3
"12102157709","","J","Eastern NSW","1","Good","Good",3
"12102157710","","J","Eastern NSW","1","Good","Good",3
"12102157711","","J","Eastern NSW","1","Good","Good",3
"12102157712","","J","Eastern NSW","1","Good","Good",3
"12102157713","","J","Eastern NSW","1","Good","Good",3
"12102157715","","J","Eastern NSW","1","Good","Good",3
"12102157716","","J","Eastern NSW","1","Good","Good",3
"12102157717","","J","Eastern NSW","1","Good","Good",3
"12102157718","","J","Eastern NSW","1","Good","Good",3
"12102157719","","J","Eastern NSW","1","Good","Good",3
"12102157720","","J","Eastern NSW","1","Good","Good",3
"12102157721","","J","Eastern NSW","1","Good","Good",3
"12102157722","","J","Eastern NSW","1","Good","Good",3
"12102157723","","J","Eastern NSW","1","Good","Good",3
"12102157724","","J","Eastern NSW","1","Good","Good",3
"12102157725","","J","Eastern NSW","1","Good","Good",3
"12102157726","","J","Eastern NSW","1","Good","Good",3
"12102157727","","J","Eastern NSW","1","Good","Good",3
"12102157729","","J","Eastern NSW","1","Good","Good",3
"12102157730","","J","Eastern NSW","1","Good","Good",3
"12102157731","","J","Eastern NSW","1","Good","Good",3
"12102157732","","J","Eastern NSW","1","Good","Good",3
"12102157733","","J","Eastern NSW","1","Good","Good",3
"12102157734","","J","Eastern NSW","1","Good","Good",3
"12102157735","","J","Eastern NSW","1","Good","Good",3
"12102157736","","J","Eastern NSW","1","Good","Good",3
"12102157801","","J","Eastern NSW","1","Good","Good",3
"12102157803","","J","Eastern NSW","1","Good","Good",3
"12102157804","","J","Eastern NSW","1","Good","Good",3
"12102157806","","J","Eastern NSW","1","Good","Good",3
"12102157807","","J","Eastern NSW","1","Good","Good",3
"12102157808","","J","Eastern NSW","1","Good","Good",3
"12102157809","","J","Eastern NSW","1","Good","Good",3
"12102157810","","J","Eastern NSW","1","Good","Good",3
"12102157811","","J","Eastern NSW","1","Good","Good",3
"12102157812","","J","Eastern NSW","1","Good","Good",3
"12102157813","","J","Eastern NSW","1","Good","Good",3
"12102157814","","J","Eastern NSW","1","Good","Good",3
"12102157815","","J","Eastern NSW","1","Good","Good",3
"12102157816","","J","Eastern NSW","1","Good","Good",3
"12102157817","","J","Eastern NSW","1","Good","Good",3
"12102157818","","J","Eastern NSW","1","Good","Good",3
"12102157819","","J","Eastern NSW","1","Good","Good",3
"12102157820","","J","Eastern NSW","1","Good","Good",3
"12102157821","","J","Eastern NSW","1","Good","Good",3
"12102157822","","J","Eastern NSW","1","Good","Good",3
"12102157823","","J","Eastern NSW","1","Good","Good",3
"12102157824","","J","Eastern NSW","1","Good","Good",3
"12102157825","","J","Eastern NSW","1","Good","Good",3
"12102157826","","J","Eastern NSW","1","Good","Good",3
"12102157827","","J","Eastern NSW","1","Good","Good",3
"12102157828","","J","Eastern NSW","1","Good","Good",3
"12102157829","","J","Eastern NSW","1","Good","Good",3
"12102157830","","J","Eastern NSW","1","Good","Good",3
"12102157831","","J","Eastern NSW","1","Good","Good",3
"12102157832","","J","Eastern NSW","1","Good","Good",3
"12102157901","","J","Eastern NSW","1","Good","Good",3
"12102157902","","J","Eastern NSW","1","Good","Good",3
"12102157903","","J","Eastern NSW","1","Good","Good",3
"12102157904","","J","Eastern NSW","1","Good","Good",3
"12102157905","","J","Eastern NSW","1","Good","Good",3
"12102157906","","J","Eastern NSW","1","Good","Good",3
"12102157907","","J","Eastern NSW","1","Good","Good",3
"12102157909","","J","Eastern NSW","1","Good","Good",3
"12102157910","","J","Eastern NSW","1","Good","Good",3
