"SA1_CODE_2021","SA1_NAME_2021","Region","Region_Nam","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"10105153945","","J","Eastern NSW","1","Good","Good",3
"10105153946","","J","Eastern NSW","1","Good","Good",3
"10105153947","","J","Eastern NSW","1","Good","Good",3
"10105153948","","J","Eastern NSW","1","Good","Good",3
"10105153949","","J","Eastern NSW","1","Good","Good",3
"10105153950","","J","Eastern NSW","1","Good","Good",3
"10105153951","","J","Eastern NSW","1","Good","Good",3
"10105153952","","J","Eastern NSW","1","Good","Good",3
"10105153953","","J","Eastern NSW","1","Good","Good",3
"10105153954","","J","Eastern NSW","1","Good","Good",3
"10105153955","","J","Eastern NSW","1","Good","Good",3
"10105153956","","J","Eastern NSW","1","Good","Good",3
"10105153957","","J","Eastern NSW","1","Good","Good",3
"10105153958","","J","Eastern NSW","1","Good","Good",3
"10105153959","","J","Eastern NSW","1","Good","Good",3
"10105153960","","J","Eastern NSW","1","Good","Good",3
"10105153961","","J","Eastern NSW","1","Good","Good",3
"10105153962","","J","Eastern NSW","1","Good","Good",3
"10105153963","","J","Eastern NSW","1","Good","Good",3
"10105153964","","J","Eastern NSW","1","Good","Good",3
"10105153965","","J","Eastern NSW","1","Good","Good",3
"10105153966","","J","Eastern NSW","1","Good","Good",3
"10105153967","","J","Eastern NSW","1","Good","Good",3
"10105153968","","J","Eastern NSW","1","Good","Good",3
"10105153969","","J","Eastern NSW","1","Good","Good",3
"10105153970","","J","Eastern NSW","1","Good","Good",3
"10105154001","","J","Eastern NSW","1","Good","Good",3
"10105154002","","J","Eastern NSW","1","Good","Good",3
"10105154003","","J","Eastern NSW","1","Good","Good",3
"10105154004","","J","Eastern NSW","1","Good","Good",3
"10105154005","","J","Eastern NSW","1","Good","Good",3
"10105154006","","J","Eastern NSW","1","Good","Good",3
"10105154007","","J","Eastern NSW","1","Good","Good",3
"10105154008","","J","Eastern NSW","1","Good","Good",3
"10105154009","","J","Eastern NSW","1","Good","Good",3
"10105154010","","J","Eastern NSW","1","Good","Good",3
"10105154011","","J","Eastern NSW","1","Good","Good",3
"10105154012","","J","Eastern NSW","1","Good","Good",3
"10105154014","","J","Eastern NSW","1","Good","Good",3
"10105154015","","J","Eastern NSW","1","Good","Good",3
"10105154016","","J","Eastern NSW","1","Good","Good",3
"10105154017","","J","Eastern NSW","1","Good","Good",3
"10105154018","","J","Eastern NSW","1","Good","Good",3
"10105154019","","J","Eastern NSW","1","Good","Good",3
"10105154020","","J","Eastern NSW","1","Good","Good",3
"10105154021","","J","Eastern NSW","1","Good","Good",3
"10105154022","","J","Eastern NSW","1","Good","Good",3
"10105154023","","J","Eastern NSW","1","Good","Good",3
"10105154024","","J","Eastern NSW","1","Good","Good",3
"10105154025","","J","Eastern NSW","1","Good","Good",3
"10105154026","","J","Eastern NSW","1","Good","Good",3
"10105154027","","J","Eastern NSW","1","Good","Good",3
"10105154028","","J","Eastern NSW","1","Good","Good",3
"10105154029","","J","Eastern NSW","1","Good","Good",3
"10105154030","","J","Eastern NSW","1","Good","Good",3
"10105154031","","J","Eastern NSW","1","Good","Good",3
"10105154032","","J","Eastern NSW","1","Good","Good",3
"10105154033","","J","Eastern NSW","1","Good","Good",3
"10105154034","","J","Eastern NSW","1","Good","Good",3
"10105154035","","J","Eastern NSW","1","Good","Good",3
"10106154101","","J","Eastern NSW","1","Good","Good",3
"10106154102","","J","Eastern NSW","1","Good","Good",3
"10106154103","","J","Eastern NSW","1","Good","Good",3
"10106154104","","J","Eastern NSW","1","Good","Good",3
"10106154105","","J","Eastern NSW","1","Good","Good",3
"10106154106","","J","Eastern NSW","1","Good","Good",3
"10106154107","","J","Eastern NSW","1","Good","Good",3
"10106154108","","J","Eastern NSW","1","Good","Good",3
"10106154109","","J","Eastern NSW","1","Good","Good",3
"10106154111","","J","Eastern NSW","1","Good","Good",3
"10106154112","","J","Eastern NSW","1","Good","Good",3
"10106154113","","J","Eastern NSW","1","Good","Good",3
"10106154115","","J","Eastern NSW","1","Good","Good",3
"10106154116","","J","Eastern NSW","1","Good","Good",3
"10106154117","","J","Eastern NSW","1","Good","Good",3
"10106154118","","J","Eastern NSW","1","Good","Good",3
"10106154201","","I","Western NSW","0.0","Good","Good",5
"10106154201","","J","Eastern NSW","1.0","Good","Good",3
"10106154202","","J","Eastern NSW","1","Good","Good",3
"10106154203","","J","Eastern NSW","1","Good","Good",3
"10106154204","","I","Western NSW","1","Good","Good",3
"10106154206","","I","Western NSW","1","Good","Good",3
"10106154207","","J","Eastern NSW","1","Good","Good",3
"10106154208","","J","Eastern NSW","1","Good","Good",3
"10106154209","","J","Eastern NSW","1","Good","Good",3
"10106154210","","J","Eastern NSW","1","Good","Good",3
"10106154211","","J","Eastern NSW","1","Good","Good",3
"10106154212","","J","Eastern NSW","1","Good","Good",3
"10106154213","","J","Eastern NSW","1","Good","Good",3
"10106154215","","J","Eastern NSW","1","Good","Good",3
"10106154216","","J","Eastern NSW","1","Good","Good",3
"10106154217","","J","Eastern NSW","1","Good","Good",3
"10106154219","","J","Eastern NSW","1","Good","Good",3
"10106154220","","J","Eastern NSW","1","Good","Good",3
"10106154222","","J","Eastern NSW","1","Good","Good",3
"10106154223","","J","Eastern NSW","1","Good","Good",3
"10106154224","","J","Eastern NSW","1","Good","Good",3
"10106154226","","J","Eastern NSW","1","Good","Good",3
"10106154227","","J","Eastern NSW","1","Good","Good",3
"10106154228","","J","Eastern NSW","1","Good","Good",3
"10106154229","","J","Eastern NSW","1","Good","Good",3
"10106154231","","J","Eastern NSW","1","Good","Good",3
"10106154232","","J","Eastern NSW","1","Good","Good",3
"10106154233","","J","Eastern NSW","1","Good","Good",3
"10106154234","","J","Eastern NSW","1","Good","Good",3
"10106154235","","J","Eastern NSW","1","Good","Good",3
"10106154236","","J","Eastern NSW","1","Good","Good",3
"10106154237","","J","Eastern NSW","1","Good","Good",3
"10106154238","","J","Eastern NSW","1","Good","Good",3
"10106154239","","J","Eastern NSW","1","Good","Good",3
"10106154240","","J","Eastern NSW","1","Good","Good",3
"10106154241","","J","Eastern NSW","1","Good","Good",3
"10106154242","","J","Eastern NSW","1","Good","Good",3
"10106154243","","J","Eastern NSW","1","Good","Good",3
"10106154301","","I","Western NSW","1","Good","Good",3
"10106154302","","I","Western NSW","1","Good","Good",3
"10106154303","","I","Western NSW","1","Good","Good",3
"10106154304","","I","Western NSW","1","Good","Good",3
"10106154305","","I","Western NSW","1","Good","Good",3
"10106154306","","I","Western NSW","1","Good","Good",3
"10106154307","","I","Western NSW","1","Good","Good",3
"10106154308","","I","Western NSW","1","Good","Good",3
"10106154309","","I","Western NSW","1","Good","Good",3
"10106154310","","I","Western NSW","1","Good","Good",3
"10106154311","","I","Western NSW","1","Good","Good",3
"10106154312","","I","Western NSW","1","Good","Good",3
"10106154313","","I","Western NSW","1","Good","Good",3
"10106154314","","I","Western NSW","1","Good","Good",3
"10106154315","","I","Western NSW","1","Good","Good",3
"10106154316","","I","Western NSW","1","Good","Good",3
"10106154317","","I","Western NSW","1","Good","Good",3
"10106154318","","I","Western NSW","1","Good","Good",3
"10106154319","","I","Western NSW","1","Good","Good",3
"10106154320","","I","Western NSW","1","Good","Good",3
"10106154321","","I","Western NSW","1","Good","Good",3
"10106154322","","I","Western NSW","1","Good","Good",3
"10106154323","","I","Western NSW","1","Good","Good",3
"10106154324","","I","Western NSW","1","Good","Good",3
"10106154325","","I","Western NSW","1","Good","Good",3
"10106154326","","I","Western NSW","1","Good","Good",3
"10106154327","","I","Western NSW","1","Good","Good",3
"10106154328","","I","Western NSW","1","Good","Good",3
"10106154329","","I","Western NSW","1","Good","Good",3
"10106154330","","I","Western NSW","1","Good","Good",3
"10106154401","","I","Western NSW","1","Good","Good",3
"10106154402","","I","Western NSW","1","Good","Good",3
"10106154403","","I","Western NSW","1","Good","Good",3
"10106154404","","I","Western NSW","1","Good","Good",3
"10106154405","","I","Western NSW","1","Good","Good",3
"10106154406","","I","Western NSW","1","Good","Good",3
"10106154408","","I","Western NSW","1","Good","Good",3
"10106154409","","I","Western NSW","1","Good","Good",3
"10106154410","","I","Western NSW","1","Good","Good",3
"10106154411","","I","Western NSW","1","Good","Good",3
"10106154412","","I","Western NSW","1","Good","Good",3
"10106154413","","I","Western NSW","1","Good","Good",3
"10106154414","","I","Western NSW","1","Good","Good",3
"10106154415","","I","Western NSW","1","Good","Good",3
"10106154416","","I","Western NSW","1","Good","Good",3
"10106154417","","I","Western NSW","1","Good","Good",3
"10106154418","","I","Western NSW","1","Good","Good",3
"10106154419","","I","Western NSW","1","Good","Good",3
"10106154420","","I","Western NSW","1","Good","Good",3
"10106154421","","I","Western NSW","1","Good","Good",3
"10106154422","","I","Western NSW","1","Good","Good",3
"10106154423","","I","Western NSW","1","Good","Good",3
"10201102801","","J","Eastern NSW","1","Good","Good",3
"10201102802","","J","Eastern NSW","1","Good","Good",3
"10201102803","","J","Eastern NSW","1","Good","Good",3
"10201102804","","J","Eastern NSW","1","Good","Good",3
"10201102805","","J","Eastern NSW","1","Good","Good",3
"10201102806","","J","Eastern NSW","1","Good","Good",3
"10201102807","","J","Eastern NSW","1","Good","Good",3
"10201102808","","J","Eastern NSW","1","Good","Good",3
"10201102809","","J","Eastern NSW","1","Good","Good",3
"10201102810","","J","Eastern NSW","1","Good","Good",3
"10201102811","","J","Eastern NSW","1","Good","Good",3
"10201102812","","J","Eastern NSW","1","Good","Good",3
"10201102813","","J","Eastern NSW","1","Good","Good",3
"10201102814","","J","Eastern NSW","1","Good","Good",3
"10201102815","","J","Eastern NSW","1","Good","Good",3
"10201102816","","J","Eastern NSW","1","Good","Good",3
"10201102817","","J","Eastern NSW","1","Good","Good",3
"10201102818","","J","Eastern NSW","1","Good","Good",3
"10201102901","","J","Eastern NSW","1","Good","Good",3
"10201102902","","J","Eastern NSW","1","Good","Good",3
"10201102903","","J","Eastern NSW","1","Good","Good",3
"10201102904","","J","Eastern NSW","1","Good","Good",3
"10201102905","","J","Eastern NSW","1","Good","Good",3
"10201102906","","J","Eastern NSW","1","Good","Good",3
"10201102907","","J","Eastern NSW","1","Good","Good",3
"10201102908","","J","Eastern NSW","1","Good","Good",3
"10201102909","","J","Eastern NSW","1","Good","Good",3
"10201102910","","J","Eastern NSW","1","Good","Good",3
"10201102911","","J","Eastern NSW","1","Good","Good",3
"10201102912","","J","Eastern NSW","1","Good","Good",3
"10201102913","","J","Eastern NSW","1","Good","Good",3
"10201102914","","J","Eastern NSW","1","Good","Good",3
"10201102915","","J","Eastern NSW","1","Good","Good",3
"10201102916","","J","Eastern NSW","1","Good","Good",3
"10201102917","","J","Eastern NSW","1","Good","Good",3
"10201102918","","J","Eastern NSW","1","Good","Good",3
"10201102919","","J","Eastern NSW","1","Good","Good",3
"10201102920","","J","Eastern NSW","1","Good","Good",3
"10201102921","","J","Eastern NSW","1","Good","Good",3
"10201102922","","J","Eastern NSW","1","Good","Good",3
"10201102923","","J","Eastern NSW","1","Good","Good",3
"10201102924","","J","Eastern NSW","1","Good","Good",3
"10201102925","","J","Eastern NSW","1","Good","Good",3
"10201102926","","J","Eastern NSW","1","Good","Good",3
"10201102927","","J","Eastern NSW","1","Good","Good",3
"10201102928","","J","Eastern NSW","1","Good","Good",3
"10201103002","","J","Eastern NSW","1","Good","Good",3
"10201103003","","J","Eastern NSW","1","Good","Good",3
"10201103004","","J","Eastern NSW","1","Good","Good",3
"10201103005","","J","Eastern NSW","1","Good","Good",3
"10201103006","","J","Eastern NSW","1","Good","Good",3
"10201103007","","J","Eastern NSW","1","Good","Good",3
"10201103008","","J","Eastern NSW","1","Good","Good",3
"10201103009","","J","Eastern NSW","1","Good","Good",3
"10201103010","","J","Eastern NSW","1","Good","Good",3
"10201103011","","J","Eastern NSW","1","Good","Good",3
"10201103012","","J","Eastern NSW","1","Good","Good",3
"10201103013","","J","Eastern NSW","1","Good","Good",3
"10201103014","","J","Eastern NSW","1","Good","Good",3
"10201103101","","J","Eastern NSW","1","Good","Good",3
"10201103102","","J","Eastern NSW","1","Good","Good",3
"10201103103","","J","Eastern NSW","1","Good","Good",3
"10201103104","","J","Eastern NSW","1","Good","Good",3
"10201103105","","J","Eastern NSW","1","Good","Good",3
"10201103106","","J","Eastern NSW","1","Good","Good",3
"10201103107","","J","Eastern NSW","1","Good","Good",3
"10201103108","","J","Eastern NSW","1","Good","Good",3
"10201103109","","J","Eastern NSW","1","Good","Good",3
"10201103110","","J","Eastern NSW","1","Good","Good",3
"10201103111","","J","Eastern NSW","1","Good","Good",3
"10201103112","","J","Eastern NSW","1","Good","Good",3
"10201103113","","J","Eastern NSW","1","Good","Good",3
"10201103114","","J","Eastern NSW","1","Good","Good",3
"10201103115","","J","Eastern NSW","1","Good","Good",3
"10201103116","","J","Eastern NSW","1","Good","Good",3
"10201103117","","J","Eastern NSW","1","Good","Good",3
"10201103118","","J","Eastern NSW","1","Good","Good",3
"10201103119","","J","Eastern NSW","1","Good","Good",3
"10201103120","","J","Eastern NSW","1","Good","Good",3
"10201103121","","J","Eastern NSW","1","Good","Good",3
"10201103122","","J","Eastern NSW","1","Good","Good",3
"10201103123","","J","Eastern NSW","1","Good","Good",3
"10201103124","","J","Eastern NSW","1","Good","Good",3
"10201103125","","J","Eastern NSW","1","Good","Good",3
"10201103126","","J","Eastern NSW","1","Good","Good",3
"10201103127","","J","Eastern NSW","1","Good","Good",3
"10201103128","","J","Eastern NSW","1","Good","Good",3
"10201103129","","J","Eastern NSW","1","Good","Good",3
"10201103130","","J","Eastern NSW","1","Good","Good",3
"10201103131","","J","Eastern NSW","1","Good","Good",3
"10201103132","","J","Eastern NSW","1","Good","Good",3
"10201103133","","J","Eastern NSW","1","Good","Good",3
"10201103134","","J","Eastern NSW","1","Good","Good",3
"10201103135","","J","Eastern NSW","1","Good","Good",3
"10201103136","","J","Eastern NSW","1","Good","Good",3
"10201103137","","J","Eastern NSW","1","Good","Good",3
"10201103138","","J","Eastern NSW","1","Good","Good",3
"10201103201","","J","Eastern NSW","1","Good","Good",3
"10201103202","","J","Eastern NSW","1","Good","Good",3
"10201103203","","J","Eastern NSW","1","Good","Good",3
"10201103204","","J","Eastern NSW","1","Good","Good",3
"10201103205","","J","Eastern NSW","1","Good","Good",3
"10201103206","","J","Eastern NSW","1","Good","Good",3
"10201103207","","J","Eastern NSW","1","Good","Good",3
"10201103208","","J","Eastern NSW","1","Good","Good",3
"10201103210","","J","Eastern NSW","1","Good","Good",3
"10201103211","","J","Eastern NSW","1","Good","Good",3
"10201103212","","J","Eastern NSW","1","Good","Good",3
"10201103213","","J","Eastern NSW","1","Good","Good",3
"10201103214","","J","Eastern NSW","1","Good","Good",3
"10201103215","","J","Eastern NSW","1","Good","Good",3
"10201103216","","J","Eastern NSW","1","Good","Good",3
"10201103217","","J","Eastern NSW","1","Good","Good",3
"10201103218","","J","Eastern NSW","1","Good","Good",3
"10201103219","","J","Eastern NSW","1","Good","Good",3
"10201103220","","J","Eastern NSW","1","Good","Good",3
"10201103221","","J","Eastern NSW","1","Good","Good",3
"10201103223","","J","Eastern NSW","1","Good","Good",3
"10201103224","","J","Eastern NSW","1","Good","Good",3
"10201103225","","J","Eastern NSW","1","Good","Good",3
"10201103226","","J","Eastern NSW","1","Good","Good",3
"10201103227","","J","Eastern NSW","1","Good","Good",3
"10201103228","","J","Eastern NSW","1","Good","Good",3
"10201103229","","J","Eastern NSW","1","Good","Good",3
"10201103230","","J","Eastern NSW","1","Good","Good",3
"10201103231","","J","Eastern NSW","1","Good","Good",3
"10201103232","","J","Eastern NSW","1","Good","Good",3
"10201103233","","J","Eastern NSW","1","Good","Good",3
"10201103234","","J","Eastern NSW","1","Good","Good",3
"10201103235","","J","Eastern NSW","1","Good","Good",3
"10201103236","","J","Eastern NSW","1","Good","Good",3
"10201103237","","J","Eastern NSW","1","Good","Good",3
"10201103238","","J","Eastern NSW","1","Good","Good",3
