LOCALITY_PID_2021,LOCALITY_NAME_2021,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW946,CLIFTON GROVE,103041079,Orange Surrounds,1.05E-05,Good,Good,1
NSW947,CLONTARF,122011418,Balgowlah - Clontarf - Seaforth,1,Good,Good,0
NSW948,CLOTHIERS CREEK,112031252,Murwillumbah Surrounds,0.9999661,Good,Good,0
NSW948,CLOTHIERS CREEK,112031253,Pottsville,3.39E-05,Good,Good,1
NSW949,CLOUDS CREEK,104011081,Grafton Surrounds,0.1428571,Good,Good,0
NSW949,CLOUDS CREEK,104021087,Dorrigo,0.8571429,Good,Good,0
NSW95,ASHBY HEIGHTS,104011081,Grafton Surrounds,1,Good,Good,0
NSW950,CLOVASS,112021245,Casino Surrounds,1,Good,Good,0
NSW951,CLOVELLY,118021651,Coogee - Clovelly,1,Good,Good,0
NSW952,CLUNES,112021249,Lismore Surrounds,1,Good,Good,0
NSW953,CLYBUCCA,108021156,Kempsey Surrounds,1,Good,Good,0
NSW954,CLYDE,125031481,Granville - Clyde,1,Poor,Good,0
NSW955,CLYDESDALE,106011113,Singleton Surrounds,1,Good,Good,0
NSW956,COAL POINT,111021219,Toronto - Awaba,1,Good,Good,0
NSW957,COALCLIFF,107041148,Thirroul - Austinmer - Coalcliff,1,Good,Good,0
NSW958,COALDALE,104011081,Grafton Surrounds,1,Good,Good,0
NSW959,COASTERS RETREAT,122021421,Bayview - Elanora Heights,1,Good,Good,0
NSW96,ASHBY ISLAND,104011081,Grafton Surrounds,1,Good,Good,0
NSW960,COBAKI,112031254,Tweed Heads,1,Good,Good,0
NSW961,COBAKI LAKES,112031254,Tweed Heads,1,Good,Good,0
NSW962,COBAR,105011093,Cobar,1,Good,Good,0
NSW963,COBAR PARK,103031070,Lithgow,1,Good,Good,0
NSW964,COBARGO,101041020,Bega-Eden Hinterland,0.9999732,Good,Good,0
NSW964,COBARGO,101041022,Deua - Wadbilliga,2.68E-05,Poor,Good,1
NSW965,COBARK,108051167,Gloucester,1,Good,Good,0
NSW966,COBBADAH,110021193,Inverell Surrounds - West,1,Good,Good,0
NSW967,COBBITTY,127011726,Cobbitty - Bringelly,1,Good,Good,0
NSW968,COBRAMUNGA,109031183,Deniliquin Surrounds,1,Good,Good,0
NSW969,COCKWHY,101041024,Eurobodalla Hinterland,1,Good,Good,0
NSW97,ASHCROFT,127011504,Ashcroft - Busby - Miller,1,Good,Good,0
NSW970,CODRINGTON,112021245,Casino Surrounds,1,Good,Good,0
NSW971,COFFEE CAMP,112021249,Lismore Surrounds,1,Good,Good,0
NSW972,COFFS HARBOUR,104021084,Coffs Harbour - North,0.6691688,Poor,Good,0
NSW972,COFFS HARBOUR,104021085,Coffs Harbour - South,0.3308312,Poor,Good,0
NSW973,COGGAN,103031073,Mudgee Surrounds - East,1,Good,Good,0
NSW974,COGRA BAY,102011030,Calga - Kulnura,1,Good,Good,0
NSW975,COILA,101041026,Moruya - Tuross Head,1,Good,Good,0
NSW976,COLDSTREAM,104011081,Grafton Surrounds,1,Good,Good,0
NSW977,COLEAMBALLY,113011257,Griffith Surrounds,1,Good,Good,0
NSW978,COLEBEE,116021631,Schofields (West) - Colebee,0.999998,Poor,Good,0
NSW978,COLEBEE,116031314,Glendenning - Dean Park,2.00E-06,Good,Good,1
NSW979,COLEDALE,107041148,Thirroul - Austinmer - Coalcliff,1,Good,Good,0
NSW98,ASHFIELD,120031393,Croydon Park - Enfield,0.0062701,Acceptable,Good,1
NSW98,ASHFIELD,120031676,Ashfield - North,0.4984908,Poor,Good,0
NSW98,ASHFIELD,120031677,Ashfield - South,0.4952391,Poor,Good,0
NSW980,COLINROOBIE,113011259,Narrandera,1,Good,Good,0
NSW981,COLINTON,101031015,Cooma Surrounds,1,Good,Good,0
NSW982,COLLARENEBRI,105011096,Walgett - Lightning Ridge,0.9343616,Good,Good,0
NSW982,COLLARENEBRI,110031196,Moree Surrounds,0.0656384,Acceptable,Good,0
NSW983,COLLAROY,122031693,Collaroy - Collaroy Plateau,1,Good,Good,0
NSW984,COLLECTOR,101051540,Goulburn Surrounds,1,Good,Good,0
NSW985,COLLENDINA,109031181,Corowa Surrounds,1,Good,Good,0
NSW986,COLLERINA,105011092,Bourke - Brewarrina,1,Good,Good,0
NSW987,COLLIE,105031104,Gilgandra,1,Good,Good,0
NSW988,COLLINGULLIE,113031271,Wagga Wagga Surrounds,1,Good,Good,0
NSW989,COLLINGWOOD,103031074,Mudgee Surrounds - West,1,Good,Good,0
NSW99,ASHFORD,110021192,Inverell Surrounds - East,1,Good,Good,0
NSW990,COLLINS CREEK,112021247,Kyogle,1,Good,Good,0
NSW991,COLLOMBATTI,108021156,Kempsey Surrounds,1,Good,Good,0
NSW992,COLLUM COLLUM,104011081,Grafton Surrounds,1,Good,Good,0
NSW993,COLLY BLUE,110041201,Quirindi,1,Good,Good,0
NSW994,COLO,115031299,Bilpin - Colo - St Albans,1,Good,Good,0
NSW995,COLO,103011060,Bathurst Surrounds,1,Good,Good,0
NSW996,COLO HEIGHTS,103031075,Wollangambe - Wollemi,1.95E-05,Poor,Good,1
NSW996,COLO HEIGHTS,115031299,Bilpin - Colo - St Albans,0.9999805,Good,Good,0
NSW997,COLO VALE,114021285,Hill Top - Colo Vale,1,Good,Good,0
NSW998,COLONGRA,102021045,Blue Haven - San Remo,0.7916671,Good,Good,0
NSW998,COLONGRA,102021046,Budgewoi - Buff Point - Halekulani,0.2083329,Good,Good,0
NSW999,COLYTON,124051580,Colyton - Oxley Park,1,Good,Good,0
NT1,ACACIA HILLS,701031035,Weddell,0.9999953,Good,Good,0
NT1,ACACIA HILLS,702031057,Alligator,4.70E-06,Good,Good,1
NT10,ANATYE,702011052,Sandover - Plenty,1,Good,Good,0
NT100,FARRAR,701041041,Palmerston - North,1,Good,Good,0
NT101,FINKE,702011050,Petermann - Simpson,1,Good,Good,0
NT102,FINNISS VALLEY,702031057,Alligator,1,Good,Good,0
NT103,FLEMING,702031058,Daly,1,Good,Good,0
NT104,FLORINA,702031058,Daly,0.0109239,Good,Good,0
NT104,FLORINA,702051067,Katherine,0.9890761,Good,Good,0
NT105,FLY CREEK,701031035,Weddell,1,Good,Good,0
NT106,FLYING FOX,702051065,Elsey,1,Good,Good,0
NT107,FLYNN,702011047,Flynn (NT),1,Good,Good,0
NT108,FREDS PASS,701031034,Virginia,1,Good,Good,0
NT109,GALIWINKU,702041063,East Arnhem,1,Good,Good,0
NT11,ANGURUGU,702041062,Anindilyakwa,1,Good,Good,0
NT110,GAPUWIYAK,702041063,East Arnhem,1,Good,Good,0
NT111,GHAN,702011050,Petermann - Simpson,1,Good,Good,0
NT112,GILLEN,702011047,Flynn (NT),1,Good,Good,0
NT113,GIRRAWEEN,701031032,Humpty Doo,1,Good,Good,0
NT114,GLYDE POINT,701031033,Koolpinyah,1,Good,Good,0
NT115,GRAY,701041039,Gray,1,Good,Good,0
NT116,GREGORY,702051068,Victoria River,1,Good,Good,0
NT117,GULUNG MARDRULK,702051065,Elsey,1,Good,Good,0
NT118,GUNBALANYA,702031061,West Arnhem,1,Good,Good,0
NT119,GUNN,701041041,Palmerston - North,1,Good,Good,0
NT12,ANINDILYAKWA,702041062,Anindilyakwa,0.9815308,Good,Good,0
NT12,ANINDILYAKWA,,,0.0184692,Poor,Good,2
NT120,GUNN POINT,701031033,Koolpinyah,1,Good,Good,0
NT121,GUNYANGARA,702041063,East Arnhem,1,Good,Good,0
NT122,GURINDJI,702011053,Tanami,0.0005549,Good,Good,1
NT122,GURINDJI,702051068,Victoria River,0.9994451,Good,Good,0
NT123,HAASTS BLUFF,702011053,Tanami,1,Good,Good,0
NT124,HALE,702011052,Sandover - Plenty,1,Good,Good,0
NT125,HART,702011052,Sandover - Plenty,1,Good,Good,0
NT126,HERBERT,701031032,Humpty Doo,0.9999969,Good,Good,0
NT126,HERBERT,701031035,Weddell,3.10E-06,Good,Good,1
NT127,HERMANNSBURG,702011053,Tanami,1,Good,Good,0
NT128,HIDDEN VALLEY,701021012,Berrimah,0.0032432,Good,Good,1
NT128,HIDDEN VALLEY,701021015,Charles Darwin,0.9967568,Poor,Good,0
NT129,HOLMES,701021014,Buffalo Creek,1,Acceptable,Good,0
NT13,ANMATJERE,702011052,Sandover - Plenty,0.0951738,Good,Good,0
NT13,ANMATJERE,702011054,Yuendumu - Anmatjere,0.9048262,Good,Good,0
NT130,HOLTZE,701031031,Howard Springs,1,Good,Good,0
NT131,HOTHAM,701031033,Koolpinyah,0.3333333,Good,Good,0
NT131,HOTHAM,702031057,Alligator,0.6666667,Good,Good,0
NT132,HOWARD SPRINGS,701031031,Howard Springs,0.979292,Good,Good,0
NT132,HOWARD SPRINGS,701031034,Virginia,0.020708,Good,Good,0
NT133,HUGH,702011052,Sandover - Plenty,1,Good,Good,0
NT134,HUGHES,701031035,Weddell,1,Good,Good,0
NT135,HUMPTY DOO,701031032,Humpty Doo,1,Good,Good,0
NT136,ILPARPA,702011051,Ross,1,Good,Good,0
NT137,IMANPA,702011050,Petermann - Simpson,1,Good,Good,0
NT138,IRLPME,702011048,Larapinta,1,Good,Good,0
NT139,JABIRU,702031057,Alligator,1,Good,Good,0
NT14,ANULA,701021011,Anula,1,Good,Good,0
NT140,JILKMINGGAN,702051065,Elsey,1,Good,Good,0
NT141,JINGILI,701021018,Jingili,1,Good,Good,0
NT142,JOHNSTON,701031031,Howard Springs,0.0274735,Good,Good,0
NT142,JOHNSTON,701041042,Palmerston - South,0.9725265,Good,Good,0
NT143,KAKADU,702031057,Alligator,0.9999691,Good,Good,0
NT143,KAKADU,702031061,West Arnhem,3.09E-05,Good,Good,1
NT144,KALKARINDJI,702051068,Victoria River,1,Good,Good,0
NT145,KALTUKATJARA,702011050,Petermann - Simpson,1,Good,Good,0
NT146,KARAMA,701021019,Karama,1,Good,Good,0
NT147,KATHERINE,702051067,Katherine,1,Good,Good,0
NT148,KATHERINE EAST,702051067,Katherine,1,Good,Good,0
NT149,KATHERINE SOUTH,702051067,Katherine,1,Good,Good,0
NT15,ARALUEN,702011045,Charles,0.0297035,Good,Good,0
NT15,ARALUEN,702011048,Larapinta,0.9702965,Good,Good,0
NT150,KINTORE,702011053,Tanami,1,Good,Good,0
NT151,KNUCKEY LAGOON,701021012,Berrimah,1,Good,Good,0
NT152,KOOLPINYAH,701031033,Koolpinyah,0.0147416,Good,Good,0
NT152,KOOLPINYAH,701031035,Weddell,0.0048599,Good,Good,1
NT152,KOOLPINYAH,702031057,Alligator,0.9803985,Good,Good,0
NT153,KUNPARRKA,702011053,Tanami,1,Good,Good,0
NT154,LAJAMANU,702011053,Tanami,0.0061032,Good,Good,1
NT154,LAJAMANU,702051068,Victoria River,0.9938968,Good,Good,0
NT155,LAKE BENNETT,702031057,Alligator,1,Good,Good,0
NT156,LAKE MACKAY,702011053,Tanami,1,Good,Good,0
NT157,LAMBELLS LAGOON,701031032,Humpty Doo,0.4173345,Good,Good,0
NT157,LAMBELLS LAGOON,701031035,Weddell,0.5826655,Good,Good,0
NT158,LANSDOWNE,702051067,Katherine,1,Good,Good,0
NT159,LARAMBA,702011054,Yuendumu - Anmatjere,1,Good,Good,0
NT16,ARCHER,701041042,Palmerston - South,1,Good,Good,0
NT160,LARAPINTA,702011048,Larapinta,1,Good,Good,0
NT161,LARRAKEYAH,701011005,Larrakeyah,1,Good,Good,0
NT162,LARRIMAH,702051065,Elsey,1,Good,Good,0
NT163,LEANYER,701021014,Buffalo Creek,1.10E-06,Acceptable,Good,1
NT163,LEANYER,701021020,Leanyer,0.9999989,Good,Good,0
NT164,LEE POINT,701021021,Lyons (NT),0.9859832,Good,Good,0
NT164,LEE POINT,701021027,Tiwi,0.0140168,Good,Good,0
NT165,LIMMEN,702051066,Gulf,1,Good,Good,0
NT166,LITCHFIELD PARK,702031057,Alligator,0.427108,Good,Good,0
NT166,LITCHFIELD PARK,702031058,Daly,0.572892,Good,Good,0
NT167,LIVINGSTONE,701031035,Weddell,1,Good,Good,0
NT168,LLOYD CREEK,701031035,Weddell,1,Good,Good,0
NT169,LUDMILLA,701011003,East Point,3.00E-06,Poor,Good,1
NT169,LUDMILLA,701011006,Ludmilla - The Narrows,0.999997,Good,Good,0
NT17,AREYONGA,702011053,Tanami,1,Good,Good,0
NT170,LYONS,701021021,Lyons (NT),1,Good,Good,0
NT171,MALAK,701021022,Malak - Marrara,1,Good,Good,0
NT172,MANBULLOO,702051067,Katherine,1,Good,Good,0
NT173,MANDORAH,702031057,Alligator,1,Good,Good,0
NT174,MANINGRIDA,702031061,West Arnhem,1,Good,Good,0
NT175,MANTON,701031035,Weddell,1,Good,Good,0
NT176,MARANUNGA,702031058,Daly,1,Good,Good,0
NT177,MARGARET RIVER,702031057,Alligator,0.8399281,Good,Good,0
NT177,MARGARET RIVER,702031058,Daly,0.1600719,Good,Good,0
NT178,MARLOW LAGOON,701021017,East Arm,3.30E-06,Good,Good,1
NT178,MARLOW LAGOON,701041038,Durack - Marlow Lagoon,0.9999967,Good,Good,0
NT179,MARRAKAI,701031035,Weddell,1.33E-05,Good,Good,1
NT179,MARRAKAI,702031057,Alligator,0.9999867,Good,Good,0
NT18,ARNOLD,702051065,Elsey,0.1282619,Good,Good,0
NT18,ARNOLD,702051066,Gulf,0.8717381,Good,Good,0
NT180,MARRARA,701021022,Malak - Marrara,1,Good,Good,0
NT181,MATARANKA,702051065,Elsey,1,Good,Good,0
NT182,MCARTHUR,702021055,Barkly,0.0633719,Good,Good,0
NT182,MCARTHUR,702051066,Gulf,0.9366046,Good,Good,0
NT182,MCARTHUR,,,2.35E-05,Poor,Good,4
NT184,MEREENIE,702011053,Tanami,1,Good,Good,0
NT186,MIDDLE POINT,701031035,Weddell,1,Good,Good,0
NT187,MILIKAPITI,702031060,Tiwi Islands,1,Good,Good,0
NT188,MILINGIMBI,702041063,East Arnhem,1,Good,Good,0
NT189,MILLNER,701021023,Millner,1,Good,Good,0
NT19,ARUMBERA,702011051,Ross,1,Good,Good,0
NT190,MILYAKBURRA,702041062,Anindilyakwa,1,Good,Good,0
NT191,MINIYERI,702051066,Gulf,1,Good,Good,0
NT192,MINJILANG,702031061,West Arnhem,1,Good,Good,0
NT193,MITCHELL,701041042,Palmerston - South,1,Good,Good,0
NT194,MOIL,701021024,Moil,1,Good,Good,0
NT195,MOULDEN,701041040,Moulden,1,Good,Good,0
NT196,MOUNT BUNDEY,702031057,Alligator,1,Good,Good,0
NT197,MOUNT JOHNS,702011049,Mount Johns,1,Good,Good,0
NT198,MOUNT LIEBIG,702011053,Tanami,1,Good,Good,0
NT199,MOUNT ZEIL,702011053,Tanami,1,Good,Good,0
NT2,ADELAIDE RIVER,702031057,Alligator,1,Good,Good,0
NT20,ATITJERE,702011052,Sandover - Plenty,1,Good,Good,0
NT200,MUIRHEAD,701021021,Lyons (NT),1,Good,Good,0
NT201,MURRUMUJUK,701031033,Koolpinyah,1,Good,Good,0
NT202,MUTITJULU,702011050,Petermann - Simpson,1,Good,Good,0
NT203,NAKARA,701021013,Brinkin - Nakara,1,Good,Good,0
NT204,NAMATJIRA,702011053,Tanami,1,Good,Good,0
NT205,NAUIYU,702031058,Daly,1,Good,Good,0
NT206,NEMARLUK,702031058,Daly,1,Good,Good,0
NT207,NEWCASTLE WATERS,702021055,Barkly,1,Good,Good,0
NT208,NGANMARRIYANGA,702031058,Daly,1,Good,Good,0
NT21,BAINES,702051068,Victoria River,1,Good,Good,0
NT210,NGUKURR,702051066,Gulf,1,Good,Good,0
NT211,NHULUNBUY,702041063,East Arnhem,0.0256959,Good,Good,0
NT211,NHULUNBUY,702041064,Nhulunbuy,0.9743041,Good,Good,0
NT212,NICHOLSON,702021055,Barkly,1,Good,Good,0
NT213,NIGHTCLIFF,701021025,Nightcliff,1,Good,Good,0
NT214,NITMILUK,702051065,Elsey,1,Good,Good,0
NT215,NOONAMAH,701031035,Weddell,1,Good,Good,0
NT216,NUMBULWAR,702051066,Gulf,1,Good,Good,0
NT217,NUMBURINDI,702051066,Gulf,1,Good,Good,0
NT218,NYIRRIPI,702011053,Tanami,1,Good,Good,0
NT219,PALMERSTON CITY,701041038,Durack - Marlow Lagoon,5.57E-05,Good,Good,1
NT219,PALMERSTON CITY,701041041,Palmerston - North,0.9999443,Good,Good,0
NT22,BAKEWELL,701041036,Bakewell,1,Good,Good,0
NT220,PAMAYU,702021055,Barkly,0.9165902,Good,Good,0
NT220,PAMAYU,702051065,Elsey,0.0834098,Good,Good,0
NT221,PAPUNYA,702011053,Tanami,1,Good,Good,0
NT222,PARAP,701011007,Parap,1,Good,Good,0
NT223,PELLEW ISLANDS,702051066,Gulf,1,Good,Good,0
NT224,PEPPIMENARTI,702031058,Daly,1,Good,Good,0
NT225,PETERMANN,702011050,Petermann - Simpson,1,Good,Good,0
NT226,PIGEON HOLE,702051068,Victoria River,1,Good,Good,0
NT227,PINE CREEK,702031058,Daly,1,Good,Good,0
NT228,PINELANDS,701041038,Durack - Marlow Lagoon,1,Good,Good,0
NT229,PIRLANGIMPI,702031060,Tiwi Islands,1,Good,Good,0
NT23,BARUNGA,702051065,Elsey,1,Good,Good,0
NT230,POINT STUART,702031057,Alligator,1,Good,Good,0
NT231,RAKULA,702031057,Alligator,1,Good,Good,0
NT232,RAMINGINING,702041063,East Arnhem,1,Good,Good,0
NT233,RANKEN,702021055,Barkly,1,Good,Good,0
NT234,RAPID CREEK,701021026,Rapid Creek,1,Good,Good,0
NT235,ROBIN FALLS,702031057,Alligator,1,Good,Good,0
NT236,ROBINSON RIVER,702051066,Gulf,1,Good,Good,0
NT237,ROSEBERY,701041043,Rosebery - Bellamack,1,Good,Good,0
NT238,ROSS,702011051,Ross,1,Good,Good,0
NT239,RUM JUNGLE,702031057,Alligator,1,Good,Good,0
NT24,BATCHELOR,702031057,Alligator,1,Good,Good,0
NT240,SADADEEN,702011046,East Side,1,Good,Good,0
NT241,SANDOVER,702011052,Sandover - Plenty,1,Good,Good,0
NT242,SANTA TERESA,702011052,Sandover - Plenty,1,Good,Good,0
NT243,SHOAL BAY,701031033,Koolpinyah,1,Good,Good,0
NT244,SIMPSON,702011050,Petermann - Simpson,1,Good,Good,0
NT245,SOUTHPORT,701031035,Weddell,1,Good,Good,0
NT246,STAPLETON,702031057,Alligator,1,Good,Good,0
NT247,STUART,702011045,Charles,1,Good,Good,0
NT248,STUART PARK,701011008,Stuart Park,0.9999976,Good,Good,0
NT248,STUART PARK,701011009,Woolner - Bayview - Winnellie,2.40E-06,Good,Good,1
NT249,STURT PLATEAU,702051065,Elsey,1,Good,Good,0
NT25,BAYVIEW,701011009,Woolner - Bayview - Winnellie,0.9999971,Good,Good,0
NT25,BAYVIEW,701021015,Charles Darwin,2.90E-06,Poor,Good,1
NT250,TABLELANDS,702021055,Barkly,1,Good,Good,0
NT251,TANAMI,702011053,Tanami,1,Good,Good,0
NT252,TANAMI EAST,702021055,Barkly,1,Good,Good,0
NT253,TARA,702021055,Barkly,1,Good,Good,0
NT254,TENNANT CREEK,702021056,Tennant Creek,1,Good,Good,0
NT255,THAMARRURR,702031059,Thamarrurr,1,Good,Good,0
NT256,THE GAP,702011049,Mount Johns,1,Good,Good,0
NT257,THE GARDENS,701011004,Fannie Bay - The Gardens,1,Good,Good,0
NT258,THE NARROWS,701011006,Ludmilla - The Narrows,1,Good,Good,0
NT259,TI TREE,702011054,Yuendumu - Anmatjere,1,Good,Good,0
NT26,BEAGLE GULF,702031057,Alligator,1,Good,Good,0
NT260,TIMBER CREEK,702051068,Victoria River,1,Good,Good,0
NT261,TINDAL,702051067,Katherine,1,Good,Good,0
NT262,TIPPERARY,702031057,Alligator,0.2438135,Good,Good,0
NT262,TIPPERARY,702031058,Daly,0.7561865,Good,Good,0
NT263,TITJIKALA,702011052,Sandover - Plenty,1,Good,Good,0
NT264,TIVENDALE,701021017,East Arm,1,Good,Good,0
NT265,TIWI,701021027,Tiwi,1,Good,Good,0
NT266,TIWI ISLANDS,702031060,Tiwi Islands,0.9999505,Good,Good,0
NT266,TIWI ISLANDS,,,4.95E-05,Poor,Good,4
NT267,TOP SPRINGS,702051068,Victoria River,1,Good,Good,0
NT268,TORTILLA FLATS,702031057,Alligator,1,Good,Good,0
NT269,TUMBLING WATERS,701031035,Weddell,1,Good,Good,0
NT27,BEES CREEK,701031034,Virginia,1,Good,Good,0
NT270,UMBAKUMBA,702041062,Anindilyakwa,1,Good,Good,0
NT271,UNDOOLYA,702011046,East Side,1,Good,Good,0
NT272,URALLA,702051067,Katherine,1,Good,Good,0
NT273,VAN DIEMEN GULF,702031057,Alligator,1,Good,Good,0
NT274,VENN,702051067,Katherine,1,Good,Good,0
NT275,VERNON ISLANDS,701031033,Koolpinyah,0.8888889,Good,Good,0
NT275,VERNON ISLANDS,702031057,Alligator,0.1111111,Good,Good,0
NT276,VICTORIA RIVER,702051068,Victoria River,1,Good,Good,0
NT277,VIRGINIA,701031034,Virginia,1,Good,Good,0
NT278,WADEYE,702031059,Thamarrurr,1,Good,Good,0
NT279,WAGAIT BEACH,702031057,Alligator,1,Good,Good,0
NT28,BELLAMACK,701041043,Rosebery - Bellamack,1,Good,Good,0
NT280,WAGAMAN,701021028,Wagaman,1,Good,Good,0
NT281,WAK WAK,701031035,Weddell,1,Good,Good,0
NT282,WALLACE ROCKHOLE,702011053,Tanami,1,Good,Good,0
NT283,WANGURI,701021029,Wanguri,1,Good,Good,0
NT284,WARRUWI,702031061,West Arnhem,1,Good,Good,0
NT285,WARUMUNGU,702021055,Barkly,1,Good,Good,0
NT286,WEDDELL,701031035,Weddell,1,Good,Good,0
NT287,WEST ARNHEM,702031061,West Arnhem,0.9999929,Good,Good,0
NT287,WEST ARNHEM,702051065,Elsey,7.10E-06,Good,Good,1
NT288,WHITE GUMS,702011051,Ross,1,Good,Good,0
NT289,WICKHAM,701031035,Weddell,1,Good,Good,0
NT29,BELYUEN,702031057,Alligator,1,Good,Good,0
NT290,WILLOWRA,702011054,Yuendumu - Anmatjere,1,Good,Good,0
NT291,WILORA,702011054,Yuendumu - Anmatjere,1,Good,Good,0
NT292,WILTON,702051066,Gulf,1,Good,Good,0
NT293,WINNELLIE,701011009,Woolner - Bayview - Winnellie,1,Good,Good,0
NT294,WISHART,701021012,Berrimah,0.0056751,Good,Good,1
NT294,WISHART,701021017,East Arm,0.9943249,Good,Good,0
NT295,WOODROFFE,701041044,Woodroffe,1,Good,Good,0
NT296,WOOLNER,701011009,Woolner - Bayview - Winnellie,1,Good,Good,0
NT297,WULAGI,701021030,Wulagi,1,Good,Good,0
NT298,WUTUNUGURRA,702021055,Barkly,1,Good,Good,0
NT299,YARRALIN,702051068,Victoria River,1,Good,Good,0
NT3,ALAWA,701021010,Alawa,1,Good,Good,0
NT30,BERRIMAH,701021012,Berrimah,0.9993645,Good,Good,0
NT30,BERRIMAH,701021015,Charles Darwin,0.0006313,Poor,Good,1
NT30,BERRIMAH,701021017,East Arm,4.20E-06,Good,Good,1
NT300,YARRAWONGA,701041041,Palmerston - North,1,Good,Good,0
NT301,YIRRKALA,702041063,East Arnhem,1,Good,Good,0
NT302,YUELAMU,702011054,Yuendumu - Anmatjere,1,Good,Good,0
NT303,YUENDUMU,702011054,Yuendumu - Anmatjere,1,Good,Good,0
NT304,YULARA,702011050,Petermann - Simpson,1,Good,Good,0
NT305,ZUCCOLI,701041042,Palmerston - South,1,Good,Good,0
NT309,WURRUMIYANGA,702031060,Tiwi Islands,1,Good,Good,0
NT31,BERRY SPRINGS,701031035,Weddell,1,Good,Good,0
NT310,MICKET CREEK,701031033,Koolpinyah,1,Good,Good,0
NT312,MCMINNS LAGOON,701031032,Humpty Doo,1,Good,Good,0
NT313,KILGARIFF,702011051,Ross,1,Good,Good,0
NT32,BESWICK,702051065,Elsey,1,Good,Good,0
NT33,BESWICK CREEK,702051065,Elsey,1,Good,Good,0
NT34,BINJARI,702051067,Katherine,1,Good,Good,0
NT35,BIRDUM,702051065,Elsey,1,Good,Good,0
NT36,BLACK JUNGLE,701031032,Humpty Doo,0.1666667,Good,Good,0
NT36,BLACK JUNGLE,701031035,Weddell,0.8333333,Good,Good,0
NT37,BLACKMORE,701031035,Weddell,1,Good,Good,0
NT38,BORROLOOLA,702051066,Gulf,1,Good,Good,0
NT39,BRADSHAW,702051068,Victoria River,1,Good,Good,0
NT4,ALI CURUNG,702021055,Barkly,1,Good,Good,0
NT40,BRAITLING,702011045,Charles,1,Good,Good,0
NT41,BRINKIN,701021013,Brinkin - Nakara,1,Good,Good,0
NT42,BUCHANAN,702051068,Victoria River,1,Good,Good,0
NT43,BUFFALO CREEK,701021014,Buffalo Creek,0.5,Acceptable,Good,0
NT43,BUFFALO CREEK,701021021,Lyons (NT),0.5,Good,Good,0
NT44,BULMAN WEEMOL,702051065,Elsey,1,Good,Good,0
NT45,BURRUNDIE,702031058,Daly,1,Good,Good,0
NT46,BURT PLAIN,702011052,Sandover - Plenty,1,Good,Good,0
NT47,BYNOE,702031057,Alligator,1,Good,Good,0
NT48,BYNOE HARBOUR,702031057,Alligator,1,Good,Good,0
NT49,CALVERT,702051066,Gulf,1,Good,Good,0
NT5,ALICE SPRINGS,702011045,Charles,1,Good,Good,0
NT50,CAMP CREEK,702031057,Alligator,1,Good,Good,0
NT51,CANTEEN CREEK,702021055,Barkly,1,Good,Good,0
NT52,CASUARINA,701021013,Brinkin - Nakara,1,Good,Good,0
NT53,CHANNEL ISLAND,701031035,Weddell,1,Good,Good,0
NT54,CHARLES DARWIN,701021015,Charles Darwin,1,Poor,Good,0
NT55,CHARLOTTE,702031057,Alligator,1,Good,Good,0
NT56,CHILLA WELL,702011054,Yuendumu - Anmatjere,1,Good,Good,0
NT57,CICCONE,702011045,Charles,1,Good,Good,0
NT58,CLARAVALE,702031058,Daly,0.5714286,Good,Good,0
NT58,CLARAVALE,702051067,Katherine,0.4285714,Good,Good,0
NT59,COBOURG,702031061,West Arnhem,1,Good,Good,0
NT6,ALPURRURULAM,702021055,Barkly,1,Good,Good,0
NT60,COCONUT GROVE,701021016,Coconut Grove,1,Good,Good,0
NT61,COLLETT CREEK,702031057,Alligator,1,Good,Good,0
NT62,CONNELLAN,702011051,Ross,1,Good,Good,0
NT63,COOLALINGA,701031034,Virginia,1,Good,Good,0
NT64,COOMALIE CREEK,702031057,Alligator,1,Good,Good,0
NT65,COONAWARRA,701021012,Berrimah,1,Good,Good,0
NT66,COSSACK,702051067,Katherine,1,Good,Good,0
NT67,COSTELLO,702021055,Barkly,1,Good,Good,0
NT68,COX PENINSULA,702031057,Alligator,1,Good,Good,0
NT69,CRESWELL,702021055,Barkly,1,Good,Good,0
NT7,ALYANGULA,702041062,Anindilyakwa,1,Good,Good,0
NT70,DAGURAGU,702051068,Victoria River,1,Good,Good,0
NT71,DALY,701031035,Weddell,1,Good,Good,0
NT72,DALY RIVER,702031058,Daly,1,Good,Good,0
NT73,DALY WATERS,702051065,Elsey,1,Good,Good,0
NT74,DARWIN CITY,701011002,Darwin City,1,Good,Good,0
NT75,DARWIN HARBOUR,702031057,Alligator,0.0002618,Good,Good,1
NT75,DARWIN HARBOUR,,,0.9997382,Poor,Good,2
NT76,DARWIN RIVER,701031035,Weddell,1,Good,Good,0
NT77,DARWIN RIVER DAM,702031057,Alligator,1,Good,Good,0
NT78,DAVENPORT,702021055,Barkly,1,Good,Good,0
NT79,DELAMERE,702051065,Elsey,0.2189293,Good,Good,0
NT79,DELAMERE,702051068,Victoria River,0.7810707,Good,Good,0
NT8,AMOONGUNA,702011052,Sandover - Plenty,1,Good,Good,0
NT80,DESERT SPRINGS,702011049,Mount Johns,1,Good,Good,0
