LOCALITY_PID_2021,LOCALITY_NAME_2021,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
VIC657,COWLEYS CREEK,217031475,Corangamite - South,1,Good,Good,0
VIC658,COWWARR,205041098,Yallourn North - Glengarry,0.1904434,Good,Good,0
VIC658,COWWARR,205051101,Maffra,0.0357324,Good,Good,0
VIC658,COWWARR,205051102,Rosedale,0.7738242,Good,Good,0
VIC659,CRAIGIE,201031017,Maryborough Surrounds,1,Good,Good,0
VIC66,ARMADALE,206061135,Armadale,0.9755229,Good,Good,0
VIC66,ARMADALE,206061136,Prahran - Windsor,0.0244771,Good,Good,0
VIC660,CRAIGIEBURN,210051441,Craigieburn - Central,0.1239848,Poor,Good,0
VIC660,CRAIGIEBURN,210051442,Craigieburn - North,0.1887091,Poor,Good,0
VIC660,CRAIGIEBURN,210051443,Craigieburn - South,0.3324602,Poor,Good,0
VIC660,CRAIGIEBURN,210051445,Mickleham - Yuroke,0.0039164,Good,Good,1
VIC660,CRAIGIEBURN,210051542,Craigieburn - North West,0.1512714,Poor,Good,0
VIC660,CRAIGIEBURN,210051543,Craigieburn - West,0.1996583,Poor,Good,0
VIC661,CRANBOURNE,212031300,Cranbourne,0.9999995,Good,Good,0
VIC661,CRANBOURNE,212031303,Cranbourne South,5.00E-07,Acceptable,Good,1
VIC662,CRANBOURNE EAST,212031303,Cranbourne South,0.0011741,Acceptable,Good,1
VIC662,CRANBOURNE EAST,212031557,Cranbourne East - North,0.6280717,Poor,Good,0
VIC662,CRANBOURNE EAST,212031558,Cranbourne East - South,0.3707543,Poor,Good,0
VIC663,CRANBOURNE NORTH,212031559,Cranbourne North - East,0.5164484,Poor,Good,0
VIC663,CRANBOURNE NORTH,212031560,Cranbourne North - West,0.4835516,Poor,Good,0
VIC664,CRANBOURNE SOUTH,212031303,Cranbourne South,0.5213743,Acceptable,Good,0
VIC664,CRANBOURNE SOUTH,212031304,Cranbourne West,0.4786257,Good,Good,0
VIC665,CRANBOURNE WEST,212031304,Cranbourne West,1,Good,Good,0
VIC666,CREEK JUNCTION,204011055,Euroa,0.9979466,Good,Good,0
VIC666,CREEK JUNCTION,204021064,Benalla Surrounds,0.0020534,Good,Good,1
VIC667,CREIGHTONS CREEK,204011055,Euroa,1,Good,Good,0
VIC668,CREMORNE,206071517,Richmond (South) - Cremorne,1,Poor,Good,0
VIC669,CRESSY,203011035,Golden Plains - South,0.0983508,Good,Good,0
VIC669,CRESSY,217031473,Colac Surrounds,0.8139471,Good,Good,0
VIC669,CRESSY,217031474,Corangamite - North,0.0877021,Good,Good,0
VIC67,ARMSTRONG,215011387,Ararat Surrounds,1,Good,Good,0
VIC670,CRESWICK,201021010,Creswick - Clunes,1,Good,Good,0
VIC671,CRESWICK NORTH,201021010,Creswick - Clunes,1,Good,Good,0
VIC672,CRIB POINT,214021379,Hastings - Somers,1,Good,Good,0
VIC673,CROOKAYAN,205051099,Alps - West,1,Good,Good,0
VIC674,CROOKED RIVER,205051099,Alps - West,1,Good,Good,0
VIC675,CROSS ROADS,201031014,Beaufort,1,Good,Good,0
VIC676,CROSSLEY,217041478,Moyne - West,1,Good,Good,0
VIC677,CROSSOVER,205011077,Mount Baw Baw Region,1,Good,Good,0
VIC678,CROWLANDS,201031013,Avoca,0.9636261,Good,Good,0
VIC678,CROWLANDS,215011392,Stawell,0.0363739,Good,Good,0
VIC679,CROXTON EAST,217011423,Southern Grampians,1,Good,Good,0
VIC68,ARNOLD,202031033,Loddon,1,Good,Good,0
VIC680,CROYDON,211031266,Ringwood,0.0049289,Good,Good,1
VIC680,CROYDON,211031450,Croydon - East,0.5016365,Poor,Good,0
VIC680,CROYDON,211031451,Croydon - West,0.4934346,Poor,Good,0
VIC681,CROYDON HILLS,211031265,Croydon Hills - Warranwood,1,Good,Good,0
VIC682,CROYDON NORTH,211031265,Croydon Hills - Warranwood,1,Good,Good,0
VIC683,CROYDON SOUTH,211031452,Croydon South,1,Good,Good,0
VIC684,CRYMELON,215011390,Nhill Region,0.085114,Good,Good,0
VIC684,CRYMELON,215011394,Yarriambiack,0.914886,Good,Good,0
VIC685,CUDGEE,217041477,Moyne - East,1,Good,Good,0
VIC686,CUDGEWA,204031072,Towong,1,Good,Good,0
VIC687,CULGOA,215031400,Buloke,1,Good,Good,0
VIC688,CULLA,217011423,Southern Grampians,1,Good,Good,0
VIC689,CULLEN,215031401,Gannawarra,1,Good,Good,0
VIC69,ARNOLD WEST,202031033,Loddon,1,Good,Good,0
VIC690,CULLULLERAINE,215021398,Mildura Surrounds,1,Good,Good,0
VIC691,CUNDARE,217031473,Colac Surrounds,1,Good,Good,0
VIC692,CUNDARE NORTH,217031473,Colac Surrounds,0.7051935,Good,Good,0
VIC692,CUNDARE NORTH,217031474,Corangamite - North,0.2948065,Good,Good,0
VIC693,CURDIES RIVER,217031475,Corangamite - South,1,Good,Good,0
VIC694,CURDIEVALE,217031475,Corangamite - South,1,Good,Good,0
VIC695,CURLEWIS,203021044,Leopold,0.0015767,Good,Good,1
VIC695,CURLEWIS,203031048,Clifton Springs,0.9984233,Good,Good,0
VIC696,CURYO,215031400,Buloke,1,Good,Good,0
VIC697,DADSWELLS BRIDGE,215011389,Horsham Surrounds,0.9252462,Good,Good,0
VIC697,DADSWELLS BRIDGE,215011392,Stawell,0.0747538,Good,Good,0
VIC698,DAISY HILL,201031017,Maryborough Surrounds,1,Good,Good,0
VIC699,DALES CREEK,201021009,Bacchus Marsh Surrounds,1,Good,Good,0
VIC7,ADAMS ESTATE,205031093,Wonthaggi - Inverloch,1,Good,Good,0
VIC70,ARTHURS CREEK,209031212,Panton Hill - St Andrews,1,Good,Good,0
VIC700,DALLAS,210051243,Campbellfield - Coolaroo,1,Good,Good,0
VIC701,DALMORE,212011548,Koo Wee Rup,1,Good,Good,0
VIC702,DALTONS BRIDGE,215031401,Gannawarra,1,Good,Good,0
VIC703,DALYENONG,215011391,St Arnaud,1,Good,Good,0
VIC704,DALYSTON,205031093,Wonthaggi - Inverloch,1,Good,Good,0
VIC705,DANDENONG,212041563,Dandenong - North,0.7128903,Poor,Good,0
VIC705,DANDENONG,212041564,Dandenong - South,0.2871097,Poor,Good,0
VIC706,DANDENONG NORTH,212041312,Dandenong North,0.9908732,Good,Good,0
VIC706,DANDENONG NORTH,212041316,Noble Park North,0.0091268,Good,Good,1
VIC707,DANDENONG SOUTH,212031562,Hampton Park - West,4.86E-05,Poor,Good,1
VIC707,DANDENONG SOUTH,212041563,Dandenong - North,4.86E-05,Poor,Good,1
VIC707,DANDENONG SOUTH,212041564,Dandenong - South,0.9999027,Poor,Good,0
VIC708,DANDONGADALE,204031069,Bright - Mount Beauty,1,Good,Good,0
VIC709,DARGO,204031069,Bright - Mount Beauty,0.0002724,Good,Good,1
VIC709,DARGO,205021082,Bruthen - Omeo,0.9997276,Good,Good,0
VIC71,ARTHURS SEAT,214021377,Dromana,1,Good,Good,0
VIC710,DARLEY,213041353,Bacchus Marsh,1,Good,Good,0
VIC711,DARLIMURLA,205031090,Leongatha,0.8304927,Good,Good,0
VIC711,DARLIMURLA,205041094,Churchill,0.1695073,Good,Good,0
VIC712,DARLINGTON,217031474,Corangamite - North,0.5665741,Good,Good,0
VIC712,DARLINGTON,217041477,Moyne - East,0.4334259,Good,Good,0
VIC713,DARNUM,205011079,Warragul,1,Good,Good,0
VIC714,DARRAWEIT GUIM,210021235,Romsey,1,Good,Good,0
VIC715,DARRIMAN,205051104,Yarram,1,Good,Good,0
VIC716,DARTMOOR,217011420,Glenelg (Vic.),1,Good,Good,0
VIC717,DARTMOUTH,204031072,Towong,0.9998451,Good,Good,0
VIC717,DARTMOUTH,205021082,Bruthen - Omeo,0.0001549,Good,Good,1
VIC718,DAWSON,205051101,Maffra,0.9388117,Good,Good,0
VIC718,DAWSON,205051102,Rosedale,0.0611883,Good,Good,0
VIC719,DAYLESFORD,201021011,Daylesford,1,Good,Good,0
VIC720,DEAN,201021010,Creswick - Clunes,1,Good,Good,0
VIC721,DEANS MARSH,203011036,Winchelsea,1,Good,Good,0
VIC722,DEDDICK VALLEY,205021085,Orbost,1,Good,Good,0
VIC723,DEDERANG,204031069,Bright - Mount Beauty,1,Good,Good,0
VIC724,DEEP LEAD,215011392,Stawell,1,Good,Good,0
VIC725,DEER PARK,213011333,Kings Park (Vic.),0.008603,Good,Good,1
VIC725,DEER PARK,213011569,Deer Park,0.9912312,Good,Good,0
VIC725,DEER PARK,213011570,Derrimut,0.0001658,Good,Good,1
VIC726,DELACOMBE,201011006,Delacombe,1,Good,Good,0
VIC727,DELAHEY,213011331,Delahey,1,Good,Good,0
VIC727,DELAHEY,213011332,Keilor Downs,0,Good,Good,1
VIC728,DELATITE,204011057,Mansfield (Vic.),1,Good,Good,0
VIC729,DELBURN,205011078,Trafalgar (Vic.),0.200775,Good,Good,0
VIC729,DELBURN,205031090,Leongatha,0.799225,Good,Good,0
VIC730,DENICULL CREEK,215011387,Ararat Surrounds,1,Good,Good,0
VIC731,DENISON,205051102,Rosedale,1,Good,Good,0
VIC732,DENNINGTON,217041479,Warrnambool - North,0.9639949,Poor,Good,0
VIC732,DENNINGTON,217041480,Warrnambool - South,0.0360051,Poor,Good,0
VIC733,DENVER,201021011,Daylesford,0.9999347,Good,Good,0
VIC733,DENVER,202021030,Kyneton,6.53E-05,Good,Good,1
VIC734,DEPTFORD,205021082,Bruthen - Omeo,1,Good,Good,0
VIC735,DERBY,202031033,Loddon,1,Good,Good,0
VIC736,DEREEL,201031015,Golden Plains - North,1.50E-05,Good,Good,1
VIC736,DEREEL,203011035,Golden Plains - South,0.999985,Good,Good,0
VIC737,DERGHOLM,215011393,West Wimmera,0.8946353,Good,Good,0
VIC737,DERGHOLM,217011420,Glenelg (Vic.),0.1053647,Good,Good,0
VIC738,DERRIMUT,213011338,Sunshine West,2.30E-06,Good,Good,1
VIC738,DERRIMUT,213011570,Derrimut,0.9999977,Good,Good,0
VIC739,DERRINAL,202021029,Heathcote,1,Good,Good,0
VIC74,ASCOT VALE,206031113,Ascot Vale,0.99967,Good,Good,0
VIC74,ASCOT VALE,206031115,Flemington,0.00033,Good,Good,1
VIC740,DERRINALLUM,217031474,Corangamite - North,1,Good,Good,0
VIC741,DEVENISH,204021064,Benalla Surrounds,1,Good,Good,0
VIC742,DEVILS RIVER,204011054,Alexandra,1,Good,Good,0
VIC743,DEVON MEADOWS,212031303,Cranbourne South,0.9314993,Acceptable,Good,0
VIC743,DEVON MEADOWS,212031308,Pearcedale - Tooradin,0.0685007,Good,Good,0
VIC744,DEVON NORTH,205051104,Yarram,1,Good,Good,0
VIC745,DEWHURST,212011289,Emerald - Cockatoo,1,Good,Good,0
VIC746,DHURRINGILE,216031419,Shepparton Surrounds - West,1,Good,Good,0
VIC747,DIAMOND CREEK,209031215,Wattle Glen - Diamond Creek,1,Good,Good,0
VIC748,DIGBY,217011420,Glenelg (Vic.),1,Good,Good,0
VIC749,DIGGERS REST,210041539,Diggers Rest,0.9228464,Good,Good,0
VIC749,DIGGERS REST,210041540,Sunbury - South,0.0758179,Poor,Good,0
VIC749,DIGGERS REST,213011340,Taylors Lakes,9.00E-07,Good,Good,1
VIC749,DIGGERS REST,213041576,Kurunjang - Toolern Vale,0.0013349,Good,Good,1
VIC75,ASHBOURNE,201021009,Bacchus Marsh Surrounds,1.00E-05,Good,Good,1
VIC75,ASHBOURNE,202021030,Kyneton,0.0359784,Good,Good,0
VIC75,ASHBOURNE,202021031,Woodend,0.9640116,Good,Good,0
VIC750,DIGGORA,216011408,Lockington - Gunbower,1,Good,Good,0
VIC751,DIMBOOLA,215011390,Nhill Region,0.9982505,Good,Good,0
VIC751,DIMBOOLA,215011394,Yarriambiack,0.0017495,Good,Good,1
VIC752,DINGEE,202031033,Loddon,1,Good,Good,0
VIC753,DINGLEY VILLAGE,208031184,Braeside,0.0004811,Poor,Good,1
VIC753,DINGLEY VILLAGE,212041313,Dingley Village,0.9995189,Good,Good,0
VIC754,DINGWALL,215031401,Gannawarra,1,Good,Good,0
VIC755,DINNER PLAIN,204031069,Bright - Mount Beauty,1,Good,Good,0
VIC756,DIXIE,217031475,Corangamite - South,1,Good,Good,0
VIC757,DIXONS CREEK,211051276,Healesville - Yarra Glen,1,Good,Good,0
VIC758,DOBIE,215011387,Ararat Surrounds,1,Good,Good,0
VIC759,DOCKER,204021067,Wangaratta Surrounds,1,Good,Good,0
VIC76,ASHBURTON,207011146,Ashburton (Vic.),0.9783786,Good,Good,0
VIC76,ASHBURTON,207011150,Glen Iris - East,0.0216202,Poor,Good,0
VIC76,ASHBURTON,208041195,Malvern East,1.20E-06,Good,Good,1
VIC760,DOCKERS PLAINS,204021067,Wangaratta Surrounds,1,Good,Good,0
VIC761,DOCKLANDS,206041118,Docklands,0.9996735,Good,Good,0
VIC761,DOCKLANDS,206041127,West Melbourne - Industrial,6.00E-07,Poor,Good,1
VIC761,DOCKLANDS,206041508,Southbank (West) - South Wharf,1.60E-06,Poor,Good,1
VIC761,DOCKLANDS,206051511,Port Melbourne Industrial,0.0003242,Poor,Good,1
VIC762,DOCTORS FLAT,205021082,Bruthen - Omeo,1,Good,Good,0
VIC763,DOLLAR,205031087,Foster,1,Good,Good,0
VIC764,DON VALLEY,211051286,Yarra Valley,1,Good,Good,0
VIC765,DONALD,215031400,Buloke,1,Good,Good,0
VIC766,DONCASTER,207021156,Bulleen,0.006408,Good,Good,1
VIC766,DONCASTER,207021157,Doncaster,0.9784819,Good,Good,0
VIC766,DONCASTER,207021160,Templestowe Lower,0.0067307,Good,Good,1
VIC766,DONCASTER,207021425,Doncaster East - South,0.0083794,Poor,Good,1
VIC767,DONCASTER EAST,207021424,Doncaster East - North,0.5073433,Poor,Good,0
VIC767,DONCASTER EAST,207021425,Doncaster East - South,0.4924155,Poor,Good,0
VIC767,DONCASTER EAST,211021261,Donvale - Park Orchards,0.0002413,Good,Good,1
VIC768,DONNYBROOK,209041225,Whittlesea,1,Good,Good,0
VIC769,DONVALE,207021424,Doncaster East - North,0.0110419,Poor,Good,0
VIC769,DONVALE,207021425,Doncaster East - South,0.0086579,Poor,Good,1
VIC769,DONVALE,211021261,Donvale - Park Orchards,0.9516148,Good,Good,0
VIC769,DONVALE,211021262,Warrandyte - Wonga Park,0.0286854,Good,Good,0
VIC77,ASHWOOD,212051319,Ashwood - Chadstone,1,Acceptable,Good,0
VIC770,DOOBOOBETIC,215031400,Buloke,1,Good,Good,0
VIC771,DOOEN,215011388,Horsham,0.5,Good,Good,0
VIC771,DOOEN,215011389,Horsham Surrounds,0.5,Good,Good,0
VIC772,DOOKIE,216031418,Shepparton Surrounds - East,1,Good,Good,0
VIC773,DOOKIE COLLEGE,216031418,Shepparton Surrounds - East,1,Good,Good,0
VIC774,DOREEN,209031210,Hurstbridge,0.000371,Good,Good,1
VIC774,DOREEN,209031212,Panton Hill - St Andrews,0.0130281,Good,Good,0
VIC774,DOREEN,209041527,Doreen - North,0.6004801,Poor,Good,0
VIC774,DOREEN,209041528,Doreen - South,0.3861209,Poor,Good,0
VIC775,DORODONG,215011393,West Wimmera,1,Good,Good,0
VIC776,DOUBLE BRIDGES,205021082,Bruthen - Omeo,1,Good,Good,0
VIC777,DOUGLAS,215011389,Horsham Surrounds,0.0186417,Good,Good,0
VIC777,DOUGLAS,215011393,West Wimmera,0.9813583,Good,Good,0
VIC778,DOVETON,212021295,Doveton,0.9999995,Good,Good,0
VIC778,DOVETON,212021453,Endeavour Hills - North,5.00E-07,Poor,Good,1
VIC779,DREEITE,217031473,Colac Surrounds,0.9998702,Good,Good,0
VIC779,DREEITE,217031474,Corangamite - North,0.0001298,Good,Good,1
VIC78,ASPENDALE,208031189,Edithvale - Aspendale,1,Good,Good,0
VIC780,DREEITE SOUTH,217031473,Colac Surrounds,1,Good,Good,0
VIC781,DRIFFIELD,205041094,Churchill,1,Good,Good,0
VIC782,DRIK DRIK,217011420,Glenelg (Vic.),1,Good,Good,0
VIC783,DROMANA,214021377,Dromana,0.9983767,Good,Good,0
VIC783,DROMANA,214021384,Rosebud - McCrae,0.0016233,Good,Good,1
VIC784,DROPMORE,204011062,Yea,1,Good,Good,0
VIC785,DROUIN,205011076,Drouin,1,Good,Good,0
VIC786,DROUIN EAST,205011076,Drouin,0.9848455,Good,Good,0
VIC786,DROUIN EAST,205011079,Warragul,0.0151545,Good,Good,0
VIC787,DROUIN SOUTH,205011076,Drouin,1,Good,Good,0
VIC788,DROUIN WEST,205011076,Drouin,1,Good,Good,0
VIC789,DRUMANURE,216021413,Numurkah,1,Good,Good,0
VIC79,ASPENDALE GARDENS,208031183,Aspendale Gardens - Waterways,1,Good,Good,0
VIC790,DRUMBORG,217011420,Glenelg (Vic.),1,Good,Good,0
VIC791,DRUMCONDRA,203021047,North Geelong - Bell Park,1,Good,Good,0
VIC792,DRUMMARTIN,202031032,Bendigo Surrounds - North,1,Good,Good,0
VIC793,DRUMMOND,201021011,Daylesford,0.9573367,Good,Good,0
VIC793,DRUMMOND,202021030,Kyneton,0.0426633,Good,Good,0
VIC794,DRUMMOND NORTH,201021011,Daylesford,0.9742049,Good,Good,0
VIC794,DRUMMOND NORTH,202021028,Castlemaine Surrounds,0.0257951,Good,Good,0
VIC795,DRUNG,215011389,Horsham Surrounds,1,Good,Good,0
VIC796,DRY DIGGINGS,201021011,Daylesford,1,Good,Good,0
VIC797,DRYSDALE,203031048,Clifton Springs,1,Good,Good,0
VIC798,DUCHEMBEGARRA,215011389,Horsham Surrounds,1,Good,Good,0
VIC799,DUMBALK,205031087,Foster,1,Good,Good,0
VIC8,ADDINGTON,201021010,Creswick - Clunes,1,Good,Good,0
VIC80,ATHLONE,205011076,Drouin,1,Good,Good,0
VIC800,DUMBALK NORTH,205031090,Leongatha,1,Good,Good,0
VIC801,DUMOSA,215031400,Buloke,1,Good,Good,0
VIC802,DUNACH,201021010,Creswick - Clunes,0.5675731,Good,Good,0
VIC802,DUNACH,201031017,Maryborough Surrounds,0.4324269,Good,Good,0
VIC803,DUNDONNELL,217041477,Moyne - East,1,Good,Good,0
VIC804,DUNKELD,215011387,Ararat Surrounds,0.0061371,Good,Good,1
VIC804,DUNKELD,217011423,Southern Grampians,0.9938629,Good,Good,0
VIC805,DUNLUCE,201031017,Maryborough Surrounds,1,Good,Good,0
VIC806,DUNNEWORTHY,215011387,Ararat Surrounds,0.9676588,Good,Good,0
VIC806,DUNNEWORTHY,215011392,Stawell,0.0323412,Good,Good,0
VIC807,DUNNSTOWN,201021012,Gordon (Vic.),1,Good,Good,0
VIC808,DUNOLLY,201031017,Maryborough Surrounds,1,Good,Good,0
VIC809,DUNROBIN,217011420,Glenelg (Vic.),1,Good,Good,0
VIC81,ATTWOOD,210051245,Gladstone Park - Westmeadows,1,Good,Good,0
VIC810,DURDIDWARRAH,203011035,Golden Plains - South,1,Good,Good,0
VIC811,DURHAM LEAD,201021012,Gordon (Vic.),0.9394689,Good,Good,0
VIC811,DURHAM LEAD,201031015,Golden Plains - North,0.0605311,Good,Good,0
VIC812,DURHAM OX,202031033,Loddon,1,Good,Good,0
VIC813,DUTSON,205051100,Longford - Loch Sport,1,Good,Good,0
VIC814,DUTSON DOWNS,205051100,Longford - Loch Sport,1,Good,Good,0
VIC815,DUTTON WAY,217011420,Glenelg (Vic.),1,Good,Good,0
VIC816,DUVERNEY,217031474,Corangamite - North,1,Good,Good,0
VIC817,EAGLE POINT,205021083,Lake King,2.00E-06,Poor,Good,1
VIC817,EAGLE POINT,205021086,Paynesville,0.999998,Good,Good,0
VIC818,EAGLEHAWK,202011019,California Gully - Eaglehawk,0.9938351,Good,Good,0
VIC818,EAGLEHAWK,202011023,Maiden Gully,0.0061649,Good,Good,1
VIC819,EAGLEHAWK NORTH,202011019,California Gully - Eaglehawk,1,Good,Good,0
VIC82,AUBREY,215011394,Yarriambiack,1,Good,Good,0
VIC820,EAGLEMONT,209011198,Heidelberg - Rosanna,0.0141691,Good,Good,0
VIC820,EAGLEMONT,209011201,Ivanhoe East - Eaglemont,0.9858309,Good,Good,0
VIC821,EARLSTON,204011055,Euroa,1,Good,Good,0
VIC822,EAST BAIRNSDALE,205021081,Bairnsdale,1,Good,Good,0
VIC823,EAST BENDIGO,202011018,Bendigo,0.0168088,Good,Good,0
VIC823,EAST BENDIGO,202011020,East Bendigo - Kennington,0.9721231,Good,Good,0
VIC823,EAST BENDIGO,202011025,White Hills - Ascot,0.0110681,Good,Good,0
VIC824,EAST GEELONG,203021039,Geelong,0.9999975,Good,Good,0
VIC824,EAST GEELONG,203021045,Newcomb - Moolap,2.50E-06,Good,Good,1
VIC825,EAST MELBOURNE,206041119,East Melbourne,1,Good,Good,0
VIC826,EAST SALE,205051100,Longford - Loch Sport,1,Good,Good,0
VIC827,EAST WANGARATTA,204021067,Wangaratta Surrounds,1,Good,Good,0
VIC828,EAST WARBURTON,211051286,Yarra Valley,1,Good,Good,0
VIC829,EASTERN VIEW,203031049,Lorne - Anglesea,1,Good,Good,0
VIC83,AUCHMORE,202031033,Loddon,1,Good,Good,0
VIC830,EASTVILLE,202021028,Castlemaine Surrounds,1,Good,Good,0
VIC831,EBDEN,204031491,Baranduda - Leneva,1,Poor,Good,0
VIC832,ECHUCA,216011406,Echuca,1,Good,Good,0
VIC833,ECHUCA VILLAGE,216011406,Echuca,1,Good,Good,0
VIC834,ECHUCA WEST,216011408,Lockington - Gunbower,1,Good,Good,0
VIC835,ECKLIN SOUTH,217031475,Corangamite - South,1,Good,Good,0
VIC836,EDDINGTON,201031017,Maryborough Surrounds,0.7377806,Good,Good,0
VIC836,EDDINGTON,202021028,Castlemaine Surrounds,0.2622194,Good,Good,0
VIC837,EDEN PARK,209041225,Whittlesea,1,Good,Good,0
VIC838,EDENHOPE,215011393,West Wimmera,1,Good,Good,0
VIC839,EDGECOMBE,202021030,Kyneton,1,Good,Good,0
VIC84,AVALON,203021043,Lara,1,Good,Good,0
VIC840,EDI,204021067,Wangaratta Surrounds,1,Good,Good,0
VIC841,EDI UPPER,204021067,Wangaratta Surrounds,1,Good,Good,0
VIC842,EDITHVALE,208031189,Edithvale - Aspendale,1,Good,Good,0
VIC843,EGANSTOWN,201021011,Daylesford,1,Good,Good,0
VIC844,EILDON,204011054,Alexandra,1,Good,Good,0
VIC845,ELAINE,201021012,Gordon (Vic.),1,Good,Good,0
VIC846,ELDORADO,204021067,Wangaratta Surrounds,1,Good,Good,0
VIC847,ELEVATED PLAINS,201021011,Daylesford,1,Good,Good,0
VIC848,ELINGAMITE,217031475,Corangamite - South,1,Good,Good,0
VIC849,ELINGAMITE NORTH,217031475,Corangamite - South,1,Good,Good,0
VIC85,AVENEL,204011058,Nagambie,1,Good,Good,0
VIC850,ELLASWOOD,205021081,Bairnsdale,0.8286288,Good,Good,0
VIC850,ELLASWOOD,205021082,Bruthen - Omeo,0.1713712,Good,Good,0
VIC851,ELLERSLIE,217041477,Moyne - East,1,Good,Good,0
VIC852,ELLIMINYT,217031472,Colac,1,Good,Good,0
VIC853,ELLINBANK,205011079,Warragul,1,Good,Good,0
VIC854,ELMHURST,201031013,Avoca,1,Good,Good,0
VIC855,ELMORE,202031032,Bendigo Surrounds - North,1,Good,Good,0
VIC856,ELPHINSTONE,202021028,Castlemaine Surrounds,1,Good,Good,0
VIC857,ELSTERNWICK,208021179,Elsternwick,1,Good,Good,0
VIC858,ELTHAM,209011202,Montmorency - Briar Hill,0.0096038,Good,Good,1
VIC858,ELTHAM,209031209,Eltham,0.9903962,Good,Good,0
VIC859,ELTHAM NORTH,209011197,Greensborough,0.3247964,Poor,Good,0
VIC859,ELTHAM NORTH,209031209,Eltham,0.6752036,Good,Good,0
VIC86,AVOCA,201031013,Avoca,1,Good,Good,0
VIC860,ELWOOD,206051129,Elwood,0.9771642,Good,Good,0
VIC860,ELWOOD,206051513,St Kilda - Central,0.0178084,Poor,Good,0
VIC860,ELWOOD,206051514,St Kilda - West,0.0050274,Poor,Good,1
VIC861,EMERALD,212011289,Emerald - Cockatoo,1,Good,Good,0
VIC862,EMU,201031017,Maryborough Surrounds,0.0867332,Good,Good,0
VIC862,EMU,215011391,St Arnaud,0.9132668,Good,Good,0
VIC863,EMU CREEK,202021026,Bendigo Surrounds - South,1,Good,Good,0
VIC864,ENDEAVOUR HILLS,212021297,Hallam,8.00E-07,Good,Good,1
VIC864,ENDEAVOUR HILLS,212021453,Endeavour Hills - North,0.4528306,Poor,Good,0
VIC864,ENDEAVOUR HILLS,212021454,Endeavour Hills - South,0.5471685,Poor,Good,0
VIC865,ENFIELD,201031015,Golden Plains - North,1,Good,Good,0
VIC866,ENGLEFIELD,217011423,Southern Grampians,1,Good,Good,0
VIC867,ENSAY,205021082,Bruthen - Omeo,1,Good,Good,0
VIC868,ENSAY NORTH,205021082,Bruthen - Omeo,1,Good,Good,0
VIC869,EPPALOCK,202021026,Bendigo Surrounds - South,1,Good,Good,0
VIC87,AVON PLAINS,215011391,St Arnaud,1,Good,Good,0
VIC870,EPPING,209041431,Epping - East,0.3926895,Poor,Good,0
VIC870,EPPING,209041432,Epping - South,0.2452304,Poor,Good,0
VIC870,EPPING,209041433,Epping (Vic.) - West,0.3620795,Poor,Good,0
VIC870,EPPING,209041530,Lalor - West,6.00E-07,Poor,Good,1
VIC871,EPSOM,202011019,California Gully - Eaglehawk,0.0397274,Good,Good,0
VIC871,EPSOM,202011025,White Hills - Ascot,0.9602726,Good,Good,0
VIC872,ERCILDOUNE,201031014,Beaufort,1,Good,Good,0
VIC873,ERICA,205011077,Mount Baw Baw Region,1,Good,Good,0
VIC874,ERRINUNDRA,205021085,Orbost,1,Good,Good,0
VIC875,ESKDALE,204031072,Towong,1,Good,Good,0
VIC876,ESMOND,216021412,Moira,1,Good,Good,0
VIC877,ESSENDON,206031501,Essendon (West) - Aberfeldie,0.4259567,Poor,Good,0
VIC877,ESSENDON,206031502,Essendon - East,0.5740433,Poor,Good,0
VIC878,ESSENDON NORTH,206031501,Essendon (West) - Aberfeldie,1,Poor,Good,0
VIC879,ESSENDON WEST,210011230,Niddrie - Essendon West,1,Good,Good,0
VIC88,AVONDALE HEIGHTS,210011533,Avondale Heights,1,Good,Good,0
VIC880,EUMEMMERRING,212021295,Doveton,1,Good,Good,0
VIC881,EURACK,217031473,Colac Surrounds,1,Good,Good,0
VIC882,EUREKA,201011481,Ballarat East - Warrenheip,1,Acceptable,Good,0
VIC883,EUROA,204011055,Euroa,1,Good,Good,0
VIC884,EUROBIN,204031071,Myrtleford,1,Good,Good,0
VIC885,EVANSFORD,201031013,Avoca,1,Good,Good,0
VIC886,EVERSLEY,201031013,Avoca,1,Good,Good,0
VIC887,EVERTON,204021067,Wangaratta Surrounds,1,Good,Good,0
VIC888,EVERTON UPPER,204021067,Wangaratta Surrounds,1,Good,Good,0
VIC889,EXFORD,213041573,Eynesbury - Exford,1,Good,Good,0
VIC89,AVONMORE,202031032,Bendigo Surrounds - North,1,Good,Good,0
VIC890,EYNESBURY,213041573,Eynesbury - Exford,0.9999965,Good,Good,0
VIC890,EYNESBURY,213051589,Wyndham Vale - North,3.50E-06,Poor,Good,1
VIC891,FAIRBANK,205031090,Leongatha,1,Good,Good,0
VIC892,FAIRFIELD,206021110,Alphington - Fairfield,0.8935229,Acceptable,Good,0
VIC892,FAIRFIELD,206021499,Northcote - East,0.0073657,Poor,Good,1
VIC892,FAIRFIELD,206071145,Clifton Hill - Alphington,0.0991114,Acceptable,Good,0
VIC893,FAIRHAVEN,203031049,Lorne - Anglesea,1,Good,Good,0
VIC894,FAIRLEY,215031401,Gannawarra,1,Good,Good,0
