CD_CODE_2006,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
1010101,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010102,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010103,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010104,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010105,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010106,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010107,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010108,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010109,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010110,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010201,109031183,Deniliquin Surrounds,1,Good,Good,0
1010202,109021179,Wentworth-Balranald Region,0.5714286,Good,Good,0
1010202,109031183,Deniliquin Surrounds,0.4285714,Good,Good,0
1010203,109031183,Deniliquin Surrounds,1,Good,Good,0
1010204,109021179,Wentworth-Balranald Region,0.3529412,Good,Good,0
1010204,109031183,Deniliquin Surrounds,0.6470588,Good,Good,0
1010205,109021179,Wentworth-Balranald Region,0.875,Good,Good,0
1010205,109031183,Deniliquin Surrounds,0.125,Good,Good,0
1010206,109021179,Wentworth-Balranald Region,0.1707317,Good,Good,0
1010206,109031183,Deniliquin Surrounds,0.8292683,Good,Good,0
1010207,109031183,Deniliquin Surrounds,1,Good,Good,0
1010208,109031183,Deniliquin Surrounds,1,Good,Good,0
1010209,109031183,Deniliquin Surrounds,1,Good,Good,0
1010210,109031183,Deniliquin Surrounds,1,Good,Good,0
1010211,109031183,Deniliquin Surrounds,1,Good,Good,0
1010212,109031183,Deniliquin Surrounds,1,Good,Good,0
1010213,109031183,Deniliquin Surrounds,1,Good,Good,0
1010214,109031183,Deniliquin Surrounds,1,Good,Good,0
1010215,109021179,Wentworth-Balranald Region,1,Good,Good,0
1010301,109021177,Hay,1,Good,Good,0
1010302,109021177,Hay,1,Good,Good,0
1010303,109021177,Hay,1,Good,Good,0
1010304,109021177,Hay,1,Good,Good,0
1010305,109021177,Hay,1,Good,Good,0
1010306,109021177,Hay,1,Good,Good,0
1010307,109021177,Hay,1,Good,Good,0
1010308,109021177,Hay,1,Good,Good,0
1010309,109021177,Hay,1,Good,Good,0
1010310,109021177,Hay,1,Good,Good,0
1010311,109021177,Hay,1,Good,Good,0
1010401,109021177,Hay,0.05,Good,Good,0
1010401,113011257,Griffith Surrounds,0.95,Good,Good,0
1010402,113011257,Griffith Surrounds,1,Good,Good,0
1010403,113011257,Griffith Surrounds,1,Good,Good,0
1010404,109021177,Hay,0.5151515,Good,Good,0
1010404,113011257,Griffith Surrounds,0.4848485,Good,Good,0
1010405,113011257,Griffith Surrounds,1,Good,Good,0
1010406,113011257,Griffith Surrounds,1,Good,Good,0
1010501,113011257,Griffith Surrounds,1,Good,Good,0
1010502,113011257,Griffith Surrounds,1,Good,Good,0
1010503,113011257,Griffith Surrounds,1,Good,Good,0
1010504,113011257,Griffith Surrounds,1,Good,Good,0
1010505,113011257,Griffith Surrounds,1,Good,Good,0
1010506,113011257,Griffith Surrounds,1,Good,Good,0
1010601,109031183,Deniliquin Surrounds,1,Good,Good,0
1010602,109031183,Deniliquin Surrounds,1,Good,Good,0
1010701,109031183,Deniliquin Surrounds,1,Good,Good,0
1010702,109031183,Deniliquin Surrounds,1,Good,Good,0
1010703,109031183,Deniliquin Surrounds,1,Good,Good,0
1010704,109031183,Deniliquin Surrounds,1,Good,Good,0
1010705,109031183,Deniliquin Surrounds,1,Good,Good,0
1010706,109031183,Deniliquin Surrounds,1,Good,Good,0
1010707,109031183,Deniliquin Surrounds,0.7777778,Good,Good,0
1010707,109031184,Moama,0.2222222,Good,Good,0
1010708,109031184,Moama,1,Good,Good,0
1010709,109031183,Deniliquin Surrounds,0.1,Good,Good,0
1010709,109031184,Moama,0.9,Good,Good,0
1010710,109031183,Deniliquin Surrounds,1,Good,Good,0
1010711,109031183,Deniliquin Surrounds,0.9767442,Good,Good,0
1010711,109031184,Moama,0.0232558,Good,Good,0
1010712,109031184,Moama,1,Good,Good,0
1010713,109031184,Moama,1,Good,Good,0
1010714,109031184,Moama,1,Good,Good,0
1010715,109031183,Deniliquin Surrounds,0.8723404,Good,Good,0
1010715,109031184,Moama,0.1276596,Good,Good,0
1010716,109031184,Moama,1,Good,Good,0
1010717,109031184,Moama,1,Good,Good,0
1010801,109031182,Deniliquin,1,Good,Good,0
1010802,109031182,Deniliquin,1,Good,Good,0
1010803,109031182,Deniliquin,1,Good,Good,0
1010804,109031182,Deniliquin,1,Good,Good,0
1010805,109031182,Deniliquin,1,Good,Good,0
1010806,109031182,Deniliquin,1,Good,Good,0
1010807,109031182,Deniliquin,1,Good,Good,0
1010901,109031183,Deniliquin Surrounds,1,Good,Good,0
1010902,109031183,Deniliquin Surrounds,1,Good,Good,0
1010903,109031183,Deniliquin Surrounds,1,Good,Good,0
1010904,109031183,Deniliquin Surrounds,1,Good,Good,0
1010905,109031183,Deniliquin Surrounds,1,Good,Good,0
1011001,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011002,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011003,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011004,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011005,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011006,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011007,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011008,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011009,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011010,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011011,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011101,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011102,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011103,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011104,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011105,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011106,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011107,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011108,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011109,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011201,109031185,Tocumwal - Finley - Jerilderie,0.7027027,Good,Good,0
1011201,113011257,Griffith Surrounds,0.2972973,Good,Good,0
1011202,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011203,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011204,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011205,109031185,Tocumwal - Finley - Jerilderie,1,Good,Good,0
1011301,113011257,Griffith Surrounds,1,Good,Good,0
1011302,113011257,Griffith Surrounds,1,Good,Good,0
1011303,113011257,Griffith Surrounds,1,Good,Good,0
1011304,113011257,Griffith Surrounds,1,Good,Good,0
1011305,113011257,Griffith Surrounds,1,Good,Good,0
1011306,113011257,Griffith Surrounds,1,Good,Good,0
1011401,113011256,Griffith (NSW),0.0222222,Good,Good,0
1011401,113011257,Griffith Surrounds,0.9777778,Good,Good,0
1011402,113011256,Griffith (NSW),0.175,Good,Good,0
1011402,113011257,Griffith Surrounds,0.825,Good,Good,0
1011403,113011257,Griffith Surrounds,1,Good,Good,0
1011404,113011257,Griffith Surrounds,1,Good,Good,0
1011405,113011257,Griffith Surrounds,1,Good,Good,0
1011406,113011257,Griffith Surrounds,1,Good,Good,0
1011407,113011256,Griffith (NSW),0.0857143,Good,Good,0
1011407,113011257,Griffith Surrounds,0.9142857,Good,Good,0
1011408,113011257,Griffith Surrounds,1,Good,Good,0
1011409,113011257,Griffith Surrounds,1,Good,Good,0
1011410,113011257,Griffith Surrounds,1,Good,Good,0
1011411,113011257,Griffith Surrounds,1,Good,Good,0
1011501,113011256,Griffith (NSW),1,Good,Good,0
1011502,113011256,Griffith (NSW),0.9772727,Good,Good,0
1011502,113011257,Griffith Surrounds,0.0227273,Good,Good,0
1011503,113011256,Griffith (NSW),1,Good,Good,0
1011504,113011256,Griffith (NSW),1,Good,Good,0
1011505,113011256,Griffith (NSW),1,Good,Good,0
1011506,113011256,Griffith (NSW),1,Good,Good,0
1011507,113011256,Griffith (NSW),1,Good,Good,0
1011508,113011256,Griffith (NSW),1,Good,Good,0
1011509,113011256,Griffith (NSW),1,Good,Good,0
1011510,113011256,Griffith (NSW),1,Good,Good,0
1011511,113011256,Griffith (NSW),1,Good,Good,0
1011512,113011256,Griffith (NSW),1,Good,Good,0
1011601,113011256,Griffith (NSW),1,Good,Good,0
1011602,113011256,Griffith (NSW),1,Good,Good,0
1011603,113011256,Griffith (NSW),1,Good,Good,0
1011604,113011256,Griffith (NSW),1,Good,Good,0
1011605,113011256,Griffith (NSW),1,Good,Good,0
1011606,113011256,Griffith (NSW),1,Good,Good,0
1011607,113011256,Griffith (NSW),1,Good,Good,0
1011608,113011256,Griffith (NSW),1,Good,Good,0
1011609,113011256,Griffith (NSW),1,Good,Good,0
1011610,113011256,Griffith (NSW),1,Good,Good,0
1011611,113011256,Griffith (NSW),1,Good,Good,0
1011612,113011256,Griffith (NSW),1,Good,Good,0
1011613,113011256,Griffith (NSW),1,Good,Good,0
1011701,113011257,Griffith Surrounds,1,Good,Good,0
1011702,113011256,Griffith (NSW),0.2894737,Good,Good,0
1011702,113011257,Griffith Surrounds,0.7105263,Good,Good,0
1011703,113011257,Griffith Surrounds,1,Good,Good,0
1011704,113011256,Griffith (NSW),0.4736842,Good,Good,0
1011704,113011257,Griffith Surrounds,0.5263158,Good,Good,0
1011705,113011256,Griffith (NSW),0.1111111,Good,Good,0
1011705,113011257,Griffith Surrounds,0.8888889,Good,Good,0
1011706,113011257,Griffith Surrounds,1,Good,Good,0
1011707,113011257,Griffith Surrounds,1,Good,Good,0
1011708,113011257,Griffith Surrounds,1,Good,Good,0
1011801,113011258,Leeton,1,Good,Good,0
1011802,113011258,Leeton,1,Good,Good,0
1011803,113011258,Leeton,1,Good,Good,0
1011804,113011258,Leeton,1,Good,Good,0
1011805,113011258,Leeton,1,Good,Good,0
1011806,113011258,Leeton,1,Good,Good,0
1011807,113011258,Leeton,1,Good,Good,0
1011808,113011258,Leeton,1,Good,Good,0
1011809,113011258,Leeton,1,Good,Good,0
1011810,113011258,Leeton,1,Good,Good,0
1011811,113011258,Leeton,1,Good,Good,0
1011812,113011258,Leeton,1,Good,Good,0
1011901,113011257,Griffith Surrounds,1,Good,Good,0
1011902,113011257,Griffith Surrounds,1,Good,Good,0
1011903,113011257,Griffith Surrounds,1,Good,Good,0
1011904,113011257,Griffith Surrounds,0.66,Good,Good,0
1011904,113011258,Leeton,0.34,Good,Good,0
1011905,113011258,Leeton,1,Good,Good,0
1011906,113011258,Leeton,1,Good,Good,0
1011907,113011258,Leeton,1,Good,Good,0
1011908,113011258,Leeton,0.2380952,Good,Good,0
1011908,113011259,Narrandera,0.7619048,Good,Good,0
1011909,113011257,Griffith Surrounds,0.8695652,Good,Good,0
1011909,113011258,Leeton,0.1304348,Good,Good,0
1011910,113011258,Leeton,1,Good,Good,0
1011911,113011258,Leeton,1,Good,Good,0
1011912,113011258,Leeton,1,Good,Good,0
1011913,113011258,Leeton,1,Good,Good,0
1012001,113011259,Narrandera,1,Good,Good,0
1012002,113011259,Narrandera,1,Good,Good,0
1012003,113011259,Narrandera,1,Good,Good,0
1012004,113011259,Narrandera,1,Good,Good,0
1012005,113011259,Narrandera,1,Good,Good,0
1012006,113011259,Narrandera,1,Good,Good,0
1012007,113011259,Narrandera,1,Good,Good,0
1012008,113011259,Narrandera,1,Good,Good,0
1012009,113011259,Narrandera,1,Good,Good,0
1012101,113011259,Narrandera,1,Good,Good,0
1012102,113011259,Narrandera,1,Good,Good,0
1012103,113011259,Narrandera,1,Good,Good,0
1012104,113011259,Narrandera,1,Good,Good,0
1012105,113011259,Narrandera,1,Good,Good,0
1012106,113011259,Narrandera,1,Good,Good,0
1012201,113011257,Griffith Surrounds,0.3142857,Good,Good,0
1012201,113011259,Narrandera,0.6857143,Good,Good,0
1012202,113011259,Narrandera,1,Good,Good,0
1012203,113011259,Narrandera,1,Good,Good,0
1012204,113011257,Griffith Surrounds,0.3,Good,Good,0
1012204,113011259,Narrandera,0.7,Good,Good,0
1012301,109031182,Deniliquin,1,Good,Good,0
1012302,109031182,Deniliquin,1,Good,Good,0
1012303,109031182,Deniliquin,1,Good,Good,0
1012304,109031182,Deniliquin,1,Good,Good,0
1012305,109031182,Deniliquin,1,Good,Good,0
1012306,109031182,Deniliquin,1,Good,Good,0
1020101,105021098,Far West,1,Good,Good,0
1020102,105021098,Far West,1,Good,Good,0
1020103,105021098,Far West,1,Good,Good,0
1020104,105021098,Far West,1,Good,Good,0
1020105,105021098,Far West,1,Good,Good,0
1020106,105021098,Far West,1,Good,Good,0
1020107,105021098,Far West,1,Good,Good,0
1020201,105021098,Far West,1,Good,Good,0
1020202,105021098,Far West,1,Good,Good,0
1020203,105021098,Far West,1,Good,Good,0
1020204,105021098,Far West,1,Good,Good,0
1020205,105021098,Far West,1,Good,Good,0
1020301,105021097,Broken Hill,1,Good,Good,0
1020302,105021097,Broken Hill,1,Good,Good,0
1020303,105021097,Broken Hill,1,Good,Good,0
1020304,105021097,Broken Hill,1,Good,Good,0
1020305,105021097,Broken Hill,1,Good,Good,0
1020306,105021097,Broken Hill,1,Good,Good,0
1020307,105021097,Broken Hill,1,Good,Good,0
1020308,105021097,Broken Hill,1,Good,Good,0
1020309,105021097,Broken Hill,1,Good,Good,0
1020310,105021097,Broken Hill,1,Good,Good,0
1020311,105021097,Broken Hill,1,Good,Good,0
1020312,105021097,Broken Hill,1,Good,Good,0
1020401,105021097,Broken Hill,1,Good,Good,0
1020402,105021097,Broken Hill,1,Good,Good,0
1020403,105021097,Broken Hill,1,Good,Good,0
1020404,105021097,Broken Hill,1,Good,Good,0
1020405,105021097,Broken Hill,1,Good,Good,0
1020406,105021097,Broken Hill,1,Good,Good,0
1020407,105021097,Broken Hill,1,Good,Good,0
1020408,105021097,Broken Hill,1,Good,Good,0
1020409,105021097,Broken Hill,1,Good,Good,0
1020410,105021097,Broken Hill,1,Good,Good,0
1020411,105021097,Broken Hill,1,Good,Good,0
1020501,105021097,Broken Hill,1,Good,Good,0
1020502,105021097,Broken Hill,1,Good,Good,0
1020503,105021097,Broken Hill,1,Good,Good,0
1020504,105021097,Broken Hill,1,Good,Good,0
1020505,105021097,Broken Hill,1,Good,Good,0
1020506,105021097,Broken Hill,1,Good,Good,0
1020507,105021097,Broken Hill,1,Good,Good,0
1020508,105021097,Broken Hill,1,Good,Good,0
1020509,105021097,Broken Hill,1,Good,Good,0
1020510,105021097,Broken Hill,1,Good,Good,0
1020511,105021097,Broken Hill,1,Good,Good,0
1020601,105021097,Broken Hill,1,Good,Good,0
1020602,105021097,Broken Hill,1,Good,Good,0
1020603,105021097,Broken Hill,1,Good,Good,0
1020604,105021097,Broken Hill,1,Good,Good,0
1020605,105021097,Broken Hill,1,Good,Good,0
1020606,105021097,Broken Hill,1,Good,Good,0
1020607,105021097,Broken Hill,1,Good,Good,0
1020608,105021097,Broken Hill,1,Good,Good,0
1020609,105021097,Broken Hill,1,Good,Good,0
1020610,105021097,Broken Hill,1,Good,Good,0
1020611,105021097,Broken Hill,1,Good,Good,0
1020612,105021097,Broken Hill,1,Good,Good,0
1020613,105021097,Broken Hill,1,Good,Good,0
1020701,109021178,Wentworth - Buronga,0.8809524,Good,Good,0
1020701,109021179,Wentworth-Balranald Region,0.1190476,Good,Good,0
1020702,109021179,Wentworth-Balranald Region,1,Good,Good,0
1020703,109021179,Wentworth-Balranald Region,1,Good,Good,0
1020704,109021178,Wentworth - Buronga,0.0606061,Good,Good,0
1020704,109021179,Wentworth-Balranald Region,0.9393939,Good,Good,0
1020705,109021178,Wentworth - Buronga,1,Good,Good,0
1020706,109021178,Wentworth - Buronga,1,Good,Good,0
1020707,109021178,Wentworth - Buronga,1,Good,Good,0
1020708,109021178,Wentworth - Buronga,1,Good,Good,0
1020709,109021178,Wentworth - Buronga,1,Good,Good,0
1020710,109021178,Wentworth - Buronga,1,Good,Good,0
1020711,109021178,Wentworth - Buronga,1,Good,Good,0
1020712,109021178,Wentworth - Buronga,0.1428571,Good,Good,0
1020712,109021179,Wentworth-Balranald Region,0.8571429,Good,Good,0
1020713,109021178,Wentworth - Buronga,1,Good,Good,0
1020801,109021178,Wentworth - Buronga,1,Good,Good,0
1020802,109021179,Wentworth-Balranald Region,1,Good,Good,0
1020803,109021178,Wentworth - Buronga,0.0232558,Good,Good,0
1020803,109021179,Wentworth-Balranald Region,0.9767442,Good,Good,0
1020804,109021178,Wentworth - Buronga,0.027027,Good,Good,0
1020804,109021179,Wentworth-Balranald Region,0.972973,Good,Good,0
1020805,109021179,Wentworth-Balranald Region,1,Good,Good,0
1020901,105021098,Far West,1,Good,Good,0
1020902,105021098,Far West,1,Good,Good,0
1020903,105021098,Far West,1,Good,Good,0
1020904,105021098,Far West,1,Good,Good,0
1020905,105021098,Far West,1,Good,Good,0
1020906,105021098,Far West,1,Good,Good,0
1021001,105021098,Far West,1,Good,Good,0
1021002,105021098,Far West,1,Good,Good,0
1021003,105021098,Far West,1,Good,Good,0
1021004,105021098,Far West,1,Good,Good,0
1021005,105021098,Far West,1,Good,Good,0
1021006,105021098,Far West,1,Good,Good,0
1021007,105021098,Far West,1,Good,Good,0
1021008,105021098,Far West,1,Good,Good,0
1021009,105021098,Far West,1,Good,Good,0
1021101,105011093,Cobar,1,Good,Good,0
1021102,105011093,Cobar,1,Good,Good,0
1021103,105011093,Cobar,1,Good,Good,0
1021104,105011093,Cobar,1,Good,Good,0
1021105,105011093,Cobar,1,Good,Good,0
1021106,105011093,Cobar,1,Good,Good,0
1021107,105011093,Cobar,1,Good,Good,0
1021108,105011093,Cobar,1,Good,Good,0
1021201,105011093,Cobar,1,Good,Good,0
1021202,105011092,Bourke - Brewarrina,0.0487805,Good,Good,0
1021202,105011093,Cobar,0.9512195,Good,Good,0
1021203,105011093,Cobar,1,Good,Good,0
1021204,105011093,Cobar,1,Good,Good,0
1021205,105011093,Cobar,1,Good,Good,0
1021206,105011093,Cobar,1,Good,Good,0
1021207,105011093,Cobar,1,Good,Good,0
1021208,105011093,Cobar,1,Good,Good,0
1021209,105011093,Cobar,1,Good,Good,0
1021301,105011092,Bourke - Brewarrina,1,Good,Good,0
1021302,105011092,Bourke - Brewarrina,1,Good,Good,0
1021303,105011092,Bourke - Brewarrina,1,Good,Good,0
1021304,105011092,Bourke - Brewarrina,1,Good,Good,0
1021305,105011092,Bourke - Brewarrina,1,Good,Good,0
1021306,105011092,Bourke - Brewarrina,1,Good,Good,0
1021401,105011092,Bourke - Brewarrina,0.7058824,Good,Good,0
1021401,315031411,Far South West,0.2941176,Good,Good,0
1021402,105011092,Bourke - Brewarrina,1,Good,Good,0
1021403,105011092,Bourke - Brewarrina,1,Good,Good,0
1021404,105011092,Bourke - Brewarrina,1,Good,Good,0
1021405,105011092,Bourke - Brewarrina,1,Good,Good,0
1021406,105011092,Bourke - Brewarrina,1,Good,Good,0
1021407,105011092,Bourke - Brewarrina,1,Good,Good,0
1021408,105011092,Bourke - Brewarrina,1,Good,Good,0
1021409,105011092,Bourke - Brewarrina,1,Good,Good,0
1021410,105011092,Bourke - Brewarrina,1,Good,Good,0
1021501,105011092,Bourke - Brewarrina,1,Good,Good,0
1021502,105011096,Walgett - Lightning Ridge,0.9574468,Good,Good,0
1021502,307011171,Balonne,0.0425532,Good,Good,0
1021503,105011092,Bourke - Brewarrina,0.4166667,Good,Good,0
1021503,105011096,Walgett - Lightning Ridge,0.5833333,Good,Good,0
1021504,105011096,Walgett - Lightning Ridge,1,Good,Good,0
1021601,105011092,Bourke - Brewarrina,0.85,Good,Good,0
1021601,105011096,Walgett - Lightning Ridge,0.15,Good,Good,0
1021602,105011092,Bourke - Brewarrina,1,Good,Good,0
1021603,105011092,Bourke - Brewarrina,0.673913,Good,Good,0
1021603,105011095,Nyngan - Warren,0.326087,Good,Good,0
1021604,105011092,Bourke - Brewarrina,0.95,Good,Good,0
1021604,105011095,Nyngan - Warren,0.05,Good,Good,0
1021605,105011092,Bourke - Brewarrina,1,Good,Good,0
1021606,105011092,Bourke - Brewarrina,1,Good,Good,0
1030101,105011092,Bourke - Brewarrina,0.0294118,Good,Good,0
1030101,105011095,Nyngan - Warren,0.9705882,Good,Good,0
1030102,105011095,Nyngan - Warren,1,Good,Good,0
1030103,105011095,Nyngan - Warren,1,Good,Good,0
1030104,105011095,Nyngan - Warren,1,Good,Good,0
1030105,105011093,Cobar,0.0285714,Good,Good,0
1030105,105011095,Nyngan - Warren,0.9714286,Good,Good,0
1030106,105011093,Cobar,0.1282051,Good,Good,0
1030106,105011095,Nyngan - Warren,0.8717949,Good,Good,0
1030107,105011095,Nyngan - Warren,1,Good,Good,0
1030108,105011095,Nyngan - Warren,1,Good,Good,0
1030109,105011095,Nyngan - Warren,1,Good,Good,0
1030110,105011095,Nyngan - Warren,1,Good,Good,0
1030201,103021062,Condobolin,0.9142857,Good,Good,0
1030201,105011095,Nyngan - Warren,0.0857143,Good,Good,0
1030202,103021062,Condobolin,1,Good,Good,0
1030203,103021062,Condobolin,1,Good,Good,0
1030204,103021062,Condobolin,1,Good,Good,0
1030205,103021062,Condobolin,1,Good,Good,0
1030206,103021062,Condobolin,1,Good,Good,0
1030301,103021062,Condobolin,1,Good,Good,0
1030302,103021062,Condobolin,1,Good,Good,0
1030303,103021062,Condobolin,1,Good,Good,0
1030304,103021062,Condobolin,1,Good,Good,0
1030305,103021062,Condobolin,0.9782609,Good,Good,0
1030305,103021065,Forbes,0.0217391,Good,Good,0
1030306,103021062,Condobolin,0.9166667,Good,Good,0
1030306,103021065,Forbes,0.0833333,Good,Good,0
1030307,103021062,Condobolin,1,Good,Good,0
1030308,103021062,Condobolin,1,Good,Good,0
1030401,103021062,Condobolin,1,Good,Good,0
1030402,103021062,Condobolin,1,Good,Good,0
1030403,103021062,Condobolin,1,Good,Good,0
1030404,103021062,Condobolin,1,Good,Good,0
1030405,103021062,Condobolin,1,Good,Good,0
1030406,103021062,Condobolin,1,Good,Good,0
1030501,103021062,Condobolin,1,Good,Good,0
1030502,103021062,Condobolin,1,Good,Good,0
1030503,103021062,Condobolin,1,Good,Good,0
1030504,103021062,Condobolin,1,Good,Good,0
1030505,103021062,Condobolin,1,Good,Good,0
1030506,103021062,Condobolin,1,Good,Good,0
1030507,103021062,Condobolin,1,Good,Good,0
1030601,103021062,Condobolin,0.6428571,Good,Good,0
1030601,103021065,Forbes,0.0952381,Good,Good,0
1030601,103021068,Parkes Surrounds,0.2619048,Good,Good,0
1030602,103021065,Forbes,0.7222222,Good,Good,0
1030602,103021068,Parkes Surrounds,0.2777778,Good,Good,0
1030603,103021065,Forbes,1,Good,Good,0
1030604,103021065,Forbes,1,Good,Good,0
1030605,103021065,Forbes,0.95,Good,Good,0
1030605,103021068,Parkes Surrounds,0.05,Good,Good,0
1030606,103021065,Forbes,0.4634146,Good,Good,0
1030606,103021068,Parkes Surrounds,0.5365854,Good,Good,0
1030607,103021065,Forbes,1,Good,Good,0
1030608,103021065,Forbes,1,Good,Good,0
1030609,103021065,Forbes,1,Good,Good,0
1030610,103021065,Forbes,1,Good,Good,0
1030611,103021065,Forbes,1,Good,Good,0
1030701,103021065,Forbes,1,Good,Good,0
1030702,103021065,Forbes,1,Good,Good,0
1030703,103021065,Forbes,1,Good,Good,0
1030704,103021065,Forbes,1,Good,Good,0
1030705,103021065,Forbes,1,Good,Good,0
1030706,103021065,Forbes,1,Good,Good,0
1030707,103021065,Forbes,1,Good,Good,0
1030708,103021065,Forbes,1,Good,Good,0
1030709,103021065,Forbes,1,Good,Good,0
1030710,103021065,Forbes,1,Good,Good,0
1030711,103021065,Forbes,1,Good,Good,0
1030712,103021065,Forbes,1,Good,Good,0
1030801,103021068,Parkes Surrounds,1,Good,Good,0
1030802,103021068,Parkes Surrounds,1,Good,Good,0
1030803,103021068,Parkes Surrounds,1,Good,Good,0
1030804,103021068,Parkes Surrounds,1,Good,Good,0
1030805,103021067,Parkes (NSW),0.0232558,Good,Good,0
1030805,103021068,Parkes Surrounds,0.9767442,Good,Good,0
1030806,103021067,Parkes (NSW),0.0232558,Good,Good,0
1030806,103021068,Parkes Surrounds,0.9767442,Good,Good,0
1030807,103021067,Parkes (NSW),0.5952381,Good,Good,0
1030807,103021068,Parkes Surrounds,0.4047619,Good,Good,0
1030808,103021067,Parkes (NSW),0.1590909,Good,Good,0
1030808,103021068,Parkes Surrounds,0.8409091,Good,Good,0
1030809,103021067,Parkes (NSW),0.0263158,Good,Good,0
1030809,103021068,Parkes Surrounds,0.9736842,Good,Good,0
1030901,103021067,Parkes (NSW),1,Good,Good,0
1030902,103021067,Parkes (NSW),1,Good,Good,0
1030903,103021067,Parkes (NSW),1,Good,Good,0
1030904,103021067,Parkes (NSW),1,Good,Good,0
1030905,103021067,Parkes (NSW),1,Good,Good,0
1030906,103021067,Parkes (NSW),1,Good,Good,0
1030907,103021067,Parkes (NSW),1,Good,Good,0
1030908,103021067,Parkes (NSW),1,Good,Good,0
1030909,103021067,Parkes (NSW),1,Good,Good,0
1030910,103021067,Parkes (NSW),1,Good,Good,0
1030911,103021067,Parkes (NSW),1,Good,Good,0
1031001,103021067,Parkes (NSW),1,Good,Good,0
1031002,103021067,Parkes (NSW),1,Good,Good,0
1031003,103021067,Parkes (NSW),1,Good,Good,0
1031004,103021067,Parkes (NSW),1,Good,Good,0
1031005,103021067,Parkes (NSW),1,Good,Good,0
1031006,103021067,Parkes (NSW),1,Good,Good,0
1031007,103021067,Parkes (NSW),1,Good,Good,0
1031008,103021067,Parkes (NSW),1,Good,Good,0
1031009,103021067,Parkes (NSW),1,Good,Good,0
1031101,103021068,Parkes Surrounds,1,Good,Good,0
1031102,103021068,Parkes Surrounds,1,Good,Good,0
1031103,103021062,Condobolin,1,Good,Good,0
1031104,103021062,Condobolin,0.4651163,Good,Good,0
1031104,103021068,Parkes Surrounds,0.5348837,Good,Good,0
1031105,103021068,Parkes Surrounds,1,Good,Good,0
1031106,103021068,Parkes Surrounds,1,Good,Good,0
1031107,103021068,Parkes Surrounds,1,Good,Good,0
1031108,103021068,Parkes Surrounds,1,Good,Good,0
1031109,103021062,Condobolin,1,Good,Good,0
1031201,105031105,Narromine,1,Good,Good,0
1031202,105031105,Narromine,1,Good,Good,0
1031203,105031105,Narromine,1,Good,Good,0
1031204,105031105,Narromine,1,Good,Good,0
1031205,105031105,Narromine,1,Good,Good,0
1031206,105031105,Narromine,1,Good,Good,0
1031207,105031105,Narromine,1,Good,Good,0
1031208,105031105,Narromine,1,Good,Good,0
1031209,105031105,Narromine,1,Good,Good,0
1031210,105031105,Narromine,1,Good,Good,0
1031301,105031105,Narromine,1,Good,Good,0
1031302,105031105,Narromine,1,Good,Good,0
1031303,105031105,Narromine,1,Good,Good,0
1031304,105031105,Narromine,1,Good,Good,0
1031305,105031105,Narromine,1,Good,Good,0
1031306,105031105,Narromine,1,Good,Good,0
1031307,105031105,Narromine,1,Good,Good,0
1031308,105031105,Narromine,1,Good,Good,0
1031401,105011095,Nyngan - Warren,0.6136364,Good,Good,0
1031401,105031105,Narromine,0.3863636,Good,Good,0
