CD_CODE_2006,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
1193104,107041146,Figtree - Keiraville,1,Good,Good,0
1193105,107041146,Figtree - Keiraville,1,Good,Good,0
1193106,107041146,Figtree - Keiraville,0.6666667,Good,Good,0
1193106,107041549,Wollongong - West,0.3333333,Good,Good,0
1193107,107041146,Figtree - Keiraville,1,Good,Good,0
1193108,107041146,Figtree - Keiraville,1,Good,Good,0
1193109,107041146,Figtree - Keiraville,1,Good,Good,0
1193110,107041146,Figtree - Keiraville,1,Good,Good,0
1193111,107041146,Figtree - Keiraville,1,Good,Good,0
1193201,107031137,Albion Park Rail,1,Good,Good,0
1193202,107031137,Albion Park Rail,1,Good,Good,0
1193203,107031141,Shellharbour - Flinders,1,Good,Good,0
1193204,107031137,Albion Park Rail,1,Good,Good,0
1193205,107031137,Albion Park Rail,1,Good,Good,0
1193206,107031136,Albion Park - Macquarie Pass,1,Good,Good,0
1193207,107031137,Albion Park Rail,1,Good,Good,0
1193208,107031137,Albion Park Rail,1,Good,Good,0
1193209,107031137,Albion Park Rail,1,Good,Good,0
1193210,107031137,Albion Park Rail,1,Good,Good,0
1193211,107031136,Albion Park - Macquarie Pass,1,Good,Good,0
1193212,107031136,Albion Park - Macquarie Pass,0.875,Good,Good,0
1193212,107031141,Shellharbour - Flinders,0.125,Good,Good,0
1193213,107031137,Albion Park Rail,1,Good,Good,0
1193214,107031136,Albion Park - Macquarie Pass,1,Good,Good,0
1193215,107031136,Albion Park - Macquarie Pass,1,Good,Good,0
1200101,101051540,Goulburn Surrounds,1,Good,Good,0
1200102,101051540,Goulburn Surrounds,1,Good,Good,0
1200103,101051540,Goulburn Surrounds,1,Good,Good,0
1200104,101051540,Goulburn Surrounds,1,Good,Good,0
1200105,101021007,Braidwood,0.4864865,Good,Good,0
1200105,101021611,Queanbeyan Surrounds,0.0540541,Good,Good,0
1200105,101051540,Goulburn Surrounds,0.4594595,Good,Good,0
1200106,101021611,Queanbeyan Surrounds,0.6136364,Good,Good,0
1200106,101051540,Goulburn Surrounds,0.3863636,Good,Good,0
1200107,101021611,Queanbeyan Surrounds,0.225,Good,Good,0
1200107,101051540,Goulburn Surrounds,0.775,Good,Good,0
1200108,101051539,Goulburn,0.0606061,Good,Good,0
1200108,101051540,Goulburn Surrounds,0.9393939,Good,Good,0
1200109,101051540,Goulburn Surrounds,1,Good,Good,0
1200110,101021007,Braidwood,0.2307692,Good,Good,0
1200110,101051540,Goulburn Surrounds,0.7692308,Good,Good,0
1200111,101051540,Goulburn Surrounds,1,Good,Good,0
1200112,101051540,Goulburn Surrounds,1,Good,Good,0
1200201,101051540,Goulburn Surrounds,1,Good,Good,0
1200202,101051540,Goulburn Surrounds,1,Good,Good,0
1200203,101051540,Goulburn Surrounds,1,Good,Good,0
1200204,101051540,Goulburn Surrounds,1,Good,Good,0
1200205,101051540,Goulburn Surrounds,1,Good,Good,0
1200206,101051540,Goulburn Surrounds,1,Good,Good,0
1200207,101051540,Goulburn Surrounds,1,Good,Good,0
1200212,101051540,Goulburn Surrounds,1,Good,Good,0
1200301,101051539,Goulburn,1,Good,Good,0
1200302,101051539,Goulburn,1,Good,Good,0
1200303,101051539,Goulburn,1,Good,Good,0
1200304,101051539,Goulburn,1,Good,Good,0
1200305,101051539,Goulburn,1,Good,Good,0
1200306,101051539,Goulburn,1,Good,Good,0
1200307,101051539,Goulburn,1,Good,Good,0
1200308,101051539,Goulburn,1,Good,Good,0
1200309,101051539,Goulburn,1,Good,Good,0
1200310,101051539,Goulburn,1,Good,Good,0
1200311,101051539,Goulburn,1,Good,Good,0
1200312,101051539,Goulburn,1,Good,Good,0
1200313,101051539,Goulburn,1,Good,Good,0
1200401,101051539,Goulburn,1,Good,Good,0
1200402,101051539,Goulburn,1,Good,Good,0
1200403,101051539,Goulburn,1,Good,Good,0
1200404,101051539,Goulburn,1,Good,Good,0
1200405,101051539,Goulburn,1,Good,Good,0
1200406,101051539,Goulburn,1,Good,Good,0
1200407,101051539,Goulburn,1,Good,Good,0
1200408,101051539,Goulburn,1,Good,Good,0
1200409,101051539,Goulburn,1,Good,Good,0
1200410,101051539,Goulburn,1,Good,Good,0
1200411,101051539,Goulburn,1,Good,Good,0
1200412,101051539,Goulburn,1,Good,Good,0
1200413,101051539,Goulburn,1,Good,Good,0
1200414,101051539,Goulburn,1,Good,Good,0
1200501,101051539,Goulburn,1,Good,Good,0
1200502,101051539,Goulburn,1,Good,Good,0
1200503,101051539,Goulburn,1,Good,Good,0
1200504,101051539,Goulburn,1,Good,Good,0
1200505,101051539,Goulburn,1,Good,Good,0
1200506,101051539,Goulburn,1,Good,Good,0
1200507,101051539,Goulburn,1,Good,Good,0
1200508,101051539,Goulburn,1,Good,Good,0
1200509,101051539,Goulburn,1,Good,Good,0
1200510,101051539,Goulburn,1,Good,Good,0
1200511,101051539,Goulburn,1,Good,Good,0
1200512,101051539,Goulburn,1,Good,Good,0
1200513,101051539,Goulburn,1,Good,Good,0
1200601,114021287,Moss Vale - Berrima,1,Good,Good,0
1200602,114021287,Moss Vale - Berrima,1,Good,Good,0
1200603,114021289,Southern Highlands,1,Good,Good,0
1200604,101051540,Goulburn Surrounds,0.1944444,Good,Good,0
1200604,114021289,Southern Highlands,0.8055556,Good,Good,0
1200605,114021285,Hill Top - Colo Vale,1,Good,Good,0
1200606,114021285,Hill Top - Colo Vale,0.4791667,Good,Good,0
1200606,114021289,Southern Highlands,0.5208333,Good,Good,0
1200607,114021285,Hill Top - Colo Vale,1,Good,Good,0
1200608,114021285,Hill Top - Colo Vale,1,Good,Good,0
1200609,114021284,Bowral,0.3636364,Good,Good,0
1200609,114021287,Moss Vale - Berrima,0.2272727,Good,Good,0
1200609,114021289,Southern Highlands,0.4090909,Good,Good,0
1200610,114021285,Hill Top - Colo Vale,1,Good,Good,0
1200611,114021285,Hill Top - Colo Vale,1,Good,Good,0
1200612,114021286,Mittagong,1,Good,Good,0
1200613,114021285,Hill Top - Colo Vale,1,Good,Good,0
1200615,114021285,Hill Top - Colo Vale,1,Good,Good,0
1200701,114021287,Moss Vale - Berrima,1,Good,Good,0
1200702,114021287,Moss Vale - Berrima,1,Good,Good,0
1200703,114021289,Southern Highlands,1,Good,Good,0
1200704,114021289,Southern Highlands,1,Good,Good,0
1200705,114021287,Moss Vale - Berrima,0.8723404,Good,Good,0
1200705,114021289,Southern Highlands,0.1276596,Good,Good,0
1200706,114021287,Moss Vale - Berrima,1,Good,Good,0
1200707,114021287,Moss Vale - Berrima,1,Good,Good,0
1200708,114021287,Moss Vale - Berrima,1,Good,Good,0
1200709,114021287,Moss Vale - Berrima,1,Good,Good,0
1200710,114021287,Moss Vale - Berrima,1,Good,Good,0
1200711,114021287,Moss Vale - Berrima,1,Good,Good,0
1200712,114021287,Moss Vale - Berrima,1,Good,Good,0
1200713,114021287,Moss Vale - Berrima,1,Good,Good,0
1200714,114021287,Moss Vale - Berrima,1,Good,Good,0
1200715,114021287,Moss Vale - Berrima,1,Good,Good,0
1200716,114021289,Southern Highlands,1,Good,Good,0
1200801,114021289,Southern Highlands,1,Good,Good,0
1200802,114021289,Southern Highlands,1,Good,Good,0
1200803,114021287,Moss Vale - Berrima,0.0697674,Good,Good,0
1200803,114021288,Robertson - Fitzroy Falls,0.5348837,Acceptable,Good,0
1200803,114021289,Southern Highlands,0.3953488,Good,Good,0
1200804,114021287,Moss Vale - Berrima,0.3958333,Good,Good,0
1200804,114021288,Robertson - Fitzroy Falls,0.6041667,Acceptable,Good,0
1200805,114021288,Robertson - Fitzroy Falls,1,Acceptable,Good,0
1200806,114021288,Robertson - Fitzroy Falls,1,Acceptable,Good,0
1200807,114021288,Robertson - Fitzroy Falls,1,Acceptable,Good,0
1200808,114021288,Robertson - Fitzroy Falls,1,Acceptable,Good,0
1200809,114011272,Berry - Kangaroo Valley,0.0769231,Good,Good,0
1200809,114021288,Robertson - Fitzroy Falls,0.9230769,Acceptable,Good,0
1200810,114021289,Southern Highlands,1,Good,Good,0
1200811,101051540,Goulburn Surrounds,0.047619,Good,Good,0
1200811,114021289,Southern Highlands,0.952381,Good,Good,0
1200812,114021289,Southern Highlands,1,Good,Good,0
1200813,114021289,Southern Highlands,1,Good,Good,0
1200814,114021289,Southern Highlands,1,Good,Good,0
1200815,114021289,Southern Highlands,1,Good,Good,0
1200816,114021289,Southern Highlands,1,Good,Good,0
1200817,114021287,Moss Vale - Berrima,0.0930233,Good,Good,0
1200817,114021288,Robertson - Fitzroy Falls,0.744186,Acceptable,Good,0
1200817,114021289,Southern Highlands,0.1627907,Good,Good,0
1200818,114021287,Moss Vale - Berrima,1,Good,Good,0
1200901,114021284,Bowral,1,Good,Good,0
1200902,114021284,Bowral,1,Good,Good,0
1200903,114021284,Bowral,0.9130435,Good,Good,0
1200903,114021286,Mittagong,0.0869565,Good,Good,0
1200904,114021284,Bowral,1,Good,Good,0
1200905,114021284,Bowral,1,Good,Good,0
1200906,114021284,Bowral,1,Good,Good,0
1200907,114021284,Bowral,0.1860465,Good,Good,0
1200907,114021286,Mittagong,0.8139535,Good,Good,0
1200908,114021284,Bowral,1,Good,Good,0
1200909,114021284,Bowral,0.1081081,Good,Good,0
1200909,114021286,Mittagong,0.8918919,Good,Good,0
1201001,114021286,Mittagong,1,Good,Good,0
1201002,114021286,Mittagong,1,Good,Good,0
1201003,114021286,Mittagong,1,Good,Good,0
1201004,114021285,Hill Top - Colo Vale,0.2727273,Good,Good,0
1201004,114021286,Mittagong,0.7272727,Good,Good,0
1201005,114021286,Mittagong,1,Good,Good,0
1201006,107021135,Illawarra Catchment Reserve,0.6808511,Poor,Good,0
1201006,114021285,Hill Top - Colo Vale,0.0425532,Good,Good,0
1201006,114021286,Mittagong,0.1276596,Good,Good,0
1201006,114021288,Robertson - Fitzroy Falls,0.1489362,Acceptable,Good,0
1201007,114021286,Mittagong,1,Good,Good,0
1201008,114021288,Robertson - Fitzroy Falls,1,Acceptable,Good,0
1201009,114021286,Mittagong,1,Good,Good,0
1201010,114021286,Mittagong,1,Good,Good,0
1201011,114021284,Bowral,0.5,Good,Good,0
1201011,114021286,Mittagong,0.5,Good,Good,0
1201012,114021286,Mittagong,1,Good,Good,0
1201013,114021288,Robertson - Fitzroy Falls,1,Acceptable,Good,0
1201014,114021284,Bowral,1,Good,Good,0
1201101,114021284,Bowral,1,Good,Good,0
1201102,114021284,Bowral,1,Good,Good,0
1201103,114021284,Bowral,1,Good,Good,0
1201104,114021284,Bowral,1,Good,Good,0
1201105,114021284,Bowral,1,Good,Good,0
1201106,114021284,Bowral,1,Good,Good,0
1201107,114021284,Bowral,0.9393939,Good,Good,0
1201107,114021287,Moss Vale - Berrima,0.0606061,Good,Good,0
1201108,114021284,Bowral,1,Good,Good,0
1201109,114021284,Bowral,1,Good,Good,0
1201110,114021284,Bowral,1,Good,Good,0
1201111,114021284,Bowral,1,Good,Good,0
1201112,114021284,Bowral,1,Good,Good,0
1201113,114021284,Bowral,1,Good,Good,0
1201201,124021456,Blue Mountains - South,0.1136364,Poor,Good,0
1201201,124031465,Warragamba - Silverdale,0.8863636,Good,Good,0
1201202,124031465,Warragamba - Silverdale,1,Good,Good,0
1201203,124031465,Warragamba - Silverdale,1,Good,Good,0
1201204,124031465,Warragamba - Silverdale,1,Good,Good,0
1201205,123031448,The Oaks - Oakdale,0.32,Good,Good,0
1201205,124031465,Warragamba - Silverdale,0.68,Good,Good,0
1201206,123031448,The Oaks - Oakdale,1,Good,Good,0
1201207,124031465,Warragamba - Silverdale,1,Good,Good,0
1201208,124031465,Warragamba - Silverdale,1,Good,Good,0
1201209,123031448,The Oaks - Oakdale,1,Good,Good,0
1201210,123031448,The Oaks - Oakdale,1,Good,Good,0
1201211,123031448,The Oaks - Oakdale,1,Good,Good,0
1201212,123031448,The Oaks - Oakdale,1,Good,Good,0
1201301,123031446,Douglas Park - Appin,0.6170213,Good,Good,0
1201301,123031448,The Oaks - Oakdale,0.3829787,Good,Good,0
1201302,123031446,Douglas Park - Appin,1,Good,Good,0
1201303,123031446,Douglas Park - Appin,0.8125,Good,Good,0
1201303,123031447,Picton - Tahmoor - Buxton,0.1875,Good,Good,0
1201304,123031446,Douglas Park - Appin,1,Good,Good,0
1201305,123031446,Douglas Park - Appin,1,Good,Good,0
1201306,107021135,Illawarra Catchment Reserve,0.2380952,Poor,Good,0
1201306,107041147,Helensburgh,0.047619,Good,Good,0
1201306,123031446,Douglas Park - Appin,0.7142857,Good,Good,0
1201307,123031446,Douglas Park - Appin,1,Good,Good,0
1201308,123031446,Douglas Park - Appin,1,Good,Good,0
1201309,107021135,Illawarra Catchment Reserve,0.9,Poor,Good,0
1201309,123031446,Douglas Park - Appin,0.1,Good,Good,0
1201310,107021135,Illawarra Catchment Reserve,0.5757576,Poor,Good,0
1201310,123031445,Bargo,0.0606061,Good,Good,0
1201310,123031446,Douglas Park - Appin,0.3636364,Good,Good,0
1201311,123031446,Douglas Park - Appin,1,Good,Good,0
1201312,123031446,Douglas Park - Appin,1,Good,Good,0
1201313,123031446,Douglas Park - Appin,0.425,Good,Good,0
1201313,123031447,Picton - Tahmoor - Buxton,0.4,Good,Good,0
1201313,123031448,The Oaks - Oakdale,0.175,Good,Good,0
1201314,123011433,Camden - Ellis Lane,1,Good,Good,0
1201315,123031446,Douglas Park - Appin,1,Good,Good,0
1201316,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201401,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201402,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201403,123031448,The Oaks - Oakdale,0.1351351,Good,Good,0
1201403,124021456,Blue Mountains - South,0.8648649,Poor,Good,0
1201404,123031448,The Oaks - Oakdale,0.0681818,Good,Good,0
1201404,124021456,Blue Mountains - South,0.9318182,Poor,Good,0
1201405,123031448,The Oaks - Oakdale,1,Good,Good,0
1201406,123031448,The Oaks - Oakdale,1,Good,Good,0
1201407,123031447,Picton - Tahmoor - Buxton,0.1041667,Good,Good,0
1201407,123031448,The Oaks - Oakdale,0.8958333,Good,Good,0
1201408,123031448,The Oaks - Oakdale,1,Good,Good,0
1201409,123031448,The Oaks - Oakdale,1,Good,Good,0
1201410,123031448,The Oaks - Oakdale,1,Good,Good,0
1201411,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201501,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201502,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201503,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201504,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201505,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201506,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201507,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201508,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201509,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201510,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201511,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201601,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201602,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201603,123031445,Bargo,1,Good,Good,0
1201604,123031445,Bargo,1,Good,Good,0
1201605,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201606,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201607,123031445,Bargo,1,Good,Good,0
1201608,123031445,Bargo,1,Good,Good,0
1201609,123031445,Bargo,1,Good,Good,0
1201610,123031445,Bargo,1,Good,Good,0
1201611,123031445,Bargo,1,Good,Good,0
1201612,123031445,Bargo,1,Good,Good,0
1201613,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1201614,123031447,Picton - Tahmoor - Buxton,1,Good,Good,0
1210101,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210102,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210103,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210104,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210105,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210106,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210107,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210108,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210109,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210110,102021052,Summerland Point - Gwandalan,1,Good,Good,0
1210111,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210112,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210113,102021050,Lake Munmorah - Mannering Park,0.7391304,Good,Good,0
1210113,102021052,Summerland Point - Gwandalan,0.2608696,Good,Good,0
1210114,102021046,Budgewoi - Buff Point - Halekulani,0.1162791,Good,Good,0
1210114,102021050,Lake Munmorah - Mannering Park,0.6511628,Good,Good,0
1210114,102021052,Summerland Point - Gwandalan,0.0232558,Good,Good,0
1210114,111011212,Swansea - Caves Beach,0.2093023,Good,Good,0
1210115,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210116,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210117,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210201,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210202,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210203,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210204,102021045,Blue Haven - San Remo,0.0333333,Good,Good,0
1210204,102021050,Lake Munmorah - Mannering Park,0.9666667,Good,Good,0
1210205,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210206,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210207,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210208,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210209,102021045,Blue Haven - San Remo,0.0571429,Good,Good,0
1210209,102021050,Lake Munmorah - Mannering Park,0.9428571,Good,Good,0
1210210,102021050,Lake Munmorah - Mannering Park,1,Good,Good,0
1210211,,,1,Poor,Good,2
1210213,102021045,Blue Haven - San Remo,1,Good,Good,0
1210214,102021045,Blue Haven - San Remo,0.8604651,Good,Good,0
1210214,102021050,Lake Munmorah - Mannering Park,0.1395349,Good,Good,0
1210301,102021045,Blue Haven - San Remo,1,Good,Good,0
1210302,102021056,Warnervale - Wadalba,1,Good,Good,0
1210303,102021045,Blue Haven - San Remo,1,Good,Good,0
1210304,102021045,Blue Haven - San Remo,1,Good,Good,0
1210305,102021055,Tuggerah - Kangy Angy,1,Good,Good,0
1210306,102021056,Warnervale - Wadalba,1,Good,Good,0
1210307,102021045,Blue Haven - San Remo,1,Good,Good,0
1210308,102021056,Warnervale - Wadalba,1,Good,Good,0
1210309,102021056,Warnervale - Wadalba,0.8974359,Good,Good,0
1210309,102021057,Wyong,0.1025641,Good,Good,0
1210310,102021055,Tuggerah - Kangy Angy,1,Good,Good,0
1210311,102021056,Warnervale - Wadalba,1,Good,Good,0
1210312,102021056,Warnervale - Wadalba,1,Good,Good,0
1210313,102021045,Blue Haven - San Remo,1,Good,Good,0
1210314,102021045,Blue Haven - San Remo,1,Good,Good,0
1210315,102021045,Blue Haven - San Remo,1,Good,Good,0
1210316,102021045,Blue Haven - San Remo,1,Good,Good,0
1210317,102021056,Warnervale - Wadalba,1,Good,Good,0
1210318,102021055,Tuggerah - Kangy Angy,1,Good,Good,0
1210319,102021056,Warnervale - Wadalba,1,Good,Good,0
1210320,102021056,Warnervale - Wadalba,1,Good,Good,0
1210321,102021056,Warnervale - Wadalba,1,Good,Good,0
1210322,102021056,Warnervale - Wadalba,1,Good,Good,0
1210323,102021056,Warnervale - Wadalba,1,Good,Good,0
1210401,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210402,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210403,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210404,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210405,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210406,102021045,Blue Haven - San Remo,1,Good,Good,0
1210407,102021045,Blue Haven - San Remo,1,Good,Good,0
1210408,102021045,Blue Haven - San Remo,1,Good,Good,0
1210409,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210410,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210411,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210412,102021045,Blue Haven - San Remo,1,Good,Good,0
1210501,102021045,Blue Haven - San Remo,1,Good,Good,0
1210502,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210503,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210504,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210505,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210506,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210507,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210508,102021045,Blue Haven - San Remo,0.3,Good,Good,0
1210508,102021046,Budgewoi - Buff Point - Halekulani,0.7,Good,Good,0
1210509,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210510,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210511,102021045,Blue Haven - San Remo,1,Good,Good,0
1210601,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210602,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210603,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210604,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210605,102021046,Budgewoi - Buff Point - Halekulani,0.8571429,Good,Good,0
1210605,,,0.1428571,Poor,Good,2
1210606,102021046,Budgewoi - Buff Point - Halekulani,1,Good,Good,0
1210607,102021046,Budgewoi - Buff Point - Halekulani,0.9722222,Good,Good,0
1210607,,,0.0277778,Poor,Good,2
1210608,102021054,Toukley - Norah Head,1,Good,Good,0
1210609,102021054,Toukley - Norah Head,1,Good,Good,0
1210610,102021054,Toukley - Norah Head,1,Good,Good,0
1210611,102021046,Budgewoi - Buff Point - Halekulani,0.1428571,Good,Good,0
1210611,102021054,Toukley - Norah Head,0.8571429,Good,Good,0
1210612,102021054,Toukley - Norah Head,1,Good,Good,0
1210701,102021054,Toukley - Norah Head,1,Good,Good,0
1210702,102021054,Toukley - Norah Head,1,Good,Good,0
1210703,102021054,Toukley - Norah Head,1,Good,Good,0
1210704,102021054,Toukley - Norah Head,1,Good,Good,0
1210705,102021054,Toukley - Norah Head,1,Good,Good,0
1210706,102021054,Toukley - Norah Head,1,Good,Good,0
1210707,102021054,Toukley - Norah Head,1,Good,Good,0
1210708,102021054,Toukley - Norah Head,1,Good,Good,0
1210709,102021054,Toukley - Norah Head,1,Good,Good,0
1210710,102021054,Toukley - Norah Head,1,Good,Good,0
1210711,102021054,Toukley - Norah Head,1,Good,Good,0
1210712,102021054,Toukley - Norah Head,1,Good,Good,0
1210713,102021054,Toukley - Norah Head,1,Good,Good,0
1210714,102021054,Toukley - Norah Head,1,Good,Good,0
1210715,102021053,The Entrance,1,Good,Good,0
1210716,,,1,Poor,Good,2
1210717,102021054,Toukley - Norah Head,1,Good,Good,0
1210718,102021054,Toukley - Norah Head,1,Good,Good,0
1210801,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210802,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210803,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210804,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210805,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210806,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210807,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210808,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210809,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210810,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210811,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210812,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210813,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210814,102021048,Gorokan - Kanwal - Charmhaven,0.9,Good,Good,0
1210814,102021056,Warnervale - Wadalba,0.1,Good,Good,0
1210815,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210901,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210902,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210903,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210904,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210905,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210906,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210907,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210908,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210909,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210910,102021048,Gorokan - Kanwal - Charmhaven,0.875,Good,Good,0
1210910,102021057,Wyong,0.125,Good,Good,0
1210911,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210912,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210913,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210914,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1210915,102021048,Gorokan - Kanwal - Charmhaven,1,Good,Good,0
1211001,102021057,Wyong,1,Good,Good,0
1211002,102021057,Wyong,1,Good,Good,0
1211003,102021057,Wyong,1,Good,Good,0
1211004,102021057,Wyong,1,Good,Good,0
1211005,102021057,Wyong,1,Good,Good,0
1211006,102021057,Wyong,1,Good,Good,0
1211007,102021048,Gorokan - Kanwal - Charmhaven,0.1621622,Good,Good,0
1211007,102021056,Warnervale - Wadalba,0.8378378,Good,Good,0
1211008,102021057,Wyong,1,Good,Good,0
1211009,102021055,Tuggerah - Kangy Angy,0.06,Good,Good,0
1211009,102021056,Warnervale - Wadalba,0.1,Good,Good,0
1211009,102021057,Wyong,0.84,Good,Good,0
1211010,102021055,Tuggerah - Kangy Angy,0.125,Good,Good,0
1211010,102021057,Wyong,0.875,Good,Good,0
1211011,102021057,Wyong,1,Good,Good,0
1211012,102021057,Wyong,1,Good,Good,0
1211101,102021055,Tuggerah - Kangy Angy,1,Good,Good,0
1211102,102021055,Tuggerah - Kangy Angy,1,Good,Good,0
1211103,102021047,Chittaway Bay - Tumbi Umbi,0.9487179,Good,Good,0
1211103,102021055,Tuggerah - Kangy Angy,0.0512821,Good,Good,0
1211104,102021047,Chittaway Bay - Tumbi Umbi,0.225,Good,Good,0
1211104,102021051,Ourimbah - Fountaindale,0.775,Good,Good,0
1211105,102021051,Ourimbah - Fountaindale,1,Good,Good,0
1211106,102021047,Chittaway Bay - Tumbi Umbi,1,Good,Good,0
1211107,102021051,Ourimbah - Fountaindale,1,Good,Good,0
1211108,102021051,Ourimbah - Fountaindale,1,Good,Good,0
1211109,102021047,Chittaway Bay - Tumbi Umbi,0.25,Good,Good,0
1211109,102021051,Ourimbah - Fountaindale,0.75,Good,Good,0
1211110,102021051,Ourimbah - Fountaindale,1,Good,Good,0
1211111,102021051,Ourimbah - Fountaindale,1,Good,Good,0
